dates,satname,nzd0500-0000,nzd0500-0001,nzd0500-0002,nzd0500-0003,nzd0500-0004,nzd0500-0005,nzd0500-0006,nzd0500-0007,nzd0500-0008,nzd0500-0009,nzd0500-0010
1999-08-26 22:07:32.686000,L7,369.51,317.09,320.64,312.09,310.28,312.20,320.80,318.91,314.62,319.84,374.82
1999-12-16 22:07:33.708000,L7,,,,,294.29,310.14,308.83,313.70,309.29,312.47,320.35
2000-05-08 22:06:44.900000,L7,378.07,318.22,316.64,317.34,313.85,317.28,320.57,321.44,316.72,321.16,331.87
2000-05-15 22:12:54.183000,L7,,,,,,330.39,332.87,344.18,333.10,334.81,332.98
2000-06-25 22:06:19.852000,L7,374.03,364.35,367.46,312.30,293.96,309.78,314.65,326.34,317.87,325.06,343.62
2000-07-27 22:05:48.258000,L7,346.58,315.89,329.02,308.80,303.11,315.00,318.28,315.47,309.26,,
2000-09-20 22:11:14.930000,L7,344.94,315.64,336.92,310.38,305.35,329.53,317.12,315.59,314.71,314.01,329.54
2000-12-18 22:05:01.704000,L7,,,382.27,368.98,362.46,378.25,393.24,388.15,383.26,362.56,365.60
2001-01-03 22:05:00.181000,L7,,,,,,298.85,302.48,306.14,308.06,311.26,314.74
2001-02-20 22:05:00.525000,L7,,,,,298.60,303.20,305.34,306.88,309.99,304.94,323.03
2001-04-09 22:04:41.882000,L7,289.63,312.87,311.48,303.62,302.97,306.42,311.65,313.92,313.75,315.04,325.34
2001-07-14 22:03:57.537000,L7,372.52,326.28,320.42,309.89,315.44,312.03,325.60,350.43,316.74,317.48,331.80
2001-08-15 22:03:26.328000,L7,,,,,296.63,300.88,305.62,307.13,308.59,307.98,331.10
2001-11-03 22:02:58.699000,L7,355.52,361.19,353.44,305.03,301.89,301.09,303.64,303.36,303.24,314.55,337.31
2002-03-11 22:03:31.366000,L7,336.59,347.49,310.87,349.66,341.55,343.91,343.46,345.59,306.50,312.55,367.25
2002-04-12 22:03:25.302000,L7,384.53,317.49,315.49,312.14,301.95,311.70,312.46,313.71,309.75,315.67,342.22
2002-05-14 22:03:19.418000,L7,379.35,326.13,323.34,311.00,303.43,310.42,320.63,375.18,354.46,375.66,382.74
2002-06-15 22:03:07.576000,L7,385.45,344.49,328.44,323.42,304.36,311.09,319.43,320.52,319.11,320.95,375.43
2002-12-24 22:02:57.022000,L7,,,,,294.92,297.71,301.50,304.99,303.65,306.88,327.37
2003-09-30 21:52:18.101000,L5,,,,,,293.77,300.56,293.45,292.76,298.59,317.04
2003-10-07 21:58:35.519000,L5,311.02,319.99,328.89,347.02,353.90,356.11,367.06,371.60,369.09,,
2004-06-28 21:56:28.308000,L5,,,,,,,,,283.72,293.98,321.53
2004-07-14 21:56:54.881000,L5,349.87,318.84,317.88,323.89,307.73,312.98,314.45,317.55,315.02,326.25,327.18
2004-10-18 21:59:11.702000,L5,326.41,307.62,307.01,303.89,300.02,313.67,311.99,311.71,303.55,308.29,329.82
2005-03-11 22:01:31.683000,L5,357.32,323.77,324.35,320.58,307.69,320.91,323.01,318.78,316.97,322.09,341.68
2006-02-26 22:05:22.928000,L5,315.95,303.08,306.20,302.06,,298.24,304.64,299.12,300.42,302.69,313.05
2006-09-13 22:14:35.259000,L5,,,,,300.21,312.00,313.84,317.01,304.84,310.61,330.64
2006-12-11 22:09:16.015000,L5,354.29,331.37,328.75,324.87,309.34,324.05,326.99,326.64,320.31,324.70,334.94
2010-12-22 22:04:29.137000,L5,332.01,312.50,312.07,306.62,295.69,309.92,308.95,309.81,305.92,308.01,323.70
