dates,satname,nzd0406-0000,nzd0406-0001,nzd0406-0002,nzd0406-0003,nzd0406-0004,nzd0406-0005,nzd0406-0006,nzd0406-0007,nzd0406-0008,nzd0406-0009,nzd0406-0010
1999-09-04 22:00:33.926000,L7,346.63,342.98,362.12,373.96,363.70,379.09,374.31,,,,
1999-12-09 22:00:33.510000,L7,365.12,355.57,369.18,371.36,377.30,385.01,387.55,379.26,390.41,354.67,395.72
2000-01-26 22:00:26.187000,L7,329.95,330.94,336.57,343.69,,340.51,361.61,337.44,338.51,330.46,327.20
2000-02-11 22:00:21.827000,L7,,,,,,347.21,351.67,346.37,341.33,337.66,
2000-02-27 22:00:16.353000,L7,346.09,341.36,342.58,354.79,350.60,350.14,359.11,361.03,363.08,354.84,340.97
2000-03-30 22:00:09.363000,L7,345.30,341.58,356.55,366.47,365.76,375.96,372.99,369.34,356.96,353.20,362.92
2000-04-15 21:59:55.745000,L7,355.88,348.27,358.87,372.70,368.25,381.04,381.24,382.45,371.97,372.26,373.60
2000-05-01 21:59:54.563000,L7,,,,,273.48,357.95,365.52,355.28,342.86,343.15,352.79
2000-06-18 21:59:27.736000,L7,,,,,,283.21,361.12,350.72,346.35,346.20,348.85
2000-08-05 21:58:44.520000,L7,,,,,,,,371.35,374.42,377.62,383.20
2000-10-08 21:58:00.300000,L7,331.17,329.85,340.97,361.55,298.12,369.15,370.88,359.47,349.27,337.52,332.70
2000-11-25 21:57:58.896000,L7,365.14,352.31,362.02,370.82,372.83,381.92,386.19,378.99,371.60,364.46,371.01
2001-02-13 21:58:03.568000,L7,338.87,338.08,347.79,286.23,354.41,371.11,378.04,383.29,,359.62,358.89
2001-08-24 21:56:24.380000,L7,,,,,,343.25,350.17,354.92,341.24,331.17,339.06
2001-09-25 21:56:04.528000,L7,396.56,345.16,355.21,367.36,374.84,379.59,,,,,
2001-12-30 21:56:13.010000,L7,368.42,354.14,363.98,371.31,376.08,382.08,395.57,376.46,374.92,369.19,374.31
2002-02-16 21:56:30.006000,L7,,,,,,,353.79,355.16,341.58,342.35,
2002-03-20 21:56:24.055000,L7,335.53,337.64,348.80,363.49,350.18,366.09,361.35,354.78,352.38,352.02,344.57
2002-05-07 21:56:27.687000,L7,349.92,336.94,343.40,363.67,360.91,381.42,384.02,374.05,371.41,364.00,370.03
2002-10-14 21:55:19.836000,L7,345.79,339.53,352.11,358.69,361.85,369.00,380.55,375.43,354.05,380.34,367.18
2002-10-30 21:55:25.430000,L7,,,,,,,,383.76,380.98,386.12,381.87
2003-01-18 21:56:06.129000,L7,369.36,355.79,365.34,375.36,375.42,387.05,384.07,400.50,376.14,365.79,373.78
2003-04-24 21:56:22.271000,L7,,,,,,351.47,356.17,335.95,340.60,338.34,332.44
2003-07-21 21:44:09.463000,L5,,,,,,370.29,376.66,372.62,357.46,351.62,344.53
2004-04-02 21:46:54.575000,L5,354.06,343.08,358.21,367.58,363.84,375.53,387.12,380.52,368.31,358.46,359.12
2004-05-04 21:47:51.656000,L5,323.97,327.99,347.18,366.07,,372.03,382.32,373.65,354.37,350.16,339.43
2004-05-20 21:48:20.187000,L5,,,,,,358.69,366.96,355.05,330.82,342.24,334.90
2004-06-05 21:48:48.638000,L5,318.12,328.45,348.80,365.34,352.25,381.14,382.37,372.43,361.01,358.17,355.98
2004-08-08 21:50:26.495000,L5,,,,,,365.94,372.74,365.13,349.17,346.10,343.70
2004-09-25 21:51:43.061000,L5,360.77,348.04,360.69,369.53,371.50,386.75,394.47,385.28,370.97,366.37,363.01
2004-10-27 21:52:23.346000,L5,360.41,352.92,365.82,372.47,372.26,373.69,377.88,372.64,356.52,350.57,348.24
2005-01-15 21:53:45.186000,L5,,,,,,344.09,358.34,351.88,321.67,321.07,321.37
2005-03-04 21:54:27.824000,L5,345.23,337.62,353.34,352.91,354.04,360.26,368.18,361.00,343.45,341.09,338.00
2005-04-05 21:54:42.889000,L5,351.52,336.96,349.52,360.34,359.78,378.33,381.45,374.54,356.40,355.15,347.21
2005-04-21 21:54:46.500000,L5,350.04,341.83,346.60,361.66,356.00,374.56,379.25,371.68,354.79,357.55,348.00
2005-06-08 21:55:08.756000,L5,,,,,,372.75,376.28,365.72,352.68,347.64,347.15
2005-06-24 21:55:13.674000,L5,317.81,333.11,352.16,367.09,,378.28,380.52,368.61,355.47,362.89,349.79
2005-07-10 21:55:19.319000,L5,,,,,,376.12,380.90,372.39,358.96,359.42,347.84
2005-08-27 21:55:43.837000,L5,336.48,333.01,343.22,355.59,358.36,371.12,372.42,361.30,342.76,339.45,337.13
2006-02-19 21:58:15.515000,L5,344.55,338.21,345.12,355.69,354.21,368.87,376.04,368.68,356.40,355.52,350.05
2006-06-27 22:00:24.118000,L5,,,,,,378.55,387.18,377.75,371.39,363.18,357.87
2006-11-02 22:01:56.430000,L5,359.16,346.34,362.00,365.14,373.00,378.24,391.40,385.69,370.95,364.27,369.14
2007-01-05 22:02:28.201000,L5,353.53,344.84,355.15,356.46,369.80,378.79,378.13,366.14,347.25,344.07,343.40
2007-01-21 22:02:33.422000,L5,347.16,336.57,348.05,359.92,361.22,380.11,384.60,374.49,360.72,355.80,343.02
2008-02-25 21:58:00.859000,L5,346.80,336.16,353.25,351.32,361.50,369.03,375.17,370.65,351.18,348.49,347.87
2008-12-25 21:52:09.965000,L5,346.40,339.97,353.49,354.14,354.10,369.40,375.83,361.40,339.43,333.30,332.79
2010-01-13 21:58:24.995000,L5,350.14,345.75,358.65,356.54,359.83,370.58,376.51,369.91,351.28,347.62,355.48
2010-01-29 21:58:29.033000,L5,344.45,336.53,351.87,356.83,359.42,375.43,377.78,374.10,346.97,345.52,345.11
2011-09-13 21:56:09.668000,L5,341.73,335.58,336.56,345.65,,364.89,368.62,361.75,336.96,335.69,336.42
2013-05-29 22:09:41.256000,L8,,,,,,340.30,357.59,344.52,337.60,328.75,323.87
2013-06-30 22:09:35.948000,L8,,,,,,343.41,350.46,347.02,339.35,336.95,317.62
2013-07-16 22:09:36.403000,L8,,,,,,351.96,348.17,345.34,328.45,332.20,340.07
2013-09-02 22:09:40.433000,L8,318.76,320.88,325.93,336.61,271.80,356.47,362.33,353.82,322.28,328.30,324.89
2014-01-24 22:08:45.323000,L8,319.51,311.18,315.95,316.49,,339.11,345.01,344.47,320.52,323.07,320.16
2014-03-13 22:08:09.214000,L8,334.27,331.88,311.84,346.96,298.05,356.44,363.08,363.13,335.07,332.24,340.09
2014-04-30 22:07:22.351000,L8,320.31,321.81,326.90,342.99,271.60,362.89,368.16,347.84,345.30,349.30,351.18
2014-06-01 22:07:14.657000,L8,342.48,335.77,339.10,352.48,356.49,370.11,366.41,361.90,354.16,359.52,360.20
2014-07-03 22:07:25.958000,L8,,,,,,349.43,354.03,348.35,346.92,345.55,342.23
2014-08-04 22:07:38.344000,L8,340.94,331.79,335.32,347.32,276.25,363.08,365.70,354.74,352.51,355.76,350.32
2014-10-23 22:07:51.237000,L8,325.47,319.28,327.08,317.43,292.05,351.51,359.32,349.22,332.13,330.87,328.64
2014-11-08 22:07:51.967000,L8,325.01,319.64,333.70,341.46,325.75,365.02,363.77,355.40,348.23,345.92,330.31
2014-12-26 22:07:42.898000,L8,338.22,324.69,337.66,342.84,344.45,349.10,351.43,345.31,330.94,334.71,338.65
2015-02-28 22:07:24.273000,L8,325.69,328.04,345.71,354.57,317.56,365.40,370.22,364.10,358.55,352.65,360.14
2015-04-01 22:07:01.610000,L8,333.29,325.12,327.48,358.90,287.54,360.32,371.59,359.42,350.67,354.81,361.22
2015-07-22 22:07:13.408000,L8,,,,,,337.93,345.67,336.30,268.70,320.66,317.53
2015-08-23 22:07:24.416000,L8,318.81,318.43,323.61,338.92,281.83,357.62,358.12,349.89,329.83,336.04,333.72
2015-09-08 22:07:30.411000,L8,,,,,,344.86,353.48,334.45,317.91,326.23,312.18
2015-11-27 22:07:47.119000,L8,333.88,350.85,354.20,347.08,345.36,350.57,359.89,358.34,343.98,341.93,341.70
2015-12-13 22:07:45.395000,L8,392.11,368.93,367.06,363.43,396.29,391.59,398.98,398.90,,,
2016-02-15 22:07:33.404000,L8,320.10,316.75,327.44,345.19,320.41,346.42,352.28,348.36,340.14,332.69,328.54
2016-03-02 22:07:31.352000,L8,319.37,315.27,325.32,344.03,292.09,354.50,356.28,346.42,337.80,330.01,321.78
2016-03-18 22:07:25.821000,L8,316.53,314.71,320.01,326.22,286.87,351.15,360.90,351.96,331.16,335.03,317.54
2016-07-08 22:07:32.591000,L8,,,,,,344.87,359.49,348.16,333.77,338.76,331.91
2016-08-09 22:07:39.758000,L8,,,,,,344.17,353.26,334.04,307.35,320.62,316.08
2016-09-10 22:07:51.328000,L8,323.06,317.84,320.42,330.63,278.92,349.30,352.85,344.29,337.53,333.19,326.70
