dates,satname,nzd0406-0000,nzd0406-0001,nzd0406-0002,nzd0406-0003,nzd0406-0004,nzd0406-0005,nzd0406-0006,nzd0406-0007,nzd0406-0008,nzd0406-0009,nzd0406-0010
2016-10-12 22:07:57.049000,L8,341.21,334.43,347.57,342.64,363.92,362.02,367.26,360.91,354.23,354.05,359.36
2016-12-15 22:07:53.950000,L8,323.02,313.39,327.75,331.19,329.34,361.01,363.99,354.20,348.55,341.90,324.47
2016-12-31 22:07:51.584000,L8,323.29,316.28,337.08,327.48,324.59,356.13,363.37,348.68,342.31,341.81,319.62
2017-01-16 22:07:46.911000,L8,341.58,333.33,339.57,344.48,357.68,357.51,366.84,342.25,330.21,335.98,343.84
2017-04-06 22:07:09.788000,L8,314.04,317.11,320.72,329.47,,345.84,349.83,340.63,331.84,337.34,328.23
2017-04-22 22:07:00.199000,L8,314.55,323.27,326.13,337.88,270.42,352.44,360.14,351.41,340.66,340.89,341.81
2017-05-24 22:07:10.251000,L8,,,,,,348.76,357.07,346.40,328.64,335.99,327.44
2017-06-25 22:07:23.481000,L8,,,,,,357.09,357.59,355.24,352.88,337.78,343.18
2017-08-28 22:07:43.849000,L8,,,,,272.14,343.71,346.04,340.45,334.15,329.16,328.78
2017-10-31 22:07:55.807000,L8,326.41,321.66,328.14,336.11,333.26,358.47,361.90,352.34,330.29,331.92,333.30
2017-12-02 22:07:46.733000,L8,322.09,317.52,329.99,330.09,334.81,358.61,363.95,350.51,329.33,333.86,331.13
2018-04-25 22:06:50.725000,L8,313.49,320.16,322.61,319.73,271.50,354.80,361.54,346.96,338.68,340.08,332.02
2018-06-28 22:06:40.110000,L8,,,,,,342.72,359.13,345.54,326.76,,
2018-08-31 22:07:11.120000,L8,318.89,308.26,316.59,324.73,273.15,345.99,350.88,335.16,324.26,329.20,314.86
2018-10-18 22:07:29.549000,L8,318.89,295.24,321.18,319.46,311.94,349.60,348.63,343.79,320.25,324.53,316.28
2018-12-21 22:07:30.529000,L8,325.72,312.07,321.39,319.04,331.26,349.07,354.68,350.22,331.39,327.24,330.93
2019-01-22 22:07:26.086000,L8,318.83,298.12,338.77,324.79,327.50,355.79,360.04,354.47,341.71,329.80,327.50
2019-02-07 22:07:23.498000,L8,312.65,289.31,314.86,,,343.95,347.23,344.01,317.59,320.64,316.76
2019-03-11 22:07:14.802000,L8,327.76,307.07,322.22,324.77,287.66,339.77,343.40,335.03,326.39,324.79,330.20
2019-06-15 22:07:27.730000,L8,,,,,,352.64,361.63,350.25,336.54,349.91,353.98
2019-07-01 22:07:32.340000,L8,319.68,322.25,331.29,358.13,320.32,361.05,371.13,367.88,359.27,359.21,371.29
2019-08-02 22:07:41.830000,L8,,,,,,351.83,360.58,347.81,334.87,334.22,330.29
2019-08-18 22:07:47.079000,L8,309.88,292.16,319.02,316.87,,344.22,352.75,343.70,324.56,326.32,317.98
2019-10-05 22:08:00.157000,L8,329.80,314.42,325.73,334.76,307.42,357.72,347.13,339.87,325.10,322.42,328.74
2019-10-21 22:08:01.720000,L8,335.15,321.07,331.49,344.57,397.58,408.00,389.33,354.30,339.63,335.30,334.94
2019-12-08 22:07:56.574000,L8,329.10,313.48,329.58,345.76,349.51,360.64,361.60,350.45,341.92,342.46,345.66
2020-01-09 22:07:49.551000,L8,323.65,308.51,335.38,337.88,351.23,356.14,360.46,351.59,341.99,339.47,319.88
2020-02-10 22:07:40.719000,L8,331.08,315.14,339.68,338.85,355.68,356.02,358.63,357.40,352.58,351.56,343.68
2020-03-13 22:07:30.028000,L8,327.16,321.25,326.31,337.36,288.59,349.55,358.95,351.37,343.26,339.81,346.19
2020-05-16 22:07:03.451000,L8,,,,,,348.56,359.24,348.99,336.77,351.61,345.90
2020-09-21 22:07:54.687000,L8,,,,,304.11,351.93,358.77,345.50,330.11,332.63,325.02
2021-02-12 22:07:43.180000,L8,376.98,371.65,349.42,370.62,382.50,362.14,371.81,368.76,369.29,368.67,380.46
2021-03-16 22:07:27.743000,L8,330.83,320.80,329.31,327.09,289.83,347.87,353.86,349.14,341.09,342.21,344.45
2021-04-17 22:07:18.077000,L8,322.59,316.24,323.69,333.56,277.24,348.86,352.73,349.25,338.38,332.58,322.87
2021-05-03 22:07:08.587000,L8,332.54,324.52,331.59,341.19,276.27,359.86,364.76,355.38,341.39,347.67,349.35
2021-08-23 22:07:49.080000,L8,319.78,299.28,320.70,333.78,,351.09,360.31,344.66,328.02,338.39,327.84
2021-09-24 22:07:56.691000,L8,326.86,314.82,325.96,333.48,294.98,349.76,355.06,343.97,336.58,327.68,324.64
2021-12-21 22:07:55.088000,L9,321.19,302.42,311.21,304.43,315.77,345.30,350.76,343.60,316.63,328.81,321.63
2021-12-29 22:07:53.106000,L8,322.42,306.33,313.63,309.47,310.70,345.72,350.76,342.83,319.34,330.00,322.55
2022-01-14 22:07:51.275000,L8,351.24,321.90,339.64,344.23,350.57,387.17,378.54,369.14,361.39,359.14,359.92
2022-01-30 22:07:46.196000,L8,,,,,,332.64,351.41,337.00,310.36,316.33,313.01
2022-04-28 22:07:22.893000,L9,317.64,317.16,321.41,319.32,,360.86,363.55,356.81,342.91,347.37,343.66
2022-05-06 22:07:29.527000,L8,315.98,296.51,315.73,315.72,,352.30,353.09,345.50,314.58,335.71,321.42
2022-05-22 22:07:34.435000,L8,,,,,,335.78,342.75,336.49,322.67,324.74,323.30
2022-07-01 22:07:30.281000,L9,,,,,,340.06,353.09,339.86,325.23,344.11,342.49
2022-08-02 22:07:43.151000,L9,,,,,,346.72,348.44,345.71,307.07,333.91,320.63
2022-08-26 22:08:10.171000,L8,329.88,316.21,322.82,341.72,275.18,358.49,358.54,352.40,341.99,338.73,344.41
2022-09-03 22:07:51.912000,L9,319.02,296.65,315.93,315.14,271.27,336.11,340.12,338.07,315.80,329.15,318.24
2022-10-21 22:08:05.375000,L9,361.69,342.44,358.09,360.24,360.95,367.48,366.81,370.26,364.21,372.30,365.26
2022-10-29 22:08:16.390000,L8,328.89,305.74,326.05,321.64,330.37,339.94,349.96,347.02,323.23,320.89,323.26
2022-11-14 22:08:11.017000,L8,344.90,333.55,347.29,350.09,355.64,370.61,363.60,351.86,344.25,345.07,351.13
2022-11-22 22:08:05.589000,L9,341.62,315.88,333.68,342.25,351.12,356.53,366.41,364.85,352.56,350.76,355.35
2022-12-24 22:08:01.921000,L9,,,,,,332.25,338.17,333.56,304.43,313.92,312.82
2023-01-01 22:08:03.014000,L8,314.89,294.29,314.15,311.98,319.64,339.79,348.73,336.60,315.70,325.14,320.05
2023-01-25 22:08:01.087000,L9,315.85,297.77,316.40,310.30,306.74,341.74,341.76,332.30,324.33,325.52,318.10
2023-02-18 22:07:49.813000,L8,321.79,304.57,318.93,305.96,319.64,346.27,350.74,348.34,316.92,326.06,324.96
2023-03-06 22:07:38.056000,L8,331.75,316.19,318.95,319.35,286.62,346.33,350.22,347.64,335.02,343.45,339.44
2023-03-14 22:07:47.070000,L9,319.87,302.75,314.19,307.41,282.96,330.64,340.98,344.78,321.82,330.25,322.22
2023-03-22 22:07:28.676000,L8,,,,,278.63,346.26,351.75,344.31,322.77,328.68,323.11
2023-04-15 22:07:28.766000,L9,,,,,,344.90,352.04,345.86,323.10,335.17,330.86
2023-04-23 22:07:09.009000,L8,317.09,310.84,314.54,319.16,269.78,340.52,351.88,338.36,326.84,330.93,327.14
2023-06-10 22:07:03.713000,L8,,,,,,346.02,354.68,344.21,340.50,340.58,342.19
2023-07-04 22:07:09.507000,L9,,,,,,348.86,362.01,346.33,341.02,351.09,351.56
2023-08-05 22:07:22.990000,L9,309.01,296.11,314.72,327.19,,344.47,344.25,346.38,331.61,344.54,341.75
2023-08-13 22:07:31.903000,L8,,,,,,351.38,357.05,345.02,285.37,326.82,307.23
2023-08-29 22:07:37.978000,L8,323.77,306.61,321.42,342.11,276.36,357.90,364.88,356.88,336.85,347.15,321.23
2023-09-30 22:07:45.506000,L8,353.99,338.21,350.89,356.47,364.58,370.78,397.49,389.21,365.60,368.35,367.98
2023-10-08 22:07:46.156000,L9,316.14,289.59,309.77,311.47,285.69,344.93,353.96,345.29,281.96,319.08,
2023-10-24 22:07:51.936000,L9,323.16,298.60,316.50,318.61,293.22,346.55,361.60,346.57,312.27,331.85,315.55
2023-11-17 22:07:51.092000,L8,314.13,290.10,299.83,307.12,,342.92,341.37,341.97,286.41,321.25,302.47
2023-11-25 22:07:56.439000,L9,315.02,290.95,304.63,305.56,,344.22,351.96,337.87,284.53,320.50,304.04
2023-12-19 22:07:51.036000,L8,338.27,318.35,335.62,336.61,379.62,353.58,391.04,369.49,347.29,336.90,334.68
2024-01-12 22:07:54.756000,L9,324.22,298.44,312.95,341.13,361.54,359.46,360.65,354.76,318.73,350.04,328.78
2024-01-20 22:07:43.131000,L8,333.64,321.28,336.11,351.56,353.79,354.04,363.16,357.70,342.15,343.27,361.19
2024-02-13 22:07:53.770000,L9,320.50,293.47,308.41,320.21,,348.11,352.41,346.81,266.58,323.87,313.87
2024-02-21 22:07:41.296000,L8,325.85,304.76,320.26,347.20,290.69,356.11,363.18,361.31,344.38,344.95,323.38
2024-02-29 22:07:47.311000,L9,327.10,313.84,318.68,328.50,,343.78,349.62,350.12,324.71,335.33,329.19
2024-04-25 22:07:04.127000,L8,,,,,,347.37,362.73,354.21,313.49,343.08,328.83
2024-05-03 22:07:13.830000,L9,,,,,,339.68,355.19,338.98,308.66,329.35,319.56
2024-07-06 22:06:56.889000,L9,,,,,,357.23,360.92,345.87,329.31,339.31,346.06
2024-08-23 22:07:23.350000,L9,320.40,310.48,318.39,324.16,270.43,347.63,353.53,345.33,323.56,329.14,320.34
2024-08-31 22:07:27.249000,L8,320.64,304.59,320.04,319.58,272.33,356.50,360.27,351.94,326.79,339.47,316.25
2024-09-08 22:07:23.874000,L9,343.35,342.19,337.74,344.11,341.72,353.20,360.09,358.57,349.58,,
2024-09-24 22:07:25.318000,L9,342.48,333.50,336.44,414.17,365.60,348.83,357.67,359.57,343.27,335.79,339.34
2024-10-10 22:07:34.230000,L9,325.14,307.93,320.54,327.31,324.65,338.65,347.86,341.41,323.34,331.46,324.88
2024-10-18 22:07:42.636000,L8,349.89,320.45,343.41,358.75,364.41,361.18,366.68,357.41,346.81,351.15,359.25
2024-10-26 22:07:48.055000,L9,321.49,298.40,311.28,,,,343.99,336.22,277.54,324.19,311.58
2024-11-03 22:07:36.412000,L8,340.90,314.56,321.89,339.04,354.85,360.40,365.04,355.63,337.73,341.59,337.91
2024-11-11 22:07:39.523000,L9,341.63,317.82,331.69,356.02,351.25,351.84,364.15,355.66,344.24,345.55,347.08
2025-01-22 22:07:37.432000,L8,312.62,292.23,304.24,305.84,,338.04,345.74,334.27,309.01,318.78,314.52
2025-02-07 22:07:41.096000,L8,312.56,292.79,298.49,,282.41,338.37,343.82,335.23,307.46,321.59,313.96
2025-02-23 22:07:31.324000,L8,327.03,307.97,318.30,329.16,290.23,346.39,363.70,353.98,347.43,337.08,330.00
2025-04-12 22:07:12.262000,L8,317.42,298.68,317.59,317.20,274.52,352.81,361.84,351.66,315.26,338.80,319.04
2025-05-06 22:07:18.415000,L9,,,,,,346.75,352.90,348.57,302.34,333.61,332.56
2025-05-22 22:07:07.693000,L9,,,,,,346.59,351.93,346.76,292.23,337.83,317.30
2025-06-23 22:07:18.159000,L9,,,,,,288.65,346.99,331.86,263.85,333.42,314.07
2025-07-25 22:07:30.261000,L9,310.49,312.94,320.90,338.97,,352.53,359.87,350.22,333.57,340.16,341.51
2025-08-26 22:07:45.199000,L9,312.53,296.78,313.23,313.79,270.58,339.95,345.52,337.01,310.17,332.58,308.10
2025-09-11 22:07:51.215000,L9,314.68,297.57,310.47,331.99,290.54,348.71,352.51,346.88,313.02,332.52,317.99
2025-09-19 22:07:51.167000,L8,325.93,314.05,322.48,342.20,330.62,359.74,363.96,352.19,341.64,336.60,335.26
2025-10-05 22:07:52.590000,L8,329.01,312.46,318.25,321.58,299.33,352.58,356.79,346.24,327.77,335.12,333.79
2025-10-21 22:07:51.194000,L8,335.76,309.74,319.15,344.99,356.34,363.83,364.68,356.08,334.20,350.06,345.15
2025-10-29 22:07:53.149000,L9,342.65,333.84,338.57,344.51,363.91,365.09,367.15,353.30,345.24,351.42,361.62
2025-11-06 22:07:55.742000,L8,326.42,305.21,315.89,315.41,352.65,364.39,363.98,358.50,328.59,344.55,333.63
2025-11-14 22:08:00.303000,L9,320.77,304.39,315.28,310.61,329.23,340.68,351.13,335.52,322.93,330.74,328.99
