dates,satname,nzd0181-0000,nzd0181-0001,nzd0181-0002,nzd0181-0003,nzd0181-0004,nzd0181-0005,nzd0181-0006,nzd0181-0007,nzd0181-0008,nzd0181-0009,nzd0181-0010,nzd0181-0011,nzd0181-0012,nzd0181-0013,nzd0181-0015,nzd0181-0016,nzd0181-0017,nzd0181-0021,nzd0181-0022,nzd0181-0023,nzd0181-0014,nzd0181-0018,nzd0181-0019,nzd0181-0020
2015-05-19 22:05:04.672000,L8,,,,,,,,,,,,,,,294.07,280.69,308.11,249.32,,,,331.53,330.51,345.21
2015-06-04 22:04:48.656000,L8,,,,,,,,,,,,,,,291.22,281.55,309.80,,,,,331.44,329.87,342.24
2015-06-04 22:05:12.611000,L8,148.30,304.16,320.40,276.30,,,,,,,,,,,294.96,283.09,311.77,291.62,,,,332.99,331.49,344.50
2015-06-20 22:05:20.970000,L8,165.10,316.22,330.27,,,,,,,,,,350.90,331.00,310.59,300.88,322.98,279.07,266.53,280.60,311.21,346.43,314.68,
2015-07-22 22:05:13.606000,L8,,,,,,,,,,,,,,,297.44,282.53,312.14,294.15,,,,334.48,331.20,347.77
2015-07-22 22:05:37.569000,L8,141.07,307.90,319.60,,,,,,,,,,,,296.82,281.98,311.81,292.15,,,,333.90,330.77,347.21
2015-08-07 22:05:16.273000,L8,,,,,,,,,,,,,,,,,305.50,281.27,,,,329.87,323.06,342.33
2015-08-07 22:05:40.232000,L8,,,,,,,,,,,,,,,,,306.18,281.82,,,,330.26,324.64,343.29
2015-08-23 22:05:24.610000,L8,,,,,,,,,,,,,,,,,305.49,278.36,,,,327.91,324.15,339.36
2015-08-23 22:05:48.569000,L8,,,,,,,,,,,,,,,,,306.13,280.98,,,,328.43,325.36,340.60
2015-10-26 22:05:43.801000,L8,399.97,326.18,335.24,326.47,323.41,304.79,333.97,335.30,324.72,364.70,335.55,,,,,,,309.55,265.19,282.09,,,340.16,350.89
2015-10-26 22:06:07.756000,L8,399.81,325.89,334.78,325.50,322.55,302.39,332.20,332.42,323.05,359.85,334.84,,,,,,,308.99,264.14,280.55,,,338.13,350.34
2015-12-29 22:05:45.209000,L8,392.75,327.47,342.68,327.69,316.89,316.20,323.07,317.06,329.59,330.26,337.92,340.95,343.64,342.13,318.45,311.88,328.48,319.76,272.62,285.67,316.10,349.76,343.82,353.99
2015-12-29 22:06:09.164000,L8,142.51,294.66,311.42,275.07,,,,,,,,,,,294.54,282.10,310.03,292.83,,,,332.51,330.27,340.41
2016-03-02 22:05:31.567000,L8,359.10,316.42,338.13,299.82,303.98,302.99,309.07,312.77,324.77,328.62,334.38,337.40,341.16,336.67,310.24,295.17,319.00,310.71,267.73,285.88,319.13,330.04,344.76,353.31
2016-03-02 22:05:55.525000,L8,251.97,312.92,334.36,296.03,299.55,300.20,304.23,306.91,320.50,325.27,330.48,334.85,338.41,333.14,304.10,292.78,314.46,307.20,264.51,280.81,312.68,326.04,340.35,351.02
2016-04-03 22:05:16.685000,L8,374.34,322.85,331.27,309.68,302.18,305.90,306.46,303.15,319.69,323.16,330.33,334.36,337.25,331.64,308.20,295.71,319.52,305.30,267.48,283.16,303.47,340.99,335.15,350.47
2016-04-19 22:05:11.034000,L8,474.81,334.96,345.95,329.17,320.38,317.57,319.35,315.36,327.50,330.97,336.26,340.59,343.54,336.79,314.14,310.34,324.55,320.64,270.28,293.59,318.36,344.76,340.04,358.94
2016-04-19 22:05:34.992000,L8,474.72,334.49,345.71,328.50,320.16,317.38,319.16,314.98,327.57,330.97,336.45,340.58,343.80,336.82,314.21,310.33,324.80,320.65,270.82,294.06,318.30,344.90,340.46,359.09
2016-05-21 22:05:14.459000,L8,261.42,332.24,341.65,326.12,314.12,317.64,316.35,314.13,327.07,328.03,336.76,341.69,342.50,337.79,313.30,314.71,326.62,313.31,269.25,285.24,303.78,347.01,344.91,353.74
2016-05-21 22:05:38.418000,L8,150.00,309.46,322.47,278.64,,,,,,,,,,,293.88,282.66,309.93,290.61,,,,331.77,329.86,337.81
2016-07-24 22:06:01.938000,L8,,,,,,,,,,,,,,,292.25,281.95,310.00,286.57,,,,333.99,329.84,341.13
2016-09-10 22:05:51.530000,L8,378.77,323.60,332.28,319.72,305.86,309.04,311.44,306.35,319.74,321.29,331.94,334.76,335.15,332.95,310.41,297.94,319.91,310.54,268.53,284.78,305.59,343.10,339.28,353.32
2016-09-10 22:06:15.488000,L8,379.42,325.20,333.14,322.45,309.95,311.44,313.80,307.85,321.07,322.88,333.21,335.82,336.04,333.93,312.17,301.25,321.21,311.94,269.59,286.23,309.31,344.02,341.07,354.06
2016-10-12 22:05:57.250000,L8,442.28,329.10,337.76,328.18,314.78,315.30,313.30,309.21,321.73,328.56,333.89,344.33,422.89,392.54,307.70,299.22,314.60,311.48,273.44,290.38,302.46,342.70,345.79,361.91
2016-10-12 22:06:21.213000,L8,420.10,329.10,337.46,328.30,314.01,315.27,312.90,308.99,321.19,328.62,333.36,342.97,387.81,392.55,306.42,299.08,313.86,311.22,272.57,289.21,302.56,342.07,344.00,361.46
2016-10-28 22:05:59.220000,L8,389.46,332.43,344.42,329.76,318.96,317.97,315.93,317.83,329.83,333.15,338.69,338.96,339.85,338.54,314.20,310.83,325.52,315.34,270.40,289.82,303.18,340.86,341.40,352.62
2016-10-28 22:06:23.178000,L8,387.53,328.52,340.49,327.10,312.13,313.55,311.76,311.67,325.24,330.47,336.20,337.03,337.98,335.78,310.92,307.07,322.61,311.05,267.40,286.15,302.08,338.96,338.29,351.18
2016-12-15 22:06:18.115000,L8,147.19,296.01,319.68,277.51,,,,,,,,,,,292.10,282.26,309.18,288.82,,,,330.40,328.52,339.66
2017-01-16 22:05:47.126000,L8,390.06,323.99,336.57,323.93,312.17,309.98,316.06,310.48,325.88,327.56,333.43,337.50,337.92,333.56,313.82,307.00,325.09,314.62,274.13,342.79,310.56,344.11,345.54,354.76
2017-01-16 22:06:11.085000,L8,394.72,324.43,336.04,324.37,310.68,309.82,315.27,309.65,325.15,327.55,332.81,336.60,337.18,332.66,312.62,306.52,323.70,314.12,273.44,340.07,312.00,343.32,344.40,353.60
2017-02-01 22:05:40.248000,L8,396.38,393.11,332.90,302.63,302.67,300.92,306.31,304.79,319.84,322.18,327.80,333.69,334.43,330.62,310.48,296.59,322.83,308.52,275.08,279.11,303.83,343.49,345.07,355.88
2017-03-05 22:05:27.019000,L8,396.64,318.70,332.24,303.87,300.45,301.42,305.58,302.80,319.94,324.02,328.54,333.35,335.76,331.64,306.03,298.26,320.67,309.04,273.57,342.25,302.18,342.89,343.66,351.70
2017-03-05 22:05:50.977000,L8,398.50,320.20,332.63,317.70,300.77,302.43,307.31,304.02,320.56,325.08,328.94,333.86,336.30,332.29,307.30,299.86,321.01,309.73,273.67,342.62,302.76,343.26,344.13,351.93
2017-04-06 22:05:10.007000,L8,,,,,,,,,,,,,,,,278.49,306.16,282.49,,,,328.01,325.89,333.97
2017-04-06 22:05:33.966000,L8,,,,,,,,,,,,,,,287.03,278.97,306.46,283.18,,,,328.24,326.67,334.27
2017-05-08 22:04:59.325000,L8,147.28,307.88,320.60,280.00,,,,,,,,,,,293.94,282.71,309.83,292.50,242.62,,,332.77,329.65,342.64
2017-05-08 22:05:23.284000,L8,144.60,304.66,312.74,277.90,,,,,,,,,,,293.85,281.38,309.04,289.86,,,,331.83,329.45,340.78
2017-05-24 22:05:10.453000,L8,,,,,,,,,,,,,,,288.28,280.65,308.15,285.54,,,,330.88,329.03,338.33
2017-05-24 22:05:34.407000,L8,,,,,,,,,,,,,,,288.16,280.57,308.20,284.27,,,,330.84,329.33,338.35
2017-06-25 22:05:23.687000,L8,,,,,,,,,,,,,,,288.06,281.00,307.14,257.98,,,,331.63,328.88,345.16
2017-06-25 22:05:47.638000,L8,,,,,,,,,,,,,,,287.03,280.52,306.92,,,,,331.26,328.62,344.73
2017-07-11 22:05:26.464000,L8,157.57,309.61,320.38,281.33,,,,,,,,,,,297.05,284.82,312.78,130.99,,,,337.88,332.36,345.81
2017-07-11 22:05:50.423000,L8,149.98,307.34,307.18,277.70,,,,,,,,,,,295.26,283.08,311.80,283.50,,,,336.72,331.70,344.71
2017-08-28 22:05:44.051000,L8,,,,,,,,,,,,,,,,,,178.58,,,,,313.63,333.80
2017-08-28 22:06:08.010000,L8,161.58,313.53,331.25,319.37,306.07,317.29,313.20,309.86,322.51,324.79,332.24,336.70,337.71,335.69,311.85,304.68,324.10,310.42,270.17,281.22,324.38,355.90,346.84,357.12
2017-09-13 22:05:44.459000,L8,,,,,,,,,,,,,,,327.12,343.45,393.23,313.22,274.48,350.18,,346.77,340.15,352.50
2017-12-02 22:05:46.939000,L8,144.14,295.42,312.58,277.08,,,,,,,,,,,289.85,281.13,306.86,288.36,,,,328.74,327.65,334.72
2017-12-02 22:06:10.894000,L8,191.72,298.68,320.01,279.29,,,,,,,,,,,289.62,282.01,307.14,290.65,,,,328.98,327.70,336.06
2017-12-18 22:05:49.621000,L8,,414.96,345.65,373.97,352.78,318.98,319.56,316.30,328.77,331.15,335.77,341.15,343.04,337.11,315.16,309.72,326.38,320.83,284.91,283.06,317.01,346.25,345.07,355.43
2018-01-19 22:05:38.704000,L8,202.28,296.81,320.10,,297.68,288.78,296.76,293.78,311.90,307.86,320.75,326.43,328.10,322.88,301.45,287.44,317.87,298.83,265.15,,289.38,337.39,335.71,345.85
2018-01-19 22:06:02.658000,L8,208.31,298.16,320.10,,294.97,287.97,295.92,292.70,310.93,308.53,320.04,325.36,327.60,322.09,300.07,287.02,315.36,298.79,271.51,,290.76,336.45,333.40,344.48
2018-02-20 22:05:24.255000,L8,202.84,305.68,326.82,294.28,298.26,293.88,299.36,295.74,313.22,325.79,321.38,323.36,322.67,322.81,,,,,,,,,,
2018-03-08 22:05:15.942000,L8,250.55,327.31,338.27,321.33,310.65,310.31,312.88,309.89,322.39,328.26,336.04,336.78,341.18,335.96,311.38,303.43,325.78,317.03,278.46,245.71,311.19,344.63,342.90,353.14
2018-03-08 22:05:39.901000,L8,229.46,297.29,309.10,276.89,,,,,,,,,,,288.90,280.51,307.42,291.07,255.76,,,329.77,327.36,336.41
2018-04-25 22:04:50.953000,L8,198.86,298.41,312.25,273.88,,,,,,,,,,,,278.68,306.87,285.70,,,,328.38,326.43,335.33
2018-04-25 22:05:14.903000,L8,198.40,300.58,315.62,275.58,,,,,,,,,,,290.54,279.88,308.09,287.59,,,,329.88,328.57,336.66
2018-05-27 22:04:28.824000,L8,160.01,309.21,320.93,281.88,,,,,,,,,,,295.37,282.85,311.05,253.92,,,,333.58,328.27,334.99
2018-06-12 22:04:30.023000,L8,238.55,328.21,338.36,318.61,304.18,309.03,306.94,306.17,320.60,325.20,330.65,334.07,336.10,332.05,303.10,,325.14,305.64,,,309.19,346.16,342.06,351.77
2018-06-28 22:04:40.307000,L8,144.94,306.02,308.48,275.56,,,,,,,,,,,296.39,283.43,313.37,295.12,,,,335.61,332.50,345.24
2018-06-28 22:05:04.262000,L8,,,,,,,,,,,,,,,296.80,282.43,313.14,293.43,,,,334.83,331.95,343.80
2018-08-31 22:05:11.322000,L8,,,,,,,,,,,,,,,284.30,279.42,305.31,285.05,,,,327.81,326.34,339.13
2018-08-31 22:05:35.273000,L8,,,,,,,,,,,,,,,285.12,279.70,305.64,286.28,,,,328.24,327.31,339.38
2018-10-02 22:05:23.291000,L8,380.38,327.29,336.33,327.40,311.41,309.18,311.51,308.53,323.90,326.45,334.18,336.24,337.16,331.03,308.70,300.63,322.68,312.26,274.83,284.14,307.36,341.39,337.75,350.04
2018-10-02 22:05:47.245000,L8,381.78,328.46,337.22,328.82,313.67,310.17,312.56,308.94,324.45,327.39,334.76,336.70,337.40,331.27,308.95,302.17,322.98,312.94,274.90,285.28,309.82,341.66,337.88,350.17
2018-10-18 22:05:29.751000,L8,385.06,329.66,338.59,326.04,310.70,310.19,311.44,309.51,323.53,328.19,333.79,337.13,337.54,330.06,308.64,301.95,321.98,312.02,273.50,286.39,303.55,340.05,338.09,348.42
2018-10-18 22:05:53.709000,L8,386.12,331.21,339.83,327.06,311.93,311.46,312.40,311.05,323.83,328.98,334.14,337.69,337.80,330.57,308.74,304.53,322.00,312.76,273.48,285.50,305.18,340.23,337.73,348.44
2018-11-03 22:05:33.462000,L8,190.34,,,,,,,,,,,,,,288.62,280.53,307.01,291.23,,,,332.69,322.55,339.45
2018-11-03 22:05:57.421000,L8,196.77,,,,,,,,,,,,,,287.60,280.68,306.55,292.36,228.91,,,332.40,321.65,338.82
2019-01-06 22:05:29.894000,L8,209.59,290.69,311.91,,,,,,,,,,,,,279.13,307.41,287.85,,,,329.91,325.12,335.83
2019-01-06 22:05:53.844000,L8,211.09,290.97,313.08,273.38,,,,,,,,,,,286.15,279.25,307.35,288.12,,,,329.93,324.89,336.08
2019-01-22 22:05:26.296000,L8,393.82,328.21,337.45,325.12,311.43,308.79,313.45,309.85,325.05,329.11,333.21,336.52,338.80,331.33,311.36,306.07,325.60,317.49,275.73,323.75,313.38,344.56,344.52,352.28
2019-01-22 22:05:50.255000,L8,361.36,329.42,337.34,325.82,310.53,309.37,313.40,309.79,324.48,329.53,333.07,336.54,338.77,331.02,310.91,306.37,325.38,317.40,275.66,320.21,315.35,344.46,344.14,352.33
2019-03-11 22:05:38.980000,L8,382.13,401.70,411.40,309.24,302.73,302.29,305.89,304.09,319.82,323.40,329.44,333.08,314.83,353.36,327.06,299.67,333.88,,280.87,242.15,345.26,306.71,289.23,
2019-04-12 22:05:06.784000,L8,366.23,326.34,336.63,317.96,303.58,307.50,310.17,308.23,323.58,329.03,333.55,334.84,338.21,332.49,311.03,302.03,327.47,315.97,282.41,326.85,303.89,345.47,342.68,353.97
2019-04-12 22:05:30.743000,L8,366.91,326.92,337.07,317.98,303.60,307.72,310.42,308.40,323.96,329.30,333.67,335.01,338.53,332.70,310.92,303.09,327.44,316.04,282.35,318.94,304.15,345.70,342.69,354.22
2019-06-15 22:05:27.936000,L8,,,,,,,,,,,,,,,290.85,280.46,311.15,286.24,,,,333.51,329.66,341.70
2019-06-15 22:05:51.895000,L8,155.84,301.94,304.24,,,,,,,,,,,,292.39,280.89,311.77,286.91,,,,334.16,330.16,342.81
2019-07-17 22:05:35.131000,L8,,,,,,,,,,,,,,,294.81,282.66,313.73,291.16,248.12,,,336.24,333.02,345.42
2019-07-17 22:05:59.094000,L8,,,,,,,,,,,,,,,295.53,282.68,314.43,290.77,248.51,,,336.50,333.21,345.48
2019-08-02 22:05:42.028000,L8,195.67,309.42,319.35,281.83,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:06:05.991000,L8,359.50,327.24,336.96,311.04,303.75,308.97,310.35,308.33,321.09,326.41,335.20,340.40,,,,,,,,,,,,
2019-08-18 22:05:47.276000,L8,245.32,327.84,337.08,320.85,308.60,310.69,312.90,309.38,322.57,326.39,335.22,336.54,338.16,332.45,311.33,305.45,328.02,318.38,280.19,292.15,318.22,349.02,346.74,358.03
2019-08-18 22:06:11.235000,L8,142.96,300.31,296.87,,,,,,,,,,,,286.11,280.51,308.38,290.42,,,,331.67,328.58,338.96
2019-09-19 22:05:56.310000,L8,381.78,332.67,339.47,327.14,312.49,313.48,315.90,312.37,325.36,328.96,336.10,338.40,338.97,333.01,311.88,306.83,327.04,316.34,277.07,289.90,316.91,347.22,345.05,353.82
2019-09-19 22:06:20.269000,L8,381.09,332.88,339.41,327.15,312.49,313.41,316.00,312.46,325.36,328.91,336.12,338.40,338.91,333.00,312.11,306.92,327.28,316.37,277.05,289.82,316.84,347.55,345.13,353.87
2019-10-21 22:06:01.934000,L8,143.59,299.32,310.47,277.02,,,,,,,,,,,,,,287.27,,,,,,335.63
2019-10-21 22:06:25.884000,L8,145.88,303.44,314.99,280.12,,,,,,,,,,,290.06,281.26,308.38,49.79,238.99,,,329.54,303.22,337.89
2019-11-06 22:06:00.727000,L8,141.93,299.32,311.07,276.29,,,,,,,,,,,287.18,279.73,307.36,288.20,,,,329.49,325.76,335.66
2019-11-06 22:06:24.678000,L8,465.19,329.42,336.50,323.87,307.73,308.79,308.36,308.13,321.10,329.35,332.73,336.21,338.90,333.60,309.50,302.41,322.59,312.76,275.85,287.16,304.05,344.73,340.53,351.26
2019-11-22 22:05:57.141000,L8,138.80,294.86,309.50,272.93,,,,,,,,,,,,,306.23,283.40,,,,327.96,323.55,332.88
2019-11-22 22:06:21.092000,L8,,,,,,,,,,,,,,,,,304.48,282.81,,,,327.84,322.02,332.76
2019-12-08 22:05:56.780000,L8,229.91,312.06,328.42,295.88,295.31,291.44,297.30,295.37,310.96,313.44,321.45,324.70,341.29,303.86,,,,268.74,,,,,,
2019-12-08 22:06:20.730000,L8,224.01,305.74,322.77,285.29,,,,,303.40,307.57,315.05,318.68,332.96,289.37,,,,,,,,,,
2020-01-09 22:05:49.761000,L8,191.23,,,,,,,,,,,,,,289.98,279.76,310.14,277.21,,,,329.21,331.16,332.65
2020-01-09 22:06:13.711000,L8,197.03,291.14,310.76,,,,,,,,,,,,289.30,280.40,309.76,280.63,,,,330.10,330.88,333.67
2020-01-25 22:05:45.614000,L8,407.03,387.94,334.69,322.09,312.88,306.71,313.84,311.12,323.63,327.17,332.58,333.83,338.34,332.66,312.94,305.80,328.41,318.38,280.42,343.06,312.86,347.84,344.49,353.37
2020-01-25 22:06:09.569000,L8,409.99,327.75,334.58,323.42,311.46,306.89,313.63,310.86,323.30,327.45,332.15,333.51,337.90,332.24,311.97,307.55,327.16,318.18,278.79,340.69,314.31,347.52,344.13,353.04
2020-02-10 22:05:40.938000,L8,402.95,390.27,333.76,322.69,312.85,308.58,316.26,311.40,323.96,328.70,335.24,333.87,340.49,335.00,315.10,309.24,327.02,317.86,282.76,282.11,313.71,347.45,343.87,352.26
2020-02-10 22:06:04.888000,L8,404.83,390.36,333.70,324.42,311.75,309.39,316.01,311.56,323.28,328.72,334.75,333.72,340.66,334.87,313.87,308.63,326.28,317.60,281.51,281.70,314.68,346.70,343.14,351.88
2020-02-26 22:05:36.872000,L8,,,,,,,,,308.36,309.49,316.53,320.71,325.18,319.71,296.18,286.12,317.42,300.05,274.05,,296.88,340.49,336.87,348.81
2020-03-13 22:05:30.251000,L8,229.59,326.57,334.18,320.83,310.81,307.09,314.14,311.53,326.75,328.56,334.57,336.09,338.06,334.33,312.92,304.54,331.59,319.80,287.82,339.30,317.16,354.95,347.89,356.94
2020-03-13 22:05:54.202000,L8,239.53,327.22,333.02,321.83,307.05,306.69,312.27,309.31,324.45,328.51,333.09,334.83,336.81,332.89,311.40,302.52,328.25,317.71,285.54,280.17,316.78,353.42,345.40,354.96
2020-08-04 22:05:59.720000,L8,358.90,338.69,342.82,330.79,326.70,324.90,322.09,320.47,329.51,332.55,341.79,357.93,376.13,340.62,326.95,320.62,344.22,324.52,291.11,297.51,359.08,358.57,352.77,359.46
2020-09-21 22:05:54.893000,L8,138.79,302.50,308.13,279.43,,,,,,,,,,,293.75,281.32,310.67,293.81,,,,332.79,330.25,341.80
2020-09-21 22:06:18.848000,L8,138.27,301.35,306.48,278.81,,,,,,,,,,,293.46,280.98,310.47,293.27,,,,332.51,330.08,341.74
2020-10-23 22:05:58.112000,L8,147.41,301.33,312.48,280.12,,,,,,,,,,,293.07,282.12,309.77,289.56,,,,331.39,329.91,340.84
2020-12-26 22:05:56.607000,L8,141.79,285.94,305.74,,,,,,,,,,,,286.13,280.13,308.02,287.84,,,,329.67,328.98,338.67
2020-12-26 22:06:20.557000,L8,386.10,320.05,332.67,303.22,302.00,,,,,,,332.33,330.05,330.09,308.05,296.90,323.29,310.79,274.99,246.25,304.52,342.12,339.59,352.23
2021-02-12 22:05:43.398000,L8,218.07,289.10,305.21,,,,,,,,,,,,290.49,281.62,309.60,294.81,269.30,,,332.15,330.71,344.64
2021-02-12 22:06:07.348000,L8,176.97,284.89,302.70,,,,,,,,,,,,286.98,280.54,307.91,293.94,266.72,,,330.82,329.35,342.89
2021-04-01 22:05:24.398000,L8,224.74,295.26,310.78,,,,,,,,,,,,287.64,280.76,309.77,293.88,,,,332.44,331.39,341.71
2021-04-01 22:05:48.357000,L8,224.97,295.72,311.19,,,,,,,,,,,,287.06,280.66,309.28,293.97,,,,332.35,331.16,341.25
2021-05-03 22:05:08.805000,L8,203.24,303.43,306.00,,,,,,,,,,,,292.55,280.75,310.67,289.44,,,,331.95,329.10,341.18
2021-05-03 22:05:32.764000,L8,222.65,303.43,305.97,,,,,,,,,,,,293.16,280.82,311.06,185.77,,,,332.11,329.46,341.18
2021-05-19 22:05:16.285000,L8,,,,,,,,,,,,,,,,,308.19,280.45,,,,330.87,328.45,338.57
2021-05-19 22:05:40.235000,L8,,,,,,,,,,,,,,,,,309.39,281.71,,,,331.59,329.32,339.74
2021-07-22 22:05:36.953000,L8,,,,,,,,,,,,,,,290.26,280.73,310.06,291.46,,,,333.24,330.67,344.97
2021-09-08 22:05:54.034000,L8,145.09,306.08,313.22,278.30,,,,,,,,,,,284.52,281.40,311.10,294.56,,,,332.64,331.60,346.47
2021-09-08 22:06:17.997000,L8,144.50,305.04,312.48,277.45,,,,,,,,,,,281.88,280.93,310.42,294.06,,,,332.05,331.03,346.19
2021-09-24 22:05:56.897000,L8,400.04,340.07,341.45,328.92,319.50,318.49,320.93,316.95,328.54,332.43,338.24,339.61,339.61,334.16,314.02,308.79,328.82,319.13,278.17,289.99,341.93,341.86,339.11,360.76
2021-09-24 22:06:20.847000,L8,399.99,340.07,341.32,328.82,319.30,318.40,320.65,316.96,328.26,332.38,338.21,339.36,339.49,334.07,313.66,308.62,328.62,318.91,278.47,289.90,341.82,341.69,338.85,360.21
2021-12-29 22:05:53.312000,L8,181.42,288.44,311.14,273.84,,,,,,,,,,,,279.11,306.08,288.16,,,,328.18,323.17,334.16
2022-01-22 22:05:54.259000,L9,,,,,,,,,,,,,,,294.82,282.92,311.40,293.61,,,,332.20,332.63,345.60
2022-01-22 22:06:18.213000,L9,171.72,281.81,297.89,,,,,,,,,,,,294.67,283.08,310.40,294.53,,,,332.96,331.91,345.56
2022-01-30 22:06:10.369000,L8,201.26,290.38,311.35,,,,,,,,,,,,291.42,281.63,309.23,293.62,,,,330.38,329.86,340.65
2022-02-15 22:05:42.198000,L8,332.82,335.82,338.56,326.24,314.17,314.70,312.05,310.70,325.38,330.73,334.35,335.79,340.15,334.78,315.56,309.90,325.07,322.37,282.44,294.69,316.59,341.90,340.48,351.26
2022-02-15 22:06:06.152000,L8,143.28,293.27,307.46,,,,,,,,,,,,291.39,281.31,308.93,292.14,234.84,,,330.22,327.67,337.27
2022-02-23 22:05:44.132000,L9,142.31,282.80,303.91,273.33,,,,,,,,,,,289.55,280.81,307.08,288.64,,,,328.26,326.83,340.81
2022-02-23 22:06:08.091000,L9,359.97,337.95,343.40,326.28,316.69,317.05,313.25,312.95,326.99,331.25,334.74,336.16,341.35,334.70,313.56,311.23,324.89,322.04,283.65,289.83,314.34,344.41,344.11,353.81
2022-03-11 22:05:39.861000,L9,382.75,337.68,342.16,324.92,314.50,315.95,312.54,314.36,326.63,331.09,334.67,336.08,341.65,336.70,312.65,308.07,326.25,322.14,288.18,287.42,320.88,344.54,346.50,354.89
2022-05-22 22:05:34.636000,L8,149.55,303.70,315.19,278.46,,,,,,,,,,,287.46,280.38,305.18,,,,,327.48,325.39,332.15
2022-06-07 22:06:07.543000,L8,458.04,362.91,353.57,331.01,324.10,327.25,323.46,321.49,328.28,333.51,335.90,337.06,337.37,330.75,302.58,296.01,327.84,318.07,270.67,284.30,300.15,349.93,345.17,362.48
2022-06-15 22:05:16.001000,L9,,,,,,,,,,,,,,,289.87,281.16,310.91,,,,,329.84,329.12,336.71
2022-06-15 22:05:39.951000,L9,,,,,,,,,,,,,,,287.93,280.74,310.15,,,,,329.38,328.77,335.62
2022-07-01 22:05:54.433000,L9,146.94,308.47,307.41,278.08,,,,,,,,,,,296.30,283.97,310.41,256.48,,,,331.76,331.17,344.37
2022-07-25 22:05:59.697000,L8,,,,,,,,,,,,,,,,,303.46,255.27,,,,326.76,323.42,337.14
2022-08-02 22:06:07.308000,L9,,,,,,,,,,,,,,,299.50,282.76,310.76,243.76,,,,329.46,329.48,337.15
2022-08-10 22:06:08.294000,L8,396.90,346.54,346.87,335.05,326.42,322.28,320.91,318.79,330.04,336.73,338.87,340.22,342.77,340.40,320.67,317.25,329.77,322.13,290.62,297.19,341.26,351.09,347.50,361.10
2022-08-10 22:06:32.253000,L8,256.96,345.49,346.04,333.79,324.27,320.53,319.81,318.04,329.54,336.26,338.66,339.88,342.90,340.13,319.09,316.51,329.16,321.53,290.12,296.38,340.73,350.79,347.12,361.08
2022-10-21 22:06:05.581000,L9,394.71,341.36,344.42,330.47,318.73,318.14,314.33,315.95,325.94,332.17,336.40,338.02,340.68,335.47,313.32,312.00,323.49,319.09,286.80,293.06,315.10,341.94,337.17,352.13
2022-10-21 22:06:29.540000,L9,395.78,344.07,346.17,332.24,321.54,319.63,316.30,318.19,327.36,333.74,337.47,338.95,341.49,336.30,314.20,314.02,324.42,321.25,287.61,294.40,316.50,342.77,337.58,352.90
2022-11-30 22:06:11.965000,L8,387.23,340.48,345.09,328.76,320.65,318.59,319.06,318.49,329.84,333.01,339.68,357.71,339.48,297.52,,,,,305.74,295.57,,,,
2022-11-30 22:06:35.920000,L8,393.25,340.16,344.32,329.44,318.52,318.01,316.71,316.90,327.32,332.91,337.38,340.58,339.45,321.44,,,,,,,,,,
2022-12-24 22:06:26.081000,L9,146.01,296.45,312.47,276.65,,,,,,,,,,,294.19,282.52,307.65,293.53,,,,328.77,328.33,335.91
2023-01-17 22:06:18.381000,L8,381.88,337.34,344.78,332.86,323.28,319.15,319.60,317.89,326.59,331.39,339.14,336.11,339.21,331.59,313.51,312.71,325.40,327.77,284.11,290.76,318.81,346.38,349.17,360.41
2023-02-18 22:05:50.040000,L8,378.90,326.90,340.48,326.08,313.94,314.04,313.15,309.98,321.26,326.20,332.53,333.83,338.67,331.84,311.18,300.52,324.08,318.15,271.24,287.33,329.14,342.66,340.97,354.77
2023-02-18 22:06:13.995000,L8,380.17,327.42,340.84,327.25,313.79,314.71,312.94,309.89,321.03,326.86,332.34,333.57,338.64,331.60,310.71,300.94,323.65,318.06,270.77,286.79,329.69,342.48,338.37,354.45
2023-03-06 22:05:38.279000,L8,,,,,,,,,,,,,,,290.00,279.75,305.81,285.90,,,,327.94,326.62,338.36
2023-03-06 22:06:02.229000,L8,,,,,,,,,,,,,,,289.29,279.82,305.70,286.53,,,,327.83,326.45,338.50
2023-03-14 22:05:47.276000,L9,371.91,335.70,344.04,334.37,327.96,323.37,325.42,318.82,328.93,332.11,337.85,344.14,346.33,335.39,314.92,310.50,330.65,325.49,282.95,306.44,327.61,343.70,342.40,353.97
2023-03-14 22:06:11.235000,L9,372.17,335.26,343.74,333.91,326.68,322.76,323.90,317.81,328.30,331.81,337.38,343.06,345.03,335.06,314.22,309.73,329.93,324.62,282.17,296.88,327.11,343.35,341.90,353.65
2023-03-22 22:05:28.899000,L8,,,,,,,,,,,,,,,291.98,282.04,308.39,292.23,,,,328.41,326.78,336.41
2023-03-22 22:05:52.850000,L8,139.17,282.63,309.04,277.84,,,,,305.59,308.32,318.46,324.69,324.53,320.91,296.68,286.02,311.48,297.61,248.03,,286.33,331.46,330.12,342.13
2023-03-30 22:05:35.326000,L9,401.63,331.15,340.71,328.60,316.00,317.40,315.81,311.70,324.76,331.02,336.78,341.58,341.85,334.54,312.45,303.99,324.65,320.15,286.09,291.40,321.98,346.04,340.40,355.05
2023-03-30 22:05:59.281000,L9,402.58,331.70,341.32,329.44,316.35,317.85,316.36,312.23,324.88,331.43,337.00,341.77,342.05,334.74,312.33,305.05,324.69,320.54,286.24,291.03,323.64,346.34,340.47,355.05
