dates,satname,nzd0387-0000,nzd0387-0001,nzd0387-0002,nzd0387-0003,nzd0387-0004,nzd0387-0005,nzd0387-0006,nzd0387-0007,nzd0387-0008,nzd0387-0009,nzd0387-0010,nzd0387-0011,nzd0387-0012,nzd0387-0013,nzd0387-0014,nzd0387-0015,nzd0387-0016,nzd0387-0017,nzd0387-0018,nzd0387-0019,nzd0387-0020,nzd0387-0021,nzd0387-0022,nzd0387-0023,nzd0387-0024,nzd0387-0025,nzd0387-0026,nzd0387-0027,nzd0387-0028,nzd0387-0029,nzd0387-0030,nzd0387-0031,nzd0387-0032,nzd0387-0033,nzd0387-0034,nzd0387-0035,nzd0387-0040,nzd0387-0041,nzd0387-0042,nzd0387-0043,nzd0387-0044,nzd0387-0036,nzd0387-0037,nzd0387-0038,nzd0387-0039,nzd0387-0045,nzd0387-0046,nzd0387-0047,nzd0387-0048,nzd0387-0049
2017-06-25 22:06:59.518000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,388.15,331.06,340.45,334.09,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,369.83,334.73,314.53,338.59,349.07,347.79,348.38,314.85,,,,,,,349.55,339.26,314.39,336.99,349.56,351.65,361.14,357.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,376.14,316.10,330.19,351.43,358.05,362.82,358.82,309.22,,369.64,376.64,376.86,363.09,403.09,367.31,355.08,340.02,342.47,359.17,365.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:07:28.249000,L8,375.74,317.88,335.31,352.65,360.28,363.49,362.50,323.49,,368.85,377.21,376.09,368.18,409.41,380.47,357.04,342.68,346.89,359.19,364.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,376.69,347.85,347.75,360.45,370.70,373.43,373.06,336.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,370.74,345.90,358.87,351.57,363.42,360.30,361.08,300.00,,379.49,391.47,395.32,365.46,408.13,392.67,365.94,340.76,341.41,386.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,343.39,332.41,339.76,334.87,345.43,340.96,342.47,295.00,,,,,,,,335.26,313.52,329.01,338.05,363.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,,289.39,323.22,331.98,320.89,326.31,,,,,,,,,,,,,,,,,383.04,324.18,335.73,341.05,301.42,305.08,310.02,310.04,302.88,300.72,300.51,310.02,315.39,357.91,,,,401.53,359.68,382.35,324.80,391.11,395.97,385.63,370.03,393.86,385.37
2018-08-31 22:06:47.157000,L8,267.62,278.71,301.56,323.53,334.06,335.82,335.52,276.35,,,,,,,,327.78,304.85,306.99,327.83,302.17,306.00,299.64,303.88,361.49,319.62,326.88,345.08,384.51,388.71,380.20,318.08,309.17,304.90,305.58,314.64,342.64,366.65,371.41,374.18,394.33,394.38,361.01,387.80,397.88,391.05,398.56,378.47,369.18,385.42,381.22
2018-10-18 22:07:05.594000,L8,,271.25,292.94,315.73,325.63,326.19,324.78,,,,,,,,,,,,,,,,,,,,,,,,265.64,296.61,296.80,298.52,304.02,311.25,347.15,358.52,361.45,375.81,377.52,,,,335.90,386.70,354.60,359.24,372.88,366.78
2018-11-03 22:07:09.298000,L8,343.08,318.40,333.39,333.40,340.06,342.09,338.10,273.11,,,,,,,336.49,333.61,307.15,315.39,330.78,362.24,388.97,,,,,,,,,,,369.73,368.28,310.82,381.13,350.97,,,,,,370.24,400.85,,,,,,,
2018-12-21 22:07:06.566000,L8,268.62,280.71,294.47,323.94,333.97,338.40,336.05,261.15,,,,,,,331.19,328.40,302.99,308.62,388.99,335.25,310.08,302.22,305.46,377.43,,,310.75,302.35,310.92,317.19,324.20,311.05,334.63,307.61,351.87,344.07,,,405.41,380.65,387.58,295.07,377.43,381.99,,392.68,372.75,368.40,382.85,379.15
2019-01-22 22:07:02.132000,L8,345.51,332.94,332.68,358.73,359.43,356.47,359.37,352.98,353.75,369.37,375.78,371.36,357.80,337.11,346.35,351.36,325.28,330.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,270.32,277.58,294.03,326.15,339.60,339.48,338.51,263.54,,,,,,,330.80,329.72,305.94,312.76,313.33,310.00,310.99,298.26,304.60,358.84,379.77,318.66,307.42,305.66,308.26,316.73,320.88,316.90,314.68,303.04,313.83,341.34,283.08,340.43,371.14,410.16,392.99,300.26,372.87,381.33,354.33,392.79,,,,
2019-04-12 22:06:42.607000,L8,268.05,277.90,292.39,326.27,334.43,337.13,336.75,278.68,,,,,,,,328.25,306.06,308.11,308.25,302.97,301.89,300.62,307.43,319.82,387.13,334.04,353.82,354.38,376.01,315.92,317.94,311.84,368.74,305.64,365.71,364.96,363.06,381.93,,414.90,396.65,361.99,384.47,386.87,385.67,399.31,376.84,369.15,386.18,380.56
2019-05-14 22:06:48.150000,L8,,,,,,,,,327.41,384.24,381.75,375.43,346.64,358.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,,,282.73,319.89,325.32,319.88,327.58,257.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:07:10.971000,L8,,,295.52,326.50,335.05,328.20,333.02,,,,,,,,,,270.47,307.99,299.99,300.83,305.73,299.29,300.38,376.29,383.43,355.71,352.22,305.02,312.60,315.47,382.14,309.99,311.45,305.49,318.57,363.44,374.51,,,,,358.70,377.63,399.99,394.06,,,,,
2019-08-02 22:07:17.867000,L8,,,292.74,321.00,329.22,324.91,331.61,,,,,,,,,,,,,,,,,,,,,,295.29,310.11,308.51,305.55,302.09,,342.39,355.80,359.40,402.81,376.56,412.24,388.05,,,384.68,382.24,394.62,375.72,,,
2019-08-18 22:07:23.116000,L8,,272.68,293.24,322.81,334.81,330.38,335.14,271.88,,,,,,,,,297.32,305.03,298.71,298.11,296.47,296.57,296.17,280.69,,,,292.34,300.64,314.13,309.97,305.47,308.31,,347.71,358.52,,,376.70,410.14,385.73,,341.58,385.07,386.16,392.81,373.06,337.71,303.60,
2019-10-05 22:07:36.198000,L8,260.22,276.47,296.18,319.70,330.97,335.17,336.49,268.81,,,,,,,322.32,325.93,300.91,303.29,299.85,297.83,299.82,299.63,300.22,291.24,290.62,302.43,301.15,285.40,302.84,312.39,310.68,307.38,303.98,300.22,356.08,355.08,361.08,369.95,371.48,381.42,382.85,267.20,312.92,384.53,371.85,390.77,374.38,361.86,378.47,375.55
2019-12-08 22:07:32.611000,L8,367.99,333.45,337.76,367.30,357.20,359.78,362.78,355.98,359.46,378.37,378.94,376.20,366.73,357.38,360.50,387.18,330.97,335.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,371.05,334.90,342.02,367.92,360.25,364.72,366.47,343.78,342.04,378.00,381.32,379.69,368.28,348.98,354.37,394.10,332.08,333.05,342.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,383.61,352.15,366.14,377.07,365.11,372.57,379.41,368.10,376.09,383.72,390.31,392.45,382.45,376.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,268.81,274.24,290.69,322.81,335.20,338.42,337.59,270.32,,,,,,,331.04,329.11,302.94,305.74,303.27,300.85,304.40,300.55,302.55,352.34,293.09,320.47,315.04,294.40,304.73,315.37,326.66,,,,,,365.94,372.91,370.74,389.94,390.84,,326.99,365.76,361.90,395.07,327.89,,,
2020-04-14 22:06:50.036000,L8,262.06,274.83,292.48,323.80,336.95,336.71,337.58,272.77,,,,,,,,327.18,302.54,308.87,304.80,303.52,305.79,303.44,301.57,300.38,380.55,368.08,,292.68,307.18,317.01,378.57,308.69,346.80,300.54,352.26,368.66,366.31,,377.40,410.99,398.75,356.34,378.10,385.03,390.14,399.85,375.35,366.92,382.36,375.02
2020-05-16 22:06:39.488000,L8,,,294.18,331.01,332.88,334.01,335.93,263.36,,,,,,,,,271.14,307.09,302.82,300.95,306.75,302.79,336.50,,,327.28,306.48,382.65,311.40,343.64,376.36,312.01,362.89,299.71,372.18,376.84,,,,,,372.98,390.29,399.98,395.94,,,,,
2020-06-01 22:06:44.481000,L8,,249.84,362.72,371.22,354.44,346.13,348.82,294.15,,374.85,363.75,373.91,343.92,415.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19 22:07:07.773000,L8,351.12,351.73,377.48,367.94,365.44,371.99,,346.58,357.41,384.29,386.04,407.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04 22:07:11.601000,L8,246.35,338.30,347.27,364.87,353.04,346.47,349.53,301.81,355.74,380.80,361.45,367.38,358.69,354.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21 22:07:30.724000,L8,267.66,277.62,294.74,323.83,332.28,336.24,333.74,283.90,,,,,,,332.75,329.43,300.85,306.12,304.25,301.53,301.82,300.38,298.11,287.31,,,,,303.14,310.66,317.57,307.32,298.01,300.13,309.35,349.68,,,399.50,386.68,392.19,295.26,389.09,404.85,,395.60,372.04,356.43,380.95,376.32
2021-02-12 22:07:19.216000,L8,351.27,319.46,307.15,332.24,344.56,346.19,345.67,285.19,,,,,,,343.61,384.71,340.92,,376.77,380.78,319.65,309.25,358.40,377.81,,,,351.29,332.00,343.49,381.13,322.03,359.82,334.01,353.08,383.94,,,,,,379.53,401.63,402.07,,,,,,
2021-03-16 22:07:03.784000,L8,353.20,322.79,301.29,335.77,341.83,342.70,343.10,289.22,,,,,,,339.24,387.30,341.39,338.90,,,336.27,312.06,376.03,387.22,,,,351.32,331.99,352.37,383.39,324.41,352.15,311.93,326.00,380.73,,,,,,,,,,,,,,
2021-04-17 22:06:54.118000,L8,,271.99,290.08,325.42,332.87,335.98,335.36,270.00,,,,,,,,386.44,347.10,344.14,346.14,336.55,306.40,299.82,301.92,365.88,356.70,333.98,347.48,278.61,304.18,314.53,319.21,307.10,313.13,,,,279.10,337.59,395.16,407.18,400.51,,319.03,323.57,315.83,397.93,311.16,,,
2021-05-03 22:06:44.632000,L8,,277.21,291.03,333.36,332.57,334.68,335.67,267.60,,,,,,,,386.95,344.96,342.52,346.40,337.65,373.30,303.58,301.07,374.93,,,,300.58,308.42,315.25,321.05,308.60,323.05,299.21,,,359.24,,,,,,321.25,377.36,390.36,405.95,327.21,352.88,380.87,
2021-05-19 22:06:52.116000,L8,,,294.09,328.84,333.80,332.97,335.19,256.67,,,,,,,,362.40,345.43,338.13,,,376.78,301.11,373.02,379.05,,,,283.62,306.07,317.12,338.38,310.80,329.75,300.63,,,394.34,,,,,,,395.18,396.94,,331.17,336.05,383.77,378.58
2021-07-22 22:07:12.797000,L8,,,,,,,,,,375.18,360.58,365.49,352.86,362.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23 22:07:25.117000,L8,,276.94,296.44,337.80,331.75,336.90,336.36,259.18,,,,,,,,385.45,347.28,344.81,343.13,336.22,370.89,301.65,299.94,310.99,292.70,310.55,307.48,274.87,303.48,311.71,325.62,307.62,302.19,,,,353.12,372.75,381.56,387.91,397.10,,,371.68,363.54,401.21,333.25,358.87,382.65,374.36
2021-09-08 22:07:29.873000,L8,264.87,278.79,293.77,335.50,334.05,338.58,338.56,270.45,,,,,,,,390.13,346.66,347.48,340.60,331.21,375.46,305.07,302.15,327.96,292.98,315.34,311.02,300.99,306.60,314.38,322.95,309.40,308.37,300.68,306.72,,,,374.45,383.41,391.83,,,,,393.96,338.45,356.45,378.14,371.04
2021-09-24 22:07:32.728000,L8,267.90,276.12,297.83,323.98,333.65,337.47,337.72,271.80,,,,,,,309.58,385.24,346.04,342.74,,315.53,373.21,303.42,302.17,336.08,,,,281.70,301.46,312.32,315.11,307.21,311.48,297.15,306.85,313.22,363.70,393.28,373.22,385.42,387.21,276.57,,373.40,385.65,391.81,352.41,358.74,378.50,367.03
2021-12-21 22:07:31.120000,L9,,,,,377.51,380.07,380.26,369.52,375.19,381.32,388.63,393.23,391.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:07:27.312000,L8,352.15,280.66,303.91,330.74,342.63,347.21,345.22,271.82,,,,,,,343.18,336.83,310.51,314.66,325.42,326.84,321.98,308.43,309.81,382.43,,,341.59,352.25,346.83,322.90,385.26,317.18,332.16,310.69,321.47,342.85,393.98,,,,,376.31,402.52,388.79,390.26,,380.86,364.42,388.15,382.85
2022-01-30 22:07:22.237000,L8,353.10,280.83,297.05,335.86,338.66,345.89,343.96,267.46,,,,,,,339.87,336.57,311.47,314.05,320.27,311.46,377.63,309.90,302.79,383.91,,,346.19,349.08,392.92,317.06,382.60,314.23,358.35,309.77,317.06,352.02,,,,,,305.18,392.65,,,417.89,377.00,368.46,387.94,380.66
2022-02-15 22:07:18.025000,L8,345.37,280.10,296.43,334.05,340.40,341.25,341.40,272.50,,,,,,,337.82,335.35,311.14,312.76,326.35,308.67,310.40,301.88,336.89,,,,334.65,350.94,394.12,318.00,356.44,316.25,361.17,306.59,319.92,366.15,,,,,400.09,373.51,397.86,,,401.09,378.84,367.65,385.84,379.69
2022-02-23 22:07:19.963000,L9,269.05,277.84,300.20,330.47,342.59,337.78,341.16,287.22,,,,,,,341.35,336.32,308.75,320.27,352.45,337.35,381.98,378.71,,,,,,354.81,345.18,323.80,386.58,320.96,363.96,310.34,323.55,373.19,,,,,,382.84,,,,,383.76,365.65,389.29,383.21
2022-04-28 22:06:58.925000,L9,,,,,,,,,,374.26,367.05,371.57,357.47,286.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 22:07:05.573000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.53,370.49,366.93,405.33,401.74,,309.89,376.72,382.17,400.99,372.99,,,
2022-05-22 22:07:10.472000,L8,,,298.52,333.24,336.39,326.19,331.07,,,,,,,,,,,,,,342.36,298.58,305.04,374.43,381.21,,,300.34,311.57,316.38,379.73,311.08,344.68,304.07,315.48,369.46,369.48,,,,,261.73,380.69,404.01,400.04,418.96,397.46,333.57,398.07,384.37
2022-07-01 22:07:06.314000,L9,,,,,,,,,,367.37,364.94,366.87,348.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:07:46.208000,L8,245.80,278.76,295.22,328.61,336.48,336.32,338.41,263.91,,,,,,,,329.91,299.45,313.11,316.01,305.79,306.77,305.70,304.64,356.77,292.25,347.72,308.33,307.40,311.88,314.63,314.04,307.96,311.48,301.61,307.85,318.54,362.31,403.80,,385.35,396.53,296.62,337.03,389.11,385.81,396.74,383.39,339.85,383.04,378.04
2022-09-03 22:07:27.941000,L9,259.19,278.00,297.79,332.99,335.84,337.11,340.18,272.67,,,,,,,,330.15,302.81,309.78,313.42,304.27,340.81,369.73,331.33,,292.60,314.70,318.25,299.73,304.29,313.94,316.40,310.37,308.40,299.59,306.03,356.39,359.28,378.96,408.02,410.91,399.62,297.92,383.32,399.58,382.35,397.47,382.56,362.46,385.06,379.08
2022-09-19 22:07:33.648000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.33,377.60,321.55,380.96,,,,,,386.54,,,,,,,,
2022-10-05 22:07:34.692000,L9,264.45,278.56,297.92,328.28,335.37,341.75,340.78,274.95,,,,,,,335.61,332.46,306.12,309.70,317.38,307.34,379.89,345.39,321.18,,,328.61,326.98,356.45,350.81,388.89,382.31,309.15,344.34,299.89,307.97,316.31,359.67,382.44,,414.61,397.35,298.76,382.82,387.40,380.47,397.44,384.93,368.68,384.78,380.85
2022-10-21 22:07:41.412000,L9,316.12,279.78,303.61,327.63,337.82,341.59,342.24,276.68,,,,,,,338.65,333.36,306.22,313.60,331.24,338.81,382.30,378.45,,,,,,356.13,347.40,392.26,388.08,310.46,349.04,304.54,311.87,318.19,,,,,401.28,303.17,402.37,390.39,,398.53,384.91,373.25,385.00,381.93
2022-11-06 22:07:39.965000,L9,360.93,282.98,311.23,335.02,340.73,347.56,346.58,271.55,,,,,,,341.78,339.01,311.80,324.78,371.89,377.67,,,,,,,,,,,,313.56,367.01,309.79,317.31,341.67,395.27,,,,,383.39,406.04,403.29,395.15,,,,,
2022-11-14 22:07:47.062000,L8,356.15,281.92,303.53,332.33,340.93,343.34,344.27,268.64,,,,,,,340.41,336.61,308.55,319.73,332.39,353.02,382.02,374.65,,,,,,354.40,347.03,392.85,357.61,307.87,297.48,307.89,313.79,343.94,363.85,,,,408.73,306.29,393.39,387.36,357.81,400.02,385.65,370.96,383.90,381.61
2022-12-24 22:07:37.966000,L9,261.38,271.77,295.35,324.22,337.89,339.88,338.93,257.57,,,,,,,337.18,325.57,300.99,308.93,297.29,271.19,304.92,295.85,299.11,286.64,,,,,,,312.79,308.07,306.63,299.74,309.59,321.72,367.52,386.88,342.72,390.52,394.36,299.84,330.60,374.44,360.93,398.15,373.89,349.75,379.57,371.85
2023-01-01 22:07:39.051000,L8,355.05,276.29,298.20,330.45,340.88,341.81,341.55,265.31,,,,,,,340.77,332.29,305.11,317.49,315.30,317.54,313.93,306.68,303.47,377.19,,,348.99,355.00,348.82,316.13,384.97,315.11,315.74,305.94,314.09,355.80,,,,418.73,407.28,308.08,398.01,390.25,401.86,401.90,379.06,368.36,386.41,381.08
2023-01-25 22:07:37.119000,L9,350.40,274.19,292.84,326.19,338.99,341.12,339.83,264.37,,,,,,,338.23,331.78,303.53,312.77,308.48,307.12,308.52,300.46,300.20,288.87,287.46,310.42,308.64,306.12,308.14,313.55,317.87,311.56,335.52,305.33,312.27,319.16,367.72,407.66,,,,304.64,383.31,384.48,379.87,,,,,
2023-02-18 22:07:25.855000,L8,378.08,347.27,346.44,,372.96,370.79,369.19,352.73,348.96,374.49,380.51,383.25,377.60,359.53,375.20,404.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:07:14.102000,L8,337.87,276.38,292.41,331.91,338.71,341.32,340.22,279.76,,,,,,,336.83,333.22,307.56,312.99,310.63,307.27,309.58,305.86,303.16,381.34,,,349.32,352.31,377.81,315.87,380.46,312.13,362.42,305.10,315.04,366.31,364.23,,402.56,413.88,398.00,303.58,394.23,394.78,388.78,399.85,378.35,364.88,386.05,377.16
2023-03-14 22:07:23.107000,L9,327.77,277.11,301.43,330.09,341.39,341.34,342.65,275.77,,,,,,,335.88,332.89,306.06,318.32,318.31,329.89,311.06,307.36,346.35,383.20,384.69,,345.19,356.59,388.78,316.65,381.08,318.19,359.12,305.74,314.83,374.93,367.79,,402.64,411.69,402.17,359.86,396.02,393.35,392.76,405.19,381.08,368.14,385.21,379.55
2023-03-22 22:07:04.713000,L8,377.00,342.04,339.99,376.72,372.55,371.38,355.66,347.06,349.85,369.91,378.59,380.26,369.33,354.30,353.49,410.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15 22:07:04.808000,L9,257.85,276.29,298.34,329.88,336.77,335.68,335.38,268.06,,,,,,,,327.91,300.83,310.55,301.42,323.58,311.14,302.36,370.89,380.66,289.87,315.08,318.08,293.96,306.26,314.36,316.39,315.99,305.54,301.72,315.74,375.54,371.98,,403.58,411.61,407.83,364.90,388.12,386.92,393.68,415.40,382.15,369.25,390.62,381.48
2023-04-23 22:06:45.046000,L8,,277.43,299.68,329.26,337.17,337.84,338.20,269.96,,,,,,,,330.18,303.42,315.20,316.72,309.74,376.64,304.66,346.32,380.07,,330.78,315.84,305.02,388.66,318.45,315.50,317.63,358.40,307.10,342.86,376.34,371.97,,,,,368.45,391.79,386.04,393.03,,,,,
2023-06-02 22:06:41.744000,L9,,,,,,,,,,378.18,361.24,392.86,348.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10 22:06:39.746000,L8,,,291.95,332.75,332.49,319.84,328.54,,,,,,,,,,,,298.02,303.63,376.76,,,372.80,359.23,352.34,351.72,384.81,,,,308.09,301.62,299.10,307.31,371.69,369.96,,,,,290.90,327.77,400.16,392.05,,,,,
2023-07-04 22:06:45.539000,L9,,,,,,,,,,365.46,367.09,368.38,343.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 22:07:02.846000,L8,,,298.20,328.50,331.55,325.68,331.00,,,,,,,,,,,,299.33,303.47,317.53,295.35,304.20,279.37,,,,,304.43,314.13,316.41,312.69,309.69,299.06,312.03,350.03,373.14,,407.66,414.31,408.62,363.61,387.64,390.83,388.62,412.05,389.09,370.21,402.71,386.58
2023-08-05 22:06:59.027000,L9,,,298.92,328.52,331.96,328.26,330.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.99,376.05,403.33,408.63,403.37,,329.94,362.02,380.93,407.43,378.62,369.70,388.76,381.69
2023-08-13 22:07:07.940000,L8,,273.56,298.40,328.17,335.70,335.63,336.99,263.68,,,,,,,,,296.77,309.47,313.83,306.90,312.50,301.51,303.21,346.87,329.21,310.85,308.91,286.76,305.49,311.95,318.46,309.50,305.09,300.60,309.37,348.08,367.38,373.36,398.85,407.53,400.46,357.67,377.18,378.26,384.66,404.65,377.38,366.32,387.20,380.82
2023-08-21 22:07:04.005000,L9,,276.82,295.81,331.98,338.24,336.82,339.16,268.95,,,,,,,,329.65,302.39,311.11,312.47,300.63,307.89,304.09,302.70,296.63,293.84,313.07,314.33,301.99,310.18,315.17,316.28,310.26,336.71,302.98,309.90,361.42,364.17,404.66,395.41,410.59,397.23,299.68,328.22,389.12,384.43,397.41,381.83,363.68,385.21,380.05
2023-08-29 22:07:14.014000,L8,,,,,374.30,375.31,365.81,343.54,361.78,381.66,384.93,389.57,378.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06 22:07:14.613000,L9,258.80,274.18,293.69,331.58,336.45,337.59,337.95,273.64,,,,,,,,331.60,303.87,311.09,310.66,304.20,308.94,303.75,299.14,303.67,293.84,311.88,312.52,295.97,306.03,312.11,,,,300.29,306.78,346.63,357.77,371.24,384.68,383.79,391.69,293.44,320.12,378.93,360.16,394.17,373.11,360.76,378.82,375.52
2023-09-30 22:07:21.548000,L8,,,,,,,,,,,,,,,,,,,,,311.11,303.90,330.64,364.58,,,,,,392.47,387.02,329.74,367.46,312.57,344.31,372.50,,,407.07,403.51,397.64,,,,,398.27,381.30,372.26,388.53,380.41
2023-10-08 22:07:22.193000,L9,379.67,351.63,350.76,,383.97,387.35,375.85,365.90,373.78,383.81,392.49,397.21,389.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24 22:07:27.973000,L9,260.78,273.04,295.70,324.64,337.95,339.18,342.38,266.61,,,,,,,340.22,332.84,307.06,315.22,318.79,322.34,313.96,311.34,307.32,364.16,378.88,380.04,337.64,301.77,310.68,314.94,307.34,308.83,337.83,,,,,,393.71,385.47,394.09,,,,,395.51,379.91,367.56,381.89,377.31
2023-11-09 22:07:24.721000,L9,346.96,273.65,302.30,325.89,337.91,341.43,341.89,271.75,,,,,,,342.29,333.63,310.32,320.78,326.47,334.25,330.32,324.29,368.95,374.33,382.94,,,355.67,391.89,378.75,359.79,317.85,316.19,302.43,309.59,343.74,,,,414.78,408.49,274.25,327.82,385.87,394.94,402.16,386.31,373.00,387.73,388.74
2023-11-17 22:07:27.133000,L8,257.60,276.05,297.44,330.84,335.72,342.93,341.27,260.38,,,,,,,331.77,326.79,305.45,308.35,297.97,298.70,296.72,295.30,295.02,300.29,,,354.36,360.03,390.52,314.00,323.79,312.81,,304.11,311.46,332.31,390.43,,,,,303.16,395.26,386.06,387.73,418.36,392.27,378.73,391.06,385.29
2024-02-13 22:07:29.811000,L9,349.81,278.66,299.20,333.55,340.20,345.85,342.59,272.14,,,,,,,341.00,335.46,311.10,318.14,321.61,312.50,320.81,307.15,308.68,371.40,386.12,,350.28,353.26,384.64,321.63,378.39,322.72,320.18,308.27,328.51,345.99,370.76,,,,,365.01,401.88,386.29,390.05,,,,,
2024-02-21 22:07:17.333000,L8,340.00,279.37,302.76,331.20,342.00,344.26,342.37,281.51,,,,,,,340.90,334.89,310.45,321.90,321.44,324.52,319.06,307.56,308.50,374.28,386.69,,346.94,352.63,382.06,319.02,382.51,326.92,318.55,307.25,322.26,364.17,,,403.05,416.14,415.21,366.82,401.20,396.47,398.50,407.29,376.25,299.89,332.05,
2024-02-29 22:07:23.348000,L9,267.43,276.37,291.11,331.10,337.32,342.22,339.53,275.16,,,,,,,337.44,333.11,308.89,314.18,315.98,307.84,311.11,305.33,301.01,314.82,350.92,327.87,353.09,355.39,309.28,313.75,378.41,311.74,305.64,305.46,311.75,346.11,360.82,380.82,396.63,410.21,400.06,304.19,381.90,386.78,375.75,398.05,370.91,,,
2024-04-17 22:07:03.684000,L9,258.63,270.53,290.93,325.84,335.73,334.34,334.12,266.71,,,,,,,,325.79,298.96,307.60,301.32,301.76,304.25,299.92,298.40,257.28,,,,,,,,305.72,299.19,303.02,306.57,314.22,360.06,374.55,373.21,383.96,394.55,261.32,312.53,382.50,381.98,396.55,359.85,,,
2024-05-03 22:06:49.872000,L9,,278.78,304.80,332.28,340.17,338.53,337.95,273.05,,,,,,,,,300.97,320.03,310.69,369.03,380.85,305.16,311.26,308.74,,,,302.01,377.54,347.23,380.90,337.05,358.90,308.51,356.71,375.33,,,,,,272.15,,,,417.79,377.66,319.60,393.44,383.90
2024-05-11 22:06:27.762000,L8,,269.57,300.23,331.96,339.25,334.88,337.89,263.15,,,,,,,,,281.02,317.51,302.69,363.99,380.88,,,360.72,382.47,327.55,349.71,294.40,308.55,314.38,318.98,337.52,343.72,304.81,343.01,368.82,,,,,,276.65,,,,,,,,
2024-05-19 22:06:42.049000,L9,,,304.22,348.38,336.29,331.48,331.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.77,410.26,406.73,,,,,411.96,330.34,,382.64,379.89
2024-06-04 22:06:35.804000,L9,,,,,,,,,,363.20,359.00,363.38,351.01,374.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20 22:06:18.840000,L9,,,,,,,,,,360.30,367.33,369.27,352.12,358.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28 22:06:31.354000,L8,,,295.06,335.44,333.21,321.95,327.49,,,,,,,,,,,,,,,,,,,,,,303.20,310.53,313.46,343.87,308.82,302.26,310.45,371.27,,,,,,,,,,,398.21,333.17,389.70,386.54
2024-07-06 22:06:32.918000,L9,,,297.43,334.90,335.86,328.53,334.77,,,,,,,,,,,,,,,,,,,,,280.06,309.58,314.04,377.08,347.09,356.58,304.01,353.16,372.76,,,,,,266.59,,,,,387.78,357.14,406.53,388.59
2024-08-23 22:06:59.383000,L9,,270.17,297.34,326.00,337.73,336.00,335.62,267.25,,,,,,,,325.11,298.18,306.78,301.13,302.56,306.44,298.73,298.70,,,,,,,,,,,,,,366.16,370.75,374.41,397.19,388.90,,324.38,383.10,382.90,397.11,333.63,326.49,375.43,372.89
2024-08-31 22:07:03.291000,L8,,273.95,296.17,330.51,334.73,337.83,336.95,260.69,,,,,,,,328.36,301.90,308.11,316.97,305.45,309.01,300.85,299.23,294.05,,,,,,,294.21,314.56,302.81,298.26,298.80,338.89,363.92,370.76,379.09,401.70,395.50,,323.32,376.85,378.82,400.39,368.13,358.62,380.08,376.52
