dates,nzd0263-0000,nzd0263-0001,nzd0263-0002,nzd0263-0003,nzd0263-0004,nzd0263-0005,nzd0263-0007,nzd0263-0008,nzd0263-0009,nzd0263-0010,nzd0263-0011,nzd0263-0012,nzd0263-0013,nzd0263-0014,nzd0263-0015,nzd0263-0016,nzd0263-0017,nzd0263-0018,nzd0263-0019,nzd0263-0020,nzd0263-0021,nzd0263-0022,nzd0263-0023,nzd0263-0024,nzd0263-0025,nzd0263-0026,nzd0263-0027,nzd0263-0006,satname
1999-08-21 21:46:56+00:00,,,,,,,,,,,,,,,,,,,266.44,,,,,,,,,,L7
2000-02-13 21:46:48+00:00,,,,,,,,,,,,,,,,,,,266.44,,242.41,,,,,317.87,,,L7
2000-04-01 21:46:34+00:00,277.56,,,273.1,292.26,305.24,,256.0,,,,,,,,,,,,,242.41,,,,,317.87,,,L7
2000-05-19 21:46:07+00:00,275.58000000000004,,,273.1,292.26,305.24,,272.28499999999997,,,,,,,,,,,287.36,272.34,242.41,277.82,,311.68,,317.87,,,L7
2000-08-07 21:45:08+00:00,260.7633333333333,233.33,,273.1,292.26,305.24,,272.28499999999997,,260.27,261.42,263.95,258.38,263.15,274.24,290.86,272.39,263.65,287.36,271.21,261.225,276.595,,311.68,,317.87,,,L7
2001-04-04 21:44:06+00:00,,,272.35,279.05,295.5,286.9,295.13,297.24,299.95,,297.55,292.54,290.85,294.99,,316.6,,,,,,,,,,,,,L7
2001-04-20 21:44:10+00:00,,,272.35,279.05,295.5,286.9,295.13,280.65,296.595,290.39,293.225,292.44,288.355,293.51,296.74,313.21000000000004,279.39,291.47,290.86,293.39,302.29,,,,,,,,L7
2001-05-22 21:43:54+00:00,,,272.35,279.05,295.5,286.9,289.8,284.17333333333335,296.595,290.315,292.1466666666667,292.44,288.355,293.51,296.74,313.21000000000004,279.39,291.47,290.86,293.39,302.29,,,,,,,,L7
2001-07-25 21:43:18+00:00,,,272.35,279.05,295.5,286.9,289.8,284.17333333333335,296.595,290.315,292.1466666666667,292.44,288.355,293.51,276.265,304.69666666666666,277.765,282.99,270.565,285.38,293.20000000000005,278.97,,,,347.69,,,L7
2001-08-10 21:43:00+00:00,269.75,272.52,272.35,279.05,295.5,286.9,289.8,284.17333333333335,296.595,290.315,292.1466666666667,292.44,288.355,293.51,276.265,304.69666666666666,277.765,282.99,270.565,285.38,293.20000000000005,278.97,,,,347.69,,,L7
2001-09-11 21:42:38+00:00,255.59,272.16499999999996,268.56,279.05,295.5,301.575,289.8,283.115,296.595,290.315,292.1466666666667,292.44,288.355,293.51,276.265,304.69666666666666,277.765,282.99,270.565,288.5833333333333,293.20000000000005,278.97,,,,347.69,,,L7
2001-09-27 21:42:29+00:00,255.59,272.16499999999996,268.56,274.445,294.495,305.99333333333334,289.8,283.115,296.595,290.315,292.1466666666667,292.44,289.59,294.06,275.7766666666667,300.6625,277.765,282.99,270.565,288.5833333333333,293.20000000000005,278.97,,,,347.69,,293.94,L7
2001-10-13 21:42:15+00:00,263.5833333333333,272.16499999999996,264.77,269.84,293.49,315.54,284.725,278.4066666666667,293.24,290.315,289.44500000000005,292.34,288.96,293.595,275.7766666666667,295.35,277.765,282.99,270.565,288.5833333333333,293.20000000000005,278.97,,,,347.69,,293.94,L7
2001-10-29 21:42:21+00:00,263.5833333333333,272.16499999999996,264.77,272.005,291.725,303.1333333333333,284.725,285.58000000000004,,290.24,289.99,,292.06,295.16,265.295,288.115,276.14,274.51,262.22,286.18,284.11,278.97,,,,347.69,,292.53999999999996,L7
2002-01-17 21:42:52+00:00,263.5833333333333,272.16499999999996,265.61,272.27666666666664,291.29,305.2975,287.45500000000004,270.47,306.41,296.88,286.36,291.3,292.06,295.73,270.4166666666667,299.63,292.555,286.71000000000004,272.31333333333333,291.26,284.11,285.29,,,,347.69,,295.02666666666664,L7
2002-02-18 21:42:54+00:00,260.5,271.81,265.61,272.27666666666664,291.29,305.2975,287.45500000000004,270.47,306.41,296.88,286.36,291.3,292.06,295.73,271.47,295.4666666666667,285.475,278.27,268.61,286.18333333333334,268.46,279.28,,,320.81,,325.31,295.02666666666664,L7
2002-03-22 21:42:52+00:00,279.57,,266.45,272.27666666666664,279.5325,294.765,287.45500000000004,251.20999999999998,278.445,269.155,269.675,291.3,292.06,295.73,270.75750000000005,291.2275,278.38000000000005,272.59666666666664,259.2525,275.12333333333333,267.90999999999997,272.75666666666666,257.34,288.63,311.975,326.87,326.21000000000004,295.02666666666664,L7
2002-09-14 21:41:55+00:00,278.26,,,,244.26,274.12,,241.42,250.48,241.43,252.99,,,,268.62,294.745,264.19,261.25,231.18,261.81,267.36,259.71,257.34,288.63,303.14,326.87,327.11,,L7
