dates,satname,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0086,nzd0031-0087,nzd0031-0088,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0058,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0185,nzd0031-0186,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0081
2018-04-07 22:16:59.037000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.80,524.00,521.27,530.63,537.84,503.77,533.69,,,,498.48,488.77,457.02,543.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.43,197.29,291.78,280.13,540.99,451.38,454.44,445.25,430.32,411.02,410.37,513.13,484.47,447.77,471.13,370.79,353.99,261.98,281.07,246.08,315.83,308.13,314.32,308.34,301.82,311.80,323.79,309.57,190.75,,,,,,,,,,,,,,,,,455.27,496.89,387.53,524.87,462.32,483.76,515.53,498.26,502.66,515.41,514.26,513.54,312.77,,326.66,,513.24,525.57,435.97,,535.03,447.26,341.14,500.04,,,495.32,,476.08,470.24,534.48,508.86,511.16,516.83,431.95,517.54,518.70,513.14,517.86,521.56,311.33,291.72,357.51,,,280.72,,,,,,,,,,,,,
2018-05-09 22:16:40.331000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.18,526.58,519.49,529.38,536.63,500.16,533.30,,,,497.31,492.66,504.33,545.69,,,,,,,472.73,452.63,519.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.10,322.83,309.40,309.41,,,,,,462.38,482.42,427.16,405.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.66,539.33,535.31,534.03,531.31,532.28,529.81,526.37,525.36,512.78,500.84,491.03,457.84,,513.22,,519.56,,535.28,447.24,337.94,500.43,,,495.58,,,,,,546.13,525.08,527.88,529.14,351.70,521.66,519.11,523.63,324.99,307.67,359.89,,,545.10,,,358.75,310.97,,,,,,,,,
2018-05-25 22:16:28.178000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.09,533.37,512.66,559.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.58,323.93,307.73,310.70,,,,,,,464.90,426.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.66,543.75,541.64,540.54,535.58,537.84,535.90,533.22,530.77,517.04,508.73,496.06,461.36,,,,,,541.73,454.86,345.01,516.30,,,492.28,,,,,,,528.65,532.02,531.10,530.23,526.96,524.02,526.93,324.04,309.94,361.81,,,,,,367.06,319.75,,,,,,,,,
2018-06-26 22:16:36.823000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.75,520.10,512.69,553.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.36,330.75,310.47,313.76,,,,,,,462.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.13,543.21,543.43,541.78,539.03,535.98,535.72,213.13,249.34,342.14,327.50,323.23,338.32,,,,,,542.35,459.27,348.14,521.98,,,493.73,,,,,,,337.96,362.60,373.65,528.34,527.35,225.47,304.41,328.54,318.68,358.96,290.76,,,,,368.87,321.90,,,,,,,,,
2018-07-28 22:16:51.607000,L8,,544.14,542.88,463.97,390.01,524.78,,,210.55,463.01,493.84,527.99,304.85,,229.96,266.31,329.97,355.96,435.71,434.36,,,,,,,,,,,,,,,,,,,,,,,188.48,417.28,496.93,365.60,319.35,504.15,551.89,190.05,478.10,515.76,524.75,511.40,483.91,506.60,559.72,513.94,,,,,,,,,,,,,,,,,,,,,,,,,,235.57,235.31,335.37,324.33,313.40,307.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.07,526.83,436.97,,,241.04,257.96,293.01,527.50,515.20,523.24,418.32,,,510.67,521.14,,532.65,429.85,271.17,547.42,,,,,,,,,,,,,,305.20,534.66,534.28,330.53,337.76,387.61,,,550.34,,,380.00,348.97,,,,,,,,,
2018-08-06 22:10:46.333000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.41,294.41,306.82,294.78,279.56,304.11,406.84,426.08,411.73,406.32,395.70,520.74,517.81,400.50,429.07,442.79,,524.89,524.15,434.56,446.61,424.74,424.36,442.31,444.50,446.24,462.66,452.48,455.77,458.44,481.98,485.46,498.16,489.89,493.00,518.97,539.93,519.47,537.95,535.19,516.94,528.53,509.32,520.16,548.24,249.05,244.48,234.17,201.68,525.38,539.33,539.09,544.13,544.27,547.58,339.59,423.82,510.66,465.59,333.40,456.01,,,,,,,,,,,,496.66,259.82,260.23,333.40,310.91,273.16,474.55,533.73,475.67,545.19,421.86,473.80,545.40,548.33,489.05,507.95,500.13,,,,,,447.19,404.10,,,,,,,,,
2018-08-29 22:17:08.269000,L8,,,,,,219.13,277.35,194.65,,,,,,,,407.11,383.42,370.78,440.76,343.42,378.29,387.51,330.63,396.61,450.76,,,,,223.74,234.51,492.94,,,,481.12,407.27,529.44,543.06,542.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.54,314.16,299.50,306.00,184.75,,,,,,,318.93,,,,,,,,,,,,230.19,545.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.94,513.17,,,,,,,,,,485.40,536.67,526.31,458.25,,,,,,,,,,,,,,,,,,,336.78,305.72,,,,,,,,,
2018-09-07 22:11:00.442000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.29,398.90,399.26,392.32,375.92,,,,514.54,447.94,470.66,530.69,528.90,,,,,,,,415.34,428.46,417.19,452.16,487.46,513.75,507.23,454.24,453.73,476.93,437.77,,,,,,,,,,373.92,257.29,,,257.40,283.86,312.21,,356.57,372.28,352.03,520.05,472.78,407.46,461.32,,,,,,,,,,,,509.88,,,,,308.64,228.34,304.92,431.38,488.46,540.91,550.42,517.06,561.12,499.75,512.28,505.04,,,,,,451.38,407.86,,,,,,,,,
2018-10-09 22:11:13.339000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.06,401.68,392.05,246.67,246.74,,,,519.64,494.76,499.05,531.71,533.38,,,,,,,,,,,,,,,,,,,,,,,,464.12,509.60,493.23,435.31,384.14,339.51,503.08,525.32,402.75,482.46,,,,,,521.13,470.66,384.99,467.04,,,,,,,,,,,,544.41,416.06,452.86,449.09,367.81,328.42,,,425.59,486.19,537.13,525.53,,564.48,504.69,518.62,509.38,,,,,,452.57,411.35,,,,,,,,,
2018-11-01 22:17:30.804000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.64,496.18,512.86,551.71,,,,,,,,,,,,,,,,,,,,,,177.29,387.47,498.76,488.72,439.05,399.62,466.14,507.62,,,,,,,,551.80,299.74,260.66,221.18,170.91,,,,,461.75,460.05,444.95,412.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.94,546.61,538.43,535.88,534.17,534.12,532.69,530.20,527.69,515.66,506.15,492.01,462.12,,,,,,,,,,,,493.73,,,,,,549.28,528.47,528.95,530.51,528.54,526.73,522.63,401.87,322.49,311.96,360.12,,,,,,357.63,319.26,,,,,254.42,311.92,,302.72,
2018-11-17 22:17:31.986000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.70,436.27,491.40,508.08,247.62,280.36,345.57,415.82,,,,,,,,,,,,,,,,,,,,,,,456.96,431.98,368.61,,,,,,,,,,,,,,,,,,,309.75,315.32,298.47,297.77,177.73,,,,,408.50,,,,,,,,,,,,,,,,,,,,,,284.47,513.58,,,541.29,304.22,,,,,,,,,,,,,,,,,,380.62,551.56,546.15,471.71,,218.93,,,,,,,467.96,,,,,,,,,,,,,,417.39,502.57,446.03,326.19,321.59,376.05,,,542.93,,,385.70,342.49,,,,,501.41,,,,
2018-12-03 22:17:30.217000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.05,477.46,513.89,487.88,527.63,496.51,452.76,487.95,482.19,327.68,543.30,537.43,514.84,551.41,530.69,,,,,,,,,,,,,,,384.85,407.05,421.67,,,,,,,,,,,547.45,485.36,515.11,496.64,512.70,497.05,481.37,210.17,269.54,328.17,394.57,279.20,281.83,463.38,474.61,435.60,,,510.85,518.28,200.47,515.60,,,420.31,441.03,476.45,522.32,,,462.30,484.40,,,,264.27,305.43,315.17,325.94,346.03,529.94,,,,,,,,,,,,,,546.48,545.94,541.65,541.45,538.15,533.65,516.23,447.77,,411.90,279.28,171.48,,514.65,,,,,,,529.01,258.16,,501.92,,,,,,,,,,,,,,,378.40,367.14,,,546.63,,,351.72,316.31,518.46,307.62,,,,,,,485.30
2018-12-19 22:17:28.292000,L8,,,,,,,,,,,,505.48,475.40,510.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.94,387.43,508.38,550.26,,,,,,,,202.73,284.13,291.22,307.16,315.89,285.14,,,,,,,,,,,,,,,,,,,,,,,,305.52,312.25,297.99,289.79,,,,,,462.96,528.21,405.57,293.72,351.03,305.78,501.43,523.04,519.75,539.47,505.40,466.78,294.70,522.93,374.23,240.11,227.92,318.84,323.44,,329.90,301.57,308.22,,,,,,,,411.00,344.72,344.81,347.78,428.78,432.02,541.51,542.99,536.81,534.61,533.48,514.08,493.51,532.32,529.46,213.55,247.28,336.24,341.02,,,,,,,,,522.67,,,381.61,381.71,,,,539.14,396.89,530.00,532.94,533.27,251.57,208.85,195.05,244.61,320.55,307.28,359.37,,,,,,355.94,319.06,,,,,,,,,
2019-01-04 22:17:27.803000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.27,520.33,532.73,535.43,502.57,529.33,,,,499.39,491.16,506.52,549.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.57,317.75,298.55,295.47,,,,,432.18,449.63,453.88,446.43,458.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.33,541.97,537.52,533.83,532.63,528.03,528.94,528.19,526.86,434.38,503.79,495.84,455.49,,517.16,,,,527.20,437.61,344.80,525.90,,,456.05,,,,,,547.10,526.60,523.37,528.49,525.85,524.17,522.63,525.51,326.43,307.53,357.72,,492.50,,,,354.88,315.81,,,,,,,,,
2019-02-05 22:17:21.574000,L8,455.55,506.02,533.52,534.05,534.48,536.38,,,,437.28,433.95,511.50,478.08,483.18,,529.16,490.68,523.42,450.98,,,,,,,,,,,,,,,,,548.42,485.99,517.79,531.27,535.38,503.67,533.99,,,,499.99,489.06,467.34,539.11,,,,,,465.49,458.42,443.57,517.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.86,317.86,306.24,305.88,178.54,,,,440.31,467.90,492.68,452.89,473.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.97,539.61,535.19,533.04,530.67,527.19,521.78,523.54,525.14,513.67,505.45,489.72,,,515.80,501.80,519.63,,531.35,406.31,344.29,491.11,,,497.96,,,,,,543.45,524.03,522.40,525.82,522.46,520.05,520.23,524.68,318.51,305.39,357.86,,,531.75,,,355.06,311.01,,,,,,,,,
2019-04-26 22:16:59.330000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.20,365.14,334.50,268.24,335.46,,529.89,524.06,532.97,534.17,499.71,535.51,212.09,235.21,429.67,314.48,224.34,,384.50,316.98,,334.67,431.63,348.95,312.31,316.16,348.98,491.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.60,318.38,303.93,299.21,173.40,,,,,460.99,379.34,439.22,457.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.71,539.01,537.35,535.28,533.03,531.93,526.82,527.57,524.97,330.56,325.05,324.30,334.71,,521.64,,,,,,,332.52,,,494.60,,,,,,545.53,525.61,527.38,525.83,349.65,521.61,221.11,306.06,318.80,306.95,357.26,,,284.97,,,356.84,308.67,,,,,,,,,
2019-05-12 22:17:08.680000,L8,,,,,,,,,,,,,,,,,,,,,,,,345.14,384.29,,,,370.64,405.75,284.11,450.12,322.17,493.54,515.58,399.91,,446.67,478.77,446.27,474.66,489.14,348.32,375.05,352.10,350.66,,,436.07,394.05,388.39,281.37,528.81,540.77,,,,,,,,,,,,392.22,310.86,461.18,296.31,306.30,,,,,,,,,,,,,,,,316.84,318.84,304.22,299.60,173.24,,,,,461.46,479.35,435.20,457.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.06,540.49,539.41,537.73,534.83,533.75,530.95,530.45,526.85,514.65,507.05,492.15,459.87,,467.38,477.53,280.20,315.08,371.05,467.39,375.66,381.99,533.53,542.06,495.07,,,,,,547.72,527.32,528.93,526.97,526.18,523.17,522.52,525.05,319.34,311.44,359.58,,345.81,396.41,349.97,,361.77,313.74,527.69,,,,,,,,318.78
2019-05-28 22:17:17.913000,L8,,,,,,,,,,,,,,,,549.58,549.22,340.24,285.74,218.13,514.81,,434.47,387.55,,,,,,,,,,,,535.07,459.59,460.11,448.61,524.35,463.60,523.41,354.34,439.18,400.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.46,315.30,299.47,296.84,,,,,,,,,,,,,,,,,,,,,,,388.81,342.34,369.66,377.67,336.26,488.23,,431.58,542.07,,,,,,,,,383.60,413.41,501.57,554.35,546.27,543.32,,,,,,428.48,430.12,394.14,390.65,,494.32,,,,533.17,402.44,340.26,,,,,,,346.02,390.06,409.13,488.85,,,546.90,187.94,447.87,506.61,450.09,356.41,246.93,267.71,,,,,,217.07,183.59,,,,,,,,,
2019-06-22 22:11:17.033000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.61,495.81,498.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.39,398.05,401.72,386.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.40,501.32,465.55,480.38,,,,,,,,,,,,,,,,,,,,425.64,485.83,491.12,,,,519.35,532.11,522.12,,,,,,472.03,427.92,,,,,,,,,
2019-07-08 22:11:20.766000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.17,414.25,405.96,240.63,,,,,535.58,502.32,509.24,533.22,534.90,447.75,467.81,463.21,429.40,458.58,398.45,232.43,452.35,457.81,476.08,470.63,493.33,512.36,505.44,457.62,445.76,422.89,529.36,527.52,,552.43,470.91,554.52,499.05,359.94,459.37,385.58,508.47,549.07,,274.34,257.54,266.62,,,184.25,279.51,331.14,510.18,420.58,353.06,462.16,,,,,,,,,,,,535.76,,485.44,401.40,260.03,473.65,,413.29,273.82,392.68,424.29,476.30,542.72,562.11,499.58,513.89,507.64,,,,,,453.83,414.12,,,,,,,,,
2019-07-31 22:17:38.893000,L8,,,,,,,,,,,302.46,281.77,503.19,,,,,,,,,,,404.79,412.00,435.58,467.11,,,,,,460.39,306.70,330.74,339.35,363.88,341.26,278.68,320.11,422.20,445.16,535.72,415.27,437.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.85,322.29,307.42,303.48,185.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.03,544.12,544.52,544.17,215.63,255.71,523.83,515.51,500.85,470.79,,524.21,377.96,300.49,536.63,532.92,469.48,350.89,,,,,,,,,,,338.28,371.95,536.72,535.88,534.63,529.40,534.14,324.39,319.82,365.53,298.00,,,424.75,460.73,370.11,324.69,,,,,,,,,
2019-11-04 22:17:58.697000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.80,524.71,534.65,536.01,501.92,516.37,,,,499.87,494.69,507.81,546.73,,,,,,,464.63,452.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.11,320.15,302.04,304.55,188.66,,,,,463.82,481.35,451.31,464.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.08,541.12,540.50,536.08,532.88,531.20,528.35,529.14,526.92,515.08,506.07,491.67,460.44,,516.75,547.80,522.37,,533.40,446.75,340.98,518.75,,,496.29,,,,,,546.54,527.65,525.43,526.82,526.02,524.12,346.61,407.96,321.35,299.57,353.24,,,,,,344.17,305.67,,,,,,,,,
2019-11-20 22:17:54.950000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.42,525.04,540.47,537.86,,,,,,500.97,496.81,507.35,552.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.98,316.43,304.78,302.26,,,,,,466.62,464.49,450.43,465.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.12,,530.96,544.37,538.51,534.14,533.83,531.21,529.15,529.10,528.22,514.64,437.86,491.50,374.58,,517.16,,,,,,,,,,495.43,,,,,,543.32,526.31,527.70,528.14,527.54,525.26,521.37,524.96,323.25,310.62,358.46,,,,,,349.61,308.11,,,,,,,,,
2019-12-22 22:17:51.823000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.93,523.07,519.82,530.88,534.65,502.91,513.86,,,,497.93,491.40,504.51,541.06,,,,,,,459.70,443.59,514.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.06,327.44,,507.55,549.27,399.34,456.90,453.44,440.19,458.93,489.49,451.15,467.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.49,540.21,533.71,533.30,531.79,530.60,522.17,525.97,524.43,512.65,502.81,491.45,459.15,,514.05,503.85,521.18,,522.80,403.54,344.05,529.00,,,494.85,,,,,,544.72,523.01,386.83,525.65,524.75,520.39,517.99,523.23,318.52,303.86,355.15,,,540.00,,,350.56,307.30,,,,,,,,,
2020-02-08 22:17:38.924000,L8,456.60,506.95,533.02,536.39,536.46,535.50,,,,437.31,440.01,397.59,439.73,509.60,,525.30,535.09,483.25,436.43,,,,,,,,,,,,,,,,,545.37,523.66,519.93,528.79,535.45,504.72,513.13,,,,498.96,489.67,504.50,540.61,,478.25,493.37,550.19,545.08,,457.21,440.95,515.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.89,329.43,550.87,507.13,531.77,427.53,455.29,385.35,305.46,455.28,490.28,449.49,461.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.61,539.91,538.99,534.72,532.52,529.83,520.52,526.57,523.88,438.07,505.40,487.66,457.11,,512.54,501.73,465.62,,523.23,446.30,344.22,503.10,,,362.06,,,,,,544.76,527.22,524.30,528.22,523.77,333.59,522.03,524.66,320.95,311.31,355.31,,510.04,299.92,,,348.43,306.20,,,,,,,,,
2020-02-24 22:17:35.189000,L8,454.27,505.80,532.89,535.35,536.93,531.49,,,429.28,473.63,409.27,,,508.73,448.24,,429.48,482.25,489.65,416.66,,,,,,,,,,,,,,,,546.62,489.41,518.97,529.07,533.96,503.50,533.03,,,,498.20,491.79,351.78,542.05,521.93,478.79,498.09,550.90,545.33,483.86,458.31,440.33,519.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.05,325.50,486.12,511.77,540.67,285.24,469.36,451.75,440.20,399.66,490.37,448.33,458.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.57,539.62,534.26,533.61,530.65,530.78,518.20,528.40,525.14,511.91,502.18,481.39,454.40,,514.94,,,,522.66,442.93,344.64,503.09,,,455.36,,,,,,544.43,521.65,522.47,524.64,524.00,520.03,518.97,523.10,319.95,303.97,349.99,291.10,517.79,303.41,,,344.52,301.30,,,,,,,,,
2020-03-11 22:17:28.877000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.38,502.46,510.68,545.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.57,317.17,311.07,308.88,,,,,,458.73,450.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.18,355.78,,,,,,,295.56,273.47,322.95,334.28,320.37,348.23,,,,,,535.94,454.15,350.20,,,,,,,,,,408.74,322.96,369.48,350.63,262.34,326.61,214.62,273.52,444.48,468.52,333.34,293.77,,,,,,,,,,,,,,,
2020-03-27 22:17:20.128000,L8,,,,,,,,,,,,,,,,,,453.81,450.32,463.17,,,,,,,,,,,,,,,,546.22,489.92,517.99,527.86,532.61,503.01,514.64,,,,497.00,419.31,399.61,536.04,517.87,474.20,480.52,502.45,510.62,487.47,452.09,435.10,523.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.65,536.64,494.00,417.99,457.82,495.23,520.98,454.52,476.37,473.32,496.17,490.47,490.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.32,537.32,533.19,531.19,528.57,524.72,517.39,523.56,522.62,500.64,485.52,326.31,317.25,,513.27,498.04,518.83,544.20,530.60,404.55,342.44,482.31,,,500.63,,,,,,541.62,522.73,519.69,523.24,518.36,518.07,362.73,470.22,307.42,319.30,347.59,,,500.72,,,337.21,343.98,,,,,,,,,
2020-04-28 22:17:04.952000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.87,529.57,,,364.04,290.27,196.72,275.89,180.62,,,499.13,,,,,,,,,453.27,455.19,459.95,,491.04,434.96,478.45,,,,,,,,,,,,,,,315.12,318.98,311.78,308.03,,,,,,464.25,485.87,438.67,455.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.86,539.62,540.12,535.72,534.84,533.58,530.86,532.30,528.09,515.15,502.40,489.93,459.69,,,475.04,458.12,477.03,490.04,465.61,409.55,550.46,201.00,,497.04,,,,,,545.32,528.06,528.62,530.53,527.44,524.70,522.97,524.20,321.22,303.53,355.81,,,528.68,,,351.63,306.87,415.28,270.81,357.93,522.54,,,,,465.75
2020-06-08 22:11:00.065000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.76,383.63,376.74,382.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.37,324.88,297.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01 22:17:22.957000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.37,511.00,511.12,554.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.21,323.73,325.29,319.04,310.33,190.17,,,,,,,432.69,453.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.09,541.10,542.68,540.54,537.18,536.38,534.48,532.20,528.56,332.15,438.53,498.26,464.23,,,,,,538.69,456.69,344.70,524.02,,,497.06,,,,,,548.52,530.13,532.21,384.00,354.25,332.46,353.12,409.53,322.07,304.64,359.66,232.36,,,,,359.69,315.43,,,,,,,,,
2020-07-10 22:11:15.773000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.60,477.15,485.01,501.42,,,,466.73,499.01,,,,,,,,292.15,305.05,496.39,509.60,310.82,409.79,423.54,412.72,407.19,402.40,398.42,389.56,342.93,407.11,390.22,415.30,405.26,351.59,356.63,444.82,414.12,231.41,225.70,444.17,452.37,464.29,453.98,457.95,458.02,483.67,474.69,495.59,485.56,485.40,514.17,532.53,515.77,527.99,523.63,508.00,446.45,199.34,216.33,234.26,249.68,519.96,501.28,280.97,252.51,251.47,298.58,283.41,471.03,205.96,273.55,356.20,524.91,478.40,397.03,459.39,,,,,,,,,,,539.89,320.17,259.89,262.98,533.71,498.19,485.81,509.36,427.35,496.95,511.30,434.55,507.19,538.81,558.43,498.11,510.23,503.25,,,,,,451.08,405.95,,,463.18,490.92,550.12,486.98,486.54,527.37,
