dates,satname,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0086,nzd0031-0087,nzd0031-0088,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0058,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0185,nzd0031-0186,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0081
2005-11-22 21:59:59.141000,L5,528.12,529.41,531.54,501.50,493.31,475.55,505.88,531.51,530.32,518.98,511.48,531.97,515.56,513.31,491.61,384.05,516.05,512.49,514.80,507.73,512.25,510.36,526.83,539.65,548.86,516.78,517.10,509.35,501.97,513.88,538.45,525.04,546.70,545.44,549.32,541.80,525.19,452.27,386.11,352.19,355.70,393.90,531.05,541.84,542.51,,,,,,,,,198.17,209.31,422.63,486.22,403.20,,,,,,,,,,,,,,,,,466.72,486.39,510.48,450.12,269.00,297.11,306.03,291.60,299.65,256.11,521.15,467.53,277.16,304.55,399.51,420.50,416.27,412.52,503.36,,,,,,,519.97,525.91,538.80,428.29,219.19,,,,,,,,,,,,,,,,,,,,,,,,,301.07,454.74,360.29,491.05,,,,,,,,528.40,478.35,371.97,466.08,487.05,424.51,,,,,,,,500.24,473.51,,390.91,372.87,354.24,237.78,,492.38,,385.11,410.95,516.98,,,,502.64,522.75,508.98,,,,534.17,496.62,463.68,430.96,,471.33,,,,,,,
2006-02-10 22:01:51.332000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.19,441.43,474.16,,,,,,,,,,,,,,,,,,,,,,362.62,391.37,379.90,379.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.25,478.20,409.20,465.50,,,,,,,,,,,,,,,,,,,,227.00,468.52,515.73,,,,505.76,525.83,511.48,,,,,,472.80,429.93,,,,,,,,,
2006-02-17 22:08:11.136000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.17,510.63,323.00,538.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.83,310.46,297.58,295.70,,,,,,502.74,495.44,468.44,423.44,,,,,,,,,,,,,,,493.29,435.74,365.76,461.64,528.57,,,381.42,370.38,297.01,,,,,,,,,549.50,547.07,541.87,537.14,525.03,533.19,529.47,527.40,526.33,520.11,512.41,498.79,480.09,,,,,,,,,454.65,,,525.42,,,,,,,529.82,533.91,532.25,533.45,527.90,528.23,527.47,309.17,293.25,344.16,,,,,,349.51,316.06,,,,,,,,,
2006-03-14 22:02:31.280000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.05,399.31,384.79,,485.55,509.36,503.28,433.32,419.98,477.05,383.17,424.82,426.35,527.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.85,401.46,391.41,388.36,,,,,509.90,489.34,494.71,516.26,519.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.00,469.61,350.30,443.97,,,,,,,,,,,,,,,,,,,,398.55,477.53,517.49,545.97,,,491.49,508.66,502.05,,,,,,447.45,410.09,,,,,,,,,
2006-04-06 22:09:08.139000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.23,535.74,538.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.22,315.96,302.24,295.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.52,327.85,321.36,283.40,254.23,270.52,285.28,537.07,541.19,228.82,369.72,309.76,271.74,,,,,,,,,,462.32,,,,,,,403.30,267.09,513.85,263.98,368.02,528.83,490.69,484.97,443.91,268.65,,271.12,408.89,,,,,,350.46,210.66,,,,,,,,,
2006-05-01 22:03:21.687000,L5,513.06,296.31,250.49,500.23,514.36,502.69,512.17,521.84,511.98,476.42,422.14,,,,,,,265.09,235.72,456.01,497.61,485.50,,,,507.72,522.27,509.13,513.04,525.34,542.26,530.14,550.45,376.03,334.55,502.87,436.02,403.86,,,,,,,382.20,,,358.49,426.10,425.50,525.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.18,401.30,389.09,388.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.62,466.01,368.33,456.05,498.07,190.92,477.64,525.58,519.43,497.47,514.56,,,,,,,,,,,,,366.49,474.16,515.84,,,,499.22,519.26,506.28,,507.13,525.06,516.97,492.23,456.03,422.33,,,,,,,,,
2006-05-08 22:09:38.251000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.89,535.26,439.18,456.78,424.56,529.04,,,495.00,518.90,320.27,546.54,424.89,370.82,358.16,375.03,376.04,447.14,524.28,,,,,,,,,,,442.16,,,392.87,285.30,229.85,364.35,355.31,291.12,297.93,206.22,177.78,,,,,,,,301.95,316.12,299.98,293.38,202.74,,,,,493.03,519.89,472.27,491.01,,,,,,,,,,,,,,,,,,,332.30,347.96,308.26,284.25,,,,332.89,364.22,353.96,381.27,380.87,,,,,,,,,,510.74,503.06,,,284.63,307.53,,512.10,,384.77,367.27,396.67,425.35,365.64,437.99,,,516.16,395.51,540.02,545.48,,,,495.11,469.02,,,,,,292.92,264.25,318.49,,,,,,334.66,296.48,172.08,,466.55,198.44,539.83,,,,186.22
2006-05-17 22:03:33.996000,L5,,,,413.73,482.10,482.01,504.32,511.10,506.56,483.69,487.81,463.39,468.88,459.36,448.75,461.89,488.29,490.87,470.66,478.67,464.27,480.19,482.71,500.12,516.59,489.06,465.64,453.27,476.22,479.93,505.15,497.01,527.45,519.44,519.50,435.36,440.16,435.91,354.63,291.74,344.42,331.84,291.64,515.29,494.46,,,301.39,370.69,209.91,213.77,393.28,468.43,406.04,380.54,403.06,413.20,321.18,394.47,394.94,527.69,,,,,,,,,,,,,,,,,,,,,,,,508.46,507.43,536.42,543.30,383.08,412.52,401.76,392.32,368.33,311.55,409.81,,,,253.14,510.25,522.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.99,514.95,460.53,350.95,454.05,503.61,406.61,535.16,535.06,,515.56,341.75,416.20,,,,,,,,,,,295.17,404.32,489.02,521.34,539.70,521.05,,495.36,513.06,498.77,445.97,315.16,237.28,500.10,472.61,444.76,407.64,,,,,,,,,
2006-06-25 22:10:20.606000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.79,533.75,526.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.06,322.68,305.09,305.07,195.91,,,,,,462.25,423.06,465.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.19,545.47,190.25,243.00,334.58,330.69,325.91,320.97,,,,,,,,,452.62,,,503.16,,,,,,,297.41,540.92,543.76,537.88,537.42,534.48,273.61,313.92,296.12,351.31,,,,,,354.95,316.51,,,,,,,,,
2006-08-21 22:04:55.513000,L5,,,,461.04,479.50,485.94,462.89,457.01,473.69,469.99,457.41,422.88,413.37,391.55,415.71,184.81,477.48,459.77,,335.75,337.22,461.92,470.25,483.52,503.08,487.29,445.33,373.53,461.87,472.72,515.78,508.25,517.82,517.55,523.62,294.23,311.95,421.53,,,,,,199.44,516.01,,,,,,198.18,256.18,242.87,292.53,270.83,278.68,292.50,312.46,399.80,402.15,374.02,,,,,,,,,,,,,,,,,,,,,,,,,,,252.35,388.21,410.47,402.99,397.71,392.84,,,,493.90,467.64,456.89,509.96,513.96,,,,,,,457.38,472.77,480.55,483.46,495.12,494.25,371.94,539.75,505.39,,,,,,,,,,,,,,,,,,,,,,,355.46,504.03,455.62,343.28,441.32,478.82,391.41,524.31,525.88,306.03,388.12,,,,,,,,,,,,,314.59,427.08,500.56,533.00,475.04,547.62,550.56,488.63,507.93,496.56,,,,494.07,467.14,440.65,394.16,,,,,,,,,
2006-09-13 22:11:23.474000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.26,213.24,279.42,373.26,375.17,336.03,309.75,,,,,,,,,,,,,,377.69,444.46,421.84,365.81,,,223.15,334.16,377.87,430.67,,,,,,,203.36,264.93,369.69,,,,,,,,,,,,,,,,,,,535.32,527.94,511.50,493.55,,,,,,,477.16,415.92,473.57,,,,,,,,,,,,,,,547.65,546.13,431.39,293.42,345.76,173.63,178.45,534.70,,,360.58,319.02,,,,,,,,,
2006-09-29 22:11:34.525000,L5,,,,,,,,,,,,,,,,,270.80,219.33,205.50,258.00,,,,,,,,,,,,,,,,,,,,,,,,,,510.95,529.26,524.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.27,319.25,301.23,300.91,178.66,,,,,481.53,465.10,454.62,467.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.62,543.46,543.68,546.08,546.54,539.31,531.08,520.73,505.98,484.38,,,,,,,,,471.51,,,504.46,,,,,,,541.61,547.38,547.02,342.89,316.32,543.46,540.50,308.56,291.86,344.87,,,,,,350.96,313.11,,,,,,,,,
2006-11-25 22:06:19.953000,L5,,517.65,516.71,493.68,461.13,479.18,483.21,487.13,482.39,478.21,468.99,479.57,454.45,460.83,457.21,454.04,449.47,447.96,450.26,448.79,446.81,443.37,466.50,483.39,492.19,458.41,436.62,440.05,411.21,369.00,391.91,408.10,461.00,443.64,,,,,,,,,,,,,185.92,295.20,286.94,228.01,239.07,256.84,331.51,316.97,307.64,345.92,405.61,372.68,458.65,499.04,524.99,533.40,539.23,539.62,540.86,539.47,548.26,547.34,540.52,548.38,,,,,,,,,,,,,,,,,,,340.75,347.34,340.00,312.62,,,,,490.96,520.12,525.80,521.19,,,,,,,,,,436.85,430.84,447.96,436.11,,,,,,,,,,,,,,,,,416.41,525.05,,,,,,,,,471.00,384.44,442.40,504.21,475.89,,,,,,,,,541.28,546.98,517.49,,,,,,371.54,,410.50,469.09,,,,524.65,526.00,518.45,489.18,280.86,277.39,,440.32,452.18,454.43,420.69,541.50,541.48,,,,,,,
2006-12-02 22:12:34.352000,L5,453.35,503.04,528.07,533.68,540.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.32,477.63,499.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.97,532.85,527.85,528.53,524.12,523.09,525.83,517.87,518.37,330.24,326.70,327.66,329.10,,,,,,,,,438.73,,,,,,,,,,521.71,523.76,334.31,524.13,541.28,195.26,294.13,304.57,326.75,379.43,,,494.08,,,358.95,316.41,,,,,,,,,
2006-12-11 22:06:28.205000,L5,283.65,530.49,500.92,468.53,404.82,408.46,409.35,409.12,401.28,391.98,379.44,387.01,376.28,378.71,369.81,382.83,384.36,377.82,381.17,373.75,367.42,370.65,374.65,388.99,397.18,368.52,380.97,384.48,368.31,373.51,402.12,391.65,406.90,402.58,395.54,383.31,319.06,293.09,370.63,373.20,353.03,384.66,394.89,407.41,416.51,,,,,,426.88,428.92,428.07,313.59,287.93,356.55,282.71,294.32,299.30,440.88,452.62,462.73,470.99,468.92,465.97,466.12,459.08,493.24,486.90,491.76,493.59,513.83,505.44,508.49,510.11,521.02,521.72,544.76,537.61,545.78,551.76,,,,,,,,,,,,,,,,390.62,531.28,485.57,505.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.05,351.69,420.28,488.23,517.95,407.86,266.86,408.71,407.59,417.17,397.53,417.20,420.21,,463.72,473.04,493.93,,,,,,,377.79,429.85,476.01,,,473.92,440.92,515.91,485.31,473.71,236.29,190.71,,382.49,358.50,449.84,392.62,459.93,469.17,495.67,502.95,503.28,490.01,503.13,518.64,462.12
2007-01-03 22:12:49.248000,L5,411.45,462.81,488.50,495.16,482.68,500.53,520.24,535.70,524.20,531.29,536.41,,,,,,,,,,,,,,,383.96,372.77,382.79,422.89,435.79,465.03,,506.58,519.57,497.07,486.24,431.60,385.25,281.90,439.82,538.33,,,505.52,473.69,450.32,429.79,436.14,,,424.34,441.84,461.02,501.69,403.48,527.05,413.70,549.85,,,,,,,,548.31,538.39,538.65,535.83,538.49,517.46,543.30,510.48,,524.29,531.87,538.47,549.37,541.26,546.25,,,,,546.44,531.79,526.42,525.71,526.78,536.52,535.12,538.96,533.47,449.45,351.23,459.20,416.67,406.12,526.89,528.23,523.84,512.64,537.00,531.20,534.59,535.80,537.06,537.26,538.22,535.76,532.35,540.94,548.34,539.36,541.39,543.11,543.90,537.70,538.61,539.71,540.48,534.74,524.02,537.80,524.33,530.31,526.00,524.03,517.23,514.02,508.45,506.88,504.11,501.74,498.98,497.87,499.49,490.97,495.48,485.82,476.56,454.53,312.64,508.80,371.40,440.24,371.77,503.59,444.50,367.75,267.91,394.01,531.49,544.22,418.76,529.32,523.81,519.61,509.70,508.46,518.51,338.43,493.77,486.72,488.22,505.99,494.90,485.13,304.64,357.50,384.77,,,,472.04,366.49,406.78,325.74,533.16,537.81,547.64,546.17,527.54,537.81,539.34,540.24,539.59
2007-02-13 22:06:23.395000,L5,533.10,541.21,542.40,513.65,522.83,523.07,532.53,538.74,529.14,516.88,511.79,521.24,503.85,516.32,508.20,519.06,521.52,523.12,524.32,512.06,514.59,501.77,512.56,542.63,,541.42,538.77,537.93,538.92,516.18,544.67,530.98,536.22,535.14,530.92,530.23,448.22,430.93,396.55,358.91,360.46,372.46,530.93,487.82,529.56,,,301.88,390.32,316.81,213.41,476.79,501.10,488.68,440.50,419.35,480.04,385.51,414.14,406.51,523.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.69,400.74,379.89,375.36,348.20,538.95,,237.92,502.70,483.91,490.31,518.20,529.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.90,475.42,376.18,464.66,526.00,418.90,534.14,,,516.17,361.46,495.11,,,,377.38,,,,,,,,383.56,470.59,509.74,,,,505.53,516.82,505.21,551.59,329.53,284.17,,513.13,459.90,422.29,,,,,,,,,
2007-09-25 22:04:24.972000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.14,395.87,391.67,382.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.53,480.84,432.12,467.13,,,,,,,,,,,,,,,,,,,,396.02,472.09,516.01,541.74,,,502.62,525.56,512.23,,,,,,470.91,440.38,,,,,,,,,
2007-10-02 22:10:31.289000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.40,319.56,307.64,298.38,170.88,,,,,,446.76,438.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.34,190.91,331.29,336.22,327.90,332.96,,,,,,,494.06,437.25,,,,489.95,,,,,,,243.83,325.02,344.70,253.58,217.11,546.90,276.79,307.99,296.42,352.04,170.66,195.56,506.70,,,355.23,322.50,,,,,,,,,
2008-10-29 21:55:00.479000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.94,409.64,407.39,,,,,,,,,,,,,,,,,,,385.44,408.65,387.63,380.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.10,507.73,444.91,358.01,446.08,,,,,,,,,,,,,,,,,,,271.03,212.23,392.31,424.96,476.63,,,493.64,506.35,502.49,,,,,,472.07,,,,395.64,331.49,,,,,
2008-11-21 22:01:05.982000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.86,309.86,295.52,291.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.81,543.91,544.99,537.14,538.32,524.39,421.56,490.43,,,,,,,477.64,422.25,,,,,,,,,,,541.96,549.52,547.14,552.52,222.75,544.45,545.88,395.27,313.25,349.19,168.18,189.57,,,,363.39,320.06,,,,,,,,,
2008-12-16 21:55:41.804000,L5,536.28,543.49,544.50,521.14,527.44,527.92,542.39,,,,,536.01,526.65,538.44,529.70,531.91,533.21,532.18,528.53,528.41,530.83,530.50,534.98,,,,,,,,,,,,,,,,,,,,,,,542.35,525.81,517.26,527.75,543.11,550.84,,,,454.17,420.26,547.55,379.32,449.33,445.64,,,,,,,,466.03,,,,,,,,,,,,,,,,,,,,,473.28,293.60,,,,,,,,,,,,,,,,,,335.53,365.37,387.30,351.91,,,,,,,,,,,,,429.84,534.97,407.74,348.23,398.72,,510.70,227.13,292.62,322.86,346.49,385.44,459.97,517.34,507.43,549.17,,,,,532.13,,,,,,,,535.80,524.14,484.10,,433.02,350.09,,,,324.18,,,,,,,,,,,,490.77,512.98,,,,,520.51,525.66,,,,,,,
2009-01-01 21:56:07.642000,L5,523.57,531.58,528.58,498.23,510.34,511.24,524.52,530.54,530.48,519.39,510.00,519.83,504.07,511.83,509.90,517.99,513.73,520.41,510.59,509.04,512.84,509.46,522.12,536.13,546.36,511.96,524.08,520.32,509.12,511.34,543.65,535.55,543.14,545.21,545.63,537.84,464.82,446.48,398.89,359.52,363.33,398.96,530.57,480.89,538.43,,,350.59,406.57,397.05,225.05,530.49,507.80,,436.07,416.20,484.95,396.51,439.70,422.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.52,397.29,389.97,382.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.59,477.11,387.94,459.16,515.18,414.96,545.33,,,450.12,354.38,473.86,,,,,,,,,,,,218.81,475.66,517.03,542.75,,,501.74,524.52,513.17,551.67,323.40,274.96,531.13,494.39,462.41,420.73,,,,,,,,,
2009-01-24 22:02:55.057000,L5,,,,,,,534.06,413.02,,530.25,397.00,404.28,404.48,536.07,,537.63,458.21,457.36,419.28,403.82,410.01,408.84,530.12,,,,,,,,,,,,,,,,,,,,,,,508.29,507.02,323.63,535.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.36,544.14,521.63,519.25,435.05,,513.74,474.46,,434.35,427.65,457.78,519.10,,409.54,527.93,476.21,501.54,,,,,,,,,472.19,534.12,535.05,,,,,,,,,,,,,,,,,,,,,,,550.46,540.50,537.68,535.39,529.83,524.83,522.08,506.65,510.37,434.37,494.56,425.54,498.21,,,,,,,,358.58,,,544.24,,,,,,,525.47,524.33,530.22,529.51,527.89,525.04,518.50,314.62,294.30,341.26,,,,,,352.26,309.74,,,,,,,,,
2009-02-02 21:56:58.438000,L5,327.73,200.47,208.24,475.52,391.21,489.05,497.63,505.81,501.27,472.03,449.44,419.90,304.75,278.75,272.85,272.85,262.60,269.91,280.91,275.09,493.07,497.04,499.25,519.23,525.57,481.86,467.11,454.98,483.17,450.48,417.61,402.58,444.73,470.53,516.15,418.93,440.43,424.57,371.19,283.65,334.50,306.17,276.89,379.80,392.14,,,,391.08,189.99,210.87,399.67,471.36,416.29,406.32,401.85,455.80,336.18,389.53,394.09,371.16,,,224.36,347.93,388.83,412.31,,465.20,484.28,463.49,,,,,,,,,,,,,,,,,,384.93,402.72,396.80,387.14,,,,,502.54,478.00,472.79,511.06,522.23,544.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.47,520.89,473.54,373.38,448.31,493.09,389.82,500.74,513.10,518.54,402.20,326.17,368.82,,,,553.23,,,,,,,292.32,406.94,492.92,525.86,541.09,,,488.93,508.89,498.05,417.84,296.54,232.08,451.67,375.58,448.23,420.25,432.34,320.21,469.06,481.71,553.61,,,,413.69
2010-02-05 22:02:17.935000,L5,,533.68,536.99,507.95,499.70,504.13,,361.86,509.07,462.40,515.84,527.24,520.01,518.79,518.62,528.47,527.17,528.79,523.54,505.99,519.30,528.04,538.61,538.29,539.06,523.73,528.96,530.12,514.55,525.65,,,,,,,537.67,541.78,528.12,524.84,535.02,529.30,,,,,434.09,391.26,434.40,435.62,519.52,,,,,514.33,497.17,435.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.27,387.30,370.63,,,,,505.39,501.74,484.14,520.51,527.42,547.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.55,536.26,442.59,302.79,397.00,453.23,,,,,,,495.63,540.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.97,526.09,539.56,499.00,,,,,,,,,,,
2010-02-12 22:08:30.110000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.94,534.60,522.96,,,,,,,,,,,,,,,,,,,,,,,,374.17,405.09,494.21,547.05,,,,,,,,,,,300.97,311.79,292.30,286.67,,,,,,484.51,519.91,,,,,,,,517.70,352.13,309.99,280.44,281.41,269.62,298.48,,,,,,,,,,532.46,452.41,505.70,511.83,491.82,,,,,,,,,536.21,416.20,376.54,365.24,434.17,204.41,238.84,528.15,516.62,504.96,481.26,,,,,,,481.72,432.68,488.31,,,,,,,,,,305.08,548.44,527.24,492.30,527.30,536.05,541.40,313.75,300.80,344.18,168.22,185.81,450.46,,,357.81,315.28,,,,,551.58,416.28,357.88,368.24,
2010-11-27 22:07:24.215000,L5,,,,,,,,,,425.02,453.32,421.71,404.36,429.62,479.48,493.21,484.30,513.84,490.14,492.58,,,,,,,435.10,435.32,421.50,443.14,,,,,,,503.93,459.09,489.63,515.46,516.42,526.90,,,,478.43,485.49,325.05,483.09,,,,,,443.88,460.37,458.48,435.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.57,315.76,299.59,294.92,181.31,,,,462.58,526.20,527.01,520.98,515.42,493.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.18,543.90,534.39,529.35,528.64,528.90,522.67,520.15,503.20,507.15,498.13,483.38,466.48,,525.65,,,,,,,430.34,,,372.40,,,,,,543.71,257.27,332.54,332.44,243.33,201.24,515.46,489.72,307.27,290.57,340.38,,,,,,346.45,304.44,,,,,,,,,
2010-12-06 22:01:12.836000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.73,237.31,220.12,444.75,484.96,412.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.96,393.15,383.11,380.88,,,,,490.93,481.41,461.21,500.40,505.51,537.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.08,503.05,452.42,354.51,425.30,,,,530.48,536.55,537.91,341.34,362.58,,,,548.52,,,,,,,413.04,,312.79,410.23,466.10,496.55,544.19,441.40,498.31,488.38,,,,,,439.23,410.29,,,,,,,,,
2011-01-14 22:07:31.728000,L5,,,202.13,352.90,331.70,,,,,,443.20,499.84,473.30,546.66,487.02,481.93,473.71,521.05,496.57,,,,,,,,,,,,,,,,,,523.27,470.16,489.03,536.00,526.91,543.14,,,,498.35,500.14,310.71,483.97,538.11,483.65,495.04,519.32,513.92,434.64,468.21,465.31,443.25,,,,305.14,347.66,385.00,348.76,,,,,,335.92,478.12,294.67,420.54,521.85,252.97,260.46,284.00,245.43,248.96,272.84,254.54,,,,314.08,320.44,306.57,301.32,,,,,471.06,403.86,379.29,408.03,412.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.77,466.42,501.54,539.44,529.56,522.12,446.83,508.29,515.25,500.61,190.19,336.83,345.48,324.70,327.48,,519.81,,,,,,,273.88,,,372.28,,,,,,472.63,254.52,331.13,332.19,244.60,217.74,,277.56,314.49,298.57,347.62,,,,,,349.73,319.88,,,,384.02,503.53,412.99,493.98,453.07,
2011-02-15 22:07:34.670000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.66,512.29,310.59,542.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.76,355.91,352.70,333.34,471.47,,193.14,224.89,266.29,360.00,524.94,511.72,489.80,,,453.63,424.98,314.21,302.56,335.19,,,,,,,,,433.62,385.90,363.20,353.12,344.97,353.83,,,,,,,264.38,345.55,322.69,411.46,423.65,439.66,508.22,535.00,518.08,531.40,534.26,529.43,531.36,515.50,526.23,513.01,439.06,480.39,,,,,,,,,393.86,,,527.19,375.60,377.57,244.59,,,424.63,522.90,532.27,538.63,532.66,534.27,529.64,532.98,319.83,297.16,337.06,,,,,,348.98,307.02,,,,,,,,,
