dates,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0058,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0081,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0185,nzd0031-0186,nzd0031-0086,nzd0031-0087,nzd0031-0088,satname
2015-10-24 22:17:40+00:00,,,400.89,396.01,,,,,373.36,397.75,,,308.3,318.11,,263.3,328.6,,,,,,392.05,,,380.57,,,,,,,,387.97,,366.74,,407.7,,351.04,,275.3,304.96,337.71,,241.615,311.09000000000003,261.5,296.75,380.33,,,,,372.92,327.335,210.18,249.2,,,,205.65,235.76,294.38,,,,328.82,,,,,,,294.45,313.9,273.46,272.025,230.27,252.30000000000004,271.195,260.43,252.96,304.005,318.26000000000005,307.9175,316.48,190.45,,367.72,286.96,296.66999999999996,301.59,319.45500000000004,306.76,348.61,,,339.15,335.25666666666666,333.105,330.57,306.48,279.64,,,329.18,359.21,312.25,341.14,338.62,355.88,,376.74,355.15,359.35,,378.68,378.69,,388.49,,277.35,285.4,250.99,,,262.43,186.13,310.66,,,,,,,352.01,316.825,309.65,316.855,305.725,,280.41,,,,,395.91333333333336,313.745,,,317.01,335.12,368.45,,,350.06,225.2,325.78,,265.57,222.59,191.3,,260.86,291.21666666666664,268.62,334.345,,,,,,311.85,,,,,,,,,334.03499999999997,298.73333333333335,,,,L8
2015-12-11 22:17:42+00:00,,,400.89,396.01,,,,,373.36,397.75,,,308.3,318.11,,263.3,328.6,,,,,,392.05,,,380.57,,,,,,,,387.97,,366.74,,407.7,,351.04,,275.3,304.96,337.71,,241.615,311.09000000000003,261.5,296.75,380.33,,,,,372.92,327.335,210.18,249.2,,,,205.65,235.76,294.38,,,,328.82,,,,,,,294.45,313.9,273.46,272.025,230.27,252.30000000000004,271.195,260.43,252.96,305.94,318.91,306.75,313.25333333333333,188.27499999999998,378.64,367.72,286.96,296.66999999999996,301.59,319.45500000000004,306.76,348.61,,,339.15,335.25666666666666,333.105,330.57,306.48,279.64,,366.09,329.18,359.21,312.25,341.14,338.62,355.88,,376.74,355.15,359.35,,378.68,378.69,,388.49,,277.35,285.4,250.99,,,262.43,186.13,310.66,,,,,,,352.01,323.66333333333336,318.145,319.13,313.00666666666666,,280.41,,,,,397.4,323.2133333333333,,,317.01,335.12,368.45,,,350.06,225.2,325.78,,265.57,222.59,191.3,,272.11,298.4575,275.93,334.345,,,,,,311.85,,,,,,,,,337.33,300.65500000000003,,,,L8
2015-12-20 22:11:33+00:00,,,400.89,396.01,,,,,373.36,397.75,,,308.3,318.11,,263.3,328.6,,,,,,392.05,,,380.57,,,,,,,,387.97,,366.74,,407.7,,351.04,,275.3,304.96,337.71,,241.615,311.09000000000003,261.5,296.75,380.33,,,,,372.92,327.335,210.18,249.2,,,,205.65,235.76,294.38,,,,328.82,,,,,,,294.45,313.9,273.46,272.025,230.27,252.30000000000004,271.195,260.43,252.96,305.94,318.91,306.75,313.25333333333333,188.27499999999998,378.64,372.0,286.96,296.66999999999996,301.59,319.45500000000004,306.76,348.61,,,339.15,335.25666666666666,333.105,330.57,306.48,279.64,,366.09,329.18,359.21,312.25,341.14,338.62,355.88,,376.74,355.15,359.35,,378.68,378.69,,388.49,,277.35,285.4,250.99,,,262.43,186.13,310.66,,,,,,,352.01,323.66333333333336,318.145,319.13,313.00666666666666,,280.41,,,,,397.4,323.2133333333333,,,317.01,335.12,368.45,,,350.06,225.2,325.78,,265.57,222.59,191.3,,272.11,298.4575,275.93,334.345,,,,,,311.85,,,,,,,,,337.33,300.65500000000003,,,,L8
2015-12-27 22:17:43+00:00,,,400.89,396.01,,,,,373.36,397.75,,,308.3,318.11,,263.3,328.6,,,,,,392.05,,,380.57,,,,,,,,387.97,,366.74,,407.7,,351.04,,275.3,304.96,337.71,,241.615,311.09000000000003,261.5,296.75,380.33,,,,,372.92,327.335,210.18,249.2,,,,205.65,235.76,294.38,,,,328.82,,,,,,,294.45,313.9,273.46,265.49,230.27,260.605,271.195,260.43,252.96,307.5375,318.96000000000004,310.008,312.6,187.14666666666665,378.64,372.0,286.96,296.66999999999996,301.59,319.45500000000004,306.76,348.61,,,339.15,332.4,333.105,330.57,306.48,,,366.09,329.18,359.21,312.25,341.14,338.62,355.88,,376.74,355.15,359.35,,378.68,378.69,,388.49,,287.06,,,,,,,310.66,,,,,,,,323.66333333333336,318.145,319.13,313.00666666666666,,280.41,,,,,397.4,329.15,,,317.01,,,,,,,325.78,386.58,265.57,222.59,191.3,,272.11,303.592,281.76666666666665,334.345,,,,,,311.85,,,,,,,,,341.6125,302.634,,,,L8
2016-01-12 22:17:40+00:00,,,400.89,396.01,,,,,,,,,308.3,318.11,,263.3,328.6,,,,,,392.05,,,380.57,,,,,,,,387.97,,366.74,,407.7,,351.04,,275.3,304.96,338.15,,231.47,307.1,258.09,293.79,380.33,,,,,372.92,322.09,210.18,249.2,,,,205.65,235.76,294.38,,,,328.82,,,,,,,294.45,313.9,273.46,265.49,230.27,261.67,273.18,269.565,,308.258,312.44,303.556,307.0875,184.5725,378.64,372.0,286.96,296.66999999999996,,321.23,306.76,348.61,,,339.15,331.46,331.54,,,,,366.09,,,,,,,,,357.15,,,,,,,,287.06,,,,,,,310.66,,,,,,,,324.20500000000004,318.145,319.13,316.39,,,,,,,399.95,345.23,,,317.01,,,,,,,325.78,384.945,265.57,286.855,191.3,,274.255,311.216,288.8516666666667,334.87,,,,,,311.85,,,,,,,,,345.7425,307.172,,,,L8
2016-05-12 22:10:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.35,,,,,,,,,,,,,,,,,,,,,,,,,311.0933333333333,318.2566666666667,302.3833333333333,308.5666666666666,182.61333333333332,378.64,376.28,,,,,,,,,,339.23,375.34,,,,,366.09,,,,,,,,,,,,,,,,,,,,,264.78,259.37,192.4,,,,,380.97,363.33,,330.52,337.34,326.64,337.86,327.57,,,,,,,401.86,345.06666666666666,,,,,,,,,229.69,331.22,384.945,,351.12,,,294.61,321.2766666666667,308.96333333333337,,,,,,,,,,,,,,,,350.16,310.0566666666667,,,,L8
2016-10-10 22:17:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.35,,,,,,,,,,,,,,,,,,,,,,,,,309.78,323.64,306.7,309.95,190.29,,,,,,,,,,,,339.23,375.34,,,,,,,,,,,,,,,,,,,,,,,,,,264.78,259.37,192.4,,,,,380.97,363.33,,330.52,354.3,366.95,352.04,,,,,,,,,341.85,,,,,,,,,229.69,331.22,,,,,,313.54,324.22,302.08,356.16,,,,,,,,,,,,,,,351.81,314.34,,,,L8
2016-10-26 22:17:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.35,,,,,,,,,,,,,,,,,,,,,,,,,311.83,321.255,306.03999999999996,308.33500000000004,189.76999999999998,,,,,,,,,,,,339.23,375.34,,,,,,,,,,,,,,,,,,,,,,,,,,264.78,259.37,192.4,,,,,380.97,363.33,,330.52,354.3,366.95,352.04,,,,,,,,,342.44500000000005,,,,,,,,,229.69,331.22,,,,,,313.54,321.78,302.085,355.44500000000005,,,,,,,,,,,,,,,344.845,308.92999999999995,,,,L8
2016-11-20 22:11:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.83,321.255,306.03999999999996,308.33500000000004,189.76999999999998,,380.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3,366.95,,,,,,,,,,342.44500000000005,,,,,,,,,,,,,,342.68,308.41,313.54,321.78,302.085,355.44500000000005,,,,,,,,,,,,,,,344.845,308.92999999999995,,,,L8
2017-01-30 22:17:38+00:00,,,,,,,,,,436.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.8833333333333,320.83,306.8533333333333,310.1433333333334,188.39666666666668,,380.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3,366.95,322.16,328.93,,,,,,,398.09,340.83,,,,,,,,,,,,,,342.68,308.41,313.54,318.93666666666667,302.9066666666667,354.91333333333336,,,,,,,,,,,,,,,344.1133333333333,307.4266666666667,,,,L8
2017-03-03 22:17:25+00:00,,,,,,,,,,436.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.07,320.63,306.605,310.55,185.1625,,380.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3,366.95,322.16,329.82500000000005,,,,,,,400.275,341.21750000000003,,,,,,,,,,,,,,342.68,308.41,313.54,318.695,303.01,354.91333333333336,,,286.16,,,,,,,,,,,,345.7475,307.22,,,,L8
2017-04-20 22:16:59+00:00,,,,,,,,,,436.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.25,319.6825,306.5825,310.42499999999995,182.715,,380.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.16,329.82500000000005,,,,,,,400.275,341.64,,,,,,,,,,,,,,342.68,308.41,,320.4775,306.0425,354.28999999999996,,,286.16,,,,,,,,,,,,343.7266666666667,308.25,,,,L8
2017-05-06 22:16:55+00:00,,,,,,,,,,436.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.3825,321.0325,307.34000000000003,311.72999999999996,181.17000000000002,,380.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.3,,323.17,331.76666666666665,,,,,,,400.275,341.14500000000004,,,,,,,,,,,,,,342.68,264.385,312.03,321.6825,307.93,357.145,,,286.16,,,,,,,,,,,,349.72666666666663,311.305,,,,L8
2017-06-07 22:17:15+00:00,,,,,,,,,,436.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.392,322.878,307.774,311.65,181.17000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.3,,323.17,331.76666666666665,,,,,,,400.275,341.66,,,,,,,,,,,,,,332.58,220.36,312.03,322.11800000000005,307.448,357.145,,,286.16,,,,,,,,,,,,349.72666666666663,312.802,,,,L8
2017-07-09 22:17:23+00:00,,,,,,,,,,436.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.14166666666665,324.12166666666667,308.6566666666667,312.2733333333333,183.26600000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.945,329.82,324.69,333.325,,,,,,,400.275,341.92,,,,,,,,,,,,,,332.58,217.245,302.29999999999995,323.10833333333335,308.50333333333333,357.145,,,286.16,,,,,,,,,,,,349.72666666666663,312.802,,,,L8
2017-07-25 22:17:30+00:00,,,,,,,,,,436.59,,,,312.47,325.77,,,,396.95,,,,,,,,388.25,377.92,392.51,388.62,401.78,,,,342.1,360.7,,,,348.24,,,,,,219.11,271.45,265.63,297.35,,,,,,,328.04,,,,,,,,,,310.33,307.65,328.41,,,,,,,,,,,253.01,,,,,319.14166666666665,324.12166666666667,308.6566666666667,315.26142857142855,183.26600000000002,,,,,,,,,,357.74,319.51,339.86,347.87,337.77,314.89,,318.48,315.23,314.44,363.73,336.53,355.79,350.06,365.76,,,,375.93,,362.95,382.25,,381.93,,,,,,,,,,,,,,,,,336.07666666666665,318.96000000000004,318.3825,333.325,,,378.13,327.3,383.66,319.16,394.2033333333333,341.92,,,,,,,,,,,,,,332.58,217.245,289.06333333333333,323.10833333333335,308.50333333333333,344.87000000000006,,,286.16,,,315.12,,,,,,,,,345.90999999999997,310.17833333333334,,,,L8
2017-11-30 22:17:44+00:00,,,,,,,,,,,,,,312.47,325.77,,,,396.95,,,,,,,,388.25,377.92,392.51,388.62,401.78,,,,342.1,360.7,,,,348.24,,,,,,219.11,271.45,265.63,297.35,,,,,,,328.04,,,,,,,,,,310.33,307.65,328.41,,,,,,,,,,,253.01,,,,,316.68,319.99,301.68333333333334,319.97,191.65,,,,,,,,,,357.74,319.51,339.86,347.87,337.77,314.89,,318.48,315.23,314.44,363.73,336.53,355.79,350.06,365.76,,,,375.93,,362.95,382.25,,381.93,,,,,,,,,,,,,,,,,330.5,318.96000000000004,319.3633333333333,337.365,,,378.13,327.3,383.66,319.16,382.06,343.4699999999999,,,,,,,,,,,,,,332.58,214.015,283.80333333333334,323.08666666666664,308.4533333333333,320.32,,,,,,315.12,,,,,,,,,334.46,310.05333333333334,,,,L8
2018-05-09 22:16:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.41,311.1,295.935,309.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.57,,330.9,336.73,,,,,,,,337.94,,,,,,,,,,,,,351.7,,213.9,296.25,321.16499999999996,306.865,,,,,,,,,,,,,,,,358.75,312.64,,,,L8
2018-05-25 22:16:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.4666666666667,315.37666666666667,299.8666666666667,310.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.57,,330.9,336.73,,,,,,,,341.475,,,,,,,,,,,,,351.7,,213.9,296.25,322.12333333333333,307.89000000000004,,,,,,,,,,,,,,,,362.905,315.01,,,,L8
2018-06-26 22:16:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.3066666666667,325.80333333333334,309.1466666666667,311.24666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.92,,342.82,327.66,323.41,338.58,,,,,,,,343.75333333333333,,,,,,,,,,337.54,361.63,,351.7,327.84,225.66,304.56,325.88666666666666,312.2166666666667,,291.03,,,,,,,,,,,,,,362.905,317.63000000000005,,,,L8
2018-08-06 22:10:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.81,,313.3425,313.98249999999996,307.4775,311.24666666666667,,,,,325.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.82,,,,200.1,342.89,247.14,267.0,285.4,348.16,325.92,212.92,,342.82,327.66,328.89,338.58,,,,,,,,343.75333333333333,,,,260.66,,,,,228.48,337.54,361.63,,351.7,327.84,225.66,304.56,325.88666666666666,312.2166666666667,,291.03,,,,,,,,,,,,,,362.905,317.63000000000005,,,,L8
2018-09-07 22:11:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.81,,313.3425,313.98249999999996,307.4775,311.24666666666667,,,,,325.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.82,,246.67,257.59,200.1,342.89,247.14,267.0,286.76,348.16,342.15999999999997,212.92,352.43,342.82,327.66,328.89,338.58,,,,,,,,343.75333333333333,,,,260.66,,,,309.23,228.85,321.365,361.63,,351.7,327.84,225.66,304.56,325.88666666666666,312.2166666666667,,291.03,,,,,,,,,,,,,,362.905,317.63000000000005,,,,L8
2018-10-09 22:11:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.81,,313.3425,313.98249999999996,307.4775,311.24666666666667,,,,246.74,325.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.82,,246.67,257.59,200.1,342.89,247.14,267.0,286.76,348.16,342.15999999999997,212.92,352.43,342.82,327.66,328.89,338.58,,,,,,,,343.75333333333333,,,,260.66,,,,318.82500000000005,228.85,321.365,361.63,,351.7,327.84,225.66,304.56,325.88666666666666,312.2166666666667,,291.03,,,,,,,,,,,,,,362.905,317.63000000000005,,,,L8
2019-01-04 22:17:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.81,,297.51,298.135,300.51,295.47,,,,246.74,325.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.82,,246.67,257.59,200.1,342.89,247.14,267.0,286.76,348.16,342.15999999999997,,352.43,,,334.37,,,,,,,,,344.8,,,,260.66,,,,318.82500000000005,228.85,305.19,,,,,,,326.43,307.53,,,,,,,,,,,,,,,,354.88,315.81,,,,L8
2019-02-05 22:17:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.9,318.08500000000004,302.78,301.26,179.5,,,246.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.67,257.59,,,,,288.12,,358.4,,352.43,,,,,,,,,,,405.32,344.245,,,,,,,,318.82500000000005,229.22,305.19,,,,,,,326.43,307.53,,,,,,,,,,,,,,,,354.88,315.81,,,,L8
2019-04-26 22:16:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.98,,,,,,,,,,,,,,,,,,,,,,,,,,309.8,318.18333333333334,303.16333333333336,300.57666666666665,176.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.32,344.245,,,,,,,,,,,,,349.65,,,,322.615,307.24,357.26,,,,,,,,,,,,,,,355.86,312.24,,,,L8
2019-11-04 22:17:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.04,320.03,301.92,304.33,188.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.11,,,,,,,,,,,,,,,,,321.42,299.74,353.36,,,,,,,,,,,,,,,344.48,305.9,,,,L8
2019-12-22 22:17:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.105,323.80999999999995,301.92,304.33,188.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.37,342.495,,,,,,,,,,,,,,330.35,,,319.94,301.725,354.19,,,286.49,,,,,,,,,,,,347.365,306.495,,,,L8
2020-02-08 22:17:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.7,325.68333333333334,321.45500000000004,313.67499999999995,189.04500000000002,,,,305.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.14,,,,,,,,,,,,403.37,343.07,,,,,,,,,,,,,,331.97,,,320.27666666666664,304.92,354.56333333333333,,,286.49,,,,,,,,,,,,347.72,306.39666666666665,,,,L8
2020-02-24 22:17:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.7275,325.5675,321.45500000000004,313.67499999999995,187.47333333333336,,,,305.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.02499999999998,,,,,,,,,,,,403.37,343.54,,,,,,,,,,310.85,,,,331.97,,,320.23,304.7475,353.495,291.44,,294.6,,,,,,,,,,,,347.06,305.265,,,,L8
2020-03-27 22:17:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.7275,325.5675,321.45500000000004,313.67499999999995,187.47333333333336,,,,305.46,,318.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.02499999999998,,,,,,,,,,,,404.055,343.348,,,,,,,,,,310.85,,,,331.97,,,320.23,304.7475,353.495,291.44,,294.6,,,,,,,,,,,,347.06,305.265,,,,L8
2020-07-01 22:17:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.49,318.17,326.68,330.105,316.74,188.07333333333335,,,,305.46,,318.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.02499999999998,,,,,,,,,,,,404.74,344.075,,,,,,,,,,310.85,,,,333.59,,,321.00666666666666,306.67333333333335,355.05333333333334,289.97,,302.71,,,,,,,,,,,,350.9266666666667,307.71666666666664,,,,L8
2020-07-10 22:11:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.27,217.49,318.17,326.68,323.84999999999997,316.74,188.07333333333335,,,,305.46,,331.44,,,,,,357.74,,,,,,,,,,,,,,,,,,,,,,,,,233.11,,,,,,250.41,298.1,283.02,,,213.02499999999998,356.33,,,,,,,,,,,404.74,344.075,,,320.95,259.32,,,,316.92,,310.85,,,,333.59,,,321.00666666666666,306.67333333333335,355.05333333333334,289.97,,302.71,,,,,,,,,,,,350.9266666666667,307.71666666666664,,,,L8
2020-09-03 22:17:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.27,217.49,321.895,326.025,314.23333333333335,309.17499999999995,186.45,,,,,,331.44,,,,,,357.74,,,,,,,,,,,,,,,,,,,,,,,,,233.11,,,,,,250.41,298.1,283.02,,,216.65,356.33,,,,,,,,,,,404.74,343.56499999999994,,,320.95,259.32,,,,316.92,,313.23,,,,,,,321.88,306.375,359.56,288.5,,,,,,,,,,,,,,352.78,312.105,,,,L8
2020-09-12 22:11:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.27,217.49,321.895,326.025,314.23333333333335,309.17499999999995,186.45,,,241.18,,,331.44,,,,,,357.74,,,,,,,,,,,,,,,,,,379.98,377.99,310.99,,,,,233.11,,,,,,250.41,298.1,283.02,,,216.65,356.33,,,,,,,,,,,404.74,343.56499999999994,,,320.95,259.32,,,,316.92,,292.25,,,,,,,321.88,306.375,359.56,288.5,,,,,,,,,,,,,,352.78,312.105,,,,L8
2020-09-19 22:17:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.27,217.49,319.6566666666667,325.29333333333335,312.02750000000003,308.89,186.45,,,241.18,,,331.44,,,,,,357.74,,,,,,,,,,,,,,,,,,379.98,377.99,310.99,,,,,233.11,,,,,,250.41,298.1,283.02,,,216.65,356.33,348.37,,324.16,336.35,,,,,,,404.74,343.1233333333333,,,320.95,259.32,,,,316.92,,292.25,,,,,219.53,303.53,322.2966666666667,306.98,357.435,288.74,,,,,,,,,,,,,,352.48,312.51666666666665,,,,L8
