dates,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0058,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0081,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0185,nzd0031-0186,nzd0031-0086,nzd0031-0087,nzd0031-0088,satname
2020-12-17 22:11:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.27,217.49,319.6566666666667,325.29333333333335,312.02750000000003,308.89,186.45,,,241.18,,,343.93,,,,,,357.74,,,,,,,,,,,,,,,,,,379.98,377.99,310.99,,,,,233.11,,257.8,260.73,,,250.41,298.1,283.02,,,216.65,309.1,348.37,,324.16,336.35,,,,,,,,343.395,,,320.95,259.32,,,,309.18,233.13,292.25,,,,,219.53,303.53,322.2966666666667,306.98,357.435,288.74,,,,,,,,,,,,,,352.48,312.51666666666665,,,,L8
2021-01-25 22:17:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.3966666666667,320.8,308.10333333333335,312.6366666666667,182.58,,,241.18,,,,,,,,,,,,,,,,,,,,,,,,,,,379.98,377.99,310.99,,,,,,,257.8,260.73,,,,,,,,216.65,261.87,348.37,,324.16,336.35,,,,,,,404.54,341.95500000000004,,,,,,,,301.44,233.13,292.25,389.17,,354.59,,219.53,303.53,321.52,306.91333333333336,354.55,289.75,,,,,,,,,,,,,,348.00333333333333,308.54,,,,L8
2021-03-14 22:17:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.97,316.8933333333333,305.7366666666667,311.42333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8,260.73,,,,,,,,,261.87,348.37,,324.16,334.86,,,,,,,404.28,342.53999999999996,,,,,,,,301.44,233.13,,389.17,,356.67499999999995,,219.53,303.53,320.86999999999995,296.48333333333335,344.4433333333333,289.75,,,,,,,,,,,,,,342.58,302.08666666666664,,,,L8
2021-03-30 22:17:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.5833333333333,312.01666666666665,303.34999999999997,306.8966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8,260.73,,314.5,,278.39,312.53,,,,261.87,,,,333.37,,,,,,,404.28,342.68999999999994,,,,,,,,301.44,233.13,,389.17,,356.67499999999995,,,,310.1166666666666,295.15666666666664,339.01,290.52,,,,,,,,,,,,,,337.92999999999995,296.46,,,,L8
2021-05-01 22:17:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.7925,313.5025,303.7875,306.90250000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8,260.73,,314.5,,278.39,312.53,,,,261.87,,,,333.37,,,,,,,404.28,343.6666666666667,,,,,,,,301.44,233.13,,389.17,,356.67499999999995,,,,313.435,297.40749999999997,339.01,291.01,,,,,,,,,,,,,,344.32333333333327,301.5466666666667,,,,L8
2021-05-26 22:11:07+00:00,,,,,,,,,,,,,373.93,,,198.49,,,,313.62,,,,,,,394.53,,,,,348.19,,,,,170.19,,,,,249.64,333.39,368.18,365.47,,,,273.24,,189.37,,368.9,406.95,367.99,350.48,,,343.78,,,,,,,,,,,,,,,,,,,,,,,286.59,,305.128,313.5025,301.702,306.90250000000003,,,,269.86,,,,,,,,,350.02,343.51,,,,,,,,,,,,,,,,,363.29,349.04,,,,,,248.96,,252.905,264.63,207.21,306.65999999999997,,278.39,278.59499999999997,,,,272.68,,,334.69,333.37,,273.4,,,,,404.28,343.6666666666667,,,,267.48,,,249.37,301.44,236.365,,389.17,,356.67499999999995,,,,313.435,297.40749999999997,339.01,291.01,284.14,,,,,,,,,,,,,344.32333333333327,301.5466666666667,,,,L8
2021-10-01 22:11:46+00:00,,,,,,,,,,,,,373.93,,,198.49,,,,313.62,,,,,,,394.53,,,,,348.19,,,,,170.19,,,,,249.64,333.39,368.18,365.47,,,,273.24,,189.37,,368.9,406.95,367.99,350.48,,,343.78,,,,,,,,,,,,,,,,,,,,,,,286.59,,301.44499999999994,317.96,299.23,306.92,,371.43,368.73,269.86,,,,,,,,,350.02,360.27,364.92,,,,,,,,,,,,,,,,363.29,349.04,,,,,,248.96,,248.01,268.53,207.21,298.88,,,244.66,,,,266.47,,,334.69,,,273.4,,,,,,345.62,,,,267.48,,,249.37,,233.43,299.15,,,,,,,323.39,304.16,,291.5,284.14,,,,,,,,,,,,,357.11,311.72,,,,L8
2022-02-14 22:11:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.62,,,,,,,,,371.43,368.73,,,,,,,,,,,377.03,364.92,,,,,,,,,,,,,,,,,,,,,,,,,265.71,258.74,,298.94,,,,,,,249.45,,,,309.32,,,,,,,,,,,,,,,,,228.20499999999998,285.74,297.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2022-03-09 22:17:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.62,,,,312.26,312.05,305.51,297.31,,371.43,368.73,,,,,,,,,,,377.03,364.92,,,,,,,,,,,,,,,,,,,,,,,,,265.71,258.74,,298.94,,,,,,,249.45,,,,309.32,,,,,,,,344.68,,,,,,,,,228.20499999999998,285.74,297.09,,,,,,318.02,302.85,,288.61,,,,,,,,,,,,,,353.27,305.94,,,,L9
2022-05-04 22:17:26+00:00,,,,,206.17,,353.05,,,,316.2,308.9,,,,,,,,,,,,,,,,,,,,,,,,,,,376.63,,,261.61,290.84000000000003,327.93,341.16,,,269.35,296.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.62,,,216.77,312.26,312.05,305.51,297.31,,,,,,314.32,321.78,,,,357.3,,,334.83,327.06,306.57,,,,,,,337.4,312.07,,,,,,313.67,302.66,,,,,,,,,287.105,279.45500000000004,255.91,231.03,242.02,273.63,,,,,,304.82,310.04,307.71,309.84000000000003,,,,,,,397.84,338.005,,,338.24,,,,245.71,302.34,229.15,268.04499999999996,316.755,312.7,,,203.64,262.53,300.5,292.235,338.37,288.61,,,,,,,,,,,,,,344.935,300.15,,,,L8
2022-05-12 22:17:13+00:00,,,,,206.17,,353.05,,,,316.2,308.9,,,,,,,,,,,,,,,,,,,,,,,,,,,376.63,,,261.61,290.84000000000003,327.93,341.16,,,269.35,296.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.62,,,216.77,314.185,316.07,306.63,301.825,,,,,,314.32,321.78,,,,357.3,,,334.83,327.06,306.57,,,,,,,337.4,312.07,,,,,,313.67,302.66,,,,,,,,,287.105,279.45500000000004,255.91,231.03,242.02,273.63,,,,,,304.82,310.04,307.71,309.84000000000003,,,,,,,397.84,340.4633333333333,,,338.24,,,,245.71,302.34,229.15,268.04499999999996,316.755,312.7,,,203.64,262.53,306.32666666666665,295.8333333333333,346.75,289.995,,,,,,,,,,,,,,348.57666666666665,303.06,,,,L9
2022-06-05 22:17:39+00:00,,,,,206.17,,353.05,,,350.68,319.11,305.4,,,,,,,,,,,,,,379.59,391.64,376.38,389.89,383.31,,,,,,,,,376.63,345.31,,261.61,290.84000000000003,334.03999999999996,341.16,,,269.005,294.21000000000004,,,,,,,330.08,,,,,,,,,,,,,,,,,,,,,,,244.09,254.67000000000002,275.79,231.64,216.77,314.185,316.07,306.63,301.825,,,,,,314.32,320.80499999999995,,,,357.3,,,334.83,327.06,306.57,,,322.16,329.73,,,348.53499999999997,312.07,,,384.57,360.43,364.92,327.02,318.95500000000004,,277.0,,360.54,,,,371.09,287.105,279.45500000000004,255.91,231.03,242.02,273.63,,,,,,308.105,310.04,305.655,308.4433333333333,,280.11,365.96,317.1,379.27,286.24,392.605,340.4633333333333,,,338.24,,,,245.71,302.34,229.15,268.04499999999996,322.59666666666664,305.48,,,204.44,265.025,299.52250000000004,292.425,343.26666666666665,289.995,,,380.96,,,,,,,,,,,345.5825,300.89750000000004,,,,L8
2022-06-13 22:17:12+00:00,,,,,206.17,,353.05,,,350.68,319.11,305.4,,,,,,,,,,,,,,379.59,391.64,376.38,389.89,383.31,,,,,,,,,376.63,345.31,,261.61,290.84000000000003,334.03999999999996,341.16,,,269.005,294.21000000000004,,,,,,,330.08,,,,,,,,,,,,,,,,,,,,,,,244.09,254.67000000000002,275.79,231.64,216.77,315.84,317.1466666666667,307.09999999999997,303.6566666666667,,,,,,314.32,320.80499999999995,,,,357.3,,,334.83,327.06,306.57,,,322.16,329.73,,,348.53499999999997,312.07,,,384.57,360.43,364.92,327.02,318.95500000000004,,277.0,,360.54,,,,371.09,287.105,279.45500000000004,255.91,231.03,242.02,273.63,,,,,,308.105,310.04,305.655,308.4433333333333,,280.11,365.96,317.1,379.27,286.24,392.605,343.2975,,,338.24,,,,245.71,302.34,229.15,268.04499999999996,322.59666666666664,305.48,,,204.44,265.025,299.52250000000004,295.548,343.26666666666665,291.0733333333333,,,380.96,,,,,,,,,,,345.5825,304.924,,,,L9
2022-06-21 22:17:48+00:00,,,,,206.17,,353.05,,,350.68,319.11,305.4,,,,,,,,,,,,,,379.59,391.64,376.38,389.89,383.31,,,,,,,,,376.63,345.31,,261.61,290.84000000000003,334.03999999999996,341.16,,,269.005,294.21000000000004,,,,,,,330.08,,,,,,,,,,,,,,,,,,,,,,,244.09,254.67000000000002,275.79,231.64,216.77,317.215,318.0325,307.82,305.505,,,,,,314.32,320.80499999999995,,,,357.3,,,334.83,327.06,306.57,,,322.16,329.73,,,348.53499999999997,312.07,,,384.57,360.43,364.92,327.02,318.95500000000004,,277.0,,360.54,,,,371.09,287.105,279.45500000000004,255.91,231.03,242.02,273.63,,,,218.0,302.83,308.105,310.04,305.655,308.4433333333333,,280.11,365.96,317.1,379.27,286.24,392.605,344.21999999999997,,,338.24,,,,245.71,302.34,229.15,293.01666666666665,322.59666666666664,305.48,,329.78,204.44,265.025,299.52250000000004,297.11833333333334,347.15,291.0733333333333,,,380.96,,,,,,,,,,,345.5825,307.50166666666667,,,,L8
2022-07-15 22:17:24+00:00,,,,,218.845,,353.05,,,350.68,319.11,301.18,,,,,,,,,,,,,,380.385,391.64,376.38,389.89,383.31,,,,380.79,,,,,376.63,345.79499999999996,,276.55,299.4166666666667,336.7133333333333,341.16,,246.92,269.9166666666667,294.87,,,,,,,334.985,,,,,,,,,,,,,,,,,,,,,,,245.20499999999998,256.77000000000004,278.275,233.98,216.77,317.215,318.0325,314.882,310.822,,,,,,312.78,320.9066666666667,,,,357.3,352.02,322.42,340.725,334.9,306.57,,341.3,324.8,327.65,365.54,331.77,352.59999999999997,312.07,364.08,,384.57,360.545,370.615,333.0266666666667,323.71333333333337,,303.405,325.2,360.54,,,,371.09,287.105,279.45500000000004,255.91,231.03,242.02,273.63,,,,218.0,302.83,310.00666666666666,311.065,307.0233333333333,309.28,,280.11,367.185,316.23,379.27,286.24,392.2633333333333,344.21999999999997,,,338.24,,,,245.71,302.34,229.15,293.01666666666665,322.59666666666664,305.48,,329.78,204.44,265.57666666666665,295.432,295.0314285714286,345.896,291.0733333333333,,,363.105,,262.02,,,,,,,,,344.024,305.9842857142857,,,,L9
2022-07-16 22:11:39+00:00,,,,,218.845,,353.05,,,350.68,319.11,301.18,,,,,,,,,,,,,,380.385,391.64,376.38,389.89,383.31,,,,380.79,,,,,376.63,345.79499999999996,,276.55,299.4166666666667,336.7133333333333,341.16,,246.92,269.9166666666667,294.87,,,,,,,334.985,,,,,,,,,,,,,,,,,,,,,,,245.20499999999998,256.77000000000004,278.275,233.98,216.77,317.215,318.0325,310.33666666666664,310.822,,,,,,312.78,320.9066666666667,,,,357.3,352.02,322.42,340.725,334.9,306.57,,341.3,324.8,327.65,365.54,331.77,352.59999999999997,312.07,364.08,,384.57,360.545,370.615,333.0266666666667,323.71333333333337,,303.405,325.2,360.54,286.73,,,371.09,294.57,294.96333333333337,268.88,243.54500000000002,248.695,268.77,284.26,350.82,,218.0,302.83,310.00666666666666,311.065,307.0233333333333,309.28,,280.11,367.185,316.23,379.27,286.24,392.2633333333333,344.21999999999997,,,338.24,268.62,,338.37,245.71,311.79499999999996,229.15,293.01666666666665,314.1525,305.48,,329.78,204.44,265.57666666666665,295.432,295.0314285714286,345.896,291.0733333333333,,,363.105,,262.02,,,,,,,,,344.024,305.9842857142857,,,,L8
2022-07-31 22:17:39+00:00,,,,,218.845,,353.05,,,350.68,319.11,301.18,,,,,,,,,,,,,,380.385,391.64,376.38,389.89,383.31,,,,380.79,,,,,376.63,345.79499999999996,,276.55,299.4166666666667,336.7133333333333,341.16,,246.92,269.9166666666667,294.87,,,,,,,334.985,,,,,,,,,,,,,,,,,,,,,,,245.20499999999998,256.77000000000004,278.275,233.98,216.77,318.02599999999995,318.846,311.6614285714286,310.96999999999997,184.97,,,,,312.78,320.9066666666667,,,,357.3,352.02,322.42,340.725,334.9,306.57,,341.3,324.8,327.65,365.54,331.77,352.59999999999997,312.07,364.08,,384.57,360.545,370.615,333.0266666666667,323.71333333333337,,303.405,325.2,360.54,286.73,,,371.09,294.57,294.96333333333337,268.88,243.54500000000002,248.695,268.77,284.26,350.82,,221.685,296.51,310.00666666666666,311.065,307.0233333333333,309.28,,280.11,367.185,316.23,379.27,286.24,392.2633333333333,344.5783333333334,,,338.24,268.62,,338.37,245.71,311.79499999999996,229.15,300.155,314.1525,305.48,,329.78,204.44,265.57666666666665,300.2683333333334,296.645,345.896,289.6,,,363.105,,262.02,,,,,,,,,346.215,307.37625,,,,L9
2022-08-09 22:11:34+00:00,,,,,218.845,,353.05,,,350.68,319.11,301.18,,,,,,,,,,,,,,380.385,391.64,376.38,389.89,383.31,,,,380.79,,,,,376.63,345.79499999999996,,276.55,299.4166666666667,336.7133333333333,341.16,,246.92,269.9166666666667,294.87,,,,,,,334.985,,,,,,,,,,,,,,,,,,,,,,,245.20499999999998,256.77000000000004,278.275,233.98,216.77,318.02599999999995,318.846,311.6614285714286,310.96999999999997,184.97,,,,,312.78,320.9066666666667,,,,357.3,352.02,322.42,340.725,334.9,306.57,,341.3,324.8,327.65,365.54,331.77,352.59999999999997,312.07,364.08,,384.57,360.545,370.615,333.0266666666667,323.71333333333337,,303.405,325.2,360.54,286.73,,,371.09,294.57,294.96333333333337,268.88,243.54500000000002,248.695,268.77,284.26,350.82,,221.685,296.51,310.00666666666666,311.065,307.0233333333333,309.28,,280.11,367.185,316.23,379.27,286.24,392.2633333333333,344.5783333333334,,,338.24,268.62,,338.37,245.71,311.79499999999996,229.15,300.155,316.376,305.48,,329.78,204.44,265.57666666666665,300.2683333333334,296.645,345.896,289.6,,,363.105,,262.02,,,,,,,,,346.215,307.37625,,,,L9
2022-09-09 22:18:11+00:00,,,,,218.845,,353.05,,,350.68,319.11,301.18,,,,,,,,,,,,,,380.385,391.64,376.38,389.89,383.31,,,,380.79,,,,,376.63,345.79499999999996,,276.55,310.125,336.7133333333333,341.16,,246.92,269.9166666666667,294.87,,,,,,,334.985,,,,,,,,,,,,,,,,,,,,,,,245.20499999999998,261.845,278.275,233.98,216.77,318.768,320.758,311.6257142857143,312.9866666666667,184.97,,,,,312.78,320.9066666666667,,,,357.3,352.02,322.42,340.725,334.9,306.57,,341.3,324.8,327.65,365.54,331.77,352.59999999999997,312.07,364.08,,384.57,360.545,370.615,333.0266666666667,323.71333333333337,,303.405,325.2,360.54,286.73,,,371.09,309.0,313.07500000000005,268.88,243.54500000000002,248.695,268.77,284.26,350.82,,221.685,296.51,310.00666666666666,311.065,307.0233333333333,309.26666666666665,,280.11,367.185,316.23,379.27,286.24,392.2633333333333,344.45666666666665,,,338.24,268.62,,338.37,245.71,311.79499999999996,,309.43,321.1975,305.48,,329.78,204.44,265.57666666666665,301.295,296.99875000000003,345.896,289.43,,,363.105,,262.02,,,,,,,,,344.804,308.34625,,,,L8
2022-10-20 22:11:59+00:00,,,,,218.845,,353.05,,,350.68,319.11,301.18,,,,,,,,,,,,,,380.385,391.64,376.38,389.89,383.31,,,,380.79,,,,,376.63,345.79499999999996,,276.55,310.125,336.7133333333333,341.16,,246.92,269.9166666666667,294.87,,,,,,,334.985,,,,,,,,,,,,,,,,,,,,,,,245.20499999999998,261.845,278.275,233.98,216.77,318.768,320.758,311.6257142857143,312.9866666666667,184.97,,,,,312.78,317.3125,,,,357.3,352.02,322.42,340.725,334.9,306.57,,341.3,324.8,327.65,365.54,331.77,352.59999999999997,312.07,364.08,,384.57,360.545,370.615,333.0266666666667,323.71333333333337,,303.405,325.2,360.54,286.73,,,371.09,309.0,313.07500000000005,268.88,243.54500000000002,248.695,268.77,284.26,350.82,,221.685,285.3333333333333,310.00666666666666,311.065,307.0233333333333,309.26666666666665,,280.11,367.185,316.23,379.27,286.24,392.2633333333333,344.45666666666665,,,338.24,268.62,,338.37,245.71,311.79499999999996,,309.43,321.1975,305.48,,329.78,204.44,265.57666666666665,309.11,301.84777777777776,345.896,289.43,,,363.105,,262.02,,,,,,,,,344.804,308.34625,,,,L8
2022-11-13 22:11:53+00:00,,,,,231.52,,,,,350.68,322.02,297.32,,,,,,,,,,,,,,380.385,391.64,376.38,389.89,383.31,,,,380.79,,,,,,345.79499999999996,,291.49,316.57,341.105,,,246.92,270.2,294.08000000000004,,,,,,,334.985,,,,,,,,,,,,,,,,,,,,,,,245.20499999999998,261.845,278.275,233.98,,319.4325,320.92499999999995,312.2716666666667,314.316,184.97,367.32,,,,311.24,315.8233333333333,,,,,352.02,322.42,346.62,342.74,,,341.3,324.8,327.65,365.54,331.77,360.2,,364.08,,384.57,360.545,370.615,342.70500000000004,334.24,,303.405,325.2,360.54,286.73,,,371.09,309.5,325.98,281.85,256.06,255.37,263.91,284.26,350.82,,221.685,285.3333333333333,312.6,312.09,306.67999999999995,308.7199999999999,,280.11,367.185,316.23,379.27,286.24,389.475,347.50749999999994,,,,268.62,,338.37,,321.25,,332.265,316.1233333333333,298.26,,329.78,205.24,267.1,312.562,304.56857142857143,345.32666666666665,288.78000000000003,,,363.105,,262.02,,,,,,,,,343.8533333333333,310.5883333333333,,,,L9
2023-02-16 22:17:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.345,317.065,302.44,305.5,,367.32,,,,,306.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.98,,,,,,,,,,,,345.235,,,,,,,,,,,,,,,,,333.88,319.2633333333333,,286.20000000000005,,,,,,,,,,,,,,353.13,312.36,,,,L8
2023-03-21 22:11:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.88,228.33,,,,,,310.72,312.52,299.62,301.59,,367.32,,,,272.04,306.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.98,,,,,,,,,,,,346.52,,,,,,,,,,,,,,,,,338.73,326.055,,284.47,,,,,,,,,,,,,,353.13,311.02,,,,L9
2023-05-15 22:17:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.88,228.33,,,,,,313.545,318.08,304.08000000000004,304.9,,,,,,272.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.16499999999996,,,,,,,,,,,,,,,,,321.46,310.57000000000005,,284.69500000000005,,,,,,,,,,,,,,353.13,317.03499999999997,,,,L9
2023-05-23 22:16:53+00:00,,,,,,,,,,,,,,,,,,,,,,,393.16,,384.53,,,,,,,,,,,,,,,,,,303.64,335.83,,,,,299.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.88,228.33,,,,,227.09,321.0466666666667,324.98333333333335,312.6166666666667,310.88666666666666,,,,,,272.04,330.1,,,,,,,,,,306.09,300.87,,,,,,290.24,312.28,321.94,352.49,,,338.95,312.08,,,,,,,,,,,,,,,,,,,,308.64,315.19,307.15,307.94,,,360.58,313.53,,,,337.50333333333333,,,,,,,244.31,305.29,,,,,,,194.89,257.56,302.01,301.48,341.23,284.69500000000005,,258.16,344.3,,,,,,,,,,,344.495,310.74333333333334,,,,L8
2023-06-01 22:10:43+00:00,,,,,,,,,,,,,,,,,,,,,,,393.16,,384.53,,,,,,,,,,,,,,,,,,303.64,335.83,,,,,299.7,,,,,,,,,,,,,,,,,,,,,316.99,245.5,212.56,190.36,,,,178.88,228.33,,,,,227.09,321.0466666666667,324.98333333333335,312.6166666666667,310.88666666666666,,,,,,272.04,330.1,,,,,,,,,,306.09,300.87,,,,,,290.24,312.28,321.94,352.49,,,338.95,312.08,,,,,,,,,,,,,,,,,,,260.87,308.64,315.19,307.15,307.94,,,360.58,313.53,,,,337.50333333333333,,,,,,,244.31,305.29,,302.31,,,,,194.89,257.56,302.01,301.48,341.23,284.69500000000005,,258.16,344.3,,,,,,,,,,,344.495,310.74333333333334,,,,L8
2023-08-03 22:17:19+00:00,,,,,,,,,,,,,,,,,,,,,,,393.16,,386.815,,,,,,413.74,,,355.0,,,,,347.84,,,,301.71,336.67999999999995,,,,,299.725,,,,,,,,,,,,,,,,,,,,,316.99,245.5,212.56,190.36,,,,178.88,228.33,,,,,233.86,326.8,330.815,319.3675,315.8,,,,,,272.04,330.1,,,,,,,346.84,339.81,,306.09,307.34000000000003,304.25,301.49,316.63,307.96,340.8,290.24,316.1,329.31,348.0,344.53,343.64,324.075,298.9,,,,,,284.21,,,318.79,316.23,256.01,218.78,,,,,,,260.87,308.64,315.19,303.22,304.525,,376.06,360.58,313.53,,273.1,399.1,328.2325,,,,308.38,,336.87,244.31,305.29,,302.31,,,,,194.89,257.56,290.91333333333336,296.38750000000005,337.6,284.69500000000005,,267.88,344.3,378.29,,,,,,,,,,341.8233333333333,307.0925,,,,L9
2023-08-28 22:11:20+00:00,,,,,,,,,,,,,,,,,,,,,,,393.16,,386.815,,,,,,413.74,,,355.0,,,,,347.84,,,,301.71,336.67999999999995,,186.67,,,299.725,,,,,,,,,,,,,,,,,,,,,316.99,245.5,212.56,190.36,,,,178.88,228.33,,,,,233.86,332.16,336.91333333333336,325.95,320.5366666666667,,372.22,371.86,,,272.04,330.1,,,,,,,346.84,339.81,,306.09,307.34000000000003,304.25,301.49,316.63,307.96,340.8,290.24,316.1,329.31,348.0,344.53,343.64,324.075,298.9,,,,,,284.21,,,318.79,316.23,256.01,218.78,,,,,,,260.87,308.64,315.19,303.22,304.525,,376.06,360.58,313.53,,273.1,399.1,322.1366666666667,,,,308.38,,336.87,244.31,305.29,,302.31,,,,,194.89,257.56,275.64,291.36000000000007,337.6,284.92,,267.88,344.3,378.29,,,,,,,,,,336.17,305.7833333333333,,,,L9
2023-09-20 22:17:40+00:00,,,,,,,,,,,,,,,,,,,,,,,393.16,,386.815,,,,,,413.74,,,355.0,,,,,347.84,,,,301.71,336.67999999999995,,186.67,,,299.725,,,,,,,,,,,,,,,,,,,,,316.99,245.5,212.56,190.36,,,,,,,,,,233.86,328.85,334.68,323.16,319.16,189.01,372.22,371.86,,,,330.1,,,,,,,346.84,339.81,,306.09,307.34000000000003,304.25,301.49,316.63,307.96,340.8,290.24,316.1,329.31,348.0,344.53,343.64,324.075,298.9,,,,,,284.21,,,318.79,316.23,256.01,218.78,,,,,,,260.87,308.64,315.19,303.22,304.525,,376.06,360.58,313.53,,273.1,399.1,327.59000000000003,,,,308.38,,336.87,244.31,305.29,,302.31,,,,,194.89,257.56,290.58,293.71500000000003,342.1466666666667,286.19,,267.88,344.3,378.29,,,,,,,,,,339.47333333333336,306.3475,,,,L9
