dates,nzd0297-0000,nzd0297-0001,nzd0297-0002,nzd0297-0003,nzd0297-0004,nzd0297-0005,nzd0297-0006,nzd0297-0007,satname
1999-08-21 21:47:20+00:00,,,,,,181.32,257.78,,L7
2000-05-19 21:46:31+00:00,,,,,,182.18,245.96,,L7
2000-11-27 21:44:50+00:00,,,,335.68,326.82,,,,L7
2001-01-05 21:51:04+00:00,,,,335.68,326.82,188.23,228.19,228.9,L7
2001-01-21 21:51:10+00:00,,,,335.68,326.82,186.445,222.7,228.94,L7
2001-04-20 21:44:34+00:00,,,,335.68,326.82,185.60666666666665,230.59,231.57666666666668,L7
2001-10-04 21:48:54+00:00,,,,,,186.74,239.45,248.515,L7
2001-10-29 21:42:45+00:00,,,,,,189.675,231.18,246.005,L7
2002-02-18 21:43:18+00:00,,,,,,191.48333333333335,232.4766666666667,247.33666666666667,L7
2002-02-25 21:49:35+00:00,,,,344.62,308.41,191.48333333333335,232.4766666666667,247.33666666666667,L7
2002-03-06 21:43:23+00:00,,,,344.62,308.41,189.31,232.635,243.23999999999998,L7
2002-04-14 21:49:26+00:00,,,,344.62,308.41,189.46,232.67,239.7525,L7
2002-09-05 21:48:38+00:00,,,,,,187.445,229.13,238.20499999999998,L7
2002-10-23 21:48:03+00:00,,,,,,184.895,227.155,212.98000000000002,L7
2002-12-10 21:48:53+00:00,,,,,,188.22000000000003,218.29333333333332,212.98000000000002,L7
2003-05-03 21:49:25+00:00,201.17,,196.33,,,222.06,234.10999999999999,278.19,L7
2003-07-30 21:37:21+00:00,201.17,167.08,180.60000000000002,,,260.775,286.17999999999995,295.43999999999994,L5
2003-08-15 21:37:36+00:00,193.67,163.56,175.73000000000002,,,268.1333333333334,292.71,301.34999999999997,L5
2003-10-18 21:38:36+00:00,201.65,163.56,185.2125,346.51,340.86,287.64250000000004,305.9225,311.48249999999996,L5
2003-12-14 21:33:02+00:00,208.78666666666666,163.56,187.7125,346.51,335.05,307.84000000000003,320.58,324.46999999999997,L5
2004-02-23 21:39:37+00:00,226.30000000000004,,209.995,350.29499999999996,341.7966666666667,344.2266666666667,335.91999999999996,336.2633333333333,L5
2004-03-19 21:33:35+00:00,224.935,,207.27666666666664,344.6333333333334,339.52250000000004,341.53,335.31666666666666,337.3775,L5
2004-04-20 21:34:19+00:00,218.46,172.19,189.83666666666667,343.69500000000005,339.0766666666667,339.9833333333333,316.39,330.4525,L5
2004-06-23 21:36:10+00:00,210.71,166.655,176.74666666666667,343.69500000000005,343.99500000000006,344.9549999999999,309.51666666666665,327.8875,L5
2004-09-18 21:44:34+00:00,191.64500000000004,166.655,162.40333333333334,,,,295.35999999999996,313.00666666666666,L5
2004-10-20 21:45:16+00:00,205.015,161.12,177.98666666666668,343.92,338.35,349.84,315.41333333333336,323.3633333333333,L5
2005-01-17 21:40:37+00:00,210.48,,187.83666666666667,339.75,339.94500000000005,341.01,325.59,326.21666666666664,L5
2005-02-18 21:41:06+00:00,207.05999999999997,,188.29500000000002,306.28000000000003,332.83666666666664,332.98333333333335,322.7975,326.735,L5
2005-05-09 21:41:44+00:00,201.36499999999998,,193.14000000000001,287.46000000000004,330.08,324.55500000000006,311.42333333333335,320.93666666666667,L5
2005-05-25 21:41:52+00:00,201.36499999999998,,193.14000000000001,287.46000000000004,330.08,324.55500000000006,306.5525,317.06499999999994,L5
