dates,satname,nzd0219-0000,nzd0219-0001,nzd0219-0002,nzd0219-0003,nzd0219-0004,nzd0219-0005,nzd0219-0006,nzd0219-0007,nzd0219-0008,nzd0219-0009,nzd0219-0010,nzd0219-0011,nzd0219-0012,nzd0219-0013,nzd0219-0014,nzd0219-0015
1999-09-22 21:46:36.849000,L7,360.23,347.83,349.68,339.13,338.56,333.83,332.06,336.93,324.78,332.91,318.25,316.41,303.94,304.75,299.23,307.12
1999-09-29 21:52:52.243000,L7,408.62,389.57,386.09,398.80,393.31,386.27,392.32,386.25,,,,375.32,369.97,377.34,356.91,352.37
1999-10-15 21:52:49.322000,L7,399.92,382.11,383.48,391.06,387.52,384.53,392.38,385.02,388.30,372.92,377.69,370.72,351.86,350.34,357.06,358.10
1999-10-24 21:46:32.266000,L7,,,,,,,,,,,392.43,367.18,357.43,350.47,331.48,334.69
2000-02-04 21:52:37.377000,L7,347.12,337.60,332.13,325.25,321.41,324.61,328.34,323.52,322.92,366.57,315.53,342.43,345.08,334.02,335.04,317.94
2000-03-16 21:46:15.139000,L7,363.87,346.61,348.24,355.86,344.16,341.09,344.84,333.10,345.23,328.92,319.95,323.93,308.06,309.78,296.32,306.29
2000-05-03 21:45:55.224000,L7,,,404.11,405.64,399.64,401.76,400.36,391.54,391.21,404.04,392.80,378.76,366.59,353.01,339.28,338.62
2000-05-26 21:51:48.668000,L7,320.66,306.77,294.55,,,,,,,,,,,,,
2000-08-07 21:44:45.034000,L7,305.29,304.80,290.71,,,,,,,,,,,,,
2000-08-14 21:50:56.232000,L7,413.47,404.70,399.87,410.86,412.40,,,,,,,372.63,368.31,368.52,353.91,346.53
2000-09-15 21:50:25.712000,L7,379.10,357.58,300.43,322.24,356.53,313.35,340.33,342.98,343.80,,355.95,331.24,319.93,328.57,,397.28
2000-10-17 21:50:01.277000,L7,,,,,,,,,,,290.84,290.37,278.23,279.80,274.83,300.60
2000-12-20 21:50:16.996000,L7,379.99,378.13,385.53,396.71,388.01,381.95,394.92,401.86,382.26,376.04,363.63,370.89,357.86,373.01,330.88,311.28
2001-01-05 21:50:16.585000,L7,350.74,337.56,322.59,335.52,332.27,333.63,335.55,329.62,335.61,330.37,361.80,360.78,313.70,316.48,314.69,325.26
2001-03-10 21:50:10.732000,L7,390.56,383.14,387.77,399.64,409.73,412.34,397.53,402.92,401.25,399.83,373.86,368.81,365.85,378.41,365.86,368.55
2001-04-04 21:43:43.008000,L7,348.59,340.64,330.22,333.44,326.04,330.24,335.79,327.44,325.70,320.68,317.47,316.93,307.90,311.15,294.55,303.17
2001-04-20 21:43:46.702000,L7,338.23,325.93,314.11,307.12,301.77,307.38,314.19,303.88,369.42,369.74,355.58,331.19,341.08,285.64,,
2001-06-07 21:43:18.779000,L7,323.71,308.39,292.30,,,,,,,,,,,,,
2001-06-30 21:49:12.248000,L7,360.88,349.06,345.43,338.89,323.17,318.41,358.36,308.94,355.37,340.87,325.49,325.79,300.00,305.05,,
2001-07-25 21:42:54.824000,L7,352.25,343.54,333.47,331.39,332.34,334.83,323.95,314.18,331.69,318.66,314.60,305.41,286.06,301.73,,
2001-08-26 21:42:25.671000,L7,353.95,350.25,340.99,359.26,376.39,382.01,318.14,310.33,378.08,371.65,361.70,324.17,319.22,323.09,272.72,288.10
2001-09-02 21:48:29.341000,L7,403.99,380.73,387.56,400.99,398.06,403.19,,,392.48,369.08,364.03,370.69,354.09,340.95,321.99,330.49
2001-09-11 21:42:14.303000,L7,362.46,345.31,339.63,346.92,330.05,336.87,324.04,312.56,322.26,328.83,328.60,331.91,311.93,305.92,294.22,301.30
2001-09-18 21:48:17.356000,L7,351.94,344.66,336.32,338.32,332.59,327.95,322.66,312.32,338.71,329.72,325.10,322.58,319.85,324.42,307.43,306.29
2001-09-27 21:42:05.338000,L7,356.39,351.05,342.59,352.41,343.73,340.44,327.39,345.55,367.55,330.52,322.55,323.34,316.82,320.30,306.77,311.51
2001-10-13 21:41:51.963000,L7,359.37,347.17,343.95,347.81,355.11,336.93,343.81,342.02,344.89,333.06,328.83,329.62,315.31,313.24,304.70,321.68
2001-10-20 21:48:09.707000,L7,357.50,356.30,368.19,361.88,315.09,311.79,317.75,306.47,312.35,354.71,341.22,326.82,333.53,313.39,294.07,308.44
2002-02-09 21:48:45.674000,L7,416.07,381.77,,,,,,,387.71,354.84,348.82,341.28,317.71,,,
2002-02-18 21:42:30.251000,L7,378.74,371.48,378.71,378.31,381.70,373.76,370.46,379.08,384.06,370.53,374.06,365.57,353.47,351.91,340.41,339.86
2002-02-25 21:48:47.943000,L7,363.22,353.53,347.71,386.84,370.61,353.11,350.89,357.50,353.58,345.44,368.54,359.44,317.06,317.12,310.22,316.66
2002-03-13 21:48:44.624000,L7,313.70,313.72,283.74,,,,,,,,,,,,,
2002-03-22 21:42:28.269000,L7,335.61,334.52,330.78,290.26,289.92,302.70,309.52,313.52,372.41,312.31,309.07,295.11,282.75,310.22,307.82,291.16
2002-04-07 21:42:28.931000,L7,372.75,362.53,386.32,396.71,389.56,397.10,399.06,397.58,402.56,,,,,,,
2002-04-14 21:48:38.601000,L7,355.74,340.10,335.72,331.41,344.94,317.96,307.00,339.17,313.41,316.87,351.22,350.28,290.08,295.83,277.98,290.69
2002-05-16 21:48:34.178000,L7,355.80,339.78,340.50,343.36,337.97,336.21,323.63,316.25,325.98,320.71,317.98,306.97,291.03,307.04,269.93,278.09
