dates,nzd0219-0000,nzd0219-0001,nzd0219-0002,nzd0219-0003,nzd0219-0004,nzd0219-0005,nzd0219-0006,nzd0219-0007,nzd0219-0008,nzd0219-0009,nzd0219-0010,nzd0219-0011,nzd0219-0012,nzd0219-0013,nzd0219-0014,nzd0219-0015,satname
1999-09-22 21:46:36+00:00,360.23,,349.68,,,,,,,,318.25,,,,299.23,,L7
1999-09-29 21:52:52+00:00,360.23,389.57,367.885,398.8,393.31,386.27,392.32,386.25,,,318.25,,,,299.23,352.37,L7
1999-10-15 21:52:49+00:00,380.07500000000005,385.84000000000003,373.0833333333333,394.93,390.41499999999996,385.4,392.35,385.635,,,318.25,,,350.34,299.23,352.37,L7
1999-10-24 21:46:32+00:00,380.07500000000005,385.84000000000003,373.0833333333333,394.93,390.41499999999996,385.4,392.35,385.635,,,318.25,367.18,,350.405,315.355,343.53,L7
2000-02-04 21:52:37+00:00,369.09,369.76,373.0833333333333,371.7033333333334,367.41333333333336,365.1366666666666,371.0133333333333,385.635,322.92,,316.89,354.805,,344.9433333333333,321.9166666666667,335.0,L7
2000-03-16 21:46:15+00:00,367.785,363.9725,366.8725,367.7425,361.6,359.125,364.46999999999997,385.635,334.07500000000005,328.92,317.91,344.5133333333333,308.06,336.1525,315.51750000000004,327.8225,L7
2000-05-03 21:45:55+00:00,355.495,342.105,348.24,340.555,332.7850000000001,332.85,336.5899999999999,391.54,334.07500000000005,328.92,317.74,333.17999999999995,308.06,321.9,315.68000000000006,320.95000000000005,L7
2000-05-26 21:51:48+00:00,355.495,330.32666666666665,348.24,340.555,332.7850000000001,332.85,336.5899999999999,391.54,334.07500000000005,328.92,317.74,333.17999999999995,308.06,321.9,315.68000000000006,320.95000000000005,L7
2000-08-07 21:44:45+00:00,363.87,319.3933333333334,348.24,355.86,344.16,341.09,344.84,391.54,345.23,328.92,319.95,323.93,308.06,309.78,296.32,322.45500000000004,L7
2000-10-17 21:50:01+00:00,,305.78499999999997,,,,,,391.54,,,290.84,290.37,278.23,279.8,274.83,319.61,L7
2001-01-05 21:50:16+00:00,350.74,321.18,322.59,335.52,332.27,333.63,335.55,329.62,335.61,330.37,290.84,290.37,295.96500000000003,298.14,294.76,312.93,L7
2001-03-10 21:50:10+00:00,370.65,337.56,322.59,335.52,332.27,333.63,335.55,329.62,335.61,330.37,290.84,290.37,295.96500000000003,298.14,294.76,312.93,L7
2001-04-04 21:43:43+00:00,363.2966666666666,339.1,326.405,334.48,329.155,331.935,335.67,328.53,330.655,325.525,304.155,303.65,299.9433333333333,302.4766666666667,294.69,309.6766666666667,L7
2001-04-20 21:43:46+00:00,357.03,334.71,322.3066666666667,325.35999999999996,320.02666666666664,323.75,328.51,320.31333333333333,343.57666666666665,340.2633333333333,336.525,324.06,320.8933333333333,304.42333333333335,304.62,314.215,L7
2001-06-07 21:43:18+00:00,350.366,328.13,314.805,325.35999999999996,320.02666666666664,323.75,328.51,320.31333333333333,343.57666666666665,340.2633333333333,336.525,324.06,320.8933333333333,304.42333333333335,304.62,314.215,L7
2001-06-30 21:49:12+00:00,352.11833333333334,332.316,320.93,328.7425,320.8125,322.415,335.9725,320.31333333333333,346.525,340.415,332.84666666666664,324.6366666666667,315.66999999999996,304.58000000000004,304.62,314.215,L7
2001-07-25 21:42:54+00:00,352.36999999999995,333.512,323.10600000000005,327.71,320.83,322.71500000000003,333.0725,315.66,345.54499999999996,337.48749999999995,328.285,319.83000000000004,308.76,300.89250000000004,294.55,303.17,L7
