dates,satname,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086
2014-09-28 22:14:44.621000,L8,372.41,257.11,,315.01,321.67,334.91,330.57,321.62,316.64,315.21,319.95,314.82,295.46,278.02,,295.42,310.38,324.89,330.16,326.47,323.63,322.71,328.40,321.38,322.00,321.94,306.01,313.68,307.42,312.26,320.98,305.02,290.39,298.67,312.28,306.38,307.83,285.52,293.62,287.24,297.91,300.22,307.32,320.31,303.11,315.52,301.16,310.97,305.73,301.54,284.94,256.34,275.86,319.75,323.00,332.44,332.77,332.48,329.20,329.34,324.41,327.60,327.61,329.41,334.45,335.08,333.48,330.08,326.30,320.85,319.49,324.79,319.71,320.12,312.59,323.11,323.42,345.59,361.44,328.25,330.70,330.47,329.97,332.84,335.78,333.31,317.44
2014-10-21 22:20:37.449000,L8,,,,,,335.07,332.17,324.16,317.64,318.37,323.83,317.57,299.01,282.74,261.59,307.94,315.98,329.15,332.42,333.77,330.15,328.03,333.32,328.14,332.68,328.17,310.67,319.58,313.05,328.27,329.48,311.52,296.78,350.91,348.77,354.38,330.31,308.63,301.10,360.75,307.96,313.86,321.48,373.56,325.88,268.05,265.25,367.11,374.83,341.90,356.23,,,,372.88,342.98,334.72,335.18,386.47,414.39,,,,,,,,403.47,369.84,388.26,384.08,381.19,373.58,370.78,341.79,347.65,337.85,316.15,326.54,,,,,,,,
2014-11-06 22:20:37.163000,L8,,,286.97,319.79,327.18,337.25,333.62,325.16,318.56,320.67,326.17,317.93,299.05,285.10,264.34,306.96,315.27,328.19,331.48,332.29,327.17,324.58,330.63,326.52,327.22,323.04,308.85,314.40,311.52,319.52,327.23,309.39,293.64,302.87,314.36,309.83,305.57,292.94,293.90,288.54,297.45,307.34,307.11,326.25,312.97,320.24,300.48,312.88,305.64,302.61,286.32,241.70,281.36,323.25,324.71,335.03,333.53,333.77,330.56,336.21,325.80,330.38,330.99,333.43,335.04,336.02,334.08,330.59,329.16,328.43,326.08,334.74,324.43,332.02,327.64,328.57,329.89,330.58,332.80,334.87,336.81,327.56,335.38,333.48,342.81,334.22,324.24
2014-11-06 22:21:01.126000,L8,,,,,,,334.72,325.71,318.84,319.80,325.93,318.13,299.33,285.75,264.88,307.02,315.29,327.99,330.96,331.40,327.17,324.31,330.83,326.62,327.35,322.73,308.14,314.54,311.91,319.63,327.04,309.11,293.92,302.36,313.34,309.91,305.46,293.10,292.94,287.71,297.08,306.33,306.53,325.79,311.33,319.88,300.85,312.94,305.71,302.38,285.69,244.29,279.49,323.56,322.94,335.05,332.87,332.89,329.09,335.08,324.85,329.90,329.62,333.18,334.65,335.48,333.87,330.01,329.06,328.04,325.82,334.82,323.91,329.62,326.22,324.90,328.47,327.09,328.20,333.00,336.48,326.81,333.47,333.05,342.76,334.22,323.39
2014-11-15 22:14:49.314000,L8,,,,307.17,318.14,333.79,330.05,319.67,312.36,317.20,326.93,318.48,299.06,284.03,,,300.91,300.10,317.89,318.85,316.98,315.28,334.03,321.15,320.50,321.65,306.24,314.56,310.98,318.52,325.25,309.05,290.07,295.32,309.26,302.53,300.16,289.62,290.54,287.30,296.35,297.11,303.32,322.06,302.27,273.40,251.52,,,,,,291.83,333.18,319.34,330.08,334.74,333.93,329.92,325.39,,,,,,,,,,,310.47,324.43,324.42,319.13,319.00,322.93,319.87,325.06,321.07,329.22,328.77,327.17,333.26,328.17,330.84,327.77,309.96
2014-11-22 22:20:33.645000,L8,394.56,268.24,275.43,321.86,331.42,344.17,340.54,329.57,321.02,326.15,327.84,319.35,305.52,290.99,267.87,306.10,316.55,328.39,333.83,332.86,328.86,328.19,333.08,330.49,329.27,324.07,308.73,314.61,312.16,320.20,325.98,312.03,299.83,301.92,314.24,310.41,307.60,300.54,294.88,288.74,300.41,307.04,308.38,326.96,316.60,327.07,305.94,313.66,310.68,307.76,292.23,260.50,287.27,332.47,329.65,338.20,337.67,338.40,335.56,339.59,333.53,349.43,335.85,337.71,340.97,337.43,343.00,330.43,332.40,330.82,328.98,335.73,330.54,335.04,326.37,333.03,333.64,340.80,355.84,338.42,337.68,333.94,341.71,339.16,351.94,339.27,323.88
2014-12-24 22:20:29.754000,L8,389.43,352.07,360.86,367.59,370.79,380.58,371.98,358.14,317.45,318.35,322.37,356.19,363.30,366.10,364.63,366.68,318.14,330.62,333.16,332.09,368.96,342.35,371.48,365.17,358.84,320.83,309.12,352.84,351.98,352.14,329.91,314.24,290.77,298.35,312.89,299.32,294.40,287.96,289.82,286.10,294.35,300.16,302.26,324.26,310.19,316.64,299.44,311.62,306.41,303.91,288.41,250.73,283.67,316.69,321.18,332.60,333.81,331.09,378.17,402.57,390.40,393.79,372.64,398.37,382.00,332.96,335.02,333.63,326.90,326.94,316.69,326.40,324.73,325.25,322.31,325.23,326.11,327.93,325.81,345.81,331.80,323.16,328.46,331.07,333.32,337.84,339.33
2015-01-02 22:14:38.674000,L8,371.33,255.43,271.59,316.01,320.84,331.67,327.75,321.60,316.80,315.50,319.18,314.15,296.50,276.78,,306.28,314.15,325.07,323.98,325.81,324.65,322.13,324.15,317.18,316.08,317.96,305.07,312.69,309.58,318.44,324.88,308.66,288.64,291.67,306.68,297.40,294.70,284.76,288.39,282.38,291.07,295.19,299.46,323.33,303.37,313.18,298.70,307.30,302.57,299.12,283.85,230.62,277.12,313.04,318.10,328.87,329.73,329.34,328.81,330.99,323.91,321.11,322.72,324.38,330.78,330.14,328.34,328.90,323.51,325.90,320.03,326.24,324.97,323.01,321.32,326.24,328.47,354.40,374.20,326.32,349.54,325.55,332.13,333.51,335.17,361.54,353.27
2015-02-10 22:20:14.711000,L8,369.60,256.46,,316.62,322.73,335.46,330.55,321.71,318.35,316.01,319.06,314.16,298.15,277.30,,304.65,313.09,322.71,322.97,325.58,325.86,322.89,323.98,316.17,316.70,318.53,304.62,313.15,310.24,317.49,327.20,308.38,291.74,294.24,305.28,295.46,298.37,286.21,291.82,281.72,290.07,298.88,299.43,318.00,299.42,313.38,297.79,309.22,300.87,300.49,281.65,,269.24,313.48,315.58,325.17,323.50,324.45,325.77,330.49,318.91,323.90,321.13,323.72,328.79,330.05,327.77,327.54,320.09,321.24,318.82,326.64,319.75,323.31,317.13,323.06,324.26,321.06,321.23,326.42,334.88,322.92,328.80,329.72,331.33,331.70,316.41
2015-02-26 22:20:10.708000,L8,352.00,341.81,350.97,357.95,356.11,370.82,370.94,359.69,356.18,365.44,359.08,325.11,344.12,347.48,299.64,347.39,323.67,340.13,335.05,337.50,343.56,332.27,332.58,329.20,327.75,327.37,312.13,328.00,330.45,335.53,331.92,321.70,319.20,327.03,331.97,317.79,310.05,311.07,301.03,291.88,298.76,303.49,309.91,326.57,317.24,343.70,334.84,351.37,348.53,317.70,307.34,290.15,307.14,351.45,348.94,336.61,342.01,364.68,336.35,336.87,330.82,331.15,338.95,336.08,360.76,335.40,342.68,339.43,327.16,328.64,357.56,373.40,341.35,333.99,360.80,350.41,350.57,344.77,345.61,348.66,358.61,368.47,369.55,355.83,366.47,358.21,349.37
2015-03-14 22:19:59.243000,L8,369.88,357.97,366.57,369.96,369.27,377.88,375.33,366.91,371.34,371.61,358.72,355.13,355.04,347.51,341.27,347.11,350.09,351.91,357.41,349.74,351.36,347.33,344.61,334.00,338.48,333.04,315.58,326.36,335.17,342.15,342.47,319.43,330.57,335.70,330.23,314.06,325.26,323.14,312.14,294.98,312.78,314.07,324.87,329.53,330.80,341.52,339.20,356.25,351.35,344.88,335.59,325.31,333.78,351.88,347.57,354.67,344.47,354.85,347.11,375.22,376.38,369.57,365.98,364.10,367.44,374.06,373.46,370.59,356.14,355.80,351.63,362.82,364.27,369.70,360.56,358.62,359.72,360.90,354.59,351.89,357.93,371.76,373.34,361.82,365.38,367.05,360.58
2015-03-14 22:20:23.206000,L8,369.00,357.09,365.25,368.86,368.60,377.05,374.66,366.25,370.34,370.94,358.23,354.75,353.81,346.50,340.06,346.51,349.80,351.40,356.50,348.72,350.46,346.46,343.86,333.71,337.73,332.60,314.15,326.23,334.84,341.76,342.29,319.05,329.18,335.35,329.82,313.53,324.84,322.62,309.85,294.42,312.31,314.40,324.08,329.34,330.31,341.29,338.68,355.50,350.63,344.38,335.13,324.86,333.49,351.41,347.33,354.53,344.26,354.66,347.26,374.85,376.18,369.25,365.79,364.07,367.28,374.05,373.25,370.37,355.79,355.33,351.93,362.75,363.92,369.96,360.18,358.43,359.67,360.71,354.29,351.73,357.45,371.65,372.98,361.85,365.35,366.72,360.48
2015-04-15 22:19:46.550000,L8,,,,316.69,326.91,342.94,335.37,328.63,323.56,318.04,326.31,324.31,304.26,286.03,259.69,304.59,317.82,328.15,331.61,336.32,331.18,328.48,329.96,324.77,328.25,330.81,309.39,321.04,318.86,324.99,334.78,318.38,301.48,297.18,310.80,304.76,307.03,292.38,299.02,295.16,299.85,303.08,312.42,318.07,310.30,324.29,309.84,319.77,320.26,316.02,291.09,260.63,277.96,323.80,327.29,339.82,334.30,336.42,333.67,338.49,331.42,334.06,331.00,338.63,338.00,332.74,335.82,331.48,331.17,327.14,322.63,332.35,325.38,331.39,321.05,330.45,330.84,328.56,346.19,343.12,336.55,329.74,330.04,334.02,343.73,337.02,319.02
2015-04-15 22:20:10.505000,L8,,,353.64,359.87,359.46,365.10,360.63,362.00,369.52,360.63,363.67,357.24,354.92,362.62,344.54,347.00,343.69,345.63,343.82,349.92,345.59,347.94,346.62,344.83,338.90,346.26,329.27,334.39,334.71,337.46,350.23,337.28,345.24,337.95,320.98,314.92,325.16,324.45,313.47,310.30,315.90,318.24,326.26,328.00,336.05,340.45,326.14,346.16,338.85,338.49,326.44,313.80,322.26,352.16,343.28,364.56,361.33,366.29,374.69,376.24,375.10,374.33,371.24,368.04,369.83,369.98,361.28,367.35,352.00,359.88,365.25,368.71,369.14,375.90,372.61,375.51,366.34,369.02,367.66,364.93,376.13,371.56,382.18,370.88,366.44,364.48,355.84
2015-05-01 22:19:36.381000,L8,363.48,260.49,,317.76,325.07,340.20,333.37,325.48,322.06,319.20,324.29,322.13,304.96,290.15,264.68,,,,327.55,331.91,331.88,329.03,328.75,322.17,325.74,326.77,308.92,316.94,314.76,320.84,331.02,313.28,301.00,299.97,311.43,303.36,304.50,291.10,295.33,292.08,294.46,302.79,308.24,320.17,299.77,315.78,302.93,313.49,306.81,303.98,288.88,256.88,274.58,321.60,320.75,333.61,327.60,327.63,328.36,333.98,322.38,327.94,326.81,336.71,327.28,324.38,313.25,324.92,328.05,326.31,322.26,332.90,322.78,329.22,321.22,325.76,328.85,324.33,325.46,328.92,345.49,328.12,331.44,332.32,336.54,334.72,321.80
2015-05-01 22:20:00.344000,L8,,,,,,340.35,333.45,325.45,322.06,319.07,324.15,322.04,304.93,290.29,264.77,,,,327.87,331.75,331.73,328.93,328.64,322.16,325.62,326.52,308.70,316.33,314.60,320.82,330.96,313.31,301.23,300.02,311.19,303.22,304.14,291.46,294.99,291.40,294.18,302.81,308.08,319.94,300.14,315.69,302.28,313.21,306.96,304.05,288.71,257.42,274.02,321.44,320.52,333.95,327.27,327.52,328.26,333.85,322.39,327.86,326.77,336.81,327.57,324.62,313.29,325.03,328.20,326.23,322.16,332.94,322.57,328.10,320.94,325.11,328.29,324.11,325.24,328.71,345.26,327.84,331.20,332.32,336.40,334.65,321.91
2015-06-11 22:13:52.284000,L8,,309.65,324.58,327.61,331.12,345.21,339.38,329.57,330.45,333.91,331.23,325.24,316.29,323.96,303.92,324.84,328.69,339.73,335.64,337.34,333.52,334.90,340.32,331.35,333.72,331.03,312.10,317.66,322.93,330.44,340.08,367.89,372.33,372.60,375.71,371.14,366.36,341.35,300.64,362.46,368.79,360.65,315.05,324.45,327.52,327.86,307.21,321.36,320.38,316.00,300.79,288.13,300.58,329.61,329.60,341.28,338.06,342.22,341.27,344.71,339.10,340.58,338.04,344.53,346.57,340.81,348.04,343.45,337.56,338.11,335.42,339.64,343.52,348.60,424.45,404.65,392.82,340.09,350.59,345.08,340.74,348.94,349.98,346.32,354.26,350.54,366.97
2015-06-27 22:13:58.027000,L8,,316.16,337.60,340.83,338.80,348.58,340.52,334.86,333.41,345.36,336.05,332.62,330.98,324.61,340.44,351.72,334.43,348.71,346.94,335.25,338.66,343.66,346.15,346.03,335.63,331.73,367.71,377.34,381.62,368.81,339.89,324.80,374.37,376.76,371.36,361.39,330.27,320.14,311.79,297.05,312.33,318.39,323.84,329.47,330.07,335.30,310.13,350.45,338.83,342.41,312.55,306.30,331.27,342.02,348.45,363.25,347.44,355.13,351.83,350.61,366.58,350.42,361.30,369.08,366.15,363.35,354.99,355.42,350.11,344.19,341.56,357.17,361.17,375.45,359.97,366.70,396.37,397.28,363.85,372.73,360.96,363.02,365.47,352.80,352.73,363.99,390.33
2015-07-04 22:19:50.081000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.46,301.70,297.03,308.49,344.68,346.99,337.99,328.03,328.17,310.43,316.90,293.14,313.86,317.02,306.38,353.71,380.88,342.98,339.12,333.91,332.77,334.20,337.12,332.65,332.89,334.71,337.47,338.70,338.55,343.78,338.04,332.19,329.84,332.88,360.42,326.65,330.19,320.86,323.50,334.56,329.55,337.63,334.22,336.55,324.34,339.55,361.11,345.29,347.85,325.78
2015-07-04 22:20:14.053000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.66,304.25,297.44,309.69,345.59,349.07,340.71,333.47,329.36,311.89,354.50,290.96,311.58,314.79,303.53,349.71,319.30,346.09,339.01,334.36,333.28,334.36,337.07,333.92,333.77,335.41,337.69,338.84,349.35,344.14,338.78,332.24,330.08,334.60,362.39,327.49,329.90,321.59,323.68,335.42,331.29,340.15,335.33,337.33,325.45,340.27,364.83,347.07,349.73,326.14
2015-07-29 22:14:13.585000,L8,,,288.66,314.68,324.65,335.18,330.56,323.14,319.56,318.22,325.56,317.14,301.31,283.70,,304.84,317.26,326.64,328.15,327.52,331.05,329.14,330.02,328.73,330.15,328.30,309.40,312.86,313.22,317.85,327.63,307.47,288.75,301.29,312.85,308.78,321.22,298.70,295.54,286.80,297.35,296.34,302.25,320.71,304.79,315.43,301.00,308.74,305.69,301.90,287.64,,277.92,320.29,321.92,334.30,328.24,327.50,329.37,330.96,326.22,326.84,333.56,329.94,332.87,331.39,331.56,332.07,326.64,326.79,322.95,333.80,322.60,323.12,321.28,330.09,338.36,370.74,365.74,368.02,375.72,328.46,334.26,343.19,342.16,345.27,331.56
2015-08-05 22:20:00.814000,L8,373.33,334.05,339.12,352.39,348.40,359.71,358.27,348.68,345.99,345.89,341.48,340.07,330.97,332.34,299.10,345.68,336.86,341.60,348.79,345.74,347.56,338.37,336.26,327.81,339.37,337.72,322.11,325.07,330.47,340.65,344.59,327.89,327.69,336.30,337.77,328.63,328.39,342.79,333.37,311.91,324.09,321.44,330.40,358.54,366.03,346.87,342.45,351.77,347.96,349.59,334.72,322.56,328.08,350.76,352.66,358.13,348.25,350.50,358.34,358.30,353.52,361.28,359.48,355.42,352.38,349.91,356.48,356.08,349.60,343.46,347.58,353.15,342.61,346.76,354.23,353.15,353.44,376.85,365.58,365.19,408.78,363.14,365.17,366.54,377.78,374.95,369.76
2015-08-21 22:20:09.239000,L8,,,,,,370.49,373.26,361.00,362.74,366.89,363.69,343.57,354.51,359.29,362.07,361.40,346.17,354.59,362.92,355.24,359.24,382.08,369.43,,382.42,398.91,380.32,378.19,387.76,380.86,390.81,373.16,359.27,349.89,331.84,331.26,343.76,360.10,331.08,335.83,340.18,359.00,390.17,379.86,354.50,339.82,320.45,367.18,355.45,352.45,346.00,334.01,346.19,362.18,362.24,366.02,368.66,367.71,387.20,384.92,362.98,366.11,380.77,370.82,378.58,377.62,382.80,378.26,364.08,363.93,360.55,360.11,357.46,368.40,427.90,395.69,395.01,371.69,368.42,367.40,378.66,377.97,370.60,364.69,368.12,380.79,378.85
2015-08-21 22:20:33.210000,L8,,,,,,,,,,,,,,,,309.33,317.61,328.06,330.97,326.95,349.33,339.43,334.64,330.07,328.86,328.83,310.59,320.64,316.88,314.51,328.43,309.19,290.78,339.00,313.94,321.55,335.69,318.33,297.49,291.26,297.30,297.74,303.04,347.11,303.27,326.55,303.35,312.77,306.43,304.15,288.53,258.01,278.12,322.13,321.10,337.85,330.53,330.75,327.75,331.88,327.98,326.45,329.60,338.66,333.46,333.21,338.07,330.96,331.35,324.29,324.04,333.84,325.50,325.03,324.12,324.80,335.01,363.29,361.03,361.39,369.90,331.37,342.93,349.50,353.40,348.97,361.14
2015-10-08 22:20:24.559000,L8,,,,313.68,318.99,333.17,328.65,321.51,318.03,316.17,319.94,314.17,296.58,281.38,263.25,294.62,311.53,323.59,326.83,324.00,326.46,322.65,326.89,320.94,321.49,322.18,308.46,313.82,308.54,311.50,323.14,304.73,289.32,297.30,310.80,308.48,307.78,294.78,293.09,284.24,296.30,296.12,300.42,314.16,300.86,313.67,301.48,312.06,306.98,301.14,285.89,248.90,276.66,320.31,321.63,335.71,328.76,329.69,327.13,332.14,325.96,326.35,326.46,333.73,332.20,331.30,334.77,330.30,329.40,324.70,323.79,331.90,321.23,321.79,321.75,323.78,328.35,359.87,359.18,328.09,337.38,326.98,335.49,336.05,353.18,367.72,346.15
2015-10-08 22:20:48.527000,L8,,,,,,,,,,,,,,,,294.39,310.86,322.90,326.24,323.53,325.94,322.07,326.20,320.11,320.82,321.57,307.89,313.42,308.08,310.92,322.69,304.26,288.52,296.98,310.25,307.65,306.16,294.16,292.00,283.73,295.79,295.64,299.94,313.04,300.39,312.67,300.82,311.34,306.49,300.31,285.46,248.30,276.34,319.82,321.34,335.41,328.29,329.27,326.64,331.62,325.54,326.00,326.09,333.26,331.72,330.70,334.34,329.57,328.72,323.77,322.96,331.01,320.78,321.43,321.28,323.60,327.91,359.77,358.91,327.95,337.30,326.70,335.04,335.77,353.42,367.06,345.94
2015-10-17 22:14:38.194000,L8,377.33,262.62,,313.65,320.68,334.01,329.15,322.13,317.13,317.71,319.86,314.26,297.13,280.92,261.22,297.10,311.38,324.35,325.03,324.06,324.88,322.99,325.82,324.28,324.14,322.57,307.14,312.83,305.77,308.72,319.24,300.77,289.83,299.91,310.65,305.17,307.16,294.32,291.78,284.75,298.14,295.77,303.37,314.93,299.73,312.18,301.04,311.34,304.34,300.24,285.50,254.60,277.85,323.66,329.28,334.42,331.25,328.98,326.74,329.10,321.75,326.86,324.37,330.72,331.53,331.90,332.85,326.99,323.82,321.51,325.22,331.81,324.64,326.36,320.89,325.58,328.82,367.95,362.45,343.63,379.85,333.10,330.09,335.69,342.66,344.20,346.92
2015-11-09 22:20:29.987000,L8,,,,315.03,319.70,330.64,329.28,323.03,317.20,320.16,323.13,315.35,298.18,280.93,267.99,271.64,312.97,323.80,325.53,325.76,327.74,326.80,329.09,323.63,324.45,322.04,306.05,311.77,307.82,315.19,320.29,305.75,291.59,302.08,311.17,304.39,306.76,295.95,296.32,286.34,298.30,300.80,306.27,317.89,307.45,311.64,300.82,310.95,303.06,292.90,283.65,250.58,267.04,304.88,310.57,315.48,324.61,324.37,328.53,330.14,329.20,325.08,326.11,329.47,335.68,330.47,334.26,328.31,330.88,327.87,324.73,331.52,320.61,327.50,320.48,328.22,324.80,373.45,358.01,328.24,330.57,326.70,329.06,334.68,349.16,347.39,328.87
2015-11-18 22:14:44.822000,L8,360.27,338.68,347.27,356.79,350.89,359.06,360.54,358.38,353.43,355.17,349.24,349.68,346.62,344.38,342.20,344.72,330.50,347.58,357.47,348.34,351.56,354.34,359.16,342.67,337.07,336.33,322.16,326.46,333.16,345.47,350.97,326.98,334.01,332.85,332.07,321.52,330.62,329.55,316.64,309.65,309.87,324.37,327.49,338.60,332.65,325.70,329.48,351.52,350.33,348.10,337.48,320.69,334.00,346.41,353.24,366.53,357.35,362.29,369.77,376.13,372.88,367.81,365.89,365.93,365.67,373.17,361.19,364.68,356.02,351.92,339.58,343.77,342.74,346.42,346.47,338.77,339.68,348.77,348.74,353.55,350.93,350.35,348.66,341.57,366.45,359.58,367.37
2016-01-05 22:14:40.992000,L8,369.30,258.39,368.93,370.19,369.29,376.39,374.78,367.66,317.60,317.30,319.20,361.60,360.10,363.38,359.86,309.71,311.97,321.13,323.73,323.71,325.39,319.53,322.93,320.13,318.12,318.35,301.25,310.08,307.24,310.68,320.67,305.77,292.41,299.12,310.32,303.17,310.04,281.60,289.89,282.58,301.78,293.95,298.51,308.53,299.02,309.23,296.26,306.05,360.21,360.34,349.32,341.93,349.49,368.77,319.69,326.19,324.28,323.72,325.81,330.25,320.08,323.65,322.24,329.08,326.53,327.46,327.91,323.70,321.46,314.29,318.54,327.53,321.20,321.32,315.55,322.84,323.55,338.25,323.68,345.90,360.14,325.79,328.00,335.27,343.06,336.24,324.66
2016-02-29 22:20:17.109000,L8,301.48,240.44,,307.46,318.45,328.01,324.82,318.68,312.15,312.74,317.36,311.63,295.45,278.04,,301.18,309.80,319.06,320.07,321.13,324.83,319.79,322.75,314.75,317.07,318.90,300.10,310.32,307.15,316.64,333.83,353.41,,,311.62,290.10,299.13,333.50,300.00,,,,,,286.71,313.32,300.52,307.19,298.82,290.48,275.23,250.30,338.07,366.70,,,,,,,327.16,317.08,321.17,323.11,320.28,324.93,327.19,321.54,317.95,312.43,313.74,318.81,316.46,317.77,304.47,,,,,,277.08,316.36,322.18,328.46,330.60,331.53,312.34
2016-03-16 22:20:12.475000,L8,354.85,358.43,360.65,371.85,371.26,377.31,377.90,376.48,372.19,335.08,360.18,320.69,308.85,291.36,285.95,316.81,323.09,333.95,335.45,337.49,341.15,338.47,338.76,331.06,328.27,322.82,308.62,313.97,325.65,326.04,330.70,318.78,324.52,323.08,320.82,309.22,318.55,315.70,300.66,294.53,296.08,301.51,304.45,321.25,309.47,317.03,336.06,357.02,354.48,353.02,340.82,327.02,333.43,348.20,340.41,339.55,337.50,334.16,335.38,335.13,331.00,331.94,355.99,333.65,338.67,338.48,336.73,337.81,336.10,333.41,334.39,336.23,335.57,337.24,327.86,338.07,337.25,341.85,342.78,344.35,341.27,339.42,340.78,339.54,343.77,348.38,332.47
2016-03-16 22:20:36.438000,L8,357.22,364.63,367.15,376.06,378.24,383.51,389.55,381.91,378.48,375.41,370.73,367.49,362.90,361.42,357.53,362.31,358.42,362.13,361.95,356.50,360.53,352.48,351.13,343.12,338.74,327.14,315.48,318.79,332.07,340.27,337.77,326.09,333.72,357.88,342.92,321.47,327.51,325.01,307.64,300.44,300.95,307.60,313.26,327.98,330.93,345.58,342.86,363.32,359.56,358.43,346.22,332.83,339.86,356.71,354.92,363.56,359.50,377.44,376.49,384.09,376.26,372.12,367.01,375.39,360.96,377.83,377.93,357.63,343.63,347.71,347.71,354.79,356.91,358.64,353.92,345.95,348.37,347.30,349.81,350.50,350.19,353.23,354.67,350.56,356.50,354.62,339.79
2016-04-17 22:19:57.384000,L8,354.07,264.21,292.11,321.38,327.20,336.58,334.58,325.75,320.89,320.68,325.61,317.88,307.15,289.03,275.28,310.31,318.02,328.48,332.10,327.82,331.69,329.67,331.94,328.80,325.45,326.28,306.14,311.47,311.11,318.39,329.16,312.31,300.72,300.41,316.14,304.71,304.21,295.94,295.64,286.88,298.45,298.09,302.55,321.45,304.62,313.99,300.45,310.86,306.90,305.32,291.39,253.78,283.87,323.08,321.80,336.68,331.18,333.74,329.81,332.94,326.07,330.87,329.10,332.72,332.18,330.12,334.53,327.83,325.81,319.87,319.30,324.98,327.00,324.69,322.23,323.43,330.00,331.89,338.19,328.69,338.05,330.57,334.06,337.24,350.62,348.80,320.62
2016-04-17 22:20:21.343000,L8,332.81,263.60,291.66,320.95,326.14,335.88,333.71,324.98,320.15,319.94,324.67,316.94,306.76,288.37,274.26,310.24,316.98,327.50,331.12,327.47,331.40,328.74,331.25,328.60,324.45,325.07,305.65,311.30,310.74,317.96,328.10,311.98,299.35,300.18,315.72,304.24,303.63,295.04,295.03,286.41,298.11,297.80,302.25,321.05,304.46,313.68,300.08,310.44,306.31,304.69,290.89,252.45,283.72,322.41,321.47,336.42,330.96,333.27,329.27,332.30,325.95,330.60,328.73,332.49,331.51,329.71,334.36,327.50,325.64,319.54,318.90,324.45,326.75,324.47,322.17,323.63,329.68,331.54,338.40,328.68,338.01,329.65,333.68,337.06,350.53,348.37,320.16
2016-04-26 22:14:08.933000,L8,,,,,298.97,324.76,323.48,314.90,310.93,309.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.74,267.87,281.56,292.37,281.34,288.80,357.22,340.87,310.15,293.83,309.86,302.49,302.72,291.13,255.81,352.50,362.12,373.57,392.83,385.64,414.62,,,,,,,,395.09,388.74,381.23,374.40,330.70,372.04,378.02,388.11,404.29,342.20,341.00,358.96,363.63,368.52,339.93,372.65,366.30,339.03,342.87,350.19,342.11,351.06
2016-05-12 22:14:08.416000,L8,284.95,301.32,359.85,362.18,364.65,376.94,372.13,365.94,364.31,368.04,365.75,360.53,354.15,358.22,336.51,358.89,341.60,349.70,345.39,349.19,344.03,343.16,344.22,339.16,334.95,330.95,311.91,318.12,326.46,332.31,333.45,329.63,324.99,329.42,326.65,316.34,319.54,316.74,304.83,300.87,307.56,320.63,323.29,328.81,323.68,330.19,317.15,353.18,355.83,349.31,336.42,324.38,342.62,347.46,349.93,356.35,346.91,348.57,363.67,376.20,352.01,369.64,366.47,362.99,363.93,362.19,362.42,358.86,344.77,350.14,353.02,354.95,351.76,350.31,349.88,344.10,341.77,342.71,345.82,340.56,349.23,351.52,350.83,414.04,397.05,,
2016-06-04 22:20:04.162000,L8,,,,,,,,,,,,,,,,,,,,,338.52,335.99,334.81,327.77,328.50,330.07,308.78,312.69,321.99,340.08,335.78,316.97,304.16,303.73,322.93,305.63,307.45,301.27,296.14,294.27,300.10,334.99,306.07,317.40,300.84,318.94,305.47,317.45,313.92,310.54,295.42,261.55,283.83,327.76,326.41,336.82,333.12,332.82,334.80,335.52,330.89,330.92,337.40,336.22,335.48,338.69,339.53,339.56,332.87,336.35,332.89,333.11,329.32,333.52,332.78,333.34,337.11,364.31,363.21,341.85,373.40,341.77,340.75,340.45,343.92,348.36,391.44
