dates,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086,satname
2001-04-09 22:04:41+00:00,,343.71000000000004,,,347.08,351.51,352.32,343.06,343.99,,332.005,318.34,,304.58,,303.505,302.48,309.17,320.19,341.025,347.775,330.47,347.41,,340.71,332.55,,,,,,325.04,338.03,330.34,328.21,325.95,,,287.91,292.38,301.54,306.95,303.58,316.96,293.5,306.67,299.16,313.96,334.27,308.68,282.32,220.6,294.48,340.23,,342.44,,355.53,348.58,357.86,337.32,349.11,350.23,350.9,339.17,343.75,351.06,351.48,363.51,,359.92,352.81,338.11,355.32,328.16,327.48,330.04,336.07,328.59,348.15,348.18,352.31,353.3,346.59,350.91,339.6,326.01,L7
2001-07-14 22:03:57+00:00,,343.66,238.08,238.96,310.21,343.90999999999997,339.9,330.28499999999997,318.45000000000005,301.71,327.89,318.93,292.27,304.58,253.03,317.71000000000004,277.11,278.96,321.27,332.08000000000004,337.42499999999995,320.86,335.885,327.29,327.39,343.67,,291.49,298.17,306.02,323.72,305.75,298.83,324.55,319.07,305.65,312.42,304.95,287.54,,,,309.37,336.53,256.6,277.17,,,,,273.52,,,,,311.5,,,,,,316.85,332.34,324.15,334.89,306.19,323.91,318.43,324.01,326.43,323.88,327.97,323.78,329.92,320.93,330.63,366.81,358.85,350.52,,348.32,329.24,,352.3,350.66,336.61,316.62,L7
2001-08-15 22:03:26+00:00,,343.66,252.575,273.945,303.0133333333333,339.62333333333333,334.37,324.1133333333333,313.17333333333335,300.525,323.24666666666667,317.74,292.27,304.58,253.03,326.0933333333333,292.885,302.245,323.775,327.8533333333333,331.99333333333334,322.015,333.8066666666667,324.65,327.39,335.19,303.36,301.91499999999996,299.3,308.06,328.81,307.385,293.19,311.51,322.93,303.94,312.675,301.865,291.675,289.31,307.88,300.74,322.745,343.19,273.92,288.235,,,,,273.52,,,,,311.5,,,,,321.52,322.045,331.13,325.17499999999995,332.265,313.595,333.855,324.875,326.86,326.82,328.525,327.905,326.30999999999995,331.64,319.93,326.995,366.81,358.85,350.52,,339.98,327.355,,352.3,349.09000000000003,336.61,316.62,L7
2002-03-11 22:03:31+00:00,,,,,,,,,,,,,,,257.2,,,309.84,296.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.1,,,,,376.85,,L7
2002-04-12 22:03:25+00:00,,,,,,,,,,,,,,,262.53999999999996,,,309.84,296.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.1,,,,,376.85,,L7
2002-05-14 22:03:19+00:00,,314.47,,,,,,,,,,,,332.45,262.53999999999996,,,309.84,296.96,,,,,,,,,,,,,,,,,,,317.29,316.85,318.92,325.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.1,,,,,376.85,,L7
2002-05-30 22:03:13+00:00,,314.47,,335.04,,,333.28,,326.88,,337.36,337.82,325.42,317.39,259.63666666666666,,,304.115,296.96,344.52,,,,,,,,,,,,,313.78,343.72,332.77,328.3,,317.29,312.94,307.70500000000004,317.78999999999996,,322.39,330.18,289.08,305.53,284.73,315.39,,323.51,303.17,,,,,,343.07,352.17,374.23,378.3,,,,,360.65,358.03,,,,,,347.01,353.3,,,,353.51,,,362.51,361.805,346.94,353.28,348.38,349.2,364.92,341.69,L7
2002-06-15 22:03:07+00:00,,314.47,268.61,321.725,327.17,,333.28,320.12,318.675,304.7,337.36,330.35,315.555,307.40000000000003,258.28,,,304.115,293.4,344.52,,,,,,,298.27,302.18,,309.02,330.6,308.85,300.27,340.03,330.96500000000003,325.625,324.07,305.76,307.3233333333333,299.94666666666666,310.91,308.37,309.54499999999996,323.47,283.44,294.905,289.36,312.455,,323.51,303.17,,,348.54,,336.32,337.52,351.9,351.65,353.505,337.44,338.91,341.68,345.85,349.86,345.825,336.61,336.56,335.9,329.39,,347.01,353.3,345.8,334.76,335.08,345.56,,324.08,347.90999999999997,350.6166666666666,341.53499999999997,352.65999999999997,349.91999999999996,352.205,364.92,341.69,L7
2002-11-22 22:02:45+00:00,,,268.61,321.725,327.17,,333.28,320.12,318.675,304.7,337.36,330.35,315.555,294.875,272.89000000000004,315.17,,298.39,289.84,344.52,,,,,,,298.27,302.18,,309.02,330.6,308.85,300.27,340.03,330.96500000000003,325.625,324.07,294.23,302.56,290.46000000000004,303.545,308.37,309.54499999999996,323.47,283.44,294.905,289.36,312.455,,323.51,303.17,,,348.54,,336.32,337.52,351.9,351.65,353.505,337.44,338.91,341.68,345.85,349.86,345.825,336.61,336.56,335.9,329.39,,347.01,353.3,345.8,334.76,335.08,345.56,,324.08,347.90999999999997,341.37499999999994,341.53499999999997,352.65999999999997,349.91999999999996,352.205,352.99,341.69,L7
2002-12-24 22:02:57+00:00,,,,,,,,,,,,,,314.58,314.34000000000003,317.79,330.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-13 21:51:08+00:00,,,308.28,344.36,348.61,,351.24,342.56,336.9,342.75,353.03,335.94,324.17,306.66,281.07,318.81,332.39,,,,,,,,,,,334.06,,,,330.2,,334.53,,,,,,312.4,325.44,324.56,,,,,,341.69,338.95,334.81,316.98,,305.87,,355.9,366.58,366.18,367.69,356.12,361.81,358.86,349.23,363.83,368.32,359.8,372.4,369.98,366.52,351.15,364.64,347.38,365.62,353.85,367.87,359.89,360.65,361.41,,,363.88,,,,,,,,L5
2003-11-17 21:52:57+00:00,,337.03,323.53999999999996,344.36,348.61,,351.24,342.56,336.9,342.75,353.03,335.94,324.17,319.16,281.07,318.81,332.39,,,,,,,,,,,334.06,,,,330.2,,334.53,,,,,,312.4,325.44,324.56,,,368.63,,,341.69,338.95,334.81,316.98,,313.08000000000004,,355.9,366.0,366.18,367.69,356.12,375.615,372.895,349.23,375.325,368.32,362.57500000000005,372.78499999999997,371.305,369.74,356.71,364.345,362.275,373.48,368.255,376.02,372.67499999999995,372.76,367.23,351.71,354.9,357.815,361.36,,352.28,,,,361.18,L5
2004-06-12 21:55:59+00:00,,317.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-08-15 21:57:37+00:00,283.65,317.46,,,,,,,,,,,,,283.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-03-11 22:01:31+00:00,,,310.23,345.92,,,,,,343.44,,,325.89,308.28,280.04,327.64,338.21,,,,,,,,,,,,335.29,,352.01,,326.39,333.41,,,,,312.72,295.59,299.48,312.45,319.05,347.54,335.83,,332.67,341.6,335.25,332.52,319.11,288.7,314.77,349.44,357.4,352.92,357.25,358.59,356.13,354.54,343.58,357.37,348.5,356.72,354.98,351.43,367.92,361.05,358.61,353.49,350.06,354.92,351.16,355.14,346.43,345.72,347.92,348.95,351.8,348.66,365.73,362.48,362.7,362.25,365.77,364.88,349.02,L5
2005-09-19 22:02:44+00:00,313.58,292.01,310.26,342.13,,,,,,,,,323.91,308.8,282.1,324.21,333.21,,,,,,,,,,,,,,,,,,,,,,,310.25,313.57,315.32,,,342.72,,,338.64,332.42,327.87,319.03,289.24,300.61,,359.76,362.79,362.31,367.53,362.52,359.21,357.74,366.71,360.84,356.41,361.64,360.54,366.58,361.12,357.59,356.47,358.27,363.93,355.01,362.17,357.54,360.34,357.06,355.99,,358.53,368.04,366.36,,364.87,364.01,366.09,347.83,L5
2006-02-26 22:05:22+00:00,335.41999999999996,301.975,318.1,353.46000000000004,369.07,,,,,,,,323.91,308.8,282.1,324.21,333.21,,,,,,,,,,,,,,,,332.69,328.93,,,,333.53,,315.105,321.74,320.905,,,344.61,,,339.78499999999997,333.0,327.87,319.585,287.115,307.73,,358.54999999999995,362.79,361.54499999999996,369.29999999999995,361.575,363.645,356.475,359.90999999999997,360.105,358.69500000000005,361.39,362.225,361.21500000000003,366.69,363.26,360.85,359.56,370.02,353.775,364.25,355.25,356.125,356.13,358.40999999999997,355.36,357.465,363.59000000000003,368.615,377.29,370.28499999999997,369.015,372.28,353.14,L5
2006-07-04 22:07:29+00:00,357.26,311.94,325.94,364.79,369.07,326.95,,,,,,,,,,,,,275.79,,293.73,302.64,318.34,301.57,300.96,320.11,279.47,,,286.83,306.24,294.1,332.69,313.56,,,,333.53,,319.96,329.91,326.49,,,346.5,,,340.93,333.58,,320.14,284.99,314.85,,357.34,304.5,320.71,371.07,360.63,368.08,355.21,353.11,359.37,360.98,361.14,363.91,355.85,372.26,368.93,365.23,329.385,376.11,331.59000000000003,340.815,332.91999999999996,333.44500000000005,334.235,360.83,334.52,339.005,359.14,337.56,342.70500000000004,340.65,339.205,353.96500000000003,333.59000000000003,L5
2006-08-21 22:08:07+00:00,357.26,311.94,325.94,364.79,369.07,326.95,,,,,,,,,,,,,275.79,,282.055,302.64,318.34,301.57,300.96,320.11,279.47,,,286.83,306.24,294.1,332.69,313.56,,,,333.53,,319.96,329.91,326.49,,,346.5,,,340.93,333.58,,320.14,284.99,314.85,,357.34,308.065,316.68333333333334,371.07,360.63,368.08,355.21,353.11,359.37,360.98,361.14,363.91,355.85,372.26,368.93,365.23,323.50666666666666,376.11,327.16,334.59666666666664,326.3,330.00666666666666,330.3433333333333,360.83,323.56,328.7966666666667,359.14,328.4866666666667,333.6166666666667,332.1766666666667,333.8066666666667,345.26666666666665,327.9633333333333,L5
2008-11-14 21:57:52+00:00,358.03,285.62,309.89,343.16,346.27,353.49,349.82,341.43,335.26,332.24,337.42,335.16,320.55,297.7,276.0,306.42,332.65,348.16,350.54,348.78,349.95,347.51,350.96,338.94,339.06,342.05,325.25,,330.85,337.38,342.86,331.65,323.54,330.13,334.69,,329.36,326.25,312.64,301.89,304.46,308.76,332.19,,,,,341.34,332.41,332.3,313.19,287.36,306.54,346.94,346.17,348.65,345.42,350.2,347.08,346.69,344.98,351.44,355.79,350.18,356.79,359.92,357.2,358.41,349.84,345.67,339.68,350.49,339.79,345.7,339.8,342.77,348.04,356.32,,,364.74,,,,,,,L5
2009-01-17 21:59:44+00:00,344.745,285.265,309.89,337.9,341.33,351.265,347.9,340.83000000000004,336.76,333.525,336.36,332.685,320.48,299.145,271.11,311.53499999999997,325.28999999999996,337.49,339.26,341.235,342.24,338.45,341.29499999999996,332.55,333.21500000000003,339.3,326.03999999999996,331.11,329.5,336.445,342.985,329.15999999999997,321.625,319.565,322.98,301.6,315.78,314.99,304.615,294.02,299.54499999999996,304.84000000000003,323.04499999999996,325.92,312.41,331.15,320.24,337.04999999999995,324.285,323.89,307.325,277.64,300.32000000000005,339.8,338.08000000000004,344.075,344.815,350.885,347.865,349.775,343.82500000000005,350.78999999999996,349.745,343.95500000000004,345.395,347.5,346.29499999999996,349.5,342.42999999999995,339.57500000000005,338.57500000000005,347.16499999999996,339.295,344.11,337.065,339.635,345.865,343.84000000000003,329.18,331.04,352.96500000000003,336.97,335.94,338.18,344.4,332.52,,L5
2013-05-11 22:22:18+00:00,,,,,,,,,,,,,,,,,,,334.08,336.66,338.68,330.66,332.36,324.49,326.42,329.46,310.54,318.92,320.18,324.81,332.38,315.63,313.54,309.45,315.2,306.62,308.48,302.67,297.63,291.91,296.9,307.6,308.32,323.72,308.35,321.18,305.02,321.49,318.15,313.33,298.32,260.92,293.09,326.4,328.0,339.82,334.02,335.36,333.26,340.14,334.24,335.83,335.5,342.14,340.93,337.22,346.9,341.35,336.65,330.68,327.51,335.39,327.27,330.65,328.84,330.3,332.6,,334.09,334.45,341.19,333.57,340.87,339.82,348.42,345.08,328.92,L8
2013-06-28 22:22:20+00:00,,305.49,,,,,,,,,341.37,,,,,333.51,,351.59,334.08,336.66,338.68,335.04,332.36,324.49,326.42,329.46,315.355,321.14,320.18,331.565,332.38,315.63,313.54,309.45,315.2,306.62,308.48,302.67,297.63,301.21000000000004,296.9,307.6,308.32,329.55,322.345,321.18,305.02,321.49,318.15,313.33,302.595,275.96500000000003,293.09,326.4,328.0,339.82,334.02,347.095,333.26,354.24,334.24,350.445,335.5,342.14,340.93,337.22,346.9,341.35,336.65,330.68,327.51,343.23,336.16499999999996,340.97,340.83,330.3,343.285,,334.09,334.45,341.19,333.57,340.87,339.82,348.42,345.08,328.92,L8
2013-07-07 22:16:35+00:00,,305.49,,317.27,325.12,335.37,328.93,321.91,316.18,316.55,332.775,320.14,305.34,282.88,259.48,322.44,316.03,338.28999999999996,331.605,335.06,335.245,333.06333333333333,331.81,324.14,326.67,329.28,312.99666666666667,318.0366666666667,316.255,328.81,331.40999999999997,313.7,304.605,309.02,314.485,307.70500000000004,310.20500000000004,304.20500000000004,295.16499999999996,294.61,299.05499999999995,298.57500000000005,311.61,328.94666666666666,320.62666666666667,322.65,304.7,316.675,313.355,309.385,297.3633333333333,268.0566666666667,289.115,325.21,328.525,340.06,334.065,342.5833333333333,331.055,348.0533333333333,336.03,346.09666666666664,337.745,340.075,341.315,338.165,344.115,344.26,336.65,330.68,332.075,341.96999999999997,333.16333333333336,338.65333333333336,336.92,332.59000000000003,341.5566666666667,,337.7,334.37,341.45,333.35,340.01,341.21500000000003,348.225,347.41499999999996,330.895,L8
2013-07-14 22:22:22+00:00,,305.49,,317.27,325.12,329.005,324.505,313.93,299.21000000000004,300.0,332.775,320.14,305.34,268.275,239.82,322.44,316.03,338.28999999999996,331.605,335.06,335.245,333.06333333333333,322.3966666666667,316.54,320.6933333333333,325.67333333333335,301.84000000000003,318.0366666666667,308.72333333333336,317.4575,319.24,313.7,304.605,309.02,314.485,298.99,305.1033333333333,294.59999999999997,291.6933333333333,286.145,299.05499999999995,298.57500000000005,299.4866666666667,321.6125,308.5525,322.65,304.7,308.2766666666667,305.02666666666664,309.385,297.3633333333333,268.0566666666667,289.115,325.21,320.37333333333333,332.1166666666667,328.2133333333333,335.19,323.9866666666667,340.02,328.2733333333333,335.86,329.7633333333333,334.14,334.8666666666667,330.84666666666664,338.4533333333333,335.76,326.66499999999996,317.445,322.6066666666666,335.83,329.08,334.3,330.0725,329.08,336.1675,318.04,330.65000000000003,329.59999999999997,334.6933333333333,327.0,333.67333333333335,332.3833333333334,348.225,347.41499999999996,320.66333333333336,L8
2013-07-23 22:16:34+00:00,,305.49,293.33,316.395,325.58000000000004,329.005,327.5833333333333,317.12333333333333,304.67,306.6066666666666,330.5733333333333,320.09000000000003,305.98,273.21999999999997,245.16,318.92,317.36,334.81,331.27,334.67333333333335,334.50666666666666,332.21750000000003,324.65250000000003,318.9275,322.5675,326.8025,303.164,316.795,310.6075,318.668,322.385,313.4266666666667,301.93333333333334,313.98333333333335,315.34666666666664,301.185,307.13,296.755,292.97,286.58000000000004,298.87999999999994,298.57500000000005,300.5825,322.592,308.472,323.12333333333333,304.00333333333333,309.2525,306.01,307.6666666666667,294.6875,258.7675,287.45666666666665,324.70666666666665,322.02750000000003,334.05,329.3725,334.796,326.08000000000004,339.33000000000004,331.3975,336.01599999999996,332.52,334.2625,336.4125,332.96500000000003,338.815,336.39250000000004,328.93333333333334,322.84999999999997,323.4975,336.2,328.53000000000003,334.146,330.068,331.455,336.844,318.04,334.71,331.245,336.28499999999997,328.49,335.755,332.3833333333334,348.225,347.41499999999996,320.66333333333336,L8
2013-08-31 22:22:50+00:00,,305.49,293.33,316.395,325.58000000000004,329.005,327.5833333333333,317.12333333333333,304.67,306.6066666666666,330.5733333333333,320.09000000000003,305.98,273.21999999999997,245.16,318.92,322.60999999999996,334.81,334.165,336.1425,334.50666666666666,332.21750000000003,324.65250000000003,318.9275,322.5675,328.756,306.56,318.922,314.678,321.575,322.385,316.7025,309.2575,318.16499999999996,315.34666666666664,304.648,307.13,296.755,292.97,288.2766666666667,299.92999999999995,305.1333333333334,300.5825,324.82,313.4083333333333,323.12333333333333,304.00333333333333,309.2525,312.87,315.1575,296.724,265.98199999999997,289.10749999999996,324.70666666666665,327.47799999999995,342.034,335.37600000000003,337.105,329.808,339.9266666666667,339.196,342.1816666666667,338.61800000000005,341.13199999999995,340.36199999999997,341.3,347.288,336.39250000000004,338.4975,332.685,323.4975,336.2,334.51666666666665,337.34666666666664,333.4683333333333,335.576,338.82,318.04,334.71,336.058,336.28499999999997,332.286,335.755,337.165,352.0466666666666,350.3066666666667,324.07,L8
2013-09-25 22:16:28+00:00,,323.56,293.33,316.395,325.58000000000004,329.005,327.5833333333333,317.12333333333333,304.67,306.6066666666666,330.5733333333333,323.7733333333333,305.98,273.21999999999997,245.16,318.92,322.60999999999996,335.7175,336.136,336.786,335.3925,332.21750000000003,324.65250000000003,318.9275,322.5675,328.756,306.56,318.922,314.678,321.575,322.385,316.7025,309.2575,318.16499999999996,315.34666666666664,304.648,307.13,296.755,292.97,293.49285714285713,306.64,308.805,300.5825,324.82,313.4083333333333,323.12333333333333,304.00333333333333,309.2525,312.87,317.66999999999996,300.45666666666665,265.98199999999997,289.10749999999996,324.70666666666665,330.53000000000003,343.94166666666666,337.925,338.71571428571434,334.6333333333334,340.59857142857146,342.88166666666666,343.4214285714285,338.61800000000005,341.13199999999995,340.36199999999997,344.6433333333334,349.81,336.39250000000004,338.4975,332.685,323.4975,336.2,336.48,339.2442857142857,335.98285714285714,337.04333333333335,340.2242857142857,334.755,334.71,338.75166666666667,336.28499999999997,334.7,338.23199999999997,337.165,351.245,350.74,326.352,L8
