dates,nzd0478-0000,nzd0478-0001,nzd0478-0003,nzd0478-0004,nzd0478-0005,nzd0478-0002,nzd0478-0006,nzd0478-0007,satname
2000-05-08 22:06:20+00:00,,,315.88,320.15,317.11,,272.53,294.84,L7
2000-06-25 22:06:19+00:00,,,313.15999999999997,317.71,305.39,,276.345,298.575,L7
2000-07-27 22:05:48+00:00,,,313.8233333333333,318.51,308.33666666666664,,288.33666666666664,305.38666666666666,L7
2000-08-03 22:11:31+00:00,,,305.7,315.06,307.33500000000004,,287.255,302.7925,L7
2000-08-12 22:05:41+00:00,,,302.73400000000004,317.04200000000003,309.684,,287.336,304.296,L7
2000-09-20 22:10:50+00:00,,,302.73400000000004,314.02,309.684,,287.336,304.296,L7
2001-01-03 22:05:00+00:00,,302.76,300.1225,313.166,317.59000000000003,305.47,301.0,308.88,L7
2001-02-20 22:04:36+00:00,,298.98,309.29999999999995,308.71666666666664,324.225,290.85,320.01,311.19,L7
2001-04-09 22:04:41+00:00,,298.98,313.7733333333333,316.8433333333333,327.41,290.85,326.745,311.19,L7
2001-06-28 22:03:32+00:00,321.67,302.4166666666667,314.57,316.88,325.7575,290.85,322.91,319.09000000000003,L7
2002-03-11 22:03:07+00:00,337.6,331.48,,,,291.09,,,L7
2002-04-12 22:03:01+00:00,337.6,331.48,,,,291.09,,339.21,L7
2002-05-14 22:03:19+00:00,329.78,331.48,,,,291.09,,339.21,L7
2002-07-01 22:02:38+00:00,329.78,331.48,,,,291.09,302.49,327.85,L7
2002-11-22 22:02:21+00:00,,,311.58,,,,302.49,328.96500000000003,L7
2002-12-08 22:02:27+00:00,,,303.21,292.32,,299.24,302.49,328.96500000000003,L7
2002-12-24 22:02:33+00:00,,308.12,303.21,292.32,,299.24,302.49,328.96500000000003,L7
2003-08-13 21:51:08+00:00,,,306.12,306.09,320.07,,317.09,,L5
2003-11-17 21:52:33+00:00,294.64,,318.22,316.99,320.07,312.81,325.80999999999995,345.52,L5
2004-06-12 21:55:59+00:00,317.17,311.6,,,,,,,L5
2004-06-28 21:56:04+00:00,329.89,311.6,316.57,315.47,300.74,,323.81,328.57,L5
2004-07-30 21:57:15+00:00,329.89,311.6,316.57,327.665,323.38,,335.66999999999996,337.01,L5
2004-08-15 21:57:37+00:00,329.89,311.6,316.57,329.99333333333334,327.63666666666666,,336.9633333333333,337.93,L5
2005-05-05 22:07:37+00:00,330.09,324.9,315.44,312.58,316.91,308.33,307.62,317.22,L5
2006-02-17 22:10:58+00:00,348.96,,,,,,,,L5
2006-02-26 22:04:59+00:00,348.23,,,334.86,,338.27,,339.82,L5
2007-09-09 22:07:45+00:00,345.89,335.28,334.18,338.25,344.25,,339.65,340.13,L5
2008-11-14 21:57:52+00:00,337.58,330.66,326.3,325.81,328.84,330.0,321.4,321.89,L5
2009-01-01 21:58:55+00:00,329.435,322.875,320.795,320.49,324.98,320.63,317.5,316.685,L5
