dates,satname,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0131,nzd0369-0025,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0130,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0118,nzd0369-0119,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0100,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0090,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0081,nzd0369-0082,nzd0369-0085,nzd0369-0086,nzd0369-0030,nzd0369-0031,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0099,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0083,nzd0369-0032,nzd0369-0042,nzd0369-0084,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0055,nzd0369-0056,nzd0369-0053,nzd0369-0054,nzd0369-0074,nzd0369-0079,nzd0369-0080
2002-05-07 21:56:03.729000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.78,352.88,,,,,375.08,353.37,345.53,363.78,368.47,355.00,345.90,335.63,300.45,,332.13,361.13,376.15,375.73,364.57,399.65,370.60,358.46,390.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:55:12.096000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.73,373.74,348.51,373.39,385.71,,,,,,,,,,,393.41,388.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-12 21:55:07.575000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.50,359.09,351.65,384.72,396.72,399.93,,,,,,,,,,,,,,,,418.17,414.43,369.41,359.78,384.09,354.79,355.89,316.07,,,,,,,,,,,,415.76,400.26,421.38,397.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.89,376.61,383.48,350.85,352.62,392.33,306.10,,,,,,,,,,,,,,,,405.39,404.99,369.18,365.19,358.60,339.12,329.43,324.18,,,,,,,,,,,,418.65,403.73,391.19,385.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-23 21:48:51.087000,L7,,343.58,378.76,384.36,377.71,380.28,373.73,359.83,343.67,343.83,338.81,345.14,343.41,341.89,358.87,375.26,366.57,368.17,352.40,341.45,338.26,333.64,349.70,389.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-30 21:55:01.471000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.30,361.45,369.71,349.38,369.75,389.67,316.99,,,,,,,,,,,,,,,,408.16,410.70,355.19,342.65,340.88,325.31,322.35,328.11,,,,,,,,,,,,413.59,406.31,395.86,397.99,,412.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-02 21:55:34.113000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.51,353.88,343.27,333.41,337.36,356.87,,,,,,,,,,,,,,,,,358.03,370.68,325.38,313.30,307.04,352.21,317.30,,,407.66,395.80,379.04,371.10,364.37,,,,,,373.11,362.14,372.05,345.49,,404.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-18 21:55:42.118000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.66,313.07,,,,,,,,,,,,,,,,,322.02,314.04,,,,,,,380.38,374.42,345.34,338.87,340.15,309.82,386.71,365.35,350.39,365.59,371.66,,,,,,344.60,382.71,385.30,393.31,383.74,401.04,369.79,363.78,402.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19 21:55:54.479000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.36,313.06,,,,,,,,,,,,,,,,,295.72,,,,,,,,368.27,374.23,337.37,339.19,331.52,306.75,380.14,348.12,335.86,367.46,369.89,,,,,,354.67,388.06,367.65,388.41,387.54,,380.59,364.30,406.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:55:52.571000,L7,,,,,,,,,,,,416.58,371.66,404.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.64,,,,,,,,,,,,,,,,,339.37,333.13,,,,,,,354.72,382.93,361.10,353.79,339.42,348.41,398.26,349.56,356.40,384.44,392.80,358.03,334.93,,,,347.68,369.94,371.26,394.25,379.54,372.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-08 21:55:59.443000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.80,333.07,311.13,308.19,314.21,330.14,,,,,,,,,,,,,,,,,400.55,393.76,,,,,,,381.99,361.51,,364.70,351.35,348.26,,,,,,413.00,389.43,315.27,314.16,381.81,365.80,409.29,385.27,408.26,396.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24 21:55:58.309000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.71,,,,,,,,,,,,,,,,,,,,338.42,307.14,353.60,,,,,311.20,331.74,,369.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.10,323.71,,,358.03,316.35,,360.53,323.65,313.39,,,311.25,366.60,346.56,379.93,,,,,,,,,,,,,
2003-07-21 21:43:45.776000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.59,321.12,314.98,298.96,308.09,305.96,,,,,,,,,,,,,,,,,,,,,,,,,368.86,365.17,,,,,384.00,363.15,344.05,362.47,379.13,,,,,366.80,332.18,382.25,386.95,383.15,367.02,400.97,367.35,362.74,399.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-30 21:37:45.389000,L5,,349.41,384.82,390.41,383.34,386.13,375.56,371.63,351.90,345.55,337.40,331.61,332.72,338.52,347.59,364.46,353.44,371.92,347.90,342.89,339.89,345.28,359.15,386.69,431.04,421.20,414.58,410.42,410.99,415.96,404.14,385.94,358.65,402.39,401.43,382.21,356.42,345.75,368.25,358.69,345.03,328.74,315.30,303.21,,380.40,359.48,348.15,430.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-18 21:39:00.182000,L5,,360.48,388.77,389.10,387.18,390.02,379.28,364.79,347.95,333.82,323.34,313.92,326.07,324.28,333.95,342.98,356.85,368.01,341.62,339.92,340.17,339.22,352.42,383.44,420.36,412.67,407.83,402.76,402.57,403.38,396.52,377.73,358.23,398.50,401.58,378.47,343.45,,350.60,341.59,323.96,316.61,312.62,295.24,,,,,425.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-21 21:39:43.071000,L5,,,,381.90,376.00,377.90,365.54,352.21,336.76,312.72,324.18,326.30,325.37,328.79,343.46,364.40,,355.52,346.04,337.28,335.91,334.36,352.54,396.34,418.81,402.17,398.81,382.03,391.71,396.82,389.80,355.79,324.42,326.74,,,,,362.49,299.10,310.76,321.16,,,,,,,427.66,,,,,,,,,,,,,,,,,,,423.62,,,,,,,,,,,,,,,,,,,,,,,,423.49,316.69,324.56,308.55,399.45,406.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-28 21:45:57.554000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.31,307.58,,,,,,,379.90,380.41,361.43,334.40,320.16,319.42,380.19,356.47,342.59,369.77,384.78,,,,,,292.98,386.29,391.51,390.08,381.08,395.65,375.75,359.59,401.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-22 21:39:52.321000,L5,,,,364.19,353.74,355.09,342.41,333.17,326.52,,330.65,336.77,341.32,337.42,370.97,375.67,374.50,395.77,349.87,338.51,321.94,315.41,314.43,377.60,,,,,,,,,,,,,,,,,,,,,,,,,,,331.30,353.82,355.61,344.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.28,328.25,324.23,328.60,366.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-23 21:40:02.028000,L5,,343.50,379.87,374.21,379.92,382.41,373.00,358.72,344.20,323.83,321.98,333.20,341.30,336.74,349.22,363.30,,356.92,344.38,334.61,328.86,330.82,341.56,375.92,,,,,,,,,,,,,,,,,,,,,,,,,,400.02,338.40,275.21,362.48,353.23,303.55,349.32,288.58,322.85,338.51,347.32,366.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:46:30.745000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.95,303.67,,,,,,,,,,,,,,,,,330.86,322.08,,,,,,,381.03,387.34,360.65,335.11,338.32,322.20,385.12,368.37,346.05,364.08,372.95,326.60,,,,,334.95,379.82,387.39,389.54,381.41,,368.09,361.59,408.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-04 21:47:27.968000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.61,309.77,,,,,,,,,,,,,,,,,,,,,,,,,378.49,344.93,,,,,389.87,364.95,344.41,363.49,371.78,,,,,,341.99,380.50,396.62,386.67,376.08,400.41,366.24,368.35,405.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-20 21:47:56.357000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.78,321.08,310.32,301.58,310.21,307.59,,,,,,,,,,,,,,,,,,,,,,,,,386.50,378.81,,,,,392.24,371.39,352.13,374.55,389.74,,,,,382.58,346.26,370.98,388.96,383.92,382.95,406.45,373.73,369.75,404.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-05 21:48:24.950000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.60,366.34,352.60,350.49,353.77,377.77,,,,,,,,,,,,,,,,,397.10,392.80,344.67,355.46,325.59,319.72,,,,,,400.00,390.63,382.88,,,,,,411.39,401.26,360.56,369.43,,421.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:49:21.098000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.00,331.52,321.45,309.72,307.45,310.62,,,,,,,,,,,,,,,,,,,,,,,,,353.92,,,,,,393.74,371.63,357.57,376.19,383.59,,,,,384.41,335.91,375.20,376.76,369.88,350.44,,375.46,372.60,407.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:49:45.084000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.62,316.11,316.11,307.64,306.96,315.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.09,373.42,348.15,368.76,376.61,,,,,367.27,343.61,373.54,,,,405.48,373.02,371.23,404.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-24 21:50:29.935000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.70,373.60,,,,,381.40,363.45,346.08,368.72,377.02,,,,,,342.36,381.59,395.61,382.45,376.29,402.54,367.06,363.80,401.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-02 21:44:33.408000,L5,,359.18,383.88,384.40,383.20,383.80,369.34,362.17,344.38,337.15,326.41,323.29,323.34,324.25,332.69,333.29,336.57,359.61,338.46,339.47,339.40,341.03,352.13,381.92,426.20,417.43,408.69,411.60,403.09,410.71,392.55,385.61,371.98,394.33,394.08,375.44,346.19,,354.09,342.39,322.66,314.73,302.80,,,,,,422.79,,,,,,,,,,,,,426.07,409.14,404.08,399.43,408.37,424.28,426.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-18 21:44:58.764000,L5,,366.30,394.12,390.15,387.55,389.86,374.98,363.10,348.21,339.16,329.84,328.18,329.61,332.42,343.19,352.92,359.13,369.37,342.79,339.01,339.07,343.10,357.30,386.43,428.42,420.96,417.96,411.75,413.17,414.47,406.07,394.96,379.48,408.24,399.65,381.33,352.04,345.40,357.00,351.90,336.26,331.96,322.26,300.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:51:19.231000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.62,330.24,325.97,313.93,315.11,315.48,,,,,,,,,,,,,,,,,,,,,,,,,374.45,374.00,,,,,392.20,371.71,355.40,364.54,377.95,,,,,378.65,343.54,378.74,390.29,388.30,380.31,,363.17,362.89,396.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-04 21:45:19.602000,L5,,372.54,403.35,396.49,396.87,399.57,382.70,369.14,351.79,344.31,337.58,335.99,333.39,340.10,348.97,367.31,373.68,376.99,355.14,346.68,351.71,348.70,360.29,395.98,422.16,416.21,415.71,409.55,411.07,413.72,408.12,389.54,381.25,411.02,405.81,383.57,346.15,,,,,,,,,,,,426.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-20 21:45:40.625000,L5,,367.30,392.70,389.77,387.74,390.08,379.15,367.45,350.32,339.48,331.82,329.50,333.11,331.98,341.42,349.40,367.05,374.42,353.89,351.42,353.48,349.84,360.38,396.00,,425.08,420.40,416.57,415.01,417.67,405.86,390.17,375.84,410.40,408.57,383.58,351.51,338.06,359.52,352.06,331.32,328.74,324.79,299.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-27 21:51:59.516000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.55,340.37,334.43,321.34,321.27,335.46,,,,,,,,,,,,,,,,,330.92,322.27,,,,,,,396.48,394.77,360.69,338.69,338.88,329.23,,,,,,326.89,300.58,,,400.71,373.20,409.18,,416.26,405.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-12 21:52:15.232000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.16,373.90,321.19,323.48,,,,,,,410.77,385.35,394.54,382.31,,,,,,380.59,349.69,353.53,358.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-07 21:46:35.869000,L5,,,,,,,,,,,,,,,,,,,,,,,,,431.41,418.75,417.14,406.29,411.38,401.48,397.23,383.66,363.50,393.19,388.42,376.74,350.34,350.12,372.83,361.24,341.56,329.08,301.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:53:21.356000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.88,383.22,,,,,377.26,368.97,353.29,377.16,382.19,,,,,,350.78,393.05,399.87,393.66,383.79,396.48,385.49,358.67,403.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-09 21:47:31.401000,L5,,,,371.97,367.58,346.42,333.90,317.39,308.10,,,324.03,341.69,334.03,354.49,380.89,353.39,380.66,332.78,322.75,315.81,313.02,311.59,373.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.13,346.42,352.56,,,,,,,,416.57,397.18,409.24,400.49,415.03,315.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.41,344.87,333.56,301.57,367.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:54:04.136000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.11,307.45,,,,,,,,,,,,,378.75,,,,326.48,322.20,,,,,,,379.49,376.63,358.38,336.94,336.16,334.60,,,,,,325.38,,,,,350.02,389.15,403.06,402.30,391.48,,,,,,,,,355.00,347.08,,,,,,,,,,,,,,,,,,,,,,,
2005-03-13 21:47:59.531000,L5,,,,380.11,369.98,376.69,356.38,349.89,326.97,323.31,331.43,340.93,344.66,344.35,354.77,375.75,358.90,372.42,351.44,351.43,329.62,329.25,326.96,379.94,431.08,414.56,412.94,406.01,405.36,409.13,402.60,374.89,336.71,390.06,388.95,372.07,333.48,,363.72,353.14,339.10,316.65,294.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:54:19.058000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.96,328.67,319.63,308.54,309.52,312.61,,,,,,,,,,,,,,,,,,,,,,,,,386.22,380.74,357.84,,,,390.08,361.22,345.04,366.39,384.83,,,,,389.05,339.04,384.26,407.13,398.32,386.43,,378.40,368.20,402.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:54:22.812000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.65,330.43,324.41,310.98,315.77,317.95,,,,,,,,,,,,,,,,,327.60,330.01,,,,,,,380.51,380.18,354.76,350.10,371.96,340.16,,,,,,327.61,297.81,,,384.43,355.63,396.18,411.25,397.80,387.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-30 21:48:14.979000,L5,,348.09,390.08,387.27,384.83,386.64,372.20,358.25,342.81,333.88,325.30,327.77,327.71,328.00,341.10,360.68,,360.50,341.67,336.44,339.88,339.37,354.02,391.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-23 21:54:36.577000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.07,339.19,324.94,313.19,315.51,319.60,,,,,,,,,,,,,,,,,,,,,,,,,374.88,386.63,,,,,394.40,374.29,351.76,372.62,386.34,,,,,390.14,344.40,381.69,407.49,394.83,376.56,,381.58,378.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:30.637000,L5,,364.12,392.39,388.25,387.88,387.41,371.68,364.11,345.95,334.59,324.63,321.18,321.47,320.56,333.33,334.87,353.75,364.50,336.51,348.49,345.47,343.34,355.50,385.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:54:44.925000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.90,324.02,317.23,308.64,310.57,310.53,,,,,,,,,,,,,,,,,,,,,,,,,315.02,,,,,,381.86,370.27,348.33,368.95,379.47,,,,,376.39,342.20,381.81,397.28,373.28,368.59,,372.11,372.05,404.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-10 21:54:55.488000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.43,,,,,,,,,,,,,,,386.01,357.07,343.88,359.72,375.34,,,,,,,,,,,390.69,367.28,352.72,382.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-20 21:49:06.970000,L5,,368.59,398.49,392.19,387.98,389.13,374.11,367.16,346.88,338.21,328.71,324.07,324.75,330.92,335.77,337.55,355.93,360.95,347.80,342.11,356.24,354.38,370.84,401.28,429.20,418.39,415.51,410.13,410.00,411.84,397.51,389.91,379.97,401.76,403.79,380.95,355.92,357.90,365.52,356.30,341.47,327.45,325.67,311.19,,,,,426.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:55:20.007000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.04,370.22,363.60,348.01,352.36,369.28,298.00,,,,,,,,,,,,,,,,385.41,393.59,338.45,341.76,327.56,333.93,320.43,319.57,,,,,,,,,,,,397.68,401.37,383.80,380.91,,411.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:55:20.450000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.68,378.21,377.44,366.55,366.64,398.89,301.65,,,,,,,,,,,,,,,,387.06,400.96,358.81,363.91,359.81,326.57,320.82,309.93,,,,403.51,406.00,391.67,,,,,,414.53,384.17,394.55,372.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-07 21:49:06.876000,L5,,360.17,392.09,389.67,386.12,389.88,377.51,364.85,349.20,336.40,326.64,327.29,329.27,326.78,334.46,350.59,359.04,365.02,344.58,346.75,350.48,345.63,357.78,389.65,427.38,416.95,413.50,410.94,406.99,410.44,398.97,386.17,371.89,399.49,398.87,381.33,354.46,353.93,362.47,353.40,330.75,324.26,314.52,303.08,,,,,434.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-08 21:49:16.532000,L5,,348.57,387.52,386.59,384.51,385.45,375.61,356.83,338.88,332.12,327.19,329.88,332.30,333.69,345.66,365.06,354.60,367.63,349.25,346.60,342.63,336.87,347.58,390.63,428.44,420.31,412.02,408.07,414.44,416.58,403.74,384.31,378.62,404.36,400.23,375.24,346.88,341.30,366.23,350.51,326.14,318.23,322.45,302.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-19 21:57:51.685000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.24,317.82,,,,,,,380.66,383.27,359.66,331.93,335.84,332.07,387.36,365.88,356.35,362.91,374.13,321.12,,,,,328.88,381.60,391.44,389.89,385.05,400.22,366.69,357.53,399.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28 21:51:52.186000,L5,,353.00,383.12,388.01,386.03,382.27,366.23,360.67,343.58,332.13,327.35,342.45,339.54,338.02,359.18,369.89,367.28,368.43,354.08,346.77,336.89,342.55,349.83,399.25,,,,,,,,,,,,,,340.63,369.24,353.69,327.12,318.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
