dates,satname,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0131,nzd0369-0025,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0130,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0118,nzd0369-0119,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0100,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0090,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0081,nzd0369-0082,nzd0369-0085,nzd0369-0086,nzd0369-0030,nzd0369-0031,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0099,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0083,nzd0369-0032,nzd0369-0042,nzd0369-0084,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0055,nzd0369-0056,nzd0369-0053,nzd0369-0054,nzd0369-0074,nzd0369-0079,nzd0369-0080
2006-06-04 21:53:28.422000,L5,,358.31,384.40,380.17,378.85,377.64,362.79,358.54,339.84,328.44,321.78,316.78,320.98,321.07,339.22,348.61,349.00,355.88,332.43,337.80,336.85,336.61,350.48,377.55,,,,,,,,,,,,,,,,,,,,,,383.93,360.13,348.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 22:00:00.431000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.76,324.97,318.48,300.63,307.22,309.56,,,,,,,,,,,,,,,,,,,,,,,,,359.18,,,,,,387.36,368.35,340.01,358.35,378.34,,,,,370.72,327.30,383.02,387.78,377.52,363.86,403.26,362.93,365.84,390.89,,,,,,,,,,,,399.98,,,,,,,,,,,,,,,,,
2006-07-22 21:54:10.491000,L5,,371.09,393.07,385.99,383.06,387.07,372.97,368.63,346.34,335.01,328.31,326.81,327.44,327.55,340.23,355.18,356.12,361.26,340.57,340.52,350.80,354.83,362.36,392.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.68,330.97,361.24,301.86,321.70,385.20,334.71,274.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10 21:55:08.811000,L5,,362.48,396.74,394.93,392.95,396.47,383.73,372.35,348.88,339.71,331.81,332.74,338.02,336.42,346.22,368.37,366.99,374.99,357.80,353.62,353.87,349.51,354.24,395.88,431.56,425.05,419.76,416.36,415.42,415.55,405.39,393.43,391.07,411.58,406.41,387.25,358.57,358.23,370.32,355.77,339.68,325.04,321.97,302.91,,,,,,,,,,,,,,,,,,,,,,,,,312.69,335.04,355.94,367.34,,,,,366.23,380.22,291.14,397.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-02 22:01:32.743000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.00,417.91,350.36,324.67,323.93,303.69,,,,,,,,,,,,,,416.26,406.15,387.58,378.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-05 22:02:04.371000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.09,313.81,,,,,,,380.48,380.93,358.92,334.65,334.44,314.75,378.84,357.33,336.98,371.21,384.75,308.20,,,,,315.18,383.89,390.62,392.95,384.22,397.43,380.48,358.65,403.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-21 22:02:09.591000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.22,318.45,,,,,,,385.84,390.84,369.06,344.21,345.57,339.07,385.21,363.81,340.11,358.12,385.45,319.46,,,,,328.45,381.69,401.88,402.15,391.53,404.80,386.95,362.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-30 21:56:00.553000,L5,,,,374.49,301.30,358.52,345.88,337.73,321.72,288.46,,334.28,333.59,339.70,357.70,374.84,,371.59,339.53,340.28,319.18,307.12,333.66,384.17,425.40,403.05,404.02,391.09,398.49,401.27,396.74,369.99,,,,,,,361.96,360.24,333.94,316.84,,,,,,,,,,,,,,,,,,,,431.52,406.80,407.62,392.68,395.41,,,,,,,,,,,,,,,,,,,,,,,,,,415.26,298.34,315.34,306.04,406.23,,286.72,334.03,336.08,342.19,364.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-06 22:02:11.997000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.95,319.81,,,,,,,381.46,385.24,363.12,342.80,335.00,330.15,382.86,359.07,340.52,363.40,381.45,320.43,,,,,318.50,389.47,399.49,395.18,387.14,397.98,382.94,351.80,400.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-25 21:57:37.029000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.34,329.42,,,,,,,382.61,383.55,363.60,342.05,337.28,339.42,383.83,362.16,353.45,368.40,376.09,325.92,,,,,321.91,385.61,396.14,394.73,382.49,,378.52,348.40,382.58,,,,,,,,,,,,,,,,,,,,391.79,372.02,401.13,,,,,,,
2008-12-09 21:51:18.382000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.18,317.82,,,,,,,375.57,382.96,358.99,337.42,329.90,327.07,381.37,366.97,342.15,364.01,368.24,,,,,,324.63,383.32,374.62,376.10,377.26,396.49,365.97,360.58,405.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:51:46.135000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.79,310.26,,,,,,,374.39,383.54,358.83,337.19,330.32,328.15,382.80,366.32,346.56,350.67,361.93,,,,,,312.04,370.31,370.20,380.25,377.04,383.69,371.17,352.44,404.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.00,320.73,,,,,,,375.32,379.82,356.18,332.18,328.29,330.42,383.08,358.41,344.40,362.51,375.86,313.84,,,,,327.97,372.91,391.45,383.72,379.83,,369.95,353.92,400.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.32,361.27,353.66,334.14,336.06,341.63,,,,,,,,,,,,,,,,,366.08,374.96,314.38,310.63,,,,,,,401.00,378.47,375.32,369.07,,,,,,356.53,348.27,338.50,326.74,,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-09 21:50:58.806000,L5,,358.29,388.46,385.51,382.50,376.32,365.22,357.48,346.36,330.02,324.64,320.52,327.75,329.89,347.43,366.10,355.50,358.68,351.14,348.85,340.40,340.84,352.02,392.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16 21:57:09.950000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.47,305.99,,,,,,,,,,,,,,,,,325.51,323.43,,,,,,,359.84,373.83,353.25,327.33,326.76,327.97,384.99,369.35,351.13,346.85,361.60,317.20,,,,,336.00,370.82,377.54,384.54,375.39,367.89,358.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25 21:50:59.151000,L5,,344.49,378.09,378.81,368.17,368.34,360.84,350.60,339.54,327.58,327.41,332.68,335.27,337.53,341.94,360.55,,357.59,345.22,341.03,324.15,319.80,342.70,384.16,,,,,,,,,,,,,,,,,,,,,,,,,,,304.28,355.27,274.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.40,319.50,369.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:57:12.898000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.63,315.21,,,,,,,375.58,382.01,355.17,333.70,333.63,330.42,380.42,367.85,344.59,356.43,383.95,311.00,,,,,321.76,382.23,394.47,391.14,380.93,398.42,372.07,346.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.86,381.98,379.67,356.99,364.98,386.10,334.67,,,,,,,,,,,,,,,,,,361.33,360.95,341.33,404.09,324.51,309.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:09:26.995000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.27,313.46,,,,,,,,,,,,,,,,,349.41,317.94,,,,,,,372.67,377.42,344.88,333.78,340.89,342.01,388.51,368.86,348.56,367.97,383.84,316.01,,,,,337.25,386.49,394.06,392.69,380.82,,368.99,365.33,401.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:09:11.169000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.60,364.16,333.62,,,,368.79,329.16,309.77,325.97,340.47,,,,,,,,,,,388.33,348.15,333.92,375.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:09:17.297000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.87,307.56,305.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.22,349.03,320.66,345.94,349.04,,,,,373.18,,,,,,384.52,345.23,350.35,384.67,,,,,,,,,,,,383.39,,,,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.89,322.63,310.21,298.76,,,,,,,,,,,,,,,,,,,,,,,,,,,365.27,364.86,,,,,382.69,361.44,341.56,360.38,366.58,,,,,360.27,331.53,370.52,368.63,373.01,357.94,401.72,351.40,364.12,386.37,,,,,,,,,,,,387.66,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,,,,,,,,,,,,,,,,,,,,,,,,,380.65,363.37,358.87,355.80,409.26,,,,,,,,,,,,,,,,,,,,365.30,,,,,,,,,,,,,,,,,,,321.29,,,,,,,,,,,,,,,,,,359.09,360.08,353.12,351.98,329.29,322.32,,,,,,,,,,,,,398.37,393.40,377.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-07 22:08:50.709000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.91,337.37,329.14,319.30,320.85,338.17,,,,,,,,,,,,,,,,,341.17,351.84,,,,,,,400.01,395.53,385.85,357.36,354.52,347.13,,,,,,345.33,328.38,317.00,309.26,398.53,378.94,411.51,,405.68,406.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.31,325.69,,,,,,,371.55,370.48,350.21,331.92,327.88,336.07,386.93,364.25,367.10,370.28,381.58,310.50,,,,,329.48,380.46,392.87,383.90,376.88,,368.11,354.28,399.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:08:09.113000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.16,301.83,344.23,357.63,,,,,,,,,,,,,,,,,,384.49,357.78,370.42,,,,,,,407.50,365.29,323.08,399.73,,,,,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.45,319.16,,,,,,,373.17,371.25,349.73,332.00,334.34,340.77,385.49,365.94,356.12,369.49,383.67,317.52,,,,,324.14,372.92,392.92,389.30,379.70,,368.07,361.00,398.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.31,279.42,,,,,,,,,,,,,,,,356.29,363.09,,,,,374.81,347.98,336.25,348.24,359.16,,,,,,,,,,335.66,394.01,351.86,349.15,387.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.71,352.52
2014-05-16 22:06:45.666000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.38,,,,,,,,362.85,370.56,331.02,321.11,309.37,299.98,383.92,358.91,341.75,360.06,377.49,,,,,,328.41,378.11,388.98,377.95,367.19,403.73,361.40,360.44,399.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.71,368.98,,,,,378.10,352.65,334.74,355.69,362.18,,,,,,328.80,360.71,364.33,301.11,334.08,391.32,352.08,358.98,400.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.37,389.04,368.38,347.73,344.10,389.99,,,,,,,,,,,,,,,,,361.82,390.20,358.19,353.70,339.30,335.26,312.99,307.78,,,396.35,377.44,374.88,378.93,,,,,,394.41,385.00,373.90,368.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05 22:07:21.754000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.00,347.92,317.79,336.44,349.41,,,,,,,,,,,393.74,332.84,340.69,326.29,,,,,,,,,,,,,,,,,,,,,,,308.12,323.77,309.79,313.10,,,
2014-10-07 22:07:25.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.40,402.68,354.81,340.95,,,,,,,,,,395.93,,,,,,409.63,405.74,380.25,350.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.84,364.08,366.21,344.17,344.85,371.81,,,,,,,,,,,,,,,,,403.22,411.47,,,,,,,,,,,,,,,,,,411.27,394.67,381.26,,,407.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.56,339.17,355.81,346.00,347.73,342.43,,,,,,,,,,,,,,,,,357.14,373.50,311.26,325.86,,,,,,,398.64,374.86,373.42,355.59,,,,,,351.62,333.83,322.58,318.87,409.41,403.46,411.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 22:07:16.745000,L8,,,,,,,,,,,363.88,350.75,394.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.83,335.22,323.10,312.48,321.48,334.59,,,,,,,,,,,,,,,,,340.41,351.58,,,,,,,392.31,387.62,372.12,352.20,350.19,349.52,,,,,,340.69,333.09,312.76,311.63,,359.41,402.01,413.00,406.63,398.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:07:03.113000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.75,324.55,,,,,,,369.27,371.38,349.97,342.13,323.27,339.29,383.88,358.29,344.93,362.14,368.79,312.76,,,,,328.37,379.33,388.56,385.23,377.97,402.53,367.61,353.85,395.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:07:00.305000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.62,338.41,,,,,,,388.18,373.24,350.60,331.42,322.83,334.96,386.61,360.65,353.84,364.65,373.87,312.92,,,,,330.95,384.46,396.63,391.27,389.83,,370.51,355.26,401.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:06:37.659000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.13,324.26,,,,,,,359.37,364.68,343.18,330.07,319.60,312.60,384.67,363.54,350.66,370.82,384.93,317.72,,,,,319.18,372.47,392.43,385.68,377.11,,365.20,357.58,395.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19 22:06:16.557000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.39,352.49,364.25,,,,,,,,,,,,,,,,,,,,,,,,,,389.76,390.77,385.20,,,,,,,,,,,,,,,343.79,,,,,,,,,,,,,,,358.76,,,,,,372.15,365.12,,,,,,,,,,,,356.90,,358.30,378.82,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.87,334.90,,,,,378.69,352.31,336.28,346.82,363.73,,,,,,313.45,353.58,363.38,354.19,337.07,395.52,353.47,354.91,401.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.08,358.25,,,,,375.24,351.44,330.71,362.34,371.65,,,,,,319.65,352.64,363.85,356.65,336.45,397.29,348.83,357.94,397.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:07:00.453000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.23,309.00,,,,,,,363.22,362.85,339.88,323.52,311.07,306.83,397.13,349.34,337.57,379.93,366.99,,,,,,321.63,362.64,387.53,390.26,375.26,400.28,357.94,360.02,394.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,,,,,,,,,,,,,,,,,,,,,,,,,390.17,366.15,330.05,336.72,,,,,,,,,,,,,,,,,,,,,397.53,,,,,,,,,,,,,,,,,,,422.05,,,,,,,,,,,,,,,,,,,,,,427.94,398.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:07:13.635000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.14,341.46,,,,,,,378.82,348.77,367.55,328.19,339.29,327.80,398.63,383.04,363.71,383.19,381.61,315.32,,,,,,,,406.98,389.68,,363.77,368.04,405.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,,,,,,,,,,,,,,,,,,,,,,,,,362.41,358.79,321.28,317.85,,,,,,,,,,,,,,,,,,,,,360.15,,,,,,,,,,,,,,,,,,,406.58,,,,,,,,,,,,,,,,,,,,,,,421.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.34,320.13,,,,,,,374.28,375.31,349.14,333.79,327.95,322.72,390.97,361.57,346.73,369.13,386.73,316.53,,,,,337.57,363.28,392.62,386.88,380.38,,363.32,363.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.84,316.94,,,,,,,369.38,370.34,347.87,331.78,324.82,321.14,383.06,356.84,340.29,357.90,374.61,314.39,,,,,333.90,361.80,388.44,383.07,376.14,405.47,361.99,357.05,397.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,,,,,,,,,,,,,410.29,307.08,326.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.09,308.98,,,,,,,357.07,368.10,366.82,326.34,318.07,340.33,397.96,350.73,338.47,362.73,367.18,,,,,,,,,395.75,377.22,,352.80,367.03,405.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15 22:07:09.441000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.08,315.63,,,,,,,368.16,369.86,347.26,330.97,324.35,317.19,380.19,355.01,337.24,361.68,368.90,312.91,,,,,333.07,362.85,386.43,385.09,375.65,402.46,361.11,354.57,397.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.76,312.84,,,,,,,379.65,369.90,347.90,358.73,353.77,315.52,392.66,355.00,345.43,370.14,366.92,310.21,,,,,,,407.90,398.49,398.80,402.39,362.92,354.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:07:01.867000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.38,316.19,,,,,,,368.88,374.77,348.48,334.16,325.70,316.36,381.33,361.54,350.95,382.97,380.14,319.19,,,,,,,,421.27,387.58,,362.77,358.09,401.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:46.856000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.87,303.68,,,,,,,,,,,,,,,,,313.56,316.63,,,,,,,372.06,371.27,344.31,328.45,324.51,312.59,387.72,356.04,342.27,367.08,374.08,314.55,,,,,334.51,366.64,392.28,387.82,374.63,405.45,365.70,359.92,399.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.87,307.63,,,,,,,366.22,364.81,337.26,326.59,310.50,301.92,381.35,357.54,338.92,352.49,363.98,,,,,,321.93,365.53,382.30,383.00,369.77,402.16,359.08,354.60,399.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:54.973000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.20,364.23,,,,,386.25,355.30,336.35,358.35,373.50,,,,,,326.62,358.83,380.99,390.03,378.56,395.92,354.72,356.52,399.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
