dates,nzd0361-0000,nzd0361-0001,nzd0361-0002,nzd0361-0003,nzd0361-0004,nzd0361-0005,nzd0361-0006,nzd0361-0007,nzd0361-0008,nzd0361-0009,nzd0361-0010,nzd0361-0011,nzd0361-0012,nzd0361-0013,nzd0361-0014,nzd0361-0015,nzd0361-0016,nzd0361-0017,nzd0361-0018,nzd0361-0019,nzd0361-0020,nzd0361-0021,nzd0361-0022,nzd0361-0023,nzd0361-0024,nzd0361-0025,nzd0361-0026,nzd0361-0027,nzd0361-0028,nzd0361-0029,nzd0361-0030,nzd0361-0031,nzd0361-0032,nzd0361-0033,nzd0361-0034,nzd0361-0035,nzd0361-0036,nzd0361-0037,nzd0361-0038,nzd0361-0039,nzd0361-0040,nzd0361-0041,nzd0361-0042,nzd0361-0043,nzd0361-0044,nzd0361-0045,nzd0361-0046,nzd0361-0047,nzd0361-0048,nzd0361-0049,nzd0361-0050,nzd0361-0051,nzd0361-0052,nzd0361-0053,nzd0361-0054,nzd0361-0055,nzd0361-0056,nzd0361-0057,nzd0361-0058,nzd0361-0059,nzd0361-0060,nzd0361-0061,nzd0361-0062,nzd0361-0063,nzd0361-0064,nzd0361-0065,nzd0361-0066,nzd0361-0067,nzd0361-0068,nzd0361-0069,nzd0361-0070,nzd0361-0071,nzd0361-0072,nzd0361-0073,nzd0361-0074,nzd0361-0075,nzd0361-0076,nzd0361-0077,nzd0361-0078,nzd0361-0079,nzd0361-0080,nzd0361-0081,nzd0361-0082,nzd0361-0083,nzd0361-0084,nzd0361-0085,nzd0361-0086,nzd0361-0087,nzd0361-0088,nzd0361-0089,nzd0361-0090,nzd0361-0091,nzd0361-0092,nzd0361-0093,nzd0361-0094,nzd0361-0095,nzd0361-0096,nzd0361-0097,nzd0361-0098,nzd0361-0099,nzd0361-0100,nzd0361-0101,nzd0361-0102,nzd0361-0103,nzd0361-0104,nzd0361-0105,nzd0361-0106,nzd0361-0107,nzd0361-0108,nzd0361-0109,nzd0361-0110,nzd0361-0111,nzd0361-0112,nzd0361-0113,nzd0361-0114,nzd0361-0115,nzd0361-0116,nzd0361-0117,nzd0361-0118,nzd0361-0119,nzd0361-0120,nzd0361-0121,nzd0361-0122,nzd0361-0123,nzd0361-0124,nzd0361-0125,nzd0361-0126,nzd0361-0127,nzd0361-0128,nzd0361-0129,nzd0361-0130,nzd0361-0131,nzd0361-0132,nzd0361-0133,nzd0361-0134,nzd0361-0135,nzd0361-0136,nzd0361-0137,nzd0361-0138,nzd0361-0139,nzd0361-0140,nzd0361-0141,nzd0361-0142,nzd0361-0143,nzd0361-0144,nzd0361-0145,nzd0361-0146,nzd0361-0147,nzd0361-0148,nzd0361-0149,nzd0361-0150,nzd0361-0151,nzd0361-0152,nzd0361-0153,nzd0361-0154,nzd0361-0155,nzd0361-0156,nzd0361-0157,nzd0361-0158,nzd0361-0159,nzd0361-0160,nzd0361-0161,nzd0361-0162,nzd0361-0163,nzd0361-0164,nzd0361-0165,nzd0361-0166,nzd0361-0167,nzd0361-0168,nzd0361-0169
2009-12-03 22:03:55+00:00,286.37,285.43,285.28,280.14,280.44,292.72,276.13,275.79,266.61,265.99,269.93,274.2,275.11,282.83,286.64,292.33,292.35,284.33,276.3,268.04,265.84,257.2,252.09,249.57,245.11,245.47,231.96,220.54,205.33,196.74,191.18,179.05,177.19,182.14,180.44,,,,171.26,182.12,,201.51,209.23,214.92,229.17,236.14,233.73,239.31,243.54,246.51,,249.7,248.69,246.87,246.56,247.78,244.72,246.26,242.54,241.76,245.05,246.78,246.28,249.53,251.64,249.7,254.94,255.77,255.75,250.0,242.9,238.57,244.44,241.81,242.68,237.14,235.56,232.95,226.83,224.12,220.3,219.91,222.99,223.98,225.52,224.42,224.31,223.18,219.86,217.55,220.84,220.54,221.22,221.07,222.42,219.27,222.89,226.29,220.78,213.65,212.94,,216.57,217.57,216.27,214.04,214.69,224.79,227.05,224.56,220.39,208.66,201.04,221.04,231.69,226.77,224.57,226.45,226.7,235.29,228.7,225.91,221.57,227.91,220.63,242.61,241.03,238.94,232.1,235.03,239.22,243.04,249.76,237.79,243.8,244.86,244.88,244.9,244.7,240.51,234.11,230.84,225.91,216.72,219.24,222.56,220.07,209.88,218.32,220.51,218.41,216.95,205.88,211.32,218.2,210.4,205.5,201.08,188.75,200.74,207.56,202.73,208.52,207.56,207.4,201.63,211.05,209.98,218.67,219.12
2010-02-21 22:04:20+00:00,270.11,269.925,272.725,266.89,269.38,272.70000000000005,257.305,275.79,249.985,265.99,269.93,274.2,275.11,282.83,286.64,273.215,272.765,272.29499999999996,268.51,263.3,260.21,251.33499999999998,247.35500000000002,244.11,240.775,245.47,231.96,220.54,205.33,196.74,191.18,179.05,177.19,182.14,180.44,,,,171.26,182.12,,194.825,209.23,214.92,229.17,236.14,233.73,239.31,243.54,233.5,,239.825,242.235,239.835,238.585,237.9,233.465,236.93,233.785,241.76,245.05,246.78,246.28,249.53,251.64,249.7,254.94,241.385,243.185,234.115,228.93,226.695,230.155,230.48000000000002,230.55,230.915,227.92000000000002,222.58999999999997,226.83,224.12,220.3,219.91,222.99,223.98,225.52,224.42,217.41500000000002,213.97,213.055,211.32,213.62,213.54500000000002,216.65,215.815,217.555,212.78,217.315,218.64499999999998,220.78,206.60500000000002,196.505,,216.57,203.05,201.365,204.505,204.91,215.64999999999998,216.935,212.225,211.45,196.315,188.87,221.04,231.69,226.77,224.57,215.565,226.7,216.71499999999997,214.675,211.995,213.235,213.87,207.95499999999998,236.305,239.18,229.55,225.065,224.56,229.14,233.69,237.76,230.415,229.83,230.01,229.03,231.305,232.26999999999998,227.6,224.695,221.16500000000002,222.405,208.51,217.78,216.18,214.535,201.475,208.44,209.405,210.23000000000002,209.7,201.39,206.8,212.18,207.07,204.405,201.08,184.62,199.39,202.9,196.78,200.73000000000002,202.56,194.695,193.20499999999998,203.425,205.385,213.8,211.78
2011-01-07 22:03:20+00:00,287.31,285.22,291.46,288.76,290.34,280.44,277.54,298.02,,278.41,277.82,280.77,279.09,283.97,280.79,,303.49,302.03,294.19,272.22,271.09,270.81,273.09,252.25,250.89,237.27,237.69,227.16,210.69,202.87,201.52,198.95,203.94,194.91,208.0,190.15,186.7,,181.7,199.87,197.23,220.26,211.34,230.21,239.62,236.39,235.86,247.35,256.53,,,,256.42,264.23,248.93,247.47,242.6,246.66,241.45,252.42,262.09,254.95,257.99,255.88,261.67,258.18,258.75,261.76,259.02,248.25,236.15,240.25,235.05,241.13,239.65,243.14,241.1,242.0,239.27,230.62,233.46,225.12,225.2,234.3,232.35,234.3,229.05,229.3,223.43,221.35,235.75,239.55,245.11,237.44,236.16,240.35,237.85,250.1,253.83,224.21,,258.06,,,,,,241.01,227.61,225.04,230.28,207.67,208.49,227.1,235.47,234.59,225.09,226.11,224.12,230.55,245.31,233.4,226.81,233.01,230.3,245.51,239.75,235.14,248.49,236.29,247.04,250.44,256.85,242.52,240.09,239.97,244.85,249.02,238.65,246.11,233.65,232.5,235.94,223.34,229.83,227.62,224.42,213.48,212.5,214.15,219.84,220.06,210.32,212.38,213.02,207.93,206.3,202.95,191.68,206.96,210.45,206.34,206.22,211.17,204.85,213.07,210.62,209.24,218.1,218.86
2011-01-23 22:03:20+00:00,274.24,272.685,277.5,272.15999999999997,276.645,270.76,258.11,298.02,237.05,278.41,262.605,262.04499999999996,268.55999999999995,270.845,273.05,256.45,284.28499999999997,284.45,282.675,268.375,266.75,261.04,260.13,245.135,241.51999999999998,230.515,226.135,216.165,202.575,194.59,190.42000000000002,198.95,203.94,194.91,208.0,190.15,186.7,,181.7,199.87,197.23,204.20499999999998,204.115,218.36,226.43,228.49,231.69,237.95,241.29999999999998,225.45,,232.85,246.615,250.45,242.14,240.185,234.04500000000002,237.655,235.175,241.43,248.39999999999998,243.595,247.05,245.555,246.215,242.64,246.19,248.13,249.265,236.16,227.035,228.99,227.305,233.38,233.8,234.985,230.76999999999998,228.265,226.235,218.26999999999998,220.03500000000003,214.60000000000002,215.2,219.99,218.805,220.905,221.4,218.66500000000002,218.01,215.31,224.72,227.005,231.64,225.20999999999998,224.195,225.515,224.26,230.28,253.83,212.115,176.86,258.06,181.68,188.24,185.49,199.68,199.26,228.04500000000002,220.205,218.495,216.04000000000002,196.19,208.49,227.1,226.115,220.24,213.925,217.485,212.91,217.635,226.965,219.51,217.81,218.22,214.885,237.07,236.28,227.20499999999998,232.95499999999998,227.96499999999997,234.015,238.515,240.73000000000002,231.81,229.14,230.675,232.1,237.54000000000002,233.035,235.53,227.73000000000002,223.29000000000002,227.005,211.965,222.985,219.14499999999998,215.57999999999998,203.46499999999997,203.405,204.49,212.055,212.905,205.82,209.24,212.375,210.97500000000002,205.395,201.565,186.19,202.91000000000003,205.05,199.76,201.65,205.29,196.845,203.25,203.2,206.985,215.125,215.585
2011-03-12 22:03:19+00:00,269.18666666666667,268.91,272.4433333333333,266.5933333333333,271.49,267.00666666666666,252.37666666666667,298.02,238.27,278.41,256.09999999999997,255.30666666666664,262.7633333333333,263.85333333333335,267.49333333333334,256.81,276.06333333333333,278.3233333333333,276.74333333333334,266.50333333333333,263.25333333333333,256.04333333333335,253.34333333333333,242.0,238.4433333333333,229.28,222.25333333333333,212.23666666666668,199.42666666666665,191.27666666666667,185.64666666666668,198.95,203.94,194.91,208.0,190.15,186.7,,181.7,199.87,197.23,197.87,200.5666666666667,211.76666666666665,220.97333333333336,224.98000000000002,227.24333333333334,231.89000000000001,235.66666666666666,224.015,,230.44,242.37666666666667,245.17,239.32666666666668,236.72,230.46,234.53666666666666,231.70000000000002,236.91,242.29666666666665,238.95000000000002,242.01666666666665,241.38,246.215,237.45333333333335,241.76,242.6833333333333,243.32666666666668,230.78,224.26333333333332,224.48333333333335,224.65333333333334,229.89,230.79,231.70000000000002,225.86666666666667,220.78333333333333,218.7266666666667,213.08666666666667,214.67333333333332,209.39666666666668,209.64333333333332,213.09333333333333,214.99333333333334,216.48666666666668,219.3066666666667,214.40333333333334,215.0666666666667,213.90333333333334,221.25333333333333,223.0566666666667,227.38666666666666,221.52666666666664,220.82666666666668,220.53,219.50333333333333,222.60333333333332,253.83,206.73333333333335,176.57,258.06,181.2,189.03,189.26,197.385,200.175,221.95333333333335,216.65333333333334,213.96333333333334,209.41666666666666,191.56000000000003,208.49,227.1,220.30999999999997,215.80666666666664,207.40333333333334,212.19000000000003,208.65666666666667,212.36333333333334,219.71666666666667,214.79999999999998,214.57000000000002,213.29999999999998,209.98333333333335,235.19666666666663,234.76999999999998,224.7266666666667,228.20666666666668,223.1833333333333,227.88666666666666,233.65333333333334,233.84333333333333,227.9,225.61666666666667,226.75333333333333,229.22333333333333,232.39333333333335,231.00666666666666,230.11,224.51999999999998,218.4,222.86333333333334,207.85,217.51999999999998,214.32333333333335,212.65333333333334,197.22333333333333,198.0533333333333,201.65333333333334,208.80333333333337,209.26666666666665,203.02999999999997,207.23000000000002,210.15,209.53666666666666,204.31333333333336,199.03666666666666,183.15333333333334,199.76333333333332,203.17333333333332,196.96666666666667,198.52666666666667,201.3033333333333,194.41,198.15,200.43666666666664,204.32000000000002,212.7266666666667,212.29333333333332
2013-05-11 22:21:31+00:00,,,,,,,,,320.29,316.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.57,,,,,293.76,292.38,,299.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.88,,309.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-27 22:21:38+00:00,277.73,290.23,296.93,285.69,281.82,283.5,281.67,273.82,307.03499999999997,305.315,289.91,274.06,270.79,281.03,286.47,,,,,286.87,282.76,274.37,267.61,265.89,259.35,253.89,242.66,233.55,219.45,208.68,199.22,194.47,178.67,176.35,,,,,,171.13,193.7,227.63,236.67,245.55,251.62,262.395,251.43,253.72,255.13,252.63,277.21500000000003,284.66999999999996,,279.95,259.33,259.67,256.93,258.13,256.71,258.12,257.24,257.69,260.1,263.66,263.6,271.46,271.75,265.93,269.85,268.32,263.42,266.03,265.06,257.72,257.56,252.84,250.43,245.92,242.16,234.6,234.56,232.39,,,,232.33,236.07,234.59,238.39,237.15,241.85,237.96,240.32,242.27,238.77,236.56,234.34,232.79,230.94,228.66,213.33,,219.71,225.27,224.66,231.08,235.61,242.39,242.73,234.81,228.8,219.8,194.81,215.08,245.66,237.1,227.67,229.37,228.49,227.94,230.21,227.51,231.76,228.7,226.43,268.32,286.615,,309.20000000000005,,,246.18,246.74,243.63,245.38,245.32,247.34,251.28,252.93,244.19,244.0,234.82,241.1,224.41,259.95,230.85,256.21,,,214.87,232.52,225.99,222.21,223.32,229.83,230.33,219.98,216.2,188.98,217.41,219.45,219.4,221.67,220.45,217.84,220.83,220.2,228.95,229.78,236.91
2013-06-05 22:15:27+00:00,277.73,290.23,296.93,285.69,281.82,283.5,281.67,273.82,307.03499999999997,305.315,289.91,274.06,270.79,281.03,286.47,,,,,286.87,282.76,274.37,267.61,265.89,259.35,253.89,242.66,233.55,219.45,208.68,199.22,194.47,178.67,176.35,,,,,,171.13,193.7,227.63,236.67,245.55,251.62,262.395,251.43,253.72,255.13,252.63,281.9066666666667,284.66999999999996,,279.95,259.33,259.67,256.93,258.13,256.71,258.12,257.24,257.69,260.1,263.66,263.6,271.46,271.75,265.93,269.85,268.32,263.42,266.03,265.06,257.72,257.56,252.84,250.43,245.92,242.16,234.6,234.56,232.39,,,,232.33,236.07,234.59,238.39,237.15,241.85,237.96,240.32,242.27,238.77,236.56,234.34,232.79,230.94,228.66,213.33,,219.71,225.27,224.66,231.08,235.61,242.39,242.73,234.81,228.8,219.8,194.81,215.08,245.66,237.1,227.67,229.37,228.49,227.94,230.21,227.51,231.76,228.7,226.43,268.32,286.615,,321.96000000000004,,,246.18,246.74,243.63,245.38,245.32,247.34,251.28,252.93,244.19,244.0,234.82,241.1,224.41,259.95,230.85,256.21,,,214.87,232.52,225.99,222.21,223.32,229.83,230.33,219.98,216.2,188.98,217.41,219.45,219.4,221.67,220.45,217.84,220.83,220.2,228.95,229.78,236.91
2013-07-14 22:21:34+00:00,277.73,290.23,296.93,285.69,282.205,282.265,281.015,273.48,294.3,292.04333333333335,278.535,268.43,269.43,275.485,280.355,275.18,282.57,287.99,294.67,286.47,282.66499999999996,275.2,267.78,265.01,258.45500000000004,253.305,242.62,233.82,221.08999999999997,207.985,200.885,195.725,176.575,175.055,,,,,,173.155,192.08999999999997,218.57,226.995,234.72500000000002,240.435,254.50333333333333,246.71,249.39499999999998,251.665,250.635,274.4975,274.19666666666666,257.13,273.7,259.995,258.96500000000003,255.89,257.38,256.245,258.145,257.77,257.83000000000004,260.21000000000004,263.685,263.23,268.735,269.61,266.59000000000003,269.0,267.03499999999997,263.07000000000005,262.645,262.855,258.73,258.395,254.005,251.17000000000002,247.005,242.18,234.98000000000002,234.32,232.315,228.62,229.85,232.54,232.435,235.29,233.155,235.79,237.56,239.8,236.96,240.45,241.375,240.235,238.57,235.54000000000002,234.305,231.965,229.14499999999998,213.235,,218.54500000000002,226.505,225.655,231.92000000000002,236.135,242.39,242.73,234.81,228.8,219.8,194.81,215.08,245.66,237.1,227.67,229.37,228.49,227.94,230.21,227.51,231.76,228.7,224.87,258.34000000000003,276.27333333333337,,321.96000000000004,,,246.18,246.74,243.63,245.38,245.32,247.34,251.28,252.93,244.19,244.0,234.82,241.1,224.41,259.95,230.85,256.21,,,214.87,232.52,225.99,222.21,223.32,229.81,228.905,219.635,216.95499999999998,193.67000000000002,215.63,218.14499999999998,217.56,217.225,218.745,214.51,215.075,218.38,226.155,229.33499999999998,233.385
2013-09-16 22:21:33+00:00,277.73,290.23,296.93,285.69,282.205,282.265,281.015,273.48,294.3,292.04333333333335,278.535,268.43,269.43,275.485,280.355,275.18,282.57,287.99,294.67,286.47,282.66499999999996,275.2,267.78,265.01,258.45500000000004,253.305,242.62,233.82,221.08999999999997,207.985,200.885,195.725,176.575,175.055,,,,,,173.155,192.08999999999997,218.57,226.995,234.72500000000002,240.435,254.50333333333333,246.71,249.39499999999998,261.82,250.635,274.4975,274.19666666666666,257.13,273.7,259.995,258.96500000000003,255.89,257.38,256.245,258.145,257.77,257.83000000000004,260.21000000000004,263.685,263.23,268.735,269.61,266.59000000000003,281.46,267.03499999999997,263.07000000000005,262.645,262.855,258.73,270.2733333333333,254.005,251.17000000000002,247.005,242.18,234.98000000000002,234.32,232.315,228.62,229.85,232.54,232.435,235.29,233.155,235.79,237.56,239.8,236.96,240.45,241.375,240.235,238.57,235.54000000000002,234.305,231.965,229.14499999999998,213.235,,218.54500000000002,226.505,225.655,231.92000000000002,236.135,242.39,242.73,234.81,228.8,219.8,194.81,215.08,245.66,237.1,227.67,229.37,228.49,227.94,230.21,227.51,231.76,228.7,224.87,258.34000000000003,276.27333333333337,,319.03000000000003,,,246.18,246.74,243.63,245.38,245.32,247.34,251.28,252.93,244.19,244.0,234.82,241.1,224.41,259.95,230.85,256.21,,,214.87,232.52,225.99,222.21,223.32,229.81,228.905,219.635,216.95499999999998,193.67000000000002,215.63,218.14499999999998,217.56,217.225,218.745,214.51,215.075,218.38,226.155,229.33499999999998,233.385
2014-02-07 22:20:33+00:00,281.15,286.45,291.32,282.71,281.41,282.01,278.2,265.84,263.09,265.6,263.15,259.53,262.14,265.76,268.16,270.1,276.36,280.77,282.77,284.71,281.69,275.03,266.51,259.59,257.82,248.03,239.81,232.91,221.62,212.01,196.49,192.22,178.72,181.98,178.16,,,,,,189.51,203.58,212.06,218.35,224.42,236.88,239.73,241.04,263.61,246.76,249.59,252.76,256.35,257.58,257.33,255.58,253.62,253.43,255.86,255.92,253.06,251.05,251.77,254.89,255.85,260.2,260.99,259.44,282.595,257.54,254.51,250.61,250.9,252.17,272.16499999999996,249.38,243.09,239.33,235.28,229.6,229.62,226.73,226.76,226.0,228.59,228.34,233.1,229.88,227.96,230.21,230.21,233.91,234.91,233.35,233.97,233.28,234.69,231.03,227.32,222.2,205.16,204.98,216.16,216.48,220.09,226.12,229.13,240.16,239.41,220.67,224.96,207.47,211.99,209.53,231.62,225.49,222.0,228.75,226.09,228.88,231.49,233.62,239.27,237.08,235.91,245.94,248.02,238.76,275.11,238.87,244.22,248.14,247.97,242.94,243.93,245.78,246.58,249.75,253.32,248.46,243.48,233.85,239.02,217.05,231.13,224.06,227.85,211.14,217.49,206.85,224.75,218.04,211.51,222.28,226.63,225.69,217.25,211.75,204.25,210.63,216.14,210.02,212.06,213.52,207.95,208.78,217.59,224.88,227.32,232.55
2014-02-16 22:14:14+00:00,284.87,286.45,299.96000000000004,282.71,281.41,302.28,286.04499999999996,274.65999999999997,275.09,282.55,282.625,277.265,283.555,283.87,268.16,277.175,281.15,285.15999999999997,297.31,286.65999999999997,284.23,279.6,271.08500000000004,267.2,265.145,268.53,259.57,252.41000000000003,241.125,212.01,206.095,206.265,190.985,189.18,185.015,179.46,,,192.87,184.52,196.075,209.385,221.54000000000002,230.6,238.79,240.20499999999998,258.935,251.03499999999997,262.32,246.76,253.79000000000002,255.245,259.18,261.325,263.595,261.975,265.27,261.5,261.84000000000003,259.36,259.595,259.16499999999996,256.545,259.73,259.79,263.155,264.75,264.72,278.18666666666667,261.55,259.28999999999996,253.87,254.85500000000002,254.90999999999997,267.8066666666667,251.29,246.07999999999998,242.98000000000002,238.95,235.48000000000002,231.945,229.845,229.67000000000002,229.72,230.64499999999998,233.95,235.04,232.715,233.055,237.0,235.745,241.07999999999998,243.43,235.36,238.63,238.025,240.69,246.315,234.855,228.245,213.45,211.77499999999998,220.265,220.69,226.32999999999998,230.97,234.11,242.315,244.59,231.13,229.82999999999998,212.29000000000002,217.885,220.07999999999998,234.55,229.72500000000002,228.215,234.47,235.32,233.735,237.22500000000002,240.79500000000002,244.62,243.04500000000002,243.14499999999998,250.405,251.71,245.235,270.8966666666667,244.25,262.43,254.07999999999998,252.79500000000002,250.59,253.20000000000002,251.62,256.185,256.18,261.41499999999996,254.175,259.735,245.45,244.125,223.85000000000002,236.13,227.66,242.005,220.105,234.78,218.88,230.255,237.995,217.26999999999998,227.05,231.3,236.39,223.42000000000002,215.70999999999998,218.345,220.165,222.125,224.72500000000002,229.22,226.54000000000002,227.45499999999998,224.98000000000002,227.21,233.745,232.92000000000002,239.33
2014-03-20 22:13:49+00:00,284.18666666666667,285.93,295.0366666666667,283.67999999999995,281.795,295.88,284.31,274.68,273.45666666666665,277.26666666666665,276.18,272.0133333333333,278.2,279.91,270.38,275.32666666666665,280.8233333333333,284.79,293.7266666666667,285.92,283.68,278.7366666666667,270.04333333333335,265.69666666666666,263.81666666666666,263.56333333333333,254.14,245.59333333333333,234.01,212.72,203.57333333333335,201.64333333333335,186.72,187.76333333333332,185.015,179.46,,,192.87,184.52,194.00333333333333,208.0533333333333,218.75666666666666,227.58,235.77999999999997,238.9,253.17999999999998,249.01,250.83,249.83499999999998,254.26,254.96,258.64000000000004,260.5566666666667,262.32,261.1066666666667,262.0266666666667,260.06,259.63,257.91333333333336,258.51,257.9533333333333,256.95666666666665,260.31333333333333,260.18333333333334,262.65000000000003,264.47333333333336,265.5,264.06666666666666,261.62,258.9866666666667,254.6,255.5333333333333,254.77666666666664,253.95000000000002,250.99666666666667,246.42666666666665,243.98666666666668,238.99333333333334,234.46666666666667,231.86666666666667,229.34333333333333,228.76999999999998,228.73666666666668,230.34666666666666,232.76,234.62666666666667,231.13333333333333,232.44000000000003,236.0233333333333,235.64666666666668,239.61666666666667,241.45333333333335,235.18666666666664,237.06333333333336,236.3066666666667,238.45333333333335,241.76,233.54,227.51,212.1966666666667,210.07666666666668,219.83,220.49666666666667,226.40333333333334,230.57333333333335,233.83666666666667,241.12,242.14666666666668,229.73000000000002,229.03,213.88,214.52333333333334,218.89666666666668,234.64,229.6966666666667,227.45333333333335,232.76666666666665,232.78666666666666,232.66666666666666,235.81000000000003,237.62333333333333,241.90666666666667,239.65333333333334,236.37666666666667,250.0666666666667,251.39666666666668,244.16666666666666,249.2966666666667,243.09666666666666,257.03333333333336,252.45666666666668,251.63333333333335,248.35666666666665,250.76333333333332,249.76999999999998,253.53666666666672,254.95000000000002,259.7133333333333,251.42333333333332,258.90000000000003,242.74,242.89333333333335,223.85333333333335,235.97,228.07000000000002,238.11666666666667,216.19999999999996,234.78,212.78,228.01,232.22333333333333,218.85,228.57000000000002,232.32666666666668,233.66,223.3166666666667,215.73333333333335,215.74666666666667,218.91333333333333,221.7266666666667,221.83333333333334,224.52666666666664,223.62333333333333,221.96333333333334,220.36333333333334,225.01333333333332,232.08333333333334,232.0533333333333,237.75333333333333
2014-04-05 22:13:34+00:00,284.3175,287.43,292.67,283.6666666666667,282.23,292.8025,283.1825,273.8,272.145,274.065,272.8225,269.2125,274.555,277.3925,271.32666666666665,275.7575,281.2825,285.005,292.1375,286.0625,283.72249999999997,278.475,269.55,264.7,262.2375,260.015,250.63,241.395,229.55,211.05666666666664,203.145,199.2625,184.08249999999998,184.665,185.015,179.46,,,192.87,180.115,192.81,207.1575,217.1575,225.65,234.14749999999998,238.7125,250.56,247.71999999999997,249.79000000000002,249.50666666666666,254.63,255.255,258.275,260.06,261.4,260.1875,260.2225,259.03,258.455,257.215,257.865,258.065,257.355,259.4975,260.3575,263.03999999999996,263.85,265.4475,264.73,261.8,258.66499999999996,254.395,256.3675,255.28999999999996,253.95749999999998,251.1525,247.3075,244.6875,239.54000000000002,234.2225,231.895,229.0975,228.25,228.155,230.685,231.915,234.18,230.18,231.8875,235.9275,235.69,238.81,240.31,235.07999999999998,236.2,235.505,237.445,239.3375,232.795,226.89749999999998,211.3725,209.0725,219.0775,220.3475,225.6025,229.85,232.965,239.9525,240.41,228.6025,227.98250000000002,213.435,212.09,216.935,234.76749999999998,229.6525,226.83,231.675,230.895,231.5575,234.225,234.9775,239.285,236.35,232.165,249.615,250.9425,242.7575,247.7725,242.175,253.825,251.1175,250.69,246.8975,248.95,248.435,251.7725,254.1775,258.29,249.09,256.08000000000004,240.61,242.6,223.615,235.0875,227.9825,236.29000000000002,213.475,234.78,209.23250000000002,226.4,228.52999999999997,218.79749999999999,228.965,232.8975,233.1,224.5475,217.5075,216.0825,218.08499999999998,221.1925,220.6925,222.475,222.0275,219.0025,217.29,223.29250000000002,230.165,231.20499999999998,236.785
2014-05-14 22:19:08+00:00,287.896,291.67,292.67,283.6666666666667,282.23,295.222,286.398,273.8,272.145,274.065,272.8225,269.2125,274.555,276.646,272.4075,278.866,281.2825,285.005,292.224,288.12399999999997,285.404,279.972,272.94,269.12199999999996,266.82800000000003,264.03,252.246,246.498,234.17,218.6025,206.96599999999998,202.262,184.08249999999998,184.665,197.74,205.645,188.79,,192.87,185.92,195.074,207.1575,217.1575,225.65,234.33199999999997,240.51799999999997,250.17199999999997,249.89399999999995,251.95,255.64499999999998,258.87800000000004,257.916,262.262,265.62,267.38599999999997,264.844,263.39,263.62,264.248,262.78999999999996,264.894,261.88,261.082,264.418,267.4,270.49,263.85,268.714,269.62600000000003,261.8,258.66499999999996,261.642,262.45,262.912,257.358,254.66199999999998,252.62600000000003,244.6875,239.54000000000002,234.2225,242.984,234.164,228.25,233.292,236.708,235.788,237.044,232.58,234.18400000000003,238.13600000000002,238.36399999999998,243.82200000000003,246.39600000000002,239.344,236.2,235.505,237.445,239.3375,232.795,231.33,218.55,209.0725,225.91,220.3475,230.58,236.83,238.052,239.9525,240.41,228.6025,227.98250000000002,213.435,212.09,216.935,234.76749999999998,229.6525,233.77200000000002,231.675,230.895,231.5575,234.225,234.9775,239.285,236.35,232.165,249.615,250.9425,242.7575,247.7725,242.175,253.825,251.1175,255.01000000000005,252.42399999999998,248.95,248.435,251.7725,254.1775,258.29,249.09,266.448,240.61,242.6,223.615,235.0875,227.9825,236.29000000000002,213.475,234.78,209.23250000000002,226.4,228.52999999999997,218.79749999999999,228.965,232.8975,233.1,224.5475,217.5075,216.0825,218.08499999999998,221.1925,220.6925,222.475,222.0275,219.0025,217.29,223.29250000000002,230.165,248.18800000000002,238.95999999999998
