dates,satname,nzd0039-0000,nzd0039-0001,nzd0039-0002,nzd0039-0003,nzd0039-0004,nzd0039-0005
2005-09-03 21:59:32.312000,L5,365.26,339.24,336.42,338.38,341.61,351.17
2005-09-19 21:59:32.955000,L5,334.86,312.56,327.11,331.68,322.65,334.15
2005-09-26 22:05:42.687000,L5,434.77,352.60,343.18,329.83,328.75,327.02
2005-10-05 21:59:29.384000,L5,382.16,370.95,369.15,,,
2006-02-10 22:01:51.332000,L5,385.17,365.52,359.04,353.43,359.66,363.31
2006-02-17 22:08:11.136000,L5,,383.74,379.55,357.29,353.03,350.40
2006-03-14 22:02:31.280000,L5,366.86,355.63,351.73,340.84,345.05,351.68
2006-04-06 22:09:08.139000,L5,370.21,323.64,324.10,317.32,307.68,306.75
2006-05-01 22:03:21.687000,L5,335.44,306.31,314.28,323.18,323.05,331.44
2006-06-25 22:10:20.606000,L5,369.16,321.80,316.81,312.49,314.08,306.77
2006-08-21 22:04:55.513000,L5,327.59,307.66,305.87,321.76,329.68,338.79
2006-08-28 22:11:11.674000,L5,,390.07,389.86,376.73,360.44,353.85
2006-09-29 22:11:34.525000,L5,,359.16,353.93,330.97,328.71,324.17
2006-11-25 22:06:19.953000,L5,318.84,345.88,365.46,380.75,400.13,404.28
2006-12-02 22:12:34.352000,L5,344.23,343.42,338.93,339.55,343.59,350.90
2007-01-03 22:12:49.248000,L5,317.51,347.91,360.50,371.96,386.14,392.59
2007-02-13 22:06:23.395000,L5,365.88,341.29,339.22,335.20,336.16,340.41
2007-09-25 22:04:24.972000,L5,368.55,348.49,341.55,341.43,346.98,352.74
2007-10-02 22:10:31.289000,L5,,385.25,380.56,353.46,348.10,338.94
2008-02-16 22:01:58.190000,L5,386.46,355.68,347.74,348.37,343.96,349.70
2008-11-21 22:01:05.982000,L5,354.62,323.06,320.38,,,
2009-01-24 22:02:55.057000,L5,365.63,341.45,337.93,317.53,307.99,308.94
2009-02-02 21:56:58.438000,L5,474.12,379.65,377.56,373.80,375.82,377.78
2010-02-12 22:08:30.110000,L5,372.59,342.40,335.01,303.05,295.07,
2010-11-27 22:07:24.215000,L5,381.79,350.42,343.46,325.41,321.71,322.25
2010-12-06 22:01:12.836000,L5,332.66,321.21,321.68,311.48,314.49,325.85
2011-03-12 22:01:19.581000,L5,341.36,326.14,323.19,321.07,326.27,335.85
2011-03-28 22:01:14.403000,L5,329.92,309.28,308.76,321.12,325.74,331.21
2011-08-19 22:00:12.535000,L5,374.18,353.66,352.06,342.34,344.09,347.38
2011-09-04 22:00:03.630000,L5,357.24,339.34,334.16,337.59,338.43,344.21
2011-09-11 22:06:09.236000,L5,351.38,319.17,308.48,312.31,307.66,303.66
2013-04-25 22:19:21.025000,L8,352.78,369.41,336.58,341.75,340.66,338.13
2013-05-11 22:19:31.249000,L8,434.86,379.08,355.00,355.15,351.33,347.31
2013-05-20 22:13:26.604000,L8,359.45,358.60,353.28,355.56,359.97,360.82
2013-06-05 22:13:27.306000,L8,358.16,360.90,355.11,354.15,357.96,358.51
2013-06-28 22:19:33.252000,L8,410.40,374.76,356.09,354.73,351.31,348.08
2013-07-07 22:13:24.262000,L8,359.83,363.27,365.24,363.20,370.97,363.13
2013-07-14 22:19:34.707000,L8,,351.82,331.82,335.75,330.96,334.97
2013-08-31 22:19:38.558000,L8,389.38,407.73,344.75,355.13,350.49,347.73
2013-09-09 22:13:25.749000,L8,438.82,319.21,352.98,348.29,382.45,358.79
2013-09-25 22:13:17.289000,L8,361.21,354.26,347.86,354.98,361.81,365.23
2013-10-18 22:19:25.762000,L8,387.47,354.04,344.44,349.35,,
2013-11-12 22:13:08.247000,L8,328.21,,,,,
2013-12-14 22:12:57.636000,L8,448.07,356.26,348.75,354.44,354.77,360.73
2013-12-30 22:12:49.393000,L8,345.94,345.27,341.87,345.68,349.99,353.28
2014-01-06 22:18:54.881000,L8,437.21,369.63,352.04,351.83,347.96,344.56
2014-01-15 22:12:33.689000,L8,356.83,358.70,345.74,355.61,354.66,359.33
2014-01-31 22:12:28.855000,L8,460.81,389.62,397.26,404.12,397.67,391.90
2014-02-23 22:18:20.398000,L8,,382.95,360.58,356.46,353.84,349.83
2014-03-20 22:11:49.843000,L8,355.89,359.87,354.61,351.77,357.67,358.01
2014-03-27 22:17:50.001000,L8,453.26,361.93,336.25,340.02,340.59,340.41
2014-04-05 22:11:34.747000,L8,384.84,359.37,352.36,352.51,357.15,361.24
2014-04-12 22:17:37.464000,L8,428.90,375.24,348.33,351.59,349.60,346.86
2014-04-21 22:11:18.224000,L8,390.24,361.58,344.74,353.99,353.93,360.03
2014-04-28 22:17:22.576000,L8,382.69,369.50,343.67,348.65,345.43,343.02
2014-05-07 22:11:02.102000,L8,364.17,359.13,366.04,355.57,362.04,362.61
2014-05-14 22:17:08.923000,L8,425.97,370.58,343.35,345.83,343.73,342.48
2014-07-17 22:17:28.260000,L8,,421.33,411.39,403.59,387.75,371.68
2014-07-26 22:11:19.207000,L8,333.32,340.78,331.69,339.82,340.37,344.63
2014-10-14 22:11:38.746000,L8,388.65,355.76,347.26,353.94,358.72,362.60
2014-10-30 22:11:34.905000,L8,397.13,349.29,338.23,,329.85,360.76
2015-01-02 22:11:27.004000,L8,335.43,339.40,329.37,336.76,338.83,341.70
2015-01-09 22:17:38.882000,L8,365.57,367.50,344.74,347.38,344.31,341.57
2015-01-25 22:17:32.812000,L8,423.48,373.96,354.88,353.50,351.26,347.42
2015-02-19 22:11:13.759000,L8,351.44,351.60,345.00,341.79,349.92,354.26
2015-02-26 22:17:23.009000,L8,474.07,373.74,349.67,349.75,348.46,345.80
2015-04-24 22:10:44.446000,L8,339.96,348.60,328.27,332.66,335.96,346.33
2015-05-10 22:10:28.533000,L8,336.57,346.77,327.42,339.38,341.05,346.40
2015-06-27 22:10:46.339000,L8,437.07,367.97,351.03,357.15,358.17,362.21
2015-07-20 22:17:10.706000,L8,415.60,374.81,342.03,350.68,343.16,342.26
2015-07-29 22:11:01.897000,L8,361.92,361.63,344.13,354.22,354.52,358.65
2015-10-24 22:17:40.820000,L8,395.87,366.55,337.75,348.15,342.86,343.34
2015-11-02 22:11:31.889000,L8,388.78,355.42,337.73,351.62,353.07,358.60
2015-12-11 22:17:42.627000,L8,,381.25,374.24,367.55,358.15,354.95
2015-12-20 22:11:33.546000,L8,421.85,346.73,330.34,338.72,343.26,348.49
2015-12-27 22:17:43.409000,L8,343.69,365.09,333.26,336.91,334.27,334.60
2016-01-12 22:17:40.472000,L8,346.59,358.65,336.44,341.58,337.42,336.25
2016-01-28 22:17:39.790000,L8,,407.02,379.52,390.08,366.16,358.75
2016-02-06 22:11:25.966000,L8,359.48,357.39,343.47,352.69,351.64,355.53
2016-02-22 22:11:18.630000,L8,385.38,359.03,359.58,353.73,355.50,359.72
2016-03-09 22:11:16.948000,L8,385.12,360.24,342.70,351.07,354.14,357.57
2016-03-25 22:11:08.402000,L8,340.81,343.76,332.17,338.13,344.15,349.33
2016-05-03 22:17:13.318000,L8,348.38,361.62,336.30,340.14,334.57,336.02
2016-05-12 22:10:56.720000,L8,395.64,372.26,358.72,357.87,366.06,364.35
2016-05-19 22:17:11.230000,L8,354.70,359.52,340.58,339.84,324.38,
2016-05-28 22:11:03.859000,L8,340.90,346.32,333.44,338.50,339.74,345.06
2016-06-04 22:17:16.433000,L8,,408.68,367.40,361.68,361.68,352.59
2016-06-13 22:11:06.720000,L8,365.31,367.97,352.71,357.19,356.80,363.98
2016-06-29 22:11:15.136000,L8,405.34,360.90,342.20,352.61,353.49,362.92
2016-08-16 22:11:29.744000,L8,402.22,361.55,353.01,354.94,359.51,365.76
2016-09-01 22:11:36.389000,L8,338.83,349.10,334.92,341.08,349.60,358.42
2016-09-24 22:17:49.840000,L8,346.67,353.80,332.65,341.18,338.00,337.32
2016-10-10 22:17:54.274000,L8,,421.58,409.20,404.35,376.17,366.58
2016-10-26 22:17:56.874000,L8,,404.82,357.66,357.98,356.46,350.96
2016-11-04 22:11:45.464000,L8,345.08,347.49,336.72,347.21,353.75,356.21
2016-11-20 22:11:45.458000,L8,446.93,355.88,342.95,353.86,357.93,361.46
2016-12-22 22:11:39.155000,L8,347.50,351.62,337.74,344.94,350.21,356.19
2017-01-30 22:17:38.957000,L8,,418.06,412.24,399.82,369.08,359.85
2017-02-24 22:11:18.074000,L8,345.59,342.82,333.43,339.95,345.77,349.82
2017-03-03 22:17:25.727000,L8,,409.17,392.32,371.84,364.11,355.75
2017-03-19 22:17:15.956000,L8,356.84,368.53,344.76,346.28,340.14,342.47
2017-03-28 22:11:00.765000,L8,384.89,356.58,344.35,350.80,354.53,358.25
2017-04-20 22:16:59.468000,L8,,385.55,361.24,360.20,356.47,351.59
2017-05-06 22:16:55.401000,L8,,382.28,353.16,357.24,352.48,349.15
2017-06-07 22:17:15.240000,L8,,,414.96,407.11,393.69,371.60
2017-06-16 22:11:07.889000,L8,,373.09,357.18,369.64,367.59,387.32
2017-07-09 22:17:23.906000,L8,345.95,362.44,336.85,343.54,340.48,338.62
2017-07-25 22:17:30.862000,L8,424.93,378.64,351.69,353.09,350.18,345.89
2017-08-03 22:11:23.994000,L8,333.24,,,,,
2017-09-11 22:17:42.311000,L8,,379.70,352.99,359.48,351.82,349.22
2017-11-30 22:17:44.511000,L8,425.23,368.89,348.76,352.86,349.17,347.07
2018-01-10 22:11:30.163000,L8,479.07,357.83,342.49,353.57,354.68,362.39
2018-02-27 22:11:07.813000,L8,353.79,353.87,339.77,351.41,355.91,359.88
2018-05-02 22:10:33.919000,L8,454.08,393.05,400.10,403.46,402.99,389.28
2018-05-09 22:16:40.331000,L8,,378.90,353.01,355.55,352.15,348.25
2018-05-18 22:10:23.040000,L8,354.33,361.59,347.44,353.00,355.35,357.83
2018-05-25 22:16:28.178000,L8,463.72,376.49,346.93,352.23,350.26,346.22
2018-06-26 22:16:36.823000,L8,351.34,366.28,336.50,343.53,341.97,339.11
2018-08-06 22:10:46.333000,L8,341.51,348.18,330.01,339.05,343.90,346.72
2018-09-07 22:11:00.442000,L8,340.74,340.85,327.33,340.39,345.22,347.61
2018-10-09 22:11:13.339000,L8,402.85,367.81,369.53,378.61,373.90,383.62
2018-10-25 22:11:18.588000,L8,335.71,318.35,323.33,337.51,342.00,345.89
2018-11-01 22:17:30.804000,L8,351.67,368.18,339.17,348.09,345.42,342.47
2018-11-17 22:17:31.986000,L8,440.33,379.07,356.41,376.14,365.27,363.71
2018-12-12 22:11:17.117000,L8,397.31,362.08,354.57,361.87,364.03,370.89
2019-01-04 22:17:27.803000,L8,,380.92,364.84,365.98,355.89,351.62
2019-02-05 22:17:21.574000,L8,393.22,370.64,336.18,333.38,338.34,338.10
2019-02-14 22:11:09.519000,L8,344.04,349.36,331.92,338.96,342.86,345.83
2019-03-02 22:11:05.349000,L8,340.34,343.51,331.36,336.62,339.24,343.88
2019-04-26 22:16:59.330000,L8,,417.82,389.88,381.52,366.22,359.05
2019-05-12 22:17:08.680000,L8,408.89,368.33,347.07,351.83,348.14,344.40
2019-06-22 22:11:17.033000,L8,385.79,362.14,357.07,358.88,361.97,361.46
2019-06-29 22:17:29.720000,L8,,290.89,317.82,337.03,330.69,333.99
2019-07-24 22:11:25.033000,L8,362.75,359.01,346.76,353.64,357.05,359.46
2019-07-31 22:17:38.893000,L8,436.07,375.76,349.71,353.98,350.76,346.59
2019-08-16 22:17:44.396000,L8,,413.53,359.58,373.98,368.22,359.42
2019-10-03 22:17:57.660000,L8,456.05,371.33,349.47,352.95,349.21,345.50
2019-11-04 22:17:58.697000,L8,460.54,368.17,347.96,351.53,346.87,345.51
2019-11-20 22:17:54.950000,L8,,408.47,377.17,375.93,360.35,357.07
2019-11-29 22:11:44.191000,L8,389.43,358.35,353.52,357.46,359.22,362.09
2019-12-22 22:17:51.823000,L8,,385.71,378.18,374.51,357.66,354.63
2019-12-31 22:11:38.231000,L8,345.82,352.71,340.69,343.70,348.77,353.24
2020-02-01 22:11:29.826000,L8,432.02,355.66,343.00,343.41,351.83,352.34
2020-02-08 22:17:38.924000,L8,389.93,372.69,347.14,346.75,342.14,341.99
2020-02-17 22:11:26.315000,L8,352.65,359.35,340.69,341.78,348.14,349.87
2020-02-24 22:17:35.189000,L8,381.76,370.26,341.62,346.07,343.44,340.23
2020-03-11 22:17:28.877000,L8,,403.44,371.66,388.90,352.78,349.59
2020-03-27 22:17:20.128000,L8,,410.81,409.04,392.18,390.44,362.77
2020-04-21 22:10:57.868000,L8,355.90,356.41,343.76,350.41,353.42,357.84
2020-04-28 22:17:04.952000,L8,,403.42,370.01,365.14,357.55,353.17
2020-07-01 22:17:22.957000,L8,346.76,363.67,336.28,343.86,341.08,339.22
2020-07-10 22:11:15.773000,L8,362.55,363.14,353.79,359.37,361.17,361.53
2020-07-17 22:17:28.975000,L8,343.55,356.80,318.41,333.08,,
2020-08-02 22:17:33.048000,L8,338.70,345.46,330.23,335.66,331.99,332.92
2020-08-27 22:11:32.405000,L8,345.04,350.51,334.58,345.12,351.18,353.87
2020-09-03 22:17:46.393000,L8,,399.44,373.32,366.28,359.06,353.04
2020-09-12 22:11:38.984000,L8,342.31,354.74,338.13,351.11,351.45,355.90
2020-09-19 22:17:52.015000,L8,,393.02,362.26,363.21,354.13,349.76
2020-09-28 22:11:43.377000,L8,351.17,352.33,339.15,351.37,352.45,357.96
2020-12-17 22:11:45.420000,L8,351.40,354.94,349.29,348.20,351.24,355.79
2021-01-02 22:11:41.110000,L8,377.93,359.99,349.86,352.46,352.36,358.95
2021-01-25 22:17:44.203000,L8,379.42,373.08,348.70,350.29,346.37,344.36
2021-02-19 22:11:27.994000,L8,362.55,357.92,352.01,353.35,358.53,359.67
2021-02-26 22:17:35.944000,L8,,417.23,416.62,406.19,384.09,364.31
2021-03-14 22:17:26.977000,L8,393.43,366.91,339.84,342.30,340.82,339.17
2021-03-23 22:11:13.381000,L8,342.30,350.41,334.01,340.46,344.89,348.59
2021-03-30 22:17:22.624000,L8,419.14,380.77,376.42,372.15,356.52,352.83
2021-04-15 22:17:16.883000,L8,344.48,350.42,333.43,337.55,333.90,333.45
2021-04-24 22:11:01.432000,L8,352.93,358.85,343.45,351.95,353.99,357.21
2021-05-01 22:17:07.841000,L8,463.01,395.99,371.15,374.68,356.99,350.84
2021-05-26 22:11:07.110000,L8,361.75,360.61,352.81,358.40,360.13,360.31
2021-07-13 22:11:19.559000,L8,386.44,360.52,350.24,354.36,359.80,360.79
2021-08-14 22:11:33.700000,L8,406.01,362.27,349.58,356.59,360.20,360.26
2021-10-01 22:11:46.773000,L8,340.75,343.38,328.51,344.81,350.36,351.00
2021-10-17 22:11:50.671000,L8,342.68,347.07,337.30,338.35,350.33,354.76
2021-10-24 22:18:01.850000,L8,340.36,334.60,331.35,341.21,340.48,336.16
2021-11-18 22:11:44.821000,L8,404.95,358.20,345.79,356.73,355.81,360.51
2021-11-25 22:17:57.047000,L8,442.64,369.99,350.93,353.22,349.47,346.75
2021-12-19 22:17:52.616000,L9,,403.10,410.65,385.63,363.99,357.96
2022-01-04 22:17:52.138000,L9,327.38,311.84,324.60,310.34,297.52,
2022-01-05 22:11:39.666000,L8,418.81,370.01,413.60,375.26,372.83,390.75
2022-01-21 22:11:35.958000,L8,337.39,346.54,333.45,333.73,342.75,344.91
2022-02-21 22:17:43.336000,L9,352.58,330.24,,,,
2022-02-22 22:11:26.680000,L8,347.99,354.88,344.53,346.05,347.80,351.46
2022-03-09 22:17:37.608000,L9,426.99,377.30,374.00,358.79,349.68,345.47
2022-03-10 22:11:23.323000,L8,381.58,367.81,361.30,363.09,374.48,389.88
2022-03-26 22:11:11.888000,L8,351.14,356.08,343.40,348.91,352.30,353.58
2022-05-04 22:17:26.026000,L8,424.26,382.06,378.96,378.44,360.89,353.50
2022-05-05 22:11:07.160000,L9,458.06,394.81,406.26,405.42,402.66,393.35
2022-05-12 22:17:13.223000,L9,391.97,378.42,353.76,356.10,351.40,346.63
2022-06-05 22:17:39.656000,L8,,418.09,415.45,410.16,389.27,377.09
2022-06-13 22:17:12.050000,L9,351.41,366.36,342.28,344.92,343.96,339.87
2022-06-14 22:11:35.206000,L8,389.22,367.51,357.80,360.05,363.41,364.08
2022-06-21 22:17:48.970000,L8,407.71,378.04,350.36,353.16,351.29,346.83
2022-06-22 22:11:14.747000,L9,364.59,369.52,352.04,360.60,361.99,364.96
2022-06-29 22:17:28.498000,L9,307.07,349.45,329.74,335.28,333.24,327.05
2022-07-08 22:11:15.271000,L9,,343.14,324.34,335.75,342.11,345.06
2022-07-15 22:17:24.696000,L9,395.28,375.97,350.99,353.61,350.81,344.92
2022-07-16 22:11:39.057000,L8,379.95,363.07,349.54,355.48,363.00,363.20
2022-07-31 22:17:39.593000,L9,,419.86,412.50,399.91,390.15,366.76
2022-08-09 22:11:34.517000,L9,361.12,361.91,343.06,353.65,359.86,362.51
2022-09-09 22:18:11.619000,L8,,378.59,351.21,359.30,354.19,349.27
2022-09-17 22:17:54.625000,L9,,418.39,410.84,387.50,382.03,364.98
2022-10-20 22:11:59.771000,L8,450.98,351.38,338.58,351.90,361.10,355.71
2022-10-27 22:18:13.761000,L8,,,,,,363.73
2022-11-04 22:18:00.514000,L9,386.13,371.27,345.16,352.10,350.98,347.31
2022-11-13 22:11:53.247000,L9,443.97,391.37,401.61,403.46,402.85,391.71
2022-12-22 22:17:59.519000,L9,,395.35,385.10,380.47,366.70,359.35
2023-01-24 22:11:46.723000,L8,333.62,329.24,323.45,330.08,334.20,336.35
2023-02-16 22:17:50.035000,L8,389.34,369.52,341.20,351.77,346.10,344.30
2023-03-04 22:17:37.574000,L8,332.16,344.51,323.59,333.53,333.47,329.05
2023-03-13 22:11:23.206000,L8,,,380.03,363.69,364.19,382.14
2023-03-21 22:11:31.242000,L9,394.56,380.91,391.72,367.65,364.64,383.00
2023-05-15 22:17:12.111000,L9,474.30,373.75,342.98,350.98,349.73,345.25
2023-05-16 22:10:40.417000,L8,356.99,360.76,346.83,353.63,359.74,360.24
2023-05-23 22:16:53.942000,L8,440.21,401.12,390.41,377.76,362.23,355.68
2023-05-24 22:10:53.254000,L9,389.30,362.44,350.18,354.62,360.42,361.82
2023-06-01 22:10:43.329000,L8,354.46,359.89,343.56,351.54,358.63,359.68
2023-06-08 22:17:00.359000,L8,,404.90,367.82,357.56,353.61,347.67
2023-06-09 22:10:48.959000,L9,354.44,359.95,345.64,352.76,358.53,360.18
2023-06-16 22:16:54.981000,L9,,415.47,409.82,385.76,378.31,362.84
2023-07-02 22:17:05.775000,L9,427.61,371.33,343.06,348.28,345.42,341.69
2023-08-11 22:17:27.875000,L8,,396.45,365.68,355.81,352.53,347.60
2023-08-28 22:11:20.303000,L9,338.92,346.54,329.23,342.04,348.74,350.10
2023-09-05 22:11:22.812000,L8,387.34,357.72,349.08,353.88,361.22,360.42
2023-09-20 22:17:40.026000,L9,470.42,375.89,351.17,355.29,352.07,347.80
2023-10-14 22:17:45.774000,L8,345.70,356.66,332.93,341.66,332.19,
2023-10-15 22:11:39.127000,L9,392.24,358.32,348.51,354.34,363.26,363.98
2023-10-22 22:17:50.479000,L9,457.34,368.82,343.40,352.68,348.23,344.28
2023-11-07 22:17:46.155000,L9,447.19,366.76,342.71,350.76,348.05,343.45
2023-11-15 22:17:47.856000,L8,,408.79,367.05,373.01,368.88,356.49
2023-11-24 22:11:40.049000,L8,430.97,353.22,335.87,346.59,349.67,360.92
2023-12-09 22:17:50.740000,L9,,380.99,357.57,367.15,356.61,363.67
2023-12-17 22:17:48.418000,L8,433.62,370.34,344.87,349.65,346.02,344.03
2023-12-18 22:11:45.147000,L9,342.95,350.27,338.50,347.27,351.67,354.48
2024-01-10 22:17:52.010000,L9,464.01,403.17,386.71,393.08,373.94,363.58
2024-01-11 22:11:32.492000,L8,400.59,388.02,398.49,404.04,402.68,396.32
2024-02-03 22:17:41.059000,L8,399.31,358.11,335.18,338.92,340.02,338.64
2024-02-11 22:17:53.113000,L9,,393.01,369.80,364.86,356.72,353.11
2024-02-12 22:11:30.284000,L8,386.07,366.09,348.67,351.61,360.48,355.87
2024-02-19 22:17:39.652000,L8,424.87,366.59,336.62,336.04,339.61,338.21
2024-02-28 22:11:24.294000,L8,353.60,356.79,342.75,350.46,353.72,355.68
2024-03-15 22:11:14.022000,L8,389.04,359.62,347.10,352.30,358.71,359.36
2024-03-30 22:17:36.478000,L9,,407.21,400.37,391.16,385.33,362.27
2024-04-08 22:11:23.266000,L9,349.37,357.17,339.02,343.84,349.38,351.28
2024-04-15 22:17:28.257000,L9,427.72,375.29,351.48,350.67,349.35,343.64
2024-04-23 22:17:03.194000,L8,,379.86,356.05,358.45,352.82,347.39
2024-05-01 22:17:11.831000,L9,384.87,374.12,348.00,350.27,347.37,344.26
2024-05-02 22:10:44.568000,L8,339.78,350.72,335.28,342.47,347.91,349.08
2024-05-09 22:16:51.826000,L8,,396.73,361.57,369.66,354.11,346.27
2024-05-10 22:11:00.825000,L9,351.48,356.11,343.25,348.44,351.93,351.33
2024-05-17 22:17:03.987000,L9,406.29,374.91,343.76,351.75,347.93,342.22
2024-05-18 22:10:31.990000,L8,332.18,323.88,324.39,333.20,337.52,340.62
2024-05-26 22:10:48.268000,L9,347.42,353.35,336.95,328.94,,
2024-06-26 22:16:52.651000,L8,,414.73,415.03,402.94,390.88,371.62
2024-06-27 22:10:29.087000,L9,390.35,366.22,360.46,363.98,366.77,382.58
2024-07-05 22:10:45.435000,L8,387.50,362.45,352.01,355.53,358.85,358.93
2024-07-12 22:17:00.992000,L8,457.62,405.05,363.90,374.48,356.28,349.88
2024-08-06 22:10:57.495000,L8,358.08,361.90,350.63,356.78,358.62,359.08
