dates,satname,nzd0446-0000,nzd0446-0001,nzd0446-0002,nzd0446-0003,nzd0446-0004,nzd0446-0005,nzd0446-0006,nzd0446-0007,nzd0446-0008,nzd0446-0009,nzd0446-0010,nzd0446-0011,nzd0446-0012,nzd0446-0013,nzd0446-0014,nzd0446-0015,nzd0446-0016,nzd0446-0017,nzd0446-0018,nzd0446-0019,nzd0446-0020,nzd0446-0021,nzd0446-0022,nzd0446-0023,nzd0446-0024,nzd0446-0025,nzd0446-0026,nzd0446-0027,nzd0446-0028,nzd0446-0029,nzd0446-0030,nzd0446-0031,nzd0446-0032,nzd0446-0033,nzd0446-0034,nzd0446-0035,nzd0446-0036,nzd0446-0037,nzd0446-0038,nzd0446-0039,nzd0446-0040,nzd0446-0041,nzd0446-0042,nzd0446-0043,nzd0446-0044,nzd0446-0045,nzd0446-0046,nzd0446-0047,nzd0446-0048,nzd0446-0049,nzd0446-0050,nzd0446-0051,nzd0446-0052,nzd0446-0053,nzd0446-0054,nzd0446-0055,nzd0446-0056,nzd0446-0057,nzd0446-0058,nzd0446-0059,nzd0446-0060,nzd0446-0061,nzd0446-0062,nzd0446-0063,nzd0446-0064,nzd0446-0065,nzd0446-0066,nzd0446-0067,nzd0446-0068,nzd0446-0069,nzd0446-0070,nzd0446-0071,nzd0446-0072,nzd0446-0073,nzd0446-0074,nzd0446-0075,nzd0446-0076,nzd0446-0077,nzd0446-0078,nzd0446-0079,nzd0446-0080,nzd0446-0081,nzd0446-0082,nzd0446-0083,nzd0446-0084,nzd0446-0085,nzd0446-0086,nzd0446-0087,nzd0446-0088,nzd0446-0089,nzd0446-0090,nzd0446-0091,nzd0446-0092,nzd0446-0093,nzd0446-0094,nzd0446-0095,nzd0446-0096,nzd0446-0097,nzd0446-0098,nzd0446-0099,nzd0446-0100,nzd0446-0101,nzd0446-0102,nzd0446-0103,nzd0446-0104,nzd0446-0105,nzd0446-0106,nzd0446-0107,nzd0446-0108,nzd0446-0109,nzd0446-0110,nzd0446-0111,nzd0446-0112,nzd0446-0113,nzd0446-0114,nzd0446-0115,nzd0446-0116,nzd0446-0117,nzd0446-0118,nzd0446-0119,nzd0446-0120,nzd0446-0121,nzd0446-0122,nzd0446-0123,nzd0446-0124,nzd0446-0125,nzd0446-0126,nzd0446-0127,nzd0446-0128,nzd0446-0129,nzd0446-0130,nzd0446-0131,nzd0446-0132,nzd0446-0133,nzd0446-0134,nzd0446-0135,nzd0446-0136,nzd0446-0137,nzd0446-0138,nzd0446-0139,nzd0446-0140,nzd0446-0141,nzd0446-0142,nzd0446-0143,nzd0446-0144,nzd0446-0145,nzd0446-0146,nzd0446-0147,nzd0446-0148,nzd0446-0149,nzd0446-0150,nzd0446-0151,nzd0446-0152,nzd0446-0153,nzd0446-0154,nzd0446-0155,nzd0446-0156,nzd0446-0157,nzd0446-0158,nzd0446-0159,nzd0446-0160,nzd0446-0161,nzd0446-0162,nzd0446-0163,nzd0446-0164
2015-12-27 22:20:07.153000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.85,177.65,173.30,175.85,178.79,186.76,183.05,204.92,175.43,180.97,184.67,192.06,194.39,,,,,,,,,217.85,175.74,212.18,214.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.71,179.15,183.20,187.56,192.52,194.98,196.10,182.33,212.43,220.06,215.24,207.18,205.54,201.74,206.69,202.47,200.04,200.97,207.22,205.79,205.80,203.84,208.14,205.94,206.35,214.59,216.42,215.21,214.60,240.31,213.62,213.46,213.00,204.43,202.15,198.51,200.96,204.56,207.37,206.33,210.91,217.44,213.50,212.31,248.58,238.71,207.58,208.62,204.49,202.24,209.93,206.75,207.71,204.06,195.10,,,,,
2015-12-27 22:20:31.116000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.30,175.04,177.55,184.23,181.25,204.06,174.64,179.77,183.35,189.37,191.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.69,178.05,181.67,186.47,191.17,192.89,194.64,181.32,210.37,218.70,213.61,206.34,204.97,199.69,205.64,201.40,198.87,199.87,206.54,204.94,204.64,203.12,206.98,204.86,205.61,213.38,214.91,213.76,213.11,216.10,211.73,210.95,211.81,203.45,200.82,197.53,199.64,203.46,206.29,205.14,210.21,215.86,211.86,210.96,212.69,216.00,206.04,207.08,203.00,201.08,209.56,205.66,206.70,202.68,192.22,,,,,
2016-01-03 22:26:15.584000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.98,190.90,193.94,203.25,186.38,192.78,196.20,199.51,201.89,203.84,208.03,203.79,207.79,202.23,215.24,206.30,194.31,213.46,212.86,223.61,231.34,227.36,222.03,181.64,200.93,233.92,218.36,206.34,215.40,202.57,203.21,214.92,236.21,244.72,236.95,217.64,197.83,214.50,211.55,220.96,226.85,225.25,230.95,229.83,230.47,229.60,233.81,253.72,250.68,249.12,244.40,241.58,237.15,233.27,224.62,234.46,227.79,231.56,233.33,225.04,224.21,233.56,231.89,232.04,226.28,227.52,216.27,221.22,232.30,236.15,246.43,244.52,241.94,240.90,254.41,253.05,247.09,237.74,255.96,259.56,274.24,255.20,249.06,248.30,266.01,265.78,261.38,261.79,250.22,255.25,228.52,258.16,250.79,255.30,257.30,254.37,256.54,247.03,253.06,260.56,258.39,227.28,259.20,265.49,257.77,264.55,262.46,263.91,258.47,252.75,253.93,237.05,243.31,250.64,258.77,258.59,256.74,257.64,256.08,254.78,263.10,264.53,259.46,262.87,258.12,268.16,232.45,257.59,264.99,269.80,279.37,272.88,253.47,257.36,260.38,283.75,285.24
2016-02-13 22:19:56.477000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.38,245.32,249.38,247.94,,,,,170.77,176.45,180.29,185.23,185.69,195.71,190.46,194.34,180.77,209.75,212.25,211.21,205.60,203.88,200.93,203.73,199.53,197.46,199.50,204.47,203.87,202.28,202.05,204.83,204.07,204.18,211.53,212.47,212.05,209.54,208.56,206.26,204.17,203.58,202.05,198.49,197.11,198.62,203.04,204.84,205.02,207.77,209.93,208.37,209.84,206.61,206.13,204.34,204.63,203.00,203.25,211.62,206.55,207.54,206.75,199.91,,207.95,204.62,278.50,265.32
2016-02-13 22:20:20.440000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.93,179.78,185.13,185.67,195.51,190.12,193.66,180.36,209.55,212.48,211.21,205.45,203.62,200.62,203.67,199.77,197.79,199.89,204.62,204.19,202.71,202.32,205.21,204.29,204.33,212.16,213.06,212.83,210.33,209.22,206.91,204.80,204.25,202.77,199.04,197.08,199.07,203.38,205.15,205.14,207.95,210.11,208.51,210.11,206.72,206.25,204.34,204.76,202.83,202.94,211.56,206.42,207.44,206.14,197.50,,207.61,204.89,278.76,264.25
2016-02-20 22:26:03.799000,L8,,,,,,,,,,,,,184.80,185.58,199.21,244.02,178.42,275.56,207.86,193.98,245.43,253.03,220.33,218.99,264.12,316.50,290.58,319.74,278.51,264.87,283.21,307.22,287.89,266.30,314.90,303.43,316.02,203.50,235.27,237.21,304.45,320.52,222.31,236.24,230.09,216.71,190.08,203.09,215.11,227.81,214.55,215.51,201.64,226.99,233.33,233.54,238.61,235.44,244.37,269.80,255.40,235.62,236.95,255.64,266.69,238.49,229.99,254.44,248.16,256.46,240.43,355.07,275.56,412.71,435.80,344.31,299.41,305.36,329.05,384.45,399.52,421.06,410.22,435.09,412.24,412.12,407.78,402.34,400.84,405.05,373.56,369.81,258.88,240.73,265.20,241.82,249.65,261.86,259.24,283.02,272.20,270.27,266.85,256.74,274.05,279.03,285.62,314.08,300.35,317.56,308.71,300.23,265.65,265.47,279.78,250.23,258.52,251.92,290.53,259.08,289.90,253.55,251.68,259.21,287.94,254.52,269.80,242.72,254.84,246.73,270.40,271.29,262.32,262.06,255.78,258.42,249.77,256.52,254.21,253.05,246.08,244.92,250.95,253.26,269.57,265.06,272.10,272.04,263.63,268.46,266.34,267.19,263.17,260.24,262.62,262.21,278.67,274.84,276.16,273.60,275.96,276.15,326.56,291.97,301.34
2016-02-29 22:19:53.146000,L8,361.06,400.11,406.05,466.61,437.99,409.15,240.46,343.82,157.80,181.20,214.26,234.15,238.41,246.51,296.53,272.56,284.52,238.21,386.06,324.03,263.34,323.89,318.66,346.11,403.24,348.25,324.83,356.50,315.03,300.13,365.36,311.87,315.31,316.31,327.01,329.24,525.83,490.87,499.70,478.38,277.95,358.78,380.16,462.52,314.94,364.66,476.34,,,,399.78,455.81,501.41,505.41,400.40,416.42,483.40,457.88,495.73,355.24,405.81,370.47,472.57,387.86,404.22,394.41,406.86,426.58,399.94,417.19,426.83,429.76,435.54,453.19,486.58,463.14,472.03,245.13,280.83,247.58,473.22,513.10,437.09,399.66,487.77,451.31,433.60,432.28,419.19,250.33,425.22,427.41,435.45,252.47,521.74,474.07,272.29,447.85,442.26,462.71,413.79,444.60,355.16,439.60,420.91,407.89,424.50,425.10,350.86,412.53,427.42,416.87,340.62,336.67,324.66,391.14,397.49,390.16,423.96,427.55,437.48,322.56,363.19,311.00,258.87,324.44,406.62,465.10,469.57,454.30,491.56,506.73,379.56,407.12,465.74,426.21,401.82,403.19,416.79,387.86,249.04,259.41,260.70,264.07,262.43,267.72,274.76,386.40,411.20,335.13,393.19,410.01,467.79,407.04,424.80,414.66,417.77,344.80,279.44,415.21,323.77,419.95,541.21,,
2016-02-29 22:20:17.109000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.70,394.00,394.16,314.54,333.38,336.60,,314.96,344.35,357.66,376.34,366.90,377.20,382.68,400.77,239.45,384.07,358.27,385.19,349.21,389.67,341.67,356.40,389.33,382.51,395.18,182.96,189.28,190.33,183.91,181.64,180.91,185.36,189.65,195.74,192.99,196.78,196.06,194.32,188.96,208.54,211.97,209.54,206.19,207.64,198.86,204.83,199.56,196.75,199.71,241.58,247.56,204.30,201.41,207.93,203.29,204.63,210.13,211.93,210.01,257.97,223.28,206.39,206.62,203.86,201.16,199.31,194.53,197.42,201.61,206.42,204.29,207.82,209.32,207.77,206.94,208.61,206.12,203.68,202.50,201.02,199.06,210.59,203.87,204.89,202.05,198.43,265.19,205.83,203.94,197.97,288.67
2016-03-07 22:26:02.901000,L8,,,,,,,,,,,,,,,,,,,,,,,166.22,176.79,188.15,193.13,232.18,186.59,189.88,251.59,238.63,226.63,234.56,187.58,188.67,199.15,202.35,226.76,191.84,223.21,201.63,196.39,201.80,202.47,204.46,217.54,211.38,209.81,200.29,212.29,225.59,236.16,193.33,198.57,199.93,234.07,224.93,236.38,248.22,253.57,197.84,200.05,237.43,214.23,252.34,267.05,258.13,257.29,248.71,204.25,212.02,210.39,220.42,226.91,220.82,222.14,275.63,301.45,288.85,332.83,217.01,205.69,211.84,220.19,220.48,221.74,217.74,222.34,219.87,220.99,224.08,220.06,226.26,225.85,226.04,224.69,221.29,248.77,253.73,264.31,264.06,239.17,234.10,241.28,236.70,246.08,242.42,296.67,269.58,295.49,272.90,255.48,251.61,251.11,247.94,245.11,245.69,244.53,241.85,246.02,231.18,238.02,236.25,244.12,240.05,243.75,246.01,240.22,254.67,251.71,254.82,249.75,245.19,247.22,243.67,243.75,240.79,246.12,243.07,242.86,239.62,238.70,247.23,240.86,254.26,254.05,254.85,254.82,250.32,255.00,247.08,262.20,254.67,255.86,257.37,258.42,258.86,259.79,255.96,261.23,260.37,267.88,276.73,282.44,276.44
2016-03-16 22:19:48.512000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.84,188.48,187.67,183.03,177.89,177.05,181.11,184.30,190.76,187.35,195.18,195.06,196.89,188.38,203.17,211.47,209.44,203.70,201.48,196.70,202.75,198.87,195.04,199.50,204.65,205.31,205.01,202.32,203.92,203.54,203.16,211.25,214.13,211.87,208.06,207.13,205.50,202.33,201.88,201.16,198.39,194.26,196.41,201.17,202.43,201.28,205.77,207.20,205.90,205.78,202.89,202.46,201.21,201.54,198.51,198.67,209.74,202.57,204.38,201.50,185.06,,,,286.91,287.52
2016-03-16 22:20:12.475000,L8,310.87,,424.65,430.64,495.30,328.15,302.19,252.45,210.24,220.49,325.80,312.82,350.71,295.31,194.83,221.33,197.72,250.21,193.74,224.72,247.21,266.02,193.48,205.15,209.73,213.15,215.47,211.87,353.26,281.65,286.87,229.05,243.21,304.76,281.41,301.71,287.94,210.85,283.54,289.97,296.27,220.25,229.16,247.53,231.61,226.93,227.27,267.57,235.49,237.16,245.06,246.52,251.40,252.79,255.10,251.31,266.85,259.81,252.22,257.06,265.43,245.53,248.31,287.06,271.83,260.32,250.80,293.95,254.12,251.92,266.18,263.45,277.17,283.86,280.72,241.64,245.78,245.70,331.66,293.62,273.35,255.25,247.55,251.33,250.73,255.31,268.24,242.36,254.25,243.36,265.16,256.50,254.09,258.68,265.82,254.68,256.17,269.77,276.07,282.45,278.83,276.64,265.62,298.16,281.18,280.92,286.15,292.01,305.07,318.48,307.67,312.22,305.35,286.91,283.06,293.15,264.89,266.68,259.28,253.81,254.47,262.53,258.72,258.39,256.31,258.10,259.02,264.43,257.70,261.87,268.81,265.42,280.54,265.69,267.31,259.23,263.72,253.26,270.80,256.47,258.94,255.81,259.80,258.75,264.30,264.26,266.54,268.13,263.95,268.32,270.55,268.75,272.87,271.20,270.26,273.12,286.49,280.61,286.91,280.41,283.87,284.36,286.62,301.25,305.58
2016-04-08 22:25:47.694000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.39,188.99,193.65,191.91,192.88,195.27,183.25,184.51,188.75,184.89,191.42,193.97,185.94,191.58,,,,,,,,,,,,,,,,,,,216.90,210.86,215.37,218.27,221.80,,,,,,,,,,181.54,215.82,198.05,235.15,234.39,,,180.91,190.57,183.95,192.31,193.42,196.36,185.74,209.00,214.60,239.83,236.31,208.46,200.04,204.53,196.71,196.05,200.08,206.16,208.27,241.12,237.65,241.49,202.28,241.29,211.92,237.13,218.65,219.04,208.12,240.84,239.37,228.33,230.63,235.38,232.33,236.79,209.58,206.19,201.41,239.15,245.62,244.04,205.69,202.14,202.70,199.70,200.85,196.86,196.58,210.83,245.87,256.11,247.89,250.40,252.90,,166.41,275.42,268.23
2016-04-17 22:19:33.425000,L8,257.65,307.58,272.77,397.10,369.89,369.62,318.86,284.39,177.29,,198.43,240.54,224.21,199.91,250.33,263.82,228.89,262.94,260.85,221.69,258.54,194.93,326.50,228.48,221.71,232.53,229.19,232.02,234.68,199.02,203.40,348.59,340.73,223.53,226.62,233.45,236.85,220.53,237.71,230.93,248.43,246.62,249.68,251.93,250.73,249.96,252.14,267.66,252.49,251.58,256.61,262.10,264.41,258.45,269.63,260.08,262.80,278.45,269.43,278.28,293.20,265.62,269.80,280.54,277.65,289.01,299.28,299.49,376.98,454.79,286.58,313.89,323.82,326.49,334.72,434.70,455.33,429.19,461.89,306.38,317.26,269.09,259.92,253.49,257.51,248.18,253.90,254.17,264.62,274.51,287.26,286.15,281.15,279.86,292.55,303.78,308.30,309.81,409.08,435.32,435.45,309.83,302.77,324.43,332.05,314.28,311.21,314.51,320.90,318.41,322.30,332.19,338.33,329.28,330.57,319.83,308.19,311.24,307.73,318.82,301.40,287.70,285.79,291.36,280.97,269.36,256.78,258.38,270.84,263.21,277.15,265.00,268.51,256.16,249.22,244.47,250.07,245.09,250.28,249.63,255.57,256.22,264.26,263.32,269.97,384.05,346.41,416.03,411.61,373.43,264.27,472.35,411.67,272.61,270.68,281.89,272.67,264.90,275.25,280.70,297.31,307.95,321.26,334.31,311.84
2016-04-17 22:19:57.384000,L8,256.79,307.03,271.84,457.94,369.04,368.71,318.33,283.13,175.63,,196.20,239.12,224.27,198.98,248.96,262.67,227.65,262.01,259.63,221.30,185.80,194.16,324.95,224.96,222.17,220.79,226.57,230.74,233.76,197.54,202.61,347.70,341.35,222.58,224.90,232.60,237.39,219.91,236.85,228.88,247.42,245.37,248.80,250.82,251.63,249.30,250.59,266.76,251.49,250.76,255.31,261.56,263.18,257.20,269.15,259.05,262.95,276.64,268.45,277.55,292.80,264.30,269.20,279.84,276.30,288.86,298.35,298.44,298.94,282.76,285.88,313.14,323.61,325.85,334.35,434.21,453.95,428.64,461.39,305.70,285.31,268.20,259.31,253.04,257.15,247.50,252.96,253.48,263.84,273.89,286.26,285.39,280.40,278.61,291.78,303.22,307.43,307.88,408.53,434.81,434.31,308.66,302.14,323.47,331.09,313.13,310.95,313.43,320.39,317.74,321.31,331.09,337.72,328.68,330.01,318.84,307.26,310.56,306.60,317.12,300.46,286.81,285.32,290.73,280.29,268.62,256.46,257.84,269.88,262.64,276.32,264.37,267.91,254.96,248.80,243.67,249.28,244.43,249.31,248.90,254.87,255.28,263.54,262.87,269.23,315.85,325.38,415.47,410.85,372.44,263.01,471.46,410.61,271.47,270.41,281.05,271.63,264.22,275.04,280.01,297.40,307.16,320.50,333.78,311.05
2016-04-24 22:25:40.542000,L8,526.70,270.13,283.03,274.68,343.08,276.52,298.55,206.82,188.19,,,,,179.10,232.06,227.43,261.54,232.54,247.94,345.15,281.86,269.34,280.41,298.93,238.00,205.91,298.68,348.46,386.52,318.16,355.23,364.59,375.15,399.07,363.36,259.11,243.37,222.24,226.36,235.41,230.63,242.67,242.36,307.49,366.12,354.10,315.88,405.37,411.44,424.75,425.69,458.23,475.61,315.86,415.26,380.69,271.22,279.76,280.22,264.75,322.12,266.84,280.89,369.67,360.30,436.56,447.63,469.66,310.34,319.52,316.82,334.34,339.44,327.40,350.53,425.40,454.33,457.01,456.77,443.01,400.58,323.62,293.42,276.00,267.79,273.78,278.98,283.50,282.00,283.76,281.10,435.76,303.34,291.19,337.79,341.85,350.46,344.40,366.04,375.34,363.27,309.22,444.55,315.36,323.44,332.93,332.10,348.78,366.02,460.78,480.16,462.69,336.58,354.99,366.63,381.81,333.59,340.45,328.35,324.82,333.47,335.66,421.26,395.12,313.11,296.15,299.58,302.14,299.72,296.63,302.47,313.31,302.96,301.83,292.21,289.26,277.73,279.92,280.59,262.72,256.20,259.79,282.13,270.00,400.80,454.82,387.48,281.32,287.83,273.16,277.04,281.40,336.29,440.39,396.97,286.46,279.92,306.09,305.38,355.63,320.10,336.23,466.41,366.25,358.52
2016-05-26 22:25:48.587000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.44,213.91,224.98,224.03,213.24,225.34,216.16,216.29,,,,,,,,,,,,174.91,181.84,177.20,178.26,180.87,178.08,176.45,177.28,184.53,178.59,173.61,,,,,,,,,,,347.82,342.43,377.32,361.18,,,,,,,,,,,,,,302.83,311.08,307.82,304.92,,,,,,,,,,,,181.87,183.87,190.03,186.01,196.96,185.05,204.15,219.68,216.33,208.38,206.74,197.71,204.48,201.13,199.37,201.16,208.09,239.10,332.85,293.38,315.22,308.05,290.81,236.92,254.05,250.38,247.53,251.61,256.46,252.35,252.40,258.06,250.93,256.52,250.18,216.02,221.24,266.87,266.79,258.79,263.75,264.30,266.36,266.91,266.28,269.45,267.49,260.91,271.49,279.79,273.49,238.52,267.20,275.23,256.66,258.79,284.65,284.27
2016-06-04 22:19:40.199000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.12,172.59,177.03,182.66,179.13,184.24,193.77,183.97,178.66,179.83,186.04,184.27,189.61,191.59,191.99,202.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.07,184.11,220.65,228.34,222.18,,,185.59,186.53,192.60,190.05,202.05,190.79,213.23,230.23,221.76,216.69,212.90,205.40,209.20,205.10,203.61,204.15,212.62,211.99,212.25,210.63,215.44,206.48,216.45,238.86,236.04,236.43,218.67,218.44,239.19,232.18,215.99,216.12,222.62,232.73,211.48,206.83,208.24,207.75,215.37,214.97,218.86,217.81,209.42,210.08,208.99,208.64,203.28,203.19,216.78,204.34,206.35,204.39,196.05,,,252.13,270.52,270.21
2016-06-04 22:20:04.162000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.05,175.98,170.73,177.05,184.49,172.76,171.47,171.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.51,176.83,183.18,180.43,189.52,180.12,201.53,216.62,209.75,205.82,200.58,195.39,199.84,197.29,194.69,197.78,203.96,204.57,202.36,199.63,203.54,198.47,203.75,222.07,224.87,215.64,209.67,208.76,211.35,206.85,206.44,201.96,201.14,197.89,197.62,199.15,201.03,200.35,205.93,205.45,205.71,203.85,201.29,199.77,200.06,199.55,195.60,194.52,208.07,195.74,199.68,195.41,179.77,,,,,
2016-07-06 22:20:17.266000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.03,178.29,175.92,175.36,171.88,177.22,175.90,175.53,169.28,,,,,,,,,,,
2016-08-07 22:20:01.300000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.45,189.48,190.91,198.11,195.99,196.29,190.74,206.79,217.05,209.93,206.65,205.44,197.48,202.70,200.70,197.34,201.44,207.27,206.52,203.82,202.61,203.85,202.34,205.41,215.14,213.00,213.81,211.10,210.07,207.64,205.76,207.68,202.93,202.91,197.51,199.57,202.99,206.59,204.27,208.91,209.74,208.67,208.24,204.90,203.73,203.25,201.11,199.76,198.26,212.81,200.99,201.45,198.91,184.82,,,,283.34,278.00
2016-08-07 22:20:25.272000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.17,177.89,187.62,188.45,195.79,193.69,193.43,188.58,205.57,215.45,208.15,204.39,203.29,196.73,200.91,199.00,194.84,199.60,206.20,204.50,201.39,201.23,202.53,200.83,203.63,212.46,211.37,211.64,208.49,207.66,205.45,203.87,204.98,201.24,200.59,195.68,197.80,201.83,205.19,202.92,207.25,208.27,207.07,206.57,203.17,202.04,201.94,199.70,198.04,196.70,210.36,198.32,200.08,196.26,182.88,,,,282.87,275.73
2016-09-08 22:20:12.615000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.95,178.06,181.14,187.50,189.93,194.80,193.16,193.31,186.34,206.29,212.04,210.63,201.65,200.33,196.70,201.66,197.35,196.01,199.07,206.29,203.96,201.32,200.43,202.38,200.16,202.11,209.78,211.10,209.43,207.74,206.47,205.71,202.66,204.45,201.01,199.30,193.47,196.63,200.97,202.74,201.80,207.25,209.58,207.37,206.24,202.80,202.97,201.06,200.06,197.76,196.08,207.19,199.62,199.93,194.05,179.14,,,156.59,281.18,280.71
2016-09-08 22:20:36.578000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.96,177.15,180.29,186.00,188.62,193.68,192.12,192.46,184.72,205.71,211.34,210.22,200.33,198.88,196.12,200.49,196.22,194.91,198.18,205.61,202.77,200.40,199.59,201.50,198.71,200.71,208.97,210.45,208.68,206.89,205.69,204.75,201.90,203.12,200.07,198.57,192.06,195.68,199.84,201.91,200.86,206.20,208.89,206.52,205.38,201.91,202.04,200.17,260.79,262.52,263.04,240.21,262.67,257.15,263.34,177.50,,,155.96,280.72,279.19
2016-11-18 22:26:30.748000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.53,205.66,204.87,204.90,194.06,189.46,177.84,,,,,,,,,,,,,
2016-12-04 22:26:29.548000,L8,,,,,,,,,,,,,,,,,,,,,,176.68,182.58,181.41,193.94,195.59,197.64,197.88,,,193.66,192.18,189.03,201.92,201.15,198.66,203.02,206.53,193.01,196.90,199.42,201.43,202.94,199.68,206.05,169.88,,,,,,174.65,173.36,172.62,176.73,179.60,192.15,180.38,180.81,206.37,203.64,203.59,212.83,209.84,,,,,,,182.10,214.48,221.29,247.62,243.28,226.39,224.81,224.36,225.39,187.78,225.62,,,,,228.77,222.94,225.56,,,,380.91,346.10,384.22,220.79,227.21,235.15,238.85,177.20,178.12,179.80,186.55,186.14,183.50,183.85,187.71,250.86,267.17,268.67,273.11,214.67,219.84,218.46,218.63,220.69,212.62,208.28,207.00,246.75,252.34,248.94,253.41,255.20,254.95,236.04,211.40,212.56,213.89,211.09,215.75,218.12,221.12,219.56,213.37,213.61,248.94,247.95,237.93,245.29,244.32,247.78,209.04,210.30,214.54,212.82,217.34,218.64,250.03,254.90,256.15,214.85,214.56,212.53,213.07,218.53,218.60,214.19,214.24,263.91,262.61,257.24,264.09,274.85,296.81,285.15
2016-12-29 22:20:13.417000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.05,177.14,174.45,195.44,203.55,196.25,191.96,195.63,192.10,197.85,194.43,192.43,196.78,201.68,200.86,198.73,198.27,199.27,196.51,198.27,207.77,208.68,206.80,204.96,203.61,201.83,199.89,199.94,198.51,195.36,192.84,195.08,199.64,201.14,200.35,204.75,205.43,204.53,204.90,201.44,200.39,199.02,198.35,195.93,193.85,203.84,197.40,199.29,188.90,172.04,,,,,
2016-12-29 22:20:37.380000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.33,177.46,174.53,195.59,203.76,196.56,192.24,195.82,192.27,198.07,194.58,192.60,196.93,201.80,201.05,198.95,198.46,199.41,196.66,198.43,207.90,208.81,206.91,205.08,203.75,202.00,200.01,200.07,198.60,195.49,193.09,195.22,199.79,201.26,200.53,204.91,205.55,204.62,205.01,201.60,200.49,199.19,198.53,196.06,193.99,204.13,197.63,199.42,189.35,172.17,,,,,
