dates,nzd0431-0000,nzd0431-0001,nzd0431-0002,nzd0431-0006,nzd0431-0007,nzd0431-0008,nzd0431-0009,nzd0431-0010,nzd0431-0011,nzd0431-0012,nzd0431-0013,nzd0431-0014,nzd0431-0015,nzd0431-0016,nzd0431-0017,nzd0431-0018,nzd0431-0019,nzd0431-0020,nzd0431-0021,nzd0431-0022,nzd0431-0023,nzd0431-0024,nzd0431-0025,nzd0431-0026,nzd0431-0027,nzd0431-0028,nzd0431-0029,nzd0431-0030,nzd0431-0031,nzd0431-0032,nzd0431-0033,nzd0431-0034,nzd0431-0035,nzd0431-0036,nzd0431-0037,nzd0431-0038,nzd0431-0039,nzd0431-0040,nzd0431-0041,nzd0431-0042,nzd0431-0043,nzd0431-0044,nzd0431-0045,nzd0431-0046,nzd0431-0047,nzd0431-0048,nzd0431-0049,nzd0431-0050,nzd0431-0051,nzd0431-0052,nzd0431-0053,nzd0431-0054,nzd0431-0055,nzd0431-0056,nzd0431-0057,nzd0431-0058,nzd0431-0059,nzd0431-0060,nzd0431-0061,nzd0431-0062,nzd0431-0063,nzd0431-0064,nzd0431-0065,nzd0431-0066,nzd0431-0067,nzd0431-0068,nzd0431-0069,nzd0431-0070,nzd0431-0071,nzd0431-0072,nzd0431-0073,nzd0431-0074,nzd0431-0075,nzd0431-0076,nzd0431-0077,nzd0431-0078,nzd0431-0079,nzd0431-0080,nzd0431-0081,nzd0431-0082,nzd0431-0083,nzd0431-0084,nzd0431-0085,nzd0431-0086,nzd0431-0087,nzd0431-0088,nzd0431-0089,nzd0431-0090,nzd0431-0091,nzd0431-0092,nzd0431-0093,nzd0431-0094,nzd0431-0095,nzd0431-0096,nzd0431-0097,nzd0431-0098,nzd0431-0099,nzd0431-0100,nzd0431-0101,nzd0431-0102,nzd0431-0103,nzd0431-0104,nzd0431-0105,nzd0431-0106,nzd0431-0107,nzd0431-0108,nzd0431-0109,nzd0431-0110,nzd0431-0111,nzd0431-0112,nzd0431-0113,nzd0431-0114,nzd0431-0115,nzd0431-0116,nzd0431-0117,nzd0431-0118,nzd0431-0119,nzd0431-0120,nzd0431-0121,nzd0431-0122,nzd0431-0123,nzd0431-0124,nzd0431-0125,nzd0431-0126,nzd0431-0127,nzd0431-0128,nzd0431-0129,nzd0431-0130,nzd0431-0131,nzd0431-0132,nzd0431-0133,nzd0431-0134,nzd0431-0135,nzd0431-0136,nzd0431-0137,nzd0431-0003,nzd0431-0004,nzd0431-0005,nzd0431-0138,nzd0431-0139,satname
2021-11-21 22:22:10.853,229.28,215.72750000000002,198.81,182.2575,173.98000000000002,163.14,226.02,219.37,220.85,236.16,260.255,191.87,199.36,206.23,196.14499999999998,201.505,199.26666666666665,207.15,210.60333333333338,221.07,209.14499999999998,223.29000000000002,229.76500000000001,240.525,254.1025,261.1275,247.36,231.1,232.21499999999997,244.12249999999997,244.18,234.63333333333333,225.464,200.6,220.82750000000001,222.8175,226.87333333333333,232.32333333333335,202.02,240.33,238.85666666666665,251.64,254.17666666666665,276.082,276.456,267.012,257.846,247.94500000000002,246.39,247.65500000000003,273.8225,263.63,263.85200000000003,268.72200000000004,278.86199999999997,274.822,275.334,270.77799999999996,274.038,273.682,275.222,265.94000000000005,234.36,235.29999999999995,185.98,250.16,283.355,295.74333333333334,282.24,271.43,264.255,265.8633333333333,257.7925,269.105,273.33500000000004,268.65999999999997,269.535,265.428,265.51,216.505,212.25,201.145,223.90666666666667,217.78400000000002,215.618,213.03500000000003,235.002,253.93,237.32599999999996,234.17333333333332,232.44000000000003,239.8025,243.502,223.48000000000002,219.39666666666668,228.48333333333335,226.54333333333332,231.77666666666664,235.90666666666667,220.24,199.91,216.21,,,237.17,239.67,267.96500000000003,273.01999999999987,268.335,293.42,300.18,297.2,300.13,301.13,302.26,302.28,304.66,308.11,312.42,313.08,316.89,,,,298.37,310.55,312.71,,,,,,308.96,303.64,287.84,194.9475,192.45250000000001,177.77999999999997,275.02,278.46,L9
2021-12-11 22:20:20.735,230.048,214.852,199.30599999999998,180.526,174.105,163.14,226.02,219.37,220.85,220.21,260.255,191.28,197.965,204.87,195.48000000000002,201.32333333333335,198.60250000000002,203.945,207.57000000000002,217.51399999999998,208.75333333333333,220.44400000000002,228.408,240.525,248.66799999999998,255.56599999999997,243.52,230.58,231.45666666666668,242.04399999999995,241.67199999999997,234.1275,226.53333333333333,203.1225,223.606,227.52799999999996,228.2425,234.525,222.66000000000003,238.69,241.60750000000002,251.10333333333332,256.1175,272.415,272.44,264.73333333333335,257.31333333333333,248.336,248.3075,250.31333333333336,270.592,261.35999999999996,263.49500000000006,266.73333333333335,274.5883333333333,271.0883333333333,278.1166666666667,273.64666666666665,270.93666666666667,271.0733333333333,270.4633333333333,263.93,234.36,235.29999999999995,188.315,246.42000000000002,276.9166666666667,298.215,286.52750000000003,275.56399999999996,265.68600000000004,260.4275,257.95,267.33000000000004,271.528,267.256,267.048,264.50166666666667,263.5083333333333,224.97666666666666,216.36333333333334,204.90666666666667,221.6175,217.76666666666665,215.36166666666668,214.96599999999998,234.15833333333333,252.01666666666665,237.75833333333333,236.7125,235.002,241.66,244.18166666666664,226.16,221.995,231.475,228.8875,234.2875,235.90666666666667,220.24,199.91,232.885,212.16,258.16,252.52499999999998,255.32999999999996,268.9666666666667,272.2966666666666,269.41666666666663,281.13,282.525,282.47,284.89,288.28999999999996,288.635,287.42999999999995,289.34000000000003,292.355,293.505,296.69999999999993,297.28499999999997,277.97,279.08,278.77,289.565,294.67499999999995,294.11499999999995,251.72,228.08,232.23,245.51,214.25,308.96,303.64,287.84,192.158,190.036,177.34,275.02,278.46,L8
2022-01-12 22:20:13.302,229.91833333333332,214.17999999999998,198.625,179.3183333333333,173.656,163.14,226.02,219.37,220.85,207.5725,257.72999999999996,191.28,197.965,200.09,194.8525,200.9425,197.846,201.35399999999998,204.93400000000003,214.83166666666668,208.39249999999998,218.165,227.21,240.525,244.9333333333333,251.45666666666668,240.87600000000003,229.635,230.5625,240.21,239.48000000000002,233.25,232.51666666666665,212.51250000000002,231.28400000000002,236.598,233.1475,241.83249999999998,238.28500000000003,237.11333333333334,248.79000000000002,250.7,261.225,276.42,276.28,267.88166666666666,260.7916666666667,251.62800000000001,254.005,255.24666666666667,274.662,263.4966666666666,265.355,268.245,276.65166666666664,272.365,279.695,274.91333333333336,272.5733333333333,273.37333333333333,272.25166666666667,266.45500000000004,241.88,240.74499999999998,188.815,244.86333333333334,273.4725,291.63199999999995,282.63,272.285,264.47499999999997,256.344,256.64666666666665,265.5316666666667,270.125,265.97499999999997,265.8883333333333,267.78000000000003,266.66166666666663,228.98666666666668,221.01,209.71666666666667,220.32600000000002,222.59833333333336,218.92333333333332,222.5,237.34,255.94833333333335,243.33333333333334,242.3125,241.31199999999998,245.93599999999998,247.655,231.325,227.035,237.97750000000002,234.9325,240.9575,243.49,233.435,225.27,239.62666666666667,214.72,258.425,267.17,271.015,281.3966666666667,281.29999999999995,281.0166666666666,277.14000000000004,276.58666666666664,277.6433333333334,279.20666666666665,284.26,284.35999999999996,282.21,283.6566666666667,285.66,286.81,290.9833333333333,290.68666666666667,278.015,279.265,278.68999999999994,286.16333333333336,288.9866666666666,287.8966666666666,249.83499999999998,222.79000000000002,228.535,239.83499999999998,203.125,308.96,303.64,287.84,190.36666666666667,188.28833333333333,177.142,275.02,278.46,L8
2022-01-19 22:26:22.128,229.91833333333332,214.17999999999998,198.625,179.3183333333333,173.656,163.14,226.02,219.37,220.85,207.5725,257.72999999999996,191.28,197.965,200.09,194.8525,200.9425,197.846,201.35399999999998,204.93400000000003,214.83166666666668,208.39249999999998,218.165,227.21,240.525,244.9333333333333,251.45666666666668,240.87600000000003,229.635,230.5625,240.21,239.48000000000002,233.25,232.51666666666665,212.51250000000002,231.28400000000002,236.598,224.38000000000002,241.83249999999998,225.70333333333335,237.11333333333334,241.658,250.7,253.202,268.2442857142857,276.28,267.88166666666666,260.7916666666667,251.62800000000001,254.005,247.9475,274.662,257.7242857142857,265.355,261.3357142857143,267.83571428571423,272.365,271.40714285714284,268.8985714285715,272.5733333333333,273.37333333333333,272.25166666666667,266.45500000000004,241.88,240.74499999999998,188.815,244.86333333333334,273.4725,291.63199999999995,282.63,272.285,264.47499999999997,256.344,256.64666666666665,265.5316666666667,270.125,265.97499999999997,265.8883333333333,267.78000000000003,266.66166666666663,228.98666666666668,221.01,209.71666666666667,220.32600000000002,217.45714285714286,218.92333333333332,222.5,232.72,249.0,243.33333333333334,235.22600000000003,235.88833333333335,240.54166666666666,243.13285714285715,226.048,221.22799999999998,230.23000000000002,227.166,234.32399999999998,235.79500000000002,223.5666666666667,208.60500000000002,239.62666666666667,214.72,258.425,267.17,271.015,269.6775,271.12,269.03999999999996,277.14000000000004,276.58666666666664,266.6375,279.20666666666665,274.4375,272.9925,270.21999999999997,271.3275,274.2425,274.925,279.465,280.3475,278.015,267.8933333333333,278.68999999999994,275.7625,276.8275,277.7625,249.83499999999998,222.79000000000002,228.535,239.83499999999998,203.125,308.96,303.64,287.84,190.36666666666667,188.28833333333333,177.142,275.02,278.46,L8
2022-01-20 22:20:15.352,229.91833333333332,214.17999999999998,198.625,179.3183333333333,173.656,163.14,226.02,219.37,220.85,207.5725,257.72999999999996,191.28,197.965,200.09,194.8525,200.9425,197.846,201.35399999999998,204.93400000000003,214.83166666666668,208.39249999999998,218.165,227.21,240.525,238.97857142857143,244.49571428571429,240.87600000000003,221.638,230.5625,235.07857142857142,234.2242857142857,227.01,227.6442857142857,204.93800000000002,224.76,236.598,220.72333333333333,234.63000000000002,220.25,237.11333333333334,238.29166666666666,250.7,250.48833333333334,262.3325,269.06571428571425,261.27714285714285,255.15714285714287,246.78,254.005,247.9475,274.662,257.7242857142857,265.355,256.90625,261.875,264.38428571428574,264.4575,261.76375,267.04285714285714,273.37333333333333,264.3985714285714,260.8914285714286,238.25666666666666,231.4433333333333,188.815,244.86333333333334,273.4725,291.63199999999995,282.63,272.285,264.47499999999997,256.344,256.64666666666665,265.5316666666667,270.125,265.97499999999997,265.8883333333333,267.78000000000003,266.66166666666663,228.98666666666668,221.01,209.71666666666667,220.32600000000002,213.715,213.79142857142855,216.23333333333335,229.295,244.28875,238.65285714285713,231.57500000000002,232.86857142857144,237.4557142857143,240.35375,223.30666666666664,217.93499999999997,227.1,223.08,230.17333333333332,231.698,217.3675,203.65333333333334,239.62666666666667,214.72,258.425,256.57,262.8733333333333,265.232,266.2,264.12,268.6775,264.6625,261.17600000000004,267.575,269.05,267.43,264.08,264.482,268.494,268.354,274.37199999999996,274.63800000000003,270.65000000000003,263.0175,270.2699999999999,269.742,264.15,270.616,249.83499999999998,222.79000000000002,228.535,239.83499999999998,203.125,308.96,303.64,287.84,190.36666666666667,188.28833333333333,177.142,275.02,278.46,L9
2022-01-28 22:20:07.765,235.0614285714286,218.07714285714286,201.62857142857143,179.3183333333333,173.656,163.14,239.47500000000002,234.31,235.7,207.5725,257.7875,191.28,197.965,200.09,194.8525,200.9425,197.846,201.35399999999998,204.93400000000003,214.83166666666668,208.39249999999998,218.165,227.21,249.5,238.97857142857143,244.49571428571429,240.87600000000003,221.638,230.5625,235.07857142857142,234.2242857142857,227.01,227.6442857142857,204.93800000000002,224.76,236.598,220.72333333333333,234.63000000000002,220.25,237.11333333333334,238.29166666666666,250.7,250.48833333333334,262.3325,269.06571428571425,266.555,260.89125,254.36285714285714,254.005,247.9475,274.662,257.7242857142857,269.56857142857143,260.66555555555556,264.4422222222222,267.26625,266.7011111111111,263.5811111111111,267.9625,273.56714285714287,265.45375,264.57125,251.1325,247.96499999999997,226.0533333333333,261.3775,279.932,292.4916666666667,284.3433333333333,274.5757142857143,266.84000000000003,259.5783333333333,258.3071428571428,267.7628571428571,271.90000000000003,268.34285714285716,269.3757142857143,270.8857142857143,269.62571428571425,243.1875,237.9025,226.6325,220.32600000000002,213.715,213.79142857142855,216.23333333333335,229.295,244.28875,238.65285714285713,231.57500000000002,232.86857142857144,237.4557142857143,240.35375,223.30666666666664,217.93499999999997,227.1,223.08,230.17333333333332,231.698,217.3675,203.65333333333334,239.62666666666667,214.72,258.425,256.57,262.8733333333333,265.232,266.2,264.12,268.6775,264.6625,261.17600000000004,267.575,269.05,267.43,264.08,264.482,268.494,268.354,274.37199999999996,274.63800000000003,270.65000000000003,263.0175,270.2699999999999,269.742,264.15,270.616,249.83499999999998,222.79000000000002,228.535,239.83499999999998,203.125,311.95,308.46500000000003,295.07,193.69285714285712,192.70000000000002,177.142,287.265,295.71,L8
2022-02-20 22:26:12.023,234.155,217.62625,201.40875,178.78142857142856,173.96666666666667,176.575,239.47500000000002,234.31,235.7,202.68599999999998,257.7875,189.9,196.98333333333335,201.1075,194.496,200.548,197.55499999999998,199.615,203.395,213.78428571428572,208.65,216.4757142857143,226.57142857142858,249.5,237.38625,243.06125,239.40833333333333,222.59,230.17799999999997,234.66375,233.66625,227.5442857142857,227.86749999999998,205.73166666666668,224.76,238.86833333333334,221.58571428571426,235.60666666666665,223.47600000000003,236.3925,239.65857142857143,249.254,250.48833333333334,262.3325,269.06571428571425,270.81111111111113,263.7722222222222,261.11,253.27799999999996,248.632,271.67333333333335,256.85749999999996,268.58125,260.56600000000003,263.359,265.46000000000004,265.626,265.081,269.2277777777778,274.09375,267.68555555555554,267.7955555555556,258.554,257.30199999999996,245.98,272.674,284.62833333333333,291.9714285714286,281.8728571428572,274.5875,266.76375,261.13428571428574,259.96,269.43125,273.02125,270.5475,273.68,273.34875,268.8925,251.138,248.064,238.654,219.37,214.33555555555554,213.44375,216.74142857142857,229.24666666666664,243.83444444444442,238.36875,233.23142857142855,233.80625,238.42,240.84,224.50857142857143,219.33285714285714,228.52714285714288,224.65142857142857,231.43571428571428,233.30333333333337,220.478,209.01,243.10750000000002,217.13333333333333,258.73333333333335,259.4075,264.65,266.0233333333333,266.0333333333333,264.685,269.13,265.254,262.1616666666667,266.976,269.2316666666666,267.83666666666664,265.545,265.43833333333333,268.785,268.88166666666666,274.44,274.44666666666666,271.435,264.936,270.5275,270.18666666666667,264.15,270.925,249.35,218.09,228.49666666666667,245.40666666666667,200.52666666666667,311.95,308.46500000000003,295.07,192.56,191.98250000000002,177.72666666666666,287.265,295.71,L8
2022-03-01 22:20:00.590,236.2877777777778,219.37,202.70777777777778,178.78142857142856,173.96666666666667,176.575,240.0566666666667,238.41,237.09,202.68599999999998,255.958,189.9,196.98333333333335,201.1075,194.496,200.548,197.55499999999998,199.615,203.395,216.98624999999998,215.42999999999998,216.4757142857143,230.26125000000002,252.505,237.38625,243.06125,239.40833333333333,222.59,230.17799999999997,238.38555555555553,237.2877777777778,227.5442857142857,227.86749999999998,205.73166666666668,224.76,244.2671428571429,221.58571428571426,235.60666666666665,223.47600000000003,236.3925,239.65857142857143,249.254,250.48833333333334,262.3325,269.06571428571425,274.058,267.191,265.1511111111111,253.27799999999996,248.632,274.66142857142853,260.38,270.16333333333336,262.3481818181818,264.96090909090907,266.58900000000006,266.9145454545455,265.63000000000005,268.709,273.4411111111111,267.957,268.78100000000006,261.73499999999996,261.44166666666666,254.474,275.16333333333336,285.5757142857143,291.06375,281.64375,274.1122222222223,266.8588888888889,261.5,260.68111111111114,269.91555555555556,273.62,271.51666666666665,274.2311111111111,274.3611111111111,270.4377777777778,255.405,251.79,243.40333333333334,219.37,214.33555555555554,213.44375,216.74142857142857,232.565,246.302,238.36875,233.23142857142855,233.80625,243.0711111111111,240.84,224.50857142857143,219.33285714285714,228.52714285714288,224.65142857142857,231.43571428571428,233.30333333333337,220.478,209.01,243.10750000000002,217.13333333333333,258.73333333333335,259.4075,272.316,272.20428571428573,271.43571428571425,270.56142857142856,274.665,270.4733333333333,267.9242857142857,272.9433333333333,274.0357142857143,272.4485714285714,271.24285714285713,270.4342857142857,268.785,274.45142857142855,279.69571428571425,279.9757142857143,271.435,264.936,270.5275,270.18666666666667,264.15,270.925,249.35,218.09,228.49666666666667,245.40666666666667,200.52666666666667,308.1066666666666,302.53333333333336,293.71666666666664,194.0188888888889,193.61222222222221,182.1457142857143,285.6666666666667,298.46,L8
2022-03-08 22:26:09.497,236.2877777777778,219.37,202.70777777777778,178.78142857142856,173.96666666666667,176.575,240.0566666666667,238.41,237.09,202.68599999999998,255.958,189.9,196.98333333333335,201.1075,194.496,200.548,197.55499999999998,199.615,203.395,216.98624999999998,215.42999999999998,216.4757142857143,230.26125000000002,252.505,237.38625,243.06125,239.40833333333333,222.59,230.17799999999997,238.38555555555553,237.2877777777778,227.5442857142857,227.86749999999998,205.73166666666668,224.76,244.2671428571429,221.58571428571426,235.60666666666665,223.47600000000003,236.3925,235.69125,249.254,245.6242857142857,257.0011111111111,262.21125,274.058,267.191,265.1511111111111,253.27799999999996,248.632,274.66142857142853,260.38,270.16333333333336,262.3481818181818,264.96090909090907,266.58900000000006,266.9145454545455,265.63000000000005,268.709,273.4411111111111,267.957,268.78100000000006,261.73499999999996,261.44166666666666,254.474,275.16333333333336,285.5757142857143,291.06375,281.64375,274.1122222222223,266.8588888888889,261.5,260.68111111111114,269.91555555555556,273.62,271.51666666666665,274.2311111111111,274.3611111111111,270.4377777777778,255.405,251.79,243.40333333333334,219.37,210.98499999999999,208.96333333333334,216.74142857142857,229.65545454545455,242.61636363636362,233.79444444444445,229.56625,230.98666666666668,239.98599999999996,237.95299999999997,221.74,215.9925,225.065,220.97125,228.005,230.06428571428572,216.75,204.56,243.10750000000002,217.13333333333333,258.73333333333335,259.4075,266.7083333333333,267.6275,267.5375,266.0225,274.665,270.4733333333333,267.9242857142857,272.9433333333333,270.07625,268.1725,266.75875,265.69125,264.5242857142857,269.96125,275.02375,275.925,266.668,260.8933333333333,270.5275,270.18666666666667,264.15,270.925,249.35,218.09,228.49666666666667,245.40666666666667,200.52666666666667,308.1066666666666,302.53333333333336,293.71666666666664,194.0188888888889,193.61222222222221,182.1457142857143,285.6666666666667,298.46,L8
2022-03-09 22:20:01.331,235.56199999999998,218.99699999999999,201.887,178.51875,174.3414285714286,172.89333333333332,240.0566666666667,238.41,237.09,196.95666666666668,255.958,189.4425,196.585,199.346,194.62166666666667,200.48833333333334,197.48714285714286,198.68571428571428,202.3942857142857,216.0522222222222,214.69714285714286,215.40625,229.6311111111111,248.1757142857143,236.34111111111113,242.07666666666668,238.18857142857146,223.43,229.77499999999998,237.75499999999997,236.551,227.945,228.11111111111111,206.29714285714286,225.29571428571427,241.78375,222.365,236.39857142857142,225.51166666666666,236.238,237.18555555555557,249.02333333333334,247.4675,256.608,260.65777777777777,271.98545454545456,265.7581818181818,263.489,253.00333333333333,249.02833333333334,272.35875,259.099,269.38800000000003,262.15083333333337,264.28,265.54818181818183,265.93083333333334,264.8858333333333,267.31545454545454,272.053,266.0781818181818,267.6118181818182,262.36857142857144,258.8185714285714,254.40666666666667,269.5785714285714,282.6575,288.71444444444444,280.4777777777778,275.318,265.883,258.90444444444444,259.16999999999996,268.947,272.579,270.119,272.37600000000003,272.975,268.63399999999996,253.77,248.47857142857143,239.2242857142857,218.95714285714286,211.85727272727274,209.38899999999998,217.33625,229.67,242.0775,234.20700000000002,231.18666666666664,232.137,240.59545454545452,238.6,223.23333333333332,217.46555555555557,226.59111111111113,222.61,229.29888888888888,231.5975,219.15,208.01,245.01800000000003,217.8475,258.4375,260.744,267.0514285714286,267.5466666666667,267.6244444444444,266.4311111111111,273.73857142857145,269.6014285714286,268.02875,272.12571428571425,270.53333333333336,268.49888888888887,267.3755555555556,266.34888888888895,265.49375,270.34666666666664,275.25333333333333,276.1677777777778,268.3433333333333,263.25,271.616,271.0357142857143,266.21666666666664,271.6771428571429,249.5325,215.27,227.8625,247.41,198.56,308.1066666666666,302.53333333333336,293.71666666666664,193.079,192.473,181.94875,285.6666666666667,298.46,L9
2022-03-16 22:26:11.067,236.1011111111111,219.2011111111111,202.76999999999998,179.45142857142858,174.665,177.76999999999998,240.0566666666667,238.41,237.09,186.63600000000002,250.515,189.4425,196.585,199.346,194.62166666666667,200.48833333333334,197.65,198.94500000000002,203.35666666666665,217.34875,215.74,216.50428571428571,230.73624999999998,252.97333333333333,225.92333333333332,231.63777777777776,238.18857142857146,223.43,229.77499999999998,234.19700000000003,232.92999999999998,223.21375,223.39,201.99,220.2942857142857,237.60875,220.01,236.39857142857142,221.54857142857142,236.238,235.40900000000002,242.33285714285714,245.73999999999998,247.39900000000003,250.0633333333333,264.63181818181823,260.17545454545456,260.08181818181816,248.9085714285714,245.9114285714286,266.7877777777778,256.71099999999996,267.11600000000004,259.8241666666667,258.5975,259.9590909090909,262.23333333333335,260.4016666666667,264.938,270.0688888888889,263.40299999999996,269.06,262.36857142857144,258.8185714285714,254.40666666666667,269.5785714285714,282.6575,285.3025,280.4777777777778,276.9344444444444,265.63666666666666,257.11499999999995,257.7433333333333,267.45777777777784,270.0444444444445,269.1411111111111,270.9388888888889,272.28666666666663,267.49555555555554,253.77,248.47857142857143,239.2242857142857,219.66333333333333,211.18900000000002,209.03555555555556,216.74142857142857,229.63727272727274,240.45454545454547,234.15222222222226,227.6522222222222,230.89555555555555,238.37363636363636,235.9527272727273,220.13,216.07125000000002,224.94250000000002,220.87,227.5725,229.89714285714285,216.76333333333332,208.01,245.01800000000003,217.8475,258.4375,260.744,267.0514285714286,267.5466666666667,267.6244444444444,266.4311111111111,273.73857142857145,269.6014285714286,268.02875,272.12571428571425,270.53333333333336,268.49888888888887,267.3755555555556,266.34888888888895,265.49375,270.34666666666664,275.25333333333333,276.1677777777778,268.3433333333333,263.25,271.616,271.0357142857143,266.21666666666664,271.6771428571429,249.5325,215.27,227.8625,247.41,198.56,308.1066666666666,302.53333333333336,293.71666666666664,191.60555555555553,193.6888888888889,182.8142857142857,285.6666666666667,298.46,L9
2022-03-17 22:19:53.789,234.87800000000001,217.846,200.868,178.29375,174.665,177.76999999999998,240.0566666666667,238.41,237.09,186.63600000000002,250.515,188.52,195.976,198.65166666666667,194.05857142857144,199.97571428571428,196.95857142857145,197.66857142857143,201.85714285714286,215.51777777777775,214.27285714285713,215.0175,229.31666666666666,247.99142857142854,225.763,231.49099999999999,236.73375000000001,223.755,229.16,233.66636363636363,232.4390909090909,223.74555555555557,223.74699999999999,202.58666666666667,220.73,235.66222222222223,220.52399999999997,236.6075,222.725,235.53,236.46454545454546,242.26125,246.901,247.53272727272727,249.698,263.2708333333333,259.2708333333333,258.8966666666667,248.90875,246.06125,265.437,255.57181818181817,266.1536363636364,259.37076923076927,257.88307692307694,259.00166666666667,261.1476923076923,259.5646153846154,263.32272727272726,267.79900000000004,261.67454545454547,267.1881818181818,261.2125,256.27625,254.40666666666667,265.185,280.03555555555556,282.64222222222224,278.213,274.552,264.071,254.44999999999996,256.17299999999994,266.076,268.735,268.129,269.54900000000004,270.30499999999995,265.73100000000005,251.9275,245.285,235.1925,218.71857142857144,211.5909090909091,209.135,216.92,229.2975,239.96666666666667,234.29500000000002,228.92600000000002,231.92800000000003,238.86083333333332,236.54333333333332,221.173,216.95333333333335,226.16222222222223,221.93333333333334,228.38333333333333,230.89000000000001,218.71428571428572,210.16285714285715,245.01800000000003,217.1,257.506,261.4783333333333,267.1475,267.48,267.327,266.258,272.44624999999996,268.385,267.4222222222222,270.8875,270.06100000000004,268.326,266.96999999999997,266.194,265.71333333333337,270.044,274.916,275.741,269.00428571428574,264.31374999999997,271.8583333333333,271.2075,267.1928571428571,271.385,247.28400000000002,214.18200000000002,224.25799999999998,247.41,196.156,308.1066666666666,302.53333333333336,293.71666666666664,189.959,190.98000000000002,181.18499999999997,285.6666666666667,298.46,L8
2022-03-24 22:25:59.048,234.746,218.60700000000003,201.653,174.55124999999998,175.10285714285712,176.42999999999998,247.07500000000005,247.93,245.20999999999998,175.484,250.515,188.795,195.845,197.94285714285712,194.165,200.01625,196.97875,197.18,201.15375,211.63,213.70125,209.735,227.62111111111113,242.51142857142858,222.093,227.641,231.25625,224.33666666666667,229.19625,229.8509090909091,228.63545454545454,224.48899999999998,222.99099999999999,203.335,221.27111111111108,236.66799999999998,221.26727272727274,237.18111111111114,224.19333333333333,235.82999999999998,237.76083333333335,242.8722222222222,248.0909090909091,244.07090909090905,245.69199999999995,260.0541666666667,258.435,258.3416666666667,248.05125,245.0325,264.36199999999997,252.202,263.63300000000004,256.4483333333333,255.55083333333334,257.33636363636367,259.4,257.9853846153846,261.09,267.944,262.14,267.15909090909093,264.06666666666666,256.27625,259.10571428571427,261.59,281.26,284.9244444444445,279.256,273.696,264.631,253.2525,258.20799999999997,267.788,270.869,270.35299999999995,270.3355555555556,269.532,264.152,251.10444444444445,243.35444444444445,232.9077777777778,215.3742857142857,209.48000000000002,206.55900000000003,217.38444444444445,226.29166666666666,236.8275,230.47600000000003,230.50818181818184,232.92545454545458,239.43692307692305,234.71833333333333,222.3590909090909,218.04000000000002,227.315,223.12400000000002,229.522,232.1688888888889,220.61,212.085,252.406,217.63666666666666,257.38166666666666,262.15714285714284,267.3944444444444,263.84000000000003,263.738,263.191,269.44999999999993,263.8428571428571,263.70000000000005,266.71,266.6088888888889,264.55555555555554,263.0466666666667,261.92,261.5233333333333,265.979,271.145,271.54200000000003,269.8775,265.3566666666667,272.3428571428571,268.4325,262.2,266.29625,247.57000000000002,214.64166666666665,223.66666666666666,247.41,195.15666666666667,307.67999999999995,301.98,296.655,189.16666666666666,188.315,181.15666666666664,290.99,308.4599999999999,L8
2022-03-25 22:19:56.534,234.746,218.60700000000003,201.653,174.55124999999998,175.10285714285712,176.42999999999998,247.07500000000005,247.93,245.20999999999998,175.484,250.515,188.795,195.845,197.94285714285712,194.165,200.01625,196.97875,197.18,201.15375,211.63,208.97222222222223,209.735,223.20999999999998,242.51142857142858,220.24818181818182,225.4681818181818,226.01333333333335,220.49,224.18666666666664,227.12833333333333,225.88166666666666,221.7890909090909,220.19454545454545,200.28636363636363,218.46999999999997,232.7972727272727,219.31916666666666,233.471,221.34099999999998,228.92125000000001,235.8553846153846,238.102,246.30499999999998,241.97,242.68363636363637,256.7407692307692,255.17923076923077,254.99307692307696,243.6933333333333,241.80333333333334,260.20000000000005,249.1981818181818,263.63300000000004,256.4483333333333,255.55083333333334,257.33636363636367,254.02923076923074,255.28285714285715,258.3475,267.944,262.14,267.15909090909093,264.06666666666666,251.49666666666664,259.10571428571427,261.59,281.26,284.9244444444445,279.256,273.696,264.631,253.2525,258.20799999999997,267.788,270.869,270.35299999999995,270.3355555555556,269.532,264.152,251.10444444444445,243.35444444444445,232.9077777777778,215.3742857142857,207.7966666666667,204.6,214.56599999999997,224.72153846153847,234.9676923076923,228.51454545454547,229.23000000000002,231.40833333333333,238.1657142857143,233.58615384615385,221.1825,216.57181818181817,225.6527272727273,221.5290909090909,227.75363636363636,230.462,218.77222222222224,210.45444444444445,241.26666666666665,211.41857142857143,257.38166666666666,258.68375000000003,264.74899999999997,261.6518181818182,261.7418181818182,260.5881818181818,263.16499999999996,263.8428571428571,263.70000000000005,266.71,266.6088888888889,261.621,260.254,261.92,261.5233333333333,265.979,271.145,271.54200000000003,269.8775,265.3566666666667,272.3428571428571,268.4325,262.2,266.29625,247.57000000000002,214.64166666666665,223.66666666666666,247.41,195.15666666666667,307.67999999999995,301.98,296.655,189.16666666666666,188.315,181.15666666666664,290.99,308.4599999999999,L9
