dates,nzd0431-0000,nzd0431-0001,nzd0431-0002,nzd0431-0006,nzd0431-0007,nzd0431-0008,nzd0431-0009,nzd0431-0010,nzd0431-0011,nzd0431-0012,nzd0431-0013,nzd0431-0014,nzd0431-0015,nzd0431-0016,nzd0431-0017,nzd0431-0018,nzd0431-0019,nzd0431-0020,nzd0431-0021,nzd0431-0022,nzd0431-0023,nzd0431-0024,nzd0431-0025,nzd0431-0026,nzd0431-0027,nzd0431-0028,nzd0431-0029,nzd0431-0030,nzd0431-0031,nzd0431-0032,nzd0431-0033,nzd0431-0034,nzd0431-0035,nzd0431-0036,nzd0431-0037,nzd0431-0038,nzd0431-0039,nzd0431-0040,nzd0431-0041,nzd0431-0042,nzd0431-0043,nzd0431-0044,nzd0431-0045,nzd0431-0046,nzd0431-0047,nzd0431-0048,nzd0431-0049,nzd0431-0050,nzd0431-0051,nzd0431-0052,nzd0431-0053,nzd0431-0054,nzd0431-0055,nzd0431-0056,nzd0431-0057,nzd0431-0058,nzd0431-0059,nzd0431-0060,nzd0431-0061,nzd0431-0062,nzd0431-0063,nzd0431-0064,nzd0431-0065,nzd0431-0066,nzd0431-0067,nzd0431-0068,nzd0431-0069,nzd0431-0070,nzd0431-0071,nzd0431-0072,nzd0431-0073,nzd0431-0074,nzd0431-0075,nzd0431-0076,nzd0431-0077,nzd0431-0078,nzd0431-0079,nzd0431-0080,nzd0431-0081,nzd0431-0082,nzd0431-0083,nzd0431-0084,nzd0431-0085,nzd0431-0086,nzd0431-0087,nzd0431-0088,nzd0431-0089,nzd0431-0090,nzd0431-0091,nzd0431-0092,nzd0431-0093,nzd0431-0094,nzd0431-0095,nzd0431-0096,nzd0431-0097,nzd0431-0098,nzd0431-0099,nzd0431-0100,nzd0431-0101,nzd0431-0102,nzd0431-0103,nzd0431-0104,nzd0431-0105,nzd0431-0106,nzd0431-0107,nzd0431-0108,nzd0431-0109,nzd0431-0110,nzd0431-0111,nzd0431-0112,nzd0431-0113,nzd0431-0114,nzd0431-0115,nzd0431-0116,nzd0431-0117,nzd0431-0118,nzd0431-0119,nzd0431-0120,nzd0431-0121,nzd0431-0122,nzd0431-0123,nzd0431-0124,nzd0431-0125,nzd0431-0126,nzd0431-0127,nzd0431-0128,nzd0431-0129,nzd0431-0130,nzd0431-0131,nzd0431-0132,nzd0431-0133,nzd0431-0134,nzd0431-0135,nzd0431-0136,nzd0431-0137,nzd0431-0003,nzd0431-0004,nzd0431-0005,nzd0431-0138,nzd0431-0139,satname
2015-10-08 22:20:00.596,212.8,205.06,186.87,,,,,,,,,168.14499999999998,180.32999999999998,189.55,182.005,181.83499999999998,179.39499999999998,171.01,,174.47500000000002,188.38,184.23,187.73666666666668,186.60666666666665,206.24,207.8642857142857,186.1357142857143,189.85714285714286,191.6942857142857,198.55285714285714,189.76166666666666,197.125,189.49,173.05,194.125,203.37333333333333,206.12666666666667,203.58166666666668,204.24833333333333,190.54999999999998,222.29999999999998,197.495,233.94333333333336,224.89666666666668,222.45000000000002,225.8525,226.63,227.08749999999998,218.48250000000002,224.4625,228.31000000000003,227.29333333333332,238.92199999999997,234.1866666666667,227.37833333333333,229.33,232.762,239.725,236.84,236.59,230.55,235.1,242.32,226.86,180.53,,,,,,232.17000000000002,226.855,232.095,237.425,246.45,,241.57,231.945,233.495,223.39499999999998,209.13500000000002,199.04000000000002,181.45499999999998,191.91750000000002,200.09749999999997,196.17249999999999,206.2475,212.06,217.9766666666667,223.50666666666666,226.76,229.40666666666667,222.76166666666666,207.77166666666665,206.164,206.55,203.90666666666667,212.47999999999993,218.94666666666663,210.56666666666663,197.33666666666667,193.79999999999998,191.1833333333333,,232.5,246.46833333333328,245.11166666666668,245.99,242.39,230.52799999999996,236.57799999999997,228.98399999999998,222.37000000000003,237.675,242.3375,234.2275,231.8333333333333,239.01,247.57999999999996,238.28666666666672,243.0275,245.94,245.33666666666667,237.09,247.1933333333333,232.43666666666664,243.06333333333328,193.93999999999997,,,,,,,,178.54,163.49,,,,L8
2015-12-27 22:20:07.153,212.8,205.06,186.87,,,,,,,,,168.14499999999998,180.32999999999998,189.55,182.005,181.83499999999998,179.39499999999998,171.01,,174.47500000000002,188.38,184.23,192.06500000000003,189.15999999999997,206.08,207.52399999999997,184.57000000000002,187.602,191.998,197.304,190.39,196.8825,189.6025,173.70000000000002,192.56,200.068,203.136,200.078,201.776,186.35999999999999,220.442,192.79000000000002,230.35666666666668,219.70000000000002,226.35500000000002,232.10000000000002,232.125,230.88999999999996,228.15000000000003,233.55,232.72500000000002,232.05499999999998,239.71666666666667,233.34500000000003,229.16500000000002,230.2025,234.4466666666667,239.725,236.84,236.59,230.55,235.1,242.32,226.86,180.53,,,,,,232.17000000000002,226.855,232.095,237.425,246.45,,241.57,230.84500000000003,235.19000000000003,223.91999999999996,208.875,197.25,184.43,190.69500000000002,198.47499999999997,198.685,204.83500000000004,213.76000000000002,219.79,222.94250000000002,224.87,225.64,223.06999999999996,206.0125,205.98666666666665,205.32666666666668,213.98,219.44,222.95,215.29,203.52,199.28,195.73,,223.84,241.01,241.644,240.75799999999998,238.458,222.875,231.8425,222.25,220.42000000000002,233.18666666666664,239.79333333333332,229.84333333333333,228.3,237.115,245.05,238.665,241.56000000000003,246.27666666666667,246.2,239.16000000000003,248.545,241.38499999999993,240.37,187.475,,,,,,,,178.54,163.49,,,,L8
2016-01-03 22:26:15.584,212.8,205.06,186.87,,,,,,,,,168.14499999999998,180.32999999999998,189.55,182.005,181.83499999999998,179.39499999999998,171.01,,174.47500000000002,188.38,184.23,192.06500000000003,189.15999999999997,206.08,207.52399999999997,184.57000000000002,187.602,191.998,197.304,190.39,196.8825,189.6025,173.70000000000002,192.56,200.068,203.136,200.078,201.776,186.35999999999999,220.442,192.79000000000002,230.35666666666668,219.70000000000002,226.35500000000002,232.10000000000002,232.125,230.88999999999996,228.15000000000003,233.55,232.72500000000002,232.05499999999998,239.71666666666667,233.34500000000003,229.16500000000002,230.2025,234.4466666666667,239.725,236.84,236.59,230.55,235.1,242.32,226.86,180.53,,,,,,232.17000000000002,226.855,232.095,237.425,246.45,,241.57,230.84500000000003,235.19000000000003,223.91999999999996,208.875,197.25,184.43,190.69500000000002,198.47499999999997,198.685,204.83500000000004,213.76000000000002,219.79,222.94250000000002,224.87,225.64,223.06999999999996,206.0125,205.98666666666665,205.32666666666668,213.98,219.44,222.95,215.29,203.52,199.28,195.73,,221.1925,239.77666666666664,240.9433333333333,240.27,237.63833333333332,223.78000000000003,231.06799999999998,223.584,221.73000000000002,235.4075,240.755,232.05,229.27666666666664,237.87,244.5666666666667,238.89,243.0475,246.6775,246.09666666666666,238.45333333333335,247.98333333333335,241.48999999999992,240.94666666666663,186.17666666666665,,,,,,,,178.54,163.49,,,,L8
2016-02-13 22:19:56.477,232.56,221.33,198.41,,,,,,,,,181.415,190.72,198.185,195.53,192.03,190.57,183.275,198.14,189.95499999999998,197.94,195.015,204.99,205.945,209.11399999999998,211.138,179.94750000000002,184.70000000000002,188.1625,194.1325,198.5075,202.125,197.26749999999998,181.87,189.89749999999998,198.0525,200.6675,196.0175,199.415,182.96749999999997,218.075,189.595,226.35000000000002,216.01999999999998,237.11,241.755,241.365,240.42,241.17000000000002,241.805,246.71,240.245,245.63,236.40500000000003,232.7025,233.73000000000002,237.70000000000002,244.53,243.19,251.05,248.84,255.72,258.62,240.11,246.4,235.56,262.09,262.91,267.82,260.59,236.26999999999998,239.095,238.235,245.3,251.44,257.28,258.85,237.39,241.475,230.745,217.975,203.83499999999998,221.69,203.745,208.185,187.55,216.49,222.565,245.45,227.145,228.04250000000002,229.65,227.11749999999998,201.69666666666663,213.35666666666665,197.73000000000002,237.72,235.47,239.44,232.02,221.86,,229.06,272.73,210.16666666666666,243.35999999999999,244.47500000000002,243.48000000000002,240.73833333333334,218.8625,234.02399999999997,219.03500000000003,218.6425,241.9925,246.625,239.525,243.33,249.59333333333333,253.13,250.41,251.0275,254.1275,256.82,237.875,257.6333333333333,253.41666666666663,253.02666666666667,182.33999999999997,226.91,220.44,,,,,,187.53,183.29,177.87,,,L8
2016-02-20 22:26:03.799,252.18,235.45,214.64499999999998,234.26,241.2,230.1,236.81,238.92,251.49,259.2,268.07,181.415,190.72,198.185,195.53,192.03,190.57,183.275,198.14,189.95499999999998,197.94,195.015,204.99,205.945,211.30999999999997,214.01000000000002,181.84000000000003,186.5566666666667,189.88333333333333,195.07666666666663,203.75333333333333,207.54,202.2433333333333,181.87,189.89749999999998,198.0525,200.6675,196.0175,199.415,182.96749999999997,218.075,189.595,226.35000000000002,216.01999999999998,237.11,241.755,241.365,240.42,241.17000000000002,241.805,246.71,240.245,245.63,253.15250000000003,250.3775,249.2125,249.2475,257.07666666666665,255.20000000000002,268.28499999999997,265.855,265.695,270.945,265.64,269.835,235.56,279.65999999999997,278.46500000000003,274.635,269.385,249.26333333333332,256.8433333333333,248.12333333333333,257.06666666666666,261.99666666666667,268.05499999999995,270.48,250.43666666666664,252.79999999999998,246.54,236.77999999999997,203.83499999999998,221.69,203.745,208.185,187.55,216.49,222.565,245.45,229.6866666666667,232.01666666666665,232.69000000000003,228.99666666666667,201.08499999999998,218.60999999999996,197.03,237.72,235.47,239.44,232.02,221.86,,229.06,272.73,202.82999999999998,256.3383333333333,246.462,245.08,242.13400000000001,218.58333333333337,235.00749999999996,221.1266666666667,220.41333333333333,247.28,252.77,248.50333333333333,243.33,249.59333333333333,253.13,266.16499999999996,264.254,254.1275,256.82,237.875,257.6333333333333,253.41666666666663,253.02666666666667,182.33999999999997,226.91,220.44,321.08,308.39,,,,187.53,183.29,211.42000000000002,,,L8
2016-02-29 22:19:53.146,246.66666666666666,231.60333333333332,217.38666666666666,221.095,224.435,230.1,233.195,238.92,251.49,259.2,268.07,190.43666666666664,198.20000000000002,205.6,203.20333333333335,199.17,196.01666666666665,188.71666666666667,200.21499999999997,195.39333333333335,202.31000000000003,201.63666666666666,210.6933333333333,213.54666666666665,215.13400000000001,218.632,181.84000000000003,186.5566666666667,200.43,205.5375,211.8675,215.08499999999998,210.0375,190.4125,198.698,205.442,207.036,196.0175,199.415,182.96749999999997,218.075,189.595,226.35000000000002,216.01999999999998,247.61,245.93666666666664,246.7966666666667,245.17,245.94333333333336,246.85,250.26333333333332,244.58,249.2975,254.054,251.058,249.81,257.358,266.5625,264.7625,277.3666666666666,275.85333333333335,272.7366666666667,280.0233333333333,277.81333333333333,285.81,235.56,287.84,274.6166666666667,278.9566666666667,271.21,255.90749999999997,258.345,252.9675,261.505,267.4125,272.2733333333333,275.80333333333334,259.59749999999997,261.1225,257.1,251.15249999999997,203.83499999999998,221.69,203.745,225.53333333333333,187.55,234.37333333333333,222.565,245.45,229.6866666666667,232.01666666666665,237.155,234.355,214.32000000000002,224.88,220.86,237.45499999999998,237.29000000000002,241.14,232.93,237.55,,232.82999999999998,273.49,202.82999999999998,261.08142857142855,256.81333333333333,252.88666666666668,252.36,218.58333333333337,241.43400000000003,233.3675,220.41333333333333,263.2125,267.2275,254.14999999999998,250.28750000000002,255.5525,257.6425,268.128,264.254,259.322,262.13,251.42333333333332,262.5325,260.10249999999996,258.555,182.33999999999997,229.5,221.09,321.08,308.39,,,,187.53,183.29,210.1,,,L8
2016-03-07 22:26:02.901,246.66666666666666,231.60333333333332,217.38666666666666,221.095,224.435,230.1,233.195,238.92,251.49,259.2,268.07,190.43666666666664,198.20000000000002,205.6,203.20333333333335,199.17,196.01666666666665,188.71666666666667,200.21499999999997,195.39333333333335,202.31000000000003,201.63666666666666,210.6933333333333,213.54666666666665,214.68800000000002,219.25799999999998,187.67333333333332,190.98333333333335,204.38,206.62,221.10333333333332,224.56666666666663,220.3033333333333,200.73333333333332,201.638,206.196,207.12399999999997,198.9075,200.5725,186.79999999999998,218.85500000000002,196.38,226.67,215.79333333333332,247.61,239.32999999999998,239.6775,239.0,245.94333333333336,239.90499999999997,250.26333333333332,244.58,255.07000000000002,260.21,258.9525,256.945,266.0725,266.5625,264.7625,277.3666666666666,275.85333333333335,272.7366666666667,280.0233333333333,277.81333333333333,285.81,235.56,287.84,274.6166666666667,278.9566666666667,271.21,255.90749999999997,258.345,252.9675,261.505,267.4125,272.2733333333333,275.80333333333334,259.59749999999997,261.1225,257.1,251.15249999999997,196.92333333333332,221.69,197.97333333333336,225.53333333333333,189.83,234.37333333333333,217.58666666666667,229.56,229.58,233.88,237.125,235.215,216.63,226.09,226.51999999999998,225.61333333333334,225.72333333333336,231.10666666666665,220.81000000000003,237.55,190.21,232.82999999999998,273.49,226.23000000000002,263.5885714285714,261.238,256.048,256.224,228.69666666666663,244.77799999999996,241.4825,230.92333333333332,263.2125,267.2275,251.97199999999998,248.892,253.752,255.88400000000001,264.0566666666667,264.254,258.45,259.976,248.9625,259.72799999999995,256.54200000000003,255.86599999999999,183.92666666666665,229.5,221.09,321.08,308.39,,,,187.53,183.29,210.1,,,L8
2016-03-16 22:19:48.512,246.66666666666666,231.60333333333332,217.38666666666666,221.095,224.435,230.1,233.195,238.92,251.49,259.2,268.07,201.76,209.09000000000003,215.77499999999998,215.065,209.735,204.89499999999998,198.58999999999997,200.21499999999997,204.17000000000002,210.32000000000005,211.885,219.80499999999995,225.64,216.31750000000002,221.10749999999996,181.45,189.75,205.09333333333333,206.62333333333333,233.235,233.75499999999997,230.995,212.14999999999998,201.1175,205.77,206.64249999999998,192.34,198.04333333333332,182.76,216.22333333333336,193.83,220.59999999999997,210.01,257.90500000000003,241.84333333333333,242.34333333333333,241.53666666666666,253.51500000000001,242.4766666666666,256.53999999999996,250.65,259.49500000000006,268.31333333333333,265.75333333333333,262.0333333333333,282.91499999999996,288.7075,281.4475,283.29499999999996,281.6025,279.05,290.6425,288.11,293.49,235.56,298.6575,274.6166666666667,278.9566666666667,271.21,268.53,268.82000000000005,262.18333333333334,282.615,275.55333333333334,272.2733333333333,275.80333333333334,259.59749999999997,267.78000000000003,267.07,263.538,196.92333333333332,221.69,197.97333333333336,225.53333333333333,189.83,234.37333333333333,217.58666666666667,229.56,229.58,233.88,237.125,235.215,216.63,226.09,226.51999999999998,225.61333333333334,225.72333333333336,231.10666666666665,220.81000000000003,237.55,190.21,232.82999999999998,273.49,226.23000000000002,263.5885714285714,261.238,256.048,267.97666666666663,228.69666666666663,244.77799999999996,241.4825,230.92333333333332,263.2125,282.466,251.97199999999998,248.892,253.752,255.88400000000001,264.0566666666667,264.254,258.45,259.976,248.9625,259.72799999999995,256.54200000000003,255.86599999999999,183.92666666666665,229.5,221.09,321.08,308.39,,,,187.53,183.29,210.1,,,L8
2016-04-17 22:19:33.425,246.66666666666666,231.60333333333332,217.38666666666666,221.095,224.435,230.1,233.195,238.92,251.49,259.2,268.07,201.76,209.09000000000003,215.77499999999998,215.065,209.735,204.89499999999998,198.58999999999997,200.21499999999997,204.17000000000002,210.32000000000005,211.885,219.80499999999995,225.64,215.3325,219.5975,187.94,190.945,202.58,210.25666666666666,233.235,233.75499999999997,216.18666666666664,212.14999999999998,204.04333333333338,206.23666666666668,206.30999999999995,189.765,194.325,182.935,212.49000000000004,192.55999999999997,219.71333333333334,211.71666666666667,242.38666666666668,234.57750000000001,236.16,235.9825,237.19333333333336,237.37249999999997,256.53999999999996,250.65,259.49500000000006,268.31333333333333,265.75333333333333,262.0333333333333,282.91499999999996,288.7075,281.4475,271.51599999999996,269.098,268.38800000000003,290.6425,272.908,293.49,235.56,298.6575,274.6166666666667,278.9566666666667,271.21,268.53,268.82000000000005,262.18333333333334,282.615,275.55333333333334,272.2733333333333,275.80333333333334,274.2466666666666,277.355,266.834,265.102,198.79999999999998,221.69,204.36500000000004,242.77,192.11,252.065,222.89999999999998,229.56,227.66,228.39666666666668,236.85750000000002,233.45749999999998,218.75666666666666,219.715,208.25666666666666,225.61333333333334,225.72333333333336,231.10666666666665,220.81000000000003,237.55,190.21,232.82999999999998,273.49,231.77666666666667,262.4957142857143,259.552,257.342,267.99666666666667,231.285,240.82666666666668,240.07199999999997,231.4075,263.2125,275.62666666666667,250.18666666666664,247.52666666666667,252.29,254.20666666666668,261.19571428571425,268.328,259.81166666666667,258.565,246.57199999999997,257.4216666666667,256.54200000000003,255.86599999999999,183.92666666666665,229.5,221.09,321.08,308.39,,,,187.53,183.29,210.1,,,L8
2016-04-24 22:25:40.542,246.66666666666666,231.60333333333332,217.38666666666666,221.095,224.435,230.1,233.195,238.92,251.49,259.2,268.07,201.76,209.09000000000003,215.77499999999998,215.065,209.735,204.89499999999998,198.58999999999997,200.21499999999997,204.17000000000002,210.32000000000005,211.885,219.80499999999995,225.64,212.372,215.91799999999998,185.89333333333335,189.32333333333335,198.3,206.7125,233.235,233.75499999999997,208.91,198.53333333333333,201.46750000000003,204.57,204.565,193.79333333333332,197.22,183.73000000000002,213.57666666666668,196.00666666666666,219.64249999999998,213.6975,235.70000000000002,230.63000000000002,233.342,233.138,230.445,235.48799999999997,243.6833333333333,239.54333333333332,259.49500000000006,259.0575,255.675,252.9775,271.82599999999996,288.7075,281.4475,271.51599999999996,269.098,268.38800000000003,290.6425,272.908,293.49,235.56,298.6575,274.6166666666667,278.9566666666667,271.21,268.53,268.82000000000005,262.18333333333334,272.51599999999996,265.86,261.6425,275.80333333333334,274.2466666666666,277.355,266.834,265.102,198.79999999999998,221.69,204.36500000000004,242.77,192.11,252.065,222.89999999999998,229.56,223.73499999999999,223.85750000000002,232.25,230.218,215.3725,216.002,205.375,217.9,225.72333333333336,231.10666666666665,220.81000000000003,237.55,190.21,232.82999999999998,273.49,233.745,258.85875,256.17333333333335,254.15666666666667,263.28000000000003,230.208,240.82666666666668,240.07199999999997,231.4075,263.2125,275.62666666666667,250.18666666666664,240.87142857142857,250.18714285714285,251.79857142857142,258.115,263.45166666666665,256.9657142857143,258.565,246.57199999999997,257.4216666666667,256.54200000000003,255.86599999999999,183.92666666666665,229.5,221.09,321.08,308.39,,,,187.53,183.29,210.1,,,L8
2016-09-08 22:20:12.615,,,,,,,,,,,,,,,,,,,,,,,,,201.01500000000004,202.15499999999997,185.05,188.04000000000002,182.98000000000002,196.11,,,186.825,171.3,193.74,199.57,199.33,201.85,203.01,185.32,215.75,202.9,218.685,217.385,213.495,213.81000000000003,219.84000000000003,220.54000000000002,207.375,225.00499999999997,217.97,217.33,,227.995,221.57,225.81,266.8399999999999,324.81,301.65,262.74,258.965,261.865,322.5,265.54999999999995,316.53,,331.11,,,,,,,272.515,236.78,229.75,,,294.41,242.72,238.5666666666667,185.535,,,,,,,,207.54666666666665,208.51666666666665,216.80666666666664,214.26333333333332,202.14333333333335,198.66666666666666,186.73000000000002,191.03,192.7,200.49,,,,,,234.38,234.42666666666665,237.05333333333337,235.01666666666665,250.965,232.475,221.07,234.43,232.86,,292.42499999999995,241.26,220.81999999999994,241.27499999999998,241.58499999999998,240.29000000000002,245.51499999999996,245.48000000000002,251.51,237.01,245.89,,,,,,,,,,,,,,,,L8
2016-12-04 22:26:29.548,223.57,216.13,194.31,172.46,169.69,,,,,,,186.97,196.19,202.66,202.75,198.61,195.52,191.24,194.91,201.78,206.52,206.18,213.25,217.56,226.83,230.49,,227.63,,231.05,228.33,228.24,226.08,206.44,223.29,224.0,226.68,237.38,227.92,,247.92,,256.33,246.26,244.64,245.39,247.96,245.38,247.99,247.47,252.71,244.23,261.42,239.56,235.97,251.77,253.35,286.19,252.22,252.22,245.88,253.92,286.99,238.28,,231.96,262.78,293.73,270.46,266.82,260.7,252.85,256.11,260.11,263.71,260.48,259.43,262.11,257.17,222.19,211.77999999999997,195.095,218.65,218.52,,224.28,226.02,233.82,238.63,219.76,204.34,230.725,225.26499999999996,212.57,211.33999999999997,214.3,210.16500000000002,192.7,219.11,229.96,223.93,,,,220.62,225.46,228.11,217.66,201.33,,,,,,,,,,,,,,,,,,,,,,,,,,,186.46,179.63,171.37,,,L8
2017-01-14 22:20:09.164,223.57,216.13,194.31,172.46,169.69,,,,,,,186.97,196.19,202.66,202.75,198.61,195.52,191.24,194.91,201.78,206.52,206.18,213.25,217.56,215.03,215.845,177.11,208.51999999999998,183.74,214.05,228.33,228.24,207.7,206.44,205.70499999999998,211.725,212.43,237.38,215.195,176.39,230.82,199.54,238.26000000000002,246.26,244.64,245.39,247.96,245.38,247.99,247.47,252.71,244.23,261.42,234.37,230.15333333333334,251.77,253.35,286.19,252.22,252.22,245.88,253.92,286.99,238.28,,231.96,262.78,293.73,270.46,266.82,260.7,252.85,256.11,260.11,263.71,260.48,259.43,262.11,257.17,222.19,211.77999999999997,195.095,218.65,201.745,,204.78,211.75,218.005,238.63,215.82000000000002,204.635,226.10666666666665,221.23666666666665,209.74666666666667,208.12666666666667,208.82333333333335,205.13333333333333,192.37,213.82333333333335,211.085,205.05,177.59,,,228.815,233.755,235.07,229.015,218.505,232.08,,,,,,,,,,244.94,253.46,252.97,254.88,234.57,241.04,241.79,243.04,175.92,,,,,,,,186.46,179.63,171.37,,,L8
2017-02-15 22:19:55.596,225.62,220.43,197.51,173.52,171.495,,,,,,,185.23000000000002,197.265,204.25,202.43,198.755,195.29000000000002,191.755,197.45,201.01999999999998,207.255,207.96,214.86,216.70499999999998,218.79,221.58,177.11,213.9466666666667,183.74,218.84333333333333,226.995,228.36,213.85,206.525,211.29666666666665,215.07333333333335,217.10333333333332,237.25,219.65333333333334,176.39,236.15,223.91,244.01666666666668,246.7,244.88,245.17,247.53500000000003,244.70499999999998,248.11,249.225,253.16000000000003,245.37,261.70500000000004,239.88000000000002,236.1275,251.96,268.055,285.52,253.23000000000002,253.41500000000002,245.785,270.19500000000005,291.485,255.73000000000002,,255.995,271.345,283.89,273.87,272.54999999999995,264.90999999999997,258.135,260.1,263.725,266.895,265.655,260.505,266.615,276.39,229.21,217.73333333333332,201.46,218.66,201.745,283.84,204.78,217.79999999999998,224.5,239.09,222.8025,217.97333333333336,231.46,227.0775,215.275,213.77749999999997,216.0925,212.3,192.37,220.0675,217.42,209.58666666666667,194.37,222.83,270.93,242.7266666666667,246.1533333333333,247.81333333333336,242.82333333333335,236.10000000000002,248.78000000000003,259.54,264.5,268.26,,270.36,265.79,,276.13,271.76,244.94,264.555,267.365,254.88,234.57,260.26,261.44999999999993,260.235,175.92,221.24,216.4,,,,,,193.85000000000002,179.63,173.53,,,L8
2017-02-22 22:26:04.185,222.29,214.12333333333333,194.61666666666667,173.52,171.495,,,,,,,185.23000000000002,197.265,204.25,202.43,198.755,195.29000000000002,191.755,197.45,201.01999999999998,207.255,207.96,214.86,216.70499999999998,218.79,221.58,177.11,213.9466666666667,183.74,218.84333333333333,226.995,228.36,213.85,206.525,211.29666666666665,215.07333333333335,217.10333333333332,237.25,219.65333333333334,176.39,236.15,223.91,244.01666666666668,246.7,244.88,245.17,247.53500000000003,244.70499999999998,248.11,249.225,253.16000000000003,245.37,261.70500000000004,239.88000000000002,236.1275,251.96,268.055,285.52,253.23000000000002,253.41500000000002,245.785,270.19500000000005,291.485,255.73000000000002,,255.995,271.345,283.89,273.87,272.54999999999995,264.90999999999997,258.135,260.1,263.725,266.895,265.655,260.505,266.615,255.91333333333333,224.865,216.64249999999998,199.5075,209.96333333333334,198.84333333333333,283.84,193.02666666666667,209.41750000000002,219.325,231.8166666666667,223.004,220.7125,231.448,226.42999999999998,215.275,213.77749999999997,216.0925,212.3,192.37,220.0675,217.42,209.58666666666667,194.37,222.83,270.93,241.05,243.55999999999997,245.99,242.9875,238.45000000000002,243.27,259.54,264.5,251.725,,259.95,256.34000000000003,,266.385,261.495,251.69999999999996,260.09666666666664,264.95666666666665,253.765,242.74,254.65,261.44999999999993,260.235,184.675,221.24,216.4,,,,,,190.08,175.52499999999998,170.79,,,L8
2017-04-20 22:19:23.200,222.29,214.12333333333333,194.61666666666667,173.52,171.495,,,,,,,185.23000000000002,197.265,204.25,202.43,198.755,195.29000000000002,191.755,197.45,201.01999999999998,207.255,207.96,214.86,216.70499999999998,213.5925,215.775,177.61,206.3525,181.095,211.83,211.16,214.21,207.06,206.525,211.29666666666665,215.07333333333335,217.10333333333332,237.25,219.65333333333334,176.39,236.15,223.91,237.13,235.21666666666667,231.3166666666667,229.08666666666667,236.37,234.42,234.59666666666666,236.83333333333334,240.42333333333332,232.76333333333332,261.70500000000004,240.30000000000004,237.49,241.72000000000003,268.055,285.52,253.23000000000002,253.41500000000002,245.785,270.19500000000005,291.485,255.73000000000002,,255.995,271.345,283.89,273.87,272.54999999999995,264.90999999999997,258.135,260.1,263.725,266.895,265.655,260.505,266.615,255.91333333333333,231.61666666666667,224.30999999999997,205.99,209.96333333333334,192.9675,283.84,189.58,206.252,215.53000000000003,218.315,223.07,220.6,230.702,226.362,216.8225,214.0,217.95749999999998,213.49,192.735,221.44,217.42,202.2275,194.37,222.83,270.93,247.86,244.56749999999997,247.63750000000002,245.6225,245.32500000000002,236.935,259.54,264.5,251.725,,259.95,256.34000000000003,168.45,257.59666666666664,252.64,247.80333333333328,254.5825,259.5075,246.42333333333332,242.74,254.65,261.44999999999993,260.235,184.675,221.24,216.4,,,,,,190.08,175.52499999999998,170.79,,,L8
2017-07-09 22:19:47.659,221.65,213.12,194.77,174.58,173.3,,,,,,,183.49,198.34,205.84,202.11,198.9,195.06,192.27,199.99,200.26,207.99,209.74,200.62,195.91,209.4175,211.77,184.17333333333332,197.7175,180.65666666666667,205.37,199.01,205.47,199.6575,192.055,202.90666666666667,208.09333333333333,211.01333333333332,221.375,212.74,182.485,228.34333333333333,219.29333333333332,231.20000000000005,228.34333333333333,222.24,223.92,230.91333333333333,229.57333333333335,226.18666666666664,233.25333333333333,232.41,228.54999999999998,252.22500000000002,237.08500000000004,233.63,237.81000000000003,265.065,265.96500000000003,248.01,246.44,239.245,286.47,295.98,273.18,,280.03,279.91,274.05,277.28,278.28,269.12,263.42,264.09,252.14499999999998,263.01,260.68,252.56,262.16,252.17999999999998,229.3766666666667,220.54333333333332,203.9466666666667,205.62,184.45000000000002,283.84,178.01333333333335,201.31,210.95750000000004,211.54333333333332,218.11999999999998,217.75799999999998,225.942,223.53400000000002,212.2375,209.095,210.51749999999998,206.79,192.735,216.01,211.14999999999998,194.99333333333334,194.37,222.83,270.93,247.2775,244.97599999999997,247.952,246.06199999999998,245.74,237.07800000000003,259.54,264.5,251.725,,251.73000000000002,248.7733333333333,203.06,254.7275,251.02249999999998,245.9475,252.56,256.942,238.22,242.74,254.65,261.44999999999993,260.235,184.675,221.24,216.4,,,,,,191.89,171.42,170.5,,,L8
2017-09-02 22:26:16.853,,,,,,,,,,,,,,,,,,,,174.72,187.15,180.39,188.10500000000002,178.375,205.96666666666667,209.11666666666667,191.87333333333333,188.99,186.70333333333335,201.91333333333333,190.03666666666666,199.4433333333333,196.97333333333333,180.81,200.70499999999998,205.885,208.565,209.74,208.805,190.89,226.345,212.185,229.91000000000005,222.25666666666666,216.8033333333333,219.95666666666668,226.35,225.66666666666666,220.90666666666664,228.58666666666667,227.39333333333332,224.29,244.73000000000002,236.96000000000004,233.27666666666667,232.24666666666667,243.405,244.375,239.97,236.07999999999998,232.335,,,,,,,,,,,227.18,,238.285,249.84999999999997,242.785,237.72,248.185,241.95,229.69,217.485,201.285,194.36,184.335,,186.965,198.51999999999998,205.45999999999998,192.62,211.69000000000003,209.62666666666667,220.04666666666665,219.65666666666664,205.59333333333333,202.71333333333334,205.9466666666667,199.86333333333332,193.43,205.98,,180.15,,,,245.53,238.04999999999995,241.95499999999998,238.00999999999993,238.115,227.79000000000002,,,,,235.29,233.64,203.06,243.07,240.54999999999995,240.195,241.25499999999997,244.92000000000002,222.675,,,,,,,,,,,,,,,,,,L8
