dates,satname,nzd0158-0000,nzd0158-0001,nzd0158-0002,nzd0158-0003,nzd0158-0004,nzd0158-0005,nzd0158-0006,nzd0158-0007,nzd0158-0008,nzd0158-0009
1999-10-22 21:58:28.758000,L7,320.59,313.42,315.92,310.53,290.04,278.62,264.98,271.88,285.31,356.33
1999-12-09 21:58:33.708000,L7,,,,,239.54,,,,,
1999-12-09 21:58:57.676000,L7,,307.18,287.28,274.34,290.30,235.31,237.03,269.43,280.99,304.91
2000-02-27 21:58:16.566000,L7,,303.52,293.14,305.88,287.63,308.00,,,,
2000-02-27 21:58:40.521000,L7,,,,304.99,286.98,307.32,,,,
2000-03-14 21:58:11.336000,L7,,,,289.81,276.02,226.30,,,,
2000-03-14 21:58:35.291000,L7,,,,123.38,273.70,,,,,
2000-03-30 21:58:09.573000,L7,313.81,305.93,290.92,304.69,173.48,306.93,,,,
2000-03-30 21:58:33.541000,L7,,299.86,284.59,301.95,274.82,230.84,,,,
2000-08-05 21:56:44.750000,L7,317.63,309.71,309.99,304.43,281.33,,,,,
2000-08-05 21:57:08.715000,L7,313.49,306.03,291.93,301.44,276.41,,,,,
2000-09-06 21:56:22.949000,L7,,,,,304.18,373.62,282.30,338.33,326.65,330.63
2000-12-27 21:56:05.061000,L7,,,,,275.42,,,,,
2001-01-12 21:56:30.696000,L7,,,,159.21,234.25,,,,,
2001-06-05 21:55:16.607000,L7,,,,144.08,215.02,231.13,,,,
2001-06-05 21:55:40.577000,L7,,,,143.65,216.50,230.04,,,,
2001-06-21 21:55:05.323000,L7,314.23,305.31,305.77,306.40,283.20,,,,,
2001-06-21 21:55:29.297000,L7,314.34,304.64,305.32,306.49,283.51,,,,,
2001-09-09 21:54:12.928000,L7,,,,284.68,279.33,,,,,
2001-09-09 21:54:36.880000,L7,,302.69,286.52,302.20,279.50,,,,,
2001-09-25 21:54:04.740000,L7,,,,,282.61,,,,,
2001-09-25 21:54:28.694000,L7,321.66,312.62,312.59,312.33,297.60,300.60,267.13,283.26,289.09,306.87
