dates,nzd0158-0000,nzd0158-0001,nzd0158-0002,nzd0158-0003,nzd0158-0004,nzd0158-0005,nzd0158-0006,nzd0158-0007,nzd0158-0008,nzd0158-0009,satname
1999-12-09 21:58:57+00:00,,307.18,287.28,274.34,290.3,,237.03,269.43,280.99,304.91,L7
2000-02-27 21:58:16+00:00,,305.35,290.21,290.11,288.96500000000003,,237.03,269.43,280.99,304.91,L7
2000-03-14 21:58:11+00:00,,305.35,290.21,290.01,284.65000000000003,226.3,237.03,269.43,280.99,304.91,L7
2000-03-30 21:58:33+00:00,,303.52,288.33666666666664,292.995,282.1925,228.57,237.03,269.43,280.99,304.91,L7
2000-08-05 21:56:44+00:00,317.63,304.3633333333333,295.9066666666667,300.51750000000004,279.95,228.57,,,,,L7
2001-06-05 21:55:40+00:00,,,,,,230.04,,,,,L7
2001-06-21 21:55:29+00:00,314.34,304.64,305.32,306.49,283.51,230.04,,,,,L7
2001-09-09 21:54:12+00:00,314.34,304.64,305.32,295.58500000000004,281.41999999999996,230.04,,,,,L7
2001-09-25 21:54:28+00:00,318.0,308.63,308.955,301.1666666666667,286.81333333333333,230.04,267.13,283.26,289.09,306.87,L7
2001-10-11 21:53:46+00:00,318.08,309.45,309.5,303.39,287.9175,235.435,262.22,281.47,288.2,306.945,L7
2002-08-27 21:53:36+00:00,,306.08,289.56,303.69,282.48,232.94,239.17,,,,L7
2002-10-14 21:53:19+00:00,,306.08,289.56,303.855,286.09000000000003,234.675,239.17,,,,L7
2002-10-30 21:53:25+00:00,331.56,315.38,307.515,309.88,291.22333333333336,234.675,239.17,311.77,,311.37,L7
2003-01-18 21:54:30+00:00,322.755,309.50333333333333,300.9533333333333,305.615,290.815,234.675,239.17,294.565,277.55,307.98,L7
2003-05-10 21:54:22+00:00,313.95,301.71500000000003,288.37,298.34000000000003,285.775,235.13,,277.36,277.55,304.59,L7
2003-05-26 21:54:19+00:00,313.95,303.44,289.71,300.26666666666665,283.9066666666667,233.195,238.66,277.36,277.55,304.59,L7
2003-08-06 21:42:27+00:00,290.42,304.5466666666667,294.3833333333333,303.5166666666667,274.18,241.61666666666665,241.615,,,,L5
2004-03-01 21:44:38+00:00,,,304.76,302.89,260.24,256.65,246.07,,,,L5
2004-04-02 21:45:18+00:00,303.86,286.92,305.855,304.155,267.525,259.42999999999995,246.07,,,,L5
2004-09-25 21:49:43+00:00,292.65,290.235,302.57,301.745,272.16999999999996,258.59499999999997,244.74,,,,L5
2005-01-15 21:51:45+00:00,285.735,287.01,298.07,299.485,273.41999999999996,254.825,244.74,,,,L5
2005-04-21 21:52:46+00:00,310.51,302.33000000000004,312.565,311.565,290.03499999999997,271.365,274.48,273.66,289.84,310.68,L5
2009-11-26 21:56:28+00:00,,,299.86,298.55,279.6,250.91,234.97,,,,L5
2010-01-13 21:56:25+00:00,336.72,327.89,315.38,315.37,294.985,268.155,252.45,268.85,290.42,317.66,L5
2010-12-31 21:55:32+00:00,,,299.89,298.09,275.55,257.0,235.26,,,,L5
2013-04-11 22:07:51+00:00,,,314.15,309.58,290.15,,,,,,L8
2013-05-29 22:08:05+00:00,,310.26,314.565,309.615,290.54499999999996,,,,,,L8
2013-06-30 22:08:00+00:00,314.95,310.075,315.24666666666667,310.41,289.90000000000003,255.3,253.63,248.91,,,L8
2013-09-02 22:08:04+00:00,314.95,308.6033333333333,314.9,309.4525,289.085,255.3,253.63,248.91,,,L8
2013-11-05 22:07:46+00:00,314.95,308.6033333333333,313.83500000000004,308.4,289.6975,255.3,253.63,248.91,,,L8
2014-03-29 22:05:52+00:00,,304.02,312.41999999999996,308.005,291.36,251.74,239.59,,,,L8
2014-04-30 22:05:22+00:00,314.07,305.78499999999997,313.22666666666663,308.5,291.56666666666666,258.40999999999997,242.14499999999998,247.95,256.48,297.57,L8
2014-05-16 22:05:09+00:00,314.575,307.87666666666667,315.17,310.19666666666666,291.4666666666667,261.70666666666665,244.91,248.31,255.825,298.775,L8
2014-08-04 22:05:38+00:00,314.29333333333335,308.135,314.76,309.8875,291.4666666666667,261.70666666666665,244.91,248.31,255.825,298.775,L8
2014-11-08 22:06:16+00:00,314.405,309.68666666666667,314.8866666666667,310.53666666666663,293.57500000000005,255.78,246.91,251.93,255.17,299.98,L8
2015-02-28 22:05:48+00:00,317.42,305.615,315.94500000000005,312.2,293.81,246.595,243.38,253.725,281.31,301.8,L8
2015-04-01 22:05:01+00:00,317.78499999999997,305.84,316.0133333333333,312.0,292.82,251.35999999999999,250.06,253.725,281.31,301.8,L8
2015-05-19 22:04:40+00:00,317.16,306.6066666666667,316.17333333333335,311.93666666666667,291.59,260.19,258.875,253.74,279.255,301.8,L8
2015-07-22 22:05:37+00:00,319.3,308.615,316.53749999999997,313.385,293.325,260.3925,255.41333333333333,256.57,281.25666666666666,301.9,L8
2015-08-23 22:05:24+00:00,318.742,309.448,316.246,313.752,293.504,260.342,254.71,255.72750000000002,280.8575,302.19666666666666,L8
2016-04-19 22:05:34+00:00,314.75,307.76,316.75,311.46,290.47,268.83,257.02,,,,L8
2016-05-21 22:05:38+00:00,315.055,311.525,317.15,312.69,292.37,265.17499999999995,259.54999999999995,253.65,280.46,302.59,L8
2016-09-10 22:06:15+00:00,314.91333333333336,310.20666666666665,316.68666666666667,311.8666666666667,291.31333333333333,265.17499999999995,259.54999999999995,253.65,280.46,302.59,L8
2016-10-12 22:05:57+00:00,315.43,309.79,316.845,311.8525,291.3325,266.46,256.5933333333333,253.65,280.46,302.59,L8
2017-03-05 22:05:27+00:00,317.03333333333336,307.3,317.31666666666666,311.5833333333333,291.33666666666664,279.845,245.22,,,,L8
2017-04-06 22:05:33+00:00,316.99,306.4566666666667,317.28333333333336,311.5566666666667,291.62999999999994,279.845,245.22,,,,L8
2017-05-08 22:05:23+00:00,318.4866666666667,307.47333333333336,317.93666666666667,312.49,292.5933333333333,275.43,249.305,,,,L8
2017-05-24 22:05:10+00:00,317.535,307.69500000000005,317.135,311.8025,292.1725,267.37333333333333,247.79666666666665,,,,L8
2017-06-25 22:05:47+00:00,317.094,308.536,317.228,312.23,291.96000000000004,265.3025,247.61,,,,L8
2017-07-11 22:05:26+00:00,318.3533333333333,310.18666666666667,317.99,313.0216666666667,293.095,267.5,250.23600000000002,,,,L8
2017-08-28 22:06:08+00:00,318.7471428571429,309.8157142857143,318.42,313.0142857142858,292.64285714285717,267.5,250.23600000000002,,,,L8
