dates,satname,nzd0498-0000,nzd0498-0001,nzd0498-0002,nzd0498-0003,nzd0498-0004,nzd0498-0005,nzd0498-0006,nzd0498-0007,nzd0498-0008,nzd0498-0009,nzd0498-0010,nzd0498-0011,nzd0498-0012,nzd0498-0013,nzd0498-0014
1999-08-26 22:07:32.686000,L7,320.80,,,,,,,,,,,,,,
1999-12-07 22:13:41.663000,L7,309.03,391.17,393.86,398.28,396.68,385.91,387.26,393.55,384.61,407.04,333.16,332.16,338.74,332.14,311.24
2001-04-09 22:04:41.882000,L7,307.54,397.94,388.23,389.18,385.90,374.95,373.89,367.79,382.77,409.59,330.04,327.06,321.72,320.45,317.31
2001-04-16 22:10:54.636000,L7,309.75,363.46,365.38,352.51,348.51,351.64,353.40,365.98,360.32,354.73,350.10,344.92,346.32,337.97,348.58
2001-07-14 22:03:57.537000,L7,314.21,341.55,320.47,353.48,347.09,342.53,353.17,362.98,362.72,367.05,353.04,306.19,335.56,334.45,347.28
2001-12-12 22:09:26.650000,L7,296.13,301.56,310.55,311.63,307.40,305.82,310.06,314.94,313.55,315.54,317.39,311.71,317.00,305.53,289.74
2002-01-29 22:09:33.112000,L7,394.55,,,,,,,,,,,,,,
2002-04-12 22:03:25.302000,L7,311.78,322.49,287.56,329.82,325.26,331.63,329.23,332.69,330.71,330.13,322.41,320.69,319.34,323.10,319.08
2002-06-06 22:09:22.654000,L7,,,,,,,,,,,,363.63,366.01,334.26,568.57
2002-09-10 22:08:43.416000,L7,354.65,,,,,,,,,,,,,,
2002-12-24 22:02:57.022000,L7,331.85,,,,,,,,,,,,,,
2003-02-01 22:09:21.746000,L7,387.49,,,,,,,,,385.80,373.40,380.45,370.32,327.59,368.39
2003-10-07 21:58:35.519000,L5,281.36,,,,,,,,,,,,,,
2003-12-26 21:59:30.091000,L5,306.41,284.22,295.15,295.17,288.75,282.58,,,,,,,,,
2005-08-09 22:08:46.932000,L5,278.33,,,,,,,,,,,,,,
2005-10-05 22:02:41.026000,L5,282.43,,,,,,,,,,,,,,
2006-02-01 22:11:01.629000,L5,327.94,268.04,288.29,290.44,292.30,297.61,290.58,,,,,,,,
2006-08-21 22:08:07.440000,L5,343.31,272.26,291.44,289.20,,,,,290.97,289.74,296.90,294.27,289.38,285.09,278.08
2006-10-08 22:08:40.914000,L5,338.49,271.26,288.48,,,,,293.02,296.41,296.39,302.22,296.51,295.57,284.30,277.59
2013-05-11 22:22:42.945000,L8,278.76,298.48,308.71,310.15,304.45,309.12,310.80,313.98,314.14,318.81,316.92,313.79,309.61,305.46,298.26
2013-07-07 22:16:35.929000,L8,,,,,,,,,281.73,308.64,310.66,305.01,303.15,292.22,285.46
