dates,satname,nzd0270-0000,nzd0270-0001,nzd0270-0002,nzd0270-0003,nzd0270-0004,nzd0270-0005,nzd0270-0006,nzd0270-0007,nzd0270-0008,nzd0270-0009,nzd0270-0010,nzd0270-0011,nzd0270-0012,nzd0270-0013,nzd0270-0014,nzd0270-0015,nzd0270-0016,nzd0270-0017,nzd0270-0018,nzd0270-0019,nzd0270-0020,nzd0270-0021,nzd0270-0022,nzd0270-0023,nzd0270-0024,nzd0270-0025,nzd0270-0026,nzd0270-0027,nzd0270-0028,nzd0270-0029,nzd0270-0030,nzd0270-0031,nzd0270-0032,nzd0270-0033,nzd0270-0034,nzd0270-0035,nzd0270-0036,nzd0270-0037,nzd0270-0038,nzd0270-0039,nzd0270-0040,nzd0270-0041,nzd0270-0042,nzd0270-0043,nzd0270-0044,nzd0270-0045,nzd0270-0046,nzd0270-0047,nzd0270-0048,nzd0270-0049,nzd0270-0050,nzd0270-0051,nzd0270-0052,nzd0270-0053
2005-08-29 21:42:10.705000,L5,303.37,286.02,297.97,276.64,219.82,305.26,288.84,302.76,297.75,307.86,246.24,302.01,293.74,276.44,286.45,299.77,219.70,167.54,243.07,202.45,327.57,341.13,323.62,314.76,317.68,328.64,311.98,303.95,244.10,265.90,215.07,176.24,,238.70,266.48,270.19,251.16,218.57,184.21,194.98,209.68,189.95,261.95,261.60,208.86,226.46,,262.26,260.28,172.70,262.32,288.05,215.28,307.18
2006-01-20 21:44:01.121000,L5,333.17,326.92,341.88,351.17,344.11,345.97,345.89,345.01,346.69,340.32,334.95,328.13,326.90,321.52,326.43,339.95,362.28,377.65,374.53,381.91,378.77,379.01,378.35,376.84,373.68,372.77,353.17,349.68,328.86,331.43,348.61,358.59,377.72,382.52,373.66,380.02,387.26,382.74,386.22,374.84,381.11,378.92,368.56,368.83,359.36,362.97,368.31,406.29,426.29,385.54,366.83,404.75,384.76,389.36
2006-02-21 21:44:44.561000,L5,302.86,290.03,301.13,295.20,300.58,302.11,293.85,312.11,300.07,306.30,309.79,297.53,295.09,282.19,293.13,292.56,301.40,318.73,251.39,254.50,336.16,333.79,323.65,315.43,322.47,332.01,317.82,311.81,277.06,279.96,291.98,202.56,238.36,274.93,333.39,339.33,335.20,343.94,346.31,344.85,348.69,342.54,332.81,334.38,324.06,266.46,258.47,330.50,310.03,330.77,309.71,326.52,331.17,333.40
2006-03-09 21:45:04.554000,L5,298.14,273.99,286.75,258.57,212.06,191.98,217.03,215.53,221.07,233.94,202.13,200.33,220.54,188.21,278.89,286.25,212.10,213.96,235.33,332.53,317.37,323.33,311.53,308.16,,,,,261.28,259.53,,,,,220.33,211.02,307.76,176.59,,338.44,335.06,194.57,321.50,245.90,211.20,226.29,,278.76,255.71,293.91,302.59,160.42,234.51,315.27
2006-04-10 21:45:40.863000,L5,298.90,279.42,294.17,279.55,271.96,301.82,294.20,308.74,225.57,308.64,311.24,306.65,296.24,276.04,291.96,244.38,245.88,253.65,321.00,333.06,265.67,269.98,266.11,270.45,249.51,259.64,231.45,227.60,272.29,275.80,195.20,,,270.21,325.73,282.92,264.24,313.41,336.86,349.14,347.40,338.46,323.31,316.42,299.14,238.27,,287.40,283.07,296.75,307.91,299.37,277.40,330.26
2006-04-26 21:45:56.580000,L5,299.56,280.92,288.06,287.07,219.30,,213.54,306.82,301.41,304.18,249.37,301.48,294.94,268.19,288.75,243.88,252.01,264.45,287.04,281.00,274.42,270.44,274.86,266.96,251.81,261.35,246.20,226.09,257.66,273.97,235.48,209.40,242.14,229.49,264.89,274.58,246.85,313.64,340.12,349.51,350.69,340.09,340.93,336.62,319.65,225.68,,279.39,249.82,173.09,306.93,322.94,276.70,321.18
2006-05-12 21:46:09.770000,L5,299.08,157.57,303.65,287.81,,,,,,,,,,,,,177.62,309.19,327.88,336.60,345.40,342.79,332.68,328.26,332.07,335.98,320.52,314.75,271.07,283.03,241.35,221.34,251.94,268.89,334.00,334.94,331.95,332.63,344.94,352.28,355.53,344.56,343.31,337.39,334.90,326.91,325.36,303.55,268.45,305.97,319.99,338.19,325.76,357.89
2006-06-13 21:46:37.602000,L5,295.21,277.91,288.18,256.52,206.82,296.06,206.00,198.68,219.30,219.02,191.23,303.37,295.97,269.57,293.94,291.86,301.85,317.10,273.68,265.90,270.64,265.63,268.87,273.30,323.53,334.42,318.20,318.18,227.92,281.14,241.77,219.83,212.36,245.09,242.31,276.27,255.14,214.81,,353.84,350.61,210.01,342.32,342.03,297.32,218.95,313.16,269.57,191.02,176.47,301.38,310.68,267.67,245.94
2006-09-01 21:47:43.231000,L5,299.17,287.94,301.49,286.36,303.56,296.61,295.31,245.62,262.05,256.69,254.01,311.85,304.07,230.52,237.88,243.18,312.70,320.48,333.39,339.11,338.56,341.12,333.28,332.24,325.01,340.84,324.86,317.59,267.65,285.82,249.46,232.79,219.49,,321.38,338.70,327.36,322.87,342.48,348.26,353.10,217.31,341.36,333.42,334.88,316.55,318.11,322.94,305.58,287.45,317.80,331.36,268.00,346.26
2006-09-17 21:47:54.852000,L5,294.55,276.72,285.22,272.00,223.08,174.56,207.75,211.10,219.43,306.86,314.18,304.24,299.06,275.41,295.57,306.86,309.65,325.06,318.38,327.95,326.67,328.13,317.88,319.57,309.66,336.78,308.99,288.96,244.58,217.61,240.38,203.86,215.51,,253.39,248.07,303.07,207.72,335.07,344.42,347.27,212.08,282.15,260.98,254.32,219.21,,,,,,,250.71,320.56
2006-12-06 21:48:41.029000,L5,289.80,277.26,276.56,258.76,210.32,278.16,282.29,295.81,288.27,233.17,297.99,284.65,278.41,191.88,272.32,283.79,267.75,288.04,290.21,300.72,302.60,295.97,289.38,275.91,265.20,321.46,306.42,289.71,269.99,251.38,280.77,256.01,220.72,255.64,295.85,299.36,301.56,298.36,314.19,313.11,327.00,319.50,322.34,320.85,305.74,306.99,309.32,282.14,295.28,292.95,289.52,305.90,305.34,314.24
2007-01-07 21:48:55.368000,L5,273.38,262.44,276.04,226.52,252.15,278.32,274.27,261.52,273.99,299.65,304.90,292.29,297.12,268.82,305.62,310.39,319.10,341.97,343.29,353.81,351.52,328.24,333.32,331.28,333.88,337.41,332.85,322.84,275.87,302.33,322.08,336.16,351.70,350.89,355.07,357.04,366.10,354.75,352.64,371.57,372.21,368.51,362.80,365.68,369.93,372.82,362.64,375.32,375.65,359.58,378.33,375.04,380.50,391.25
2011-01-02 21:43:59.020000,L5,307.83,289.67,251.36,272.53,235.17,286.94,223.44,225.02,226.74,248.06,304.01,289.71,298.49,208.24,298.75,297.02,245.71,318.68,316.80,289.81,255.74,241.94,222.36,202.45,241.21,326.43,307.85,310.90,278.49,288.48,314.48,224.45,209.34,203.21,221.97,243.50,304.10,323.56,341.82,343.17,355.01,322.04,209.78,347.02,306.47,311.29,330.20,332.48,256.06,303.65,313.67,304.10,341.24,351.53
2013-04-29 21:55:51.104000,L8,296.53,283.46,221.08,236.63,209.91,197.46,195.25,186.88,200.40,211.06,176.61,289.60,,,287.60,265.13,269.31,291.87,290.88,322.60,296.47,312.15,293.69,276.21,279.78,313.07,317.11,255.90,241.35,291.93,295.39,207.87,186.28,206.83,263.74,295.95,263.74,276.58,177.29,247.14,262.48,188.84,223.74,251.45,264.91,200.91,237.04,273.54,224.95,182.63,245.31,,297.73,295.87
2013-05-31 21:56:07.688000,L8,150.26,223.00,212.78,221.64,202.07,,,,,293.34,289.45,290.11,,,,,,,,,,,,,,,,,184.06,283.84,290.24,202.17,,193.00,256.77,190.90,243.12,172.53,,207.32,226.65,186.41,218.26,240.01,227.97,174.28,,,,248.22,309.89,,211.19,293.73
2013-07-18 21:56:02.364000,L8,,222.23,205.60,237.57,198.97,,,,,,,,,,,,,,,,,,,,,317.90,311.02,251.79,232.88,260.28,283.17,283.12,,,255.90,183.31,235.28,193.64,,203.98,224.87,187.56,212.61,222.88,228.07,,,,,,,,193.45,274.77
2013-08-19 21:56:06.167000,L8,295.54,284.12,225.00,257.89,215.71,287.06,283.50,291.17,207.31,262.84,251.22,289.47,,,,,,283.12,293.60,,,,284.81,319.10,317.16,323.94,240.35,256.19,245.44,252.49,291.22,299.53,,203.45,258.31,237.91,258.26,273.10,328.65,342.08,333.88,188.15,220.05,235.41,270.36,226.45,,269.49,220.48,186.18,245.02,,288.48,291.33
2013-10-06 21:55:57.648000,L8,294.84,278.74,225.82,258.19,280.83,286.50,288.19,294.57,206.97,307.24,298.86,292.94,289.79,283.49,288.47,282.77,278.75,304.38,328.97,265.93,,294.26,291.91,320.75,313.97,324.72,317.08,277.87,244.96,255.55,263.66,299.79,187.64,210.24,241.43,245.09,248.45,278.16,329.33,336.01,334.80,328.00,309.93,224.06,198.59,193.12,,,,,,,164.06,287.87
2014-01-10 21:55:19.190000,L8,297.41,285.66,232.31,300.25,252.90,204.69,228.82,312.75,310.16,304.95,294.83,284.84,311.53,299.57,284.71,301.80,299.46,318.89,336.43,330.18,334.54,335.70,335.42,352.96,288.95,337.69,324.08,317.59,278.79,298.89,311.57,320.26,328.36,325.59,330.37,325.32,342.78,334.76,329.23,347.40,355.13,350.93,334.73,339.76,333.59,332.22,346.11,357.73,341.57,334.37,336.52,352.14,355.21,371.35
2014-02-11 21:54:56.823000,L8,295.84,280.45,273.13,261.28,220.72,281.64,286.88,288.19,206.51,298.45,293.39,287.30,288.29,,266.06,278.76,235.63,289.65,215.84,199.26,279.34,303.91,290.39,276.61,190.92,207.95,187.24,273.27,253.00,285.34,293.57,299.58,184.17,207.64,261.22,279.13,260.63,276.27,324.53,329.53,328.53,313.10,316.06,246.91,258.08,266.50,237.50,272.62,290.62,298.85,252.40,244.13,302.17,295.39
2014-02-27 21:54:44.238000,L8,294.13,237.43,221.60,266.05,200.41,222.01,200.28,190.76,210.68,220.48,183.67,190.27,206.36,183.39,257.33,279.92,274.22,291.91,289.45,193.05,216.33,211.36,190.41,272.50,,,,258.27,250.91,284.88,294.82,298.62,,187.93,258.38,273.68,254.65,275.94,,256.42,226.11,321.37,315.69,240.11,236.06,229.94,,266.50,174.27,250.97,252.31,,294.44,284.65
2014-03-15 21:54:34.241000,L8,306.29,289.84,301.53,270.73,309.43,,,,,,282.74,295.69,289.15,261.29,295.52,297.04,302.00,307.48,296.74,315.11,217.29,301.84,292.32,307.05,321.56,343.09,323.85,310.57,280.53,297.48,310.61,315.42,324.69,322.52,325.60,328.29,338.48,341.97,336.19,363.85,352.94,358.77,332.07,336.18,331.33,327.73,329.23,338.77,323.02,319.89,334.85,372.39,351.50,359.28
2014-05-02 21:53:46.331000,L8,155.38,228.66,215.15,250.34,199.36,185.77,194.39,184.83,203.39,211.27,177.85,294.32,286.90,,287.69,270.41,280.81,283.89,296.14,327.97,316.16,312.69,297.99,275.15,319.73,325.31,314.55,266.12,172.44,258.38,294.87,205.09,,227.81,256.80,233.87,257.09,244.90,321.04,333.79,294.90,187.06,199.65,244.86,234.54,198.40,,269.47,,251.79,241.73,,280.67,295.32
2014-05-18 21:53:35.635000,L8,151.10,227.06,211.71,248.25,196.90,284.01,192.84,183.39,201.64,205.27,176.26,291.61,285.12,,288.03,267.11,281.43,295.41,294.09,,327.39,322.55,296.92,274.68,319.97,293.13,313.19,271.53,247.28,271.22,291.18,203.07,183.97,221.14,252.28,234.78,233.27,193.10,172.60,219.44,195.16,185.70,195.45,232.33,224.52,189.37,,230.37,,250.81,241.88,,215.15,294.72
2014-06-19 21:53:47.342000,L8,,226.13,217.27,245.04,197.76,182.84,189.14,184.19,198.05,207.27,175.11,292.13,,,277.32,263.73,275.51,287.34,294.82,324.15,303.71,305.37,296.65,315.51,321.58,329.72,314.55,261.26,243.67,203.10,230.60,297.83,,221.64,251.91,271.57,248.44,239.12,,210.45,225.87,189.44,198.63,252.23,271.04,189.31,,228.70,209.49,251.24,311.43,,277.64,248.38
2014-07-21 21:53:57.022000,L8,,231.56,221.70,254.66,202.18,186.83,192.43,188.33,205.90,212.11,178.31,182.42,287.55,,230.54,272.86,282.50,302.86,296.37,,,306.10,299.11,319.73,249.19,328.88,316.25,274.90,240.57,264.52,292.51,302.62,187.26,260.49,260.45,264.22,275.79,193.18,173.75,243.88,224.38,193.31,196.19,253.21,271.24,230.87,,272.63,293.14,256.33,251.14,,291.64,294.36
2014-08-06 21:54:05.764000,L8,288.21,223.39,215.82,250.27,197.41,186.89,191.43,186.40,202.32,208.24,174.97,179.07,203.00,,,,269.34,291.29,294.14,,,302.47,292.69,269.83,,,,273.71,229.14,261.59,289.56,299.19,,219.85,258.42,240.83,230.26,273.70,172.78,219.12,197.00,186.77,194.43,228.89,244.20,225.83,,,,250.67,242.51,,276.84,294.61
2014-09-07 21:54:12.743000,L8,310.43,295.03,304.47,314.23,303.41,300.30,301.03,305.48,311.39,321.46,315.90,308.50,301.87,298.26,302.55,306.47,316.06,329.89,344.07,346.22,346.72,344.12,342.94,340.33,336.72,339.07,327.87,313.41,296.59,296.50,313.57,317.63,326.09,328.92,330.87,334.36,336.75,338.46,365.60,372.06,361.88,363.29,357.72,360.71,355.04,330.39,355.44,363.06,361.67,331.75,350.65,365.51,352.12,379.10
2014-09-23 21:54:09.418000,L8,152.65,224.44,224.43,255.18,211.05,194.99,195.38,189.25,213.37,213.25,178.94,184.30,201.20,,266.52,231.10,270.72,285.19,293.01,,,,291.46,275.91,,320.88,311.54,260.82,220.90,256.53,288.12,163.98,,189.97,230.47,176.33,185.31,191.72,,,194.05,180.78,193.90,208.56,188.53,,,,,247.62,230.86,,275.98,295.38
2014-10-25 21:54:16.772000,L8,298.93,283.03,254.69,260.72,207.81,198.39,198.70,191.57,218.95,222.68,186.16,201.11,211.28,188.75,289.16,288.36,232.33,308.86,329.42,197.36,215.72,211.70,191.33,322.49,320.31,326.55,317.22,301.15,258.55,260.05,294.90,303.39,186.14,226.68,267.54,274.15,306.76,277.15,174.10,235.19,227.46,324.43,320.53,310.08,311.10,256.27,287.05,270.34,219.88,306.72,314.96,324.27,299.90,350.11
2014-11-10 21:54:18.528000,L8,298.38,283.65,230.89,262.74,210.59,201.22,197.38,195.95,219.17,220.94,188.94,191.06,210.57,191.69,287.93,286.55,286.38,307.28,328.62,329.08,314.63,321.66,314.41,320.07,192.66,196.22,187.99,298.17,176.75,261.87,297.43,302.81,304.02,314.69,263.31,252.43,314.05,278.43,332.57,337.24,331.92,324.84,320.06,315.57,318.95,236.96,,270.55,222.60,255.43,255.48,241.97,299.50,345.75
2014-12-28 21:54:07.841000,L8,289.64,277.54,222.04,249.44,202.82,194.80,194.64,185.91,204.40,215.90,182.15,188.63,204.94,,262.25,272.89,262.92,281.54,260.01,,,,,,,,,,245.70,273.78,287.52,293.57,,184.89,239.10,245.42,184.16,269.21,,213.36,200.04,177.60,186.53,,,,,,,252.57,249.71,,284.78,289.20
2015-04-03 21:53:26.876000,L8,299.06,284.11,224.58,255.48,213.71,197.86,197.29,189.27,206.47,211.44,177.08,195.15,205.45,,268.62,269.77,277.90,296.86,291.82,312.66,302.86,309.20,294.81,274.62,,,,273.52,249.73,257.41,291.36,304.20,186.33,200.58,267.25,258.23,267.06,276.30,327.97,332.10,328.13,201.36,232.64,232.91,270.89,238.90,236.90,273.22,222.37,298.30,250.05,,299.87,339.19
2015-04-19 21:53:26.711000,L8,297.38,286.70,,248.84,203.82,189.61,193.48,184.70,196.91,,,,,,271.84,264.29,269.62,292.50,291.71,,,257.84,251.99,273.01,,260.92,294.41,272.66,243.93,197.47,,,,178.64,259.36,244.61,229.25,275.19,170.11,328.65,288.53,194.54,192.11,226.13,264.52,205.86,,272.52,219.66,252.54,245.68,,218.56,296.48
2015-05-05 21:53:12.716000,L8,153.38,228.05,219.08,254.25,204.17,191.18,193.59,185.34,201.69,300.88,290.81,287.75,,,,266.75,277.64,294.24,291.48,,311.05,320.71,294.82,,,264.15,313.67,,,,,,185.03,222.60,259.64,251.74,261.12,255.59,172.54,331.44,330.21,302.99,315.09,229.81,237.23,201.17,,275.07,289.32,295.47,242.45,255.87,297.81,295.53
2015-06-06 21:53:16.624000,L8,,,,237.62,199.15,,,,,295.15,287.41,291.75,,,282.39,263.86,271.12,288.91,294.35,,,,,,304.12,320.98,294.96,253.13,181.94,258.73,267.97,203.28,185.52,217.77,253.73,256.92,237.10,188.48,169.66,214.12,224.57,207.71,195.15,228.22,252.24,190.61,287.01,268.89,209.56,252.86,252.64,,297.51,291.14
2015-08-25 21:53:51.592000,L8,,,,218.37,207.49,194.24,192.81,187.01,202.71,210.53,,,,,285.09,265.08,270.79,290.67,294.20,,,,,,,,,,230.02,253.79,294.33,209.69,190.16,230.78,260.54,189.39,231.79,198.31,172.49,336.86,332.85,206.41,322.30,224.90,269.89,228.64,,269.24,294.51,255.93,251.29,250.30,294.66,291.73
2015-10-12 21:54:05.008000,L8,153.34,226.15,221.21,251.75,206.58,188.54,192.82,188.87,204.21,212.76,183.36,185.84,172.38,,264.04,274.35,266.15,256.73,289.02,,,,,,,,,270.03,239.29,257.80,287.62,167.70,,,250.37,239.12,187.34,198.26,155.78,221.46,218.79,191.25,189.36,222.77,264.94,199.34,,265.10,182.00,251.46,251.73,,273.48,245.36
2015-10-28 21:54:10.619000,L8,294.44,246.49,217.62,252.58,205.49,198.63,195.38,191.09,207.29,215.40,187.27,187.30,207.46,,266.09,276.19,239.50,291.40,290.91,,,,,,,,,,236.48,210.59,288.63,,,,259.80,241.84,189.11,271.48,169.72,237.01,225.65,192.81,223.40,226.11,191.71,226.27,,180.81,183.21,252.83,311.95,,282.72,295.22
2015-11-13 21:54:10.716000,L8,303.56,291.89,303.85,317.76,297.56,298.85,297.99,308.89,305.39,315.48,309.00,,174.06,274.80,190.73,,,,,312.40,321.79,331.66,332.65,325.11,322.71,330.28,319.42,305.76,308.20,284.92,304.42,310.49,262.78,171.41,328.63,331.26,219.28,,,,,,,,327.79,297.88,347.41,350.91,336.43,330.13,331.15,342.18,341.93,350.04
2015-11-29 21:54:13.512000,L8,301.16,285.57,298.59,304.13,293.42,293.49,290.26,302.12,299.64,310.20,297.45,295.57,264.69,,292.43,293.87,304.43,163.94,306.79,291.25,327.61,333.05,325.22,324.68,329.82,345.44,312.44,305.31,291.40,292.53,303.38,300.19,317.54,315.24,316.33,348.35,334.37,335.88,345.18,345.38,331.78,344.78,359.25,338.07,265.37,324.17,292.96,213.48,237.77,303.47,318.71,276.84,319.65,381.99
2015-12-15 21:54:12.402000,L8,293.89,255.57,219.73,250.00,205.38,207.94,193.99,188.72,203.55,214.59,185.30,184.59,201.67,,,,,,,,,,,,,,,,,,,,,,231.25,163.34,177.67,274.84,,325.83,325.57,184.66,187.95,226.88,232.01,199.71,,,,249.40,302.94,,278.39,294.80
2016-01-16 21:54:09.540000,L8,292.33,281.17,221.41,254.50,216.04,201.68,195.34,191.12,209.65,214.84,187.11,187.74,209.20,,,275.17,265.65,284.27,287.85,194.31,250.31,296.12,285.11,251.59,,,,275.91,246.36,269.38,290.01,298.41,,,259.87,166.84,254.06,271.11,272.22,328.52,292.40,204.92,222.23,231.09,261.66,233.08,,270.67,204.76,159.55,253.59,237.62,300.61,344.02
2016-02-01 21:54:07.333000,L8,295.48,280.71,226.42,262.07,224.15,206.55,196.54,190.87,214.22,224.45,293.26,285.62,283.40,,,275.97,269.57,290.23,286.56,201.12,209.17,209.20,201.07,271.37,260.18,260.39,314.31,279.71,247.78,197.74,292.19,299.73,,217.79,262.95,249.70,238.90,239.83,329.40,331.67,329.31,200.44,229.98,233.74,266.22,233.38,282.16,273.59,294.32,300.33,313.55,329.65,307.99,292.64
2016-02-17 21:53:58.323000,L8,292.83,280.38,220.89,255.79,217.99,220.73,194.91,189.44,207.24,222.84,290.48,287.94,282.75,,269.34,221.53,276.56,224.70,289.26,196.44,212.41,182.16,,,,321.16,312.50,276.06,247.12,258.12,290.24,206.98,188.50,,,,,,,331.25,328.27,319.69,313.96,231.47,194.52,236.63,280.29,274.70,185.82,305.49,257.00,,162.95,213.65
2016-03-04 21:53:57.602000,L8,301.75,287.03,297.48,307.63,296.78,295.51,294.41,298.06,302.71,313.85,301.91,297.87,292.89,287.83,293.45,292.67,296.97,308.45,330.09,334.32,336.61,335.62,327.00,330.89,326.37,334.27,321.37,310.38,283.91,276.15,303.87,312.27,320.60,322.56,324.85,328.07,335.92,338.40,337.70,344.41,342.60,334.61,330.24,328.91,333.24,326.21,330.98,340.30,333.52,329.26,326.28,356.13,339.36,370.25
2016-05-07 21:53:39.461000,L8,146.35,225.64,212.22,243.30,279.60,283.54,280.03,288.68,200.30,207.29,178.34,290.81,281.90,,268.07,231.52,281.20,291.18,294.80,328.25,323.30,306.71,297.14,315.93,319.32,242.84,313.95,272.45,242.18,269.63,291.56,297.56,,191.02,256.98,180.56,261.02,254.75,325.76,333.48,330.59,198.32,248.70,230.10,224.69,220.92,,272.90,181.02,298.27,251.17,,277.55,295.87
2016-05-23 21:53:41.571000,L8,,231.04,217.14,240.20,200.67,,,,,,,,,,269.95,268.72,269.54,288.50,288.84,,,,,,,,,234.78,242.95,269.54,288.93,200.97,,182.96,257.50,186.37,248.28,165.29,327.19,336.40,332.82,197.86,193.11,228.52,235.72,178.52,,,,254.11,241.81,,215.01,289.24
2016-06-08 21:53:45.728000,L8,,227.72,208.26,233.99,,,,,,,,,,,269.67,262.41,271.10,258.44,288.74,332.07,310.50,300.58,298.26,,,,,273.06,230.31,277.53,264.90,298.30,186.24,197.45,257.17,194.43,262.35,276.55,304.59,338.56,338.15,329.13,319.79,236.59,269.07,227.02,287.93,277.40,184.56,220.39,249.21,231.61,277.56,292.63
2016-07-26 21:54:04.677000,L8,149.18,225.63,215.81,252.02,202.54,180.88,192.93,178.38,202.95,206.74,167.69,,,,,,,,,,,,,,,,,265.76,245.93,271.38,290.25,297.89,185.22,191.28,251.44,190.24,234.91,191.38,176.61,218.66,192.83,199.09,194.63,225.85,233.45,191.11,,228.40,177.61,252.67,243.99,,211.10,246.35
2016-08-11 21:54:06.433000,L8,295.56,277.50,256.46,268.23,210.76,,193.86,185.63,211.92,209.29,179.09,181.44,200.10,171.98,,,,,,,,304.71,297.18,292.05,189.38,223.33,189.75,254.76,224.45,254.99,285.05,214.48,187.61,175.33,257.83,191.61,313.62,276.62,260.44,338.71,337.94,201.73,288.96,240.53,263.39,175.12,,,,,,,,
2016-08-27 21:54:14.090000,L8,209.67,285.50,224.39,257.26,213.84,189.41,191.61,187.40,211.55,206.90,178.63,182.94,198.39,,264.81,232.09,265.33,284.66,288.45,,,288.93,289.76,273.89,,293.96,312.23,276.23,242.18,208.13,230.28,207.92,186.62,225.72,258.00,186.87,321.40,276.38,172.71,232.70,217.61,202.33,320.06,229.80,271.38,226.78,,272.30,226.26,254.20,250.36,,285.53,290.50
2016-09-12 21:54:18.117000,L8,210.05,283.94,224.36,256.87,212.49,194.83,189.56,186.85,206.47,206.04,178.87,184.05,197.76,,258.13,265.64,261.17,282.86,286.90,,,,,,,,,275.39,242.83,234.19,226.16,202.69,,213.05,256.72,181.89,319.67,194.35,327.01,330.81,292.82,199.92,311.76,228.17,267.57,190.92,,232.33,224.34,220.74,242.81,,282.59,244.62
2016-10-14 21:54:24.092000,L8,158.31,229.84,255.19,261.57,206.41,200.03,194.24,191.46,214.63,213.09,185.79,188.98,203.67,,267.48,278.89,272.96,302.19,293.28,327.33,309.05,303.10,295.23,284.14,,322.28,317.13,278.33,249.24,252.17,287.24,205.82,179.19,217.57,260.49,171.04,321.92,196.77,327.04,332.63,333.22,324.21,287.54,229.95,210.28,202.45,,,,,,,,
2016-12-17 21:54:19.694000,L8,296.62,281.90,227.10,253.93,207.08,204.74,193.18,189.84,207.71,221.86,184.16,189.71,203.50,,,276.71,265.57,290.33,283.86,,,,,,,,,,,,287.53,295.60,,,,,,,,220.88,215.48,197.29,188.34,228.85,236.08,201.09,,267.90,178.24,251.34,253.98,237.49,295.35,287.04
2017-02-03 21:54:05.431000,L8,298.86,286.54,283.09,276.22,291.29,294.81,292.56,222.13,259.29,282.95,303.04,295.91,292.38,206.61,288.26,291.10,292.59,308.28,296.74,330.36,334.34,329.47,325.93,329.06,325.86,333.33,318.42,308.58,251.97,281.03,299.72,309.19,318.37,316.54,323.03,328.05,333.10,336.55,335.18,345.59,337.94,336.25,325.22,293.70,318.73,294.95,323.05,316.74,316.57,309.68,323.95,379.05,386.47,384.83
2017-06-11 21:53:45.526000,L8,149.59,225.60,214.98,252.18,198.64,192.26,191.01,178.79,205.05,202.44,171.06,291.06,282.77,,247.72,265.26,280.91,295.36,313.91,328.38,331.47,326.85,299.68,319.66,322.31,326.83,317.05,214.13,244.66,257.23,288.78,204.67,,,187.46,294.65,323.59,176.82,,285.29,331.34,,,,,,,232.30,193.78,252.51,249.31,,220.94,294.98
2017-06-27 21:53:50.454000,L8,,,,,,,,,,,,,,,,,266.24,287.39,297.45,,,,,,296.72,325.92,310.69,266.74,222.11,263.03,228.75,206.43,,,,183.32,315.65,188.22,,336.06,327.74,,191.81,230.80,226.54,,,,176.01,248.13,246.23,258.95,276.12,292.95
2017-08-14 21:54:07.255000,L8,151.71,229.42,218.70,254.89,197.29,190.03,192.01,186.25,207.74,209.44,175.69,181.07,200.25,265.51,287.32,266.53,273.05,306.96,296.68,329.18,329.94,329.25,304.94,322.40,321.53,325.11,317.22,278.75,246.64,260.94,289.03,299.33,,,188.69,189.82,234.58,193.58,327.89,340.17,332.07,321.72,316.05,231.92,220.03,190.07,,229.95,185.91,255.57,222.85,,277.96,294.70
2017-10-01 21:54:18.775000,L8,296.86,283.95,222.81,258.55,195.74,209.60,192.12,189.72,213.42,214.64,181.96,193.63,202.16,,280.97,287.68,281.60,307.01,324.05,329.97,326.04,326.41,248.87,321.54,313.71,324.21,317.09,277.48,246.94,245.34,288.67,297.06,186.01,,314.01,316.48,322.52,194.16,325.28,333.55,292.94,321.57,193.75,231.84,235.45,228.03,,271.20,196.10,186.75,250.02,,294.99,342.68
2017-12-04 21:54:13.271000,L8,296.52,281.92,227.84,260.09,216.02,226.57,194.80,193.13,219.66,227.44,191.45,205.78,211.36,183.03,261.16,280.20,275.68,297.31,292.43,295.28,308.76,302.39,294.56,270.99,,322.13,315.02,292.66,248.18,256.72,226.50,206.49,176.85,,173.85,160.91,323.02,267.33,327.31,241.70,225.35,,,231.54,263.50,244.27,,268.28,171.98,254.60,312.13,232.50,298.04,345.64
2018-03-26 21:53:33.717000,L8,155.01,224.99,215.77,246.11,195.18,195.17,188.74,185.46,194.40,,,,,,,,,,,,,,,,,,,,,,,,,,168.68,174.12,226.40,272.64,,,,,,225.53,227.56,221.86,,,,,,,276.23,294.88
2018-04-11 21:53:25.350000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.15
2018-06-30 21:53:07.704000,L8,150.69,233.53,231.58,256.56,284.21,288.24,259.89,292.67,294.53,306.70,296.68,292.95,233.29,246.42,289.34,273.77,283.41,303.45,325.61,329.59,206.79,212.12,185.34,182.47,184.39,212.32,198.28,200.02,247.29,268.07,286.91,299.80,192.65,185.14,176.87,248.85,328.65,188.66,177.38,235.88,227.48,325.20,320.46,231.64,275.57,232.44,,277.85,258.53,296.09,325.67,269.82,298.69,344.86
2018-07-16 21:53:15.277000,L8,150.68,226.39,232.56,252.08,201.83,191.10,192.05,184.94,212.95,211.20,177.56,293.20,,,287.30,267.79,269.57,296.37,320.24,328.25,260.80,308.58,303.51,320.25,301.95,329.77,318.22,272.57,239.21,267.23,288.56,297.25,,,179.45,251.98,323.68,190.18,175.90,234.35,225.32,323.40,316.23,230.59,270.04,202.01,,274.63,162.85,296.08,257.52,264.32,300.31,296.84
