dates,satname,nzd0270-0000,nzd0270-0001,nzd0270-0002,nzd0270-0003,nzd0270-0004,nzd0270-0005,nzd0270-0006,nzd0270-0007,nzd0270-0008,nzd0270-0009,nzd0270-0010,nzd0270-0011,nzd0270-0012,nzd0270-0013,nzd0270-0014,nzd0270-0015,nzd0270-0016,nzd0270-0017,nzd0270-0018,nzd0270-0019,nzd0270-0020,nzd0270-0021,nzd0270-0022,nzd0270-0023,nzd0270-0024,nzd0270-0025,nzd0270-0026,nzd0270-0027,nzd0270-0028,nzd0270-0029,nzd0270-0030,nzd0270-0031,nzd0270-0032,nzd0270-0033,nzd0270-0034,nzd0270-0035,nzd0270-0036,nzd0270-0037,nzd0270-0038,nzd0270-0039,nzd0270-0040,nzd0270-0041,nzd0270-0042,nzd0270-0043,nzd0270-0044,nzd0270-0045,nzd0270-0046,nzd0270-0047,nzd0270-0048,nzd0270-0049,nzd0270-0050,nzd0270-0051,nzd0270-0052,nzd0270-0053
2018-08-01 21:53:22.789000,L8,147.53,227.09,219.37,250.57,202.95,185.53,282.76,293.67,296.77,306.93,299.28,294.80,288.44,283.83,291.13,288.63,293.25,308.21,203.42,262.56,333.46,254.93,302.95,318.63,304.28,322.74,313.26,240.48,230.67,257.91,284.67,186.66,,,,,,,333.47,345.85,339.32,329.78,323.07,320.64,277.22,268.06,238.53,278.00,305.34,307.00,336.51,340.34,330.72,356.11
2018-08-17 21:53:31.689000,L8,299.78,290.41,254.62,262.79,289.24,291.93,288.58,297.43,298.05,306.70,300.63,294.32,284.21,264.63,289.79,278.20,270.00,305.07,298.37,203.74,210.91,204.14,186.05,278.00,320.98,328.16,316.36,271.31,241.12,256.35,287.46,293.18,,183.95,315.98,322.27,329.81,331.45,328.34,335.92,294.33,196.16,319.52,235.45,276.64,241.51,284.49,272.88,268.19,301.98,254.97,263.02,301.68,344.35
2018-09-02 21:53:38.308000,L8,294.96,,,,232.00,210.16,192.97,188.62,221.72,216.88,177.32,208.30,,,,,,,,,,,,,259.24,321.50,316.80,282.85,247.92,255.97,291.04,298.80,,,315.80,319.13,325.63,276.00,330.93,339.45,332.50,200.66,288.91,234.44,275.67,233.74,,270.98,267.13,258.17,251.06,249.36,297.91,295.93
2018-10-04 21:53:50.552000,L8,153.34,225.76,218.08,256.54,206.72,204.53,190.78,186.47,210.51,212.28,178.15,285.40,282.95,,,,,,318.70,325.04,305.76,308.18,296.72,279.55,297.99,320.68,314.30,277.62,229.72,238.89,285.79,202.54,,,172.84,179.61,320.24,192.15,172.46,215.77,196.19,198.18,228.18,229.77,168.48,185.93,,,,251.66,222.67,,282.92,293.02
2018-10-20 21:53:56.677000,L8,297.17,280.25,218.09,256.91,199.47,201.58,190.74,188.49,209.31,213.64,186.18,191.93,182.09,,,,264.84,298.62,290.59,316.79,299.31,305.38,295.55,275.34,,320.29,314.44,275.73,235.60,201.77,284.30,,,,174.64,173.79,212.91,196.19,326.36,326.58,326.14,,,,,,,,,250.58,251.30,,295.57,295.38
2018-11-05 21:54:00.051000,L8,296.34,281.05,224.92,261.32,202.90,226.70,192.83,191.33,216.89,220.89,187.68,197.00,191.71,,264.04,278.87,272.20,298.63,292.72,323.06,309.32,305.66,297.58,281.16,,,,280.37,248.42,257.16,288.07,296.32,,,176.36,172.53,289.12,198.85,172.26,232.96,218.41,198.97,314.90,229.89,172.79,202.08,,263.25,220.62,256.31,303.47,,298.38,340.72
2018-12-07 21:53:57.973000,L8,294.97,277.21,215.67,254.37,199.59,203.61,189.31,188.52,208.22,214.90,187.68,188.48,280.78,,,,267.82,292.20,288.29,,,,,,,,,269.88,244.11,252.24,287.56,,,,174.43,173.72,219.30,176.78,170.70,213.97,194.87,,,,,,,,,250.68,231.52,,295.99,295.47
2019-06-17 21:53:54.928000,L8,280.98,223.48,212.25,234.01,188.99,176.29,,,,,,,,,,,,,,,,,,,,,,,218.27,203.64,208.42,196.54,,,,,,,,,,,,,,,,,,,,,191.70,291.46
2019-08-04 21:54:09.092000,L8,150.45,227.59,219.48,257.41,199.29,186.18,186.38,183.60,213.71,215.87,178.88,176.99,188.42,,288.43,270.75,272.47,290.62,296.42,326.92,,,,,296.79,327.45,315.88,267.83,239.68,263.89,288.80,205.10,,,,184.73,323.79,188.54,328.67,336.36,332.95,,,,,,,,,251.04,252.24,,219.62,295.82
2019-10-07 21:54:27.004000,L8,296.22,282.21,228.07,263.57,286.63,289.35,287.77,294.15,290.03,305.81,244.24,290.74,226.14,226.68,287.65,282.69,287.15,306.14,314.07,326.13,321.33,321.09,292.66,319.94,314.16,323.49,315.82,297.90,250.34,259.23,290.54,297.29,226.69,312.89,290.00,294.55,285.23,259.29,305.69,259.70,293.19,323.98,318.88,235.63,272.74,,,269.32,225.35,306.65,256.23,248.20,300.62,343.22
2019-11-08 21:54:26.682000,L8,293.99,280.82,224.09,258.27,199.89,195.77,188.12,187.23,215.01,218.35,295.10,279.16,280.89,,,,,,,,,,,,,,,,,,,,,,170.72,177.72,305.28,163.13,329.54,330.57,326.53,,,,,,,261.86,,252.63,247.97,,226.35,289.48
2020-01-11 21:54:15.691000,L8,303.45,288.42,300.60,308.77,296.80,298.51,296.77,300.62,305.43,313.67,310.10,299.59,295.12,292.56,295.58,295.73,299.74,313.80,331.14,335.90,338.08,335.87,327.91,331.70,327.94,333.59,321.24,311.44,275.31,277.08,303.25,316.47,326.14,326.25,329.38,334.11,337.04,341.82,343.60,347.24,353.79,339.03,355.74,328.15,351.38,337.06,340.36,345.00,348.94,324.84,355.11,371.64,345.62,383.60
2020-01-27 21:54:11.218000,L8,294.78,282.08,264.33,266.79,230.54,226.17,194.08,189.66,219.43,240.83,190.87,202.01,191.10,197.22,267.74,279.64,281.86,299.78,293.30,316.65,311.43,309.91,295.21,181.52,185.54,215.02,187.53,232.06,254.82,262.90,290.28,299.26,236.42,,317.38,321.21,324.40,331.11,332.05,261.52,289.99,300.31,245.00,236.67,272.81,247.64,,271.79,225.08,256.46,318.90,339.81,307.32,353.89
2020-02-12 21:54:06.855000,L8,298.66,287.27,271.68,267.05,282.04,285.58,288.79,293.07,295.60,305.38,299.66,290.55,288.19,200.14,272.64,286.32,282.84,305.75,291.25,326.87,323.05,306.37,316.31,321.66,268.03,323.76,316.86,302.86,252.07,275.07,292.22,303.98,317.87,181.82,299.13,252.06,325.67,271.32,330.07,338.48,339.09,311.90,325.77,248.41,275.78,318.80,207.24,280.69,225.63,314.91,329.88,263.92,316.90,343.08
2020-03-31 21:53:46.191000,L8,307.24,291.85,303.99,308.67,304.66,303.21,304.01,304.07,312.84,317.19,304.15,299.29,292.96,294.81,296.65,300.70,309.59,326.21,342.06,347.27,346.48,345.55,343.55,342.89,336.46,339.52,326.26,312.81,296.06,279.32,300.69,316.34,326.48,326.10,328.60,336.45,344.99,345.19,362.69,360.38,372.65,416.61,350.71,433.85,239.65,253.48,406.97,340.25,388.20,365.40,386.91,411.57,394.54,385.21
2020-05-18 21:53:30.404000,L8,,238.16,259.20,259.21,199.56,,180.39,184.29,209.34,297.90,291.99,236.60,232.55,,,,,,,,,,,,,,308.49,304.52,244.52,,,,,,313.55,295.87,323.37,188.85,332.03,337.63,336.39,328.05,323.15,319.41,,,,,,,,,,
2020-07-21 21:53:58.839000,L8,,231.64,219.37,250.15,201.22,,,,,,,,,,276.90,265.71,271.95,279.23,288.17,,,,,315.47,320.88,323.32,248.35,213.84,238.98,258.99,288.50,297.23,,,,183.41,320.91,163.17,329.69,338.24,331.83,,193.79,230.47,267.60,,,229.22,,251.62,246.32,,211.54,255.06
2020-10-25 21:54:24.251000,L8,297.10,283.06,227.05,259.67,203.26,221.04,187.12,185.89,205.68,216.40,295.87,285.25,285.08,,268.43,276.03,268.63,287.00,287.99,,,,,,183.56,203.62,187.03,166.47,162.41,203.59,287.61,296.94,,,,176.04,298.38,261.36,328.94,327.59,328.33,322.59,318.36,230.14,264.92,196.54,,267.62,183.63,185.72,310.10,,205.58,297.22
2020-11-26 21:54:24.779000,L8,304.38,289.24,297.11,309.22,298.94,299.42,298.53,304.13,305.81,315.71,307.30,301.03,298.76,294.88,296.19,298.06,300.14,318.30,335.84,339.38,338.96,337.65,328.69,336.78,327.36,333.63,323.98,311.18,290.50,278.48,302.15,314.72,327.33,323.13,329.53,337.53,337.49,342.71,345.24,348.62,348.58,353.39,332.03,331.31,346.36,334.28,348.08,354.35,349.70,324.10,360.77,370.02,370.08,385.20
2020-12-12 21:54:25.476000,L8,293.00,275.21,213.35,258.10,207.65,203.68,186.34,185.14,205.16,217.78,189.43,192.77,195.77,,260.10,275.08,271.33,292.11,281.81,,,,,,,,,278.25,246.73,260.06,284.40,293.82,,,,172.00,294.64,190.48,327.19,325.32,327.64,,,230.76,262.47,195.85,,182.31,198.33,180.81,310.26,,298.53,295.92
2021-01-13 21:54:15.589000,L8,334.81,339.31,340.85,342.88,351.09,350.50,358.38,360.77,377.49,377.43,357.29,354.99,341.83,348.71,346.93,340.90,356.31,456.49,467.27,469.74,463.82,374.88,455.06,461.36,462.22,454.66,368.04,360.93,358.51,346.40,438.16,463.25,466.14,457.76,376.78,375.87,381.76,476.91,456.90,521.65,517.88,401.03,404.81,390.80,382.29,375.29,379.93,395.07,402.48,383.71,389.71,392.38,395.75,410.04
2021-04-03 21:53:50.092000,L8,298.00,284.45,222.79,259.24,209.61,191.64,187.14,186.78,208.98,213.23,180.17,189.76,196.23,,264.03,268.82,272.56,287.84,288.45,,,303.89,293.94,274.81,292.83,319.39,314.22,275.42,245.41,264.05,266.09,296.54,,,316.32,320.78,318.97,163.77,308.60,332.98,329.35,306.74,313.99,230.26,275.03,223.44,,271.20,220.99,252.78,224.74,255.78,301.29,294.97
2021-05-05 21:53:33.703000,L8,,,,237.81,198.44,183.95,181.93,183.90,188.14,210.29,175.94,172.18,,,262.00,265.58,275.22,290.76,288.32,,,,,,,254.57,311.82,273.57,240.86,268.54,285.17,201.57,,,,,,,326.97,330.66,325.93,,,,,,,,,221.62,220.28,,227.97,247.83
2021-07-08 21:53:58.887000,L8,149.12,229.12,216.88,240.67,197.52,177.25,181.24,178.93,185.83,206.84,159.63,285.98,,,287.48,268.66,274.45,254.75,288.93,,,,,272.91,305.17,325.08,315.33,271.46,245.35,260.72,266.89,300.43,,,,,,,,,,,,225.62,169.22,,,271.59,,252.55,224.38,,213.60,253.91
2021-08-09 21:54:11.490000,L8,301.70,283.34,222.34,230.04,203.67,183.75,188.09,184.73,199.65,213.85,176.41,187.08,184.80,179.78,288.77,274.11,283.02,298.77,323.94,297.39,,313.64,297.64,253.86,321.31,327.05,316.73,275.24,242.81,267.15,292.35,282.54,313.04,182.29,220.14,325.25,328.22,193.14,330.13,336.79,332.64,324.79,287.27,230.69,274.74,,,271.43,215.88,251.86,226.67,,299.07,295.25
2021-08-25 21:54:16.007000,L8,299.42,288.43,226.19,212.20,207.72,189.90,189.42,186.04,197.91,214.51,178.64,201.92,189.27,194.58,289.25,282.47,281.67,247.04,292.90,,311.08,324.32,295.97,320.62,321.51,324.28,318.26,279.60,251.90,262.56,291.94,302.79,,296.14,318.08,325.48,329.97,332.34,330.89,334.30,331.00,207.24,320.44,233.97,277.98,,,271.37,225.81,253.29,245.15,231.49,298.53,296.92
2021-09-10 21:54:20.775000,L8,295.50,219.21,233.49,217.40,195.60,189.35,,,,,,,,,,,,,,,,327.85,314.55,325.46,322.75,324.52,233.12,297.16,251.87,265.85,261.45,304.99,313.05,,319.49,292.79,280.80,334.33,335.23,338.71,338.99,332.34,316.93,235.47,283.20,257.78,279.48,274.82,300.55,258.15,250.29,256.60,305.00,335.80
2021-10-12 21:54:29.370000,L8,295.39,279.21,220.28,250.74,202.79,203.29,189.62,184.28,194.06,213.47,184.79,190.68,188.68,252.97,273.65,278.66,276.82,292.76,288.17,,,,,282.27,309.89,320.40,235.85,276.09,184.21,258.02,289.90,284.80,,,,184.06,301.18,193.59,327.63,328.25,328.81,,,,,,,,,251.92,230.29,,211.09,295.67
2021-12-07 21:54:26.664000,L9,292.63,278.37,255.70,253.65,206.43,194.22,188.56,186.72,193.35,217.67,187.39,193.80,196.36,187.92,260.86,277.76,236.68,288.08,282.32,,,,,,,,,279.56,249.40,263.05,288.87,282.13,,,317.07,324.56,324.95,270.64,331.76,330.89,297.31,,243.08,232.19,172.35,,,183.35,218.25,255.29,322.66,239.87,297.70,294.81
2021-12-23 21:54:21.811000,L9,289.53,278.49,224.54,253.88,202.41,193.02,191.53,187.66,194.80,219.86,183.33,192.07,192.32,187.81,260.28,274.71,266.74,281.97,278.80,,,,,,,,,275.80,248.48,256.89,289.71,296.93,,,150.13,179.96,315.84,270.55,333.49,334.68,298.15,,315.26,229.14,177.68,,,260.35,222.73,254.35,247.24,240.67,299.66,287.37
2021-12-31 21:54:19.245000,L8,294.22,281.04,249.48,258.16,214.81,199.32,192.12,188.68,203.85,236.42,191.73,196.96,195.33,193.44,270.66,278.98,275.84,295.68,291.00,297.53,291.22,301.80,293.92,267.42,184.09,215.63,185.23,168.77,249.85,258.60,265.73,299.10,312.84,,318.95,324.33,239.41,308.03,178.70,229.86,288.95,299.54,287.48,232.87,270.96,183.20,284.24,181.76,222.29,215.67,248.20,245.48,299.54,343.91
2022-01-08 21:54:19.756000,L9,291.72,280.09,287.34,259.81,213.80,189.04,194.10,188.29,213.12,228.81,182.71,203.36,200.57,195.16,270.13,179.16,192.06,190.50,214.66,273.75,302.20,297.39,241.24,273.51,190.19,218.99,187.93,298.16,251.90,200.78,291.04,301.09,,,299.10,325.73,324.28,269.08,271.63,336.01,332.12,324.36,319.11,233.85,270.94,258.17,,180.82,224.94,283.87,314.37,256.70,303.56,291.82
2022-02-01 21:54:12.645000,L8,293.39,258.97,215.48,234.99,206.37,187.41,186.54,184.25,192.44,214.94,183.84,190.13,186.17,,,266.35,264.55,279.15,277.83,,,,,,,,,278.05,246.07,273.97,285.66,,,,,170.09,294.12,264.42,,324.09,323.38,,,,,,,268.52,172.84,217.35,229.79,,295.68,295.62
2022-02-17 21:54:07.419000,L8,301.72,290.71,299.90,314.32,294.83,297.32,296.52,298.57,302.73,311.17,305.37,298.08,294.25,293.35,300.22,297.41,301.27,316.34,335.24,339.11,343.20,339.85,330.98,335.07,327.27,337.56,325.33,319.37,205.12,281.21,300.98,316.69,326.83,327.22,329.96,331.42,300.73,348.22,346.79,313.58,350.22,337.66,332.36,272.67,273.90,321.82,340.47,302.19,,,,,354.98,378.73
2022-02-25 21:54:08.810000,L9,292.64,242.31,221.47,254.44,201.53,186.48,186.20,186.20,192.12,218.50,179.90,194.99,196.55,184.69,261.80,271.01,268.45,282.66,260.01,,,296.24,291.98,274.72,296.92,319.14,312.86,275.74,248.09,273.70,288.73,297.45,,,,181.11,231.49,165.48,308.52,330.67,298.29,,245.42,228.64,170.38,,,262.78,221.93,253.60,251.61,246.96,299.06,294.76
2022-03-05 21:54:04.613000,L8,293.25,281.86,221.79,230.08,202.89,184.42,187.73,186.32,192.59,216.67,178.65,191.13,197.91,182.97,259.96,270.91,244.48,280.76,283.29,,,,,,,316.31,312.11,,241.89,277.13,286.79,202.15,,,,174.32,311.25,169.87,330.34,329.48,320.07,,313.37,228.02,173.48,,,267.24,187.38,251.16,225.29,,177.77,293.63
2022-04-14 21:53:55.388000,L9,154.52,233.92,221.19,248.97,202.15,182.33,188.41,184.42,192.66,213.24,176.12,192.48,198.24,171.04,274.24,272.47,278.60,283.78,291.39,281.49,298.83,307.26,301.19,274.63,319.08,293.15,312.87,273.16,225.71,257.81,266.03,198.65,,,,182.46,319.18,333.28,333.66,266.14,328.90,,,,,,,268.50,182.07,254.66,221.80,,191.98,290.75
2022-04-22 21:53:52.789000,L8,152.74,232.22,220.75,249.82,199.67,186.94,188.34,184.26,195.16,303.91,300.50,301.59,292.52,278.20,290.93,272.64,286.47,301.99,328.49,332.79,333.01,324.73,307.31,252.65,321.21,323.43,317.80,275.90,222.30,260.09,289.63,194.81,,,,174.43,228.61,163.77,,,,,,,,,,,,,,,,291.23
2022-04-30 21:53:48.861000,L9,,,,228.64,195.24,177.26,182.49,179.56,189.59,166.96,,,,,,,,,,,,,,,,,295.42,255.16,234.44,251.89,288.09,,,,,,,,,,,,,,,,,,,,,,180.51,283.36
2022-05-24 21:54:00.511000,L8,287.98,280.47,217.65,231.90,198.70,176.21,187.09,173.01,188.55,304.33,297.12,291.18,282.67,259.01,287.59,269.61,281.51,284.92,262.35,332.49,,,,272.75,320.70,319.79,239.39,266.02,242.49,259.88,290.12,202.94,,,,190.22,296.83,188.11,328.73,335.16,329.41,,,,,,,,,250.09,224.10,,185.67,295.49
2022-06-17 21:53:43.729000,L9,312.92,303.17,307.78,324.65,314.45,312.52,317.69,325.33,321.83,337.42,331.48,311.94,306.47,312.15,312.78,317.56,344.63,333.27,347.86,356.03,359.20,355.00,339.38,342.78,348.97,342.06,352.20,334.72,332.63,295.93,340.48,348.98,330.97,341.12,337.32,362.16,366.32,371.84,361.54,371.97,374.69,367.01,363.43,358.85,367.90,392.29,364.88,369.10,370.49,368.02,365.92,379.03,378.37,385.01
2022-06-25 21:54:18.556000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.15,254.92,217.14,193.79,,,,,,,,,,,,,,,,,,,,,181.39,177.35
2022-07-03 21:53:56.330000,L9,151.58,226.13,220.19,232.17,199.39,179.20,,,,301.42,296.46,293.24,233.44,263.66,285.36,263.62,281.62,286.87,326.14,332.56,274.24,308.80,300.84,316.47,316.48,321.16,313.03,262.57,230.38,258.51,269.87,201.72,,,,,,,,337.02,333.55,327.80,265.09,225.96,168.59,,,,,,,,294.23,205.24
2022-08-04 21:54:10.992000,L9,153.07,233.38,221.70,243.21,199.75,182.39,187.62,183.29,190.69,209.86,174.66,172.80,191.07,161.90,289.61,274.19,287.41,304.34,327.98,332.79,316.31,319.76,317.55,322.37,321.07,325.18,314.59,271.44,179.76,258.05,293.10,306.22,,,,186.27,330.42,333.65,335.14,335.72,330.43,195.54,195.11,,,,,,,252.79,226.12,,187.41,294.43
2022-08-12 21:54:35.240000,L8,292.44,255.65,219.98,250.51,201.30,182.81,183.58,184.06,189.74,305.73,297.88,293.86,283.77,259.99,287.08,287.61,284.72,298.74,260.41,328.05,313.44,310.22,303.34,321.78,317.27,325.36,316.38,275.70,231.45,258.78,293.00,305.84,,,317.31,326.31,327.09,326.76,331.05,332.29,331.80,,,,,,,,,221.57,226.17,,183.54,295.59
2022-08-20 21:54:17.823000,L9,,,,,,,,,,,,,,,289.65,293.89,296.06,307.29,327.32,332.90,332.49,327.71,245.31,251.07,246.25,236.54,234.27,204.86,250.88,260.56,296.20,310.39,314.37,184.63,291.96,240.50,278.77,332.89,335.03,335.30,291.97,330.21,320.83,233.76,181.26,,240.95,273.00,228.68,307.59,233.67,264.62,321.24,297.78
2022-10-23 21:54:31.869000,L9,301.07,285.89,293.30,273.15,257.91,237.94,261.25,239.99,260.17,250.88,234.81,293.89,289.98,274.73,289.91,293.81,294.15,309.56,249.59,252.16,241.86,240.40,226.07,248.00,245.38,326.02,317.76,307.86,256.31,266.00,295.51,308.58,313.04,317.00,320.44,329.37,331.01,333.84,336.77,333.69,333.89,330.74,322.61,242.49,175.48,315.94,289.84,264.30,225.04,310.20,317.70,263.77,306.37,346.28
2022-10-31 21:54:43.157000,L8,296.13,284.90,290.59,270.53,213.68,215.27,196.32,190.96,206.93,238.33,184.96,213.31,191.16,196.56,288.23,226.07,294.10,311.27,328.54,333.69,327.11,325.93,320.33,323.65,276.38,324.70,318.15,217.43,248.32,266.57,295.77,310.69,310.21,,321.16,330.34,287.59,335.44,338.02,337.13,340.17,334.13,320.43,238.47,178.87,,,270.40,222.45,302.80,321.95,325.34,301.26,296.12
2022-11-24 21:54:31.570000,L9,298.57,281.27,264.84,268.37,263.74,244.68,286.67,291.98,202.15,299.85,299.61,291.24,289.04,189.35,289.53,290.34,286.50,305.82,252.96,260.80,245.47,252.35,244.12,255.12,245.62,237.32,232.51,218.16,176.04,261.11,294.85,308.23,313.03,,298.86,329.72,311.51,309.99,298.47,330.62,224.72,225.97,321.61,270.79,270.59,266.43,280.38,256.16,,,,,,
2023-01-19 21:54:22.796000,L8,294.18,277.81,225.67,257.91,204.48,205.81,188.47,186.14,193.26,218.72,182.56,196.70,194.66,182.32,267.55,224.76,274.55,296.02,289.48,302.73,287.04,309.90,293.14,272.21,302.59,319.11,313.78,279.86,250.15,259.29,290.56,302.24,,,,175.08,303.06,166.49,310.11,331.76,235.83,321.98,315.49,229.15,170.57,,,260.31,219.63,294.96,251.21,242.87,301.03,284.36
2023-02-04 21:54:26.970000,L8,280.67,214.19,225.90,241.18,199.52,,,,,,181.00,198.20,191.68,188.14,287.11,285.01,284.25,301.07,322.85,,,,,,312.33,321.90,314.45,160.93,247.58,255.82,290.81,279.85,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 21:54:13.700000,L8,298.18,287.50,228.23,266.22,214.32,229.45,192.59,189.89,213.30,218.54,188.92,195.60,197.00,182.25,289.80,289.58,283.83,305.54,293.70,326.26,320.05,324.26,313.04,298.30,318.56,323.30,316.55,276.38,180.65,262.35,293.97,306.88,,,322.23,331.41,284.88,333.62,338.71,335.15,334.05,330.07,192.16,237.38,174.63,,,268.35,225.33,308.62,252.99,234.70,300.12,294.96
2023-02-28 21:54:20.133000,L9,294.75,278.72,220.59,254.54,198.19,185.66,187.49,186.97,195.10,260.08,297.93,286.05,282.44,,279.43,277.90,273.86,252.74,287.94,,,,,271.59,307.32,319.47,313.42,266.63,211.53,258.40,291.40,301.43,,,,178.09,319.67,,332.89,336.22,331.41,,,,,,,259.48,181.31,,,,285.73,283.18
2023-03-08 21:54:02.815000,L8,295.42,283.41,228.53,267.15,288.57,287.10,286.75,295.38,293.47,306.83,302.08,293.18,230.78,252.26,289.16,289.65,287.67,307.34,326.30,203.07,213.04,212.14,193.57,319.71,318.33,235.56,318.34,279.74,247.40,269.46,294.06,306.35,,,322.66,330.02,329.68,334.85,338.90,243.32,335.12,333.09,320.29,235.90,173.98,257.06,286.87,268.99,224.31,282.58,321.43,254.71,305.81,337.88
2023-03-24 21:53:54.397000,L8,289.86,226.82,222.94,241.43,198.01,192.97,190.48,184.36,191.28,208.93,179.98,182.08,,,,234.15,281.55,298.75,290.13,326.68,314.64,306.14,295.75,,300.93,321.86,249.08,273.92,231.21,256.53,284.88,,,,,172.81,226.79,162.21,330.95,330.44,333.28,,310.65,194.15,169.24,,,190.14,172.62,249.74,226.23,,294.50,295.41
2023-05-11 21:53:22.317000,L8,287.76,226.98,215.29,244.48,197.48,184.09,184.35,183.79,192.47,208.04,178.27,165.62,,,287.50,270.03,281.90,297.22,294.39,,316.05,306.15,298.15,319.02,317.91,325.95,313.65,229.35,230.51,267.62,226.14,199.65,,,,175.57,306.53,155.70,333.11,334.58,332.56,,,,,,,,,,,,278.62,295.86
2023-05-27 21:53:23.179000,L8,151.66,233.50,221.59,248.75,197.34,174.95,186.81,182.01,191.11,306.59,296.67,291.33,285.06,265.93,288.97,270.27,286.98,305.45,325.19,332.83,327.37,313.57,318.26,319.31,324.26,325.89,316.41,214.76,267.97,266.21,264.87,305.40,,,,187.78,328.65,162.68,,336.14,330.42,,269.79,228.80,171.72,,,,,,,,287.01,288.83
2023-07-14 21:53:46.848000,L8,148.45,233.04,223.81,256.12,198.67,181.44,189.24,184.60,191.79,206.01,177.42,294.31,289.54,267.41,290.78,267.32,295.35,307.43,319.24,335.06,334.11,327.22,314.16,323.38,325.86,327.96,322.42,268.26,217.25,264.73,294.76,306.68,,,,184.81,330.69,335.48,,338.38,334.53,330.18,317.62,229.66,173.37,,,267.15,206.16,223.21,308.72,,291.07,294.48
2023-07-30 21:53:54.420000,L8,292.34,282.78,220.38,255.03,201.21,181.24,187.80,179.04,191.39,204.32,175.27,168.04,286.98,239.01,289.37,263.58,289.97,306.09,325.93,332.80,329.09,323.40,304.00,321.29,321.30,328.02,316.76,271.40,248.82,258.10,292.52,307.25,,,319.80,329.41,326.83,,335.50,334.03,336.81,328.18,316.85,,,,,,,,,,188.13,295.49
2023-08-31 21:54:04.186000,L8,302.60,291.09,221.51,262.76,204.99,190.16,187.06,185.11,193.67,304.59,300.17,301.62,288.27,,289.70,288.17,290.40,306.78,331.51,331.96,324.65,309.61,314.33,323.45,313.94,326.25,317.39,208.08,246.72,265.30,292.97,306.22,313.99,315.24,321.57,329.80,280.20,313.05,301.24,261.27,261.56,299.83,282.61,231.37,169.55,,,271.25,193.96,295.10,225.76,263.65,294.86,296.67
2023-09-16 21:54:08.428000,L8,,223.24,211.95,246.27,191.72,184.25,185.98,184.22,193.36,205.31,173.53,169.34,,,,,,,,,,,,,281.10,319.07,314.34,275.00,246.25,271.27,298.03,310.26,314.42,,321.26,295.66,326.10,308.65,337.48,336.67,338.56,300.68,288.64,229.79,170.87,,,,,,,,175.34,282.29
2023-10-18 21:54:12.973000,L8,295.78,282.24,218.44,258.57,201.01,204.11,185.60,185.77,201.82,211.19,184.64,190.76,178.44,,269.34,285.23,280.76,305.15,291.47,,,307.46,296.65,313.06,298.45,321.46,315.54,276.86,223.92,255.60,268.37,299.75,,,,177.68,305.82,164.02,332.40,330.37,330.88,,316.90,194.15,168.85,,,,,251.51,226.33,,288.81,294.83
2023-11-11 21:54:15.194000,L9,295.71,280.86,220.77,264.58,210.64,195.28,191.49,188.78,206.31,296.76,300.27,287.03,285.85,,232.52,285.79,240.45,307.00,292.93,324.55,311.46,322.62,303.29,315.16,309.74,322.89,314.51,297.39,184.40,258.39,292.93,301.88,,,319.90,294.34,328.55,163.00,,,,,320.01,228.86,171.75,,,,183.16,255.08,247.37,227.19,299.99,292.95
2023-11-27 21:54:23.229000,L9,295.40,281.11,218.22,258.70,210.15,225.93,189.88,187.14,203.15,212.90,298.98,287.91,286.99,,287.70,284.09,282.85,302.64,290.96,,301.41,303.34,305.97,309.44,304.48,320.75,314.54,,,259.45,291.74,301.34,,,318.35,327.39,324.42,164.61,337.19,334.05,329.94,325.87,319.36,322.41,171.95,,,,,257.05,242.64,233.11,293.11,288.57
2023-12-13 21:54:22.355000,L9,295.80,244.72,220.85,259.66,208.97,226.99,188.31,184.76,195.63,211.52,185.00,191.56,189.71,,276.25,278.67,271.16,296.65,282.61,,,306.46,295.15,273.18,305.67,322.16,315.46,279.86,248.79,165.41,291.52,303.21,,,,180.58,312.23,165.52,,330.27,300.34,326.96,319.25,235.68,170.10,,,,,252.87,231.39,240.18,278.77,294.97
2024-01-06 21:54:09.654000,L8,294.26,278.38,223.18,257.97,203.49,194.96,186.20,187.33,202.10,212.82,187.34,192.97,190.93,,262.94,275.44,267.21,292.76,287.53,,,,,,,320.40,313.23,271.38,248.02,173.02,,,,,,170.96,179.39,164.64,,,,,,,,,,,,251.77,222.76,232.71,176.25,282.95
2024-01-22 21:54:08.036000,L8,321.40,302.41,328.24,342.44,331.79,311.66,319.63,331.18,344.48,342.16,345.26,319.61,313.85,315.81,424.85,423.23,457.75,336.83,349.37,366.54,361.26,364.44,349.05,350.58,347.23,362.16,349.40,357.90,364.97,322.08,352.58,373.41,377.65,377.02,382.30,399.47,409.32,395.13,428.31,438.05,421.77,400.26,396.63,403.81,376.77,370.88,364.85,370.65,392.82,359.00,403.58,388.44,384.12,411.38
2024-02-07 21:54:10.708000,L8,295.66,280.22,221.42,260.08,212.07,217.37,186.33,187.01,203.50,296.57,297.89,286.40,197.75,,264.99,277.45,271.42,294.78,287.42,,,303.18,293.72,269.28,298.02,321.14,314.09,281.66,247.08,260.11,289.20,300.48,,,,175.70,304.69,167.28,334.06,330.63,328.99,,,,,,,,,254.18,222.51,,297.55,283.58
