dates,satname,nzd0312-0000,nzd0312-0001,nzd0312-0002,nzd0312-0003,nzd0312-0004,nzd0312-0005,nzd0312-0006,nzd0312-0007,nzd0312-0008,nzd0312-0009,nzd0312-0010,nzd0312-0011,nzd0312-0021,nzd0312-0022,nzd0312-0023,nzd0312-0024,nzd0312-0025,nzd0312-0026,nzd0312-0027,nzd0312-0028,nzd0312-0120,nzd0312-0121,nzd0312-0122,nzd0312-0123,nzd0312-0124,nzd0312-0125,nzd0312-0092,nzd0312-0093,nzd0312-0094,nzd0312-0095,nzd0312-0096,nzd0312-0097,nzd0312-0098,nzd0312-0128,nzd0312-0129,nzd0312-0130,nzd0312-0044,nzd0312-0045,nzd0312-0046,nzd0312-0047,nzd0312-0048,nzd0312-0035,nzd0312-0036,nzd0312-0037,nzd0312-0038,nzd0312-0126,nzd0312-0127,nzd0312-0131,nzd0312-0117,nzd0312-0118,nzd0312-0029,nzd0312-0030,nzd0312-0090,nzd0312-0091,nzd0312-0031,nzd0312-0032,nzd0312-0119,nzd0312-0099,nzd0312-0110,nzd0312-0111,nzd0312-0112,nzd0312-0113,nzd0312-0114,nzd0312-0018,nzd0312-0019,nzd0312-0020,nzd0312-0012,nzd0312-0070,nzd0312-0071,nzd0312-0072,nzd0312-0073,nzd0312-0074,nzd0312-0075,nzd0312-0013,nzd0312-0014,nzd0312-0079,nzd0312-0080,nzd0312-0081,nzd0312-0082,nzd0312-0083,nzd0312-0084,nzd0312-0085,nzd0312-0086,nzd0312-0087,nzd0312-0088,nzd0312-0089,nzd0312-0100,nzd0312-0101,nzd0312-0102,nzd0312-0103,nzd0312-0104,nzd0312-0115,nzd0312-0116,nzd0312-0132,nzd0312-0015,nzd0312-0016,nzd0312-0017,nzd0312-0043,nzd0312-0107,nzd0312-0108,nzd0312-0109,nzd0312-0105,nzd0312-0039,nzd0312-0040,nzd0312-0041,nzd0312-0133,nzd0312-0134,nzd0312-0135,nzd0312-0136,nzd0312-0033,nzd0312-0106,nzd0312-0034,nzd0312-0078,nzd0312-0076,nzd0312-0077
2001-04-04 21:44:30.925000,L7,,254.40,229.31,211.60,217.40,211.35,169.96,199.22,232.84,171.35,,,,,,,168.51,71.10,65.88,71.21,,256.43,251.14,224.09,273.05,,,,336.56,324.67,343.79,330.11,340.47,,,,,,,,,,,,,,,,,,81.91,12.94,,,,,,335.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.57,354.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-13 21:50:33.259000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.03,,38.65,,,
2001-05-22 21:44:18.615000,L7,,,202.45,187.20,182.64,206.72,159.49,180.10,189.93,164.86,206.08,223.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-11 21:43:02.212000,L7,,,,,,,,195.57,184.57,154.15,206.74,285.85,271.43,245.60,210.17,189.73,159.13,131.23,125.70,,257.24,234.75,252.35,237.19,275.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-04 21:48:54.017000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.17,331.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.91,,,,,,,,,,,,,,,,,,,,,,
2001-10-29 21:42:45.257000,L7,,,,,,,,,,,,,,,,,,,,,316.73,238.88,245.86,236.66,252.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-17 21:43:16.786000,L7,333.67,334.88,317.85,313.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.28,144.01,51.96,62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-02 21:43:18.682000,L7,,316.11,288.52,255.39,250.26,263.46,268.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-25 21:49:35.857000,L7,,,,,,,,,,,,,,,,,,,,,295.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.38,337.63,,,,,,,226.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-06 21:43:23.680000,L7,265.82,260.38,266.99,237.75,221.97,198.00,,,,,,,,,,,,,,,319.40,247.24,251.62,223.12,269.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-22 21:43:16.355000,L7,258.02,257.44,219.07,210.04,193.83,160.04,201.44,193.93,255.68,262.42,285.14,,,,,,,,,,,,,,,186.48,,,,,,,,318.29,303.23,346.70,,,,,,,,,,238.47,265.77,364.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-14 21:49:26.507000,L7,,,323.34,188.41,223.53,216.85,157.51,182.79,184.16,155.38,,,,,,,,,,,255.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.43,306.43,,,,,,,219.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-09 21:43:16.766000,L7,233.05,271.86,202.82,192.72,193.91,215.23,161.89,181.48,187.13,163.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.71,321.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-19 21:48:57.399000,L7,,,,,,,,,,,,210.52,258.54,234.87,201.56,170.11,161.36,124.53,130.51,,,,,,,,315.40,335.82,351.84,356.24,353.28,,,,,,,,,,,,160.83,131.14,98.60,,,,,,,,,,,,,,,,,,,,129.00,244.91,298.54,,,,,,,297.74,257.39,,,,,,,,,,,,,,,,,,,,197.75,,,,,,,,134.16,,,,,,,,,,,,
2002-08-20 21:48:46.449000,L7,,325.73,221.74,204.08,193.82,215.60,166.48,192.08,192.32,169.95,214.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-05 21:48:38.182000,L7,299.41,261.38,,,,,,,,,,,,127.28,201.27,102.08,127.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-14 21:42:19.037000,L7,285.29,275.18,215.60,213.14,195.13,199.68,163.50,220.59,215.51,174.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30 21:42:11.676000,L7,335.52,315.65,265.35,293.60,289.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-10 21:48:53.163000,L7,216.57,280.78,277.55,,,,,,,,,,,,,163.05,141.52,114.04,119.41,100.11,,,,,,,286.33,323.96,335.03,354.12,362.50,366.39,373.42,,,,142.46,157.20,154.01,156.02,175.54,,,,,,,,,,66.80,87.23,261.29,282.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-26 21:48:59.976000,L7,,316.83,307.96,294.73,,,,,,,,,,,,,,,,,,,,,,,,,338.95,360.26,344.99,364.47,360.22,,,,,,,,,,,,,,,,,,,,,,,,,357.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-11 21:49:02.380000,L7,312.14,308.61,,,,,,,,,,,,,,,,,,,,270.61,219.06,218.84,293.85,299.65,,,,,,,,314.44,327.03,346.81,,,,,,,,,,,325.36,362.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-20 21:42:57.343000,L7,,,,,,,,,,,,,,,,,,,,,,267.06,208.47,244.52,219.30,266.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-27 21:49:09.075000,L7,334.78,270.68,253.45,223.16,230.01,241.17,257.26,275.15,,,,,250.08,205.19,123.90,144.48,116.15,96.46,79.86,52.79,273.04,280.30,282.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.36,57.09,,,63.41,103.79,236.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-05 21:43:05.844000,L7,307.69,278.32,,,,,,,,,,,,,,,,,,,314.43,235.80,217.08,227.33,204.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-21 21:43:08.504000,L7,259.31,282.26,265.82,231.06,201.00,235.39,192.17,232.11,,,,,,,,,,,,,266.42,244.71,255.07,234.41,213.04,,292.40,332.37,345.43,363.56,363.44,357.85,360.12,,,,140.02,155.49,169.00,178.91,176.37,,,,,,,,,,,,,,,,248.71,360.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-16 21:49:22.109000,L7,,,,,,,,,,,,,,,,,,,,,271.32,217.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.26,,,,,,,338.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-25 21:43:05.785000,L7,258.16,258.45,250.76,227.37,209.49,188.29,166.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.56,155.57,168.04,175.10,172.48,,,,,,,,,,,,,,,,,,177.78,175.91,213.49,234.74,252.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-03 21:49:25.094000,L7,,,333.12,192.24,212.63,211.90,159.99,186.38,189.82,164.86,211.08,238.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-12 21:43:12.052000,L7,,238.45,207.35,189.70,180.61,204.53,157.54,180.36,184.20,175.94,204.13,229.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-23 21:31:02.158000,L5,,,,,,,,,,,,,272.37,241.37,213.25,184.39,167.90,137.12,142.63,,289.74,275.02,274.18,,,,,,,,,,,,,,,,,,,,,,,,,,,309.77,,,,,,,308.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-30 21:37:21.273000,L5,222.38,246.11,203.31,199.01,182.57,186.13,160.36,186.51,195.95,172.26,210.11,230.43,269.75,246.31,217.33,194.23,166.01,147.73,141.29,,282.59,259.21,268.92,,,,,,,,,,,,,,,,,,,,,,,,,,,317.44,,,,,,,317.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-15 21:37:36.307000,L5,255.61,259.94,210.40,208.14,188.51,194.21,166.31,202.71,199.71,173.66,220.64,289.31,269.61,251.71,217.58,189.11,171.93,140.48,143.57,,289.74,268.77,265.11,,,,,,,,,,,,,,,,,,,,,,,,,,,313.54,,,,,,,308.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-18 21:38:36.209000,L5,255.93,257.61,223.60,214.29,185.29,197.25,170.85,224.27,217.72,259.93,275.01,,,242.63,212.07,174.02,160.06,125.13,136.31,,,,,,,,,,,,,,,,,,146.90,160.06,174.31,186.11,174.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-28 21:32:58.000000,L5,255.99,262.58,229.01,214.79,180.44,197.52,183.83,225.39,244.89,275.75,,,271.81,242.14,207.38,122.91,155.92,129.95,131.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-14 21:33:02.337000,L5,254.65,256.82,222.97,223.83,167.90,186.59,167.69,219.32,232.82,273.52,,,272.13,240.73,208.88,175.06,155.79,130.34,135.11,,332.54,267.51,270.53,,,,,,,,,,,,,,,,,,,,,,,,,,,304.27,,,,,,,299.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-30 21:33:12.497000,L5,256.73,257.91,225.62,220.07,167.26,175.76,170.22,212.90,231.97,273.87,293.38,,272.31,241.55,211.10,179.80,163.94,131.72,137.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-15 21:33:14.008000,L5,255.43,259.23,227.11,222.25,168.36,188.74,180.47,219.37,239.97,,,,269.77,246.51,211.16,184.11,163.21,141.47,139.12,,334.56,265.67,281.58,,,,,,,,,,,,,,,,,,,,,,,,,,,306.64,,,,,,,258.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-23 21:39:37.913000,L5,247.98,255.87,210.46,209.50,176.99,177.71,153.47,,,,,,,,,,,,,,287.60,270.26,270.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-19 21:33:35.101000,L5,258.77,263.07,227.40,222.35,169.91,189.02,173.88,220.37,243.21,185.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-20 21:34:19.103000,L5,263.50,265.14,222.72,215.34,181.47,192.67,176.14,215.61,219.52,178.82,222.94,,,,,,,,,,293.05,270.05,269.88,,,,,,,,,,,,,,,,,,,,,,,,,,,310.69,,,,,,,257.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-07 21:35:42.701000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,291.32,318.33,328.80,345.37,343.32,,,,,,,,,,,,,,,,,,,,,,268.44,278.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-23 21:36:10.798000,L5,,,,,189.13,194.44,158.77,190.25,191.15,168.37,,,,,,,,,,,281.61,282.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.73,,,,,,,323.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-20 21:45:16.509000,L5,259.58,259.84,227.99,220.38,183.10,199.55,178.50,224.23,245.07,268.57,288.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-30 21:39:51.941000,L5,257.61,257.54,225.66,219.09,176.37,188.68,167.15,219.82,231.84,262.15,279.47,,,244.88,210.93,170.89,159.72,126.89,134.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-16 21:40:11.018000,L5,258.40,255.87,225.89,217.82,174.79,181.79,165.12,216.01,220.61,261.59,279.72,,267.63,242.79,206.10,175.81,162.24,142.61,135.35,,,,,,,,312.86,329.32,348.78,360.88,367.28,370.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-17 21:40:37.592000,L5,252.16,254.76,219.30,210.73,166.42,181.70,164.20,211.43,221.48,263.68,287.62,,270.47,242.88,207.16,181.67,164.64,136.21,138.84,,,,,,,,317.65,327.24,347.59,359.68,367.11,371.78,374.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-18 21:41:06.279000,L5,258.81,259.07,225.13,215.59,171.68,183.05,169.10,221.13,234.26,276.96,,,,,,,,,,,286.52,268.04,274.52,,,,,,,,,,,,,,,,,,,,,,,,,,,314.07,,,,,,,316.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09 21:41:44.008000,L5,267.65,267.68,240.62,239.26,191.95,192.74,155.95,180.94,188.51,163.56,206.81,252.41,,,,,,,,,287.67,270.95,271.44,,,,278.65,302.56,331.47,348.09,342.52,354.61,373.19,,,,,,,,,,,,,,,,,308.51,,,271.32,276.31,,,323.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-25 21:41:52.011000,L5,,222.69,204.14,199.78,182.23,189.30,156.88,184.41,194.80,171.72,214.23,235.21,,,,,,,,,297.16,272.48,289.70,,,,,,,,,,,,,,,,,,,,,,,,,,,310.16,,,,,,,262.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:06.521000,L5,239.13,241.57,214.34,206.88,196.57,191.77,170.83,205.33,204.51,183.34,229.24,255.79,,,,,,,,,289.67,285.86,277.96,,,,,,,,,,,,,,,,,,,,,,,,,,,310.84,,,,,,,321.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-10 21:42:00.075000,L5,,,,,164.10,192.53,160.20,183.56,195.84,175.00,208.30,229.82,,,,,,,,,340.09,288.09,289.66,,,,321.12,333.21,349.91,361.36,364.76,364.02,374.64,,,,,,,,,,,,,,,,,310.56,,,,,,,316.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-26 21:42:04.528000,L5,,,,,200.69,201.77,161.73,195.72,200.05,174.11,219.89,236.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.07,164.99,247.51,,,,,,,,309.28,285.05,,,,,,,,,,,,,,,,,,,,213.71,271.58,185.89,,,,,,,,,,,,,,,,,,
2005-07-12 21:42:11.363000,L5,233.86,233.35,215.56,211.43,209.37,207.34,163.84,204.48,205.84,177.68,228.19,250.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
