dates,satname,nzd0050-0000,nzd0050-0001,nzd0050-0002
1999-08-17 22:10:26.276000,L7,390.35,381.19,354.41
1999-09-27 22:04:25.056000,L7,381.98,378.03,343.16
1999-11-14 22:04:18.343000,L7,391.07,385.67,353.04
2000-01-01 22:04:13.486000,L7,397.18,387.84,368.07
2000-02-09 22:10:19.398000,L7,,416.71,410.55
2000-04-29 22:09:53.797000,L7,417.73,407.63,407.07
2000-05-15 22:09:42.527000,L7,,428.13,410.29
2000-05-24 22:03:22.722000,L7,391.92,385.68,351.59
2000-08-03 22:08:44.137000,L7,379.98,375.08,337.23
2000-08-19 22:08:38.248000,L7,374.93,376.14,332.55
2000-11-07 22:07:53.532000,L7,392.72,366.44,
2001-03-08 22:01:45.126000,L7,361.48,359.14,346.25
2001-03-24 22:01:35.778000,L7,,339.64,342.79
2001-06-03 22:07:16.736000,L7,394.40,393.61,342.28
2001-06-19 22:07:05.722000,L7,400.02,397.41,404.96
2001-08-15 22:00:14.727000,L7,408.61,408.35,354.17
2001-09-07 22:06:11.116000,L7,389.04,381.05,354.64
2001-11-19 21:59:56.393000,L7,381.64,377.95,352.57
2001-12-05 21:59:55.034000,L7,376.42,359.26,358.09
2001-12-12 22:06:14.960000,L7,375.89,367.17,345.39
2001-12-21 22:00:05.972000,L7,391.43,380.24,356.81
2002-01-22 22:00:16.971000,L7,,304.51,350.73
2002-02-14 22:06:29.522000,L7,425.82,402.19,386.41
2002-03-27 22:00:13.634000,L7,335.29,367.41,348.73
2002-07-08 22:06:00.488000,L7,399.15,402.00,398.43
2002-07-17 21:59:44.793000,L7,391.73,388.25,341.52
2002-08-09 22:05:46.029000,L7,343.10,335.79,335.00
2002-10-12 22:05:14.598000,L7,392.69,341.40,353.37
2002-10-28 22:05:22.323000,L7,373.97,346.02,350.75
2002-11-22 21:59:33.639000,L7,382.53,383.59,353.46
2003-01-09 21:59:45.950000,L7,399.25,359.34,352.16
2003-03-30 22:00:07.079000,L7,334.92,350.66,348.88
2003-04-06 22:06:21.012000,L7,414.36,411.43,417.28
2003-04-22 22:06:19.091000,L7,,407.98,413.36
2003-05-24 22:06:17.162000,L7,369.13,367.72,331.86
