dates,satname,nzd0351-0000,nzd0351-0001,nzd0351-0002,nzd0351-0003,nzd0351-0004,nzd0351-0005,nzd0351-0006,nzd0351-0007,nzd0351-0008,nzd0351-0009,nzd0351-0010,nzd0351-0011,nzd0351-0012,nzd0351-0013,nzd0351-0014,nzd0351-0015,nzd0351-0016,nzd0351-0017,nzd0351-0018,nzd0351-0019,nzd0351-0020,nzd0351-0021,nzd0351-0022,nzd0351-0023,nzd0351-0024,nzd0351-0025,nzd0351-0026,nzd0351-0027,nzd0351-0028,nzd0351-0029,nzd0351-0030,nzd0351-0031,nzd0351-0032,nzd0351-0033,nzd0351-0034,nzd0351-0035,nzd0351-0036,nzd0351-0037,nzd0351-0038,nzd0351-0039,nzd0351-0040,nzd0351-0041,nzd0351-0042,nzd0351-0043,nzd0351-0044,nzd0351-0045,nzd0351-0046,nzd0351-0047,nzd0351-0048,nzd0351-0049,nzd0351-0050,nzd0351-0051,nzd0351-0052,nzd0351-0053,nzd0351-0054,nzd0351-0055,nzd0351-0056,nzd0351-0057,nzd0351-0058,nzd0351-0059,nzd0351-0060,nzd0351-0061,nzd0351-0062,nzd0351-0063,nzd0351-0064,nzd0351-0065,nzd0351-0066,nzd0351-0067,nzd0351-0068,nzd0351-0069,nzd0351-0070,nzd0351-0071,nzd0351-0072,nzd0351-0073,nzd0351-0074,nzd0351-0075,nzd0351-0076,nzd0351-0077,nzd0351-0078,nzd0351-0079,nzd0351-0080,nzd0351-0081,nzd0351-0082,nzd0351-0083,nzd0351-0084,nzd0351-0085,nzd0351-0086,nzd0351-0087,nzd0351-0088,nzd0351-0089,nzd0351-0090,nzd0351-0091,nzd0351-0092,nzd0351-0093,nzd0351-0094,nzd0351-0095,nzd0351-0096,nzd0351-0097,nzd0351-0098,nzd0351-0099,nzd0351-0100,nzd0351-0101,nzd0351-0102,nzd0351-0103,nzd0351-0104,nzd0351-0105,nzd0351-0106,nzd0351-0107,nzd0351-0108,nzd0351-0109,nzd0351-0110,nzd0351-0111,nzd0351-0112,nzd0351-0113,nzd0351-0114,nzd0351-0115,nzd0351-0116,nzd0351-0117,nzd0351-0118,nzd0351-0119,nzd0351-0120,nzd0351-0121,nzd0351-0122,nzd0351-0123,nzd0351-0124,nzd0351-0125,nzd0351-0126,nzd0351-0127,nzd0351-0128,nzd0351-0129,nzd0351-0130,nzd0351-0131,nzd0351-0132,nzd0351-0133,nzd0351-0134,nzd0351-0135,nzd0351-0136,nzd0351-0137,nzd0351-0138,nzd0351-0139,nzd0351-0140,nzd0351-0141,nzd0351-0142,nzd0351-0143,nzd0351-0144,nzd0351-0145,nzd0351-0146,nzd0351-0147,nzd0351-0148,nzd0351-0149,nzd0351-0150,nzd0351-0151,nzd0351-0152,nzd0351-0153,nzd0351-0154,nzd0351-0155,nzd0351-0156,nzd0351-0157,nzd0351-0158,nzd0351-0159,nzd0351-0160,nzd0351-0161,nzd0351-0162,nzd0351-0163,nzd0351-0164,nzd0351-0165,nzd0351-0166,nzd0351-0167,nzd0351-0168,nzd0351-0169,nzd0351-0170,nzd0351-0171,nzd0351-0172
2000-08-03 22:10:43.917000,L7,335.80,267.89,233.18,214.21,240.89,300.76,367.36,350.23,370.42,384.02,377.30,374.37,354.32,362.18,365.73,376.86,381.82,375.74,385.33,386.92,394.66,380.11,382.68,376.95,351.49,358.92,244.18,256.17,277.98,285.78,293.83,297.86,293.70,306.68,308.28,303.48,310.88,311.09,226.42,321.09,311.10,299.99,293.85,276.15,293.15,299.66,228.61,303.66,314.63,328.21,320.65,313.34,311.41,189.09,313.08,311.79,315.41,321.86,309.97,308.68,320.07,222.24,267.33,269.49,293.84,314.56,316.69,322.57,314.75,302.77,314.85,317.02,311.32,264.64,303.83,299.26,308.89,303.49,261.26,344.75,243.18,267.74,265.77,293.31,308.63,313.25,321.11,249.19,272.76,290.47,288.31,269.31,274.61,275.34,273.09,269.26,254.59,259.82,281.55,271.32,254.84,233.47,260.55,268.67,273.01,274.34,279.62,287.06,297.94,319.50,323.85,265.11,259.51,304.20,307.07,309.23,313.44,264.34,246.37,264.45,273.40,270.89,267.01,292.88,304.08,306.13,308.94,322.37,314.20,306.51,315.02,285.81,325.72,318.30,302.45,337.29,268.91,240.88,316.58,266.74,281.37,288.98,298.34,285.69,336.23,251.99,259.18,255.70,248.18,284.33,289.46,301.06,280.22,229.83,239.74,272.63,273.42,265.11,248.12,234.96,228.57,225.92,251.28,233.47,238.80,252.70,271.48,294.11,301.12,308.80,313.41,294.73,313.48
2000-08-19 22:10:38.028000,L7,266.19,241.14,248.68,218.08,207.41,273.71,321.66,302.88,440.77,355.69,358.95,340.92,369.14,367.07,341.17,350.49,380.86,361.55,346.20,360.20,365.67,376.90,375.65,374.85,374.84,381.04,396.84,394.03,401.79,201.50,382.20,381.38,386.50,320.12,370.41,334.27,383.81,392.53,372.40,386.88,379.65,379.99,395.05,401.88,398.80,402.91,427.23,404.65,395.28,449.69,430.49,446.32,533.70,530.52,392.95,374.61,352.65,368.29,374.12,364.66,372.25,386.20,383.37,402.39,405.22,418.71,443.00,456.65,465.39,410.29,404.80,358.24,378.95,387.71,373.58,373.29,372.08,396.11,412.74,330.27,436.86,437.06,421.19,438.24,403.75,358.31,352.75,343.66,374.88,408.79,423.17,397.72,411.55,385.62,438.76,431.31,389.27,391.01,413.72,403.29,414.60,416.87,448.40,456.35,415.29,407.89,363.09,369.76,347.96,361.96,361.59,386.58,420.20,405.88,458.36,383.52,363.70,371.28,411.83,421.11,445.82,380.41,367.50,374.98,388.74,333.48,385.14,434.18,424.71,437.78,373.27,252.51,381.42,329.99,360.62,313.15,167.80,219.61,300.52,231.68,395.08,386.92,317.68,234.80,407.87,424.62,307.03,365.29,375.75,372.33,368.11,209.16,291.17,260.46,266.35,437.70,429.03,435.95,443.02,352.44,354.91,357.46,352.65,326.09,176.18,298.73,263.30,301.68,323.82,243.18,338.80,295.77,242.41
2000-09-13 22:04:02.015000,L7,,,,,,,,,,,,,,,,,,,,191.26,200.68,209.44,,,,,,,,,,212.21,221.42,196.79,222.28,,,,,,,,,,,,,,,,,,,,,,,,279.83,297.78,311.00,354.60,,,,,,,,,,,,,,,,,,,,,280.27,280.21,309.25,,,,,,,,546.69,529.40,512.42,513.77,,,,,,,,,,,,,,,,,,,,,,,274.92,269.86,279.16,292.34,300.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.40,236.32,227.37,276.16
2000-09-20 22:10:03.047000,L7,321.40,279.49,270.39,434.74,515.84,409.08,417.04,404.36,371.69,379.72,405.61,422.06,444.35,408.63,503.11,512.98,449.80,463.81,498.51,504.98,467.84,476.99,475.31,458.95,475.51,411.93,435.59,482.39,504.03,518.48,494.75,459.16,445.37,489.23,487.94,471.89,458.51,462.97,467.79,465.99,468.24,462.71,462.97,464.19,472.12,470.60,477.11,474.54,478.11,471.74,446.85,446.66,508.73,471.80,357.37,362.54,361.07,368.24,396.21,387.88,357.81,354.33,361.12,361.86,359.20,367.16,382.26,410.85,413.57,398.07,399.45,413.88,414.98,421.67,408.86,405.57,395.52,388.64,382.83,390.52,405.86,404.19,420.02,408.32,417.35,365.20,379.12,411.82,420.31,424.99,417.36,407.66,412.12,412.91,417.40,422.97,413.79,342.89,398.30,395.59,342.91,409.07,395.77,388.20,398.01,381.15,362.00,369.29,388.19,295.01,358.89,393.56,416.91,409.81,418.18,408.23,355.70,392.53,393.46,389.02,398.95,404.02,398.60,405.03,400.67,379.20,404.94,407.03,415.68,406.74,408.10,405.11,339.23,337.37,380.77,344.95,347.69,363.52,381.98,384.94,400.01,410.83,414.88,423.41,406.79,403.85,398.61,397.93,309.06,312.32,310.76,342.22,374.06,324.56,316.18,308.44,300.17,303.11,335.82,347.49,391.50,323.13,345.53,347.51,339.04,349.27,338.47,347.66,365.33,378.26,376.08,385.37,392.53
2000-11-07 22:09:53.335000,L7,,487.89,502.15,530.82,443.35,446.87,499.95,286.21,292.43,,,,301.41,314.76,326.24,337.68,343.44,341.32,329.81,323.73,327.21,325.49,328.38,336.39,345.57,346.30,336.27,,255.21,309.77,269.66,290.95,287.44,296.18,289.56,329.21,304.19,251.73,254.80,321.22,253.21,329.96,346.22,352.63,317.12,357.46,327.49,371.78,399.52,361.61,376.37,368.44,379.40,372.96,371.42,388.62,401.26,415.01,,,252.85,352.15,376.79,365.55,,,349.53,300.10,298.59,301.93,310.63,326.33,333.50,339.62,341.29,318.52,304.44,319.43,403.98,222.46,257.97,230.07,303.52,294.06,294.00,283.23,247.79,260.98,245.30,512.15,515.95,518.30,533.05,523.23,361.46,298.98,296.39,500.04,497.18,449.12,462.07,320.58,320.26,334.67,363.40,360.00,345.95,373.67,362.17,350.73,288.58,370.03,325.27,238.77,323.36,334.69,466.14,461.86,445.77,455.10,461.02,398.53,281.54,285.02,296.81,323.47,320.07,343.35,339.42,335.38,335.55,326.64,327.04,332.69,329.53,338.92,352.29,315.36,326.53,336.83,302.17,327.14,326.29,308.52,322.46,331.07,304.48,197.03,218.33,254.79,351.33,329.36,333.15,339.94,275.68,280.43,359.43,365.53,340.50,363.61,317.23,223.18,336.11,274.23,270.78,251.36,177.97,416.84,397.61,,,333.10,312.29
2000-12-18 22:03:49.828000,L7,420.93,319.05,212.34,207.71,189.11,202.08,206.26,470.55,441.43,441.70,195.98,194.17,198.06,200.31,232.86,225.86,234.23,221.81,207.10,207.44,209.20,214.75,213.93,210.19,201.18,197.79,199.18,211.88,217.52,218.36,203.00,236.61,236.78,208.96,211.04,220.19,228.33,277.71,247.58,224.26,240.19,227.55,219.59,427.74,453.96,444.13,455.66,450.39,436.92,439.97,537.98,535.75,514.01,506.76,546.14,522.75,524.61,193.27,190.87,365.53,381.60,458.29,443.05,489.55,504.88,430.29,550.52,396.88,405.06,386.07,350.19,186.88,175.92,507.46,506.03,494.54,492.61,487.04,485.52,489.64,494.07,516.33,516.64,525.89,534.80,539.40,463.57,,,,,,,,,,,,,,,,,,,,,,467.93,438.94,423.87,411.07,360.42,413.59,421.67,451.56,440.07,442.16,189.74,184.52,181.23,,,,,399.16,417.06,164.56,188.37,193.20,195.08,185.45,178.45,426.31,429.96,413.05,424.66,416.48,409.08,415.84,426.69,438.55,433.23,441.38,449.44,447.66,447.95,425.85,438.46,443.48,390.82,536.76,508.40,489.89,497.41,503.95,398.28,401.66,386.99,378.73,,,394.61,403.28,400.79,420.43,442.62,469.80,175.90,187.50,204.70,218.43,225.48
2001-01-10 22:10:03.706000,L7,,,,,,,,,,,,,172.18,204.92,214.31,183.11,230.01,256.19,264.08,236.95,,225.75,241.91,243.52,258.30,181.55,233.53,246.50,255.01,259.87,288.94,,,,,,219.18,226.56,211.29,,,,,,,,292.98,299.55,309.93,221.07,320.68,330.51,324.54,290.47,215.63,169.38,212.57,245.96,226.63,206.37,206.80,242.80,228.40,238.51,225.70,,,,313.12,270.99,223.08,264.59,246.32,215.87,237.10,188.11,243.08,,243.41,254.12,,,,,,,,,,,,,241.36,217.80,237.50,,,,,,222.55,192.20,245.40,240.87,194.21,184.39,179.10,185.30,193.26,206.61,222.31,220.93,218.02,199.52,208.48,195.37,184.52,202.25,205.24,271.85,220.99,224.08,231.77,222.59,170.79,207.57,170.09,175.44,,,214.37,222.67,230.15,230.12,,,194.73,194.04,190.40,202.63,286.83,284.99,173.14,182.88,206.77,194.18,201.25,197.85,192.12,195.81,243.07,224.65,218.47,221.93,196.63,,,,,,,,,,,,172.09,188.41,237.61,239.95,274.55,294.48,298.28
2001-01-19 22:03:55.051000,L7,409.18,416.39,432.56,440.64,339.27,374.62,319.79,409.59,382.29,431.04,274.70,282.27,200.72,211.82,216.01,225.77,245.63,215.16,379.50,519.09,488.68,498.43,489.57,486.21,357.23,303.70,323.83,271.83,504.33,390.20,373.50,,358.41,373.16,383.86,383.51,289.99,246.18,257.85,341.97,395.30,325.03,368.64,383.26,312.49,335.40,338.45,387.42,476.45,443.11,447.40,430.65,459.96,400.90,426.33,524.63,462.15,346.77,351.36,367.05,348.52,253.28,257.29,222.65,428.97,308.20,258.91,413.15,416.49,394.05,390.04,368.28,351.91,359.53,312.17,338.35,353.63,351.65,360.44,,377.52,378.59,390.05,351.24,390.68,363.60,356.16,318.51,358.29,338.54,337.97,162.57,173.00,168.22,170.27,175.72,177.33,184.01,176.24,176.29,173.30,172.81,175.29,176.28,172.75,176.17,176.52,172.43,171.43,175.95,184.93,179.76,176.19,174.61,179.09,257.65,233.02,239.93,183.75,190.58,184.95,182.94,178.82,172.78,173.42,436.32,236.06,299.83,226.18,392.94,454.02,258.82,290.69,440.23,345.56,344.06,332.79,290.12,401.50,420.77,332.58,380.92,383.84,401.24,371.79,384.47,361.76,409.75,375.29,379.97,441.71,457.42,438.70,436.18,407.26,432.31,405.68,421.50,297.79,291.73,294.52,424.41,414.81,417.67,396.54,395.35,394.65,397.45,393.28,429.45,469.41,463.74,496.40
2001-02-20 22:03:48.640000,L7,320.35,300.80,301.65,340.29,291.96,279.72,279.89,269.10,261.50,282.97,279.50,297.76,306.72,358.30,353.92,368.21,393.24,358.37,285.43,313.64,296.41,302.37,328.78,284.82,280.95,261.47,267.35,324.46,312.74,341.52,350.12,372.25,337.60,330.80,309.34,286.52,308.21,318.36,296.11,353.05,390.88,350.74,368.95,436.65,401.00,405.52,378.54,351.76,433.39,396.08,419.76,287.40,310.85,299.94,314.49,331.82,286.28,282.48,288.21,277.74,258.93,266.69,309.57,272.36,278.53,263.47,291.64,310.20,275.02,291.20,325.02,296.14,301.96,308.48,294.70,278.17,320.29,315.26,327.52,338.37,357.20,361.02,349.30,313.35,337.42,323.24,296.63,275.73,287.29,320.28,278.72,267.00,323.12,334.68,379.75,332.69,304.83,371.95,388.08,312.62,323.13,294.86,334.78,296.32,295.12,302.70,339.09,365.66,319.35,269.90,270.87,357.69,351.37,377.13,348.83,355.58,277.63,283.39,313.77,323.72,320.02,321.78,385.53,393.34,367.30,384.29,421.97,360.42,334.92,281.55,276.34,352.69,472.50,319.53,292.64,295.23,320.21,329.64,341.59,329.98,250.86,335.98,343.46,290.69,279.41,291.66,303.63,316.86,368.86,358.67,284.83,257.49,252.91,255.69,273.77,287.26,276.75,284.64,282.01,291.47,318.22,248.34,313.48,287.00,264.19,375.22,293.10,254.26,314.81,367.76,363.32,351.09,338.48
2001-03-08 22:03:44.911000,L7,,,,,,,,,,,,,213.96,227.17,246.43,271.05,292.60,298.15,,,,,,,186.78,203.46,202.72,215.01,218.39,225.34,218.17,212.88,227.39,230.79,256.40,267.97,,,211.46,217.37,259.15,301.09,206.81,258.38,263.24,266.93,279.58,242.05,247.36,247.19,238.66,232.64,244.20,264.23,266.44,,193.89,208.88,225.19,220.30,222.33,213.75,244.88,257.09,197.02,196.05,271.84,260.92,256.89,186.22,185.59,194.34,187.83,185.66,199.25,201.76,187.81,181.29,194.17,190.93,192.41,199.36,204.24,360.41,247.95,217.29,167.54,168.14,188.56,217.44,243.26,193.01,202.02,192.83,206.36,207.19,172.91,183.52,186.89,232.99,233.90,238.91,241.06,195.23,182.86,165.83,177.35,268.91,239.25,203.82,253.60,286.92,279.95,265.92,235.78,287.70,295.77,252.24,182.38,205.02,175.81,183.09,180.97,177.98,224.45,213.78,214.39,206.13,201.74,192.35,262.70,298.71,280.61,,,218.89,230.62,246.67,176.93,247.12,265.88,259.34,264.73,370.13,383.61,379.15,214.47,222.69,396.80,401.35,386.58,418.02,274.94,277.72,282.25,289.17,247.02,291.79,259.50,303.36,295.86,301.37,329.09,328.88,,,,167.11,228.72,250.57,217.91,239.76,279.27
2001-03-31 22:09:43.621000,L7,361.82,336.97,326.68,285.62,284.28,194.42,229.09,232.76,218.69,211.38,230.67,259.77,239.63,293.56,300.33,321.99,343.36,341.45,339.01,342.20,353.71,361.46,286.28,271.18,272.08,232.27,233.02,253.64,241.15,242.16,256.35,251.07,244.64,252.79,234.07,224.34,231.51,223.68,247.34,229.48,230.87,223.78,230.16,238.05,223.13,236.76,239.24,228.51,226.89,229.23,223.19,226.30,230.14,223.71,212.31,223.49,225.44,215.67,209.23,215.80,208.85,223.39,209.69,207.09,214.69,199.54,197.49,195.02,186.92,199.26,203.08,196.87,190.32,193.74,204.00,204.49,205.97,245.20,226.47,211.77,231.18,237.21,235.20,221.51,205.49,203.66,205.69,190.09,200.88,174.55,181.94,181.97,191.54,174.20,180.03,205.63,219.28,208.98,218.58,205.68,198.21,205.73,197.69,191.98,194.46,202.25,197.03,185.00,195.49,187.11,200.69,209.37,205.91,204.94,210.44,205.58,204.52,212.56,190.86,191.06,192.02,193.66,210.39,201.82,190.63,210.61,440.60,401.69,446.27,436.63,449.45,447.54,450.12,462.64,453.37,419.06,473.05,481.54,490.59,444.83,473.89,483.31,478.20,492.62,479.78,419.62,461.93,456.71,467.02,466.78,474.57,469.90,460.38,451.70,461.32,437.27,420.51,382.68,400.37,390.50,397.27,381.82,422.96,433.81,437.33,174.49,172.88,185.15,195.81,201.72,224.16,238.71,250.08
2001-05-02 22:09:39.867000,L7,478.13,431.62,361.25,375.41,379.13,391.54,355.68,353.23,338.30,343.10,357.42,374.82,397.71,398.99,526.54,461.42,460.12,347.86,518.72,333.95,311.24,310.72,316.81,318.68,287.04,286.70,268.77,506.23,477.19,446.09,532.56,530.37,490.88,419.85,428.47,475.79,468.98,372.91,368.25,382.35,381.90,361.39,400.38,396.02,350.63,403.37,391.83,385.28,377.33,388.64,406.02,396.91,209.02,211.43,329.30,364.82,348.12,361.79,397.64,371.24,373.76,365.97,359.73,192.46,191.22,189.95,189.54,188.85,187.06,300.15,313.33,304.41,304.23,303.90,300.52,297.40,182.04,181.06,172.45,173.80,191.70,192.06,311.75,246.15,291.48,468.25,479.65,480.38,333.11,355.38,338.40,264.85,475.30,337.17,353.42,182.03,189.68,183.82,182.85,182.22,190.24,192.41,,284.77,313.88,362.82,399.48,411.83,,,,,,,,,,,,,386.70,398.80,401.26,403.92,399.37,401.01,381.00,406.61,,,,,,,,,,307.34,319.48,324.02,,,,,,,506.32,481.17,469.95,309.46,322.61,296.72,300.18,319.04,329.19,332.86,482.65,469.26,466.26,453.86,299.31,300.77,290.86,280.94,272.69,285.16,304.28,325.44,374.36,382.04,395.94,404.20,
2001-05-27 22:03:12.319000,L7,503.10,474.45,426.83,429.03,359.56,303.17,383.89,378.99,375.80,368.56,390.40,398.27,436.39,436.58,447.79,453.32,476.43,442.11,453.79,459.35,455.81,441.35,443.40,478.67,484.91,500.16,361.43,351.47,354.98,352.14,385.39,365.19,362.40,359.63,312.59,397.05,384.92,390.20,383.11,414.99,412.71,405.48,224.75,230.36,221.11,390.44,391.28,400.35,399.29,352.18,231.11,409.44,220.32,453.74,469.29,450.94,249.84,253.23,281.12,199.16,205.56,205.63,338.42,343.33,202.51,363.17,357.83,368.90,383.48,188.49,400.88,393.41,171.23,385.01,383.46,419.84,406.45,381.33,404.19,405.81,405.57,340.28,414.81,200.21,334.91,413.16,182.23,186.94,191.40,202.38,304.78,295.29,197.56,185.09,183.94,290.71,191.08,169.48,179.59,177.55,174.31,177.83,177.11,185.12,176.12,183.91,187.51,192.51,189.07,197.24,187.91,189.30,184.91,185.04,186.84,198.41,184.02,195.17,202.09,199.85,177.76,177.75,432.03,175.77,183.33,182.70,194.77,179.96,187.04,172.36,175.07,193.42,191.96,191.09,199.09,341.31,341.41,341.35,342.53,340.80,346.27,357.70,372.91,363.97,362.62,362.57,371.48,369.04,411.16,396.34,401.99,369.28,348.82,384.11,382.85,273.73,323.82,321.94,313.10,366.01,287.61,344.89,357.49,339.07,330.85,317.76,354.06,404.27,403.31,402.72,408.13,440.96,360.60
2001-06-03 22:09:16.498000,L7,,,,,,,,220.89,252.75,238.55,262.64,279.02,,,,,219.08,215.73,224.47,229.00,237.24,239.11,,,246.89,281.20,277.98,284.76,299.97,299.69,300.15,,,,,,,248.69,246.93,259.77,328.21,333.09,316.66,,,,,,,,,,,,,,188.74,226.29,229.98,287.89,299.05,339.64,340.47,313.95,321.50,315.11,345.98,318.34,391.31,279.93,234.51,224.42,227.78,,,,,,,211.32,260.25,243.71,301.48,294.48,,,245.29,245.40,245.96,,,,165.81,175.73,176.25,182.18,174.10,175.72,258.66,245.73,232.50,235.37,250.65,248.97,215.73,208.85,269.76,288.47,281.51,280.82,285.95,296.81,281.26,268.08,199.81,209.53,217.00,230.22,275.96,285.69,253.49,,,,,,,,,194.29,208.34,217.91,231.14,,,,,,429.93,432.80,429.99,441.45,420.41,450.77,260.98,268.91,261.01,197.36,194.68,222.86,265.68,248.52,,,,,,,,268.54,249.01,267.32,272.06,,,,,,,,,,384.35
2001-07-05 22:08:57.615000,L7,,,,,,202.02,193.11,200.61,205.29,202.38,,191.64,221.55,232.09,246.37,254.85,277.62,205.59,207.96,203.91,204.50,199.16,203.24,212.56,220.33,235.96,256.28,278.47,283.03,278.21,196.88,293.25,238.41,246.42,239.83,215.38,217.58,222.63,225.14,227.66,224.49,251.38,234.34,259.11,249.03,249.27,244.16,254.60,248.27,247.30,251.88,256.58,239.64,264.86,282.24,285.42,297.97,291.55,278.09,,,,205.02,211.34,192.64,192.35,191.65,192.69,205.97,294.28,299.54,295.53,229.14,234.31,244.87,243.75,,,,,,,,,186.26,184.38,183.36,184.35,197.76,201.94,223.36,192.62,194.55,191.43,268.55,282.68,282.31,294.13,292.78,296.17,,,196.49,225.31,225.91,,,,,,,,,,,,252.38,281.18,233.50,,273.40,230.58,214.13,224.36,,,,,,,,,,,,,,,,,,,240.69,214.52,,,,258.30,205.62,,,,,,208.56,204.37,207.26,196.00,,,,,,,,,192.07,212.56,235.43,243.30,273.58,274.04,292.53
2001-07-14 22:02:45.650000,L7,485.32,453.08,434.04,411.18,338.31,390.64,382.18,294.42,399.39,406.69,407.69,312.73,285.78,284.58,297.63,360.45,297.30,284.69,471.21,455.74,469.18,446.16,454.10,461.54,473.03,477.54,436.04,462.31,471.75,485.51,292.51,333.47,343.39,365.79,227.64,214.76,367.58,378.88,400.15,386.61,389.33,410.29,415.46,400.12,399.54,403.32,391.73,398.36,385.58,206.70,379.93,398.82,387.73,375.28,246.66,211.64,203.91,231.76,193.40,188.21,200.57,190.09,196.32,190.80,187.31,187.14,187.16,180.89,391.55,392.78,387.72,391.21,388.21,400.11,176.51,198.55,184.81,175.11,185.33,180.20,453.30,445.96,439.76,446.88,453.87,451.39,455.47,464.56,482.76,440.12,421.61,491.84,504.03,483.16,498.44,503.86,485.68,489.52,506.20,495.02,493.53,489.39,508.61,518.61,507.76,534.98,551.49,509.48,519.02,524.95,518.71,523.59,523.88,528.49,535.35,526.82,544.01,208.93,198.00,216.86,197.79,186.36,193.17,175.23,200.76,180.98,171.24,184.80,177.27,399.32,404.32,413.23,,470.25,175.59,208.32,197.06,204.08,198.43,199.53,189.50,349.00,490.64,475.85,482.50,513.17,202.13,203.81,197.77,195.97,200.63,214.38,199.10,174.70,184.74,177.08,176.26,364.37,369.08,336.69,368.96,362.50,364.14,358.84,354.12,370.86,376.39,391.37,178.63,205.47,214.59,219.86,254.53
2001-08-15 22:02:14.505000,L7,256.32,338.28,336.94,345.92,284.12,174.24,193.40,192.91,207.02,213.27,228.81,269.80,304.29,308.38,327.30,321.53,293.38,289.71,284.17,317.75,329.48,320.76,319.13,317.37,331.77,293.89,352.31,359.71,363.71,265.66,347.01,344.31,365.69,331.50,322.02,264.83,275.81,297.25,308.04,358.20,374.22,339.12,349.37,343.86,336.55,346.76,352.06,355.82,352.80,344.19,348.50,354.63,353.97,360.66,414.88,297.81,288.58,316.04,320.46,420.06,404.22,388.09,410.63,365.35,348.56,396.19,388.72,343.50,305.61,315.69,227.41,265.00,280.63,267.91,290.47,229.96,244.90,242.53,242.99,233.46,243.34,238.97,250.99,252.48,258.24,273.10,290.87,308.30,279.04,276.52,299.02,348.08,366.14,311.20,342.90,361.62,301.31,316.03,310.40,347.83,370.24,300.18,292.04,337.13,351.98,364.32,379.86,367.87,404.23,402.28,328.02,400.89,378.08,326.73,385.47,408.07,345.94,171.81,207.35,202.54,214.59,217.09,211.16,191.01,171.88,178.49,358.96,370.51,234.55,182.12,190.25,191.91,201.10,242.87,244.44,251.79,227.16,228.84,209.26,209.84,200.84,187.11,188.12,195.77,206.08,219.42,220.62,207.27,221.76,227.39,232.63,236.71,227.78,226.21,221.12,214.31,269.97,319.79,330.11,376.80,376.61,391.73,387.86,382.40,366.69,372.96,371.42,414.15,408.74,421.06,500.69,521.04,461.20
2001-08-31 22:02:05.221000,L7,,,,,,196.47,211.21,203.23,251.24,283.44,252.79,287.22,292.47,247.74,331.94,245.76,,,,273.41,280.66,289.17,288.92,317.13,182.02,167.90,230.75,339.14,287.99,309.52,304.15,318.57,314.98,,206.79,235.38,208.20,239.27,241.64,,320.73,183.80,240.37,338.14,336.71,240.84,255.21,230.00,271.68,340.23,346.83,272.65,347.70,225.19,265.75,286.74,277.43,233.07,293.52,312.64,294.88,245.35,237.89,229.28,258.19,249.92,256.30,209.96,222.62,221.36,228.24,231.62,214.99,216.39,206.84,197.08,274.29,306.15,287.56,294.11,298.97,284.21,282.31,273.44,277.19,277.94,,,,,,301.41,311.17,,,,278.48,232.32,218.40,231.00,230.36,230.08,218.77,,247.55,255.83,169.65,184.61,183.65,210.48,255.24,228.73,220.88,221.96,217.34,220.97,228.33,270.10,266.88,244.19,255.41,208.74,,,,256.79,267.77,280.99,249.38,241.39,221.95,240.98,247.03,257.95,266.18,299.30,247.34,252.13,247.66,,330.59,330.86,354.00,306.42,332.37,344.16,296.34,268.75,367.57,360.18,,271.45,346.64,352.20,,,281.51,195.27,341.66,182.79,284.64,253.48,190.94,268.37,,,,,249.10,273.39,297.89,300.33,
2001-09-23 22:08:02.998000,L7,287.86,293.35,259.90,240.02,224.08,220.18,205.48,212.60,222.53,245.80,238.39,231.86,260.41,272.36,240.39,236.54,248.74,246.94,250.75,242.72,239.75,234.41,223.84,220.53,224.64,226.42,233.46,223.09,238.44,257.68,266.75,257.56,260.96,263.07,254.72,224.17,234.48,226.82,234.93,238.74,232.49,241.97,241.40,234.11,225.38,227.07,243.68,221.99,217.17,213.07,219.60,213.64,224.01,204.07,215.85,209.43,222.28,220.97,232.24,227.19,218.19,204.76,213.27,208.33,206.31,194.16,188.43,200.20,201.55,223.76,201.33,198.85,202.15,196.89,193.40,196.10,196.40,197.83,190.62,181.46,187.89,187.63,195.27,196.69,190.76,190.54,188.63,178.26,183.22,181.41,178.55,196.31,187.05,216.54,197.03,209.75,207.07,202.19,194.53,197.77,193.11,200.36,199.79,193.50,194.86,205.33,208.64,198.08,203.80,210.31,218.86,218.10,215.64,209.26,210.45,201.77,194.12,195.65,181.72,202.39,198.19,205.41,201.19,200.55,196.49,195.63,196.87,196.64,190.45,189.31,202.16,199.84,197.46,192.63,202.73,208.92,205.45,205.33,207.11,200.25,198.53,195.59,200.90,199.33,186.58,194.08,191.90,194.82,211.40,223.52,224.84,237.50,222.05,200.05,194.16,190.97,191.98,193.15,198.19,176.65,183.19,178.72,168.70,376.62,351.92,358.10,164.70,175.41,188.95,198.45,217.34,232.85,255.59
