dates,nzd0351-0000,nzd0351-0001,nzd0351-0002,nzd0351-0003,nzd0351-0004,nzd0351-0005,nzd0351-0006,nzd0351-0007,nzd0351-0008,nzd0351-0009,nzd0351-0010,nzd0351-0011,nzd0351-0012,nzd0351-0013,nzd0351-0014,nzd0351-0015,nzd0351-0016,nzd0351-0017,nzd0351-0018,nzd0351-0019,nzd0351-0020,nzd0351-0021,nzd0351-0022,nzd0351-0023,nzd0351-0024,nzd0351-0025,nzd0351-0026,nzd0351-0027,nzd0351-0028,nzd0351-0029,nzd0351-0030,nzd0351-0031,nzd0351-0032,nzd0351-0033,nzd0351-0034,nzd0351-0035,nzd0351-0036,nzd0351-0037,nzd0351-0038,nzd0351-0039,nzd0351-0040,nzd0351-0041,nzd0351-0042,nzd0351-0043,nzd0351-0044,nzd0351-0045,nzd0351-0046,nzd0351-0047,nzd0351-0048,nzd0351-0049,nzd0351-0050,nzd0351-0051,nzd0351-0052,nzd0351-0053,nzd0351-0054,nzd0351-0055,nzd0351-0056,nzd0351-0057,nzd0351-0058,nzd0351-0059,nzd0351-0060,nzd0351-0061,nzd0351-0062,nzd0351-0063,nzd0351-0064,nzd0351-0065,nzd0351-0066,nzd0351-0067,nzd0351-0068,nzd0351-0069,nzd0351-0070,nzd0351-0071,nzd0351-0072,nzd0351-0073,nzd0351-0074,nzd0351-0075,nzd0351-0076,nzd0351-0077,nzd0351-0078,nzd0351-0079,nzd0351-0080,nzd0351-0081,nzd0351-0082,nzd0351-0083,nzd0351-0084,nzd0351-0085,nzd0351-0086,nzd0351-0087,nzd0351-0088,nzd0351-0089,nzd0351-0090,nzd0351-0091,nzd0351-0092,nzd0351-0093,nzd0351-0094,nzd0351-0095,nzd0351-0096,nzd0351-0097,nzd0351-0098,nzd0351-0099,nzd0351-0100,nzd0351-0101,nzd0351-0102,nzd0351-0103,nzd0351-0104,nzd0351-0105,nzd0351-0106,nzd0351-0107,nzd0351-0108,nzd0351-0109,nzd0351-0110,nzd0351-0111,nzd0351-0112,nzd0351-0113,nzd0351-0114,nzd0351-0115,nzd0351-0116,nzd0351-0117,nzd0351-0118,nzd0351-0119,nzd0351-0120,nzd0351-0121,nzd0351-0122,nzd0351-0123,nzd0351-0124,nzd0351-0125,nzd0351-0126,nzd0351-0127,nzd0351-0128,nzd0351-0129,nzd0351-0130,nzd0351-0131,nzd0351-0132,nzd0351-0133,nzd0351-0134,nzd0351-0135,nzd0351-0136,nzd0351-0137,nzd0351-0138,nzd0351-0139,nzd0351-0140,nzd0351-0141,nzd0351-0142,nzd0351-0143,nzd0351-0144,nzd0351-0145,nzd0351-0146,nzd0351-0147,nzd0351-0148,nzd0351-0149,nzd0351-0150,nzd0351-0151,nzd0351-0152,nzd0351-0153,nzd0351-0154,nzd0351-0155,nzd0351-0156,nzd0351-0157,nzd0351-0158,nzd0351-0159,nzd0351-0160,nzd0351-0161,nzd0351-0162,nzd0351-0163,nzd0351-0164,nzd0351-0165,nzd0351-0166,nzd0351-0167,nzd0351-0168,nzd0351-0169,nzd0351-0170,nzd0351-0171,nzd0351-0172,satname
2002-02-07 22:02:17+00:00,272.09000000000003,293.35,218.86499999999998,225.87,213.91666666666666,206.56000000000003,201.13799999999998,206.05,221.34749999999997,234.27000000000004,246.95000000000002,272.3766666666667,278.785,267.94500000000005,271.308,276.15600000000006,297.51,274.28999999999996,,242.72,321.78499999999997,215.435,227.685,,183.845,243.54333333333332,232.10500000000002,233.31333333333336,307.62,236.8825,273.6566666666667,319.2333333333333,247.25333333333333,263.07,197.76333333333332,221.87399999999997,218.3175,229.38400000000001,244.92,250.35500000000002,251.96500000000003,255.72000000000003,250.15,247.17500000000004,217.52499999999998,227.04333333333332,256.5066666666667,216.88000000000002,274.635,202.03,202.675,277.61499999999995,233.89499999999998,205.20666666666668,281.91499999999996,204.3,283.005,230.14333333333335,219.55000000000004,247.04000000000002,203.43,198.665,233.67333333333332,209.47666666666666,262.825,209.01749999999998,182.03,214.11333333333334,208.788,315.69,222.8825,216.342,215.0333333333334,193.36,224.16500000000002,230.12000000000003,323.655,213.96499999999997,258.81333333333333,181.46,241.86,240.855,258.77666666666664,262.96,282.59,210.575,188.63,178.26,183.22,181.41,,308.07500000000005,207.31000000000003,216.54,244.25,209.75,207.07,217.25500000000002,310.4,214.385,218.24,215.22000000000003,217.11666666666667,226.86666666666667,261.24666666666667,205.33,259.51,269.92,193.725,210.395,220.92333333333332,227.1833333333333,229.17666666666665,263.15999999999997,225.97666666666666,204.52999999999997,200.76666666666665,183.72999999999996,194.535,,255.41,218.7775,206.175,195.78000000000003,196.75333333333333,215.2125,232.7066666666667,215.39999999999998,190.45,227.45999999999998,238.39166666666665,192.08333333333334,194.48250000000002,183.69,266.18,312.25,239.90333333333334,244.32,240.41333333333333,260.26000000000005,257.06,238.92,,286.6,332.37,261.76,294.59666666666664,235.8675,216.57999999999998,225.45499999999998,236.73999999999998,245.098,223.20333333333335,282.29,238.86000000000004,200.1025,239.23000000000002,294.97333333333336,356.03,262.29,277.215,265.77,282.95,268.37,,193.68,183.045,193.42999999999998,246.735,195.70999999999998,262.33,297.17333333333335,249.925,L7
2002-02-14 22:08:29+00:00,287.86,293.35,218.86499999999998,225.87,213.91666666666666,213.02400000000003,203.0725,209.335,221.34749999999997,239.52,252.99666666666667,273.6650000000001,270.28333333333336,254.4666666666667,257.31,264.8125,298.88666666666666,258.87,178.79,242.72,314.09,211.47,222.61666666666667,,196.57000000000002,243.54333333333332,232.10500000000002,233.31333333333336,307.62,227.28999999999996,273.6566666666667,306.69499999999994,246.735,259.395,214.6275,211.135,218.3175,229.38400000000001,244.92,250.35500000000002,251.96500000000003,255.72000000000003,250.15,247.17500000000004,217.52499999999998,227.04333333333332,265.3525,216.88000000000002,283.16333333333336,202.03,202.675,277.61499999999995,233.89499999999998,205.20666666666668,281.91499999999996,204.3,277.43,243.0225,219.55000000000004,260.73,203.43,198.665,249.42000000000002,209.47666666666666,262.825,209.01749999999998,182.03,214.11333333333334,208.788,,226.71249999999998,204.1775,222.27,193.36,230.87199999999999,232.638,298.84,213.96499999999997,266.725,181.46,240.38,242.74,262.66999999999996,273.44,294.765,204.57333333333335,190.44,184.975,186.05,185.39,,308.07500000000005,207.31000000000003,216.54,244.25,209.75,207.07,217.25500000000002,,214.385,218.24,215.22000000000003,217.11666666666667,226.86666666666667,261.24666666666667,205.33,259.51,269.92,193.725,210.395,220.92333333333332,227.1833333333333,229.17666666666665,263.15999999999997,225.97666666666666,204.52999999999997,200.76666666666665,195.65,181.72,,255.41,219.34,201.19,200.55,209.18999999999997,227.45333333333335,232.7066666666667,215.39999999999998,190.45,242.57333333333335,248.01999999999998,192.17000000000002,192.27666666666667,183.69,266.18,312.25,246.27500000000003,249.48000000000002,255.99,272.865,257.06,238.92,,286.6,332.37,261.76,294.59666666666664,245.4,211.4,223.52,238.79499999999996,247.19500000000002,220.91500000000002,282.29,243.29500000000004,195.36666666666667,239.23000000000002,282.56500000000005,356.03,262.29,277.215,265.77,282.95,268.37,,193.68,183.045,193.42999999999998,246.735,195.70999999999998,262.33,297.17333333333335,249.925,L7
2002-03-11 22:02:19+00:00,287.86,293.35,218.86499999999998,235.846,217.6775,221.142,207.185,221.095,212.42,232.8025,265.82,269.025,264.1233333333334,254.10333333333332,238.49749999999997,271.16333333333336,304.05,259.865,178.79,242.72,314.09,211.47,222.61666666666667,,203.84500000000003,243.54333333333332,233.46,233.31333333333336,327.25,227.28999999999996,258.41,300.58500000000004,248.42200000000003,258.96,217.24,207.6375,221.68999999999997,226.91250000000002,261.1066666666666,265.8833333333334,266.58,255.72000000000003,271.40000000000003,247.17500000000004,217.52499999999998,220.145,276.6925,210.32000000000005,291.17,202.03,204.03,277.505,233.89499999999998,195.215,290.40999999999997,204.3,,256.0475,219.55000000000004,266.48,203.43,198.665,268.4175,199.575,269.745,195.38333333333333,188.17666666666665,216.19000000000003,205.33,305.67,226.2033333333333,191.425,221.885,181.84500000000003,238.67600000000002,240.862,277.6925,213.96499999999997,266.725,181.46,216.45999999999998,254.84000000000003,255.60999999999999,281.78,277.94,204.57333333333335,190.44,184.975,205.76999999999998,185.39,263.74,286.245,207.31000000000003,216.54,247.75666666666666,210.765,219.805,225.615,266.03,197.77,228.97333333333336,200.36,216.29000000000002,227.22,260.33666666666664,205.33,287.6725,283.94500000000005,213.74,201.93,203.765,234.33,245.9433333333333,263.15999999999997,246.45666666666662,196.30999999999997,186.98499999999996,189.97,226.60500000000002,,,224.64,201.19,206.96,209.18999999999997,227.45333333333335,232.7066666666667,215.39999999999998,190.45,242.57333333333335,254.5375,192.17000000000002,192.27666666666667,183.69,,325.2,245.21,248.155,264.32,272.865,257.06,238.92,,266.78,,261.76,293.725,245.4,211.4,223.52,238.79499999999996,239.11000000000004,245.32666666666668,281.7366666666667,251.76800000000003,195.36666666666667,257.54999999999995,282.56500000000005,356.03,262.29,269.79,278.06,282.95,,,193.68,183.045,193.42999999999998,244.37,195.70999999999998,262.33,295.595,249.925,L7
2002-05-14 22:02:07+00:00,,264.48,215.38,264.59,228.96,247.99500000000003,227.66,250.27,214.19,246.68,274.685,277.94,248.22,237.46,237.62,282.86,302.99333333333334,260.86,178.79,,308.72,200.0,212.48,,203.84500000000003,,240.36,248.13,,196.01,273.3,306.35,235.33333333333337,256.905,232.96499999999997,209.45999999999998,202.21,207.06,290.2,296.94,295.81,,304.12,,209.67,213.22,308.36333333333334,198.65,308.6933333333334,190.99,196.245,272.43,,186.36,297.96000000000004,199.17,287.66,287.31666666666666,198.62,292.5166666666667,188.67,192.57,306.34,190.82,272.03,,200.47,262.15,173.32,307.405,242.73,178.37500000000003,228.715,166.8,251.78000000000003,240.375,265.28,,,,192.54,266.94,270.84,279.04999999999995,262.025,192.57,192.25,191.69,219.64666666666665,189.37,246.935,269.56666666666666,232.76,205.11,256.66333333333336,215.68,227.245,242.285,250.77499999999998,,242.20000000000002,,192.28,228.28,245.715,,283.22,314.875,223.68,193.55,188.67,250.17,271.18,,278.78,190.85,179.85,184.29,285.62,,,243.87,,213.37,,,,,,,314.03,184.5,172.68,174.75,254.24,312.07,,264.35,271.84,330.365,,238.92,338.86,,285.42,,311.78,258.87,,243.22,,249.97,294.15,288.83500000000004,303.00500000000005,178.58,321.28,278.89,340.54499999999996,227.16,,279.25,276.375,,232.24,,,,,192.97,,,244.26,L7
2002-05-30 22:02:01+00:00,,285.055,215.38,264.59,228.96,247.99500000000003,227.66,250.27,214.19,246.68,274.685,277.94,248.22,237.46,237.62,282.86,302.99333333333334,260.86,178.79,,308.72,200.0,212.48,,203.84500000000003,,240.36,248.13,357.94,196.01,273.3,306.35,235.33333333333337,256.905,232.96499999999997,209.45999999999998,202.21,207.06,290.2,296.94,295.81,,304.12,,209.67,213.22,308.36333333333334,198.65,308.6933333333334,190.99,196.245,272.43,,186.36,297.96000000000004,199.17,287.66,287.31666666666666,198.62,292.5166666666667,188.67,192.57,306.34,190.82,272.03,,200.47,262.15,173.32,307.405,242.73,178.37500000000003,228.715,166.8,251.78000000000003,240.375,265.28,,,,192.54,266.94,270.84,279.04999999999995,262.025,192.57,192.25,191.69,219.64666666666665,189.37,246.935,269.56666666666666,232.76,205.11,256.66333333333336,215.68,227.245,242.285,250.77499999999998,,242.20000000000002,,192.28,228.28,245.715,,283.22,314.875,223.68,193.55,188.67,250.17,271.18,,278.78,190.85,179.85,184.29,285.62,,,243.87,,213.37,,,,,,,314.03,184.5,172.68,174.75,254.24,312.07,,264.35,271.84,330.365,,238.92,338.86,,285.42,,311.78,258.87,,243.22,,249.97,294.15,288.83500000000004,303.00500000000005,178.58,321.28,278.89,340.54499999999996,227.16,,279.25,276.375,,232.24,,,,,192.97,,255.25,252.89,L7
2002-07-17 22:01:44+00:00,,285.055,215.38,264.59,228.96,247.99500000000003,227.66,250.27,214.19,246.68,274.685,277.94,248.22,237.46,242.375,279.56666666666666,294.09,257.265,178.79,231.51,308.72,207.79,215.18,205.82,203.01666666666668,206.83,220.52,230.86,287.74,196.01,273.3,306.35,233.5275,249.25333333333333,231.51333333333332,212.43666666666664,208.825,222.98000000000002,290.2,296.94,295.81,,304.12,220.77,211.13,212.265,308.36333333333334,203.635,308.6933333333334,202.185,202.37,232.53,,186.36,297.96000000000004,199.17,287.66,287.31666666666666,198.62,292.5166666666667,188.67,192.57,306.34,190.82,272.03,,200.47,262.15,173.32,307.405,242.73,178.37500000000003,228.715,166.8,251.78000000000003,240.375,265.28,,,,192.54,266.94,270.84,279.04999999999995,262.025,192.57,192.25,191.69,219.64666666666665,189.37,246.935,269.56666666666666,232.76,205.11,256.66333333333336,215.68,227.245,242.285,250.77499999999998,,242.20000000000002,,192.28,228.28,245.715,,283.22,314.875,223.68,193.55,188.67,250.17,271.18,,278.78,190.85,179.85,184.29,285.62,,,243.87,,213.37,,,,,,,314.03,184.5,172.68,174.75,254.24,312.07,,264.35,271.84,330.365,,238.92,338.86,,285.42,,311.78,258.87,,243.22,,249.97,294.15,288.83500000000004,303.00500000000005,178.58,321.28,278.89,340.54499999999996,227.16,,279.25,276.375,,232.24,,,,,192.97,,255.25,252.89,L7
2002-08-02 22:01:37+00:00,,285.055,215.38,264.65500000000003,236.525,247.99500000000003,227.66,250.27,224.62333333333333,252.00333333333333,258.8066666666667,277.94,244.66,237.12666666666667,245.92399999999998,280.655,287.634,258.58666666666664,178.79,241.89,308.72,217.3425,215.18,214.42000000000002,208.69,209.64,218.98666666666668,227.0233333333333,271.01,239.20499999999998,276.685,292.38,238.536,251.515,233.0225,215.4275,214.47333333333336,226.35666666666668,273.54499999999996,296.14,312.43,272.23,304.12,235.865,217.42333333333332,221.12,308.36333333333334,215.86,308.6933333333334,216.96333333333334,202.37,231.16,219.57,203.71,297.96000000000004,208.95,287.66,287.31666666666666,211.625,292.5166666666667,205.48,204.52499999999998,284.5075,199.64499999999998,272.03,203.89,200.82999999999998,238.08999999999997,173.32,307.405,223.975,183.45666666666668,218.50333333333333,177.78,232.23000000000002,225.29,246.17499999999998,193.59,,196.08,196.27499999999998,266.94,270.84,279.04999999999995,262.025,187.03,190.885,188.095,212.82999999999998,187.085,228.47333333333336,252.995,219.305,204.685,240.4025,208.51333333333332,218.88,229.8033333333333,250.77499999999998,193.61,242.20000000000002,198.76,193.735,212.75,232.12333333333333,208.48,283.22,314.875,223.68,193.55,188.67,250.17,271.18,,278.78,190.85,179.85,184.29,285.62,,,243.87,,213.37,,,,202.06,,,314.03,184.5,172.68,174.75,254.24,312.07,,264.35,271.84,330.365,,238.92,338.86,,285.42,,331.005,258.87,,243.22,,249.97,313.47,288.83500000000004,303.00500000000005,178.58,321.28,278.89,340.54499999999996,227.16,,229.53500000000003,276.375,,232.24,189.03,187.05,193.95,,192.97,,255.25,252.89,L7
2002-08-18 22:01:33+00:00,,285.055,,269.55,236.525,237.06,227.66,250.27,224.62333333333333,252.00333333333333,258.8066666666667,277.94,244.66,237.12666666666667,252.68,271.33500000000004,280.88800000000003,258.58666666666664,,241.89,308.72,234.685,217.88,214.42000000000002,213.53499999999997,209.64,218.98666666666668,227.0233333333333,271.01,284.95,284.93333333333334,292.38,247.28333333333333,250.11333333333334,233.08,221.39333333333335,220.60500000000002,236.00500000000002,273.54499999999996,296.14,312.43,272.23,304.12,235.865,221.3,225.07,316.6,224.46500000000003,312.93000000000006,229.95,210.68,231.16,219.57,221.06,297.96000000000004,218.73,287.66,290.14500000000004,224.63,294.72,222.29,216.48,280.45666666666665,196.595,272.03,196.2,193.74333333333334,223.12,171.38,307.405,218.51999999999998,202.40666666666667,205.765,188.76,219.20666666666668,219.96,214.79,183.84,,192.125,195.21,266.94,270.84,279.04999999999995,262.025,181.49,194.615,191.16500000000002,218.445,202.7,223.79500000000002,233.335,219.305,204.685,223.38,208.51333333333332,218.88,229.8033333333333,250.77499999999998,193.61,247.675,198.76,193.735,212.75,226.68,210.75,253.96333333333334,314.875,237.175,221.02,248.38,250.415,265.705,,278.78,,,184.29,285.62,,,,,213.37,,,,202.06,,260.68,326.62,,,,254.24,312.07,,,271.84,309.345,,,331.23,,285.42,,350.23,263.58,,262.46000000000004,288.28,249.97,313.47,280.63,285.66,,321.28,,325.06,227.16,,229.53500000000003,269.8,,232.24,189.03,187.05,193.95,,,,255.25,261.52,L7
2002-08-25 22:07:36+00:00,,278.58666666666664,,269.55,224.14000000000001,220.0,227.66,250.27,224.62333333333333,252.00333333333333,258.8066666666667,277.94,240.18,237.0275,254.46833333333333,271.33500000000004,280.88800000000003,258.58666666666664,,241.89,308.72,234.685,217.88,214.42000000000002,213.53499999999997,209.64,218.98666666666668,227.0233333333333,271.01,285.32,284.93333333333334,292.38,241.64499999999998,250.11333333333334,233.08,221.39333333333335,220.60500000000002,236.00500000000002,273.54499999999996,296.14,312.43,247.305,304.12,235.865,221.3,232.17666666666665,316.6,224.46500000000003,312.93000000000006,229.95,210.68,231.16,219.57,221.06,297.96000000000004,207.345,287.66,290.14500000000004,229.53,294.72,231.26999999999998,230.315,271.4625,196.595,264.16999999999996,196.2,193.74333333333334,223.3575,197.5,307.405,216.70000000000002,202.985,205.765,199.515,226.585,222.835,218.85500000000002,183.84,241.68,192.125,203.43,269.17,270.3666666666666,275.2733333333333,264.43,181.49,194.615,191.16500000000002,218.445,202.7,223.79500000000002,233.335,219.305,204.685,223.38,208.51333333333332,218.88,229.8033333333333,250.77499999999998,193.61,247.675,198.76,193.735,212.75,226.68,210.75,253.96333333333334,314.875,237.175,222.99,255.81,250.415,265.705,213.37,278.78,,,184.29,285.62,,,,,213.37,,,304.2,202.06,,260.68,326.62,222.65,,241.58,257.755,305.275,,,261.09,309.345,,,331.23,,285.42,,350.23,263.58,,262.46000000000004,288.28,249.97,313.47,280.63,285.66,,321.28,,325.06,210.39999999999998,,217.23333333333335,269.8,,217.45,197.15,204.43,213.015,254.61,245.89,293.27,264.72,272.51,L7
2002-10-05 22:01:07+00:00,,278.58666666666664,,266.45000000000005,221.73000000000002,203.035,204.26,,227.23666666666668,249.71999999999997,242.58000000000004,,228.74,244.22500000000002,255.79666666666665,278.396,271.225,246.73,,236.41333333333333,308.72,226.50333333333333,225.33499999999998,214.42000000000002,213.53499999999997,200.27666666666667,208.9975,215.76,262.2525,271.9925,284.93333333333334,261.31,241.35,263.08666666666664,225.55000000000004,221.39500000000004,216.84333333333333,230.01666666666668,241.865,295.34,329.05,244.14333333333335,,235.865,221.3,232.17666666666665,332.63,224.46500000000003,330.16,225.0533333333333,214.62,204.76333333333332,209.82999999999998,218.3,313.18,207.345,287.66,295.12,229.53,305.71,215.05666666666664,224.28,257.3233333333333,191.45000000000002,256.31,185.52999999999997,182.48333333333332,223.3575,215.44333333333336,309.14,232.6475,210.44333333333336,198.08,199.515,212.92,212.365,214.54250000000002,187.25,241.68,192.53666666666666,207.6125,271.4,279.97,272.02,274.875,181.49,194.615,191.16500000000002,218.17,208.96666666666667,210.48000000000002,236.465,219.305,204.685,207.685,206.88,212.05,220.185,235.52,193.61,232.79,198.76,200.04666666666665,210.04500000000002,220.6225,217.32333333333335,239.795,331.78,250.67,237.71,255.81,250.66,260.23,213.37,,,,,293.675,,,,207.94,205.72,,,304.2,202.06,224.25,251.37,326.62,228.72,,248.21,257.755,277.9433333333333,,,246.93999999999997,309.345,,265.37,308.3933333333334,274.54,269.595,,350.23,263.58,,262.46000000000004,288.28,249.97,332.79,,,,330.05,,325.06,210.39999999999998,,217.23333333333335,272.39,,217.45,197.15,204.43,213.015,254.61,245.89,293.27,264.72,272.51,L7
2002-12-31 22:07:56+00:00,,265.65,,264.85,221.73000000000002,203.035,204.26,,234.43,262.65,227.05,,230.83666666666667,249.54333333333338,259.126,283.5675,268.47333333333336,237.08749999999998,,236.41333333333333,275.86,226.50333333333333,225.33499999999998,229.63,214.37333333333333,203.1975,198.54333333333332,204.97,230.35666666666665,271.9925,290.75,261.31,241.35,270.995,225.55000000000004,221.39500000000004,216.84333333333333,230.01666666666668,224.91666666666666,286.54499999999996,329.05,250.5275,331.64,232.08333333333334,230.09,233.39,,224.46500000000003,,225.0533333333333,214.62,197.6,198.56000000000003,218.3,,207.345,255.45,262.57,235.82000000000002,273.63,215.05666666666664,224.28,231.74499999999995,191.45000000000002,256.31,185.52999999999997,182.48333333333332,210.42666666666665,227.565,,234.69400000000002,210.44333333333336,198.08,213.41666666666666,212.92,212.365,214.54250000000002,187.25,233.565,192.53666666666666,213.32000000000002,271.4,269.76666666666665,267.72,269.24,181.49,194.615,191.16500000000002,215.94333333333336,207.0025,201.74333333333334,236.54999999999998,220.38,204.26,191.62,194.18,202.15,204.84,249.77,193.61,,209.365,210.45666666666668,221.90666666666667,211.95999999999995,217.32333333333335,225.32,,250.67,241.41666666666666,249.23333333333335,243.03,260.23,213.37,280.19,213.52,,,273.495,257.68,248.72,236.53,217.85,205.72,,,304.2,202.06,224.25,251.37,,228.72,,248.21,261.27,260.88,,,234.48999999999998,291.59,253.09,250.335,282.05333333333334,275.02,261.735,256.64,350.23,279.74,,281.7,288.28,,324.385,290.07,317.63,,327.29,,,193.64,300.76,186.22500000000002,274.98,,202.66,197.15,204.43,213.015,254.61,245.89,293.27,274.19,283.5,L7
2003-03-05 22:08:19+00:00,,258.7,204.67,,185.55,204.70999999999998,215.82,284.06,220.98000000000002,223.4,256.52,,261.05,279.53999999999996,281.545,307.53499999999997,,216.72499999999997,,225.46,275.86,210.14,232.79,276.78499999999997,216.05,196.755,179.03,231.92999999999998,253.58499999999998,246.295,269.46,262.82000000000005,253.99,301.04333333333335,210.49,,220.45999999999998,224.89000000000004,215.61666666666667,277.75,,253.75,331.64,224.52,247.67,237.03,337.22,,298.03,215.26,,184.675,188.05500000000004,215.54,348.13,,255.45,262.57,248.4,273.63,187.095,202.03500000000003,,184.76,,179.245,173.39499999999998,,257.63,,261.685,172.26,179.13,241.22,181.89,189.115,195.785,185.3,225.45,193.36,232.24,254.33,264.28999999999996,269.81,235.29,,,,244.11,211.305,203.92,270.27,234.91,,,,,,249.77,,220.89,237.115,218.08999999999997,244.39999999999998,239.57,238.24,243.2,,,248.83,236.08,235.4,,,280.19,194.97999999999996,178.38,181.38,273.495,257.68,248.72,236.53,217.85,190.215,,,172.39,,224.25,242.06,331.87,234.79,,254.84,,241.905,,,218.64,,215.39,226.94333333333336,233.97333333333336,275.02,261.735,256.64,,295.9,186.3,265.01,,,316.885,301.54499999999996,307.94,170.38,327.29,,,,300.76,,267.57000000000005,,,,,,218.42,262.63,253.87,281.58,322.02,L7
2003-03-21 22:08:15+00:00,,258.7,204.67,227.99,190.095,198.31333333333336,225.63333333333333,299.37,220.98000000000002,223.4,256.52,309.44,261.05,279.53999999999996,288.70666666666665,307.53499999999997,,216.72499999999997,,225.46,275.86,210.14,232.79,276.78499999999997,216.05,196.755,179.03,256.07,253.58499999999998,260.54333333333335,284.44,262.82000000000005,253.99,305.3975,210.49,,220.45999999999998,224.89000000000004,215.61666666666667,277.75,,253.75,334.345,224.52,230.305,223.87,337.22,212.75,298.03,215.26,,184.675,188.05500000000004,215.54,337.72,,255.45,262.57,248.4,273.63,187.095,202.03500000000003,,184.76,,179.245,173.39499999999998,,257.63,,261.685,172.26,179.13,241.22,183.57333333333335,189.115,195.785,185.3,225.45,184.305,232.24,254.33,244.885,269.81,235.29,171.36,194.78,174.26,244.11,204.95333333333335,195.65499999999997,270.27,234.91,188.06,191.03,195.49,185.14,187.19,249.77,188.22,220.89,237.115,218.08999999999997,244.39999999999998,239.57,218.68999999999997,243.2,,,248.83,236.08,235.4,,183.71,280.19,194.97999999999996,178.38,181.38,273.495,257.68,248.72,236.53,217.85,194.41333333333333,,,180.95499999999998,187.07,207.44,213.115,329.765,251.865,,254.84,,252.12666666666667,,,218.64,,206.63333333333333,220.1825,228.5575,275.02,261.735,256.64,,295.9,186.28,265.01,,185.65,272.27000000000004,262.21,268.9766666666667,179.905,327.29,,,168.17,300.76,,267.57000000000005,,,,,,218.42,262.63,253.87,281.58,322.02,L7
2003-04-15 22:02:09+00:00,,258.7,204.67,231.28500000000003,195.99333333333334,195.35333333333332,227.02999999999997,299.37,225.685,221.16500000000002,255.51,309.44,279.17499999999995,279.78499999999997,285.62666666666667,308.43,277.89,208.16,,258.59,260.03,238.73,251.27,276.78499999999997,219.67000000000002,225.52,,286.7133333333333,255.83499999999998,260.41,284.44,281.43,241.93,295.87,249.74,254.23,231.6,231.74,210.005,295.22,357.87,269.68,334.345,238.235,230.305,232.11333333333334,337.22,226.785,268.81,,,176.11,176.02,,337.72,,252.115,252.54500000000002,241.66500000000002,268.435,191.56,191.86,254.03,188.36,250.36,194.3,180.1,245.81,264.13,273.83,226.62,194.89499999999998,195.02499999999998,220.225,188.62666666666667,191.20499999999998,201.73,192.765,202.295,182.655,243.72500000000002,254.33,219.1025,239.155,230.055,171.36,203.625,200.46499999999997,233.73,206.47333333333336,195.65499999999997,249.4,238.64,188.06,191.03,195.49,185.14,205.42000000000002,249.77,189.57999999999998,204.14499999999998,237.115,217.70499999999998,240.29999999999995,258.55,212.43666666666664,250.18,,246.76,261.78499999999997,250.305,247.925,245.36,205.245,252.88,201.2933333333333,178.38,181.38,248.02999999999997,246.85000000000002,243.74,239.34,233.505,188.76,241.83,238.02,191.23666666666668,202.08499999999998,207.16,202.29,329.765,268.94,210.71,218.13,,249.53333333333333,215.25,,224.22,219.56,209.9325,208.91500000000002,219.76749999999998,293.53499999999997,281.96500000000003,273.325,,294.895,186.28,260.43500000000006,321.42,185.65,272.27000000000004,262.21,256.9075,184.96666666666667,327.29,275.16,,168.17,300.76,202.28,231.815,,,205.14,205.59,,218.42,262.63,253.87,281.58,322.02,L7
2003-05-24 22:08:16+00:00,279.0,261.76,224.39999999999998,230.02,196.6375,195.2825,215.25,296.4866666666667,225.685,221.16500000000002,272.2966666666667,309.44,261.13666666666666,262.31,274.4225,308.43,272.16999999999996,208.16,,258.59,260.03,238.73,251.27,293.1266666666666,219.67000000000002,225.52,,286.7133333333333,255.83499999999998,260.41,284.44,281.43,241.93,295.87,249.74,254.23,231.6,231.74,210.005,295.22,357.87,269.68,344.3933333333334,238.235,230.305,232.11333333333334,350.57500000000005,226.785,268.81,,,176.11,176.02,,337.72,,252.115,252.54500000000002,241.66500000000002,268.435,191.56,191.86,254.03,188.36,250.36,194.3,182.975,220.845,237.2933333333333,231.94,215.84333333333333,192.74,192.22333333333333,210.67333333333332,192.14000000000001,193.31000000000003,198.07666666666668,190.63333333333333,200.75,185.98666666666668,243.72500000000002,254.33,219.1025,239.155,230.055,171.36,203.625,200.46499999999997,233.73,206.47333333333336,195.65499999999997,249.4,238.64,188.06,191.03,195.49,185.14,205.42000000000002,249.77,189.57999999999998,204.14499999999998,237.115,217.70499999999998,240.29999999999995,258.55,205.7575,224.63,,217.98,235.87666666666667,231.9333333333333,234.01666666666665,217.77,203.76999999999998,233.23333333333335,197.64999999999998,184.07,184.745,224.79999999999998,224.38666666666668,243.74,239.34,224.56333333333336,192.73,222.79000000000002,215.345,190.985,197.42999999999998,202.54,197.0666666666667,329.765,268.94,199.54500000000002,202.8,,233.135,199.24500000000003,,202.37,204.275,204.51,204.378,219.76749999999998,293.53499999999997,281.96500000000003,273.325,,294.895,186.87,260.43500000000006,321.42,199.675,255.6175,248.805,245.51999999999998,184.765,327.29,275.16,,168.17,300.76,202.28,231.815,,,205.14,205.59,,218.42,262.63,253.87,281.58,322.02,L7
