dates,satname,nzd0540-0000,nzd0540-0001,nzd0540-0002,nzd0540-0003,nzd0540-0004,nzd0540-0005,nzd0540-0006,nzd0540-0007,nzd0540-0008,nzd0540-0009,nzd0540-0010,nzd0540-0011,nzd0540-0012
1999-11-05 22:13:40.966000,L7,306.62,244.42,257.51,254.65,255.25,255.66,233.72,196.43,230.15,254.55,249.52,,
1999-12-07 22:13:41.663000,L7,211.44,277.70,288.74,288.64,297.00,293.61,,281.96,279.39,299.82,307.92,297.42,301.33
1999-12-16 22:07:33.708000,L7,,219.05,209.54,236.50,234.97,236.96,217.78,187.85,209.04,230.69,,,
2000-09-20 22:11:14.930000,L7,230.53,232.25,249.07,250.88,253.25,250.45,224.62,196.16,224.24,246.70,245.79,,261.23
2001-01-03 22:05:00.181000,L7,,283.18,288.32,294.09,297.10,301.35,279.11,,276.99,248.24,279.78,267.48,
2001-02-20 22:05:00.525000,L7,,227.47,246.97,246.73,247.75,246.19,289.03,,,,,,228.63
2002-01-29 22:09:33.112000,L7,,,,319.75,301.55,257.04,207.45,233.49,232.53,242.78,227.66,,
2002-08-09 22:08:57.725000,L7,,,,276.91,320.90,313.19,249.35,191.70,228.98,311.32,325.08,200.70,232.28
2002-09-10 22:08:43.416000,L7,219.29,235.16,254.80,253.12,251.23,313.99,241.63,202.38,230.82,243.09,248.87,201.40,226.90
2002-11-22 22:02:45.529000,L7,266.03,299.48,326.81,242.99,241.39,326.89,309.80,279.70,329.86,327.04,317.99,288.89,286.42
2002-12-08 22:02:51.522000,L7,,,,,,,,,,254.77,259.28,232.72,253.99
2003-03-21 22:09:27.545000,L7,,232.34,251.90,252.46,252.11,249.90,227.92,194.12,220.79,235.41,229.67,284.36,287.40
2003-08-13 21:51:32.649000,L5,209.84,262.86,290.14,287.64,286.36,280.98,253.33,225.91,256.42,275.27,270.56,223.87,251.43
2003-10-07 21:58:35.519000,L5,226.22,248.34,274.77,277.37,276.99,269.17,245.75,210.15,248.12,265.20,260.01,,229.52
2003-11-17 21:52:57.120000,L5,201.53,230.11,257.96,257.59,268.82,259.37,229.93,187.27,230.70,249.63,244.22,,205.46
2003-12-26 21:59:30.091000,L5,228.18,252.39,283.07,282.25,284.76,289.01,265.25,234.80,267.19,279.39,,297.65,249.26
2004-01-20 21:53:24.777000,L5,,,220.75,248.00,246.22,232.81,218.24,188.81,214.86,238.92,243.42,,
2004-03-31 21:59:59.745000,L5,,206.85,229.45,250.24,238.11,232.25,203.73,185.45,200.11,224.51,197.53,,
2004-05-02 22:00:57.398000,L5,224.28,238.71,262.81,267.74,269.05,257.20,237.74,209.18,242.47,259.92,255.16,,
2004-05-18 22:01:26.569000,L5,,244.15,266.21,269.95,269.07,260.02,232.45,208.17,235.43,254.85,250.81,,215.87
2004-11-10 22:05:47.634000,L5,322.46,249.26,295.23,302.32,297.81,288.62,261.86,229.31,261.44,265.03,283.32,298.03,
2005-01-13 22:06:52.927000,L5,,204.77,241.06,241.09,239.65,226.41,199.23,185.79,213.77,232.07,230.27,,
2005-02-14 22:07:21.106000,L5,234.29,273.53,278.18,279.00,274.98,269.56,243.04,212.06,244.39,272.17,270.58,223.52,255.29
2005-06-15 22:02:10.206000,L5,,206.22,273.10,268.68,265.57,258.36,228.28,197.09,227.84,257.60,247.39,,
