dates,nzd0540-0000,nzd0540-0001,nzd0540-0002,nzd0540-0003,nzd0540-0004,nzd0540-0005,nzd0540-0006,nzd0540-0007,nzd0540-0008,nzd0540-0009,nzd0540-0010,nzd0540-0011,nzd0540-0012,satname
1999-12-07 22:13:41+00:00,205.81,,,,,,,,,,,,,L7
1999-12-16 22:07:33+00:00,189.48000000000002,220.13,209.14,,221.1,218.47,214.83,192.73,207.41,,,,,L7
2000-09-20 22:11:14+00:00,210.05,224.75,244.6,242.9,249.76,248.11,210.43,186.03,213.61,238.91,213.26,,,L7
2002-09-10 22:08:43+00:00,,243.74,270.95,265.22,,,,,237.01,249.89,248.39,,227.07,L7
2003-08-13 21:51:32+00:00,194.14,221.94,261.48,253.36,257.91,247.81,224.07,195.06,232.04,251.6,246.04,,,L5
2003-10-07 21:58:35+00:00,194.14,238.535,271.295,267.725,271.38,262.66999999999996,237.42000000000002,208.505,244.55,261.41,256.93,,239.76,L5
2003-11-17 21:52:57+00:00,194.14,254.0233333333333,279.3,267.725,271.38,262.66999999999996,237.42000000000002,208.505,262.03,261.41,256.93,,239.76,L5
2004-03-31 21:59:59+00:00,,248.10999999999999,268.1333333333333,264.84,261.295,253.375,225.76,203.14499999999998,251.82333333333335,247.24,267.82,,239.76,L5
2004-05-02 22:00:57+00:00,,241.32666666666668,260.57666666666665,255.48,251.835,240.66500000000002,217.07999999999998,196.89,246.55999999999997,240.82,251.61,,,L5
2004-05-18 22:01:26+00:00,,220.24,243.76999999999998,254.36333333333332,253.18666666666664,239.40666666666667,215.6966666666667,193.85333333333332,218.56666666666663,240.5233333333333,242.40999999999997,,,L5
2005-01-13 22:06:52+00:00,,226.51,256.99,256.39,256.41,243.56,217.63,205.63,239.7,253.9,248.05,,232.97,L5
2005-02-14 22:07:21+00:00,169.98,221.55,241.135,243.295,241.33,230.435,203.45499999999998,184.14499999999998,239.7,236.565,232.93,,232.97,L5
2005-06-15 22:02:10+00:00,169.98,211.97333333333333,243.95333333333335,243.86666666666665,241.91,228.63333333333333,201.37333333333333,181.55666666666664,223.485,236.58666666666667,230.45333333333335,,232.97,L5
2005-06-22 22:08:22+00:00,169.98,205.6,239.335,243.86666666666665,241.91,228.63333333333333,201.37333333333333,181.55666666666664,223.485,236.58666666666667,230.45333333333335,,232.97,L5
2005-08-09 22:08:46+00:00,169.98,198.63,233.45000000000002,255.85,254.42999999999998,238.07000000000002,208.62666666666667,183.20000000000002,228.995,240.92999999999998,233.77999999999997,227.97,249.56,L5
2005-09-10 22:08:55+00:00,,189.64999999999998,237.53500000000003,272.6366666666666,271.53000000000003,253.79333333333332,225.57333333333335,200.20333333333335,234.74333333333334,254.64000000000001,249.68999999999997,227.37,249.285,L5
2006-03-14 22:05:42+00:00,188.55,215.41,243.18,251.54,250.5,237.89,208.91,187.95,216.41,234.74,217.6,,,L5
2006-04-15 22:06:18+00:00,191.695,219.565,246.825,250.515,250.48000000000002,236.88,210.04500000000002,186.695,214.185,233.905,225.315,,,L5
2006-04-22 22:12:36+00:00,196.98333333333335,224.27666666666664,251.15,254.40666666666667,256.07,244.12,217.62333333333333,195.15666666666667,222.07000000000002,239.59666666666666,228.89,,216.5,L5
2006-06-25 22:13:31+00:00,196.98333333333335,217.995,252.97750000000002,254.0625,254.3175,239.2625,214.23000000000002,189.23250000000002,214.6125,237.4375,227.725,,216.5,L5
2006-07-27 22:13:58+00:00,196.98333333333335,214.016,246.74,245.84,243.748,234.802,214.23000000000002,189.23250000000002,214.6125,237.4375,227.725,,216.5,L5
2006-08-05 22:07:55+00:00,194.42000000000002,210.73166666666665,242.4,244.91,238.42499999999998,232.35,203.364,184.92000000000002,206.382,233.706,221.712,,216.5,L5
2006-08-28 22:14:23+00:00,195.976,213.48142857142855,244.89142857142858,246.8857142857143,240.17142857142858,231.39857142857142,201.67333333333332,182.46333333333334,205.0716666666667,231.51833333333335,221.16833333333332,,216.5,L5
2006-09-13 22:14:35+00:00,195.714,212.61714285714285,241.89285714285714,242.2957142857143,238.45000000000002,225.40857142857143,194.025,177.24666666666667,202.80400000000003,230.87400000000002,221.882,,216.5,L5
2006-10-08 22:08:40+00:00,203.475,219.69625,241.89285714285714,242.2957142857143,246.35285714285715,232.41750000000002,202.64142857142858,184.77857142857144,210.755,237.235,228.67333333333332,236.23,231.45999999999998,L5
2007-09-09 22:07:45+00:00,239.64,272.81,,,,285.59,253.95,229.01,252.23,272.74,263.24,245.61,245.87,L5
2008-11-14 21:57:52+00:00,,257.78,283.54,285.81,285.6,276.8,249.93,237.59,261.91,283.21,271.46,253.23,251.76,L5
2010-02-05 22:05:29+00:00,,,,,,,,,,310.08,305.85,,,L5
2010-10-26 22:10:38+00:00,216.78,247.81,261.99,265.42,263.46,273.69,238.97,252.95,271.16,283.93,268.95,262.44,245.29,L5
2010-12-22 22:04:29+00:00,216.78,254.39000000000001,275.09000000000003,277.97,277.595,277.52,246.79500000000002,247.14499999999998,268.1,278.01,264.26,255.20499999999998,248.565,L5
2011-03-12 22:04:31+00:00,216.78,256.94,275.56666666666666,278.6766666666667,280.9066666666667,277.51666666666665,248.31333333333336,242.17,266.23,276.67333333333335,266.3233333333333,252.07333333333335,250.34,L5
2013-05-11 22:22:42+00:00,182.46,211.63,242.0,244.54,,241.04,,,,237.8,218.97,,,L8
2013-06-05 22:16:38+00:00,182.46,203.985,242.0,241.925,,231.56,,,211.14,236.02,221.555,,,L8
2013-07-07 22:16:35+00:00,182.46,196.45000000000002,242.0,241.925,230.3,234.09666666666666,,,211.14,236.02,221.555,,,L8
2013-09-25 22:16:28+00:00,179.24,202.28,240.81,242.37333333333333,236.77,235.2025,197.12,190.84,217.865,236.21333333333334,225.04,204.26,211.8,L8
2013-10-02 22:22:40+00:00,188.57000000000002,209.48200000000003,245.64333333333335,246.4075,243.57666666666668,239.02399999999997,206.60500000000002,206.95499999999998,227.51666666666665,242.1975,231.72,221.06,224.8,L8
2013-11-03 22:22:32+00:00,195.8975,215.9416666666667,250.2725,250.648,249.175,242.3216666666667,212.44000000000003,215.00666666666666,233.08249999999998,246.144,236.436,227.81000000000003,233.89000000000001,L8
2013-11-19 22:22:25+00:00,202.1675,221.11499999999998,254.9675,254.36800000000002,251.92,244.92333333333332,214.6525,218.245,236.656,251.64000000000001,244.206,231.5125,236.595,L8
2014-03-11 22:21:19+00:00,202.136,237.49,255.032,258.046,257.01000000000005,252.10399999999998,215.006,218.01800000000003,243.12399999999997,256.02,249.18200000000002,232.092,235.984,L8
2014-03-20 22:15:25+00:00,199.01666666666665,234.83833333333334,252.785,255.78166666666667,254.88,250.03166666666667,212.595,214.49333333333334,239.79666666666665,253.10999999999999,246.36166666666668,228.04166666666666,231.83666666666667,L8
2014-04-21 22:14:29+00:00,198.238,230.542,252.06799999999998,254.558,253.38000000000002,248.49200000000002,215.58999999999997,209.084,235.954,251.42199999999997,244.118,231.5325,235.355,L8
2014-07-17 22:20:39+00:00,188.59,215.33499999999998,237.5925,246.16,241.275,240.325,208.47999999999996,195.45000000000002,224.9375,242.48749999999998,232.1875,221.1,222.32,L8
2014-08-02 22:20:46+00:00,188.59,215.33499999999998,237.5925,252.218,246.92399999999998,245.49200000000002,208.47999999999996,206.5175,231.24,247.35,238.198,221.1,222.32,L8
2014-08-18 22:20:51+00:00,185.4125,211.77999999999997,234.03400000000002,252.218,245.09833333333333,243.7833333333333,208.47999999999996,206.5175,229.10833333333335,245.24833333333333,235.5666666666667,221.1,222.32,L8
2014-09-19 22:20:54+00:00,179.37,205.07999999999998,228.5975,251.255,243.084,242.19400000000002,203.76,205.07000000000002,227.048,244.58200000000002,232.862,208.41,182.13,L8
2014-09-28 22:15:08+00:00,179.37,205.07999999999998,238.054,251.255,249.4283333333333,245.57500000000002,220.64499999999998,211.7225,231.98000000000002,250.23166666666668,232.862,227.0,182.13,L8
2014-10-30 22:15:10+00:00,178.885,206.1933333333333,237.9275,255.04666666666665,251.704,247.67,220.64499999999998,224.84,235.89600000000002,260.7266666666667,234.52999999999997,227.0,182.13,L8
2014-11-15 22:14:49+00:00,180.85999999999999,210.70499999999998,238.92400000000004,253.1575,250.90166666666664,246.30999999999997,215.13666666666666,219.2075,234.83666666666667,258.49,234.984,223.14333333333335,199.195,L8
2015-02-03 22:14:56+00:00,179.865,214.7375,243.282,244.04666666666665,248.72799999999998,242.012,208.615,201.8025,227.02200000000002,256.1116666666667,230.4666666666667,223.14333333333335,199.195,L8
2015-03-14 22:20:23+00:00,181.3,219.64499999999998,246.958,243.2675,249.23799999999997,242.22199999999998,206.212,200.284,227.7,256.70166666666665,230.32000000000002,223.14333333333335,199.195,L8
2015-06-27 22:14:21+00:00,179.25000000000003,207.91,221.13333333333335,228.14666666666665,224.6,231.88666666666666,192.825,182.15499999999997,212.54500000000002,236.18499999999997,221.97,,,L8
2015-07-04 22:20:14+00:00,179.25000000000003,204.9175,213.1975,216.42249999999999,225.735,229.3175,192.825,182.15499999999997,213.60666666666668,236.98000000000002,224.9,,,L8
2015-07-29 22:14:13+00:00,179.25000000000003,202.7,208.096,208.67399999999998,225.735,227.652,192.825,182.15499999999997,211.95250000000001,236.725,226.8166666666667,,,L8
2015-08-21 22:20:33+00:00,183.365,202.65800000000002,208.144,208.93,226.72000000000003,228.484,200.995,198.79000000000002,218.185,238.8725,229.0275,204.86,206.41,L8
2015-11-18 22:14:44+00:00,185.11,212.06800000000004,200.635,200.93,222.78666666666666,226.53250000000003,205.39,203.37,216.96666666666667,239.07000000000002,231.38,204.86,206.41,L8
2015-12-20 22:15:09+00:00,185.11,215.345,209.548,210.09,228.855,230.3,211.255,211.585,223.14,243.5475,236.1175,220.04000000000002,222.25,L8
2016-02-06 22:15:01+00:00,185.11,235.85000000000002,243.07333333333335,244.89999999999998,244.4333333333333,242.56333333333336,212.6933333333333,215.60666666666668,237.20333333333335,251.96000000000004,245.14666666666665,225.14333333333335,227.92666666666665,L8
2016-03-09 22:14:52+00:00,,242.64666666666668,246.11,247.42999999999998,247.26999999999998,245.435,216.34499999999997,215.61333333333334,235.51,251.74666666666667,244.43666666666664,228.12333333333333,231.32333333333335,L8
2016-03-16 22:20:36+00:00,202.51,239.7425,246.0233333333333,247.38666666666666,247.26,245.60333333333332,215.8033333333333,216.5975,237.1325,253.1225,245.905,230.2725,232.3475,L8
2016-06-04 22:20:28+00:00,202.51,231.57666666666668,246.0233333333333,242.68,242.63,242.0125,215.8033333333333,216.5975,237.1325,253.1225,245.905,230.2725,232.3475,L8
2016-06-29 22:14:26+00:00,202.51,217.67666666666665,229.63333333333333,238.3225,237.68,237.3725,215.14499999999998,215.52999999999997,235.6233333333333,251.83666666666667,244.42999999999998,228.62333333333333,230.4333333333333,L8
2016-07-06 22:20:41+00:00,202.51,211.17,220.45,238.3225,235.56000000000003,235.064,215.14499999999998,215.52999999999997,235.6233333333333,251.83666666666667,244.42999999999998,228.62333333333333,230.4333333333333,L8
2016-07-15 22:14:58+00:00,202.51,207.38199999999998,214.32600000000002,238.3225,235.56000000000003,233.0583333333333,215.14499999999998,215.52999999999997,235.6233333333333,247.4825,240.3275,228.62333333333333,230.4333333333333,L8
2016-09-01 22:15:12+00:00,202.51,207.57999999999998,214.23600000000002,238.5525,236.006,233.5,219.62,215.6933333333333,236.29333333333332,248.05499999999998,241.08,227.26333333333332,230.03333333333333,L8
2016-09-08 22:21:00+00:00,202.51,207.56166666666664,217.5,238.01999999999998,236.215,233.99714285714285,214.90333333333334,204.45666666666668,242.89000000000001,250.05999999999997,243.59666666666666,233.99499999999998,236.75,L8
2017-02-08 22:14:58+00:00,,218.24666666666667,237.86,239.67999999999998,240.66666666666666,239.14,210.52666666666664,199.9,234.26,248.995,242.925,224.595,226.66500000000002,L8
2017-02-15 22:20:43+00:00,223.11,223.485,240.41750000000002,241.03750000000002,243.1975,242.6175,216.375,207.8075,240.19000000000003,255.46333333333334,247.21666666666667,230.91,233.08333333333334,L8
2017-05-06 22:20:07+00:00,201.25,215.3033333333333,236.66,235.91666666666666,238.32333333333335,236.72666666666666,217.755,218.70499999999998,232.38666666666668,247.79,238.67666666666665,230.73000000000002,230.58499999999998,L8
2017-05-22 22:20:18+00:00,201.25,215.3033333333333,236.66,235.91666666666666,238.32333333333335,231.3275,217.755,218.70499999999998,230.57500000000002,247.445,238.57,225.36,230.58499999999998,L8
2017-06-07 22:20:26+00:00,191.89666666666668,208.23250000000002,234.6575,234.45,235.89999999999998,229.11399999999998,217.755,218.70499999999998,229.21800000000002,246.02399999999997,237.166,225.36,230.58499999999998,L8
2017-08-03 22:14:35+00:00,187.9925,205.946,232.478,228.34,234.13400000000001,228.41666666666666,217.755,218.70499999999998,229.21800000000002,246.02399999999997,237.166,225.36,230.58499999999998,L8
2017-10-29 22:21:05+00:00,176.28666666666666,202.4925,232.38750000000002,228.1225,233.9725,226.506,225.15,226.36,228.70499999999998,245.26999999999998,237.47500000000002,227.54500000000002,241.71,L8
2017-11-30 22:20:56+00:00,185.42666666666665,213.235,238.1875,234.1525,239.5525,235.5225,221.51999999999998,227.34,238.71333333333334,252.7266666666667,246.8066666666667,241.135,242.97,L8
2018-01-01 22:20:56+00:00,191.545,225.96750000000003,244.6875,240.735,245.54,243.9425,226.17999999999998,228.82333333333335,248.78666666666666,261.71999999999997,255.28,245.20666666666668,247.9,L8
2018-02-11 22:14:26+00:00,207.85,234.9225,251.02,252.16,251.17000000000002,249.62,223.9075,227.93,247.3775,260.635,254.52,244.305,245.3475,L8
2018-02-27 22:14:19+00:00,207.5233333333333,233.254,249.696,250.84,249.96999999999997,248.704,222.294,225.83,244.962,259.344,253.14600000000002,243.10999999999999,242.276,L8
2018-04-16 22:14:18+00:00,207.5233333333333,227.82833333333335,246.92833333333337,247.55499999999998,247.09833333333333,245.60666666666665,218.02666666666667,219.09333333333333,240.96666666666667,255.5666666666667,248.9366666666667,243.10999999999999,242.276,L8
2018-05-18 22:13:58+00:00,207.5233333333333,226.644,246.62600000000003,247.06599999999997,247.67666666666665,245.254,219.39499999999998,219.8183333333333,241.89666666666668,255.57333333333335,249.08666666666667,243.43200000000002,244.32,L8
2018-06-03 22:13:47+00:00,207.87999999999997,212.706,236.01800000000003,243.128,243.93666666666664,241.642,216.49833333333333,215.50666666666666,238.04500000000004,252.52,245.25666666666666,243.84000000000003,244.34249999999997,L8
2018-07-12 22:19:56+00:00,207.87999999999997,204.48,223.802,236.596,242.208,235.618,212.698,212.25,234.85200000000003,249.56000000000003,242.91400000000004,240.67000000000004,239.86999999999998,L8
2018-07-21 22:13:49+00:00,207.87999999999997,202.9333333333333,218.24166666666667,227.26666666666665,238.64333333333335,232.75666666666666,212.698,212.25,229.9666666666667,246.85333333333335,240.35333333333335,240.67000000000004,239.86999999999998,L8
2018-09-07 22:14:12+00:00,181.08,192.92000000000002,202.166,211.138,233.212,227.67799999999997,207.35999999999999,205.29000000000002,225.156,241.28999999999996,234.82200000000003,224.995,230.265,L8
2018-09-30 22:20:31+00:00,181.08,192.42999999999998,201.17666666666665,206.33333333333334,233.212,223.02166666666665,200.60399999999998,199.48600000000002,224.93666666666664,240.48666666666665,234.67666666666665,217.73000000000002,224.79666666666665,L8
2018-11-10 22:14:32+00:00,195.58,197.80166666666665,203.985,209.71,236.98600000000002,226.10666666666668,206.452,207.612,229.46833333333333,244.47333333333333,239.455,223.45499999999998,229.0575,L8
2018-12-28 22:14:29+00:00,195.58,209.265,212.87833333333333,212.90166666666667,238.2,228.82833333333335,204.78750000000002,207.1025,229.24,244.89000000000001,240.53199999999998,222.95999999999998,226.015,L8
2019-02-21 22:20:30+00:00,195.58,219.81800000000004,229.27399999999997,225.63600000000002,246.4875,236.02000000000004,207.21999999999997,211.68199999999996,238.11000000000004,250.73000000000002,246.498,228.31,229.902,L8
2019-03-02 22:14:40+00:00,180.15666666666667,219.54666666666665,231.015,228.08333333333334,244.958,236.025,206.44333333333336,211.12833333333333,236.23166666666668,249.3066666666667,244.5666666666667,226.98166666666665,228.18666666666664,L8
2019-05-28 22:20:29+00:00,164.0,222.4125,244.3975,244.5675,243.2075,239.615,213.42333333333332,209.10500000000002,233.3475,249.9025,239.58,236.7166666666666,234.93999999999997,L8
2019-09-10 22:14:51+00:00,178.69,201.48,232.54,229.185,225.485,219.13,,173.47500000000002,214.83999999999997,234.83499999999998,220.635,,,L8
2019-09-26 22:14:56+00:00,179.6,208.005,232.7,229.82333333333335,227.22333333333336,221.58,195.18,183.37,217.59666666666666,234.88666666666666,224.85666666666668,213.05,213.28,L8
2019-12-22 22:21:03+00:00,198.105,223.845,240.97500000000002,236.17333333333332,234.5233333333333,228.42,210.825,201.20333333333335,229.13666666666666,241.97,238.27333333333334,227.895,229.535,L8
2020-01-23 22:20:55+00:00,198.105,220.62666666666667,239.22000000000003,235.56,234.8775,229.3075,207.08,199.6,224.42000000000002,239.935,230.20250000000001,227.895,229.535,L8
2020-03-04 22:14:32+00:00,191.93999999999997,218.215,238.565,235.64000000000001,234.968,229.66,204.815,197.198,221.844,239.112,229.76399999999998,227.895,229.535,L8
2020-05-14 22:20:12+00:00,197.65499999999997,223.4725,244.10750000000002,243.9725,243.9375,240.075,211.67999999999998,209.43,229.7425,247.94750000000002,237.2725,242.95499999999998,243.25,L8
2020-05-30 22:20:16+00:00,190.24333333333334,219.71999999999997,242.752,241.638,241.244,237.834,211.67999999999998,202.272,229.7425,245.72600000000003,233.392,242.95499999999998,243.25,L8
2020-06-08 22:14:35+00:00,190.24333333333334,217.645,241.91,239.245,240.93500000000003,237.95000000000002,210.72799999999998,199.17166666666665,229.7425,245.72600000000003,233.392,242.95499999999998,243.25,L8
2020-07-10 22:14:51+00:00,177.51500000000001,211.48666666666668,237.615,235.78666666666666,229.87833333333333,234.34333333333333,206.7925,193.396,223.9666666666667,242.41250000000002,228.35,243.17,240.71,L8
2020-07-17 22:20:40+00:00,177.51500000000001,209.56428571428572,236.60999999999999,234.9457142857143,228.71285714285713,233.04,206.7925,193.396,223.9666666666667,242.41250000000002,228.35,243.17,240.71,L8
2020-07-26 22:14:32+00:00,177.49,207.22428571428574,230.64714285714285,235.15,227.50833333333333,232.2057142857143,209.1933333333333,193.04749999999999,230.81500000000003,245.27333333333334,235.8033333333333,243.17,240.71,L8
2021-02-19 22:14:39+00:00,204.89,233.03,,251.34,252.2,247.41,215.93,222.49,247.84,258.3,253.43,240.41,239.94,L8
2021-03-30 22:20:34+00:00,204.89,221.945,,241.15,241.85,238.19,215.93,222.49,234.34,248.205,240.29000000000002,240.41,239.94,L8
2021-05-17 22:20:24+00:00,204.89,209.90666666666667,192.14,221.84,218.44666666666663,222.9766666666667,215.93,222.49,234.34,248.205,240.29000000000002,240.41,239.94,L8
2021-06-18 22:20:38+00:00,204.89,206.35000000000002,197.57,213.98250000000002,209.58749999999998,221.66750000000002,215.93,222.49,223.38,244.65666666666667,237.08333333333334,240.41,239.94,L8
2021-08-05 22:20:52+00:00,204.89,203.18400000000003,196.58333333333334,208.718,203.35999999999999,218.72200000000004,215.93,222.49,223.38,244.65666666666667,237.08333333333334,240.41,239.94,L8
2021-08-14 22:15:09+00:00,188.47,201.495,203.52,211.49166666666667,206.33166666666668,219.57666666666668,215.93,222.49,223.38,244.65666666666667,237.08333333333334,240.41,239.94,L8
2021-09-22 22:21:05+00:00,189.37,201.70000000000002,212.83800000000002,211.21,206.29999999999998,219.91333333333333,214.28,230.03,224.46666666666667,244.92,238.39333333333335,242.68,245.93,L8
2021-11-02 22:15:01+00:00,199.5666666666667,207.2166666666667,220.6833333333333,216.43166666666664,211.33666666666667,225.05000000000004,219.98000000000002,233.49,236.27666666666664,255.5533333333333,251.61,248.15,250.995,L8
2021-11-18 22:15:20+00:00,201.8675,215.07500000000002,230.51666666666668,227.77666666666664,224.87166666666667,234.09166666666667,217.12333333333333,232.09333333333333,239.2925,256.5925,252.425,246.17,248.8066666666667,L8
2021-12-12 22:14:55+00:00,202.908,217.85142857142858,233.91857142857143,231.46,228.89857142857142,236.02142857142857,216.485,231.2275,241.19400000000002,257.116,252.98200000000003,245.70250000000001,247.33,L9
2021-12-19 22:21:04+00:00,202.908,224.03428571428572,241.51142857142855,241.18285714285716,239.29,240.8242857142857,216.192,231.36399999999998,251.158,262.392,258.98,246.288,248.494,L9
2021-12-20 22:15:19+00:00,206.475,228.05625,244.42624999999998,244.565,242.6425,243.675,219.115,232.35666666666665,253.11666666666667,264.0083333333333,260.21999999999997,248.03166666666667,250.11666666666667,L8
2022-01-13 22:14:50+00:00,206.475,228.91333333333336,245.58222222222219,245.89444444444447,243.98000000000002,244.83777777777777,218.84428571428572,232.16428571428574,252.59142857142857,263.4214285714285,260.1385714285714,247.93,250.02428571428572,L9
2022-01-28 22:20:55+00:00,206.12857142857143,229.333,246.211,246.542,244.748,245.16500000000002,218.155,231.45875,251.87375,262.57124999999996,259.50124999999997,247.32875,248.85375,L8
2022-02-06 22:14:44+00:00,206.12857142857143,233.791,252.05699999999996,253.094,252.0,249.452,217.89444444444445,230.98666666666668,251.52666666666664,261.90333333333336,258.98,246.7288888888889,248.12555555555556,L8
2022-02-13 22:20:52+00:00,206.74285714285716,235.14600000000002,253.152,253.654,252.80200000000005,250.167,217.89444444444445,230.98666666666668,251.52666666666664,259.04499999999996,255.594,246.7288888888889,248.12555555555556,L8
2022-02-22 22:15:02+00:00,202.925,232.6936363636364,251.21363636363637,251.46909090909094,250.68636363636367,247.9709090909091,217.89444444444445,230.98666666666668,251.52666666666664,256.6136363636364,253.15,246.7288888888889,248.12555555555556,L8
2022-03-01 22:20:48+00:00,203.50222222222223,232.96166666666667,251.33833333333334,251.64000000000001,250.785,248.125,217.512,230.594,251.23200000000003,256.72666666666663,253.37583333333336,246.221,247.50900000000001,L8
2022-03-02 22:14:37+00:00,203.94400000000002,233.33461538461538,251.54846153846154,251.73999999999998,250.95538461538462,248.3176923076923,217.3618181818182,230.26000000000002,251.10727272727271,256.86,253.57461538461536,245.97,246.9436363636364,L9
