dates,nzd0365-0000,nzd0365-0001,nzd0365-0002,nzd0365-0003,nzd0365-0004,nzd0365-0005,nzd0365-0006,nzd0365-0007,nzd0365-0008,nzd0365-0009,nzd0365-0010,nzd0365-0011,nzd0365-0012,nzd0365-0013,nzd0365-0014,nzd0365-0015,nzd0365-0016,nzd0365-0017,nzd0365-0018,nzd0365-0019,nzd0365-0020,nzd0365-0021,nzd0365-0022,nzd0365-0023,nzd0365-0024,satname
1999-09-04 22:00:09+00:00,,344.43,345.67,348.67,344.16,331.55,325.78,347.5,,348.35,330.04,,,,,,,,,,,,,,,L7
1999-09-20 22:00:08+00:00,318.22,352.77,348.55,348.58500000000004,341.915,328.485,328.57,336.865,314.5,348.35,330.04,,,,,,,,,,,,,,,L7
1999-12-09 22:00:09+00:00,315.79,351.59,350.01666666666665,347.56333333333333,338.33666666666664,329.44,328.57,341.34999999999997,323.8,335.6,338.065,308.18,,,,,,,,,,,,,,L7
1999-12-25 22:00:04+00:00,315.79,351.59,350.01666666666665,347.56333333333333,338.33666666666664,329.44,328.57,343.5175,331.0366666666667,339.74,337.8,322.53999999999996,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-01-26 22:00:02+00:00,315.79,352.755,350.1125,344.5875,335.36,329.04,325.43333333333334,337.358,331.0366666666667,339.74,337.8,322.53999999999996,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-02-11 21:59:57+00:00,315.79,352.466,348.434,342.082,333.622,327.178,323.8275,331.60833333333335,323.2675,339.74,337.8,322.53999999999996,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-03-30 21:59:45+00:00,313.36,352.02500000000003,348.2875,339.465,329.27,326.89,319.7966666666667,327.87600000000003,325.0675,328.27,341.67999999999995,322.53999999999996,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-04-15 21:59:31+00:00,313.36,350.11600000000004,345.668,338.56,330.0,325.586,320.18,323.9683333333333,325.0675,328.27,341.67999999999995,322.53999999999996,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-05-01 21:59:30+00:00,326.4,350.11600000000004,345.57500000000005,338.56,330.425,325.50333333333333,320.492,322.90857142857146,326.83000000000004,326.8,341.67999999999995,322.53999999999996,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-05-17 21:59:19+00:00,327.66333333333336,350.11600000000004,346.2285714285714,338.56,330.425,328.4685714285714,320.492,325.7875,327.93833333333333,328.188,341.67999999999995,322.53999999999996,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-06-18 21:59:03+00:00,334.815,349.346,345.0828571428571,338.48199999999997,330.9633333333333,327.13571428571424,320.45166666666665,322.19,324.60333333333335,329.52250000000004,337.27,336.9,315.99,318.64,308.44,319.62,303.74,,,,,,,,,L7
2000-08-05 21:58:20+00:00,334.815,347.314,343.9928571428572,339.01200000000006,331.145,326.6257142857143,319.66333333333336,317.53000000000003,319.1466666666667,323.3566666666667,,,,,,,,,,,,,,,,L7
2000-10-24 21:57:29+00:00,334.815,345.735,345.74,341.72,331.49333333333334,333.46799999999996,325.27750000000003,325.91200000000003,326.3,329.70000000000005,327.71,317.87,313.04,307.51,295.58,292.07,,,,,,,,,,L7
2000-11-25 21:57:34+00:00,,345.735,343.85,341.72,330.965,331.99666666666667,326.4566666666667,331.45500000000004,329.815,347.56,343.355,330.595,324.425,315.29499999999996,305.91999999999996,305.955,314.67,305.6,303.53,298.63,291.6,288.2,281.76,279.44,,L7
2000-12-11 21:57:36+00:00,,344.7733333333333,343.6266666666666,341.39000000000004,332.3866666666667,330.225,326.33500000000004,337.26200000000006,329.815,347.56,343.355,330.595,324.425,315.29499999999996,305.91999999999996,305.955,314.67,305.6,303.53,298.63,291.6,288.2,281.76,279.44,,L7
2001-05-20 21:57:04+00:00,317.02,340.17,341.375,336.36,331.73,321.59000000000003,319.46000000000004,348.09999999999997,325.83500000000004,362.15,359.0,343.32,335.81,323.08,316.26,319.84,314.67,305.6,303.53,298.63,291.6,288.2,281.76,279.44,,L7
2001-07-07 21:56:36+00:00,317.02,346.42,339.57,341.985,334.34000000000003,325.015,322.48,332.01,309.70000000000005,337.1,326.5,315.12,,300.37,296.76,310.62,323.51,299.92,288.68,,,,,,,L7
2001-08-08 21:56:12+00:00,317.02,345.0733333333333,338.21500000000003,340.0733333333333,334.2033333333333,322.2,318.03,324.9433333333333,306.89000000000004,324.22,326.5,315.12,,300.37,296.76,310.62,323.51,299.92,288.68,,,,,,,L7
2001-08-24 21:56:00+00:00,317.02,343.9875,338.59999999999997,338.73,334.2033333333333,320.2975,322.7,323.37,306.89000000000004,324.22,326.5,315.12,,300.37,296.76,310.62,323.51,299.92,288.68,,,,,,,L7
2001-10-11 21:55:21+00:00,317.02,345.756,342.395,338.476,335.78499999999997,321.29200000000003,321.424,321.096,308.5375,320.31666666666666,326.5,315.12,,300.37,296.76,310.62,323.51,299.92,288.68,,,,,,,L7
2001-12-30 21:55:49+00:00,355.17,347.8225,343.33666666666664,342.134,340.10749999999996,326.368,325.98199999999997,324.898,317.005,325.84000000000003,328.175,314.88,305.65,299.0,293.29999999999995,298.985,323.51,299.92,288.68,,,,,,,L7
2002-01-15 21:55:59+00:00,355.17,343.29,341.4175,337.812,337.8825,322.9,322.004,317.88199999999995,310.8125,322.0866666666667,329.85,314.64,305.65,297.63,289.84,287.35,,,,,,,,,,L7
2002-08-27 21:55:12+00:00,,,342.22,,,,307.98,315.46,312.87,,,,,,,,,,,,,,,,,L7
2002-09-12 21:55:07+00:00,,351.1,345.11,336.17,331.49,319.04,311.02,310.85,310.46000000000004,,,,,,,,,,,,,,,,,L7
2002-10-14 21:54:55+00:00,,348.515,345.18333333333334,336.6,330.865,323.405,319.2766666666667,317.98333333333335,312.1766666666667,,,,,,,,,,,,,,,,,L7
2002-10-30 21:55:01+00:00,,344.9766666666667,343.3075,337.22333333333336,328.7166666666667,320.46666666666664,318.8325,315.895,312.3125,,,,,,,,,,,,,,,,,L7
2003-03-07 21:55:58+00:00,,340.81,340.59749999999997,332.4925,324.7975,319.2925,316.2425,316.03999999999996,312.12666666666667,,,,,,,,,,,,,,,,,L7
2003-04-08 21:55:59+00:00,,337.1425,335.87,328.28,320.8275,318.175,314.52000000000004,320.93999999999994,314.16499999999996,,,,,,,,,,,,,,,,,L7
2004-06-05 21:48:24+00:00,345.48,,358.6,353.43,344.28,342.71,337.94,331.68,327.6,323.16,319.59,318.77,307.72,297.74,296.92,290.89,,,,,,,,,,L5
2004-09-18 21:44:58+00:00,345.48,,358.6,353.43,344.28,342.71,337.94,331.68,327.6,323.16,319.59,316.565,308.68,303.63,301.08000000000004,295.515,312.51,305.01,313.47,311.26,309.81,307.33,299.18,300.89,296.52,L5
2011-09-13 21:55:45+00:00,325.37,354.31,,339.09,330.58,318.14,311.91,309.66,296.7,,,,,,,,,,,,,,,,,L5
2014-05-16 22:06:45+00:00,339.47,,345.95,339.44,338.37,323.55,328.43,321.4,324.01,326.6,,,,,,,,,,,,,,,,L8
2014-06-01 22:06:50+00:00,339.47,,345.95,339.44,338.37,335.70500000000004,336.45500000000004,331.715,332.805,327.47,335.18,342.18,328.79,321.93,315.1,313.86,311.11,296.32,290.53,,,,,,,L8
2014-07-03 22:07:01+00:00,339.47,,345.95,339.44,340.485,335.08,334.67,338.19,333.74,326.14000000000004,325.02,326.745,319.70000000000005,313.275,305.535,306.49,311.11,296.32,290.53,,,,,,,L8
2014-10-07 22:07:25+00:00,339.47,341.0,340.67499999999995,335.245,334.57,329.09749999999997,327.4975,328.775,333.74,326.14000000000004,325.02,326.745,319.70000000000005,313.275,305.535,306.49,311.11,296.32,290.53,,,,,,,L8
2014-12-26 22:07:18+00:00,,337.645,331.6,327.56,326.18333333333334,318.01666666666665,315.14,319.83,335.61,323.48,314.86,311.31,310.61,304.62,295.97,299.12,,,,,,,,,,L8
2015-09-08 22:07:06+00:00,,,,337.36,339.05,330.18,333.11,328.13,326.87,328.84,319.89,316.94,306.35,298.58,296.32,298.98,296.98,288.69,,,,,,,,L8
2015-09-24 22:07:13+00:00,333.03,345.05,333.93,332.025,329.495,323.945,321.8,317.43,312.28499999999997,328.84,319.89,316.94,306.35,298.58,296.32,298.98,296.98,288.69,,,,,,,,L8
2015-11-27 22:07:23+00:00,322.505,340.1,330.095,329.16,323.31333333333333,319.21999999999997,317.28333333333336,314.48333333333335,312.28499999999997,328.84,319.89,316.94,306.35,298.58,296.32,298.98,296.98,288.69,,,,,,,,L8
2015-12-13 22:07:21+00:00,322.505,340.1,337.19666666666666,330.505,326.8925,323.15,321.595,318.345,317.00333333333333,344.32,319.895,312.745,306.815,299.15999999999997,295.505,296.89,296.98,288.69,,,,,,,,L8
2016-03-18 22:07:01+00:00,322.5333333333333,338.24,335.8425,326.27250000000004,322.06,319.09499999999997,315.7175,311.8675,312.07,359.8,319.9,308.55,307.28,299.74,294.69,294.8,,,,,,,,,,L8
2016-09-10 22:07:27+00:00,324.97,340.46500000000003,333.73,322.9,322.735,314.52,313.49,310.77,314.44,,,,,,,,,,,,,,,,,L8
2017-01-16 22:07:22+00:00,327.05,345.475,332.315,323.15999999999997,320.6,313.40999999999997,313.74,313.48,306.53,,,,,,,,,,,,,,,,,L8
2017-04-22 22:06:36+00:00,326.75,347.595,333.125,327.78499999999997,318.40999999999997,312.52,311.04,307.54999999999995,298.45,,,,,,,,,,,,,,,,,L8
2017-05-08 22:06:35+00:00,335.48,348.8,335.23333333333335,329.37666666666667,319.10999999999996,313.08666666666664,311.1366666666667,307.72666666666663,298.58,,,,,,,,,,,,,,,,,L8
2017-05-24 22:06:46+00:00,338.0733333333333,352.0525,337.2125,331.615,322.815,314.5575,312.31,309.7125,299.41499999999996,,,,,,,,,,,,,,,,,L8
2017-10-31 22:07:31+00:00,345.91333333333336,356.51,341.29999999999995,332.65000000000003,324.3,315.29333333333335,312.2133333333333,310.1333333333334,299.4766666666667,,,,,,,,,,,,,,,,,L8
2017-11-16 22:07:28+00:00,348.3299999999999,354.43,338.71,330.8666666666666,323.9266666666667,315.83000000000004,312.655,311.16,299.7950000000001,,,,,,,,,,,,,,,,,L8
2017-12-02 22:07:22+00:00,351.1766666666667,347.83500000000004,334.615,327.17,319.4866666666667,313.695,311.395,308.25,300.185,,,,,,,,,,,,,,,,,L8
2018-01-19 22:07:14+00:00,350.2725,347.67,334.32,327.58500000000004,319.3725,314.16,311.99666666666667,309.8433333333333,300.6766666666667,,,,,,,,,,,,,,,,,L8
2018-04-25 22:06:26+00:00,349.456,346.995,334.37,327.88800000000003,319.308,313.59499999999997,311.6425,309.355,300.47,,,,,,,,,,,,,,,,,L8
2018-06-28 22:06:16+00:00,359.7833333333333,351.36999999999995,339.2633333333333,333.6566666666667,320.18,315.7033333333333,312.67,310.33666666666664,301.8,,,,,,,,,,,,,,,,,L8
2018-08-31 22:06:47+00:00,365.895,350.92,340.0733333333333,334.6566666666667,321.58666666666664,316.21333333333337,312.06666666666666,308.18666666666667,301.53999999999996,,,,,,,,,,,,,,,,,L8
2018-10-18 22:07:05+00:00,365.895,350.92,340.0733333333333,334.6566666666667,321.58666666666664,316.21333333333337,312.06666666666666,308.18666666666667,301.53999999999996,366.49,,363.04,348.51,346.56,345.24,338.93,336.19,325.23,326.73,333.08,327.61,303.68,293.33,279.78,,L8
