dates,satname,nzd0365-0000,nzd0365-0001,nzd0365-0002,nzd0365-0003,nzd0365-0004,nzd0365-0005,nzd0365-0006,nzd0365-0007,nzd0365-0008,nzd0365-0009,nzd0365-0010,nzd0365-0011,nzd0365-0012,nzd0365-0013,nzd0365-0014,nzd0365-0015,nzd0365-0016,nzd0365-0017,nzd0365-0018,nzd0365-0019,nzd0365-0020,nzd0365-0021,nzd0365-0022,nzd0365-0023,nzd0365-0024
2000-11-25 21:57:34.931000,L7,400.54,400.99,382.46,381.98,377.41,373.20,363.80,358.75,355.12,362.15,359.00,343.32,335.81,323.08,316.26,319.84,314.67,305.60,303.53,298.63,291.60,288.20,281.76,279.44,
2000-12-11 21:57:36.803000,L7,,342.85,343.18,340.73,335.23,324.91,325.97,360.49,385.14,380.07,,,,,,,,,,,,,,,
2001-05-20 21:57:04.892000,L7,317.02,337.49,339.57,331.99,328.23,318.27,312.95,325.06,296.55,,,,,,,,,,,,,,,,
2001-07-07 21:56:36.067000,L7,,355.35,363.46,351.98,340.45,331.76,332.01,338.96,322.85,337.10,326.50,315.12,,300.37,296.76,310.62,323.51,299.92,288.68,,,,,,
2001-08-08 21:56:12.984000,L7,,342.38,336.86,336.25,333.93,316.57,309.13,310.81,301.27,311.34,,,,,,,,,,,,,,,
2001-08-24 21:56:00.447000,L7,,340.73,339.37,334.70,371.15,314.59,336.71,318.65,,,,,,,,,,,,,,,,,
2001-10-11 21:55:21.747000,L7,,352.83,353.78,337.46,340.53,325.27,316.32,312.00,313.48,312.51,,,,,,,,,,,,,,,
2001-12-30 21:55:49.115000,L7,355.17,365.50,365.48,350.28,345.52,343.65,335.74,344.07,330.42,342.41,329.85,314.64,305.65,297.63,289.84,287.35,,,,,,,,,
2002-01-15 21:55:59.365000,L7,,337.22,335.66,330.37,331.55,314.42,312.12,303.88,298.08,,,,,,,,,,,,,,,,
2002-03-04 21:56:09.860000,L7,,,,386.87,348.74,331.79,319.60,318.00,307.43,,,,,,,,,,,,,,,,
2002-08-27 21:55:12.096000,L7,,386.05,342.22,393.48,350.38,354.04,307.98,315.46,312.87,,,,,,,,,,,,,,,,
2002-09-12 21:55:07.575000,L7,,351.10,348.00,336.17,331.49,319.04,314.06,306.24,308.05,,,,,,,,,,,,,,,,
2002-10-14 21:54:55.882000,L7,,345.93,345.33,337.03,330.24,327.77,335.79,332.25,315.61,,,,,,,,,,,,,,,,
2002-10-30 21:55:01.471000,L7,,337.90,337.68,338.47,324.42,314.59,317.50,309.63,312.72,,,,,,,,,,,,,,,,
2003-03-07 21:55:58.558000,L7,,328.31,331.38,318.30,313.04,315.77,297.62,,,,,,,,,,,,,,,,,,
2003-04-08 21:55:59.443000,L7,,336.43,329.09,319.32,315.61,314.57,307.17,,,,,,,,,,,,,,,,,,
2003-04-24 21:55:58.309000,L7,,350.52,344.61,338.18,332.79,315.99,327.59,326.09,316.44,322.73,,,,,,,,,,,,,,,
2004-06-05 21:48:24.950000,L5,345.48,369.56,358.60,353.43,344.28,342.71,337.94,331.68,327.60,323.16,319.59,318.77,307.72,297.74,296.92,290.89,,,,,,,,,
2004-09-18 21:44:58.764000,L5,,,,,,,,,,,,314.36,309.64,309.52,305.24,300.14,312.51,305.01,313.47,311.26,309.81,307.33,299.18,300.89,296.52
2011-09-13 21:55:45.838000,L5,325.37,354.31,357.55,339.09,330.58,318.14,311.91,309.66,296.70,,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,339.47,361.44,345.95,339.44,338.37,323.55,328.43,321.40,324.01,326.60,,,,,,,,,,,,,,,
2014-06-01 22:06:50.694000,L8,372.78,395.63,381.12,394.27,407.64,347.86,344.48,342.03,341.60,328.34,335.18,342.18,328.79,321.93,315.10,313.86,311.11,296.32,290.53,,,,,,
2014-07-03 22:07:01.995000,L8,357.60,360.31,372.28,362.63,342.60,333.83,331.10,351.14,335.61,323.48,314.86,311.31,310.61,304.62,295.97,299.12,,,,,,,,,
2014-09-05 22:07:21.754000,L8,,,,,415.49,344.58,355.57,359.88,,,,,,346.54,315.85,394.51,,,,,,,,,
2014-10-07 22:07:25.795000,L8,433.71,341.00,335.40,331.05,322.74,311.15,305.98,300.53,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,324.11,334.29,327.80,324.07,313.21,309.07,308.34,307.82,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,375.47,360.34,347.09,337.36,339.05,330.18,333.11,328.13,326.87,328.84,319.89,316.94,306.35,298.58,296.32,298.98,296.98,288.69,,,,,,,
2015-09-24 22:07:13.635000,L8,333.03,345.05,333.93,326.69,319.94,317.71,310.49,306.73,297.70,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,311.98,335.15,326.26,323.43,310.95,309.77,308.25,308.59,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,367.20,385.04,351.40,334.54,337.63,334.94,334.53,329.93,326.44,359.80,319.90,308.55,307.28,299.74,294.69,294.80,,,,,,,,,
2016-03-18 22:07:01.867000,L8,322.59,334.52,331.78,320.43,319.72,313.96,309.60,302.22,,,,,,,,,,,,,,,,,
2016-09-10 22:07:27.365000,L8,327.35,346.41,335.68,325.37,325.75,315.08,317.38,319.32,314.44,,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,326.75,344.54,328.95,320.95,315.45,311.74,310.10,307.64,298.62,,,,,,,,,,,,,,,,
2017-04-22 22:06:36.244000,L8,430.53,350.65,337.30,334.62,321.37,313.30,311.98,307.46,298.28,,,,,,,,,,,,,,,,
2017-05-08 22:06:35.164000,L8,344.21,351.21,339.45,332.56,320.51,314.22,311.33,308.08,298.84,,,,,,,,,,,,,,,,
2017-05-24 22:06:46.292000,L8,343.26,361.81,343.15,338.33,333.93,318.97,315.83,315.67,301.92,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,350.27,346.34,332.76,327.06,318.46,312.69,309.48,306.65,297.67,,,,,,,,,,,,,,,,
2017-11-16 22:07:28.249000,L8,351.46,347.05,334.27,327.21,319.39,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,351.80,348.62,334.96,327.24,320.61,314.70,313.31,309.85,302.70,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,347.56,347.34,333.73,328.83,319.03,315.09,313.20,313.03,301.66,,,,,,,,,,,,,,,,
2018-02-20 22:07:00.077000,L8,331.43,340.43,332.53,325.76,319.85,316.51,314.24,309.37,299.65,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,346.19,344.97,334.52,329.10,319.05,311.90,310.58,307.89,299.85,,,,,,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,385.60,361.80,349.54,343.04,322.46,320.12,314.23,310.09,303.89,,,,,,,,,,,,,,,,
2018-08-31 22:06:47.157000,L8,340.75,345.99,336.16,331.83,323.25,316.62,311.39,306.58,300.88,,,,,,,,,,,,,,,,
2018-10-18 22:07:05.594000,L8,,409.60,417.31,397.44,376.36,364.22,379.11,371.08,360.63,366.49,374.47,363.04,348.51,346.56,345.24,338.93,336.19,325.23,326.73,333.08,327.61,303.68,293.33,279.78,
2018-12-21 22:07:06.566000,L8,336.54,328.37,321.71,316.34,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,432.09,342.52,330.07,323.67,317.08,312.45,309.23,311.67,301.45,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,371.64,346.51,334.24,326.72,322.50,314.87,312.89,316.05,304.03,,,,,,,,,,,,,,,,
2019-05-14 22:06:48.150000,L8,416.86,349.99,343.09,347.83,333.13,313.75,312.28,310.10,303.39,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,462.15,359.19,344.50,344.74,335.42,322.91,318.47,318.00,311.66,,,,,,,,,,,,,,,,
2019-07-17 22:07:10.971000,L8,385.42,359.24,349.02,342.09,332.20,323.83,319.63,317.42,312.84,,,,,,,,,,,,,,,,
2019-08-02 22:07:17.867000,L8,370.03,353.28,345.11,342.03,329.16,316.10,314.47,309.76,303.18,,,,,,,,,,,,,,,,
2019-10-05 22:07:36.198000,L8,344.77,332.99,373.59,326.76,342.27,342.58,,,,,,,,,,,,,,,,,,,
2019-12-08 22:07:32.611000,L8,427.33,353.35,342.39,333.48,331.59,326.34,320.08,324.22,317.22,,,,,,,,,,,,,,,,
2020-01-09 22:07:25.588000,L8,361.90,345.51,332.58,327.36,319.49,314.53,313.04,314.55,303.96,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,348.68,338.29,326.13,318.91,313.02,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,358.37,338.18,328.75,318.27,314.37,310.81,308.63,309.48,299.97,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,359.27,342.28,330.60,320.81,323.29,316.11,310.53,309.24,302.62,,,,,,,,,,,,,,,,
2020-05-16 22:06:39.488000,L8,400.26,376.31,362.11,347.56,344.39,318.47,314.66,323.72,311.27,,,,,,,,,,,,,,,,
2020-07-19 22:07:07.773000,L8,408.05,359.45,356.99,349.86,340.62,332.64,326.04,322.15,314.82,,,,,,,,,,,,,,,,
2020-08-04 22:07:11.601000,L8,403.05,346.70,342.37,341.70,333.21,313.99,311.24,308.58,302.75,,,,,,,,,,,,,,,,
2021-01-11 22:07:26.124000,L8,339.77,334.77,321.18,315.64,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:07:19.216000,L8,402.38,340.52,330.21,320.59,316.14,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:07:03.784000,L8,351.33,341.78,331.47,319.34,314.19,313.02,309.00,310.19,301.45,,,,,,,,,,,,,,,,
2021-04-17 22:06:54.118000,L8,346.78,343.63,337.60,320.47,319.42,313.66,311.97,308.80,303.29,,,,,,,,,,,,,,,,
2021-07-06 22:07:08.299000,L8,445.34,352.90,359.99,345.79,338.39,316.56,312.67,311.36,304.71,,,,,,,,,,,,,,,,
2021-08-23 22:07:25.117000,L8,386.93,346.99,343.37,334.58,327.12,313.52,311.05,307.01,300.79,,,,,,,,,,,,,,,,
2021-09-08 22:07:29.873000,L8,383.82,348.04,341.60,331.06,323.22,313.73,309.47,307.41,301.04,,,,,,,,,,,,,,,,
2021-09-24 22:07:32.728000,L8,379.06,345.95,339.29,326.68,320.00,311.17,309.82,306.32,299.25,,,,,,,,,,,,,,,,
2021-12-21 22:07:31.120000,L9,363.06,350.52,331.50,326.54,318.46,316.59,312.34,312.11,303.97,,,,,,,,,,,,,,,,
2022-01-06 22:07:29.828000,L9,352.89,346.69,334.55,327.20,318.41,313.84,313.19,313.90,304.12,,,,,,,,,,,,,,,,
2022-01-14 22:07:27.312000,L8,345.31,327.37,335.93,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 22:07:05.573000,L8,385.37,349.07,333.36,329.08,322.99,315.38,313.45,310.42,304.72,,,,,,,,,,,,,,,,
2022-05-22 22:07:10.472000,L8,344.21,343.97,331.36,324.96,317.43,314.43,311.60,309.92,303.66,,,,,,,,,,,,,,,,
2022-06-07 22:07:19.428000,L8,385.21,354.74,343.47,334.09,330.42,323.98,321.41,319.12,311.85,,,,,,,,,,,,,,,,
2022-07-01 22:07:06.314000,L9,374.28,366.40,360.95,366.15,368.28,373.75,381.57,332.59,318.79,312.45,,,,,,,,,,,,,,,
2022-07-17 22:07:05.202000,L9,439.62,394.08,376.14,360.96,357.99,347.04,353.85,350.40,329.77,325.75,331.85,327.55,322.29,314.04,314.46,306.77,297.69,296.64,295.92,292.63,,,,,
2022-08-10 22:07:44.129000,L8,402.67,365.83,343.54,339.61,331.51,336.63,324.26,319.75,317.29,,,,,,,,,,,,,,,,
2022-08-26 22:07:46.208000,L8,393.17,355.86,366.77,341.73,340.39,321.66,316.56,314.07,309.07,,,,,,,,,,,,,,,,
2022-09-03 22:07:27.941000,L9,349.36,349.93,337.90,328.29,318.33,312.72,307.51,306.39,300.04,,,,,,,,,,,,,,,,
2022-10-05 22:07:34.692000,L9,391.19,365.93,356.87,344.20,338.13,325.66,320.48,317.67,313.20,,,,,,,,,,,,,,,,
2022-10-21 22:07:41.412000,L9,358.50,348.94,333.63,326.75,317.79,,,,,,,,,,,,,,,,,,,,
2022-10-29 22:07:52.427000,L8,349.98,348.27,334.18,326.82,318.37,312.36,308.69,308.12,302.21,,,,,,,,,,,,,,,,
2022-11-06 22:07:39.965000,L9,418.26,381.67,344.97,334.84,338.67,323.11,320.74,315.65,311.52,,,,,,,,,,,,,,,,
2022-11-14 22:07:47.062000,L8,355.90,353.22,333.90,327.49,319.98,314.63,311.89,310.70,303.49,,,,,,,,,,,,,,,,
2022-11-22 22:07:41.635000,L9,412.23,391.10,344.02,358.76,354.39,346.74,322.84,319.32,322.93,,,,,,,,,,,,,,,,
2023-01-17 22:07:30.257000,L8,341.44,335.89,325.32,316.78,,,,,,,,,,,,,,,,,,,,,
2023-01-25 22:07:37.119000,L9,355.87,355.07,335.52,326.96,323.92,316.86,313.27,312.84,304.35,,,,,,,,,,,,,,,,
2023-03-14 22:07:23.107000,L9,349.17,351.38,335.45,329.14,322.35,313.88,309.81,308.06,300.52,,,,,,,,,,,,,,,,
2023-03-22 22:07:04.713000,L8,390.82,356.48,337.99,331.61,320.66,311.35,310.79,308.47,301.30,,,,,,,,,,,,,,,,
2023-03-30 22:07:11.153000,L9,350.23,352.87,338.54,332.45,325.82,315.58,312.63,309.22,304.78,,,,,,,,,,,,,,,,
2023-04-15 22:07:04.808000,L9,397.31,377.89,357.77,346.17,339.37,325.10,325.26,331.43,313.36,,,,,,,,,,,,,,,,
2023-04-23 22:06:45.046000,L8,355.88,355.22,338.82,330.79,325.55,316.03,314.44,311.65,305.97,,,,,,,,,,,,,,,,
2023-06-02 22:06:41.744000,L9,358.59,356.90,340.90,331.03,320.25,314.77,312.14,311.22,305.02,,,,,,,,,,,,,,,,
2023-06-10 22:06:39.746000,L8,359.71,364.53,344.92,336.29,325.04,315.53,313.91,313.24,308.65,,,,,,,,,,,,,,,,
2023-07-28 22:07:02.846000,L8,358.24,357.29,343.43,331.58,320.16,314.64,309.85,310.91,304.11,,,,,,,,,,,,,,,,
2023-08-05 22:06:59.027000,L9,352.49,359.01,343.19,330.50,317.36,311.59,308.36,305.92,301.87,,,,,,,,,,,,,,,,
2023-08-13 22:07:07.940000,L8,403.49,374.56,360.19,345.13,335.64,318.04,317.37,335.41,312.24,,,,,,,,,,,,,,,,
2023-08-21 22:07:04.005000,L9,384.02,358.97,345.05,331.49,323.57,317.08,312.06,311.72,306.39,,,,,,,,,,,,,,,,
2023-08-29 22:07:14.014000,L8,428.40,380.98,362.86,348.83,356.41,317.94,331.56,332.60,327.99,308.26,,308.79,304.94,299.70,296.98,288.84,295.14,,,,,,,,
2023-09-06 22:07:14.613000,L9,391.97,356.19,339.37,327.28,316.34,,,,,,,,,,,,,,,,,,,,
2023-09-30 22:07:21.548000,L8,395.89,360.25,344.16,338.65,327.35,320.96,319.90,318.22,311.93,,,,,,,,,,,,,,,,
2023-10-08 22:07:22.193000,L9,392.06,373.07,359.38,342.83,324.94,314.73,312.31,314.27,304.63,,,,,,,,,,,,,,,,
2023-10-24 22:07:27.973000,L9,401.30,358.00,342.42,331.12,322.82,315.40,314.64,314.58,308.12,,,,,,,,,,,,,,,,
2023-11-17 22:07:27.133000,L8,362.71,382.17,343.40,333.01,325.92,318.74,318.71,317.71,310.97,,,,,,,,,,,,,,,,
2023-12-19 22:07:27.073000,L8,434.20,402.44,398.84,389.85,,,,,436.16,357.47,356.34,347.43,390.70,364.12,333.32,326.33,389.33,361.28,302.90,300.97,290.70,284.24,281.00,,
2024-01-12 22:07:30.793000,L9,388.23,364.66,342.38,332.73,326.75,323.11,324.03,346.80,312.80,,,,,,,,,,,,,,,,
2024-01-28 22:07:30.090000,L9,416.73,396.54,383.34,373.43,374.23,346.08,353.30,349.06,346.39,339.11,342.16,336.34,328.03,322.42,323.19,331.99,322.08,306.21,304.31,298.00,289.28,279.25,278.68,,
2024-02-05 22:07:19.904000,L8,466.09,354.53,332.32,323.95,316.61,313.04,310.71,315.37,305.09,,,,,,,,,,,,,,,,
2024-02-13 22:07:29.811000,L9,358.88,355.81,332.85,324.84,318.78,314.12,312.56,312.48,303.32,,,,,,,,,,,,,,,,
2024-02-29 22:07:23.348000,L9,355.22,387.57,338.07,329.30,323.73,319.13,315.83,315.39,310.59,,,,,,,,,,,,,,,,
2024-03-16 22:07:23.404000,L9,348.76,352.97,335.42,328.77,326.64,317.66,312.25,315.79,305.02,,,,,,,,,,,,,,,,
2024-04-17 22:07:03.684000,L9,415.29,385.07,364.16,349.53,345.55,338.93,324.61,327.53,327.91,,,,,,,,,,,,,,,,
2024-05-03 22:06:49.872000,L9,391.41,362.52,351.75,340.25,333.53,321.74,315.84,318.33,324.23,,,,,,,,,,,,,,,,
2024-05-11 22:06:27.762000,L8,342.58,355.70,337.62,329.83,317.54,311.10,309.19,307.88,302.02,,,,,,,,,,,,,,,,
2024-05-19 22:06:42.049000,L9,399.46,385.08,362.66,351.44,347.21,342.19,321.00,329.83,331.90,311.07,,,,,,,,,,,,,,,
2024-06-28 22:06:31.354000,L8,356.12,355.41,341.83,331.40,319.77,312.91,310.08,305.55,304.33,,,,,,,,,,,,,,,,
2024-07-06 22:06:32.918000,L9,391.43,373.21,357.66,345.43,331.42,326.60,322.26,320.46,315.94,,,,,,,,,,,,,,,,
2024-08-23 22:06:59.383000,L9,369.19,359.77,343.04,335.21,321.66,314.20,310.63,307.80,303.07,,,,,,,,,,,,,,,,
2024-08-31 22:07:03.291000,L8,,365.27,355.19,345.46,328.37,317.88,316.08,315.85,314.62,,,,,,,,,,,,,,,,
2024-09-24 22:07:01.359000,L9,409.32,420.83,388.07,372.57,378.91,367.02,362.12,352.85,355.60,373.68,344.72,336.89,340.12,347.22,338.57,322.51,340.47,324.00,297.22,295.90,284.77,280.16,,,
2024-10-10 22:07:10.262000,L9,368.94,358.54,340.87,331.04,319.38,311.92,308.26,310.60,300.66,,,,,,,,,,,,,,,,
2024-10-18 22:07:18.673000,L8,390.46,374.67,352.55,340.47,330.94,324.07,321.20,321.36,311.74,,,,,,,,,,,,,,,,
2024-11-11 22:07:15.564000,L9,393.94,397.53,363.82,353.41,352.41,355.67,350.00,345.97,338.87,327.14,319.89,316.33,311.37,305.62,295.60,295.68,294.73,,,,,,,,
2024-12-05 22:07:21.239000,L8,360.30,360.67,340.92,334.11,327.22,319.69,320.31,317.18,309.33,,,,,,,,,,,,,,,,
2025-01-22 22:07:13.469000,L8,387.50,356.09,340.61,333.24,332.36,325.58,316.30,316.60,308.51,,,,,,,,,,,,,,,,
2025-01-30 22:07:20.065000,L9,404.33,358.20,337.78,332.97,329.80,347.65,322.13,319.85,313.36,,,,,,,,,,,,,,,,
2025-02-07 22:07:17.137000,L8,365.98,356.08,333.79,328.00,321.77,318.32,313.68,314.31,306.41,,,,,,,,,,,,,,,,
2025-02-23 22:07:07.365000,L8,417.50,397.12,341.62,333.00,329.54,346.85,334.83,321.51,313.97,,,,,,,,,,,,,,,,
2025-03-19 22:07:06.727000,L9,365.67,358.33,343.35,330.20,322.93,320.58,321.33,317.28,311.61,,,,,,,,,,,,,,,,
2025-04-12 22:06:48.304000,L8,393.95,358.61,334.50,329.51,321.44,316.87,314.97,313.46,305.10,,,,,,,,,,,,,,,,
2025-05-22 22:06:43.734000,L9,393.29,360.66,343.62,334.53,330.18,321.94,320.28,317.25,309.59,,,,,,,,,,,,,,,,
2025-05-30 22:06:42.533000,L8,358.42,355.21,339.98,329.72,319.76,313.65,310.85,308.94,306.21,,,,,,,,,,,,,,,,
2025-07-25 22:07:06.294000,L9,395.70,366.13,355.58,341.36,329.60,322.65,318.27,317.12,311.62,,,,,,,,,,,,,,,,
2025-08-10 22:07:16.143000,L9,389.23,357.92,345.15,337.08,325.82,315.58,313.42,309.48,303.65,,,,,,,,,,,,,,,,
2025-08-26 22:07:21.236000,L9,383.80,358.40,343.78,333.32,324.77,317.88,314.24,311.99,304.73,,,,,,,,,,,,,,,,
2025-09-19 22:07:27.204000,L8,383.71,353.71,341.75,331.95,324.96,317.64,312.77,310.72,303.49,,,,,,,,,,,,,,,,
2025-10-29 22:07:29.182000,L9,387.47,354.64,339.94,331.92,326.69,321.91,320.30,314.88,307.34,,,,,,,,,,,,,,,,
2025-11-06 22:07:31.775000,L8,385.04,356.57,340.82,332.91,327.23,322.26,320.45,313.66,309.06,,,,,,,,,,,,,,,,
2025-11-14 22:07:36.344000,L9,350.88,346.10,332.06,324.32,312.67,311.32,309.01,307.91,301.24,,,,,,,,,,,,,,,,
