dates,satname,nzd0547-0000,nzd0547-0001,nzd0547-0002,nzd0547-0003,nzd0547-0004,nzd0547-0005,nzd0547-0006,nzd0547-0007,nzd0547-0008,nzd0547-0009,nzd0547-0010,nzd0547-0011,nzd0547-0012,nzd0547-0013,nzd0547-0014,nzd0547-0015,nzd0547-0016,nzd0547-0017,nzd0547-0018,nzd0547-0019,nzd0547-0020,nzd0547-0021,nzd0547-0022,nzd0547-0023,nzd0547-0024,nzd0547-0025,nzd0547-0026,nzd0547-0027,nzd0547-0028,nzd0547-0029,nzd0547-0030,nzd0547-0031,nzd0547-0032,nzd0547-0033,nzd0547-0034,nzd0547-0035,nzd0547-0036,nzd0547-0037,nzd0547-0038,nzd0547-0039,nzd0547-0040,nzd0547-0041,nzd0547-0042,nzd0547-0043,nzd0547-0044,nzd0547-0045,nzd0547-0046,nzd0547-0047
2002-11-29 22:09:01.492000,L7,351.12,357.34,332.12,324.20,,,,,,,385.59,373.12,367.64,365.74,354.43,342.39,337.85,328.48,327.47,322.78,328.45,326.47,318.42,315.50,317.20,318.41,315.27,313.95,312.80,317.82,324.90,325.72,330.12,333.19,326.96,324.60,325.98,331.69,327.81,330.53,334.72,342.15,336.05,327.31,317.80,312.22,306.55,
2003-03-21 22:09:27.545000,L7,332.29,289.30,280.45,272.38,257.83,292.96,329.73,350.23,362.05,376.08,382.33,371.13,367.60,366.57,354.15,343.71,336.78,328.54,329.32,325.74,328.69,326.89,318.40,316.18,316.58,316.70,313.94,314.16,312.77,309.15,319.18,324.05,331.50,337.65,330.78,328.89,329.92,335.13,333.63,333.53,335.29,340.02,338.54,327.26,316.70,,,
2003-08-13 21:51:32.649000,L5,,,,,,,,,,,,,,,382.87,379.30,366.04,356.23,359.68,364.25,368.66,362.21,352.95,347.23,355.45,355.12,354.33,353.83,354.06,358.98,363.47,367.53,367.53,372.38,361.36,368.44,367.92,367.67,363.00,359.87,370.10,364.13,371.05,357.73,356.63,345.45,340.26,304.08
2003-10-07 21:58:35.519000,L5,298.80,300.43,309.53,294.09,268.63,,,,,,,,,,,380.35,368.78,355.46,360.52,358.41,358.79,355.89,349.82,347.37,355.39,359.24,354.13,354.71,352.42,364.08,365.19,368.71,361.55,366.17,360.76,358.25,364.10,362.37,356.36,368.28,372.46,374.41,375.03,364.26,355.08,354.69,338.03,295.73
2003-11-17 21:52:57.120000,L5,327.59,311.91,313.95,298.77,275.16,,,,,,,,,390.21,385.10,375.91,367.87,361.83,368.30,367.45,364.83,365.17,354.24,356.38,353.89,357.02,349.05,344.92,347.88,354.09,357.87,363.14,365.10,375.14,367.66,370.42,369.65,373.45,364.14,369.09,367.09,368.41,367.45,356.69,352.10,345.24,340.42,313.45
2003-12-26 21:59:30.091000,L5,329.33,308.71,307.59,296.88,270.00,,,,,,,,,,,,,,,,,,,,,,,,,316.74,306.16,311.34,366.01,368.08,357.69,359.35,358.93,362.51,357.87,362.28,383.48,386.35,379.90,376.11,364.70,367.56,363.74,315.29
2004-01-20 21:53:24.777000,L5,328.06,308.04,312.05,301.30,286.48,,,,,,,,,,,381.90,367.98,363.48,363.53,363.39,365.68,360.57,358.02,355.21,358.30,361.77,358.88,360.03,357.86,366.23,367.75,369.04,371.06,373.86,369.35,368.46,370.13,367.92,373.32,372.49,374.02,382.49,377.65,370.82,363.66,361.36,360.75,320.90
2004-04-25 21:54:35.260000,L5,,,,,,,,,,,,,,,342.79,340.00,329.98,319.80,319.80,308.99,,,313.39,313.06,308.66,323.12,311.11,311.54,,,,,,326.45,319.91,326.74,324.91,323.45,322.65,323.26,325.11,328.13,,,,,,
2004-07-30 21:57:15.668000,L5,,,,,,,,,,,,,,,347.44,346.60,329.27,328.96,321.23,279.23,,,,,,,,,,,,,,331.58,317.51,277.65,323.02,,,,,,,,,,,
2004-07-30 21:57:39.499000,L5,,,,,,,,,,,,,,,386.29,381.44,365.18,361.54,362.15,360.24,360.55,357.46,361.14,349.42,358.71,363.84,351.89,357.70,353.78,358.73,365.82,371.47,377.22,377.24,366.84,371.20,373.30,372.37,368.97,372.30,371.45,376.67,367.33,358.22,349.00,346.43,337.91,315.99
2004-10-18 21:59:11.702000,L5,310.44,305.76,310.15,296.52,267.66,,,,,,,,,,,384.39,369.85,362.33,366.87,363.24,362.63,362.65,353.90,350.71,353.11,360.15,357.64,355.30,358.52,358.51,366.43,365.96,364.33,367.09,357.04,364.36,360.64,362.61,356.64,362.98,367.93,371.12,365.22,361.05,351.83,347.51,347.96,317.06
2004-10-18 21:59:35.533000,L5,306.54,304.25,306.41,293.21,265.13,,,,,,,,,,,381.92,366.89,359.85,363.88,363.10,359.92,360.84,351.15,350.14,351.11,358.80,356.04,353.97,356.51,357.21,365.15,365.23,363.20,366.24,355.88,363.07,360.47,362.69,357.61,363.83,368.78,370.46,364.72,361.02,353.23,350.23,348.27,311.02
2005-01-13 22:06:52.927000,L5,326.03,309.19,306.93,296.26,265.06,321.50,,,,,,,,,,387.49,379.00,368.50,365.24,354.12,353.55,355.15,348.86,346.24,345.22,348.78,350.31,359.89,363.77,365.67,372.53,375.08,375.05,378.24,364.20,355.32,355.63,358.40,355.12,356.79,358.46,375.46,378.37,375.47,365.28,368.42,367.46,338.39
2005-02-14 22:07:21.106000,L5,312.90,306.20,310.08,294.15,262.01,326.02,,,,,,,,,,388.36,386.34,375.39,372.10,372.17,369.88,353.69,349.15,345.07,346.58,351.70,347.37,342.99,347.17,367.37,375.06,376.09,378.10,379.03,372.22,375.06,371.21,355.66,353.76,351.56,361.94,364.73,364.61,363.04,364.03,365.65,358.59,337.40
2005-08-09 22:08:46.932000,L5,,,,,,,,,,,,,,388.02,381.22,373.14,366.96,362.17,363.15,362.94,368.19,364.35,362.96,359.13,362.55,363.23,351.93,350.14,348.36,359.43,362.52,366.27,367.30,377.59,380.35,381.62,376.86,377.67,376.34,372.96,370.09,366.24,371.38,357.41,355.95,352.82,341.81,315.70
2005-08-25 22:08:52.862000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.99,323.62,319.58,317.74,317.75,322.90,320.48,314.17,320.41,318.21,320.75,,,,,,
2005-09-10 22:08:55.708000,L5,277.03,256.40,315.05,298.72,270.11,,,,,,,,,,386.28,378.85,368.07,361.47,357.75,360.30,364.59,360.64,356.60,345.80,348.63,353.97,349.01,347.37,346.96,350.04,358.20,368.25,370.85,373.37,367.47,370.95,370.71,369.70,363.27,356.21,363.27,367.07,368.36,356.92,345.84,351.79,342.33,311.52
2005-10-05 22:02:41.026000,L5,332.19,314.48,317.18,307.59,289.17,,,,,,,,,,,387.96,376.94,370.80,365.12,367.23,365.54,367.48,360.16,361.52,360.44,364.67,357.79,353.72,352.25,359.47,364.57,367.55,369.80,371.82,371.27,372.60,375.58,375.47,375.59,370.65,379.70,372.77,375.16,362.77,353.99,349.11,339.58,313.73
2005-11-13 22:09:08.414000,L5,327.14,311.43,314.93,299.21,286.84,,,,,,,,,,386.15,375.26,366.79,357.78,357.61,363.48,369.63,368.48,364.17,359.71,363.71,368.40,364.18,360.48,346.82,354.40,359.06,364.48,367.23,368.08,362.95,373.33,373.75,375.34,375.47,373.30,379.41,380.72,377.89,363.32,353.83,353.89,346.38,313.84
2006-02-17 22:11:22.491000,L5,314.14,307.53,310.00,294.85,270.20,,,,,,,,,,,377.67,369.98,360.03,361.40,361.44,363.38,360.38,356.46,356.82,356.15,361.19,355.74,354.19,355.09,363.01,366.09,368.50,366.94,369.69,364.87,367.25,368.07,367.75,361.83,367.75,373.44,374.05,376.12,366.73,363.20,359.03,350.28,329.37
2006-04-15 22:06:18.610000,L5,,,,242.29,213.42,281.41,317.79,227.31,,,,,,,,,,,,,,,,,,,,,305.12,305.37,325.40,332.15,331.81,341.92,329.52,336.26,331.44,334.02,330.70,334.25,334.38,329.15,264.82,297.55,279.04,,,
2006-04-15 22:06:42.440000,L5,,,,,,,,,,,,,,,333.89,325.74,324.24,310.10,,,,,,,,,,,303.03,301.98,324.36,332.81,329.97,341.47,329.52,335.82,332.76,332.82,329.74,334.37,333.68,328.78,266.55,299.37,271.83,,,
2006-04-22 22:12:36.093000,L5,,,,,,,,,,,,,,,381.77,374.19,367.80,354.21,351.58,356.04,351.34,355.76,353.60,353.88,356.99,364.02,358.94,360.99,355.35,364.81,364.77,363.81,365.49,368.57,362.19,367.30,366.63,369.08,368.85,372.33,375.67,376.07,379.06,370.70,362.47,354.28,351.44,323.62
2006-06-25 22:13:31.961000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.79,325.99,322.03,,,,,,,,,,,
2006-07-27 22:13:58.731000,L5,,,,,,,,,,,,,,,385.16,383.14,372.91,362.42,362.90,360.65,365.07,356.57,353.50,348.71,356.47,360.09,356.92,355.30,358.13,359.93,370.25,377.40,379.54,383.17,377.90,381.43,379.49,381.96,368.50,366.77,375.38,372.21,378.41,376.90,365.50,366.31,349.08,320.43
2006-08-05 22:07:55.109000,L5,,,,,,274.73,316.28,276.42,267.06,349.56,360.56,,,,,,,,,,,,,,289.82,322.87,314.05,302.49,310.01,320.46,316.43,318.08,322.87,321.72,319.27,322.38,322.96,320.83,312.31,317.25,318.16,308.03,,,,,,
2006-08-05 22:08:18.939000,L5,,,,,,279.31,315.12,262.65,258.09,255.06,278.29,,,,,,,,,,,,,,,327.09,322.65,304.81,312.11,324.34,315.01,314.37,,,325.38,330.61,326.14,328.08,315.46,325.94,321.78,314.21,,,,,,
2006-08-21 22:08:07.440000,L5,,,,,209.65,284.12,325.10,338.08,,,,,,,,,,,,,,,,,,,,,,,,266.91,333.95,343.80,338.33,335.52,328.02,324.08,319.35,320.42,321.15,325.21,257.28,,,,,
2006-08-28 22:14:23.601000,L5,,,,,,,,,,,,,,,,383.15,375.41,370.47,365.48,365.83,369.00,367.19,362.71,358.58,345.74,350.65,348.46,346.42,347.57,349.73,356.02,374.31,380.01,379.56,374.51,382.63,379.00,381.01,378.93,357.44,363.64,367.02,361.61,358.71,347.22,346.77,353.33,328.02
2006-09-06 22:08:43.357000,L5,,,,,,,,,,,,,,,387.02,380.70,374.62,362.71,362.25,359.28,370.43,367.53,366.46,363.15,366.44,372.51,369.90,364.13,362.81,361.98,367.51,369.18,372.53,375.84,369.48,370.20,383.06,382.92,379.84,375.81,384.31,380.28,380.09,358.14,358.32,346.38,342.76,317.60
2006-09-13 22:14:35.259000,L5,303.56,279.33,306.67,295.70,261.35,323.06,,,,,,,,,,384.92,375.63,372.64,369.34,365.08,363.48,351.55,346.24,347.87,350.51,354.79,351.64,348.24,360.88,369.17,371.00,384.30,376.30,383.13,378.32,376.84,368.04,363.72,356.91,361.76,363.04,364.93,360.91,375.13,372.19,367.29,362.55,325.85
2006-10-08 22:08:40.914000,L5,314.56,306.99,306.65,294.32,272.67,,,,,,,,,,,,376.79,368.26,375.99,367.43,366.49,361.90,352.29,348.26,354.37,356.28,356.56,350.25,353.55,364.53,373.75,379.34,385.72,377.55,378.08,373.45,376.19,366.64,368.73,365.91,370.59,369.90,366.67,355.85,346.28,342.43,330.63,303.05
2006-11-25 22:09:07.763000,L5,322.99,306.13,309.10,294.18,274.55,,,,,,,,,,,,,281.77,347.64,350.80,342.32,336.87,337.11,338.39,341.19,355.99,353.81,327.96,323.83,321.87,323.29,330.44,331.50,335.69,332.10,367.41,369.47,365.87,365.80,364.28,367.82,359.98,355.60,337.23,334.12,337.66,333.38,281.22
2007-02-04 22:15:45.266000,L5,328.57,314.94,314.08,297.28,280.51,,,,,,,,,,384.41,372.60,366.15,357.79,356.63,357.15,356.98,353.23,360.25,360.09,361.70,367.23,363.20,360.69,359.77,367.99,354.97,363.20,362.68,365.08,360.15,358.58,361.26,368.41,371.32,376.28,378.19,383.19,381.41,373.67,369.18,348.03,343.39,314.16
2007-09-09 22:08:08.993000,L5,,,,,,,,,,,,,,,,387.49,374.68,368.37,369.41,365.70,368.26,360.23,356.81,357.18,355.68,362.51,357.46,355.80,356.58,363.10,369.50,376.88,373.14,378.19,369.78,371.54,367.26,367.14,362.06,368.13,372.58,374.54,373.60,370.18,360.71,359.26,347.63,323.51
2007-10-02 22:13:42.645000,L5,,,,,,,,,,,,,,,,323.02,322.39,314.91,318.18,330.33,328.59,323.91,319.46,323.59,,,287.51,308.88,320.84,334.93,340.50,345.04,350.97,353.58,334.61,339.04,332.85,339.06,341.92,324.42,313.24,319.48,321.81,,,,,
2009-01-17 21:59:44.398000,L5,,,,,239.18,294.71,323.26,302.55,270.76,273.37,274.77,,,,,,,,,,320.53,333.41,334.69,323.84,323.39,330.06,324.09,322.79,320.84,328.80,333.55,343.58,345.89,347.96,340.60,343.68,345.90,343.43,332.17,333.14,333.68,339.76,333.82,316.85,,,,
2010-02-05 22:05:29.575000,L5,318.04,311.65,315.73,300.31,274.12,,,,,,,,,,,386.94,377.27,372.64,371.00,371.40,370.50,368.16,367.34,350.07,351.88,355.15,353.32,352.06,353.10,357.47,362.17,377.02,378.39,381.48,374.02,375.06,376.61,374.40,366.02,360.69,367.97,369.47,373.46,365.52,361.45,365.10,366.36,342.00
2010-10-26 22:10:38.745000,L5,278.32,273.24,277.01,262.84,243.33,318.60,345.75,,,,391.42,382.82,380.32,371.97,367.87,368.19,340.92,335.85,339.27,336.95,338.85,335.32,330.94,330.30,341.97,345.82,345.26,344.36,345.90,351.92,358.42,365.68,355.86,356.45,350.94,353.26,355.79,354.12,352.40,369.76,377.35,379.15,384.48,377.60,373.89,369.49,354.88,309.12
2013-05-11 22:22:42.945000,L8,,,,,,,,,,,390.95,380.27,375.84,371.36,360.83,356.25,346.87,338.10,338.99,336.64,336.09,333.35,332.46,331.32,330.32,336.30,334.82,330.13,333.45,338.31,344.24,348.68,348.47,351.61,348.31,349.77,348.06,348.54,344.49,346.10,349.23,348.93,350.65,348.84,345.50,336.80,329.30,316.55
2013-07-23 22:16:34.633000,L8,,,,,,,,,,,389.55,378.07,373.90,372.08,360.96,355.41,345.11,336.63,336.77,336.07,335.88,333.27,332.02,332.02,331.31,337.82,335.39,333.02,333.63,341.17,344.65,351.07,349.94,353.36,349.28,354.28,352.05,351.66,346.87,348.17,351.25,349.77,355.77,351.06,344.99,336.65,329.06,316.97
2013-09-25 22:16:28.938000,L8,318.16,259.98,289.21,278.08,242.53,305.27,336.06,355.67,,,385.14,375.01,373.49,366.60,358.58,350.34,341.83,333.15,331.55,331.45,331.46,328.73,327.90,324.01,323.17,328.84,326.81,321.65,323.06,327.68,334.77,339.41,339.52,343.09,337.29,339.98,339.00,340.62,339.75,338.95,341.98,344.45,345.40,339.69,333.54,329.62,322.02,307.28
2013-10-02 22:22:40.460000,L8,314.60,265.60,290.50,277.65,243.10,307.36,336.39,355.49,,,385.79,376.08,372.81,366.90,359.97,350.94,341.55,333.15,333.12,332.27,331.89,328.06,329.96,323.14,322.63,330.37,328.28,322.96,323.59,329.68,334.30,342.71,340.82,344.95,337.91,341.49,339.36,342.65,339.65,339.67,341.34,344.62,346.64,342.23,335.93,331.46,323.95,308.11
2013-10-18 22:22:37.411000,L8,309.17,284.22,294.25,284.59,255.53,308.96,340.57,,,,389.75,380.81,375.39,369.97,364.02,355.51,345.51,336.15,338.72,335.38,335.95,331.50,331.51,325.96,325.80,331.55,328.92,324.47,325.97,331.97,335.45,344.77,343.51,345.48,339.60,343.29,340.64,343.38,338.66,340.04,341.56,345.88,347.78,342.77,337.74,332.84,326.00,312.69
2013-10-27 22:16:19.549000,L8,,,263.56,256.42,220.38,247.87,312.64,331.15,331.02,357.42,366.02,345.81,347.85,340.79,342.97,329.17,318.81,309.77,294.66,291.89,309.29,298.40,298.21,301.92,295.51,309.20,300.48,293.10,275.06,285.46,307.94,311.55,314.04,319.31,312.39,308.84,310.42,310.98,305.62,314.23,312.20,314.06,,,,,,
2013-11-12 22:16:19.914000,L8,312.07,285.16,294.67,282.19,244.11,296.86,336.92,,,,385.89,378.10,373.67,367.91,362.25,352.96,342.60,335.74,334.89,334.20,335.32,331.77,330.90,324.46,323.05,330.18,327.84,322.55,324.53,330.28,334.38,342.97,343.11,346.74,340.22,342.14,340.19,340.99,339.98,339.48,342.07,346.13,347.42,343.38,335.65,329.77,326.39,311.47
2013-11-19 22:22:25.407000,L8,318.43,285.49,293.81,281.11,244.39,296.39,336.22,356.25,,,385.61,376.89,373.02,367.47,360.86,352.17,342.46,333.56,331.61,331.25,330.46,326.47,323.90,315.55,314.46,321.36,319.21,312.92,309.03,311.55,320.45,331.20,332.56,338.88,333.35,335.07,335.23,335.51,335.88,334.50,338.54,342.95,344.57,339.77,333.55,328.03,326.76,311.54
2014-02-23 22:21:32.043000,L8,308.52,281.70,294.00,279.25,244.62,301.20,341.00,,,,387.08,382.28,373.54,370.11,363.14,354.54,346.49,338.00,339.95,338.33,337.46,334.25,335.24,334.09,329.65,335.44,334.35,328.14,329.96,335.24,342.47,348.77,348.68,351.01,345.30,348.02,347.42,346.31,344.93,343.79,347.34,348.42,349.00,343.97,338.91,332.16,329.47,317.02
2014-03-11 22:21:19.920000,L8,318.71,276.80,290.88,278.44,242.98,296.64,333.76,354.34,,,383.83,375.05,369.58,366.20,359.54,349.16,341.38,334.10,332.52,332.11,333.39,330.36,330.63,326.70,323.88,330.25,328.57,323.12,324.07,331.02,335.74,343.82,341.69,343.69,338.09,340.98,338.83,340.06,339.94,338.34,340.99,344.61,345.78,341.04,335.29,329.68,325.82,312.50
2014-03-20 22:15:01.497000,L8,317.99,278.40,290.61,277.00,245.79,298.53,335.57,355.76,,,384.43,375.49,371.39,366.99,359.72,352.00,343.46,334.99,334.22,334.10,334.45,331.52,330.98,327.91,325.35,332.04,329.32,324.99,326.98,332.75,338.32,346.33,345.10,347.35,340.55,345.57,344.34,345.94,343.22,342.39,342.80,345.35,346.26,342.23,340.26,333.28,326.74,313.25
2014-03-20 22:15:25.455000,L8,317.94,276.34,288.98,276.01,245.11,297.03,334.35,354.34,,,383.18,374.65,369.23,366.16,358.83,350.37,341.87,334.02,332.88,333.56,333.47,330.58,330.12,327.01,323.88,331.00,328.34,323.98,325.93,331.73,337.39,345.05,344.26,346.29,339.68,344.09,343.05,344.65,341.98,340.80,341.39,344.61,345.90,341.70,338.56,331.27,325.78,312.35
2014-04-21 22:14:29.865000,L8,305.88,265.27,281.84,274.43,242.60,301.10,337.34,,,,388.88,378.11,374.32,370.03,362.49,355.97,345.94,338.64,338.60,336.92,336.73,334.14,334.86,332.69,330.42,337.69,334.20,331.16,332.13,336.63,341.37,348.44,346.47,347.71,341.85,348.20,344.42,346.43,347.01,344.26,347.52,346.72,347.91,344.52,340.83,333.58,325.80,314.34
2014-04-21 22:14:53.828000,L8,308.32,267.44,285.92,275.79,243.44,303.17,338.35,,,,389.79,379.42,375.15,371.10,363.13,356.61,346.64,339.52,339.36,338.13,337.33,334.80,335.65,333.88,331.64,338.60,335.89,332.45,333.12,338.02,342.57,349.26,347.41,348.52,343.01,349.27,345.62,347.25,347.52,344.94,348.33,347.07,348.39,345.46,341.17,333.75,326.46,315.39
2014-07-17 22:20:39.943000,L8,,,,,,,,,,,,,,,,,,,,,,300.04,307.92,300.89,,,,,,,,,,,,312.08,310.00,310.39,,,,,,,,,,
2014-08-11 22:14:39.696000,L8,,,,,,,,,,,393.18,381.72,378.15,374.72,368.38,362.62,351.10,343.61,343.39,345.68,345.29,340.97,341.89,337.91,336.10,342.12,339.82,335.79,336.02,342.42,345.64,353.06,352.60,354.29,350.40,354.68,352.96,351.30,352.91,349.75,352.52,347.64,348.15,346.56,341.62,335.42,329.07,318.39
2014-08-11 22:15:03.664000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.21,304.04,310.36,319.62,319.69,313.71,306.50,292.01,,
2014-08-18 22:20:51.886000,L8,,,,,212.46,261.16,316.68,329.53,334.19,358.92,367.99,347.48,352.43,350.31,342.78,335.13,326.29,313.91,314.77,310.32,316.23,309.69,310.40,305.45,304.31,311.24,303.53,304.17,300.60,300.61,311.19,314.82,316.51,323.56,314.26,313.30,313.11,312.10,310.87,314.90,313.20,319.39,320.15,314.55,307.92,291.58,,
2014-09-19 22:20:54.477000,L8,,,257.27,255.04,218.67,246.07,309.12,328.11,329.82,355.75,363.12,348.30,347.39,341.52,341.20,329.93,324.89,312.78,311.33,296.37,308.59,302.39,304.80,302.84,301.39,309.20,302.29,298.85,280.35,266.26,308.80,315.10,314.74,317.59,312.43,309.98,310.58,310.48,304.33,309.51,309.34,308.10,,,,,,
2014-09-28 22:14:44.621000,L8,312.30,261.11,292.63,280.46,251.87,315.05,337.36,,,,384.97,376.46,372.61,367.40,360.74,351.89,342.72,334.67,334.48,334.02,335.02,331.31,330.64,325.22,321.65,330.36,326.44,322.07,323.17,328.90,333.21,344.06,343.02,345.88,337.95,341.30,338.14,337.96,339.36,338.87,340.54,343.98,346.58,341.68,335.05,328.13,324.06,309.84
2014-09-28 22:15:08.593000,L8,312.15,260.93,291.98,280.05,251.39,314.08,336.50,356.36,,,384.13,376.01,371.38,366.73,360.21,351.07,342.24,334.19,333.05,333.55,334.59,330.87,330.24,324.57,321.05,329.66,325.75,321.20,322.34,328.34,332.47,343.30,342.23,345.23,337.35,340.52,337.54,337.28,338.86,338.04,340.21,343.60,346.15,340.96,334.20,327.38,323.48,309.23
2014-10-30 22:15:10.547000,L8,309.99,286.05,296.78,290.49,264.94,319.07,343.55,,,,,384.75,379.59,376.32,373.08,361.70,351.35,345.94,349.20,344.87,344.10,338.40,337.74,334.56,333.29,339.22,336.78,334.96,333.92,342.18,347.11,356.27,355.51,357.74,355.12,357.07,358.57,357.76,356.93,354.16,359.80,362.64,360.82,358.22,354.17,349.93,338.95,329.46
2014-11-06 22:21:01.126000,L8,311.66,282.30,294.11,282.17,266.38,312.43,337.62,,,,385.86,377.47,372.61,367.08,362.54,353.78,345.24,335.88,337.94,336.54,336.38,331.69,330.76,326.37,322.94,330.23,328.06,323.57,323.85,329.71,335.89,344.39,342.52,347.41,341.24,345.51,341.18,343.09,342.56,343.12,343.16,347.66,347.96,345.63,339.07,334.65,329.33,317.81
2014-11-15 22:14:49.314000,L8,,,266.96,257.35,223.27,253.31,312.63,331.64,332.42,,,,,,340.79,328.94,319.43,312.49,314.15,296.68,316.92,,,,,,,,,,,,316.00,317.10,309.17,309.05,308.20,308.39,299.20,309.64,306.42,309.81,303.56,316.37,306.76,295.39,,
2014-11-15 22:15:13.278000,L8,312.04,289.17,297.83,291.03,263.07,317.94,346.05,,,,391.87,383.32,377.99,373.35,370.29,361.83,349.11,342.08,344.52,344.65,340.05,333.23,329.39,328.59,328.05,335.34,332.57,330.29,329.90,337.05,343.13,352.01,350.84,353.49,348.56,354.29,351.38,349.71,350.00,348.77,354.84,358.98,362.70,354.57,348.18,341.40,332.74,321.50
2015-02-03 22:14:56.755000,L8,313.45,283.94,295.83,284.62,256.67,313.00,342.21,,,,387.20,380.35,375.11,373.18,363.32,354.52,346.26,337.83,339.27,341.20,341.44,334.91,335.17,331.23,331.58,334.95,333.71,329.08,328.91,337.09,344.34,353.70,351.46,356.84,348.97,352.47,353.50,349.82,344.47,347.18,352.30,352.11,353.81,348.11,339.70,332.91,331.33,323.78
