dates,satname,nzd0227-0000,nzd0227-0001,nzd0227-0002,nzd0227-0003,nzd0227-0004,nzd0227-0005,nzd0227-0006,nzd0227-0007,nzd0227-0008,nzd0227-0009,nzd0227-0010,nzd0227-0011,nzd0227-0012,nzd0227-0013,nzd0227-0014,nzd0227-0015,nzd0227-0016,nzd0227-0017,nzd0227-0018,nzd0227-0019,nzd0227-0020,nzd0227-0021,nzd0227-0022,nzd0227-0023,nzd0227-0024,nzd0227-0025,nzd0227-0026,nzd0227-0027,nzd0227-0028,nzd0227-0029,nzd0227-0030,nzd0227-0031,nzd0227-0039,nzd0227-0040,nzd0227-0041,nzd0227-0042,nzd0227-0036,nzd0227-0037,nzd0227-0038,nzd0227-0032,nzd0227-0033,nzd0227-0035,nzd0227-0034
2005-11-24 21:48:28.120000,L5,325.75,316.97,290.61,285.31,294.49,309.66,296.71,,,,,,,,,,,,,,,,,,,,,,,,,,288.60,292.30,285.05,304.37,,,,,,,
2006-01-20 21:43:37.291000,L5,331.02,321.19,295.99,292.41,297.20,311.54,311.38,312.09,306.77,309.88,307.72,295.58,284.68,286.92,284.45,290.57,,,276.84,273.69,271.80,271.27,279.86,285.75,293.60,295.69,280.18,272.42,254.15,,,,,,,,,,,,,,
2006-02-12 21:50:20.287000,L5,373.92,365.94,360.94,365.55,387.14,385.23,377.88,381.73,375.75,376.67,378.46,384.65,350.41,340.68,352.40,348.54,341.55,334.15,338.12,333.00,329.15,325.81,328.53,328.29,334.46,329.09,329.53,308.17,308.42,291.77,,,329.63,325.56,327.64,320.05,295.09,297.32,311.06,,,295.14,
2006-02-28 21:50:40.410000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.00,298.11,296.69,304.11,,,,,,,
2006-06-13 21:46:13.914000,L5,355.15,341.90,326.77,324.06,315.31,343.98,341.89,330.89,331.82,327.84,322.93,327.39,312.04,307.24,308.44,305.76,310.39,300.84,292.83,291.22,288.39,289.87,296.22,295.45,308.75,305.99,305.44,294.10,287.65,257.36,,,,,,,,,,,,,
2006-07-22 21:52:58.572000,L5,346.64,326.14,314.72,304.75,297.82,310.50,308.10,303.57,308.79,307.11,305.06,302.04,290.62,294.92,295.10,297.38,287.08,278.91,275.23,275.20,279.78,273.13,278.05,282.46,291.05,296.31,288.93,281.61,271.26,247.45,,,,,,,,,,,,,
2006-08-23 21:53:23.469000,L5,334.91,326.13,306.60,288.23,286.93,,,,,302.28,298.95,289.69,284.03,291.50,292.47,289.15,286.83,276.63,274.95,271.95,276.89,267.08,267.63,277.48,288.45,291.09,285.22,277.97,266.43,,,,285.46,290.29,284.37,281.07,,,,,,,
2006-09-01 21:47:19.401000,L5,,,,,,,,302.03,302.10,304.60,303.99,297.72,293.82,293.61,299.03,295.74,290.93,281.29,274.50,272.65,271.40,271.47,274.46,283.96,291.02,303.34,301.68,290.24,266.87,,,,,280.73,286.91,283.99,,,,,,,
2006-09-17 21:47:31.164000,L5,333.47,322.19,301.98,292.27,294.48,313.98,306.57,306.34,307.21,310.30,309.15,299.95,299.98,299.16,303.51,303.68,291.19,285.43,281.20,276.02,267.86,268.35,277.84,283.70,287.84,297.15,295.97,287.44,268.18,,,,301.82,299.68,295.80,298.11,,,281.35,,,,
2006-10-10 21:53:56.892000,L5,380.09,367.02,358.68,362.17,372.06,394.62,391.18,384.11,386.58,390.11,392.11,389.02,353.79,355.92,351.26,354.82,346.98,334.39,331.21,329.33,331.03,333.82,346.04,342.21,343.37,338.39,341.98,340.47,320.03,319.83,314.36,308.04,333.24,317.72,312.48,310.33,306.61,311.48,316.89,316.41,,301.16,
2006-11-27 21:54:23.315000,L5,355.32,346.44,334.46,336.01,350.81,372.07,366.29,374.45,376.84,375.54,379.39,371.74,378.12,355.98,347.73,347.62,340.13,336.98,331.21,325.67,328.57,330.84,347.86,355.51,353.22,354.90,356.64,344.04,336.18,298.92,275.45,293.88,362.58,354.99,355.58,358.96,317.89,335.04,344.98,327.22,,311.24,
2006-12-06 21:48:41.029000,L5,372.51,370.19,347.31,342.46,368.06,384.35,388.64,387.53,393.39,395.34,395.01,391.14,378.84,378.33,373.87,369.42,365.67,376.73,357.53,348.61,347.89,357.53,360.38,380.00,380.59,379.69,376.34,370.24,353.71,341.11,,,393.50,389.07,384.86,381.95,345.61,359.56,374.42,,,337.82,345.55
2007-01-30 21:54:48.635000,L5,,391.43,362.13,361.55,379.94,380.79,386.06,387.47,379.64,383.21,386.06,383.07,369.30,347.27,354.50,374.28,358.28,345.31,352.64,345.44,338.66,344.33,338.12,341.83,340.97,340.74,331.22,320.88,320.57,330.59,329.54,325.78,323.00,323.59,321.05,356.01,294.23,301.16,321.90,337.59,359.23,297.34,344.09
2007-02-08 21:48:38.839000,L5,355.98,342.21,339.49,327.68,349.84,374.40,360.13,358.01,365.31,370.22,363.50,349.13,339.92,336.65,348.75,350.10,334.64,327.12,318.38,322.40,322.13,327.62,336.13,337.65,343.67,333.29,328.64,314.41,307.26,312.46,313.45,310.45,326.26,313.70,317.05,310.79,304.98,312.65,322.77,321.33,328.03,301.03,
2007-02-15 21:54:49.756000,L5,330.61,318.88,299.49,288.06,287.30,309.43,306.41,,,,,,,,,,,,,,,,268.33,276.02,284.75,288.44,287.13,276.85,255.91,,,,307.67,305.20,301.41,301.32,,268.56,283.59,,,,
2011-03-07 21:43:36.874000,L5,,,,,,,,,,,,,,,,,,,,,,,265.29,283.00,293.72,301.27,290.60,278.09,261.61,,,,311.11,306.65,301.06,296.15,,279.96,292.44,,,,
2011-10-24 21:47:48.042000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.36,298.09,275.12,285.86,,,,,,,
2013-05-31 21:55:43.729000,L8,361.58,345.47,338.60,308.55,307.19,323.47,313.13,328.09,330.18,326.46,336.01,331.95,325.53,311.51,314.00,323.95,315.55,301.84,299.35,290.38,297.02,286.29,294.73,293.30,306.42,304.75,304.05,294.88,278.63,249.11,264.20,263.72,311.59,305.07,294.11,,291.62,283.96,290.04,,,297.86,
2013-06-23 22:01:46.719000,L8,371.07,349.55,330.65,315.44,315.96,338.44,335.02,338.62,341.77,338.27,346.00,340.90,332.94,318.90,319.19,328.08,324.02,311.98,302.46,300.65,301.85,294.70,300.36,295.95,307.94,307.24,305.40,294.88,281.25,258.21,269.26,266.81,310.84,303.84,295.83,,290.02,287.80,301.20,,,308.62,
2013-07-25 22:01:49.952000,L8,355.84,338.93,320.02,301.98,303.26,314.67,302.83,308.44,317.73,318.41,321.22,307.94,316.24,304.83,311.77,335.05,298.47,287.53,294.10,287.90,288.75,283.31,288.28,292.34,302.89,305.63,306.38,294.35,272.51,,,,,,,,,,,,,,
2013-08-19 21:55:42.209000,L8,349.21,331.53,317.66,300.19,300.54,315.73,301.00,306.83,317.91,316.09,322.98,308.21,310.91,300.55,309.00,316.83,302.05,285.79,289.44,287.90,280.78,276.62,280.21,291.78,303.58,304.63,298.03,288.24,269.26,,,,304.92,301.97,291.11,271.90,,276.66,289.70,,,,
2013-09-04 21:55:42.619000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.50,308.19,,,,,,,
2013-09-27 22:01:43.236000,L8,,,,,296.61,313.19,300.22,305.00,317.47,311.10,314.93,295.88,,,,,,,,,,,,,,,,,,,,,303.23,299.59,287.47,287.24,,,286.08,,,,
2013-10-06 21:55:33.702000,L8,347.58,332.74,312.41,301.81,303.51,319.44,305.65,315.84,323.28,318.81,324.84,311.54,290.10,302.93,306.77,317.88,300.56,287.22,290.05,290.39,281.17,278.74,287.60,290.72,303.49,304.67,298.35,289.73,269.78,,,,308.93,303.94,295.30,287.09,,280.77,289.83,,,,
2013-10-29 22:01:34.321000,L8,345.37,332.20,311.51,299.41,301.34,317.80,309.20,316.01,320.66,319.45,322.25,314.29,303.39,303.82,307.12,321.14,303.11,290.23,291.89,287.48,290.99,278.20,289.75,295.56,303.79,304.52,299.85,292.19,272.36,242.05,264.45,260.91,312.10,306.48,301.68,295.98,284.32,284.62,298.53,,,,
2013-11-14 22:01:33.487000,L8,367.07,349.83,342.09,328.75,372.76,391.04,358.70,358.26,357.92,358.55,362.43,359.18,347.47,333.34,333.53,339.07,328.82,321.38,318.24,311.82,310.95,309.26,311.73,306.72,314.94,313.71,308.92,295.24,281.01,275.03,285.28,297.90,330.91,322.38,326.43,334.99,316.37,314.41,325.13,305.95,316.78,327.64,347.49
2013-12-09 21:55:16.438000,L8,354.68,337.97,312.84,301.12,303.11,319.18,310.16,315.49,324.10,320.18,326.66,319.75,311.44,306.22,309.04,320.57,305.45,292.38,292.94,287.23,283.25,281.77,290.34,295.05,305.70,307.10,301.21,293.74,274.06,250.38,266.72,266.84,316.33,309.42,302.10,295.79,299.58,294.36,301.66,,,314.74,
2013-12-16 22:01:21.990000,L8,344.80,335.82,345.48,347.43,358.56,319.60,311.60,316.24,321.92,316.31,322.05,310.29,285.84,295.12,297.50,313.65,294.43,279.79,284.08,284.05,281.75,278.87,291.36,293.71,302.29,304.34,297.70,289.68,268.89,245.37,259.75,258.37,311.75,305.79,298.45,298.19,279.72,290.16,293.22,,,,
2014-01-01 22:01:14.509000,L8,361.19,345.44,341.31,342.01,355.65,373.65,376.68,380.24,375.40,332.15,335.72,330.12,314.63,312.64,341.29,325.93,319.28,330.95,326.93,325.34,319.93,317.07,324.99,304.20,311.74,316.40,304.01,296.46,278.12,265.18,270.96,269.51,321.82,316.27,307.29,316.78,303.26,297.66,307.88,,,310.50,
2014-01-10 21:54:55.235000,L8,341.50,328.87,309.51,298.71,300.08,317.31,309.10,310.01,318.56,316.84,319.95,310.92,290.04,300.17,307.11,319.56,299.95,287.78,288.36,286.65,279.97,276.29,287.12,291.45,303.75,304.35,297.95,291.93,270.38,246.19,261.83,259.37,311.19,307.79,299.45,297.15,,286.62,295.90,,,,
2014-01-17 22:00:59.983000,L8,340.77,333.17,309.99,299.62,302.01,320.71,314.18,322.52,322.65,319.24,325.54,318.35,310.41,304.14,305.78,318.93,303.56,289.05,290.32,287.18,283.40,279.96,292.09,292.19,301.69,303.59,296.90,293.07,268.73,255.22,263.43,259.24,314.11,310.77,304.85,301.54,293.06,296.42,303.22,,,307.84,
2014-02-02 22:00:53.662000,L8,358.96,349.73,339.48,340.00,351.30,363.24,370.47,374.52,377.86,368.70,370.03,366.72,351.12,340.73,339.75,346.47,335.38,325.15,322.06,320.72,320.91,318.28,318.58,317.84,319.54,316.25,309.73,296.12,286.41,276.15,288.50,292.51,330.47,341.16,325.38,330.07,313.84,314.25,333.63,293.75,,326.59,338.78
2014-02-11 21:54:32.873000,L8,350.45,330.62,313.08,299.88,302.13,318.39,307.35,311.67,320.90,323.40,317.69,316.96,314.04,304.33,312.35,321.84,307.26,296.76,298.30,292.63,284.63,280.55,290.58,291.63,305.12,306.96,298.46,292.46,270.58,251.48,264.23,263.46,317.08,312.83,304.18,300.07,294.81,292.07,302.38,,,312.42,
2014-03-06 22:00:25.321000,L8,339.82,339.30,324.78,298.40,302.64,319.78,311.15,314.44,319.78,316.91,323.26,317.37,313.36,305.40,308.41,323.24,306.79,293.78,293.26,290.35,286.20,281.84,291.51,289.99,303.88,305.54,297.15,290.67,270.05,250.87,264.06,262.87,313.82,309.80,299.39,293.14,295.17,289.41,302.16,,,309.67,
2014-03-22 22:00:13.558000,L8,378.37,363.03,358.68,365.03,374.11,383.70,383.87,379.38,380.15,379.99,378.84,374.06,364.90,350.93,352.82,361.57,354.17,345.04,,,,,,346.95,324.45,329.95,320.12,311.41,298.86,302.51,301.94,306.18,351.00,335.56,326.22,322.66,320.91,345.91,335.01,329.16,315.17,341.43,345.52
2014-03-31 21:53:53.631000,L8,370.75,352.42,342.77,343.86,352.33,366.37,366.53,364.94,366.43,370.10,373.11,359.43,345.66,337.12,336.82,343.53,341.77,327.92,326.29,316.94,313.76,311.84,317.59,312.32,316.68,316.67,313.78,297.61,289.42,281.76,286.79,295.27,333.52,331.21,325.67,319.15,319.32,319.45,323.02,298.19,304.15,327.75,349.13
2014-04-23 21:59:43.011000,L8,347.78,336.53,321.90,302.18,304.82,326.60,314.60,323.54,324.23,320.81,330.87,327.74,325.11,311.82,315.18,329.75,313.29,299.66,293.10,286.94,285.60,281.65,288.69,290.44,301.58,301.87,298.24,287.63,269.35,240.08,258.22,257.20,305.40,302.65,289.14,267.98,,,286.71,,,,
2014-05-18 21:53:11.680000,L8,379.19,365.27,354.09,355.29,361.81,376.60,374.64,376.59,375.09,373.97,375.49,370.75,358.28,349.78,349.04,348.51,348.33,337.65,329.90,325.60,323.08,324.94,321.12,323.50,319.30,324.11,317.81,304.90,296.26,285.75,291.10,296.25,331.85,331.25,330.75,291.45,326.03,320.69,331.59,303.36,313.10,336.94,314.49
2014-05-25 21:59:22.796000,L8,374.65,351.63,311.25,284.76,,,,,,,,,,,,,,,282.36,281.34,278.01,272.88,286.17,288.65,301.49,335.55,332.40,307.51,251.10,,,,,,,,,,,,,,
2014-06-03 21:53:18.440000,L8,359.59,341.97,328.53,314.78,312.32,336.56,314.66,325.23,329.96,328.57,333.62,325.58,326.76,311.33,315.62,328.49,320.19,309.22,300.44,298.13,298.28,291.26,296.68,292.50,306.32,306.92,304.12,291.90,275.46,257.70,264.94,269.99,309.73,299.68,290.86,,289.25,288.33,295.52,,,302.58,
2014-07-05 21:53:29.728000,L8,378.72,333.24,367.72,302.11,390.24,,,414.97,423.38,407.35,395.01,387.65,323.03,370.21,343.62,354.56,,,,,,,,,,,,,,,,,,340.04,284.58,321.01,,,,,,,
2014-07-21 21:53:33.067000,L8,374.48,345.37,329.04,309.97,312.99,325.20,310.98,319.37,328.87,326.07,333.27,323.40,321.58,354.63,361.87,325.63,318.31,308.62,300.48,295.71,295.32,288.68,292.18,292.80,303.70,305.82,304.13,293.34,274.64,254.36,266.55,266.77,315.06,312.67,293.10,,294.32,282.86,291.67,,,316.06,
2014-07-28 21:59:47.112000,L8,381.06,365.14,356.81,354.85,362.21,374.60,368.53,362.40,361.05,365.61,368.39,361.16,347.95,339.25,342.00,345.29,342.46,330.96,321.74,314.13,316.40,318.08,318.56,321.92,316.51,321.06,314.42,300.39,291.13,281.60,286.32,292.27,335.73,338.48,326.97,300.91,318.61,347.35,331.23,336.84,305.51,344.61,345.71
2014-08-13 21:59:54.812000,L8,334.84,311.80,284.70,,,,,,,,,,,,,,,,,,,,275.07,285.28,305.79,307.93,295.29,290.57,276.20,,,,,,,,,,,,,,
2014-09-07 21:53:48.789000,L8,355.54,342.41,324.30,306.20,310.96,330.18,309.40,329.31,328.34,326.14,331.82,323.06,317.54,309.98,312.24,327.19,316.90,304.60,298.29,298.20,294.56,297.05,298.96,293.86,306.63,308.38,300.13,290.42,273.49,259.10,268.30,270.73,317.03,311.08,301.61,289.90,298.90,297.25,302.77,,,307.79,
2014-09-14 21:59:59.788000,L8,345.70,327.47,314.46,293.25,294.74,309.29,299.34,302.98,315.26,311.75,316.80,303.03,289.00,295.27,301.28,312.75,290.45,282.45,283.06,283.54,279.61,272.67,280.63,287.82,300.07,301.75,299.06,290.21,269.05,,,,303.23,304.04,291.04,285.76,,271.92,285.48,,,,
2014-09-23 21:53:45.463000,L8,353.65,337.54,322.52,306.70,312.44,330.45,312.73,326.50,333.57,332.65,332.19,324.48,317.32,311.73,314.59,325.96,315.99,305.38,299.73,297.18,296.66,293.27,297.86,298.77,308.21,316.97,309.90,293.91,274.95,260.81,269.84,272.23,319.77,319.98,307.10,304.27,302.51,298.78,307.40,,,,
2014-11-26 21:53:52.081000,L8,336.15,322.88,303.36,294.24,296.91,311.76,300.96,307.11,316.47,313.33,320.20,311.36,287.02,298.61,302.98,322.71,297.99,285.26,289.37,287.89,279.18,279.69,287.09,289.39,303.94,309.30,298.63,288.62,268.56,,,,311.95,310.98,300.31,300.25,280.83,281.00,295.52,,,,
2014-12-03 22:00:01.875000,L8,360.85,339.41,321.55,311.05,319.16,377.78,383.31,382.87,387.98,389.00,389.34,390.54,368.22,318.99,321.14,333.62,316.42,306.49,305.09,303.13,305.82,329.62,309.12,302.45,311.36,309.25,306.61,295.11,279.53,274.60,278.31,289.24,332.18,345.55,344.51,346.28,315.88,313.89,328.84,,,324.49,323.66
2015-01-13 21:53:42.692000,L8,340.67,326.57,310.00,296.34,295.03,296.58,,,,,,,,,,,,,,,,,,284.54,289.13,302.98,286.75,269.05,258.81,,,,314.67,311.56,300.84,300.33,282.87,281.65,295.65,,,,
2015-01-29 21:53:37.750000,L8,340.05,334.09,300.04,296.08,298.46,313.86,306.20,306.27,389.75,391.49,391.11,384.66,364.21,302.71,305.47,322.54,303.70,281.22,292.63,288.10,280.18,277.55,289.78,292.20,305.57,306.83,297.72,290.92,268.58,251.71,261.57,262.26,313.74,310.61,300.91,298.42,,284.95,295.79,,,,
2015-02-14 21:53:28.679000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.21,290.71,280.10,269.50,,,,,,,
2015-03-09 21:59:30.556000,L8,368.71,354.05,350.30,349.67,359.79,378.80,372.24,377.67,379.37,377.50,381.40,372.60,367.17,358.61,358.37,356.45,352.34,338.94,334.37,329.50,327.52,331.94,328.55,329.13,324.64,328.75,318.95,302.30,295.21,285.15,289.14,292.83,337.57,333.10,328.42,326.57,317.62,327.37,330.19,300.36,314.99,331.40,329.12
2015-04-03 21:53:02.921000,L8,400.96,383.86,397.97,364.97,,,,,,,,,,,,,,,,282.23,276.45,271.03,270.57,286.79,304.16,301.24,296.30,287.69,268.35,,,,297.67,295.20,287.01,286.61,,,278.45,,,,
2015-04-19 21:53:02.761000,L8,,,,,,,,,,,,,,,,,,,,280.64,273.99,269.94,269.56,284.35,300.98,299.89,295.94,285.66,267.35,,,,,,,,,,,,,,
2015-05-12 21:58:53.078000,L8,375.50,356.50,345.06,,,,,,383.33,386.38,376.62,,,,,,,,,287.88,287.57,275.14,277.08,289.89,305.77,305.17,324.77,296.44,273.54,240.32,,,313.01,310.97,299.05,276.57,,278.79,289.59,,,,
2015-05-28 21:58:55.699000,L8,350.75,324.50,306.96,,,,,,,,,,,,,,,,277.15,290.13,290.36,281.00,280.42,292.28,305.67,303.06,300.73,289.70,273.24,246.31,,,307.40,303.50,293.89,,277.90,281.29,294.11,,,308.14,
2015-07-08 21:53:09.931000,L8,,,,,,,,,,,,,,,,,,,,,,,264.09,275.57,292.76,295.31,290.04,,,,,,,,,,,,,,,,
2015-08-16 21:59:34.814000,L8,354.03,329.95,311.96,,,,,,,,,,,,,,,,,291.36,285.56,278.94,276.63,289.49,302.02,302.80,298.88,285.75,269.08,235.14,,,307.41,300.84,290.78,274.20,,283.60,287.00,,,,
2015-08-25 21:53:27.637000,L8,349.18,331.05,361.54,357.82,374.91,393.31,369.87,390.82,388.41,,,,,,,,,,,286.70,285.64,277.48,339.18,327.91,305.12,307.30,303.88,297.44,271.24,237.14,,,308.30,310.26,297.32,272.79,,279.98,290.87,,,,
2015-09-01 21:59:39.995000,L8,357.01,341.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-03 21:59:52.450000,L8,366.57,353.01,348.80,342.71,367.02,376.30,372.68,378.33,379.31,371.84,376.48,368.39,356.42,340.17,341.34,353.16,339.14,326.77,324.65,314.96,306.70,308.09,315.44,312.86,314.17,314.81,307.86,295.75,281.46,278.53,282.89,290.67,350.28,333.08,323.63,330.82,318.09,321.07,325.57,297.20,337.02,324.97,347.38
2015-10-19 21:59:54.006000,L8,337.17,318.11,298.25,,,,,,,,,,,,,,,,,285.40,277.33,273.35,272.25,288.31,302.58,302.50,297.50,287.84,267.52,,,,310.04,306.59,300.70,294.11,283.12,280.88,292.03,,,,
2015-11-13 21:53:46.761000,L8,359.79,338.66,328.76,327.83,341.14,356.01,355.32,357.60,357.57,351.67,349.96,351.23,339.59,330.76,337.19,336.46,331.65,322.49,313.01,310.30,307.84,311.00,312.52,312.48,313.30,313.56,305.34,295.33,279.63,276.12,282.50,291.61,333.96,329.00,326.70,326.61,315.34,316.35,325.65,313.16,364.76,324.97,335.86
2016-01-16 21:53:45.577000,L8,336.10,319.57,299.23,,,,,,,,,,,,,,,,,283.25,275.60,270.04,271.63,287.36,302.07,300.73,293.81,286.34,265.59,,,,309.37,306.46,297.40,292.40,,278.46,290.86,,,,
2016-01-23 21:59:56.211000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.57,288.09,277.74,267.77,,,,,,,
2016-02-24 21:59:45.021000,L8,372.17,351.74,348.21,342.30,356.15,378.97,377.01,369.90,363.98,341.09,366.58,357.45,336.91,,,,,,,281.42,275.21,269.61,275.21,285.07,299.32,301.20,292.28,285.21,263.59,,,,309.21,307.21,301.73,292.56,,279.17,287.22,,,,
2016-03-04 21:53:33.647000,L8,,,,,,,,,,,,,,,,,,,,279.92,273.04,269.69,274.95,285.73,299.26,300.81,291.84,284.51,264.58,,,,310.55,307.94,299.77,289.37,,278.35,288.28,,,,
2016-03-11 21:59:42.538000,L8,373.58,359.81,350.29,345.66,355.87,372.22,372.69,370.58,373.49,365.83,363.44,358.58,345.90,340.81,335.93,343.44,331.58,323.81,317.80,307.32,309.59,304.66,307.71,306.94,314.88,313.51,310.45,295.69,282.68,275.17,282.79,290.54,333.02,340.52,337.93,319.84,315.33,313.38,337.65,296.75,308.47,322.48,344.64
2016-03-20 21:53:27.214000,L8,381.93,370.65,335.56,361.98,376.51,322.79,386.75,386.71,387.73,400.83,,,,,,,,,,285.77,282.14,274.45,280.16,291.16,304.47,304.36,297.85,287.57,269.10,242.26,257.21,264.13,316.22,313.25,302.86,292.47,303.61,296.62,299.08,273.84,,309.54,
2016-03-27 21:59:33.248000,L8,351.69,334.85,314.12,285.56,293.96,317.68,,,,,,,,,,,,,,281.64,279.47,272.58,281.49,285.70,301.59,302.13,295.20,286.04,266.67,237.95,250.52,259.71,310.44,308.01,296.18,278.26,,279.92,289.78,,,,
2016-04-05 21:53:18.618000,L8,345.17,321.55,289.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.65,305.27,292.34,266.21,,276.80,289.05,,,,
2016-04-21 21:53:12.322000,L8,364.32,346.56,327.45,312.13,314.69,334.02,315.74,327.42,336.24,328.44,331.41,310.18,284.37,306.96,313.43,324.07,285.70,302.42,308.57,293.86,293.28,287.21,290.41,291.66,307.30,306.59,299.73,288.88,271.67,251.46,261.16,272.40,318.61,312.26,299.89,272.79,294.54,296.42,299.90,274.29,,309.04,314.01
2016-06-08 21:53:21.761000,L8,380.30,357.00,360.50,353.99,364.39,313.16,302.82,305.52,304.65,311.31,312.51,302.23,276.42,281.48,310.09,346.18,,,,282.12,283.03,275.78,320.48,309.40,303.92,308.18,266.66,,,,,,,,,,,,,,,,
2016-07-01 21:59:42.515000,L8,334.32,312.58,291.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-17 21:59:49.332000,L8,357.32,339.85,320.62,283.10,288.79,306.86,,,,,,,,,,,,,,284.37,286.23,275.63,281.17,284.50,302.47,304.13,303.11,292.30,270.55,241.95,,,,,,,,,,,,,
2016-08-11 21:53:42.478000,L8,352.35,327.23,317.56,284.64,,,,,,,,,,,,,,,,289.68,286.98,282.78,284.45,294.05,303.03,304.87,300.25,289.91,270.26,239.43,257.20,265.15,309.56,303.35,291.87,269.78,291.20,282.35,288.14,278.86,,309.73,
2016-08-18 21:59:57.052000,L8,,,,,372.47,391.53,400.06,396.43,391.35,391.09,384.08,381.16,372.55,354.54,355.04,,393.42,340.61,333.86,324.08,331.33,326.95,335.23,326.21,328.08,322.56,328.82,305.17,297.04,367.78,,,352.19,339.98,335.19,332.89,342.89,334.38,343.61,377.61,347.09,345.91,353.40
2016-08-27 21:53:50.127000,L8,345.65,329.32,312.39,,,392.68,395.37,396.25,395.53,393.93,394.17,363.57,,,,,,,,284.91,283.03,275.02,278.05,296.03,303.84,303.93,300.51,288.71,271.17,239.86,,,310.95,308.78,297.24,289.67,284.48,280.23,291.49,,,309.11,
2016-09-12 21:53:54.163000,L8,350.73,335.33,322.12,299.24,309.65,332.93,326.81,335.40,335.82,330.00,334.01,333.61,314.78,313.15,319.34,327.18,314.64,314.17,304.94,296.59,295.11,288.87,290.97,299.96,309.16,308.01,304.20,294.38,277.61,263.38,267.65,276.34,320.66,315.82,305.08,302.86,303.73,302.69,308.28,294.28,,318.61,318.94
2016-10-14 21:54:00.138000,L8,360.45,348.97,325.49,285.63,298.18,323.19,309.37,312.90,319.47,322.81,323.58,306.13,282.90,,,,,,,286.76,288.08,281.10,283.23,293.86,304.55,306.38,299.64,291.32,270.95,248.89,257.85,263.59,317.39,313.96,302.50,305.03,292.42,289.84,298.56,,,312.16,
2016-10-30 21:54:01.489000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.13,293.91,283.84,278.50,,,,,,,
2016-11-22 22:00:11.776000,L8,360.20,342.11,328.91,333.70,348.41,354.51,355.84,362.37,360.18,363.41,367.09,361.62,341.08,331.70,332.61,341.98,327.40,318.52,315.54,307.64,307.68,303.75,311.43,309.68,314.32,310.40,307.61,294.94,283.10,277.39,285.48,298.52,344.07,343.02,342.66,344.38,316.43,317.18,329.92,296.17,,323.81,326.41
2016-12-24 22:00:05.447000,L8,342.38,323.42,297.25,280.48,290.00,311.88,301.79,308.05,,,,,,,,,,,,284.40,276.32,272.60,279.19,288.94,302.51,302.87,295.82,286.11,268.78,,,,317.70,316.04,306.48,303.42,292.80,285.91,295.94,,,309.84,
2017-01-25 21:59:56.835000,L8,336.39,319.41,300.60,,,,,,,,,,,,,,,,,277.04,272.05,267.32,276.09,285.79,299.43,300.37,293.29,283.04,264.39,,,,311.67,308.40,303.64,300.03,,278.53,291.56,,,,
2017-02-03 21:53:41.480000,L8,339.53,331.90,308.12,288.51,294.27,316.47,308.16,314.26,310.80,315.94,315.73,308.29,283.97,296.09,305.46,316.50,287.47,287.90,281.35,286.55,280.81,277.41,288.70,293.50,303.19,306.19,303.06,295.00,277.43,252.66,255.93,259.81,319.59,311.30,308.73,301.25,284.12,288.49,298.78,,,305.48,
2017-02-10 21:59:48.586000,L8,349.76,336.34,309.86,284.17,292.54,314.42,302.21,304.55,302.44,,,,,,,,,,,284.98,280.09,275.51,282.58,290.61,302.63,303.38,295.55,287.71,267.42,245.03,254.50,261.49,317.17,307.06,302.59,297.21,289.43,288.01,291.61,,,302.96,
2017-03-30 21:59:26.304000,L8,367.70,356.61,343.48,348.68,360.00,375.22,376.34,373.38,377.40,379.17,381.12,377.76,380.11,357.18,352.68,360.87,354.72,346.11,337.22,327.63,327.02,323.53,326.10,323.73,324.23,325.52,320.37,303.37,294.77,284.60,294.65,301.95,350.96,339.18,338.88,333.18,351.04,315.52,342.00,360.19,,317.25,359.63
2017-04-24 21:53:01.304000,L8,362.71,346.32,322.97,298.61,305.49,323.85,313.41,316.74,320.08,323.68,324.67,311.56,290.27,299.84,304.07,315.47,288.24,298.44,280.01,287.23,285.26,282.45,289.51,291.94,304.71,306.24,302.29,291.12,272.61,251.08,261.19,269.37,319.78,314.92,306.26,266.98,293.11,297.68,300.44,275.67,,309.95,
2017-05-01 21:59:07.812000,L8,358.53,339.32,322.76,301.31,306.29,327.35,311.00,316.13,317.88,320.60,322.36,307.80,284.13,297.91,301.14,313.60,286.22,288.18,281.09,285.90,285.86,280.21,289.33,291.26,300.67,300.50,298.93,287.32,270.58,246.33,257.42,262.50,312.93,311.23,300.48,,285.51,285.29,296.00,,,301.13,
2017-06-11 21:53:21.571000,L8,,,,,,,,,,,,,,,,,,,,274.49,271.52,267.42,273.48,275.18,293.43,295.87,291.64,,,,,,,,,,,,,,,,
