dates,nzd0227-0000,nzd0227-0001,nzd0227-0002,nzd0227-0003,nzd0227-0004,nzd0227-0005,nzd0227-0006,nzd0227-0007,nzd0227-0008,nzd0227-0009,nzd0227-0010,nzd0227-0011,nzd0227-0012,nzd0227-0013,nzd0227-0014,nzd0227-0015,nzd0227-0016,nzd0227-0022,nzd0227-0023,nzd0227-0024,nzd0227-0025,nzd0227-0026,nzd0227-0027,nzd0227-0028,nzd0227-0017,nzd0227-0018,nzd0227-0019,nzd0227-0020,nzd0227-0021,nzd0227-0029,nzd0227-0030,nzd0227-0031,nzd0227-0033,nzd0227-0034,nzd0227-0035,nzd0227-0036,nzd0227-0037,nzd0227-0038,nzd0227-0039,nzd0227-0040,nzd0227-0041,nzd0227-0042,nzd0227-0032
2001-07-25 21:42:54+00:00,317.15,299.05333333333334,279.7,253.68666666666664,265.425,310.05,292.22,,268.18333333333334,260.195,293.51,,,281.82000000000005,284.42,287.61999999999995,290.925,254.01999999999998,265.4833333333333,272.3833333333333,284.59666666666664,275.8966666666667,265.6033333333333,250.61333333333332,268.1766666666667,,249.67666666666665,,247.0233333333333,,,,,,233.9333333333333,229.84666666666666,245.74666666666667,265.87000000000006,289.6766666666667,288.55,315.895,238.99333333333334,
2001-08-26 21:42:25+00:00,317.15,299.05333333333334,279.7,253.68666666666664,265.425,310.05,292.22,,268.18333333333334,260.195,293.51,,,281.82000000000005,284.42,287.61999999999995,290.925,254.01999999999998,265.4833333333333,272.3833333333333,284.59666666666664,275.8966666666667,265.6033333333333,250.61333333333332,268.1766666666667,,249.67666666666665,,247.0233333333333,,,,,,233.9333333333333,229.84666666666666,268.7575,265.87000000000006,289.6766666666667,288.55,315.895,238.99333333333334,
2001-09-02 21:48:29+00:00,317.15,291.5566666666666,277.3766666666667,254.76999999999998,265.425,310.05,297.65000000000003,,274.815,264.76,293.51,,,293.73,269.56666666666666,278.43333333333334,276.87666666666667,263.35499999999996,272.8649999999999,279.88,294.125,273.34,260.72999999999996,243.74,269.4066666666667,,260.79999999999995,,257.655,,,,,,233.03999999999996,234.95999999999998,274.53666666666663,265.15000000000003,291.30999999999995,299.08,315.895,239.54500000000002,
2001-09-11 21:42:14+00:00,304.43,280.7149999999999,264.995,247.05,253.79,,282.72,,260.81,264.76,273.79,,,,253.59500000000003,264.85999999999996,263.23,258.76,270.2,270.24,292.71,265.8299999999999,251.95499999999998,235.85000000000002,266.895,,261.87,,257.18,,,,,,213.42,230.7,284.28999999999996,255.11,286.37,291.09,335.38,226.7,381.11
2001-09-18 21:48:17+00:00,304.43,280.7149999999999,264.995,247.05,253.79,,282.72,363.06,260.81,264.76,273.79,364.98,343.02,,253.59500000000003,264.85999999999996,263.23,302.22,270.2,270.24,301.375,265.8299999999999,251.95499999999998,235.85000000000002,266.895,330.66,285.78,,279.08000000000004,280.32,268.58,,,285.41,248.505,259.29999999999995,293.6766666666667,284.235,304.03499999999997,304.96,321.025,226.7,381.11
2001-10-13 21:41:51+00:00,304.43,280.7149999999999,264.995,247.05,253.79,,282.72,363.52,260.81,264.76,273.79,367.21500000000003,347.265,,253.59500000000003,264.85999999999996,263.23,304.6666666666667,283.92999999999995,270.24,305.90333333333336,265.8299999999999,251.95499999999998,235.85000000000002,266.895,319.615,301.09,330.69,295.36333333333334,285.69,276.35,,317.48,294.625,259.99,266.32,299.14,295.23333333333335,313.69,311.49,319.9266666666667,226.7,381.11
2001-10-20 21:48:09+00:00,,262.36,255.11,232.69500000000005,,,261.74,363.52,264.03,269.55,284.49,367.21500000000003,347.265,,253.59,266.605,259.765,327.62,297.66,249.93,312.5,256.48,240.93,217.3,260.56,319.615,320.7,330.69,314.45500000000004,285.69,276.35,,317.48,294.625,283.27500000000003,284.13,321.92333333333335,315.295,327.34999999999997,321.69000000000005,319.9266666666667,226.91,381.11
2002-02-25 21:48:47+00:00,,262.36,255.11,232.69500000000005,,,261.74,363.52,264.03,269.55,284.49,367.21500000000003,347.265,,253.59,266.605,259.765,327.62,297.66,249.93,312.5,256.48,240.93,217.3,260.56,319.615,320.7,330.69,314.45500000000004,285.69,276.35,,317.48,294.625,283.27500000000003,284.13,313.99,315.295,327.34999999999997,321.69000000000005,312.2,226.91,388.72
2002-03-22 21:42:28+00:00,,259.88,254.1,221.8,,,261.74,363.98,264.03,269.55,284.49,369.45,351.51,,271.74,277.7,270.75,309.56,297.66,249.93,314.96,254.07,240.47,,,308.57,331.71,330.69,327.93,291.06,284.12,,317.48,303.84,282.96,280.36,315.53,317.23,333.0,324.55,317.73,226.91,393.33
2002-04-07 21:42:28+00:00,,259.88,254.1,221.8,,328.83,261.74,347.95500000000004,264.03,269.55,284.49,369.45,337.13,312.06,271.74,300.03999999999996,270.75,299.595,296.48999999999995,249.93,313.195,254.07,240.47,,304.53,301.41999999999996,312.17999999999995,310.65999999999997,308.84000000000003,277.59000000000003,268.935,,299.315,294.815,278.78,274.08,300.145,305.73,322.4,318.315,307.545,243.89999999999998,393.33
2002-04-14 21:48:38+00:00,,259.88,254.1,221.8,,328.83,261.74,331.93,264.03,269.55,284.49,,322.75,312.06,271.74,300.03999999999996,270.75,289.63,295.32,249.93,311.43,254.07,240.47,,304.53,294.27,292.65,290.63,289.75,264.12,253.75,,324.79999999999995,321.02,274.6,303.26,284.76,294.23,311.8,312.08,297.36,275.5233333333333,393.33
2002-05-16 21:48:34+00:00,,,,,,328.83,,331.93,,,,,322.75,312.06,,322.38,,330.87,295.32,,311.43,,,,338.565,331.11,329.92999999999995,290.63,289.75,264.12,253.75,,339.71,333.71,313.43,315.51666666666665,312.88,294.23,311.8,312.08,320.415,306.8533333333333,393.33
2002-06-01 21:48:28+00:00,,,,,,328.83,,331.93,,,,,322.75,312.06,,322.38,,330.87,295.32,,311.43,,,,338.565,343.34999999999997,342.53,290.63,289.75,264.12,253.75,,344.31,340.01,325.26,321.24,321.4166666666667,294.23,311.8,312.08,320.415,309.53499999999997,393.33
2002-08-29 21:41:39+00:00,,,,,,328.83,,331.93,,,,,322.75,312.06,,322.38,,330.87,295.32,,311.43,,,,338.565,343.34999999999997,342.53,290.63,289.75,264.12,253.75,,344.31,342.932,325.26,325.76,321.4166666666667,294.23,311.8,312.08,320.415,309.53499999999997,390.33
2002-11-08 21:47:44+00:00,,257.89,,226.84,,,,,,,,,,,,,,372.11,,243.76,,246.29,241.32,,372.6,367.89,367.46999999999997,,,,,,363.82000000000005,357.54,350.59,340.76,339.745,,,,343.47,319.23999999999995,
2003-02-21 21:42:20+00:00,,257.89,,226.84,,,,,,,,,,,,,,,,243.76,,246.29,241.32,,,,,,,,,,362.42,354.635,,343.84,,,,,,,362.06
2003-04-10 21:42:26+00:00,,257.89,,226.84,,,,,,,,,,,,,,,,243.76,,246.29,241.32,,,,,,,,,,357.76,347.685,335.07,335.99,339.14,,,,,,361.255
2003-05-03 21:48:37+00:00,296.21,270.46500000000003,265.3,229.95500000000004,,,233.86,,231.46,271.43,269.41,,,,243.52,289.41,272.73,,,245.745,,240.875,240.345,202.08,,,,,,,,,357.76,347.685,335.07,335.99,339.14,,,,,,361.255
2003-05-28 21:42:22+00:00,296.21,283.04,265.3,233.07,,,233.86,,231.46,271.43,269.41,,,,243.52,289.41,272.73,,,247.73,,235.46,239.37,202.08,,,,,,,,,357.76,347.685,338.35,335.99,340.78499999999997,,,,,,361.255
2003-07-23 21:30:14+00:00,296.21,331.655,317.84,299.865,375.82,394.04,313.77,,313.06,271.43,332.765,385.66,377.06,371.66,306.485,329.875,318.79,,,247.73,,235.46,239.37,202.08,372.78,,,,,,,,357.76,347.685,338.35,335.99,340.78499999999997,,314.98,,306.72,279.6,361.255
2003-07-30 21:36:33+00:00,349.01,344.99,332.71,319.34666666666664,374.69999999999993,389.21000000000004,335.2166666666667,,336.37999999999994,271.43,353.53999999999996,391.95000000000005,369.54499999999996,360.4200000000001,323.16,336.99666666666667,330.43,341.12,327.0,288.105,,235.46,239.37,202.08,358.105,342.98,329.41,325.56,331.05,,,,357.76,347.685,338.35,335.99,340.78499999999997,315.06,316.21500000000003,307.99,302.79,281.95500000000004,361.255
