dates,nzd0227-0000,nzd0227-0001,nzd0227-0002,nzd0227-0003,nzd0227-0004,nzd0227-0005,nzd0227-0006,nzd0227-0007,nzd0227-0008,nzd0227-0009,nzd0227-0010,nzd0227-0011,nzd0227-0012,nzd0227-0013,nzd0227-0014,nzd0227-0015,nzd0227-0016,nzd0227-0022,nzd0227-0023,nzd0227-0024,nzd0227-0025,nzd0227-0026,nzd0227-0027,nzd0227-0028,nzd0227-0017,nzd0227-0018,nzd0227-0019,nzd0227-0020,nzd0227-0021,nzd0227-0029,nzd0227-0030,nzd0227-0031,nzd0227-0033,nzd0227-0034,nzd0227-0035,nzd0227-0036,nzd0227-0037,nzd0227-0038,nzd0227-0039,nzd0227-0040,nzd0227-0041,nzd0227-0042,nzd0227-0032
2014-09-14 21:59:59+00:00,359.93,330.34777777777776,329.447,334.00333333333333,340.7033333333333,353.465,302.3225,293.77833333333336,298.6066666666666,379.1675,359.15333333333336,316.375,311.17600000000004,311.248,312.46,314.64,297.53499999999997,325.43666666666667,289.69125,295.7075,299.40777777777777,294.56875,289.38125,274.93571428571425,287.66625,282.93,287.6866666666667,314.04857142857145,281.62,295.96999999999997,308.995,308.34999999999997,352.4275,355.55499999999995,374.75,256.83666666666664,331.02500000000003,339.52833333333336,316.14,326.4088888888889,297.4571428571429,300.17833333333334,307.255
2014-09-23 21:53:45+00:00,361.6042857142857,331.5622222222222,329.332,329.3014285714286,335.24000000000007,348.9571428571429,303.08500000000004,295.7966666666667,301.35,379.1675,354.67285714285714,316.3342857142857,310.32166666666666,310.4633333333333,312.12,315.46,298.8277777777778,320.6485714285714,289.9222222222222,296.5025,300.47222222222223,295.82875,290.0675,274.85625,288.6388888888889,284.39,287.903,311.17,282.02375,290.48857142857145,303.38428571428574,303.17571428571426,352.4275,355.55499999999995,374.75,261.16833333333335,325.6485714285714,334.26000000000005,317.76375,325.952,299.51500000000004,301.8014285714286,307.255
2014-11-26 21:53:52+00:00,359.61999999999995,331.9642857142857,327.32428571428574,320.93,328.3433333333333,342.8383333333333,298.87000000000006,291.07500000000005,299.0575,376.005,344.6,304.55800000000005,296.70500000000004,300.1625,313.13,321.98,304.42833333333334,314.23833333333334,283.764,306.29,302.705,296.13800000000003,294.15,278.13,292.2683333333333,288.968,292.60857142857145,303.98285714285714,277.58000000000004,280.05833333333334,294.2533333333334,289.704,348.71000000000004,340.83,367.6666666666667,272.15000000000003,311.822,327.685,328.34,335.4483333333333,311.816,300.8433333333333,347.89
2014-12-03 22:00:01+00:00,354.5333333333333,333.4825,322.1485714285714,312.7083333333333,319.25666666666666,334.1933333333333,307.32500000000005,299.088,299.0575,376.995,333.63,304.55800000000005,301.418,302.976,314.78333333333336,323.93857142857144,306.0671428571428,307.0683333333333,286.00333333333333,307.36285714285714,303.96857142857147,298.09,295.2683333333334,282.6666666666667,294.2,292.0783333333333,293.61625000000004,298.69428571428574,277.58000000000004,276.37833333333333,289.82166666666666,278.42,341.25,,364.07666666666665,272.15000000000003,299.29749999999996,324.51666666666665,332.52166666666665,334.6033333333333,317.785,308.1483333333333,342.59000000000003
2015-01-29 21:53:37+00:00,351.3866666666667,332.3916666666667,312.6133333333333,302.43666666666667,307.98499999999996,323.825,307.45799999999997,311.296,315.0575,385.31,320.02,308.1425,301.254,303.164,314.43333333333334,331.425,310.7916666666667,298.375,290.39,312.75333333333333,311.3433333333333,304.98,295.4116666666667,281.7716666666667,297.425,298.21,294.12666666666667,292.65000000000003,276.42,266.378,280.165,262.605,,,355.87,276.1075,284.19,316.0283333333333,333.9583333333333,329.34666666666664,324.65333333333336,317.96166666666664,336.88
2015-02-14 21:53:28+00:00,343.51,335.8,309.16999999999996,298.575,305.2183333333333,329.94,311.8425,315.28499999999997,318.48333333333335,385.31,323.0466666666667,305.73749999999995,305.8075,305.975,319.68600000000004,331.67199999999997,315.526,302.77799999999996,291.9425,309.97,313.32399999999996,306.69800000000004,297.11199999999997,278.34333333333336,301.916,302.07399999999996,297.97400000000005,297.35,279.18333333333334,275.515,273.59166666666664,256.9075,,,355.87,284.41333333333336,290.9866666666667,313.9633333333333,330.88166666666666,326.99833333333333,330.53999999999996,326.502,336.88
2015-03-09 21:59:30+00:00,347.0928571428571,338.59666666666664,309.16999999999996,298.575,305.2183333333333,329.94,311.8425,315.28499999999997,318.48333333333335,381.37,323.0466666666667,305.73749999999995,305.8075,305.975,319.68600000000004,336.5316666666667,315.526,302.77799999999996,291.9425,309.97,318.685,310.65333333333336,299.8983333333333,283.13714285714286,301.916,302.07399999999996,297.97400000000005,297.35,279.18333333333334,281.12,273.59166666666664,256.9075,,328.13,360.3666666666666,284.41333333333336,290.9866666666667,313.9633333333333,330.88166666666666,330.15285714285716,332.68666666666667,328.88,340.645
2015-05-12 21:58:53+00:00,351.47499999999997,345.134,304.88199999999995,291.64799999999997,300.87800000000004,325.105,308.41,311.94666666666666,301.605,350.6233333333333,308.45500000000004,297.18333333333334,296.25,295.6966666666667,313.205,333.578,309.1525,303.505,292.30333333333334,311.642,320.76800000000003,312.744,301.77599999999995,285.3766666666667,298.24,299.01250000000005,300.805,299.6625,276.45000000000005,286.985,277.33,247.38500000000005,,328.13,346.2975,282.75,291.505,316.688,332.582,331.31166666666667,338.528,329.71999999999997,340.645
2015-05-21 21:52:43+00:00,351.47499999999997,345.134,304.88199999999995,291.64799999999997,300.87800000000004,325.105,308.41,311.94666666666666,301.605,350.6233333333333,308.45500000000004,297.18333333333334,296.25,295.6966666666667,313.205,333.578,309.1525,303.505,292.30333333333334,317.25666666666666,320.76800000000003,312.744,301.77599999999995,285.3766666666667,298.24,299.01250000000005,300.805,299.6625,276.45000000000005,286.985,277.33,247.38500000000005,306.48,308.91499999999996,346.2975,282.75,291.505,316.688,332.582,333.68,338.8233333333333,329.50666666666666,314.5
2015-05-28 21:58:55+00:00,350.1116666666667,341.556,299.252,280.012,287.42400000000004,306.83500000000004,304.2725,309.5075,299.51666666666665,336.9425,308.86333333333334,297.5675,290.96,291.26,295.485,321.922,291.8825,290.08,291.97,310.1166666666667,314.158,308.562,297.996,281.66,282.995,287.5175,289.9025,290.02250000000004,277.69,275.65,265.41749999999996,253.60666666666665,306.48,293.9766666666667,335.9425,284.1133333333333,290.58,306.77200000000005,322.554,327.9385714285714,332.7716666666667,318.735,287.225
2015-06-06 21:52:52+00:00,350.37999999999994,338.066,296.764,271.848,278.77799999999996,295.5575,292.485,301.1725,297.4,313.65250000000003,305.47,296.838,278.5125,280.15250000000003,283.855,311.714,280.6675,281.92,290.3675,308.7316666666667,313.598,307.764,296.06,277.56333333333333,273.9375,277.995,286.79249999999996,285.34000000000003,277.9375,261.55,251.86749999999998,256.475,306.48,293.9766666666667,328.16333333333336,283.1975,288.9375,299.82800000000003,315.856,323.09000000000003,325.3,304.42,270.67333333333335
2015-07-08 21:53:09+00:00,350.9342857142857,335.99499999999995,298.61,271.7,278.74666666666667,294.69,292.07800000000003,300.882,297.198,310.554,306.342,296.8933333333334,278.222,279.752,284.304,310.63666666666666,279.598,281.338,290.776,308.4971428571429,312.77500000000003,307.2033333333333,296.06,277.56333333333333,273.448,277.428,287.37,285.9,278.6,261.55,251.86749999999998,256.475,306.48,278.27750000000003,322.7875,284.06,288.182,301.46166666666664,316.75166666666667,322.14,322.3728571428572,298.7285714285714,255.54250000000002
2015-08-16 21:59:34+00:00,359.5933333333333,335.16166666666663,305.77,268.20200000000006,275.558,287.834,288.308,298.384,293.422,308.11,306.044,295.28600000000006,272.154,274.2,278.22400000000005,304.805,272.748,277.902,290.36,311.69666666666666,312.00333333333333,307.60999999999996,295.29,283.08599999999996,270.126,277.70200000000006,287.976,286.63800000000003,278.69,257.74,252.51333333333332,265.84,306.48,265.922,313.382,283.16999999999996,286.014,304.42600000000004,320.816,324.8757142857143,317.17142857142863,292.82,242.958
2015-08-25 21:53:27+00:00,357.90999999999997,334.07142857142856,305.95166666666665,267.33500000000004,274.96999999999997,286.35,288.02333333333337,298.035,293.175,306.40999999999997,305.67,294.5166666666667,272.09,274.6,278.355,302.7314285714286,271.68333333333334,277.5083333333334,290.23333333333335,310.8385714285714,311.32142857142856,306.9657142857142,295.5516666666667,281.77,270.06166666666667,276.2483333333334,287.52500000000003,286.10833333333335,278.3066666666667,254.96,251.89749999999998,265.28499999999997,306.48,261.90333333333336,312.80833333333334,283.59999999999997,285.3666666666666,304.3516666666667,320.8,323.77125,315.92875000000004,291.93625,242.958
2015-10-03 21:59:52+00:00,353.69,329.65142857142854,305.1014285714286,266.96714285714285,274.6328571428572,286.08857142857147,288.62857142857143,297.3285714285715,293.27714285714285,295.7942857142857,306.6857142857143,294.1671428571429,272.08142857142855,275.6857142857143,279.09714285714284,293.80428571428575,271.3728571428572,277.05857142857144,290.0457142857143,309.95374999999996,305.1828571428572,302.2557142857143,291.07166666666666,274.7416666666667,269.8828571428571,275.6957142857143,287.01000000000005,285.4171428571429,277.94428571428574,244.36833333333334,252.41799999999998,265.344,306.48,241.91499999999996,301.49799999999993,284.80571428571426,286.19142857142856,304.37142857142857,320.75142857142856,319.79875000000004,311.6375,288.13,217.59499999999997
2015-10-19 21:59:54+00:00,354.1875,331.24125,308.505,266.96714285714285,274.6328571428572,286.08857142857147,288.62857142857143,297.3285714285715,293.27714285714285,295.7942857142857,306.6857142857143,294.1671428571429,272.08142857142855,275.6857142857143,288.48875000000004,301.15250000000003,271.3728571428572,277.05857142857144,290.0457142857143,312.4844444444444,308.7375,304.59250000000003,292.80428571428575,278.1485714285714,278.4275,282.21625,291.80875000000003,290.36625,277.94428571428574,251.51142857142855,259.5683333333333,273.06166666666667,306.48,241.91499999999996,308.8233333333333,284.80571428571426,292.72375,309.98875,325.705,323.10333333333335,314.09777777777776,293.5355555555555,217.59499999999997
2015-11-13 21:53:46+00:00,350.28999999999996,327.55,309.5175,268.91,276.78714285714284,291.01142857142855,291.62714285714287,298.91857142857145,298.22999999999996,299.96714285714285,311.05285714285714,295.0942857142857,273.1114285714285,281.7557142857143,294.1675,304.71500000000003,274.40285714285716,278.65999999999997,290.85,312.8366666666667,309.055,304.015,292.60714285714283,278.0514285714286,282.88875,285.39625,292.40875,290.4575,279.23285714285714,253.08571428571426,261.42571428571426,273.8771428571428,306.48,239.46857142857144,309.075,289.1742857142857,295.30875000000003,315.29375,330.865,327.09333333333336,317.0633333333333,298.7611111111111,212.598
2016-01-16 21:53:45+00:00,346.4433333333333,327.9483333333333,310.01666666666665,268.34,277.698,295.17600000000004,294.106,297.98400000000004,300.54200000000003,305.194,312.54,293.638,271.546,286.454,301.9016666666667,310.36833333333334,274.854,277.588,290.254,309.21,309.50666666666666,302.91,292.75666666666666,276.1616666666667,286.46666666666664,286.56,292.87,289.535,277.2,253.25833333333333,263.48999999999995,274.59166666666664,,227.60399999999998,308.668,291.34000000000003,299.6566666666667,317.3616666666667,335.115,330.00333333333333,321.27166666666665,315.77,187.92666666666665
2016-01-23 21:59:56+00:00,345.1914285714286,329.2842857142858,311.76571428571424,268.0083333333333,277.95166666666665,295.52666666666664,293.13666666666666,297.11,299.03666666666663,304.4216666666667,309.055,292.45666666666665,269.8833333333333,284.835,299.5914285714286,309.95,273.3933333333333,275.93,288.4883333333334,307.7271428571429,308.2857142857143,301.34142857142854,291.93857142857144,274.13714285714286,283.34142857142854,282.65999999999997,290.2628571428571,286.4585714285714,274.84833333333336,251.21285714285713,261.3957142857143,271.8828571428571,,234.51833333333332,307.38166666666666,288.58666666666664,297.69,314.1657142857143,332.90000000000003,328.13142857142856,318.9414285714286,315.69428571428574,187.92666666666665
2016-02-24 21:59:45+00:00,343.062,329.788,313.30799999999994,269.78,280.38750000000005,302.94249999999994,295.77,297.2675,301.65,308.60749999999996,307.6775,292.215,269.08,288.91499999999996,308.29400000000004,324.205,275.30999999999995,276.16499999999996,288.16,312.4,311.6383333333333,305.49666666666667,294.4733333333333,279.42833333333334,288.864,283.49399999999997,291.532,287.454,273.74,254.98600000000002,265.516,274.634,,237.2,314.64750000000004,290.56,302.88800000000003,319.578,340.58666666666664,336.53833333333336,329.1266666666666,332.0233333333333,185.57999999999998
2016-03-04 21:53:33+00:00,343.062,328.215,313.30799999999994,269.78,282.80600000000004,306.268,296.29200000000003,298.692,302.18600000000004,309.86199999999997,307.11,294.036,269.942,289.71999999999997,307.5316666666667,323.64,277.018,277.152,288.326,310.73857142857145,310.40999999999997,304.00857142857143,293.63714285714286,277.8728571428572,287.66833333333335,281.37166666666667,289.9783333333333,285.4833333333333,273.64399999999995,253.32333333333335,264.62166666666667,273.49666666666667,,250.27799999999996,313.872,290.92600000000004,301.45666666666665,317.08833333333337,338.65999999999997,335.14142857142855,328.25857142857143,329.2628571428572,185.57999999999998
2016-03-11 21:59:42+00:00,348.03833333333336,332.60714285714283,319.5516666666667,269.78,282.80600000000004,306.268,296.29200000000003,298.692,302.18600000000004,309.86199999999997,307.11,294.036,269.942,289.71999999999997,307.5316666666667,327.04875,277.018,277.152,288.326,314.125,315.65875,309.3025,298.56875,283.67375,287.66833333333335,281.37166666666667,289.9783333333333,285.4833333333333,273.64399999999995,253.32333333333335,264.62166666666667,273.49666666666667,187.26,250.27799999999996,313.872,290.92600000000004,301.45666666666665,317.08833333333337,342.2275,337.93125,331.11249999999995,331.0175,185.57999999999998
2016-03-27 21:59:33+00:00,353.65999999999997,337.88624999999996,326.20142857142855,269.78,282.80600000000004,306.268,296.29200000000003,298.692,302.18600000000004,309.86199999999997,307.11,294.036,269.942,289.71999999999997,307.5316666666667,331.1844444444444,277.018,277.152,288.326,316.6644444444444,318.87888888888887,311.52777777777777,300.25777777777773,286.56444444444446,287.66833333333335,281.37166666666667,289.9783333333333,285.4833333333333,273.64399999999995,253.32333333333335,264.62166666666667,273.49666666666667,197.95,250.27799999999996,313.872,290.92600000000004,301.45666666666665,317.08833333333337,344.7611111111111,339.35555555555555,332.64,332.3722222222222,185.57999999999998
2016-04-21 21:53:12+00:00,356.4066666666667,340.15285714285716,328.99666666666667,278.6825,288.804,314.774,299.284,302.76599999999996,306.49399999999997,313.062,309.304,296.52000000000004,271.556,293.284,301.69800000000004,331.36125,279.878,279.854,288.09799999999996,314.97125,317.3725,310.615,300.22875,285.47999999999996,280.51000000000005,273.682,282.816,278.62199999999996,274.41999999999996,247.94400000000002,260.066,267.26800000000003,197.95,260.93999999999994,305.858,289.856,295.312,310.76599999999996,343.55375,338.36375,332.025,327.92,185.57999999999998
2016-05-14 21:59:24+00:00,360.4083333333333,343.34142857142854,332.38,286.0025,293.36199999999997,316.596,300.278,305.736,304.764,313.658,309.21999999999997,298.71,273.852,290.87,300.25600000000003,333.12,279.692,280.668,287.348,314.71999999999997,317.06875,311.15749999999997,300.44624999999996,286.21,278.582,273.53000000000003,282.018,279.384,273.956,247.81,258.514,265.94,196.71333333333334,275.002,306.818,286.57,292.67600000000004,304.28000000000003,338.88875,334.14625,328.785,321.33,178.55
2016-06-08 21:53:21+00:00,362.5185714285714,344.49,332.51571428571424,284.842,292.6516666666667,314.88666666666666,300.1383333333333,305.33,304.26666666666665,312.4716666666667,309.15500000000003,298.86,273.8883333333333,289.09499999999997,297.36666666666673,330.3944444444444,278.31,280.6983333333333,286.6133333333333,312.99333333333334,314.97111111111116,309.46333333333337,300.44624999999996,286.21,277.0083333333333,273.3866666666667,281.21,279.21999999999997,273.6333333333333,247.81,258.514,265.94,196.71333333333334,275.002,306.818,286.57,292.67600000000004,304.28000000000003,338.88875,334.14625,328.785,321.33,178.55
2016-06-15 21:59:33+00:00,357.86125,344.49,332.51571428571424,284.842,292.6516666666667,314.88666666666666,300.1383333333333,305.33,304.26666666666665,312.4716666666667,305.8357142857143,298.86,273.8883333333333,284.52,297.36666666666673,330.3944444444444,278.31,280.6983333333333,283.73857142857145,310.316,312.373,306.754,300.44624999999996,282.7877777777778,273.85285714285715,270.3114285714286,278.8357142857143,279.21999999999997,273.6333333333333,247.81,258.514,265.94,196.71333333333334,275.002,306.818,286.57,292.67600000000004,299.3533333333333,333.9766666666667,328.7344444444444,328.785,311.81888888888886,178.55
2016-07-01 21:59:42+00:00,358.24333333333334,344.33000000000004,331.43,285.98,292.8257142857143,315.26142857142855,301.06714285714287,305.33,304.26666666666665,312.4716666666667,305.8357142857143,298.86,274.89142857142855,284.96875,297.27000000000004,328.28799999999995,278.5214285714286,281.59142857142854,284.31374999999997,309.5009090909091,311.4581818181818,306.754,300.44624999999996,282.7877777777778,274.37625,272.64000000000004,279.35875,280.3285714285714,274.2857142857143,247.81,258.514,265.94,196.71333333333334,275.002,306.818,286.57,292.67600000000004,299.3533333333333,333.9766666666667,326.81399999999996,325.2788888888889,307.214,178.55
2016-07-17 21:59:49+00:00,361.91888888888894,349.1644444444444,335.44714285714286,288.802,294.0642857142857,315.90285714285716,302.6457142857143,307.28833333333336,306.1216666666666,312.705,309.11857142857144,300.42,276.92285714285714,284.88125,297.59000000000003,327.094,278.68857142857144,282.9814285714286,283.88625,309.37,311.4827272727273,307.54800000000006,301.05875000000003,283.7922222222222,275.075,274.19375,279.6525,282.00857142857143,275.3742857142857,249.984,258.684,266.782,196.71333333333334,282.0725,300.98400000000004,286.378,291.12800000000004,297.74,332.9066666666667,326.21,323.6411111111111,300.173,213.21
2016-08-11 21:53:42+00:00,364.96444444444444,348.81444444444446,335.6928571428571,293.336,295.6914285714286,319.5642857142857,305.5757142857143,310.25333333333333,309.81666666666666,315.89500000000004,314.1171428571429,303.18,280.1614285714286,286.49,300.94428571428574,328.231,281.1914285714286,285.7957142857143,285.63375,309.7572727272727,311.7581818181818,308.617,301.66375,285.28,280.21625,278.64,281.31624999999997,284.77428571428567,278.34142857142854,252.756,262.082,272.238,196.71333333333334,280.6975,303.392,291.384,292.68600000000004,298.77500000000003,333.73333333333335,326.811,323.2988888888889,297.217,213.21
2016-08-18 21:59:57+00:00,364.96444444444444,348.81444444444446,335.6928571428571,293.336,295.6914285714286,319.5642857142857,305.5757142857143,310.25333333333333,309.81666666666666,315.89500000000004,314.1171428571429,303.18,280.1614285714286,286.49,300.94428571428574,328.231,281.1914285714286,285.7957142857143,285.63375,309.7572727272727,311.7581818181818,311.5190909090909,304.2233333333333,285.28,280.21625,278.64,281.31624999999997,284.77428571428567,278.34142857142854,252.756,262.082,272.238,196.71333333333334,280.6975,303.392,291.384,292.68600000000004,298.77500000000003,333.73333333333335,329.8627272727272,326.15700000000004,301.8890909090909,213.21
2016-08-27 21:53:50+00:00,363.001,346.562,332.3625,289.67,294.01,317.60249999999996,304.8,308.60571428571427,308.8171428571428,314.8985714285714,313.72875,302.5042857142857,279.83875,285.96333333333337,300.10375,323.216,280.4525,284.7875,286.43,307.57272727272726,310.1309090909091,309.2581818181818,302.25777777777773,282.27444444444444,279.1822222222222,277.30111111111114,281.3911111111111,284.235,277.86625,251.42,260.9133333333333,271.5216666666667,196.71333333333334,272.442,304.25166666666667,290.12166666666667,291.3016666666667,298.86428571428576,329.74666666666667,326.9472727272727,323.477,299.1127272727272,213.21
2016-09-12 21:53:54+00:00,360.74699999999996,346.7611111111111,328.63,290.2785714285714,295.48125,318.82125,307.65625,311.47285714285715,312.53428571428566,316.38714285714286,316.8675,306.3828571428571,283.2525,287.40555555555557,301.54249999999996,320.71000000000004,281.31374999999997,286.08,287.53,305.293,306.49899999999997,306.443,299.4025,278.3075,282.2511111111111,280.34888888888895,282.43,286.05375,279.43625000000003,254.20833333333334,262.45166666666665,273.7816666666667,201.44,264.905,305.67,291.81666666666666,292.8516666666667,300.58,327.8725,325.198,320.93000000000006,295.697,213.21
2016-10-14 21:54:00+00:00,357.616,343.63222222222225,323.82875,289.69875,295.7688888888889,319.20222222222225,307.6744444444445,311.8075,312.97125,317.04875,317.49666666666667,306.52750000000003,283.4811111111111,288.171,302.12,315.65777777777777,281.47999999999996,286.08,287.53,301.7722222222222,302.2611111111111,303.9,297.34999999999997,273.83124999999995,282.696,281.334,282.60900000000004,285.8311111111111,279.43625000000003,253.96,262.38,273.19428571428574,194.24,260.07599999999996,306.3728571428571,292.3828571428572,293.6257142857143,301.90375,323.55125,323.633,317.8488888888889,290.4177777777778,213.21
2016-11-22 22:00:11+00:00,354.9977777777778,341.49125000000004,320.9242857142857,286.31142857142856,293.42875,317.12125,308.11625,311.1028571428571,313.2871428571429,316.65142857142854,316.00624999999997,307.0957142857143,283.5,286.5911111111111,302.045,313.68499999999995,281.08625,285.11,287.11875,301.0975,301.81,303.63750000000005,297.7583333333334,272.3157142857143,282.6955555555556,280.06666666666666,281.9844444444445,284.9675,278.56,254.0333333333334,261.9533333333333,274.7316666666667,,247.92333333333332,307.3583333333333,295.2716666666667,294.62,301.49571428571426,325.5857142857143,326.29777777777775,322.4,298.51625,213.21
2016-12-24 22:00:05+00:00,354.675,337.93375000000003,315.6114285714286,286.00714285714287,293.3375,317.35249999999996,307.93625,311.2642857142857,312.82142857142856,317.09285714285716,319.34,306.58,282.99625,291.28875,303.08875,314.16375,281.2425,284.8757142857143,290.56142857142856,303.40000000000003,304.0342857142858,306.42285714285714,295.90285714285716,273.8857142857143,286.41375,283.1175,284.2925,284.195,278.10571428571427,253.2757142857143,260.9557142857143,273.12428571428575,,247.92333333333332,307.9785714285714,294.57428571428574,294.39,305.7257142857143,330.0857142857143,331.1122222222223,322.64888888888885,310.22,213.21
2017-01-25 21:59:56+00:00,349.1385714285714,331.3742857142857,312.65857142857146,284.0257142857143,292.6657142857143,316.21714285714285,306.4271428571429,309.95285714285717,310.7085714285714,315.81857142857143,315.6171428571428,305.84000000000003,281.02,291.62142857142857,301.6657142857143,316.0971428571429,280.8342857142857,284.09,291.13,303.51000000000005,303.8333333333333,305.2485714285714,294.7257142857143,272.5214285714286,286.8285714285715,280.9171428571429,283.3728571428572,281.65714285714284,276.4266666666667,251.64000000000001,260.72714285714284,273.0385714285714,,250.21249999999998,311.8585714285714,293.99857142857144,295.0,306.9042857142857,331.5285714285714,333.39875,325.85999999999996,324.7114285714286,
2017-02-10 21:59:48+00:00,346.98285714285714,331.6742857142857,313.44,283.7985714285714,293.2442857142857,315.34142857142854,305.8385714285714,309.65857142857146,310.2133333333333,315.1716666666667,313.7833333333333,306.82000000000005,279.3342857142857,291.9,300.9485714285714,316.8885714285715,281.3485714285714,284.33666666666664,290.64,303.4216666666667,303.99,304.3514285714286,294.45142857142855,271.52714285714285,284.2085714285714,279.49,282.8328571428571,280.63,275.19666666666666,251.66428571428574,260.2242857142857,271.17571428571426,,244.0425,310.5785714285715,293.5571428571429,295.98285714285714,307.5485714285714,332.0428571428571,333.42375000000004,329.0975,330.44,223.41
2017-03-30 21:59:26+00:00,349.91833333333335,336.18833333333333,317.9266666666667,284.264,293.244,314.84,304.054,308.8860000000001,307.0275,314.2025,310.43499999999995,304.16400000000004,275.412,291.126,299.438,324.955,280.68399999999997,293.384,288.0375,309.76,308.67199999999997,303.16999999999996,293.09,276.37166666666667,281.848,278.33000000000004,281.256,278.754,272.705,251.03400000000002,259.42400000000004,269.784,,245.5833333333333,309.244,293.706,296.78000000000003,307.35799999999995,331.032,333.63000000000005,329.0833333333333,332.796,223.41
2017-04-24 21:53:01+00:00,351.66,336.69666666666666,317.6716666666667,286.976,294.948,315.65999999999997,305.562,309.76,308.29999999999995,314.9875,311.3325,305.938,277.474,292.85,299.492,326.18600000000004,282.98400000000004,293.94166666666666,288.76,309.3233333333333,308.75333333333333,303.4783333333333,293.06,277.22333333333336,284.894,278.27799999999996,282.014,279.524,275.21999999999997,252.77799999999996,260.884,271.87399999999997,,250.4666666666666,310.17999999999995,295.392,298.264,308.264,332.274,334.61333333333334,332.1616666666667,332.796,223.41
2017-05-01 21:59:07+00:00,351.66,336.69666666666666,317.6716666666667,286.976,294.948,315.65999999999997,305.562,309.76,308.29999999999995,314.9875,311.3325,305.938,277.474,292.85,299.492,333.9316666666667,282.98400000000004,293.94166666666666,288.76,314.5785714285715,314.4242857142857,303.4783333333333,297.9371428571429,282.9342857142857,284.894,278.27799999999996,282.014,279.524,275.21999999999997,252.77799999999996,260.884,271.87399999999997,190.39,250.4666666666666,317.50666666666666,295.392,298.264,315.885,337.83,337.06857142857143,334.34285714285716,334.4116666666667,223.41
2017-06-11 21:53:21+00:00,353.08,338.392,319.66999999999996,285.625,294.34250000000003,314.4625,303.55499999999995,307.7975,304.61999999999995,313.11333333333334,308.41666666666663,304.725,276.245,291.9625,297.755,344.8283333333333,281.82500000000005,295.244,289.005,321.54,322.73857142857145,304.46399999999994,305.43571428571425,291.51714285714286,282.3225,277.86999999999995,281.98249999999996,278.41499999999996,274.92749999999995,251.69499999999996,260.5325,269.655,204.135,250.4666666666666,327.315,293.4125,297.28999999999996,325.38,343.2366666666667,340.36285714285714,336.19428571428574,334.60499999999996,223.41
2017-07-29 21:53:37+00:00,360.48749999999995,345.445,331.5475,295.56,300.18666666666667,323.71,313.23333333333335,315.0,324.605,325.095,331.4,312.72333333333336,292.3933333333334,293.84666666666664,305.72666666666663,352.492,291.15333333333336,301.9975,290.30333333333334,325.60499999999996,327.28333333333336,309.15749999999997,309.7966666666667,297.01666666666665,297.28,288.93333333333334,286.76,285.57,281.45666666666665,257.92,265.3933333333334,274.4766666666667,204.135,240.70666666666668,330.616,299.77333333333337,302.45000000000005,330.9,348.17199999999997,344.7366666666667,337.04333333333335,338.2525,223.41
2017-08-05 21:59:51+00:00,359.724,343.82399999999996,329.86199999999997,295.885,299.495,323.2425,313.5625,314.9525,321.5733333333333,323.6366666666667,331.84999999999997,312.375,295.065,289.6875,305.5475,346.35999999999996,290.9975,300.06800000000004,289.8875,322.38714285714286,323.86428571428576,307.714,306.83142857142855,293.88142857142856,297.40999999999997,289.4,286.9575,286.2525,281.4175,257.605,264.89250000000004,273.76250000000005,204.135,241.66750000000002,328.3666666666667,298.83000000000004,299.845,326.8833333333333,344.47166666666664,343.4771428571429,333.86428571428576,338.2525,223.41
2017-10-17 21:53:58+00:00,357.95500000000004,339.48,322.21000000000004,299.33,301.8875,326.1475,315.66,317.26750000000004,320.385,323.2325,330.475,312.02750000000003,299.6575,291.65250000000003,306.1225,341.17600000000004,291.96999999999997,293.2525,289.38,319.565,322.33,302.58,305.425,291.2,298.46500000000003,288.96750000000003,286.96250000000003,286.85749999999996,282.495,258.7375,265.565,275.03,204.135,259.9125,330.7416666666667,298.515,299.495,327.49333333333334,343.90333333333336,346.2266666666667,334.01500000000004,340.5233333333333,234.76
2017-12-11 22:00:00+00:00,351.96750000000003,339.8125,317.7625,297.305,299.13,323.9375,312.5525,314.4575,317.40749999999997,320.4125,325.6625,309.85,293.85,288.96999999999997,303.5,315.03999999999996,290.635,290.16499999999996,288.42,302.295,304.2925,300.365,289.55,272.255,294.005,286.4275,285.01750000000004,283.325,279.0075,256.09250000000003,263.6775,272.0,,268.2875,314.1125,295.975,297.63,308.6925,328.93,339.32,325.1625,334.96500000000003,233.77499999999998
2017-12-20 21:53:52+00:00,351.96750000000003,340.87,320.686,297.305,299.13,330.65,312.5525,314.4575,317.40749999999997,320.4125,325.6625,309.85,293.85,288.96999999999997,303.5,322.04799999999994,290.635,290.16499999999996,295.88800000000003,306.67,307.504,304.742,292.848,277.288,294.005,286.4275,293.47200000000004,291.38800000000003,288.006,256.09250000000003,263.6775,272.0,208.72,268.2875,314.1125,295.975,297.63,308.6925,328.93,342.236,332.288,334.29333333333335,233.77499999999998
