dates,nzd0233-0000,nzd0233-0001,nzd0233-0002,nzd0233-0003,nzd0233-0004,nzd0233-0005,nzd0233-0006,nzd0233-0007,nzd0233-0008,nzd0233-0009,nzd0233-0010,nzd0233-0011,nzd0233-0012,nzd0233-0013,nzd0233-0014,nzd0233-0015,nzd0233-0016,nzd0233-0017,nzd0233-0018,nzd0233-0019,nzd0233-0020,nzd0233-0021,nzd0233-0022,nzd0233-0023,nzd0233-0024,satname
2005-11-08 21:48:04+00:00,348.65,336.832,319.51800000000003,319.92400000000004,319.416,319.744,322.046,315.538,310.828,318.052,315.364,307.68833333333333,313.422,310.036,311.488,296.1825,300.48199999999997,307.82,276.18,282.4425,283.96999999999997,295.74666666666667,298.8075,292.07500000000005,307.08,L5
2005-11-24 21:48:28+00:00,350.7733333333333,338.3833333333334,322.27833333333336,323.18,322.04333333333335,320.20666666666665,322.26,316.0683333333333,311.5466666666667,318.2283333333333,314.9533333333333,309.5414285714286,314.35833333333335,312.86833333333334,314.72499999999997,303.672,306.15166666666664,312.885,286.158,291.35,291.18,301.40250000000003,300.97799999999995,299.06,309.22666666666663,L5
2006-02-12 21:50:20+00:00,353.18666666666667,339.0266666666667,325.7866666666667,326.84,326.13666666666666,328.84749999999997,330.275,326.1975,314.33,326.53499999999997,315.81333333333333,327.6325,325.945,325.6825,320.34666666666664,325.10749999999996,322.625,314.8525,309.165,312.05,304.09499999999997,314.7925,309.455,308.73,313.485,L5
2006-02-28 21:50:40+00:00,356.43666666666667,341.76,336.24333333333334,335.87666666666667,332.9866666666667,332.79999999999995,333.52,331.365,322.01666666666665,329.935,323.75333333333333,334.735,333.5725,335.57,333.16,339.81,335.83,327.49,324.255,324.90500000000003,320.1625,330.175,320.8375,324.9225,321.63,L5
2006-06-13 21:46:13+00:00,354.18,340.46,343.62,342.6,336.55,342.44499999999994,341.74499999999995,341.245,330.8,337.19000000000005,308.0,322.9066666666667,321.7733333333333,321.14,340.93,323.7,347.565,338.255,335.485,333.64500000000004,335.475,344.78000000000003,331.8349999999999,333.405,322.15000000000003,L5
2006-07-22 21:52:58+00:00,356.45000000000005,343.40999999999997,343.62,342.6,336.55,342.44499999999994,341.74499999999995,341.245,330.8,330.55333333333334,311.87333333333333,322.13,320.47249999999997,319.65749999999997,330.34000000000003,320.4875,336.18,327.8333333333333,323.57,333.64500000000004,335.475,344.78000000000003,331.8349999999999,333.405,322.15000000000003,L5
2006-08-23 21:53:23+00:00,351.35999999999996,338.6666666666667,327.525,323.31,319.095,320.66499999999996,323.59000000000003,337.28,312.33500000000004,316.1666666666667,308.7525,310.28000000000003,308.64250000000004,309.2,321.42,307.33500000000004,317.2133333333333,309.5933333333333,306.35333333333335,330.42,336.42,344.29,328.53,329.07,300.95500000000004,L5
2006-09-17 21:47:31+00:00,349.16333333333336,334.74,313.935,306.05499999999995,302.605,305.54499999999996,309.355,300.87,294.48,307.0566666666666,299.43,302.4675,302.07,301.255,309.47666666666663,295.37,301.66,295.9533333333333,289.41,,,,,,290.96000000000004,L5
2006-10-10 21:53:56+00:00,352.22749999999996,340.385,324.6566666666667,306.05499999999995,302.605,305.54499999999996,309.355,300.87,294.48,307.0566666666666,299.43,309.96,309.422,308.82399999999996,317.075,304.386,301.66,295.9533333333333,289.41,336.85,332.39,341.83,332.53,335.03,303.45666666666665,L5
2006-11-27 21:54:23+00:00,352.22749999999996,340.385,324.6566666666667,300.60999999999996,295.7833333333333,306.1466666666667,297.77,300.87,288.78,300.78749999999997,296.462,309.96,309.422,305.93833333333333,311.07399999999996,301.915,298.8025,294.76,286.2925,307.745,332.39,341.83,332.53,335.03,301.5025,L5
2006-12-06 21:48:41+00:00,352.22749999999996,340.385,338.03,319.2925,295.7833333333333,306.1466666666667,297.77,300.87,288.78,300.78749999999997,296.462,319.78000000000003,309.422,305.93833333333333,311.07399999999996,301.915,298.8025,294.76,286.2925,307.745,332.39,341.83,332.53,335.03,301.5025,L5
2006-12-13 21:54:55+00:00,355.928,346.44,342.26800000000003,326.802,295.7833333333333,306.1466666666667,297.77,300.87,288.78,300.78749999999997,300.395,330.385,316.35,311.758,311.07399999999996,307.738,298.8025,294.76,286.2925,307.745,343.41999999999996,349.62,345.235,342.87,301.5025,L5
2007-01-30 21:54:48+00:00,352.354,342.142,338.34999999999997,325.15333333333336,298.445,305.90999999999997,301.1275,301.275,291.4375,296.245,293.835,327.54333333333335,313.14750000000004,310.768,308.262,305.514,295.1425,291.9875,283.265,302.62333333333333,343.41999999999996,349.62,345.235,342.87,301.664,L5
2007-02-08 21:48:38+00:00,352.354,342.142,338.34999999999997,325.15333333333336,298.445,305.90999999999997,301.1275,301.275,291.4375,296.245,293.835,327.54333333333335,313.14750000000004,310.768,308.262,305.514,295.1425,291.9875,283.265,302.62333333333333,344.09999999999997,349.22,345.0566666666667,340.6266666666666,307.0933333333333,L5
2011-03-07 21:43:36+00:00,,,,,,,,,,,271.02,265.76,267.54,262.38,264.4,256.24,254.76,246.97,237.38,,,,,,,L5
2011-10-24 21:47:48+00:00,,,,,,,,,,,,254.25,252.3,259.51,262.67,255.36,258.9,252.06,249.19,,,,,,,L5
2013-05-31 21:55:43+00:00,,,,280.49,284.33,286.26,279.13,276.28,276.8,,,,,,,,,,,,,,,,,L8
2013-07-25 22:01:49+00:00,,299.92,282.94,281.495,287.79499999999996,287.345,282.96500000000003,279.405,280.53,292.82,286.53,289.41,284.9,269.96,268.17,272.15,240.36,244.66,,,,,,,,L8
2013-08-19 21:55:42+00:00,348.08,314.64,300.18,291.84,296.25333333333333,296.28,293.8,288.8633333333333,289.91,302.435,297.005,298.765,296.92499999999995,287.69,286.36,286.30499999999995,268.81,268.435,285.38,288.94,,,,,,L8
2013-10-06 21:55:33+00:00,358.91499999999996,330.5366666666667,300.18,291.84,296.25333333333333,296.28,308.735,288.8633333333333,289.91,302.435,297.005,298.765,296.92499999999995,287.69,286.36,286.30499999999995,268.81,268.435,285.38,288.94,341.22,343.28,340.71,349.14,353.42,L8
2013-10-29 22:01:34+00:00,358.91499999999996,321.9125,296.84,290.4325,294.4975,294.005,304.1,285.565,285.7575,296.78333333333336,294.4266666666667,295.25333333333333,294.14,285.7033333333333,283.3566666666667,283.74666666666667,269.95666666666665,269.52,271.705,275.39,341.22,300.32,340.71,349.14,353.42,L8
2013-12-16 22:01:21+00:00,358.91499999999996,321.9125,296.84,293.74666666666667,297.8866666666667,296.58666666666664,310.3425,288.66,288.74333333333334,296.78333333333336,294.4266666666667,295.25333333333333,294.14,285.7033333333333,283.3566666666667,283.74666666666667,269.95666666666665,269.52,271.705,267.89666666666665,341.22,284.57666666666665,340.71,349.14,353.42,L8
2014-01-17 22:00:59+00:00,351.12999999999994,321.26599999999996,300.71750000000003,297.4025,299.7325,300.0625,310.57399999999996,292.1275,292.59250000000003,298.1075,296.2825,297.5975,297.51,290.43,287.45500000000004,287.955,276.265,276.2025,275.4066666666667,273.48249999999996,311.81500000000005,285.745,340.71,349.14,333.08500000000004,L8
2014-02-02 22:00:53+00:00,351.12999999999994,326.60249999999996,306.6433333333334,302.36999999999995,302.5566666666667,303.94,316.5175,295.32666666666665,295.37000000000006,299.87000000000006,299.53333333333336,300.32666666666665,301.7133333333333,297.25333333333333,293.8833333333334,293.2233333333333,288.2333333333333,286.71666666666664,275.4066666666667,273.48249999999996,311.81500000000005,285.745,340.71,349.14,315.34666666666664,L8
2014-03-06 22:00:25+00:00,350.89000000000004,325.7075,307.4433333333333,304.4166666666667,302.82666666666665,304.16333333333336,318.325,295.7633333333333,295.9166666666667,299.23333333333335,299.29,301.1433333333334,302.8733333333334,298.9433333333333,294.05333333333334,294.72333333333336,290.4533333333333,292.11999999999995,279.40333333333336,276.04499999999996,307.4866666666667,287.29,315.53,318.585,314.935,L8
2014-03-31 21:53:53+00:00,350.89000000000004,319.88,301.9525,299.79,299.3475,300.145,311.834,292.5,293.3075,296.935,296.17,297.8325,298.165,291.14750000000004,294.05333333333334,287.44,290.4533333333333,282.965,279.40333333333336,276.04499999999996,307.4866666666667,287.29,293.72333333333336,289.1133333333333,307.976,L8
2014-05-09 21:59:27+00:00,343.31666666666666,317.4375,309.2125,307.1825,305.9075,306.97749999999996,310.16,301.0275,301.9325,303.8975,301.39750000000004,303.575,304.52,297.455,303.81,293.68999999999994,299.6166666666667,288.5725,289.6566666666667,283.1225,288.81333333333333,280.70000000000005,274.16333333333336,259.44666666666666,292.484,L8
2014-05-18 21:53:11+00:00,347.3725,323.246,314.96999999999997,312.816,311.356,312.23400000000004,315.358,307.072,307.348,309.264,307.38800000000003,309.244,310.42600000000004,304.32399999999996,310.04,301.56399999999996,305.90250000000003,295.45,295.9375,290.248,294.2,287.808,285.1925,262.6725,292.484,L8
2014-06-03 21:53:18+00:00,350.462,327.295,319.55333333333334,316.8616666666667,315.425,316.13666666666666,319.38166666666666,311.5683333333333,311.5133333333333,313.24,311.65500000000003,313.55,314.9533333333333,309.21,314.196,306.79833333333335,310.346,300.4816666666666,300.17600000000004,295.41,297.69,293.6166666666667,289.22999999999996,258.62199999999996,292.484,L8
2014-06-19 21:53:23+00:00,352.57,330.55,322.59857142857146,319.9157142857143,318.4057142857143,318.53714285714284,322.65000000000003,311.5683333333333,311.5133333333333,313.24,311.65500000000003,313.55,314.9533333333333,309.21,316.88,309.70714285714286,312.23,303.4114285714286,300.17600000000004,305.43333333333334,297.69,303.7166666666667,290.19,258.62199999999996,292.484,L8
2014-07-05 21:53:29+00:00,352.57,330.55,322.59857142857146,319.9157142857143,318.4057142857143,318.53714285714284,322.65000000000003,311.5683333333333,311.5133333333333,313.24,311.65500000000003,309.5385714285714,310.8971428571429,304.5285714285714,316.88,305.35,312.23,298.62125,300.17600000000004,305.43333333333334,297.69,303.7166666666667,290.19,258.62199999999996,292.484,L8
2014-07-21 21:53:33+00:00,355.58,333.34857142857146,324.9485714285715,321.89,320.7814285714286,320.2285714285714,324.79714285714283,314.1166666666666,313.085,316.35333333333335,313.9733333333333,311.5957142857143,312.8957142857143,306.0571428571428,319.5516666666667,306.42,313.9216666666667,299.35125,303.06800000000004,306.56666666666666,299.4,304.4216666666667,289.71999999999997,255.54999999999998,287.41749999999996,L8
2014-08-13 21:59:54+00:00,355.94571428571425,335.0975,326.77250000000004,324.14875,323.66,322.015,327.1825,317.8328571428571,316.4271428571428,317.2857142857143,317.45142857142855,315.3975,315.72625000000005,309.36875,321.53000000000003,308.84666666666664,311.34857142857146,302.55555555555554,305.6666666666667,306.3157142857143,301.28499999999997,304.30428571428575,292.61375,258.3642857142857,296.0775,L8
2014-09-14 21:59:59+00:00,349.8285714285715,332.0275,323.61375,320.72375,321.29625,323.0428571428571,323.77125,314.7657142857143,313.30428571428575,314.90000000000003,315.37857142857143,312.43625,312.86125,305.865,324.27500000000003,306.3622222222223,307.39285714285717,301.8225,307.32599999999996,301.7271428571429,301.77599999999995,306.10999999999996,292.9371428571429,252.53714285714287,288.52,L8
2014-09-23 21:53:45+00:00,349.8285714285715,327.5011111111111,318.9788888888889,316.4111111111111,317.10999999999996,323.0428571428571,319.5211111111111,310.2475,309.145,311.44375,311.13625,308.8055555555555,309.01,302.2922222222222,324.27500000000003,302.789,300.62624999999997,301.8225,307.32599999999996,295.16,301.77599999999995,306.10999999999996,292.9371428571429,251.56125,286.332,L8
2014-11-26 21:53:52+00:00,347.53333333333336,328.6914285714286,321.32000000000005,318.2085714285714,318.7657142857143,329.13,321.8385714285714,311.89166666666665,310.2133333333333,311.255,311.53333333333336,308.4628571428571,309.34999999999997,303.50428571428574,324.226,304.105,297.8142857142857,307.66666666666663,307.4275,292.75714285714287,302.105,306.756,300.098,258.96,297.81,L8
2014-12-03 22:00:01+00:00,343.61999999999995,324.9742857142857,317.84000000000003,314.8585714285714,315.38428571428574,324.78999999999996,318.7442857142857,307.4916666666667,305.80333333333334,306.9033333333333,307.12333333333333,304.8142857142857,305.93857142857144,299.99571428571426,319.256,300.67375,293.8285714285715,303.5516666666667,301.365,289.0214285714286,296.5275,301.92400000000004,298.444,268.45,299.996,L8
2015-02-14 21:53:28+00:00,333.46000000000004,313.946,308.092,304.844,304.53200000000004,318.78,308.47999999999996,300.22999999999996,299.714,302.26,300.172,301.22,303.524,298.372,310.43333333333334,295.968,289.53999999999996,305.15666666666664,297.28666666666663,282.496,295.54333333333335,302.52,303.1033333333334,281.316,300.05600000000004,L8
2015-05-12 21:58:53+00:00,343.1000000000001,331.205,322.0375,317.775,316.1575,318.6625,320.40999999999997,311.0,310.15,311.5075,309.385,313.755,315.9475,310.5675,308.95,306.79,304.3775,301.4425,294.4625,295.93,291.9175,298.5875,304.28000000000003,304.86999999999995,313.0766666666667,L8
2015-05-21 21:52:43+00:00,343.1000000000001,331.205,314.562,311.238,311.326,313.076,314.38,304.99799999999993,304.648,307.666,304.65,309.1,310.316,301.928,301.02799999999996,299.802,304.3775,291.646,294.4625,286.346,279.35600000000005,298.5875,304.28000000000003,304.86999999999995,313.0766666666667,L8
2015-06-06 21:52:52+00:00,346.99,339.1,311.19666666666666,308.58333333333337,309.8766666666667,310.4066666666667,311.43000000000006,301.4099999999999,302.31666666666666,307.08,302.75666666666666,308.31666666666666,307.1433333333334,296.7133333333333,296.1133333333333,288.28000000000003,306.54999999999995,275.4025,294.15999999999997,270.61,270.78000000000003,297.74999999999994,309.83000000000004,311.32,314.81,L8
2015-07-08 21:53:09+00:00,353.32,342.4966666666667,311.19666666666666,308.58333333333337,315.34250000000003,310.4066666666667,311.43000000000006,301.4099999999999,302.31666666666666,307.08,302.75666666666666,308.31666666666666,307.1433333333334,296.7133333333333,296.1133333333333,288.28000000000003,310.94666666666666,275.4025,297.32,270.61,270.78000000000003,297.74999999999994,309.83000000000004,311.32,314.81,L8
2015-08-16 21:59:34+00:00,330.815,332.2833333333333,297.9166666666667,295.9166666666667,308.185,296.1466666666667,294.6533333333333,286.3833333333334,290.26,299.1933333333334,294.34,298.91333333333336,295.6433333333334,281.6666666666667,281.01666666666665,277.555,287.61,260.47999999999996,276.31666666666666,256.9275,247.71333333333337,286.79,307.81,,,L8
2015-08-25 21:53:27+00:00,325.9866666666667,326.425,297.14750000000004,294.495,305.98400000000004,296.0475,294.91499999999996,286.51,290.7,298.09250000000003,294.515,297.61,295.02500000000003,280.6275,280.4225,278.22200000000004,283.5525,261.332,271.72749999999996,257.702,249.40750000000003,273.06,307.81,,282.69,L8
2015-10-19 21:59:54+00:00,331.38,326.84000000000003,301.87800000000004,299.26599999999996,307.385,299.848,299.65999999999997,290.96,294.88,300.69,297.454,300.67199999999997,298.334,286.36199999999997,285.63199999999995,282.455,287.502,266.83,276.578,263.90000000000003,258.806,283.27,306.775,305.55,297.95500000000004,L8
2015-11-13 21:53:46+00:00,333.942,322.87,301.14,299.058,306.59666666666664,299.67199999999997,299.55,291.70200000000006,295.396,299.95,297.704,300.51599999999996,298.562,288.188,287.344,284.465,289.7,269.03000000000003,279.556,267.05833333333334,262.9,291.73,310.07,311.31,297.95500000000004,L8
2016-01-16 21:53:45+00:00,330.89399999999995,318.13399999999996,307.446,304.308,305.188,304.29,304.50199999999995,296.698,300.53200000000004,302.678,301.97,303.98400000000004,302.89,295.646,293.72200000000004,292.662,285.286,281.76599999999996,276.126,280.604,274.856,294.235,307.52666666666664,309.4766666666667,303.81,L8
