dates,satname,nzd0104-0000,nzd0104-0001,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094,nzd0104-0002,nzd0104-0003,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0004,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020
2002-04-28 22:00:38.357000,L7,275.00,327.99,,,388.72,379.12,382.30,380.20,370.38,372.61,370.16,365.67,369.05,381.50,360.27,370.34,369.78,369.80,368.35,374.26,368.11,344.99,357.14,351.22,338.16,356.61,356.08,361.22,364.81,,375.38,351.60,373.08,346.73,361.44,,,,,328.39,332.51,337.53,341.14,341.49,,,,,,,335.38,350.73,322.28,338.47,328.63,336.51,,,,,,,391.84,395.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-17 22:00:08.747000,L7,,,385.70,382.09,380.58,372.09,365.99,364.62,341.75,330.86,359.54,354.36,360.27,355.90,344.78,351.63,351.75,396.17,391.68,384.01,378.50,378.73,369.35,364.34,328.15,328.28,338.85,338.36,348.61,343.56,341.34,331.98,336.65,337.21,333.72,320.70,313.21,298.19,294.49,303.61,307.13,303.61,297.33,307.73,307.36,275.67,344.68,345.98,370.87,372.03,388.58,385.85,384.52,348.68,349.24,358.43,372.29,369.96,364.85,370.01,385.11,333.35,316.55,312.75,382.87,381.24,385.44,382.19,382.90,382.31,382.99,383.50,387.29,342.00,,,,,384.89,375.54,319.55,315.95,277.65,320.57,329.35,321.83,304.78,317.26,308.50,323.41,309.46,307.39,296.74,318.08,
2002-08-18 21:59:57.690000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.02,338.59,333.93,335.28,336.64,331.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-19 21:59:35.083000,L7,,,,,385.62,367.14,303.03,338.44,323.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.68,349.16,352.84,355.69,361.79,360.41,363.12,348.00,346.67,343.41,343.62,306.55,352.96,354.63,346.67,347.70,347.33,349.23,357.31,365.79,369.10,367.46,323.34,339.21,337.60,,,,,,,,,,,,,,,,,,,,,346.81,354.55,352.55,344.96,334.57,323.63,298.35,311.14,306.41,,,,
2002-11-06 21:59:41.879000,L7,,,383.92,382.21,378.86,375.66,367.42,364.28,352.62,350.86,360.25,353.94,360.16,352.26,349.29,349.51,395.31,380.55,,343.40,338.62,341.34,333.76,323.73,329.32,334.86,339.31,340.41,348.99,353.91,354.03,352.76,377.45,354.67,356.59,348.35,349.64,346.32,330.92,340.28,343.00,345.57,348.97,349.53,345.98,334.68,331.48,338.17,338.33,342.41,343.87,330.35,330.48,334.57,297.92,345.39,358.47,357.78,353.84,363.64,371.79,343.60,368.23,375.05,383.07,381.24,387.09,386.62,375.87,,,,389.98,392.77,,,,,,378.50,301.50,,,327.73,332.28,322.42,329.41,330.54,313.39,335.39,313.77,310.03,315.26,318.35,
2002-12-24 22:00:09.147000,L7,240.27,356.78,,,,,377.45,375.18,369.50,373.49,371.61,370.28,373.19,367.37,362.00,363.59,363.53,363.37,386.58,378.54,372.46,371.86,365.44,365.51,361.69,360.43,376.43,353.79,354.55,356.92,354.27,350.96,348.72,349.49,381.86,374.97,372.74,367.01,371.46,365.10,370.70,364.05,370.06,372.40,368.00,359.00,355.71,342.50,347.54,343.96,335.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-25 22:00:18.779000,L7,,,389.85,386.47,384.48,378.65,373.45,372.47,362.51,369.17,368.29,363.79,367.60,361.68,387.55,384.42,388.64,388.05,382.72,376.02,368.35,370.61,364.31,364.46,362.12,364.97,365.95,366.32,372.41,348.18,349.11,346.71,343.69,342.16,384.78,373.66,363.68,363.38,356.12,344.73,346.63,348.35,353.24,350.59,343.99,338.07,332.48,336.76,333.55,334.78,336.22,334.44,334.05,335.88,334.37,338.11,349.59,325.45,,,,,,,390.59,387.13,392.08,390.10,385.97,,,,393.33,,,,,,,,,,,,,,,,,,,,,,
2003-03-30 22:00:31.029000,L7,,,,,,,,,,374.89,371.91,370.08,368.61,366.49,360.49,385.07,382.84,,,382.21,381.34,375.43,343.17,,,,,,,,,,,,348.96,317.05,321.49,352.94,,353.96,351.83,351.18,352.88,353.68,343.23,334.89,336.12,339.48,337.03,337.37,339.81,335.41,326.61,303.00,,323.15,350.15,349.21,345.60,360.76,376.93,342.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,332.17,372.89,382.20,381.31,386.98,383.71,391.26,382.12,379.75,382.98,370.36,370.98,366.38,366.72,370.42,374.47,,,,,,378.46,373.30,372.80,358.34,353.83,337.67,340.64,343.28,347.87,348.98,349.78,350.78,355.73,335.05,346.90,341.93,340.53,344.52,346.36,340.83,345.61,342.62,336.21,346.57,349.50,350.64,339.99,358.99,373.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:49:18.766000,L5,237.53,345.53,,,,,,,,,,,,385.29,375.13,381.20,383.30,381.98,380.20,377.59,380.06,370.39,376.42,367.69,364.81,362.06,373.21,369.04,372.61,373.73,369.15,379.16,376.35,374.52,377.04,359.47,353.95,329.32,328.24,332.71,337.94,335.81,341.07,345.85,350.77,330.57,336.92,345.71,336.62,337.43,346.71,334.14,350.00,362.60,333.86,346.36,343.29,324.76,291.07,,,,319.99,310.61,,,,,,,,,,325.81,,,,,,346.41,314.48,350.90,341.12,363.02,345.58,331.41,336.88,324.71,332.21,319.84,332.75,329.90,307.20,300.22,
2003-09-30 21:49:30.432000,L5,,,,,,,,,,,,,,,,,,,388.25,372.80,373.14,368.02,367.76,365.45,362.64,374.50,382.67,,,,,374.51,370.65,367.24,370.67,356.42,351.06,336.18,339.34,342.47,351.99,358.43,346.46,346.63,343.93,327.68,335.87,343.15,334.03,360.21,361.69,350.42,381.82,,,352.92,344.11,351.11,328.22,352.50,370.80,371.21,394.13,313.16,,,,,,,,,,317.84,,,,,,332.76,303.99,363.00,347.96,358.39,338.85,325.23,337.21,315.72,325.31,313.55,333.36,328.11,303.30,285.06,
2003-11-17 21:50:09.452000,L5,,,,,,,,,,,,,,,,,393.32,381.18,368.37,365.87,369.65,361.18,366.16,371.49,368.78,380.35,,,290.72,268.28,269.52,284.16,272.74,360.22,362.34,367.39,364.30,348.48,347.24,348.20,354.76,336.46,331.97,339.64,337.33,317.12,329.06,353.98,349.41,356.81,360.46,353.36,356.14,329.55,327.89,334.66,334.99,341.70,319.25,366.50,385.00,,304.61,331.41,,,,,,,,,,337.35,,,,,,350.44,309.70,360.62,327.47,341.57,335.53,330.74,332.09,328.36,326.91,324.34,340.91,339.87,328.46,297.69,
2003-12-03 21:50:19.675000,L5,,,,,,,,,,,,,,,,391.27,372.41,373.06,364.20,365.88,364.87,359.09,376.30,364.21,366.27,367.63,375.28,274.31,359.50,361.92,366.15,361.67,361.92,361.73,370.42,363.46,356.74,341.37,340.75,340.83,348.37,335.06,332.75,340.49,,312.41,335.91,347.89,350.06,352.37,355.78,352.67,338.85,331.18,328.59,331.83,337.40,339.08,322.57,366.18,380.14,,322.40,326.26,,,,,,,,,,353.95,,,,,,353.55,323.18,344.11,325.63,341.27,337.45,329.85,336.26,329.81,327.15,334.44,341.08,335.96,316.91,303.19,
2004-07-30 21:54:28.143000,L5,257.70,365.97,,,,,,,,,,,,,,,381.65,390.92,389.50,380.41,378.22,385.76,,,,,,,,,,,,,385.21,365.01,353.29,339.88,333.17,342.32,349.14,356.63,348.21,349.61,356.27,329.50,342.48,358.91,340.50,351.85,349.35,345.13,354.05,345.55,336.00,349.13,356.88,364.36,337.19,367.84,381.54,,319.31,319.06,,,,,,,,,,332.93,,,,,,326.43,297.50,339.34,317.22,338.23,334.46,322.98,333.11,307.33,321.81,318.15,328.19,326.84,315.16,311.72,
2004-09-16 21:55:41.721000,L5,249.68,357.33,,,,,,,,,,,,,,,386.34,388.88,387.91,378.36,376.52,373.87,379.91,371.84,375.95,372.21,382.55,,,,,,377.37,374.71,384.28,371.02,357.75,346.76,345.86,352.41,348.13,349.58,353.72,348.90,355.95,334.11,350.46,355.90,356.79,354.40,362.39,358.69,344.93,347.80,337.27,343.73,355.25,359.12,343.46,371.01,386.42,,410.95,319.27,,,,,,,,,,327.47,,,,,,335.05,305.13,336.95,310.10,341.56,339.90,330.66,322.32,286.81,322.52,320.48,330.05,327.28,307.90,308.63,
2004-10-18 21:56:23.891000,L5,233.93,334.78,,,,,,,,,,,,,,,,,392.63,371.32,370.46,361.97,368.83,352.25,360.39,373.66,,,,,,,378.83,364.49,369.88,353.20,345.25,337.44,346.34,352.96,360.33,360.03,358.13,359.84,343.12,328.27,339.05,343.01,340.98,345.67,359.34,356.91,356.98,354.56,353.45,349.81,347.08,347.16,327.80,358.76,372.91,,284.82,315.09,,,,,,,,,,340.05,,,,,,335.20,306.30,346.51,319.58,350.74,346.36,333.60,328.72,298.18,318.70,311.36,322.16,322.94,296.71,306.50,
2004-11-03 21:56:42.977000,L5,231.41,327.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.65,368.57,363.70,353.37,343.56,334.22,348.36,363.76,362.61,362.79,360.01,364.15,363.36,327.54,342.96,347.22,335.28,344.51,358.14,359.51,360.14,341.90,346.28,342.49,347.94,344.81,328.13,356.80,368.35,,393.06,316.79,,,,,,,,,,341.65,,,,,,345.05,308.53,354.17,340.32,352.35,348.15,347.73,323.97,286.37,311.74,305.08,320.04,321.09,292.70,300.74,
2005-02-07 21:58:15.209000,L5,,,,,,,,,,,,,,383.53,369.94,381.34,378.62,379.55,374.30,376.19,382.06,388.00,381.78,375.01,376.80,364.52,365.86,361.30,370.81,370.73,369.73,372.47,,377.74,383.67,369.41,355.99,347.88,319.32,327.19,332.18,336.71,330.81,342.78,360.28,336.37,347.02,355.94,349.45,350.55,344.51,331.88,332.75,330.20,327.35,333.84,367.20,370.50,350.52,381.66,,,302.04,331.25,,,,,,,,,,326.68,,,,,,338.21,296.66,335.40,315.73,337.21,333.18,336.13,298.05,277.50,333.93,321.45,337.39,328.76,311.62,291.75,
2005-02-23 21:58:31.621000,L5,243.85,360.45,,,,,,,,,,,,,378.47,379.55,385.12,380.84,378.65,379.59,378.14,379.09,377.18,371.42,366.54,361.46,365.84,373.22,,,,,377.36,373.92,377.90,359.80,353.27,333.61,331.34,337.26,348.72,346.78,350.93,354.71,358.07,336.26,344.35,359.99,342.54,344.02,349.78,347.56,335.06,337.58,335.41,344.86,358.73,362.84,341.66,364.06,382.37,,297.73,325.17,,,,,,,,,,345.77,,,,,,345.36,310.52,342.18,318.75,344.34,344.30,331.40,337.54,329.75,332.82,319.96,331.63,329.29,301.65,302.39,
2005-03-11 21:58:44.158000,L5,252.79,351.16,,,,,,,,,,,,,,,385.48,388.33,378.80,375.35,375.84,366.16,373.02,366.60,364.47,366.93,381.03,373.54,,,,,376.47,368.70,376.45,363.13,352.69,340.03,337.97,341.25,350.78,347.15,351.45,356.51,348.85,336.05,342.16,345.95,350.26,346.57,354.63,348.36,340.15,340.37,336.48,343.41,351.87,352.48,334.43,362.01,380.25,,406.71,325.47,,,,,,,,,,343.46,,,,,,362.79,311.07,349.79,323.41,345.03,344.50,330.25,334.72,328.29,329.13,323.99,332.30,328.80,313.42,302.85,
2005-04-12 21:58:55.193000,L5,,,,,,,,,,,,,,387.33,382.81,383.17,378.59,388.76,387.74,381.19,384.52,371.27,377.06,364.09,359.97,365.82,370.97,372.23,375.10,373.98,375.38,375.24,373.20,360.15,362.89,358.31,353.12,339.44,339.22,344.22,355.53,360.88,368.61,360.91,361.54,339.83,354.60,354.48,339.62,338.35,331.38,336.83,336.61,321.80,307.84,349.86,346.34,357.24,340.38,357.96,373.38,,,407.39,,,,,,,,,,346.63,,,,,,357.25,315.30,346.91,334.55,354.96,348.85,345.15,342.98,349.58,338.91,327.73,347.72,354.15,361.31,362.53,
2005-05-30 21:59:15.499000,L5,257.54,354.55,,,,,,,,,,,,,,,,,393.31,376.74,378.21,376.11,371.64,362.36,364.47,368.56,375.38,,,,,,378.90,374.88,377.67,362.74,352.25,342.80,340.69,348.68,357.44,359.61,360.75,354.98,361.12,342.08,349.60,361.21,354.34,361.04,359.39,360.57,352.18,358.50,343.04,367.73,371.11,369.48,350.55,370.50,384.03,,411.75,331.71,,,,,,,,,,348.66,,,,,,360.06,310.66,342.44,332.31,339.68,342.03,324.01,324.61,325.98,328.28,315.39,326.93,328.17,327.40,312.17,
2005-07-17 21:59:35.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.17,388.63,373.23,356.71,347.88,332.96,345.37,351.78,356.74,353.04,352.02,358.41,343.28,345.10,357.60,352.50,354.93,355.21,341.94,347.11,348.09,333.73,345.32,359.87,367.78,345.04,368.46,382.64,,328.42,324.48,,,,,,,,,,334.19,,,,,,328.32,292.08,336.36,319.46,338.23,337.50,327.00,335.47,316.10,329.77,311.99,330.20,326.24,322.88,304.92,
2006-05-17 22:03:57.969000,L5,,,,,,,,,,,,,,,,,,393.53,394.83,381.71,381.05,382.52,376.34,374.45,367.16,374.83,376.79,,,,,,378.74,378.76,372.32,365.95,359.17,344.47,345.49,349.19,357.49,358.62,364.43,354.45,357.83,339.07,347.82,358.42,355.60,359.05,359.97,354.27,355.20,353.13,338.40,355.53,359.82,363.07,348.98,371.23,,,,319.10,,,,,,,,,,341.57,,,,,,345.41,303.68,340.04,326.85,341.06,335.28,331.52,333.19,322.29,327.35,311.21,329.20,324.16,300.53,302.90,
2006-07-04 22:04:41.660000,L5,,,,,,,,,,,,,,,,390.65,388.96,393.93,390.67,378.70,381.58,373.71,378.69,364.06,366.19,375.12,382.32,,,,,,376.30,372.77,372.57,362.33,348.26,340.28,339.01,350.78,356.70,357.66,354.78,357.44,351.67,334.57,352.70,348.92,352.86,357.62,359.54,358.29,356.80,347.90,344.17,353.11,357.23,359.56,341.24,368.64,378.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.16,314.75,327.40,324.60,297.13,305.88,
2006-11-25 22:06:19.953000,L5,,,,,,322.40,349.89,336.00,338.85,334.54,336.82,335.40,319.74,327.00,318.54,321.37,321.66,322.99,318.70,309.84,272.80,,313.11,306.78,303.08,294.94,291.13,290.68,293.73,318.19,311.85,315.15,311.48,,,,,,,,,,,,,248.02,278.88,284.85,284.64,282.82,289.27,284.31,268.53,280.01,267.65,279.64,273.74,284.96,267.20,291.56,322.30,331.87,,,,,,,,,,,,,,,,,,,,,,403.85,404.79,402.43,359.42,,,,,,,,
2006-12-11 22:06:28.205000,L5,,,321.63,305.10,296.28,290.47,287.50,284.95,280.00,273.46,273.57,277.08,282.19,276.35,268.17,268.92,267.99,267.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.75,321.34,317.16,319.97,320.47,320.61,306.79,307.90,308.11,319.08,292.24,314.05,303.65,311.63,308.26,311.93,303.88,307.32,319.87,329.82,339.86,347.29,354.46,345.59,355.37,356.90,354.43,350.31,346.69,341.57,338.83,333.87
