dates,nzd0104-0000,nzd0104-0001,nzd0104-0002,nzd0104-0003,nzd0104-0004,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094
1999-08-26 22:04:44+00:00,281.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.08,,,,,357.86,,,,,,,,,,,,,,338.92,,,,,,,,341.53,339.3,,,,,,,341.43,349.71,346.81,349.74,352.77,349.81,338.75,342.27,347.54,349.66,358.71,,,,,
1999-09-27 22:04:48+00:00,296.845,351.39,389.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.08,,,,,357.86,,,,,,,,,,,,,,338.92,,,,,,,,341.53,339.3,,,,,,,341.43,349.71,334.255,338.42,343.39,340.62,331.615,333.84000000000003,338.925,342.70000000000005,348.16499999999996,328.31,,,,
1999-11-14 22:04:42+00:00,296.845,362.21,389.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.8,343.57,,,355.08,,,,,357.86,351.53,,,,,,,,,,,,,338.92,335.92,334.44,,,,,,335.575,337.71500000000003,,,,,,,334.925,343.92999999999995,335.03,338.1333333333334,345.08,343.75666666666666,333.71,336.43666666666667,339.63000000000005,344.5133333333333,348.16499999999996,328.31,,,,
2000-01-01 22:04:37+00:00,296.845,362.21,373.73,366.5,,,,,,,,,,,,,,,,,360.31,318.1,,,,,,,,,,,,,,,,,,,348.745,332.12,348.07,346.03,352.325,350.53,342.14,330.6,342.18,350.31,346.30999999999995,335.96,333.01,336.25,310.73,313.98,305.12,328.0,327.04,329.51,327.52,326.39,326.87,334.165,329.78,328.11,320.38,322.15,302.08,291.89,296.0,318.8433333333333,320.2366666666667,297.76,296.93,291.84,297.83,290.43,211.83,321.80333333333334,328.9,335.03,328.71000000000004,332.6275,331.435,324.2075,326.74,327.39250000000004,331.96000000000004,331.7833333333333,310.89,241.19,,,
2001-01-03 22:02:12+00:00,,,354.47,,,,,,,,,,,,,,,,,,351.77,322.11,,,,,,,,,,,,,,,342.9,,346.16,342.44,,315.78,,,339.77,,331.22,324.78,334.43,332.42,331.67,329.92,328.8,331.41,304.15,316.41,305.16,314.19,325.02,324.47,321.79,321.59,325.72,325.92,312.99,322.43,319.85,320.74,300.82,291.8,288.54,281.4,282.34,293.35,290.48,284.06,295.15,287.12,208.78,292.15,295.37,,297.05,293.87,292.1,293.92,295.27,292.51,292.76,296.62,288.66,231.17,,,
2001-12-05 22:00:18+00:00,,,,,,,,,,,,,,,,,,,,,,295.93,321.17,,,292.49,303.23,300.62,,,,348.98,,339.1,,323.38,332.55,,,338.48,338.45,302.88,335.96,327.13,303.45,314.44,314.34,303.23,,,,330.93,327.96,328.58,273.48,316.51,305.41,,,,,,,,325.05,324.37,318.79,318.4,300.31,286.53,284.73,281.79,282.82,289.16,290.96,284.3,294.73,283.45,207.31,,,,,,,,,289.96,290.53,295.07,280.68,223.87,,,
2002-01-22 22:00:40+00:00,,363.5,,,,,,,,,,,,,,,,,,,,295.93,321.17,,,292.49,303.23,300.62,,,,348.98,,339.1,,323.38,332.55,,,338.48,338.45,302.88,335.96,327.13,303.45,314.44,314.34,303.23,,,,330.93,327.96,328.58,273.48,316.51,305.41,,,,,,,,325.05,324.37,318.79,318.4,300.31,286.53,284.73,281.79,282.82,289.16,290.96,284.3,294.73,283.45,207.31,,,,,,,,,289.96,290.53,295.07,280.68,223.87,,,
2002-04-28 22:00:38+00:00,,363.5,354.9,361.64,,,,,,,,,,,,,318.32,,,,,295.93,321.17,,,292.49,303.23,300.62,,,,351.62,,339.1,,323.38,324.38,360.3,353.51,344.20000000000005,343.64,314.15,340.935,335.305,322.395,328.945,327.17499999999995,302.32500000000005,,,,330.93,327.96,328.58,273.48,316.51,305.41,,,,,321.77,,,325.05,324.37,318.79,318.4,300.31,286.53,284.73,281.79,282.82,289.16,290.96,284.3,294.73,283.45,207.31,,,,,,,,,289.96,290.53,293.98,285.385,237.445,,,
2002-07-17 22:00:08+00:00,,363.5,354.9,361.64,,,,,,,,,,,,,318.32,,,,,,,,,,,,,,,354.26,,,,,316.21,360.3,353.51,349.92,348.83,325.42,345.91,343.48,341.34,343.45,340.01,301.42,,,,,,,,,,,,,284.28,305.695,271.37,242.06,252.79,,,,,,,,,,,,,,,,,,305.2,302.17,298.05,296.66,298.64,,,292.89,290.09,251.02,,,
2003-12-03 21:50:19+00:00,,,324.35,317.87,343.28,327.0,320.04,329.19,317.52,324.74,318.91,312.77,317.8,304.07,311.82,316.05,323.89,312.02,309.87,282.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.01,261.83,262.5,272.74,266.57,355.16,374.03,362.66,349.97,345.15,340.58,,343.8,333.93,333.3,339.66,,304.21,344.81,348.88,351.98,352.99,358.69,,334.4,335.32,333.81,333.06,343.81,339.6,326.63,,377.25,364.39
2004-07-30 21:54:28+00:00,,,317.17,311.36,329.42,315.06,294.81,,,,,,,,,,,306.4,305.62,299.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.17,202.18,259.33,,261.65,,,357.02,345.56,340.42,333.79,336.29,350.08,354.02,342.45,351.27,,313.0,346.22,,335.48,,349.27,349.44,,343.08,338.51,353.1,357.48,363.5,318.91,367.68,374.34,367.03
2004-09-16 21:55:41+00:00,,371.48,317.17,311.36,329.42,315.06,294.81,,,,,,,,,,,306.4,305.62,299.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.55,,371.58,,,254.17,202.18,259.33,,261.65,,,360.17499999999995,349.26,345.55,338.95500000000004,343.58000000000004,349.605,351.705,346.115,350.83,351.55,317.02,349.24,355.4,345.08000000000004,358.57,356.64,354.83500000000004,351.85,346.065,338.375,351.745,356.21000000000004,362.25,328.25,370.61,374.34,367.03
2005-02-07 21:58:15+00:00,,288.81,312.56,326.83,321.92,317.91,290.14,321.95,313.82,324.45,317.52,324.44,278.35,279.7,317.05,307.99,322.16,307.13,306.48,279.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.97,,,,,370.55,,371.58,,,275.68,222.26,253.11,285.97,283.18,,,363.33,352.96,350.68,330.77,336.545,339.08,341.645,339.44,350.625,354.03499999999997,321.04,352.26,355.4,354.68,358.57,364.01,360.23,351.85,340.21000000000004,334.4,345.53499999999997,354.94,361.0,337.595,374.305,,367.84
2005-02-23 21:58:31+00:00,268.51,256.9266666666667,311.3,318.335,328.70500000000004,317.39,295.68,324.53499999999997,315.935,325.815,320.245,316.73,295.09000000000003,291.205,312.70500000000004,303.355,317.95000000000005,302.32,290.37,280.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.97,,,,,370.55,,371.58,,,265.305,224.14,251.07,285.97,283.18,,,363.33,352.96,350.68,330.77,336.545,339.08,343.76666666666665,343.8333333333333,352.44,354.03499999999997,320.99,353.57,355.4,354.68,358.57,358.4,355.51,346.12,340.21000000000004,337.49,347.74,358.925,361.0,339.02,372.2733333333333,,367.84
2005-03-11 21:58:44+00:00,267.94,244.085,309.36,316.16,330.7033333333333,321.1066666666667,299.52,324.42333333333335,316.90000000000003,327.4533333333333,322.37,314.15000000000003,302.82666666666665,296.5,312.8533333333333,304.82666666666665,317.18,304.1666666666667,296.27666666666664,279.8733333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.97,,,,,370.55,,371.58,,,265.305,224.14,251.07,285.97,283.18,,,360.935,348.105,347.96500000000003,332.43,337.8,342.6666666666667,345.065,345.28499999999997,353.69,351.1266666666667,319.9166666666667,349.79333333333335,351.03,354.68,352.64,357.41,353.35999999999996,346.2033333333334,340.68333333333334,338.27,347.205,357.3066666666667,354.13,336.015,370.205,377.45,371.39
2005-05-30 21:59:15+00:00,267.94,201.62,309.36,316.16,330.7033333333333,321.1066666666667,299.52,324.42333333333335,316.90000000000003,327.4533333333333,322.37,314.15000000000003,302.82666666666665,296.5,312.8533333333333,304.82666666666665,317.18,304.1666666666667,296.27666666666664,279.8733333333333,,,,349.8,,,,369.94,,,,,,372.46,,,,,,,349.98,332.69,355.14,353.18,344.18,354.67,342.48,336.13,344.43,332.72,338.89,350.595,327.72,332.64,267.09,,,,,,,265.305,224.14,251.07,285.97,283.18,,,334.065,323.765,345.25,326.585,331.26500000000004,329.67,333.05499999999995,343.78666666666663,354.78999999999996,350.9150000000001,319.355,336.0133333333333,328.745,,329.575,354.11,335.5,332.74,325.78333333333336,338.28,346.14333333333326,358.49,347.26,335.49,369.0933333333333,377.45,371.39
2005-07-17 21:59:35+00:00,267.94,201.965,313.0525,316.775,329.45,318.845,296.6925,324.2175,315.94,327.2525,322.2075,313.3725,306.8,297.28999999999996,312.545,303.97,317.6225,304.4675,299.7825,283.36249999999995,,,,349.8,,,,369.94,,,,,,372.46,,,,,,,349.98,332.69,355.14,353.18,344.18,354.67,342.48,336.13,344.43,332.72,338.89,350.595,327.72,332.64,267.09,,,,,,,265.8066666666667,217.12666666666667,250.49666666666667,285.435,277.02,,,334.065,323.765,345.25,326.585,331.26500000000004,329.67,333.05499999999995,343.78666666666663,354.78999999999996,351.98333333333335,320.27000000000004,339.145,328.745,,329.575,354.11,337.5175,336.935,325.78333333333336,338.28,346.14333333333326,358.49,347.26,335.49,369.0933333333333,377.45,371.39
2006-05-17 22:03:57+00:00,273.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.82,348.56,344.65,348.01,360.63,,,354.21,357.14,327.19,352.59,,,,360.19,357.22,356.71,352.43,343.5,361.29,359.56,363.81,341.92,,390.03,388.16
2006-07-04 22:04:41+00:00,273.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.98,344.89,342.75,346.03499999999997,360.63,,350.08,354.21,352.955,322.35,352.59,,,,360.19,357.22,356.71,351.195,345.95500000000004,355.665,358.77,359.645,334.925,,390.03,378.14
2011-01-07 22:01:44+00:00,256.65,187.58,302.14,311.67,326.29,314.34,310.94,330.57,318.32,327.81,322.83,321.31,316.68,305.72,313.47,308.08,318.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.46,,354.64,354.85,343.5,339.84,340.41,347.78,353.78,352.13,328.7,364.85,376.47,
2011-04-13 22:01:34+00:00,256.65,187.58,302.14,311.225,322.655,316.04999999999995,313.355,332.24,324.31,329.125,323.74,322.885,316.68,305.72,313.47,308.08,318.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.92,,336.88,,,,,,,301.56,,,353.46,,354.64,354.85,348.58500000000004,343.61,344.055,348.585,355.0,348.61,322.555,360.64,370.905,
2013-05-20 22:13:50+00:00,231.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.61,363.22,,,,355.53,351.75,352.72,349.06,354.67,349.09,342.31,345.15,,338.54,331.2,333.36,334.89,339.13,,,,340.35,338.72,337.78,326.63,336.81,314.92,308.22,312.68,307.42,312.81,323.14,322.94,322.12,322.44,306.97,269.53,317.94,316.76,313.98,314.42,315.43,309.93,308.08,304.36,310.64,310.95,323.96,322.91,335.75,332.66,342.22,355.58
2013-06-05 22:13:51+00:00,229.38,176.79,293.1,287.14,325.81,295.77,289.62,302.3,314.68,311.78,306.99,309.91,302.93,279.03,274.13,298.21,294.01,278.27,262.9,284.77,,,,,,,,,,,,,,,,,,,,,,354.61,363.22,,,,355.51,351.645,352.88,349.065,354.02,349.09,342.31,345.15,,338.54,331.2,333.36,334.89,339.13,,246.39,232.68,340.35,338.72,337.78,326.63,336.81,314.92,308.22,312.68,307.42,312.81,323.14,322.94,322.12,322.44,306.97,269.53,317.94,316.76,313.98,314.42,315.43,322.96500000000003,308.08,304.36,310.64,310.95,323.96,322.91,335.75,332.66,342.22,355.58
2013-06-21 22:13:43+00:00,229.38,176.79,293.1,287.14,325.81,295.77,289.62,302.3,314.68,311.78,306.99,309.91,302.93,279.03,274.13,298.21,294.01,278.27,262.9,284.77,,,,,,,,,,,,,,,,,,,,,,354.61,363.22,,,,355.51,352.24666666666667,352.94000000000005,349.6233333333333,353.67333333333335,349.975,343.495,345.15,,338.54,331.2,333.36,334.89,339.13,,295.155,288.365,340.35,338.72,339.585,328.21500000000003,338.155,318.185,310.44000000000005,314.765,307.475,313.575,323.945,324.71000000000004,324.15999999999997,323.46500000000003,311.725,272.28499999999997,319.54499999999996,317.45,315.45000000000005,314.44500000000005,316.07500000000005,319.39000000000004,310.03999999999996,306.525,312.685,313.91499999999996,325.0,324.83500000000004,332.025,332.915,342.58000000000004,355.58
2013-07-07 22:13:48+00:00,220.04,176.79,311.66,287.14,325.81,295.77,289.62,302.3,314.68,311.78,306.99,309.91,302.93,279.03,274.13,298.21,294.01,278.27,262.9,284.77,,,,,,,,,,343.96,337.99,279.59,365.51,308.04,,303.07,329.01,346.32,345.78,330.78,316.44,354.61,363.22,,,319.02,341.93333333333334,352.24666666666667,343.92,342.8725,353.67333333333335,344.2833333333333,338.08,334.63,270.49,338.54,320.385,321.92,326.87,330.97,,295.155,288.365,340.35,326.365,334.31,322.9433333333333,331.0933333333333,312.25333333333333,301.6933333333333,308.45,299.08666666666664,301.1666666666667,314.6433333333334,313.3533333333333,316.1766666666667,314.07,311.725,260.19,311.73333333333335,309.25333333333333,306.74333333333334,307.78333333333336,309.8666666666667,310.4125,304.53666666666663,297.90333333333336,312.685,313.91499999999996,325.0,324.83500000000004,332.025,332.915,342.58000000000004,355.58
2013-09-09 22:13:49+00:00,219.0675,176.79,298.36,286.935,325.81,292.16499999999996,287.11,302.23,296.03,312.61,310.16499999999996,310.095,284.19,279.03,270.78499999999997,297.735,294.45,279.52,259.66999999999996,290.975,,,,,,,,,,343.96,337.99,279.59,365.51,308.04,,303.07,329.01,346.32,345.78,330.78,316.44,354.61,363.22,,,319.02,341.93333333333334,351.495,345.66,342.8725,354.375,345.5175,342.205,334.63,270.49,338.54,320.385,321.92,326.87,330.97,,295.155,288.365,340.35,326.365,334.31,322.9433333333333,331.0933333333333,312.25333333333333,301.6933333333333,308.45,309.445,311.805,314.6433333333334,313.3533333333333,316.1766666666667,314.07,311.725,260.19,311.73333333333335,309.25333333333333,306.74333333333334,307.78333333333336,309.8666666666667,320.284,304.53666666666663,297.90333333333336,312.685,313.91499999999996,325.0,324.83500000000004,332.025,332.915,342.58000000000004,355.58
2013-11-12 22:13:32+00:00,219.526,176.79,289.8225,286.935,325.81,289.34,289.42,300.68333333333334,298.01,314.0233333333333,311.05,311.8866666666667,291.90333333333336,271.35,275.46999999999997,300.61999999999995,296.21666666666664,281.91,259.66999999999996,290.975,,,,,,,,,,343.96,337.99,279.59,365.51,308.04,,303.07,329.01,346.32,345.78,330.78,316.44,354.61,363.22,,,319.02,341.93333333333334,351.495,346.7966666666667,344.274,354.94,345.5175,343.844,338.33,305.92,337.87,324.3666666666666,324.07666666666665,328.6166666666667,331.7133333333333,333.56,307.84999999999997,303.9066666666667,339.38,328.9533333333333,334.505,324.60249999999996,331.0933333333333,312.25333333333333,301.6933333333333,308.45,309.445,311.805,314.6433333333334,313.3533333333333,316.1766666666667,314.07,311.725,260.19,318.2925,309.25333333333333,306.74333333333334,307.78333333333336,309.8666666666667,320.284,304.53666666666663,297.90333333333336,321.62333333333333,313.91499999999996,325.0,324.83500000000004,332.025,332.915,342.58000000000004,355.58
2013-12-14 22:13:21+00:00,214.60750000000002,,286.53499999999997,294.525,316.36,295.3833333333333,294.46333333333337,299.875,289.67499999999995,315.87333333333333,313.03,313.76666666666665,295.95666666666665,263.67,281.06333333333333,303.51666666666665,299.43666666666667,285.94666666666666,259.52,297.18,,,,,,,,,,343.96,337.99,279.59,365.51,308.04,,303.07,329.01,346.32,345.78,330.78,316.44,354.72,,358.68,359.49,339.91999999999996,334.625,351.01,343.75500000000005,341.08,355.55333333333334,344.32666666666665,344.2275,337.99333333333334,315.66,337.2,320.94999999999993,319.435,325.48,328.005,333.56,338.58,339.52,338.41,324.07,333.41333333333336,323.9266666666666,328.235,310.91999999999996,298.43,306.33500000000004,310.11999999999995,311.47,310.39500000000004,308.55999999999995,313.205,309.885,336.375,255.51999999999998,318.41,305.5,303.125,304.46500000000003,307.08500000000004,318.49666666666667,302.765,294.675,341.49666666666667,316.88,326.04,326.76,328.3,333.17,342.94,
2014-01-31 22:12:52+00:00,219.72750000000002,196.44,273.5,296.16,322.54,297.3125,296.26,298.7633333333334,289.67499999999995,316.0775,312.7375,314.2675,299.455,263.67,281.1625,304.7175,299.5175,286.28999999999996,267.3433333333333,283.62,,,,,,,,,,,,,,,,,,,,,,354.72,,358.68,359.49,360.82,354.47,349.98,351.4666666666667,350.58500000000004,355.52333333333337,348.84000000000003,348.96999999999997,345.2266666666667,337.88,337.2,332.33,328.39,332.11,334.195,336.385,336.89,339.89,338.41,338.05,336.565,328.69,340.62,316.38,306.84,314.33,325.105,327.245,326.93,324.91,327.18,321.73,332.34000000000003,,337.97,,318.76,317.89,316.93,350.59000000000003,,,354.88,,347.9,,313.89,,,
2014-04-05 22:11:58+00:00,221.91750000000002,185.29,275.3875,300.34,318.0933333333333,301.7375,297.9525,305.8066666666667,308.31500000000005,316.5175,312.9225,314.865,309.8375,264.44500000000005,285.7366666666667,307.2033333333333,301.06,288.12999999999994,277.67,262.54,,,,,,,,,,,,,,,,,,,,,,354.72,,358.68,359.49,360.82,354.47,351.72333333333336,350.89000000000004,351.31666666666666,355.0450000000001,351.71,347.2866666666667,345.2266666666667,335.8725,337.79999999999995,332.345,331.125,335.04,335.27,337.05,338.43333333333334,340.8433333333333,339.57000000000005,338.84666666666664,336.565,328.69,340.62,317.55,306.595,315.155,310.13,312.36,326.995,324.91,327.18,321.73,332.34000000000003,,337.97,,317.725,317.89,316.93,341.41,,,340.70666666666665,,347.9,,313.89,,,
2014-12-01 22:12:00+00:00,,340.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.91,352.88,353.5,355.16,358.82,354.39,348.66,347.0,337.43,337.75,332.59,333.32,332.89,335.72,337.3,338.48,344.85,,,338.62,329.23,338.7,326.49,313.87,315.7,316.89,303.48,,,,,,,,,,,,,,,,,,,,,,
2015-04-24 22:11:08+00:00,225.87,338.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.91,352.88,353.5,355.16,356.08500000000004,350.695,344.83000000000004,342.755,331.77,332.08500000000004,324.585,327.875,331.61,336.3,337.3,338.48,344.85,,,337.21000000000004,327.28,337.195,320.21000000000004,303.86,314.495,312.86,305.725,322.6,323.55,324.53,320.77,306.59,255.5,314.78,314.2,311.59,316.05,316.39,311.29,307.67,303.4,306.92,308.07,321.2,322.77,,330.18,340.85,353.44
2015-05-10 22:10:52+00:00,228.535,338.67333333333335,,303.83,,,,,,,,312.48,,,271.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.91,353.25,351.89,354.15,355.6333333333334,351.50666666666666,345.70666666666665,343.6166666666666,335.2866666666667,334.83666666666664,326.9266666666667,329.8866666666667,332.99333333333334,336.33666666666664,337.3,337.885,344.85,339.41,,337.21000000000004,327.93,336.6066666666666,320.46,304.55,313.9766666666667,311.75666666666666,308.06333333333333,323.545,324.885,325.55499999999995,320.82,308.66999999999996,262.54499999999996,315.865,314.07,312.35,315.25,318.325,312.12,308.53499999999997,305.025,307.23,310.91499999999996,321.58500000000004,324.11,330.77,330.9,340.85,353.78999999999996
