dates,nzd0104-0000,nzd0104-0001,nzd0104-0002,nzd0104-0003,nzd0104-0004,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094
2023-06-09 22:11:12+00:00,250.92666666666665,352.67333333333335,288.87333333333333,285.9266666666667,256.28333333333336,289.88,285.56,322.18,287.71000000000004,313.075,299.03499999999997,300.78499999999997,264.5366666666667,246.49,272.52666666666664,281.92333333333335,293.68666666666667,270.4166666666667,269.4866666666667,277.2933333333333,,,,,,,,,,,,,,,,,,,,,,,,,350.26,361.76,,353.99666666666667,351.82,355.36,357.1,352.745,350.3,346.2425,340.322,327.6275,326.838,322.192,336.762,337.706,340.705,337.81333333333333,343.2366666666667,300.005,252.32,243.03,326.8225,336.625,324.3725,310.3025,323.06,315.8925,313.735,330.01,338.9625,335.4125,332.745,318.15500000000003,286.5875,318.8675,317.8025,316.62,313.7075,319.4066666666667,326.01750000000004,312.41333333333336,313.5733333333333,308.82666666666665,314.52,322.1333333333333,336.5075,326.6166666666666,340.19666666666666,342.59000000000003,354.57500000000005
2023-07-11 22:11:24+00:00,250.92666666666665,352.67333333333335,288.87333333333333,285.9266666666667,256.28333333333336,289.88,285.56,322.18,287.71000000000004,313.075,299.03499999999997,300.78499999999997,264.5366666666667,246.49,272.52666666666664,281.92333333333335,293.68666666666667,270.4166666666667,269.4866666666667,277.2933333333333,,,,,,,,,,,,,,,,,,,,,,,,,350.26,343.63,325.47,353.99666666666667,344.2825,346.60999999999996,357.1,347.56666666666666,345.782,342.6,340.322,327.6275,326.838,319.25166666666667,334.93333333333334,335.37666666666667,336.774,337.81333333333333,343.2366666666667,300.005,252.32,243.03,321.482,333.15999999999997,319.478,303.334,320.62600000000003,312.334,308.68,325.636,335.37800000000004,332.532,328.988,313.4,281.064,315.54200000000003,315.584,313.98199999999997,310.94,315.7525,320.178,308.3725,309.0725,304.275,314.52,322.1333333333333,336.5075,326.6166666666666,340.19666666666666,342.59000000000003,354.57500000000005
2023-07-27 22:11:26+00:00,250.92666666666665,353.865,288.975,284.78499999999997,254.16750000000002,289.88,285.56,322.18,287.71000000000004,313.075,299.03499999999997,300.78499999999997,264.5366666666667,246.49,272.52666666666664,281.92333333333335,293.68666666666667,270.4166666666667,268.5525,266.8725,,,,,,,,,,,,,,,,,,,,,,,,,350.26,343.63,325.47,354.205,344.2825,346.60999999999996,357.1,350.425,347.06333333333333,344.5133333333333,339.9316666666667,329.81,329.02833333333336,320.11857142857144,335.57142857142856,336.18857142857144,337.5133333333333,338.9125,343.6,315.4533333333333,252.32,244.14499999999998,322.5316666666667,334.27500000000003,321.8566666666667,306.5216666666667,322.12166666666667,312.9916666666667,308.68,325.636,335.37800000000004,333.15833333333336,329.5316666666667,314.6933333333333,281.36,316.1616666666667,316.14833333333337,319.2033333333333,310.94,315.7525,320.178,308.3725,309.0725,304.275,314.52,322.1333333333333,336.5075,326.6166666666666,340.19666666666666,342.59000000000003,354.57500000000005
2023-08-28 22:11:44+00:00,254.33999999999997,356.27,288.74333333333334,283.82333333333327,252.19000000000003,290.12,284.385,320.24,292.88,311.78,285.9,290.92,262.255,241.92,270.64,276.255,293.21999999999997,266.015,265.6233333333334,261.78000000000003,,,,,,,,,,,,,,,,380.94,,,,,,,,,354.095,343.63,325.47,354.205,345.25,349.64,357.43666666666667,351.12600000000003,347.29857142857145,344.66,339.07166666666666,329.87833333333333,329.47833333333335,320.2142857142857,335.68285714285713,336.19,337.3333333333333,339.6,342.14,345.71000000000004,342.75,290.98,323.93,334.0566666666667,322.42,308.295,322.67333333333335,311.59,308.77200000000005,324.336,332.59400000000005,332.74333333333334,328.77833333333336,314.15333333333336,281.425,315.6933333333333,315.88166666666666,318.6333333333333,310.636,316.084,319.1616666666667,308.20799999999997,308.634,304.726,312.96,320.79499999999996,326.3375,326.6166666666666,327.2933333333333,341.26666666666665,353.19000000000005
2023-11-08 22:11:57+00:00,248.19,353.0025,288.6133333333333,287.82,255.09666666666666,295.36,285.76,307.605,311.83,315.46,307.99,302.62,260.95,240.64,278.65999999999997,281.395,292.895,277.03,271.56,263.0733333333333,,,,,,,,,,,,,,,,380.94,,,,,,351.65,,,354.095,343.63,325.47,354.205,345.25,349.64,357.43666666666667,352.0333333333333,346.9242857142857,344.26,337.8066666666667,328.68833333333333,327.7283333333333,318.6028571428572,335.30571428571426,335.47285714285715,337.3333333333333,339.512,342.14,345.30000000000007,343.02,306.78333333333336,324.92285714285714,334.9957142857143,322.80571428571426,308.69571428571425,322.38,311.5157142857143,309.0866666666667,324.855,333.27833333333336,332.79,329.32571428571424,314.13571428571424,280.4514285714286,316.06857142857143,315.87142857142857,318.0728571428571,310.97833333333335,316.375,311.99833333333333,308.40000000000003,308.46666666666664,304.77666666666664,312.052,319.162,324.654,326.6166666666666,325.6975,340.1025,352.6225
2023-11-24 22:12:03+00:00,245.91333333333333,351.17400000000004,285.87,289.195,255.09666666666666,294.46500000000003,281.16,304.59666666666664,311.83,314.435,298.855,293.09000000000003,258.82,235.885,279.58666666666664,284.54,293.70666666666665,278.08,274.21750000000003,266.8625,,,,,,,,,,,,,,,,380.94,,,,,,351.65,,,357.93,325.5,325.47,356.15,343.14000000000004,343.91999999999996,358.11,351.67749999999995,347.798,343.97249999999997,337.55,333.19000000000005,329.24,317.5200000000001,334.41999999999996,334.72799999999995,335.10499999999996,339.1925,341.9533333333334,345.30000000000007,343.02,306.78333333333336,323.17,333.372,321.496,307.43399999999997,323.532,311.096,306.5575,322.7925,331.1725,331.228,327.62999999999994,311.71199999999993,274.86199999999997,314.946,315.254,318.95599999999996,309.77250000000004,314.9425,310.33,306.9425,306.0825,302.93749999999994,310.05,321.7575,323.8933333333334,323.82,324.8233333333333,339.49,352.46000000000004
2024-01-11 22:11:56+00:00,242.12666666666667,348.986,283.7,290.81666666666666,253.92999999999998,294.46500000000003,278.57500000000005,299.02,311.83,314.435,298.855,293.09000000000003,256.95000000000005,235.885,284.93,291.75,294.61499999999995,283.055,277.5833333333333,264.6,,,,,,,,,,,,,,,,380.94,,,,,,350.465,359.02,355.47,352.35,364.31,358.36,350.445,350.98,356.28,355.21500000000003,354.44,349.25750000000005,347.13,336.14250000000004,329.2875,328.15,319.90999999999997,336.5325,336.4225,338.29333333333335,338.15000000000003,341.26,344.37000000000006,342.0566666666667,313.43,327.53249999999997,336.90500000000003,326.315,314.5575,322.9725,313.60499999999996,312.485,327.18000000000006,335.2049999999999,333.9933333333334,330.68666666666655,315.2025,276.96500000000003,317.97249999999997,316.31,321.9325,312.41333333333336,317.3933333333334,314.1266666666666,308.90333333333336,308.1666666666667,307.3533333333333,309.50666666666666,319.7925,320.48,329.635,322.28333333333336,336.02,348.4666666666667
2024-02-04 22:12:07+00:00,244.29000000000002,347.884,281.69,295.00333333333333,259.25,281.36333333333334,279.8433333333333,298.56333333333333,308.375,313.9866666666667,296.3066666666667,292.32,258.8,237.3033333333333,283.55333333333334,292.3866666666667,294.6666666666667,282.72,284.95666666666665,275.83,,,,,,,,,,,,,,,,380.94,,,,,,350.6033333333333,359.905,355.98,352.3733333333333,364.225,359.245,347.09000000000003,350.3333333333333,356.19666666666666,355.44,352.4325,347.635,344.5325,335.53000000000003,326.2033333333334,324.20666666666665,318.1066666666666,335.57666666666665,334.8766666666667,336.83500000000004,336.7966666666667,339.545,343.38000000000005,342.0566666666667,335.27750000000003,327.35249999999996,335.25,323.405,311.92333333333335,320.7633333333334,312.7133333333333,312.485,327.18000000000006,335.2049999999999,332.845,329.90499999999986,313.21666666666664,275.0066666666667,317.5433333333333,315.42333333333335,314.14000000000004,312.41333333333336,317.3933333333334,314.1266666666666,308.90333333333336,308.1666666666667,307.3533333333333,309.50666666666666,319.7925,320.48,329.635,322.28333333333336,336.02,348.4666666666667
2024-02-28 22:11:48+00:00,244.94,347.822,281.69,295.00333333333333,259.25,281.36333333333334,279.8433333333333,298.56333333333333,306.6933333333333,313.9825,295.52750000000003,292.6625,260.2575,238.17249999999999,282.905,293.0475,294.73,283.14250000000004,284.92499999999995,273.04,,,,,,,,,,,,,,,,,,,359.88,357.75,,350.9225,360.58666666666664,356.50333333333333,351.25333333333333,363.81666666666666,359.3866666666667,347.8633333333334,350.19666666666666,354.8166666666666,355.0133333333333,351.39500000000004,347.4975,343.695,333.79333333333335,321.9166666666667,321.49333333333334,317.28,334.63000000000005,334.7,335.845,335.7966666666667,341.975,341.305,340.16,334.18,326.005,335.3275,322.4875,309.70000000000005,319.27,313.9066666666667,313.975,328.44,335.75,333.395,331.925,314.87,274.02,318.5466666666667,315.73,314.31666666666666,313.9733333333333,318.66333333333336,314.83,310.30333333333334,308.5333333333333,308.8,310.67,321.305,320.34,331.1566666666667,322.84666666666664,335.47,348.1166666666666
2024-05-10 22:11:24+00:00,248.07200000000003,350.56600000000003,283.90666666666664,293.81666666666666,257.405,276.9533333333333,279.82666666666665,299.55,305.49666666666667,312.15999999999997,288.89,289.16499999999996,261.3875,236.22,276.525,290.5675,294.305,279.7075,283.4075,268.81,,,,,,,,,,,,,,,,,,,363.25,357.75,,351.64,362.22249999999997,358.135,353.58,363.81666666666666,360.6675,349.4875,351.84,355.66499999999996,356.24,350.6875,348.7625,343.5125,339.26666666666665,317.18,321.43499999999995,320.24333333333334,336.6033333333333,335.2733333333333,337.96666666666664,337.19,343.2966666666667,342.56666666666666,339.8333333333333,333.27500000000003,325.44,333.72,322.5,311.09,319.91333333333336,316.37,316.69,332.03,337.78999999999996,336.635,333.44,317.11,286.77,322.6366666666666,316.90000000000003,322.40000000000003,324.22,321.73,316.6933333333333,312.6033333333333,310.9566666666667,310.43333333333334,313.1666666666667,324.75,325.59666666666664,333.25,326.75,338.56333333333333,346.7149999999999
2024-06-11 22:11:06+00:00,252.62399999999997,353.52799999999996,287.03999999999996,294.06500000000005,257.405,268.645,283.76,300.035,305.49666666666667,311.7433333333333,288.6133333333333,291.0333333333333,263.66333333333336,237.91666666666666,274.88666666666666,290.48,293.96333333333337,279.55,283.81333333333333,265.67,,,,,,,,,,,,,,,,,,371.23,364.03,359.725,,351.852,362.37600000000003,357.986,353.128,363.1775,360.666,349.866,351.236,354.87399999999997,355.92199999999997,350.368,348.628,344.18600000000004,338.84749999999997,323.6566666666667,323.2033333333333,321.7125,336.8325,336.5125,339.31,338.59,343.725,344.1875,341.1325,334.61800000000005,325.996,334.03000000000003,323.414,312.025,320.8825,316.5525,316.3333333333333,331.17333333333335,337.93333333333334,336.29333333333335,334.04,318.86,285.5075,322.59749999999997,317.46500000000003,320.935,322.405,322.78000000000003,316.8275,313.55,312.52250000000004,311.7325,314.4525,323.23,326.78499999999997,334.0,328.0225,339.945,346.7149999999999
2024-06-27 22:10:53+00:00,249.14666666666668,350.3566666666666,287.03999999999996,294.06500000000005,257.405,268.645,283.76,300.035,305.49666666666667,311.7433333333333,288.6133333333333,291.0333333333333,263.66333333333336,237.91666666666666,274.88666666666666,290.48,293.96333333333337,279.55,283.81333333333333,265.67,191.63,274.33,,360.0,,299.17,307.12,353.61,341.64,290.07,349.87,354.48,341.55,333.37,350.13,,,351.34000000000003,354.335,347.9166666666667,301.22,351.852,356.8883333333333,357.986,353.128,363.1775,360.666,342.2416666666666,346.52833333333336,350.74333333333334,355.92199999999997,347.89333333333326,343.925,340.93666666666667,338.84749999999997,323.6566666666667,323.2033333333333,321.7125,336.8325,336.5125,339.31,338.59,343.725,344.1875,341.1325,334.61800000000005,323.71666666666664,331.40833333333336,319.66,306.68399999999997,317.53000000000003,312.25,307.63,324.5875,333.2475,332.08000000000004,326.99,311.22,281.004,318.59399999999994,314.54,316.5,317.76,319.198,311.90999999999997,309.82,307.90600000000006,305.764,308.044,317.502,320.666,334.0,321.556,339.945,346.7149999999999
2024-08-06 22:11:21+00:00,249.91000000000003,350.985,290.83,294.21,256.35,282.13,285.14,302.42,305.78499999999997,309.26666666666665,285.45,275.97333333333336,260.56333333333333,229.41,268.5533333333333,288.89,293.56000000000006,278.29999999999995,275.8066666666667,264.16333333333336,191.63,274.33,,360.0,,299.17,307.12,353.61,341.64,290.07,349.87,354.48,341.55,333.37,350.13,,,351.34000000000003,354.335,347.9166666666667,301.22,352.5575,356.31,358.28999999999996,353.6975,360.98,360.76,340.534,344.686,348.63199999999995,354.985,346.93999999999994,342.40999999999997,340.564,339.5825,330.01,323.05,322.1875,337.2125,336.69,339.655,339.3825,344.12,345.11,342.565,335.84000000000003,323.364,330.614,319.07800000000003,306.52,318.63800000000003,311.67600000000004,307.88,325.21799999999996,333.05,332.494,328.178,311.65999999999997,281.93600000000004,318.63800000000003,314.706,316.61199999999997,318.002,319.242,311.728,310.37399999999997,308.57800000000003,305.966,308.742,319.296,321.704,327.26,322.94399999999996,341.46500000000003,349.37
2024-08-22 22:11:34+00:00,249.814,350.838,290.83,294.21,256.35,282.13,285.14,302.42,305.78499999999997,309.26666666666665,285.45,275.97333333333336,260.56333333333333,229.41,268.5533333333333,288.89,293.56000000000006,278.29999999999995,275.8066666666667,264.16333333333336,191.63,274.33,,360.0,,299.17,307.12,353.61,341.64,290.07,349.87,354.48,341.55,333.37,350.13,,,357.8666666666666,356.258,350.15,328.14,351.88800000000003,357.03,358.13,353.46799999999996,361.4375,360.316,342.0183333333334,345.1933333333333,349.47166666666664,355.28,347.6483333333333,343.00499999999994,340.564,339.5825,330.01,323.05,322.1875,337.2125,336.69,339.655,339.3825,344.12,345.11,342.565,335.84000000000003,323.364,330.614,319.07800000000003,306.52,322.8883333333333,311.67600000000004,307.88,325.21799999999996,332.8516666666667,332.58666666666664,328.28000000000003,312.5083333333333,281.18,318.375,314.6816666666667,316.12833333333333,317.5566666666667,319.2033333333333,312.135,310.34,308.9866666666667,306.43833333333333,309.77333333333337,319.41,322.8583333333333,328.752,323.2933333333333,341.226,351.82
2024-12-28 22:11:50+00:00,248.55,349.90999999999997,279.15,301.1,302.53,292.54,287.49,325.29,280.15,308.765,291.32500000000005,264.14,257.485,233.37,270.625,286.99,294.69,281.19,274.19500000000005,263.445,,357.23,,,,,,,,,,,,,,,,370.92,359.805,355.925,354.03999999999996,349.72,359.55333333333334,355.68,348.5466666666667,359.8333333333333,357.9166666666667,345.5333333333333,346.1033333333333,350.16,351.3233333333333,347.76666666666665,342.1033333333333,339.90999999999997,331.35,323.695,320.655,318.67,336.74,334.05,338.51,339.27,344.37,343.99,345.86,336.29,323.70000000000005,332.3,321.32,307.99,332.92499999999995,310.31,308.88,327.74,332.06000000000006,333.59999999999997,330.86,316.9,278.28,318.17,315.27,313.96000000000004,315.1550000000001,318.08500000000004,313.78,311.37,312.19,310.1550000000001,315.12,334.49333333333334,326.995,318.675,326.41499999999996,339.59000000000003,354.27
2025-02-06 22:11:55+00:00,250.23666666666668,352.6133333333333,279.15,298.39,296.32,292.755,287.12,325.565,293.07,312.055,305.36,281.53999999999996,260.395,244.025,272.73,270.02,294.65999999999997,276.47,284.02,260.72,,357.23,,,,,,,,,,,,,,,,370.92,358.92,356.52,354.03999999999996,349.015,359.31500000000005,355.925,348.65000000000003,360.41,357.775,346.59999999999997,346.085,350.96,352.715,348.365,342.43499999999995,338.27,325.78,311.33,316.85,317.12,,,,,,341.78,,,321.67,,,,344.14,,,327.83,331.86,333.05,328.79,316.75,277.4,317.06,314.56,313.71,315.33,319.01,314.17,310.17,311.03,308.8,314.93,339.39,328.63,334.72,325.04,340.27,354.27
2025-03-10 22:11:52+00:00,250.64000000000001,353.79499999999996,279.875,298.6466666666667,296.20666666666665,292.7166666666667,287.1666666666667,325.9633333333333,293.07,312.43333333333334,299.76666666666665,282.7433333333333,260.53666666666663,240.54666666666665,271.43333333333334,262.73333333333335,294.74,270.27666666666664,284.0366666666667,260.17,,356.35,,,,,,,,,,,,,,,,,356.405,356.35499999999996,353.02,348.82,358.0,354.36,344.75,359.27,360.23,346.42499999999995,345.95500000000004,351.54499999999996,352.175,347.935,341.29999999999995,339.39,332.25,310.83,318.23,317.995,336.54,332.84,337.99,337.61,341.74,343.58,343.22,335.66,324.08500000000004,336.58,320.95,310.1,324.63,315.42,313.4,327.52,332.54,332.96,329.41,316.76,305.72,319.57,315.31,315.64,315.04,321.0,313.03,310.95,311.36,312.66,315.25,339.475,330.93,336.95,331.34,344.17,357.94
2025-04-11 22:11:41+00:00,250.64000000000001,353.79499999999996,279.875,298.6466666666667,296.20666666666665,292.7166666666667,287.1666666666667,325.9633333333333,293.07,312.43333333333334,299.76666666666665,282.7433333333333,260.53666666666663,240.54666666666665,271.43333333333334,262.73333333333335,294.74,270.27666666666664,284.0366666666667,260.17,,356.35,,,,,,,,,,,,,,,,,356.405,356.35499999999996,353.02,348.82,358.0,354.36,344.75,359.27,360.23,346.42499999999995,345.95500000000004,351.54499999999996,352.175,347.935,341.29999999999995,339.39,332.25,310.83,318.23,317.995,336.54,332.84,337.99,337.61,341.74,343.58,343.22,335.66,324.08500000000004,336.58,320.95,310.1,323.86,315.07500000000005,313.40999999999997,328.14,332.08000000000004,332.91999999999996,328.735,316.615,289.32000000000005,319.18,315.595,315.835,314.83500000000004,321.425,313.45,310.84000000000003,310.35,311.505,315.25,339.475,330.93,336.95,331.34,344.17,357.94
