dates,nzd0256-0000,nzd0256-0001,nzd0256-0002,nzd0256-0003,nzd0256-0004,nzd0256-0005,nzd0256-0006,nzd0256-0007,nzd0256-0008,nzd0256-0009,nzd0256-0010,nzd0256-0011,nzd0256-0012,nzd0256-0013,nzd0256-0016,nzd0256-0017,nzd0256-0018,nzd0256-0019,nzd0256-0020,nzd0256-0021,nzd0256-0022,nzd0256-0023,nzd0256-0024,nzd0256-0025,nzd0256-0026,nzd0256-0027,nzd0256-0028,nzd0256-0029,nzd0256-0030,nzd0256-0015,nzd0256-0014,satname
1999-08-21 21:46:56+00:00,,,,,,,,,,,,,,,303.05,,,380.54,380.79,346.53,344.33,356.63,345.81,336.41,318.21,309.28,287.12,274.66,268.49,,,L7
2000-02-13 21:46:48+00:00,172.91,161.95,169.84,168.61,158.24,,196.32,215.0,,,,,,,303.05,,291.94,369.07500000000005,366.23,340.03999999999996,340.09000000000003,342.305,333.11,325.39,310.405,297.53999999999996,279.39,266.005,258.08500000000004,,,L7
2000-04-01 21:46:34+00:00,176.19,165.47,165.835,166.835,163.11,,192.08499999999998,198.81,,,261.28,230.12,177.76,,,,279.22,343.375,348.395,329.525,327.73,309.34000000000003,314.82000000000005,314.37,302.6,285.8,271.66,252.87,244.395,,,L7
2000-05-19 21:46:07+00:00,176.19,165.47,165.835,166.835,163.11,,192.08499999999998,198.81,,,261.28,230.12,177.76,,,,279.22,343.375,357.13000000000005,329.525,333.7966666666667,322.65000000000003,331.75666666666666,321.69,310.725,295.475,284.18,266.2633333333333,256.55333333333334,,,L7
2001-04-04 21:44:06+00:00,234.94,225.05,221.29,226.28,217.04,222.19,,231.32,,275.34,259.05,222.97,183.33,,,,,301.37,,295.6,,,,,,,,,,,,L7
2001-05-22 21:43:54+00:00,234.94,225.05,221.29,226.28,217.04,222.19,,231.32,,275.34,259.05,222.97,210.49,,,,,301.37,385.11,329.66,354.92,353.07,341.25,339.66,324.88,318.99,295.5,286.8,267.83,,,L7
2001-07-25 21:43:18+00:00,241.2,230.33,226.57999999999998,231.45499999999998,219.95,223.25,,231.32,,278.84,258.945,222.97,210.13666666666668,,,,,301.37,385.11,329.66,354.92,353.07,341.25,339.66,324.88,318.99,295.5,286.8,267.83,,,L7
2001-09-27 21:42:29+00:00,241.2,230.33,226.57999999999998,231.45499999999998,219.95,223.25,,231.32,,278.84,258.945,222.97,210.13666666666668,,271.86,360.74,,301.37,392.56,340.90333333333336,357.09000000000003,353.07,341.25,339.66,324.88,318.99,311.63,283.83500000000004,267.83,157.76,,L7
2001-10-13 21:42:15+00:00,247.46,235.61,231.87,236.63,222.86,224.31,,,,282.34,258.84,,223.54000000000002,,255.41000000000003,347.735,,,398.18333333333334,359.55,356.21000000000004,354.505,345.425,338.615,324.185,329.36,306.49,292.18666666666667,269.125,157.76,,L7
2001-10-29 21:42:21+00:00,247.46,235.61,231.87,236.63,222.86,224.31,,,,282.34,258.84,,223.54000000000002,,255.41000000000003,344.4166666666667,,,397.2525,363.315,363.83,366.37000000000006,348.97,341.16,324.77666666666664,323.37333333333333,303.3775,290.415,271.92333333333335,157.76,,L7
2002-01-17 21:42:52+00:00,247.46,235.61,231.87,236.63,222.86,224.31,,,,282.34,258.84,,209.43,,255.41000000000003,344.4166666666667,,,401.3,363.18,366.79999999999995,373.0200000000001,352.83000000000004,341.90999999999997,334.6133333333333,327.88666666666666,310.5475,295.4525,280.1433333333334,155.41,,L7
2002-02-18 21:42:54+00:00,,,236.74,245.09,281.88,,283.73,295.38,,,,,,,255.41000000000003,344.4166666666667,286.41,358.23,393.4825,361.3625,361.5875,365.2266666666667,347.45,338.76666666666665,329.625,320.7725,306.53200000000004,291.32000000000005,276.8175,155.41,,L7
2002-04-07 21:42:52+00:00,,,236.74,245.09,281.88,,283.73,295.38,,,,,,,238.96,336.255,286.41,360.23,387.1275,357.5725,359.60749999999996,361.81,346.9,338.3725,327.67600000000004,317.962,299.92400000000004,291.29200000000003,276.052,153.06,,L7
2002-09-14 21:41:55+00:00,,,,,,,,,,,,,,,,343.93,,381.69500000000005,380.29499999999996,358.20000000000005,357.13,352.12,348.14,341.995,324.445,307.475,297.54,280.93,271.0,,,L7
2002-11-01 21:41:54+00:00,,,,,,,,,,,,,,,,337.565,,393.58500000000004,380.765,366.34000000000003,359.68,353.05,348.51,342.93,329.555,309.415,303.65999999999997,284.28,272.315,,,L7
2003-01-20 21:42:33+00:00,,,,,,,,,,,,,,,,337.565,291.1,382.41333333333336,378.93666666666667,376.1433333333334,358.64000000000004,353.51666666666665,346.75,340.30333333333334,327.68333333333334,309.7766666666667,309.2,284.59,274.23,,,L7
2003-02-05 21:42:41+00:00,245.89,269.39,268.98,,270.51,231.17,,,,,,,,,,337.565,286.905,376.3875,376.73249999999996,369.205,357.4225,353.0775,345.12,339.605,326.2,309.925,309.2,284.59,274.23,,,L7
2003-02-21 21:42:44+00:00,245.89,269.39,268.98,,270.51,231.17,,,,,,,,,,337.565,289.7133333333333,371.952,375.282,364.34000000000003,356.69,352.98,343.254,337.982,325.546,308.738,305.4625,283.64,273.2675,,,L7
2003-05-12 21:42:48+00:00,245.89,269.39,268.98,,270.51,231.17,,,,,,,,,,,289.7133333333333,363.63,372.1625,360.24249999999995,358.3075,352.7925,340.1275,335.645,322.4625,307.02,304.79333333333335,283.74333333333334,271.41,,,L7
2003-09-25 21:31:42+00:00,,259.78,,,,,,,,,,,,,,,273.72,381.93,365.23,351.21500000000003,356.845,347.33000000000004,340.84000000000003,334.51,320.21500000000003,306.42,298.96500000000003,284.19,268.625,,,L5
2003-11-28 21:32:34+00:00,267.17,260.0,263.26,,,286.39,296.47,,,296.57,281.28,261.33,229.08,,,,270.6,352.69,364.04499999999996,350.48,344.55,342.29,340.42,330.49,319.2,304.275,292.84000000000003,279.80499999999995,268.955,,,L5
2004-05-06 21:34:22+00:00,267.17,260.22,263.26,,,286.39,296.47,,,296.57,281.28,261.33,238.02,,273.1,335.39,267.48,352.69,384.335,,378.76,375.9,372.87,361.27,343.0,314.245,302.46000000000004,289.82,279.19,,,L5
2004-06-23 21:35:46+00:00,279.6,272.14,264.9,271.25,270.82,276.31,280.75,,,,,,246.96,,273.1,335.39,,,397.27,,378.76,375.9,372.87,350.37,334.1,320.265,307.765,294.24,284.385,,,L5
2004-07-25 21:36:37+00:00,270.975,268.075,260.21,264.19,266.385,269.91999999999996,277.145,280.39,294.11,302.59,294.49,260.83,233.69,,273.1,335.39,261.73,333.03,375.66499999999996,,378.76,375.9,372.87,350.37,334.1,315.1166666666667,302.78999999999996,289.25666666666666,276.95,,,L5
