dates,satname,nzd0256-0000,nzd0256-0001,nzd0256-0002,nzd0256-0003,nzd0256-0004,nzd0256-0005,nzd0256-0006,nzd0256-0007,nzd0256-0008,nzd0256-0009,nzd0256-0010,nzd0256-0011,nzd0256-0012,nzd0256-0013,nzd0256-0016,nzd0256-0017,nzd0256-0018,nzd0256-0019,nzd0256-0020,nzd0256-0021,nzd0256-0022,nzd0256-0023,nzd0256-0024,nzd0256-0025,nzd0256-0026,nzd0256-0027,nzd0256-0028,nzd0256-0029,nzd0256-0030,nzd0256-0015,nzd0256-0014
2003-02-05 21:42:41.878000,L7,275.14,326.17,237.52,238.78,230.03,229.21,411.44,299.68,349.89,333.88,314.64,286.05,285.38,268.37,,204.65,279.52,356.24,366.42,346.38,349.21,347.86,337.01,335.36,318.34,305.42,346.20,333.62,328.93,,213.70
2003-02-21 21:42:44.547000,L7,344.04,341.19,318.33,301.50,312.16,321.14,326.50,313.75,322.09,320.27,297.69,287.36,308.39,189.17,,233.98,298.59,356.42,373.47,191.12,243.69,237.43,219.23,197.91,193.96,306.76,296.84,283.78,273.42,,204.34
2003-05-12 21:42:48.091000,L7,321.52,317.55,300.74,321.31,314.95,315.60,316.02,316.15,331.05,337.98,322.34,314.68,254.51,191.43,,225.02,364.38,345.75,371.13,209.96,243.99,190.99,225.06,196.46,316.50,298.75,296.46,279.45,260.15,,
2003-05-28 21:42:46.560000,L7,264.93,263.84,264.32,161.35,165.91,158.12,171.24,167.43,161.72,148.05,310.58,286.02,228.53,,,204.44,297.98,351.04,366.66,220.85,261.05,238.01,229.04,210.95,209.36,306.69,294.98,270.99,266.84,,
2003-09-25 21:31:42.973000,L5,283.17,268.40,269.88,274.13,275.43,286.86,288.55,302.82,315.75,323.70,308.50,266.86,238.19,,,187.93,289.29,343.92,363.95,358.94,352.40,349.45,348.03,337.29,326.48,315.17,303.89,290.38,277.90,,
2003-11-28 21:32:34.027000,L5,349.70,340.91,333.40,379.11,362.94,353.75,363.45,347.52,357.29,345.69,345.09,327.78,326.71,231.11,509.95,482.00,502.24,454.80,442.36,449.29,424.95,427.01,411.92,407.82,382.38,394.13,367.65,335.49,337.47,465.87,195.36
2004-03-19 21:33:10.985000,L5,264.21,255.02,252.26,251.81,259.03,266.28,272.59,275.52,293.48,297.12,287.71,258.96,230.91,,,,245.55,331.26,355.61,339.86,252.21,240.16,203.55,182.81,182.26,291.67,283.93,271.71,260.84,,
2004-05-06 21:34:22.023000,L5,292.08,284.16,291.61,278.64,295.76,303.49,305.48,315.92,320.21,322.31,306.98,291.59,245.87,184.84,263.29,330.47,389.01,392.16,394.96,389.80,377.31,374.46,371.38,360.14,341.50,328.00,315.77,301.71,290.55,,
2004-06-23 21:35:46.683000,L5,277.36,270.96,263.06,270.16,269.42,275.35,278.99,287.81,302.47,303.56,296.18,259.85,231.08,,,231.10,301.89,343.92,364.21,362.12,348.65,346.82,349.88,338.03,323.93,309.74,297.27,284.25,275.44,,
2004-07-25 21:36:37.854000,L5,278.76,274.42,267.43,270.82,274.19,277.27,284.68,290.86,303.69,312.21,302.61,271.18,232.06,,,215.56,286.80,345.86,365.79,357.80,352.60,349.25,345.08,334.70,321.00,314.96,299.97,289.89,270.57,,
2004-08-10 21:36:56.635000,L5,256.26,252.30,252.64,250.04,256.31,246.85,244.79,247.97,,,,,,,,,,257.62,283.23,322.77,309.35,323.35,322.98,309.45,299.62,286.99,269.27,262.27,250.27,,
2004-09-11 21:37:49.351000,L5,290.25,291.20,279.83,278.49,278.75,285.74,289.84,294.59,308.61,324.01,310.71,286.95,249.79,,,256.70,314.38,349.92,371.29,365.28,355.75,350.84,349.38,337.22,329.24,316.85,308.18,296.38,287.40,,
2004-10-13 21:38:32.826000,L5,282.19,260.48,265.08,265.75,273.03,275.68,280.82,301.61,313.08,320.81,308.46,281.14,245.54,,,227.30,298.35,346.71,363.80,351.71,345.50,349.70,346.61,338.84,322.43,311.11,299.16,291.16,279.22,,
2005-02-18 21:40:42.163000,L5,272.20,263.88,266.74,266.31,267.24,277.88,291.03,300.01,309.92,313.83,297.21,278.95,231.31,,,224.69,295.47,349.91,375.77,370.65,363.26,360.45,359.25,346.64,329.08,317.78,304.65,288.00,278.93,,
2005-05-09 21:41:19.893000,L5,285.85,272.48,268.11,271.14,273.86,281.15,286.33,294.56,308.52,309.51,295.78,266.00,236.58,,,229.35,309.26,351.81,370.84,366.29,356.78,351.77,349.48,339.43,327.64,314.34,300.24,286.87,277.34,,
2005-05-25 21:41:28.038000,L5,281.91,274.68,269.32,273.22,275.45,280.68,287.68,298.83,313.46,313.52,300.40,271.21,240.20,,,255.16,315.31,350.99,373.92,364.03,353.86,350.81,351.18,340.22,322.91,314.00,299.46,285.38,275.44,,
2005-06-10 21:41:36.102000,L5,287.47,279.55,277.92,278.73,279.98,289.34,288.13,297.13,309.71,316.43,302.55,274.05,250.90,,,247.83,329.44,356.48,375.81,370.85,359.47,350.83,352.77,341.70,329.85,314.76,307.45,289.33,277.85,,
2005-06-26 21:41:40.412000,L5,289.98,281.82,281.16,281.67,284.36,293.24,295.30,301.54,308.59,308.25,295.67,270.70,240.07,,,271.34,341.07,368.24,379.36,364.77,353.52,352.64,347.60,338.53,326.73,314.86,300.92,286.43,276.00,,
2005-07-12 21:41:47.390000,L5,280.27,272.19,271.43,272.00,276.62,282.42,285.20,302.60,311.63,317.34,304.64,267.04,235.85,,,248.14,304.25,348.71,372.77,356.74,355.19,354.21,352.76,341.40,326.90,311.66,300.34,286.93,277.65,,
2005-07-28 21:41:57.832000,L5,274.57,266.49,263.49,266.24,268.96,275.87,295.83,303.14,311.36,319.34,303.90,265.37,230.64,,,231.09,302.86,340.49,369.30,360.54,354.84,356.31,345.38,340.86,321.48,310.42,300.06,288.13,279.11,,
2005-08-29 21:42:10.705000,L5,276.60,263.41,267.70,278.31,289.29,296.24,300.45,305.29,315.10,312.44,293.76,264.06,226.38,,,235.00,308.09,346.98,373.84,367.20,358.17,358.39,350.06,340.27,326.65,311.61,302.31,286.70,278.69,,
2006-01-20 21:44:01.121000,L5,277.96,273.02,270.20,267.52,270.39,280.34,293.11,301.64,305.60,312.85,301.92,278.45,229.50,,,244.92,322.76,360.25,374.55,372.67,359.66,355.98,352.30,342.45,329.60,318.91,303.40,292.10,279.18,,
2006-02-21 21:44:44.561000,L5,284.26,275.03,266.14,268.02,272.47,282.51,291.18,299.18,311.47,310.95,299.56,274.53,232.49,,,216.36,302.67,348.27,370.35,362.60,355.52,350.64,347.69,336.98,322.62,310.47,296.11,282.25,272.41,,
2006-03-09 21:45:04.554000,L5,276.73,263.77,258.58,263.72,276.02,285.73,289.85,298.57,307.29,308.42,285.14,261.38,224.98,,,208.42,290.95,345.23,369.50,365.78,352.84,351.33,346.14,337.65,324.16,310.90,293.70,281.01,272.61,,
2006-04-10 21:45:40.863000,L5,277.26,271.96,263.94,261.18,269.42,274.52,279.17,291.34,304.41,309.52,296.48,265.21,234.46,,,221.61,294.12,345.79,364.74,354.98,348.12,344.19,340.16,335.04,322.22,306.14,292.74,282.57,268.99,,
2006-04-26 21:45:56.580000,L5,287.10,282.59,271.56,272.88,274.38,287.69,287.55,296.99,307.52,308.14,297.36,265.08,228.89,,,234.41,303.14,357.65,369.90,366.27,357.58,353.03,345.29,337.10,327.83,313.32,298.94,290.98,276.90,,
2006-05-12 21:46:09.770000,L5,289.08,280.83,279.87,274.09,280.88,285.11,291.86,297.14,306.46,311.92,296.72,264.97,234.75,,,239.14,302.28,348.48,369.30,362.77,358.63,352.70,345.38,335.77,326.29,310.35,296.26,288.74,272.98,,
2006-06-13 21:46:37.602000,L5,290.36,283.85,279.33,277.08,278.84,285.87,292.49,295.50,303.19,315.49,301.03,266.71,238.95,,,238.91,312.02,361.71,371.30,365.57,353.31,353.34,348.60,337.51,327.13,313.91,303.85,288.70,276.30,,
2006-07-31 21:47:18.646000,L5,270.27,260.46,266.48,263.49,266.65,268.38,276.55,280.52,293.90,300.35,293.15,255.24,223.32,,,185.26,286.02,329.22,353.31,344.86,341.13,337.13,332.78,321.79,311.46,297.38,296.87,284.46,274.90,,
2006-09-01 21:47:43.231000,L5,291.62,282.56,286.88,277.32,285.36,290.45,287.29,290.44,304.66,307.71,295.03,266.86,243.13,,,241.54,317.35,356.09,375.38,358.20,348.11,347.25,341.80,335.28,325.40,310.17,297.68,284.40,273.46,,
2006-09-17 21:47:54.852000,L5,286.16,278.43,282.07,279.95,282.30,286.35,281.15,289.46,303.02,305.72,288.29,255.78,234.48,,,227.06,304.54,344.83,363.09,352.80,347.33,346.42,340.22,330.94,318.46,310.01,295.59,280.72,270.87,,
2006-12-06 21:48:41.029000,L5,234.70,240.87,242.58,249.03,244.88,254.10,256.83,263.69,265.81,265.46,237.84,215.28,175.48,,,212.22,295.19,357.06,363.67,349.35,337.46,337.72,331.82,323.36,307.79,298.22,278.20,264.78,255.23,,
2007-01-07 21:48:55.368000,L5,276.30,269.10,275.14,278.31,277.66,288.75,310.99,335.76,319.91,320.88,303.74,278.28,228.29,,,239.36,327.82,372.62,380.48,207.94,271.22,262.71,239.85,205.81,202.75,337.64,334.94,336.55,480.15,,
2007-02-08 21:49:02.527000,L5,271.07,270.74,266.48,266.74,284.54,284.48,293.36,297.23,309.36,309.90,280.97,257.50,229.23,,,219.05,308.78,362.83,374.80,367.12,355.87,352.40,346.11,340.96,323.08,308.13,291.48,280.25,269.66,,
2011-01-02 21:43:59.020000,L5,295.81,284.87,288.98,290.59,296.97,297.78,301.89,306.69,311.28,305.44,280.54,267.69,244.58,154.09,,,303.67,341.84,360.46,361.96,360.80,356.67,351.25,338.59,324.23,307.26,300.39,290.56,281.93,,
2013-04-29 21:55:51.104000,L8,299.33,298.85,291.61,306.29,315.98,304.26,301.45,308.89,295.16,297.77,296.11,281.76,267.91,258.92,,200.50,259.05,336.77,347.81,218.43,256.87,237.09,195.58,189.07,169.23,305.23,289.86,277.69,269.68,,238.87
2013-05-31 21:56:07.688000,L8,258.74,254.38,253.46,264.26,285.87,281.86,280.08,308.15,289.88,284.25,299.23,274.01,239.22,,,186.65,260.29,332.78,348.38,341.73,333.90,339.86,335.90,332.99,318.31,306.87,290.25,279.80,268.99,,
2013-07-18 21:56:02.364000,L8,248.50,240.03,246.21,259.09,263.87,301.04,299.17,297.87,301.29,324.30,302.38,265.36,239.54,,,192.80,261.89,335.73,356.93,346.04,340.10,338.75,341.03,339.33,323.38,309.65,294.74,283.04,272.94,,
2013-08-19 21:56:06.167000,L8,299.50,302.80,312.51,298.08,286.11,299.42,301.30,308.16,309.06,316.18,304.65,272.42,250.74,254.24,243.20,399.46,388.46,384.35,387.89,388.01,351.43,358.61,365.68,351.78,331.05,316.10,303.75,285.31,277.98,,
2013-10-06 21:55:57.648000,L8,228.09,220.46,214.14,218.49,220.44,229.64,,241.78,245.92,263.96,222.72,221.49,178.68,,,,204.74,260.20,175.49,314.10,303.67,312.86,307.85,303.97,282.14,280.07,267.63,215.29,244.68,,
2014-02-11 21:54:56.823000,L8,300.96,297.40,293.49,291.84,285.35,294.77,297.21,298.77,300.14,299.63,296.10,277.74,257.64,,,167.71,255.69,324.94,345.52,340.40,332.35,333.04,334.35,327.94,312.28,299.72,286.81,274.53,263.14,,
2014-02-27 21:54:44.238000,L8,424.24,443.85,455.56,428.99,434.16,315.39,333.55,328.05,302.87,300.96,253.07,240.03,205.98,,,,250.67,321.59,343.17,214.25,248.79,226.76,199.66,186.35,167.37,294.92,281.96,270.40,257.80,,
2014-03-15 21:54:34.241000,L8,307.22,305.15,297.16,291.13,277.33,297.58,299.08,303.04,292.09,315.85,297.51,274.10,256.20,,,229.26,310.33,383.63,393.96,376.67,355.75,352.74,366.61,365.52,348.94,324.64,310.47,292.10,272.98,,
2014-05-02 21:53:46.331000,L8,236.24,229.01,228.49,229.03,227.16,232.98,234.18,236.74,243.60,260.75,218.61,219.76,173.14,,,,228.28,296.92,187.52,239.25,272.47,251.50,214.35,207.09,214.58,281.66,222.97,,,,
2014-05-18 21:53:35.635000,L8,277.59,260.87,253.85,295.81,293.09,299.06,290.44,282.67,300.88,315.30,287.00,306.10,257.85,,,,264.44,332.18,356.26,223.08,258.47,235.38,204.89,189.92,322.33,309.56,296.08,283.39,273.38,,
2014-06-19 21:53:47.342000,L8,257.49,256.14,251.91,262.32,265.39,276.74,295.04,292.38,297.78,306.49,305.27,294.74,248.45,171.18,,,264.99,334.60,357.31,212.23,249.35,220.52,201.11,190.65,323.38,311.35,296.42,284.23,274.39,,
2014-07-05 21:53:53.692000,L8,281.53,253.79,252.77,262.31,279.15,291.40,298.71,295.23,309.79,316.23,313.09,305.98,274.32,177.61,,,263.62,335.94,357.29,351.04,342.70,345.68,346.55,338.47,322.92,309.93,294.95,284.20,273.23,,
2014-07-21 21:53:57.022000,L8,237.10,224.25,226.46,230.88,218.20,230.77,,,234.58,263.62,240.06,226.87,184.80,,,,209.49,177.93,192.61,234.48,268.95,242.29,213.25,197.58,214.29,291.98,275.97,226.28,249.79,,
2014-08-06 21:54:05.764000,L8,204.32,205.86,207.04,220.81,174.20,,,,,,,,,,,,202.08,190.21,199.49,242.12,273.15,254.07,211.34,201.87,261.71,286.25,268.58,179.50,242.94,,
2014-09-07 21:54:12.743000,L8,296.17,294.80,284.13,274.35,292.89,294.31,296.12,299.18,307.26,321.56,316.17,252.97,257.89,166.05,,,255.88,324.03,351.51,344.71,337.86,339.60,337.66,333.54,317.55,305.36,290.29,281.82,269.98,,
2014-09-23 21:54:09.418000,L8,310.41,307.62,301.68,289.97,292.00,300.20,289.88,316.42,327.02,333.04,318.08,309.22,293.47,198.61,,,258.62,326.43,353.52,345.75,340.43,339.59,336.11,330.07,315.73,303.41,290.18,281.28,268.20,,
2014-10-25 21:54:16.772000,L8,293.90,285.25,280.67,268.25,274.64,284.91,291.86,295.37,311.50,318.87,304.07,255.97,259.97,202.26,,,257.94,328.40,350.28,344.24,344.98,343.25,339.27,332.06,314.98,301.67,288.34,279.24,267.57,,
2014-11-10 21:54:18.528000,L8,319.73,318.12,318.10,302.97,306.48,315.32,316.93,326.87,339.35,339.00,332.98,317.68,309.91,268.24,184.42,235.01,334.40,412.11,425.45,410.85,400.06,392.88,382.62,370.92,348.98,334.38,316.24,308.19,291.50,,238.52
2015-04-03 21:53:26.876000,L8,265.18,252.78,265.18,274.83,277.77,287.97,294.77,306.59,311.21,319.34,310.66,300.99,286.87,237.73,,,258.17,334.87,365.55,356.98,345.66,342.73,338.70,330.91,316.06,303.23,289.14,277.51,265.00,,
2015-04-19 21:53:26.711000,L8,293.46,286.19,277.42,278.47,278.35,279.02,292.85,298.69,277.50,276.59,262.74,243.93,184.81,,,,261.82,336.85,359.82,358.30,345.01,343.92,340.64,333.97,317.89,307.01,292.10,279.47,267.29,,
2015-05-05 21:53:12.716000,L8,266.73,248.59,244.25,282.80,246.40,301.13,295.05,300.44,308.48,318.26,309.68,241.36,176.10,,,,262.79,334.64,357.30,214.75,250.55,226.71,182.53,181.07,319.54,308.85,292.20,282.58,268.73,,
2015-06-06 21:53:16.624000,L8,248.75,245.67,239.91,242.05,243.18,262.15,254.73,259.74,259.44,264.12,239.86,224.60,172.15,,,,259.04,325.35,352.22,230.20,265.27,242.16,206.40,192.94,173.94,308.60,293.08,280.45,269.38,,
2015-10-12 21:54:05.008000,L8,415.93,418.27,415.96,404.49,295.07,305.70,306.93,298.38,270.74,278.40,256.70,242.49,200.99,,,,256.75,333.11,352.06,343.16,341.09,336.07,334.53,328.10,314.56,301.11,288.71,276.82,266.78,,
2015-10-28 21:54:10.619000,L8,299.93,290.61,285.67,291.21,293.08,293.37,296.98,298.78,316.62,325.77,313.64,275.62,195.70,,,,259.93,334.93,351.44,344.49,338.96,338.03,333.42,329.68,313.08,302.58,288.28,279.39,266.94,,
2015-12-15 21:54:12.402000,L8,321.92,315.49,300.07,304.88,305.28,317.06,310.87,335.43,343.38,353.17,327.66,321.97,301.37,327.50,,156.37,353.61,368.26,379.84,387.18,367.27,352.74,352.89,340.42,328.12,309.58,299.54,284.63,275.90,,308.82
2016-01-16 21:54:09.540000,L8,298.20,294.50,290.37,283.14,296.86,300.07,301.95,322.00,326.55,321.49,313.96,249.23,198.56,,,,265.89,338.62,361.13,354.42,344.65,342.27,338.12,332.47,317.45,303.89,291.00,278.53,265.65,,
2016-02-01 21:54:07.333000,L8,300.66,292.43,294.79,288.61,291.96,296.09,307.28,314.78,324.39,321.54,253.31,240.09,185.70,,,,263.04,349.01,358.30,199.17,242.83,224.04,195.15,182.17,165.60,307.21,289.60,280.16,265.76,,
2016-03-04 21:53:57.602000,L8,330.43,316.62,303.44,303.12,312.34,310.94,322.30,341.82,292.79,315.08,340.08,334.96,347.52,341.60,,,323.86,354.11,365.44,362.37,350.22,355.39,344.94,339.32,322.38,310.15,295.37,282.40,269.82,,336.21
2016-03-20 21:53:51.169000,L8,298.29,280.10,273.17,270.00,275.37,285.96,297.43,307.61,287.69,356.88,278.23,257.74,219.26,,,,267.09,338.86,359.60,355.49,345.86,346.70,340.72,334.94,318.85,306.26,292.43,280.76,270.06,,
2016-04-21 21:53:36.277000,L8,251.43,244.53,241.32,240.44,239.99,257.50,256.43,262.11,258.57,276.59,249.35,231.32,190.86,,,,256.81,326.26,348.82,220.72,253.24,229.51,185.48,189.55,166.61,302.01,288.22,276.92,264.86,,
2016-05-07 21:53:39.461000,L8,353.73,354.31,353.60,353.41,362.50,326.18,336.44,340.36,351.34,350.06,342.53,343.66,350.17,334.28,,259.59,385.34,429.58,416.42,418.06,417.68,409.99,411.09,401.45,391.67,379.54,374.19,321.25,314.53,302.41,324.17
2016-05-23 21:53:41.571000,L8,258.74,252.31,244.17,248.45,253.35,269.90,264.22,280.78,279.88,286.45,258.28,245.09,200.25,,,,263.81,324.66,358.50,358.01,347.06,350.84,349.16,339.90,383.86,388.54,410.25,419.25,275.39,,
2016-06-08 21:53:45.728000,L8,231.48,227.22,217.32,,,,,202.76,234.07,261.23,234.05,221.47,173.69,,,,236.48,291.28,190.53,244.06,275.15,242.93,211.51,199.64,220.98,289.80,274.27,220.95,,,
2016-07-26 21:54:04.677000,L8,262.23,255.80,252.09,256.16,259.07,273.47,269.46,285.65,289.60,291.76,272.23,253.57,213.27,,,,264.85,328.06,367.79,221.07,254.50,235.26,215.15,199.46,181.84,312.96,297.46,282.62,274.85,,
2016-08-27 21:54:14.090000,L8,251.47,246.18,243.78,287.93,266.03,302.70,293.24,311.08,325.31,280.17,258.13,238.31,194.53,,,,257.69,325.95,353.24,215.99,248.58,228.63,196.58,188.22,172.21,303.72,289.86,280.44,266.72,,
2016-09-12 21:54:18.117000,L8,299.53,300.78,264.79,256.44,293.45,301.31,311.51,264.02,266.92,279.36,259.86,240.03,339.27,356.91,,,257.93,327.06,358.71,214.04,246.99,227.77,196.31,187.41,173.38,304.67,289.59,278.80,267.66,,254.37
2016-10-14 21:54:24.092000,L8,244.03,446.21,327.52,284.83,251.09,253.93,257.63,260.53,261.72,277.13,258.30,238.51,188.38,,,,252.84,307.60,363.65,336.01,335.67,186.72,256.40,283.54,237.48,309.93,286.99,274.56,267.47,,
2016-12-17 21:54:19.694000,L8,284.99,280.86,241.34,242.14,247.59,253.32,254.38,256.34,256.04,272.55,250.78,238.23,193.04,,,,258.44,330.50,349.31,212.95,251.57,236.08,207.41,188.96,175.49,299.40,287.07,274.00,264.05,,
2017-02-03 21:54:05.431000,L8,327.10,318.01,312.85,311.32,312.82,318.77,330.76,329.69,355.08,368.86,363.94,380.92,333.89,213.61,,284.17,281.58,346.30,360.54,355.46,344.23,350.08,344.04,337.63,322.52,306.98,292.93,279.88,270.78,,241.92
2017-06-11 21:53:45.526000,L8,255.67,249.54,243.29,245.21,252.48,261.15,260.18,271.32,271.87,283.01,262.48,248.63,201.97,,,,265.50,335.62,364.95,224.88,260.46,232.20,211.28,191.96,179.85,312.19,300.38,286.39,275.54,,
2017-08-14 21:54:07.255000,L8,284.06,255.33,246.28,254.66,259.56,287.40,273.06,279.70,280.61,285.25,267.11,240.75,203.15,,,183.86,273.96,338.52,365.00,220.46,251.66,213.84,207.49,185.06,170.80,310.62,297.40,284.27,273.83,,
2017-10-01 21:54:18.775000,L8,480.45,491.37,504.91,478.16,290.78,300.09,303.60,292.49,297.26,308.26,266.15,244.03,204.09,,,172.89,278.30,336.49,360.70,355.31,345.73,350.83,342.36,335.89,320.48,306.81,293.39,280.34,271.19,,
2017-12-04 21:54:13.271000,L8,310.07,303.79,299.11,296.49,300.26,311.25,326.85,328.18,327.73,337.24,302.97,292.70,277.51,225.59,242.85,256.95,309.47,350.98,367.39,365.65,353.81,352.77,346.48,336.97,319.76,304.24,290.46,278.37,266.77,,
2018-03-26 21:53:33.717000,L8,311.13,302.83,298.96,295.78,296.28,299.20,261.67,275.40,275.65,285.15,275.48,248.77,201.31,,,167.83,282.13,338.61,359.50,202.53,249.07,225.49,192.67,181.27,166.66,307.97,292.86,282.68,269.76,,
2018-04-11 21:53:25.350000,L8,267.94,259.02,253.83,256.50,259.40,276.46,279.64,284.09,283.17,290.41,278.01,256.83,216.53,,,,267.72,328.42,361.75,202.44,250.03,225.27,202.22,182.58,165.47,306.89,292.22,281.23,270.60,,
2018-06-30 21:53:07.704000,L8,262.61,248.69,243.13,247.78,244.64,280.72,254.78,284.30,253.82,268.88,255.68,228.18,188.70,,,,262.66,331.51,359.13,220.23,253.95,232.26,214.70,195.32,181.06,310.67,293.32,283.29,271.07,,
2018-07-16 21:53:15.277000,L8,255.86,251.68,245.25,245.64,246.67,264.92,253.08,261.56,257.09,267.67,253.09,228.09,191.11,,,,254.93,323.33,348.41,224.73,262.88,260.20,220.87,226.18,191.32,308.24,294.47,284.64,273.18,,
2018-08-01 21:53:22.789000,L8,237.48,160.87,229.79,227.90,221.41,231.92,,,,254.87,225.77,211.74,165.16,,,,181.48,289.29,333.58,329.52,,,,,,282.66,276.06,265.41,253.07,,
2018-08-17 21:53:31.689000,L8,253.81,250.91,242.58,283.18,283.05,293.66,297.96,293.99,306.33,335.81,330.83,232.57,191.96,,,,266.38,332.68,359.64,214.45,250.39,233.93,212.63,226.52,168.81,310.66,295.30,282.85,271.45,,
