dates,nzd0574-0000,nzd0574-0001,nzd0574-0002,nzd0574-0003,nzd0574-0004,nzd0574-0005,nzd0574-0006,nzd0574-0007,nzd0574-0008,nzd0574-0009,nzd0574-0010,nzd0574-0011,nzd0574-0012,nzd0574-0013,nzd0574-0014,nzd0574-0015,nzd0574-0016,satname
1999-07-25 22:05:51+00:00,224.2,230.86,244.74,,154.92,136.26,151.06,138.94,138.22,222.62,,,222.07,229.52,,,,L7
1999-08-26 22:05:56+00:00,217.83499999999998,221.395,232.995,,164.305,139.175,147.215,144.06,134.70499999999998,223.37,,,219.04500000000002,230.175,202.59,223.45,,L7
1999-11-30 22:05:47+00:00,214.29999999999998,221.395,232.995,122.29,164.305,139.175,147.215,144.06,158.88,214.84333333333333,169.35,137.48,219.04500000000002,230.175,202.59,223.45,,L7
1999-12-16 22:05:57+00:00,203.625,221.395,232.995,120.005,164.305,139.175,147.215,144.06,169.9875,211.0025,157.61,143.82,219.04500000000002,230.175,183.7,222.95,,L7
2000-03-21 22:05:37+00:00,195.9466666666667,205.35,,120.005,201.37,,,,208.56000000000003,201.66,157.61,158.09333333333333,204.57,,164.81,222.45,142.09,L7
2000-05-08 22:05:09+00:00,195.9466666666667,205.35,,119.29,209.22,132.23,,,210.425,202.525,157.61,163.7875,204.57,205.7,182.315,223.33499999999998,142.09,L7
2000-08-12 22:04:05+00:00,216.665,216.675,231.71,176.5,209.22,126.13499999999999,135.84,140.35,215.58,210.95333333333335,,194.70000000000002,226.76999999999998,227.055,199.82,224.22,156.42000000000002,L7
2000-09-13 22:03:38+00:00,215.09333333333333,218.31000000000003,230.775,194.85333333333332,217.26999999999998,126.13499999999999,135.84,140.35,222.26,215.89,,202.685,230.51333333333332,229.46,199.82,224.22,156.42000000000002,L7
2000-10-15 22:03:08+00:00,210.93999999999997,214.38333333333333,215.21,202.29500000000002,225.21999999999997,113.79,129.79,131.45,225.82,221.76749999999998,,212.745,238.54999999999998,229.47,208.655,226.98000000000002,197.815,L7
2000-10-31 22:03:22+00:00,210.93999999999997,214.38333333333333,215.21,202.29500000000002,225.21999999999997,113.79,129.79,131.45,225.82,221.76749999999998,,212.745,238.54999999999998,229.47,223.25666666666666,233.23666666666668,213.42,L7
