dates,nzd0288-0000,nzd0288-0001,nzd0288-0002,nzd0288-0006,nzd0288-0007,nzd0288-0008,nzd0288-0009,nzd0288-0003,nzd0288-0004,nzd0288-0005,nzd0288-0010,satname
1999-08-21 21:46:56+00:00,,,,,309.05,339.56,344.94,,,,,L7
1999-08-28 21:53:11+00:00,,282.83,,,289.20500000000004,339.56,344.94,,282.07,,339.94,L7
1999-09-22 21:47:00+00:00,,282.83,,,289.20500000000004,339.56,344.94,,280.12,342.0,339.94,L7
1999-09-29 21:53:16+00:00,355.08,282.83,,,289.20500000000004,349.26,355.185,330.84,280.12,342.0,339.94,L7
2000-01-19 21:53:01+00:00,355.08,294.07,,278.39,289.20500000000004,349.26,355.185,321.58,292.66,330.975,339.94,L7
2000-02-04 21:53:01+00:00,355.08,301.5366666666667,323.65,278.39,304.53333333333336,349.26,355.185,318.8,299.195,328.96,339.94,L7
2000-02-13 21:46:48+00:00,348.28999999999996,302.14750000000004,316.49,297.555,307.8875,342.46999999999997,346.2,315.85,301.01800000000003,324.085,330.46500000000003,L7
2000-02-20 21:52:53+00:00,348.28999999999996,302.088,316.49,307.36333333333334,307.5,343.92499999999995,346.8299999999999,315.684,302.90000000000003,323.09000000000003,330.46500000000003,L7
2000-04-01 21:46:34+00:00,341.5,306.90250000000003,316.49,311.8625,322.9433333333333,332.555,323.08000000000004,311.89500000000004,314.29,318.3625,320.99,L7
2000-09-15 21:50:49+00:00,311.62,292.14,,311.375,315.69,336.22,317.93,322.52,280.93,285.74,,L7
2000-11-27 21:44:26+00:00,311.875,277.975,,297.39,,,,322.52,280.93,285.74,,L7
2000-12-13 21:44:28+00:00,317.3966666666667,289.63666666666666,319.1,297.39,,,338.33,314.74,280.93,285.74,341.18,L7
2001-01-05 21:50:40+00:00,317.3966666666667,289.63666666666666,319.1,294.89,336.44,336.84,337.815,314.74,280.93,297.70000000000005,338.06,L7
2001-01-14 21:44:33+00:00,325.27,289.63666666666666,319.1,294.89,336.44,336.84,337.815,314.74,280.93,297.70000000000005,338.06,L7
2001-01-21 21:50:46+00:00,325.27,293.22749999999996,319.1,294.89,334.265,335.90999999999997,336.62666666666667,314.74,280.93,297.70000000000005,335.3666666666667,L7
2001-03-10 21:50:34+00:00,328.02,298.472,309.13,287.3,334.265,335.90999999999997,336.62666666666667,304.61999999999995,281.23,304.1466666666667,335.3666666666667,L7
2001-04-04 21:44:06+00:00,332.12,300.05499999999995,309.13,282.255,335.6766666666667,333.87666666666667,336.7875,295.66999999999996,281.53,313.35,335.3666666666667,L7
2001-04-20 21:44:10+00:00,332.12,300.05499999999995,309.13,282.255,335.6766666666667,332.22,336.7875,295.66999999999996,281.53,317.41333333333336,335.3666666666667,L7
2001-05-22 21:43:54+00:00,332.12,300.05499999999995,309.13,282.255,324.22749999999996,332.22,336.7875,295.66999999999996,281.53,317.41333333333336,335.3666666666667,L7
2001-10-29 21:42:21+00:00,,319.48,314.82,,308.885,328.29,335.89,309.23,301.79,,331.77,L7
2002-01-17 21:42:52+00:00,356.6,331.31,314.82,,327.89,328.29,355.855,309.23,301.79,,351.92499999999995,L7
2002-02-18 21:42:54+00:00,356.6,320.83,293.58500000000004,,327.89,341.515,352.44666666666666,294.1,286.505,,351.9166666666667,L7
2002-02-25 21:49:11+00:00,356.6,320.83,297.6466666666667,,327.89,341.515,352.44666666666666,294.1,286.505,,351.9166666666667,L7
2002-04-07 21:42:52+00:00,337.805,315.35,298.255,277.0,327.89,341.515,355.1375,300.18,282.7166666666667,305.96,351.9166666666667,L7
2002-04-14 21:49:02+00:00,335.82666666666665,314.046,301.71999999999997,277.0,343.33,341.515,355.1375,303.21000000000004,289.8125,305.96,351.9166666666667,L7
2002-09-14 21:41:55+00:00,321.96999999999997,294.23333333333335,307.8299999999999,269.40999999999997,358.77,,363.21,299.49333333333334,284.56,305.96,,L7
2002-09-30 21:41:47+00:00,321.96999999999997,302.0625,307.8299999999999,293.25666666666666,349.76,340.4,363.21,299.49333333333334,284.56,321.13,,L7
2002-11-01 21:41:54+00:00,315.03,300.255,,301.385,340.75,332.085,331.34,273.84,267.44,336.3,323.39,L7
2002-11-17 21:42:06+00:00,315.03,300.255,,301.385,340.75,332.01,328.83,273.84,267.44,336.3,320.34000000000003,L7
2002-11-24 21:48:26+00:00,315.03,306.12666666666667,,306.65000000000003,340.75,332.01,328.83,292.075,269.675,328.9,320.34000000000003,L7
2002-12-10 21:48:29+00:00,315.03,304.96,292.25,309.1075,340.75,330.60249999999996,328.76,293.19,283.4666666666667,324.06666666666666,323.3866666666667,L7
2002-12-26 21:48:36+00:00,339.96,304.96,292.25,309.1075,340.75,330.60249999999996,328.76,293.19,283.4666666666667,324.06666666666666,323.3866666666667,L7
2003-01-20 21:42:33+00:00,339.96,304.094,294.98,311.63800000000003,351.195,330.236,331.2525,296.1575,290.90250000000003,321.235,325.6975,L7
2003-02-05 21:42:41+00:00,344.11999999999995,298.24,294.98,311.63800000000003,351.195,330.236,331.2525,296.1575,290.90250000000003,321.235,334.108,L7
2003-02-21 21:42:44+00:00,339.4575,294.9628571428571,295.06,311.63800000000003,351.195,330.236,331.2525,302.072,299.798,321.235,334.108,L7
2003-03-16 21:48:58+00:00,339.6825,294.6657142857143,285.4,324.09250000000003,351.195,330.236,331.2525,301.37800000000004,307.8875,321.235,334.108,L7
2003-05-03 21:49:01+00:00,339.6825,289.5183333333333,285.4,318.47333333333336,356.40999999999997,329.0033333333333,331.22333333333336,301.37800000000004,307.8875,316.21333333333337,336.7875,L7
2003-05-12 21:42:48+00:00,339.6825,289.5183333333333,285.4,311.825,333.08,334.8175,339.685,300.58,307.8875,322.88750000000005,336.7875,L7
2003-05-28 21:42:46+00:00,339.6825,283.84799999999996,285.4,310.03999999999996,326.2325,331.6775,345.25500000000005,298.634,319.88,323.3500000000001,343.28666666666663,L7
2003-08-15 21:37:12+00:00,320.70000000000005,274.0899999999999,285.49666666666667,298.225,305.1175,324.68666666666667,353.51666666666665,301.03,324.505,324.39,338.93,L5
2003-10-18 21:38:12+00:00,314.77,283.38,291.68,292.66333333333336,297.86199999999997,324.68666666666667,353.51666666666665,300.03,300.28999999999996,310.73333333333335,338.93,L5
2003-11-19 21:38:38+00:00,315.005,284.595,286.5,287.28000000000003,283.9033333333333,310.9,347.74,297.45000000000005,294.25333333333333,289.1433333333333,338.93,L5
2003-11-28 21:32:34+00:00,314.95,287.01,284.38,286.02,273.01,302.5,346.88,297.61,292.825,288.755,338.93,L5
2003-12-14 21:32:38+00:00,318.1525,290.45,285.012,287.78000000000003,272.6266666666667,301.28499999999997,344.455,298.684,293.90999999999997,290.42199999999997,326.275,L5
