dates,nzd0514-0000,nzd0514-0001,nzd0514-0002,nzd0514-0003,nzd0514-0004,nzd0514-0005,nzd0514-0006,nzd0514-0007,nzd0514-0008,nzd0514-0009,nzd0514-0010,nzd0514-0011,nzd0514-0012,nzd0514-0013,nzd0514-0014,nzd0514-0015,nzd0514-0016,nzd0514-0017,nzd0514-0018,nzd0514-0019,nzd0514-0020,nzd0514-0021,nzd0514-0022,nzd0514-0023,nzd0514-0024,nzd0514-0025,nzd0514-0026,nzd0514-0027,nzd0514-0028,nzd0514-0029,nzd0514-0030,nzd0514-0031,nzd0514-0032,nzd0514-0033,nzd0514-0034,nzd0514-0035,nzd0514-0036,nzd0514-0037,nzd0514-0038,nzd0514-0039,nzd0514-0040,nzd0514-0041,nzd0514-0042,nzd0514-0043,nzd0514-0045,nzd0514-0046,nzd0514-0047,nzd0514-0048,nzd0514-0049,nzd0514-0044
2001-08-15 22:03:26+00:00,325.54,318.74,287.92,167.73,294.17,302.53,304.08,312.1566666666667,310.935,308.815,313.25666666666666,309.39666666666665,297.42,317.65333333333336,304.05,310.93666666666667,312.20666666666665,296.90999999999997,317.165,309.78,305.28,311.855,327.7,329.43,316.46500000000003,327.81,316.485,325.0,334.83500000000004,326.22,309.225,306.05,309.3,310.55,319.065,310.805,310.15999999999997,294.21500000000003,287.25,296.96500000000003,273.1266666666667,300.85999999999996,307.10333333333335,309.46,310.3233333333333,307.38000000000005,304.2033333333334,291.83,301.51,313.6566666666667
2002-01-29 22:09:33+00:00,,,,167.73,,302.95,303.98,309.90999999999997,312.31,314.47,313.20500000000004,310.16999999999996,308.355,316.15999999999997,302.655,308.74,307.54,285.09,319.73,309.78,305.28,312.885,326.66,331.63,318.07500000000005,329.175,307.885,323.295,324.35,,297.92,297.35,306.0,308.13,315.32000000000005,307.46500000000003,307.1,300.0,283.49,288.84,272.07,295.15999999999997,301.545,304.88,305.525,304.51,301.675,291.44,299.735,309.6
2002-04-12 22:03:25+00:00,,,,,,,,313.08,312.68,320.59000000000003,316.6,312.24,311.32,317.71,317.39,,,,,,,321.51,326.66,331.63,333.74,327.86,326.15,332.435,337.11,,,,,,316.025,308.16499999999996,308.01,302.095,296.33500000000004,292.18499999999995,271.985,299.71500000000003,300.21000000000004,308.75,308.37,302.485,301.91499999999996,292.39,298.4,310.925
2002-05-05 22:09:37+00:00,326.79,323.7,322.18,316.0,307.09,270.82,309.36,316.87,313.09000000000003,321.38,316.6,310.48333333333335,310.60999999999996,317.71,317.39,,,,,,316.91,324.445,326.66,331.63,333.605,327.86,328.99,334.15333333333336,337.11,320.88,315.6,,,,318.30333333333334,309.94666666666666,310.3933333333334,303.5366666666667,297.7,292.18499999999995,276.7633333333333,302.68666666666667,300.69666666666666,301.64000000000004,310.91,302.485,302.4866666666667,295.8066666666667,295.19666666666666,316.19
2002-05-14 22:03:19+00:00,326.79,328.7,328.35,324.575,316.22,293.79999999999995,312.265,316.87,315.78333333333336,321.38,316.6,311.5725,309.05,317.71,317.39,,,,,,316.91,324.445,326.66,331.63,333.605,327.86,328.99,334.15333333333336,337.11,320.88,315.6,,,,318.30333333333334,309.94666666666666,310.3933333333334,303.5366666666667,297.7,292.18499999999995,277.48249999999996,299.44,300.1675,291.1375,309.2825,302.485,302.4866666666667,295.8066666666667,295.19666666666666,316.19
2002-06-22 22:09:15+00:00,326.79,326.07,322.67333333333335,324.575,309.3633333333333,300.18,313.1433333333334,311.6466666666667,313.13,321.4125,318.9,310.69,309.014,313.86,307.525,316.32,307.13,,,323.8,317.88,319.2033333333333,325.79,331.63,328.7066666666667,327.86,326.8533333333333,334.15333333333336,336.21500000000003,320.88,311.795,316.23,,,318.98,311.23249999999996,310.5175,304.4925,299.8075,295.04999999999995,270.17199999999997,299.87399999999997,301.9,295.432,308.434,307.2833333333333,304.7725,296.6375,299.195,317.6275
2002-09-10 22:08:43+00:00,326.79,325.125,322.9025,323.29333333333335,311.64,301.805,310.985,312.08,313.28,322.49666666666667,321.2,310.67,308.61249999999995,310.01,304.135,315.28,307.13,,308.36,323.8,317.88,318.05,324.92,,326.19000000000005,326.77,325.28,332.71666666666664,332.43333333333334,317.705,311.6366666666667,314.015,308.77,312.3,318.1875,310.52,308.59000000000003,303.8225,299.3625,296.49666666666667,269.822,299.146,302.156,295.1,309.884,308.76,305.235,296.7,301.5925,319.0875
2003-02-01 22:09:21+00:00,,322.29,323.59,320.73,318.65,307.405,304.83,314.41999999999996,314.29,318.25,316.7,307.09,302.69,317.43,313.045,312.53499999999997,313.54,313.88,308.67,,,,,,,326.77,321.43,326.62,324.87,314.53,311.32,310.4,307.865,308.985,307.03499999999997,301.41999999999996,295.47,295.3,290.35,293.18,270.95,293.525,298.71,304.61,311.56,305.64,302.29,292.45,303.12,313.21
2003-08-13 21:51:32+00:00,320.97,306.8,,,,,311.54,305.82,,,,,,305.79,283.05,297.9,297.76,278.44,,,279.31,,,,290.49,293.2,294.35,307.16,303.73,,296.69,292.38,,,278.98,,285.07,291.97,267.11,262.03,273.14,291.98,305.98,299.33,313.43,310.05,305.71,286.79,296.03,320.24
2003-08-29 21:51:49+00:00,321.72,312.655,,,287.8,,299.21000000000004,306.525,,320.78,281.59,,280.86,301.46000000000004,286.365,300.64,299.91499999999996,282.46500000000003,311.75,,277.225,269.4,289.77,,289.975,291.775,293.03,304.185,302.925,,289.15,292.38,,,281.71500000000003,,278.86,291.12,260.475,263.1,273.615,287.895,303.76,292.28999999999996,308.34000000000003,304.985,301.96500000000003,288.115,300.22,312.065
2004-01-27 21:59:38+00:00,320.79,313.18666666666667,293.67,311.37,306.11,273.13,308.91333333333336,313.95666666666665,330.85,330.88,281.59,300.12,280.86,312.3666666666667,300.37666666666667,311.05333333333334,310.6466666666667,293.0,307.845,318.46,277.225,269.4,289.77,336.11,304.8066666666667,304.99,307.38,317.37333333333333,316.6066666666667,344.16,303.61333333333334,309.59000000000003,330.1,336.56,300.3866666666667,328.12,295.75333333333333,300.9166666666667,278.94,263.1,273.615,287.895,303.76,292.28999999999996,308.34000000000003,304.985,301.96500000000003,288.115,300.22,312.065
2004-03-31 21:59:59+00:00,318.93,314.25,293.67,311.37,324.42,273.13,328.32,328.82,330.85,340.98,260.86,300.12,297.58,323.175,321.185,322.675,321.775,307.305,308.83500000000004,285.355,261.94,,314.64,324.975,325.905,314.405,326.2,335.48,336.295,326.54,317.78499999999997,316.74,319.235,326.69,329.38,276.315,320.55,312.895,307.255,274.47,277.15,299.05,300.91,291.25,305.94,294.92,298.65,293.36,296.99,301.71
2004-04-25 21:54:35+00:00,318.93,314.25,293.67,311.37,324.42,273.13,328.32,328.82,330.85,340.98,252.875,300.12,297.58,318.53000000000003,315.49666666666667,314.6166666666667,314.24333333333334,290.6333333333334,296.42333333333335,270.62666666666667,263.28,230.14,287.205,303.59,321.19,311.87,313.63,329.3,333.56333333333333,326.54,300.13666666666666,316.74,312.9666666666667,322.18,323.68333333333334,257.8833333333333,314.61333333333334,305.5,298.3333333333333,267.52,272.98,298.31,300.96500000000003,285.03999999999996,298.145,295.3,298.96,293.36,291.08500000000004,306.76
2004-05-02 22:00:57+00:00,326.03,294.075,293.67,311.37,309.17,290.185,323.15,327.54999999999995,334.78,346.515,252.875,304.255,297.58,325.9975,315.49666666666667,314.6166666666667,314.24333333333334,290.6333333333334,296.42333333333335,270.62666666666667,263.28,230.14,287.205,303.59,327.0525,319.6625,313.63,329.3,335.21000000000004,326.54,300.13666666666666,316.74,312.9666666666667,322.18,323.68333333333334,257.8833333333333,314.61333333333334,305.5,298.3333333333333,267.52,272.98,298.31,300.96500000000003,285.03999999999996,298.145,295.3,298.96,293.36,291.08500000000004,306.76
2004-05-18 22:01:26+00:00,326.03,294.075,293.67,311.37,309.17,290.185,323.15,327.54999999999995,334.78,346.515,241.76,278.56,297.58,321.144,311.0875,307.5475,303.015,283.315,298.2,267.6775,268.3533333333333,236.88,278.87666666666667,291.1575,324.166,316.59000000000003,306.5175,326.12,332.31800000000004,326.54,287.175,316.74,299.9075,317.9575,320.08500000000004,249.385,314.61333333333334,301.23749999999995,288.36,260.73,270.3933333333334,297.9166666666667,301.3233333333333,287.51,299.70666666666665,294.26,299.51666666666665,261.595,289.03000000000003,307.38666666666666
2004-06-12 21:55:59+00:00,326.03,294.075,293.67,311.37,309.17,290.185,323.15,327.54999999999995,334.78,346.515,236.38,266.89,296.585,318.38,308.008,306.24,303.015,283.315,294.748,264.306,268.65,237.76333333333332,272.3125,282.808,316.605,315.53833333333336,301.88800000000003,317.95,328.59833333333336,326.54,283.406,316.74,291.634,307.88,310.096,244.0,307.795,300.168,279.11199999999997,255.88750000000002,271.54,297.21500000000003,301.4125,290.72249999999997,292.0,293.9575,298.125,250.78666666666666,289.03000000000003,307.38666666666666
2004-07-30 21:57:15+00:00,333.13,273.9,,,293.92,307.24,316.19500000000005,318.825,318.995,339.34000000000003,236.38,250.98,296.585,313.04833333333335,300.202,293.92600000000004,293.31666666666666,272.28000000000003,294.57399999999996,249.79399999999995,271.34000000000003,241.05,269.76599999999996,269.888,312.15000000000003,308.66333333333336,292.094,307.204,321.5733333333333,308.92,276.274,289.375,282.01750000000004,302.84000000000003,303.98400000000004,224.72600000000003,292.3125,293.19399999999996,268.576,255.882,271.938,296.594,303.108,291.34000000000003,293.802,295.72400000000005,298.736,251.2975,292.19,309.6925
2005-03-11 22:01:31+00:00,,,,,,,,,,,,,,316.11,309.71,312.63,,308.2,313.63,,310.67,323.88,,,324.74,321.45,329.14,341.96,335.4,327.68,311.63,312.63,,318.35,325.89,313.51,314.86,307.36,301.22,294.46,281.95,312.81,313.86,313.47,322.04,322.2,314.68,292.35,299.01,322.2
2005-05-14 22:01:54+00:00,,,,,,,,,,,199.08,223.86,303.97,310.885,306.06,310.88,232.29,286.26,293.81,256.58,305.96000000000004,321.62,247.91,257.99,296.03,310.195,327.24,339.26,332.195,327.68,305.23,306.945,,314.555,324.96500000000003,311.355,314.86,306.70500000000004,299.21000000000004,286.53,280.305,309.68,302.735,303.64,314.94,320.16499999999996,310.1,292.35,258.585,306.06
2005-06-15 22:02:10+00:00,,305.81,,,,,,,,,206.46,226.98000000000002,309.675,311.0133333333333,304.12666666666667,309.9866666666667,244.85500000000002,281.8533333333333,296.77666666666664,251.95499999999998,303.56,318.75333333333333,285.08,251.32,279.2766666666667,310.81666666666666,322.99,325.6466666666667,331.69,327.68,304.1166666666666,298.6566666666667,272.26,314.555,324.06,310.80333333333334,316.38,307.74,297.43666666666667,284.0233333333333,281.2033333333333,309.68,301.68,303.89000000000004,311.7,318.55,308.2733333333333,292.35,252.5233333333333,301.68333333333334
2005-06-22 22:08:22+00:00,,306.22,,,,,314.32,319.34,317.43,324.78,212.12333333333333,226.58,310.0733333333333,309.66,303.5575,307.4075,266.31666666666666,277.515,301.0925,250.12333333333333,304.5475,317.5625,295.49333333333334,257.18333333333334,280.61,313.0775,325.025,329.1,332.045,327.68,301.69,302.37,295.68,314.555,322.8,308.5525,315.7733333333333,306.7475,295.8425,285.65999999999997,280.97249999999997,308.4725,299.6075,305.625,312.015,317.375,307.245,292.35,258.97,295.7075
2005-08-09 22:08:46+00:00,323.42,305.48333333333335,,,,,314.32,319.34,317.43,324.78,212.12333333333333,231.4275,289.74,309.586,302.108,306.23,277.3325,281.6,303.37600000000003,250.12333333333333,302.2,315.08000000000004,300.325,269.02500000000003,281.61800000000005,314.044,323.944,332.078,331.648,325.07,304.34000000000003,296.976,291.30333333333334,314.555,322.23199999999997,308.5525,313.4925,305.57,294.802,286.704,280.444,306.39,300.244,304.59000000000003,312.828,317.452,308.506,291.9,266.716,296.67600000000004
2005-08-25 22:08:52+00:00,323.49,306.66499999999996,,,,,314.32,319.34,317.43,324.78,222.7725,234.394,275.872,308.66833333333335,300.4766666666667,304.93,284.48,284.3883333333333,305.105,248.615,298.68666666666667,315.08000000000004,301.104,273.212,284.61333333333334,313.73,323.4916666666667,332.03833333333336,329.075,320.89,303.5516666666667,299.215,287.8,309.51,319.9483333333333,308.5525,310.394,303.12166666666667,289.71,286.9866666666667,280.39166666666665,305.3333333333333,300.55333333333334,304.59666666666664,313.11333333333334,317.4866666666667,309.2366666666667,293.87,273.03333333333336,298.3833333333333
2005-09-10 22:08:55+00:00,322.98333333333335,307.12,,,,,312.85,305.55999999999995,315.495,324.78,230.33199999999997,238.01500000000001,268.0783333333333,307.0683333333333,297.59999999999997,303.5183333333333,288.74,282.4633333333333,305.5983333333333,248.615,296.15333333333336,309.602,299.0883333333333,273.485,282.1516666666667,313.4483333333333,322.28833333333336,330.0883333333333,328.4216666666667,320.95,304.015,292.95,285.77200000000005,299.36333333333334,317.6616666666667,304.26,307.842,300.84999999999997,287.8066666666667,283.635,279.62166666666667,303.44166666666666,297.88,302.28833333333336,311.685,316.65166666666664,308.75,297.21,274.765,295.77500000000003
2006-02-01 22:11:01+00:00,322.98333333333335,317.0025,,344.17,,,328.555,318.765,313.56,,257.6449999999999,249.45000000000005,226.08333333333334,306.6266666666666,293.6933333333333,301.37,311.16333333333336,297.64000000000004,314.28333333333336,244.09,289.8,300.81999999999994,302.68333333333334,289.7866666666667,298.40333333333336,316.61000000000007,320.9233333333334,335.36333333333334,325.9166666666667,320.95,309.65333333333336,286.95,279.1666666666667,293.665,313.5533333333333,296.34,302.25,295.1566666666667,281.56333333333333,284.54333333333335,278.5966666666667,299.8566666666666,300.90333333333336,301.56666666666666,314.6966666666667,317.53666666666663,320.6825,306.89,313.905,304.6733333333334
2006-02-17 22:11:22+00:00,329.51666666666665,327.575,350.4,346.0,,,335.7133333333333,328.83,333.33000000000004,354.6,257.6449999999999,251.19000000000005,224.755,305.29499999999996,292.385,301.295,311.555,297.49,315.17,244.09,288.2950000000001,296.49,296.615,282.405,304.78000000000003,315.96000000000004,321.57500000000005,331.05,323.845,320.195,307.01,292.725,277.475,293.665,310.34999999999997,296.34,300.04999999999995,292.305,277.025,281.375,278.73,300.755,299.96000000000004,302.125,314.00500000000005,328.29333333333335,328.9375,319.5225,324.78999999999996,306.73500000000007
2006-04-15 22:06:18+00:00,343.02,345.57500000000005,350.4,346.0,,,347.88,347.355,353.1,354.6,,,207.15,,,292.36,,254.29,,239.62,261.89,215.21,244.99,246.21,278.68,287.63,290.44,302.66,312.04,238.7,283.52,,241.88,258.9,256.52,,,261.67,224.85,245.04,255.38,288.46,281.22,257.59,286.89,312.815,326.05999999999995,319.8833333333334,324.76,277.04
2006-06-25 22:13:31+00:00,343.02,345.57500000000005,350.4,346.0,,,347.88,347.355,353.1,354.6,,,211.19,292.95,,290.695,,257.15999999999997,,240.8,263.84000000000003,231.625,237.695,247.57,285.355,293.22,294.41499999999996,294.995,301.095,235.82999999999998,291.04999999999995,,250.685,266.835,265.755,,295.02,273.17,231.64999999999998,246.475,262.955,288.46,278.94000000000005,275.2,296.495,308.96666666666664,320.885,319.8833333333334,324.76,282.71500000000003
2006-07-27 22:13:58+00:00,343.02,333.3766666666667,350.4,346.0,,,347.88,347.355,353.1,334.65,,291.84,216.60333333333332,298.21500000000003,270.21,291.46,307.74,262.4033333333333,314.61,240.8,267.17333333333335,242.44666666666663,239.28333333333333,257.04333333333335,290.02,294.0366666666667,294.21666666666664,295.77,304.2733333333333,238.95000000000002,295.50666666666666,302.56,257.5233333333333,269.5333333333333,271.90333333333336,309.56,297.575,280.30333333333334,245.28666666666666,252.76,268.41,291.945,283.5566666666667,282.9066666666667,301.05,310.03999999999996,318.78,313.0775,318.0275,289.4266666666667
2006-08-05 22:07:55+00:00,331.455,323.20666666666665,350.4,347.83,,,331.46,329.24,353.1,329.16333333333336,,267.56,216.60333333333332,301.65333333333336,277.03499999999997,294.6625,306.90999999999997,268.28,317.295,240.8,270.55,251.0125,239.28333333333333,258.2525,291.0425,296.38,296.365,300.0025,307.2075,239.325,298.47249999999997,306.36,265.455,276.07,280.65999999999997,311.73,298.47666666666663,286.3675,250.265,257.7525,272.085,293.3566666666666,289.02000000000004,285.19,302.26,309.914,311.86199999999997,302.4125,307.435,294.2075
2006-08-21 22:08:07+00:00,319.89,311.65999999999997,,,,,312.89,309.52,,316.445,227.99,254.84,216.60333333333332,301.65333333333336,267.11333333333334,286.13800000000003,303.14666666666665,267.834,317.295,241.09,270.71999999999997,250.18599999999998,243.66250000000002,257.12399999999997,289.37,295.158,295.306,301.134,305.836,243.006,290.446,306.36,263.336,272.604,278.86,311.73,292.115,285.986,249.20999999999998,259.308,272.3,293.3566666666666,290.468,284.298,301.84000000000003,300.142,303.666,292.5725,295.9875,295.944
2006-09-13 22:14:35+00:00,320.07,310.75,,,285.83,,312.445,307.66499999999996,,314.49666666666667,227.99,252.37,219.7075,298.88,268.52250000000004,286.25166666666667,300.885,270.6133333333333,316.3233333333333,258.6675,271.81333333333333,250.3183333333333,252.792,260.4766666666667,291.5833333333333,297.05833333333334,296.99833333333333,303.20666666666665,307.5133333333333,253.95666666666668,291.5566666666667,306.36,265.8233333333333,274.4783333333333,281.2283333333333,308.06666666666666,291.12,285.69166666666666,253.35666666666665,260.995,272.62666666666667,292.2525,291.69166666666666,286.64166666666665,304.24833333333333,303.2916666666667,305.32,296.18199999999996,299.422,298.635
2007-01-03 22:15:37+00:00,320.07,318.6025,340.37,338.86,318.13,,321.67333333333335,319.4633333333333,343.57,322.94,227.99,252.37,228.22500000000002,300.8566666666666,268.52250000000004,284.03,300.885,277.34,324.605,300.19666666666666,275.79999999999995,259.66499999999996,262.8566666666667,266.93,294.6975,298.97749999999996,298.29,307.3125,310.72249999999997,263.02,291.81,306.36,273.39250000000004,278.29999999999995,288.965,308.06666666666666,290.145,291.9525,264.21,268.255,277.4625,293.51666666666665,298.0675,292.36249999999995,308.125,310.72,309.87,299.79249999999996,308.904,306.59499999999997
2007-09-09 22:07:45+00:00,,,,,,,,,,318.29,246.57,247.05,228.53,300.96,292.15,305.82,309.77,291.23,311.87,315.5,302.33,245.44,270.65,266.64,299.16,309.08,312.83,329.71,315.87,309.52,303.46,305.41,284.77,282.41,293.56,307.39,299.73,296.84,273.98,269.37,280.37,298.49,306.82,276.0,302.76,306.83,303.27,285.72,,312.73
2007-10-02 22:13:42+00:00,,,,,,,,,,314.4,246.57,244.985,227.43,300.155,294.47,302.72,305.705,290.395,311.065,312.08000000000004,297.29499999999996,245.44,268.965,266.64,308.985,313.42999999999995,318.815,335.64,324.67,317.72,305.62,309.19000000000005,289.4,292.05,300.3,305.31,300.52,295.01,280.375,272.345,274.325,295.07,303.41999999999996,277.15,306.67499999999995,303.635,305.62,291.135,,312.77
2008-11-14 21:57:52+00:00,,345.71,,346.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11 22:22:42+00:00,,331.63,335.53,333.96,337.88,327.92,335.01,339.84,341.38,345.07,,,,,,,338.09,,332.73,,331.57,,,,,,345.0,349.08,344.06,336.64,330.64,329.82,328.68,328.13,329.7,327.16,323.98,316.2,308.31,308.57,,312.78,322.27,328.72,328.38,323.91,319.46,305.59,317.73,330.05
2013-06-05 22:16:38+00:00,,318.445,335.53,333.96,337.88,327.92,335.01,339.84,341.38,345.07,218.26,203.61,192.29,,,289.43,338.09,238.66,332.73,211.33,296.72,,195.2,242.55,264.46,264.05,294.185,330.07,324.405,274.55,302.79499999999996,239.38,328.68,328.13,293.9,261.84000000000003,311.675,299.83,275.5,277.085,255.98,301.87,311.355,314.305,328.38,323.91,319.46,305.59,317.73,321.58500000000004
2013-06-28 22:22:44+00:00,,318.445,335.53,333.96,337.88,327.92,322.505,324.85,324.62,345.07,218.81,206.175,235.195,300.25,285.3,292.695,314.62,239.29,332.73,212.62,282.9166666666667,261.14,213.185,250.975,268.335,260.57500000000005,276.63666666666666,290.96,310.99333333333334,253.73000000000002,296.78999999999996,210.61333333333334,309.3,328.13,282.90333333333336,242.80333333333337,307.93,295.73333333333335,265.4433333333333,268.67,256.775,298.84,308.0233333333333,311.04333333333335,300.35,323.91,319.46,305.59,301.20500000000004,321.58500000000004
2013-07-23 22:16:34+00:00,315.32,315.7733333333333,335.53,333.96,337.88,327.92,318.0833333333333,318.3933333333334,317.53000000000003,345.07,218.81,206.175,249.60999999999999,297.645,276.02,291.37666666666667,305.51666666666665,240.45333333333335,332.73,212.46333333333334,275.3425,259.16499999999996,215.91,254.11666666666665,266.99666666666667,265.0733333333333,268.565,278.6125,303.125,242.715,294.35749999999996,196.54,309.3,328.13,275.525,232.0,305.2325,291.8375,257.7275,263.7125,255.1966666666667,297.375,306.02750000000003,299.4325,300.69,323.91,301.935,305.59,301.20500000000004,317.61
2013-08-08 22:16:37+00:00,315.32,315.7733333333333,335.53,333.96,337.88,327.92,318.0833333333333,318.3933333333334,317.53000000000003,345.07,218.81,206.175,249.60999999999999,295.04,274.09999999999997,290.3375,301.0425,239.2125,332.73,212.9375,271.062,257.45666666666665,222.8525,253.6375,267.745,265.6925,263.21,274.57,297.256,235.76799999999997,288.846,190.182,305.0933333333333,328.13,272.59000000000003,226.67600000000002,303.506,290.77799999999996,253.51399999999998,260.32399999999996,253.91,296.57399999999996,304.788,293.746,300.7175,307.295,298.28000000000003,305.59,301.20500000000004,315.1075
2013-08-31 22:22:50+00:00,316.56,315.2575,335.53,333.96,337.88,327.92,318.0833333333333,318.3933333333334,317.53000000000003,345.07,234.41666666666666,207.31000000000003,257.4125,294.7825,276.65999999999997,291.002,299.628,240.06799999999998,332.73,212.9375,269.44,257.6225,227.902,255.648,270.0,267.512,263.1816666666667,281.0733333333333,299.30333333333334,235.76799999999997,281.04333333333335,190.182,303.14,311.115,275.6933333333333,223.1783333333333,302.66833333333335,289.45666666666665,250.92666666666665,258.2133333333333,253.33800000000002,296.06166666666667,303.7716666666667,295.14833333333337,301.02,304.3833333333334,296.9875,289.57,298.24,313.354
