dates,satname,nzd0514-0000,nzd0514-0001,nzd0514-0002,nzd0514-0003,nzd0514-0004,nzd0514-0005,nzd0514-0006,nzd0514-0007,nzd0514-0008,nzd0514-0009,nzd0514-0010,nzd0514-0011,nzd0514-0012,nzd0514-0013,nzd0514-0014,nzd0514-0015,nzd0514-0016,nzd0514-0017,nzd0514-0018,nzd0514-0019,nzd0514-0020,nzd0514-0021,nzd0514-0022,nzd0514-0023,nzd0514-0024,nzd0514-0025,nzd0514-0026,nzd0514-0027,nzd0514-0028,nzd0514-0029,nzd0514-0030,nzd0514-0031,nzd0514-0032,nzd0514-0033,nzd0514-0034,nzd0514-0035,nzd0514-0036,nzd0514-0037,nzd0514-0038,nzd0514-0039,nzd0514-0040,nzd0514-0041,nzd0514-0042,nzd0514-0043,nzd0514-0045,nzd0514-0046,nzd0514-0047,nzd0514-0048,nzd0514-0049,nzd0514-0044
2002-06-22 22:09:15.051000,L7,332.82,328.83,326.82,314.73,329.85,320.11,320.27,317.10,317.83,332.73,328.04,314.58,312.29,326.42,312.43,328.15,327.56,339.62,330.62,330.01,323.44,323.27,334.41,347.75,344.82,355.87,351.41,353.97,346.48,327.71,333.27,324.96,328.04,328.58,331.13,319.42,314.12,310.71,310.35,309.37,278.84,305.36,314.26,316.23,314.17,320.71,316.00,306.49,367.09,328.53
2002-09-10 22:08:43.416000,L7,334.90,322.61,323.97,321.02,318.77,307.42,304.85,499.14,487.05,472.25,477.03,475.33,494.92,495.50,311.25,472.25,485.60,473.16,399.95,431.53,465.78,451.01,425.29,329.77,329.80,327.27,322.51,327.96,325.12,315.17,312.10,312.14,309.17,312.66,308.76,302.05,297.24,295.67,290.63,293.59,271.45,293.43,298.94,304.90,311.77,306.08,302.60,292.65,303.33,313.47
2002-11-29 22:09:01.492000,L7,304.47,306.21,308.33,310.36,293.76,297.13,292.19,238.78,259.98,253.00,283.97,291.80,280.48,312.56,299.60,296.12,304.85,300.76,299.40,298.98,301.70,313.35,311.58,311.40,301.07,295.26,306.64,301.74,282.21,309.07,288.63,306.03,294.55,301.01,188.91,494.58,229.28,258.35,243.16,252.64,519.80,456.37,294.87,293.22,300.01,297.48,,,,300.44
2003-02-01 22:09:21.746000,L7,478.35,384.23,388.88,386.55,381.45,308.70,305.46,314.78,314.74,318.61,317.11,307.71,303.20,317.75,315.84,311.25,313.88,314.21,380.13,379.45,494.12,456.36,458.41,462.90,500.23,508.68,497.12,500.27,396.81,392.46,366.71,309.36,307.25,305.97,306.15,301.33,294.44,376.75,369.01,378.33,372.40,384.48,291.32,299.13,304.34,302.23,299.00,291.82,293.00,305.75
2003-08-13 21:51:32.649000,L5,320.97,306.80,,,,,311.54,305.82,,,250.74,233.09,215.10,305.79,283.05,297.90,297.76,278.44,268.92,256.27,279.31,263.96,266.74,269.01,290.49,293.20,294.35,307.16,303.73,236.23,296.69,292.38,179.84,264.12,278.98,229.04,285.07,291.97,267.11,262.03,273.14,291.98,305.98,299.33,313.43,310.05,305.71,286.79,296.03,320.24
2003-08-29 21:51:49.928000,L5,325.10,321.90,,,315.78,247.56,301.98,199.22,194.53,243.23,313.81,251.86,308.51,306.28,298.98,309.37,308.75,295.01,316.86,307.46,280.92,289.09,305.36,270.80,296.98,296.63,298.28,307.42,311.44,294.24,295.33,195.39,280.02,268.26,298.16,228.94,294.51,300.10,261.05,273.76,277.39,291.02,306.45,295.68,309.06,304.99,302.30,294.81,310.66,312.41
2003-10-07 21:58:35.519000,L5,369.96,385.00,382.76,381.80,390.62,373.73,366.42,371.25,377.05,379.56,376.59,376.47,389.82,378.22,371.51,373.17,377.25,378.71,379.05,370.70,372.12,375.12,389.13,387.62,385.00,385.44,389.46,386.89,383.00,379.92,370.19,371.10,366.13,369.81,371.92,372.36,369.55,366.54,358.08,374.13,376.70,380.61,382.43,389.03,382.42,385.37,382.56,388.05,388.66,383.19
2003-11-17 21:52:57.120000,L5,353.57,368.99,367.28,376.06,377.19,372.44,361.40,367.01,371.91,373.65,358.61,349.40,358.59,364.13,357.47,356.99,354.46,351.07,357.63,358.31,358.99,365.99,373.39,375.49,376.37,380.75,380.05,384.66,383.39,379.77,364.74,367.46,363.79,356.10,355.14,349.19,347.67,342.96,336.21,337.05,337.60,345.81,358.15,375.03,374.88,377.41,373.68,374.18,372.52,379.20
2003-12-26 21:59:30.091000,L5,372.71,378.91,384.28,390.46,389.58,388.55,371.95,373.29,374.14,388.74,386.43,379.26,386.67,390.64,383.64,385.46,388.86,384.09,385.23,384.18,384.87,390.44,389.98,387.38,385.20,388.88,389.52,396.79,394.06,384.45,373.11,369.64,365.65,379.57,380.71,380.42,383.32,378.87,368.31,371.92,377.77,377.68,388.52,382.20,370.17,382.87,380.54,378.48,394.52,365.84
2004-01-27 21:59:38.149000,L5,307.26,,,,,249.44,321.65,319.63,319.66,249.25,331.15,259.56,327.19,327.64,321.17,325.04,323.48,302.34,264.20,246.11,312.29,325.97,330.22,328.57,291.67,319.59,328.25,338.48,337.57,336.39,325.03,315.80,321.26,330.13,331.74,321.12,324.50,314.04,309.87,277.44,276.77,312.20,314.43,320.34,322.63,316.09,306.79,265.49,302.96,323.22
2004-03-31 21:59:59.745000,L5,,,,,,,,,,,260.86,246.37,297.58,312.17,313.97,313.47,311.44,300.54,313.73,252.25,261.94,311.25,314.64,313.84,317.34,297.39,316.32,327.21,328.62,308.92,303.03,306.68,308.37,316.82,321.03,224.51,311.56,305.28,298.64,274.47,277.15,299.05,300.91,291.25,305.94,294.92,298.65,293.36,296.99,301.71
2004-04-25 21:54:35.260000,L5,,,,,,,,,,,248.93,239.53,284.32,312.54,307.95,302.82,302.91,261.41,303.10,243.79,268.38,233.55,307.39,263.86,315.59,310.91,296.51,324.75,330.41,238.68,267.93,177.09,306.14,315.39,315.40,303.41,305.53,294.78,285.36,266.21,271.23,299.80,303.62,283.74,297.57,298.12,301.43,242.66,289.53,314.74
2004-05-02 22:00:57.398000,L5,333.13,273.90,178.70,180.35,293.92,307.24,317.98,326.28,338.71,352.05,317.20,308.39,347.17,348.40,344.75,343.49,355.92,354.36,367.85,368.75,369.00,355.74,353.97,361.29,344.64,343.04,347.31,360.78,340.15,350.45,342.59,347.06,355.65,354.21,351.53,349.33,346.43,343.78,339.89,332.44,341.36,349.30,350.60,351.24,346.30,337.01,335.78,334.16,343.34,355.72
2004-05-18 22:01:26.569000,L5,,,,,,,,,,,217.51,225.99,211.96,299.43,295.77,283.47,218.28,259.38,279.49,256.77,277.12,241.88,259.52,252.15,309.46,296.76,279.56,311.20,319.21,236.82,246.20,163.85,256.89,303.12,308.05,222.18,241.15,286.14,255.67,244.25,263.23,295.95,300.84,250.37,301.38,291.00,299.86,228.64,282.65,305.57
2004-06-12 21:55:59.429000,L5,,,,,,,,,,,227.07,237.42,312.49,309.51,305.21,307.50,215.36,277.87,310.64,256.48,276.62,247.83,260.25,256.47,287.94,320.91,299.90,292.66,321.88,217.87,279.27,179.66,285.43,316.42,311.93,311.00,300.82,302.17,250.16,245.35,278.69,304.42,307.07,306.57,278.17,297.13,299.93,237.40,290.93,322.70
2004-07-30 21:57:15.668000,L5,,,,,,,184.00,309.22,,,231.54,235.34,233.89,300.50,287.16,236.84,308.86,267.57,299.98,244.24,280.24,248.16,257.57,266.37,303.96,287.90,284.52,287.62,298.99,235.99,293.12,307.52,303.94,308.88,305.25,230.52,264.92,283.21,259.09,254.42,272.59,293.08,308.80,291.79,299.70,301.61,300.08,241.25,300.43,315.45
2004-10-18 21:59:11.702000,L5,501.59,387.79,389.65,399.28,392.46,386.93,383.75,386.37,392.48,389.20,385.20,386.78,391.86,390.63,391.19,386.33,384.71,384.98,385.49,393.41,387.55,381.40,386.79,390.47,400.49,399.37,401.98,411.39,403.94,397.81,386.44,382.30,381.68,391.53,392.04,394.03,387.28,378.16,371.23,371.06,371.04,375.96,374.35,377.26,377.88,381.95,378.82,382.95,395.51,379.92
2004-11-10 22:05:47.634000,L5,351.52,348.14,353.48,348.95,365.26,356.82,356.43,362.47,367.83,369.52,365.78,352.09,363.11,358.31,355.06,358.75,361.21,360.07,351.35,346.66,349.36,356.57,361.33,363.64,368.40,366.01,366.00,369.02,364.87,369.59,360.63,361.69,361.62,378.92,382.71,389.21,371.31,370.01,363.54,342.53,328.81,342.12,345.70,346.12,349.19,349.95,346.43,336.69,352.09,344.04
2005-01-13 22:06:52.927000,L5,517.66,403.69,392.99,395.70,400.66,395.63,394.94,389.00,382.73,378.57,376.39,382.91,495.18,387.67,367.13,378.61,394.43,392.52,398.86,393.13,393.44,393.40,397.26,401.57,408.47,420.33,422.62,409.56,394.97,382.15,377.51,381.51,383.03,372.94,375.63,377.21,374.85,372.52,374.31,377.29,374.61,380.04,392.86,402.64,388.11,378.79,392.77,399.85,408.09,403.69
2005-01-22 22:00:50.292000,L5,461.09,407.58,409.24,407.78,409.70,406.27,396.03,391.44,382.32,391.24,381.97,392.94,405.88,396.21,383.79,390.22,395.76,401.45,400.78,403.29,396.90,400.49,408.10,398.00,396.30,402.14,413.39,411.09,400.99,390.16,386.40,391.06,388.25,379.30,389.53,391.10,386.64,389.12,376.02,376.95,368.85,376.07,384.86,388.92,376.05,372.62,382.93,393.81,401.70,397.33
2005-02-07 22:01:03.020000,L5,,,,,278.21,224.35,298.75,306.25,231.73,,226.08,229.60,219.43,306.68,267.20,297.17,200.54,190.22,260.72,299.93,278.48,291.33,330.56,324.14,323.58,314.37,318.01,344.10,334.91,267.19,245.58,174.61,,,,,296.21,290.48,289.01,280.99,288.12,321.56,318.45,329.50,333.74,334.51,325.54,290.37,289.90,335.18
2005-02-14 22:07:21.106000,L5,369.58,379.26,386.22,385.69,382.49,381.64,374.60,376.52,377.96,387.32,379.17,372.44,377.38,374.22,368.92,370.16,371.48,373.29,376.01,374.53,377.75,379.12,385.55,395.50,400.24,400.98,402.90,397.89,393.08,391.01,373.52,370.57,368.19,363.32,371.15,364.72,357.29,356.86,352.21,356.93,359.90,367.86,374.99,373.91,382.46,381.86,389.78,385.15,383.81,380.40
2005-03-11 22:01:31.683000,L5,348.93,350.10,352.48,354.36,358.11,352.46,348.00,345.84,352.13,347.14,333.83,318.86,346.60,348.93,344.66,347.46,350.72,349.93,354.26,350.57,352.84,358.88,362.45,365.35,366.43,364.21,367.15,373.65,367.13,363.73,350.14,350.57,352.07,350.44,354.40,349.55,343.04,338.29,335.79,329.80,331.24,342.45,347.61,355.61,359.36,354.56,350.09,338.81,347.80,355.28
2005-05-14 22:01:54.308000,L5,,,,,,,,,,,199.08,223.86,303.97,305.66,302.41,309.13,232.29,264.32,273.99,256.58,301.25,319.36,247.91,257.99,267.32,298.94,325.34,336.56,328.99,232.17,298.83,301.26,196.26,310.76,324.04,309.20,314.30,306.05,297.20,278.60,278.66,306.55,291.61,293.81,307.84,318.13,305.52,219.51,218.16,289.92
2005-06-15 22:02:10.206000,L5,,,,,,,,,,,,224.27,205.05,221.63,286.18,301.38,202.32,262.87,275.04,241.53,263.27,303.03,283.36,233.43,190.04,293.53,296.84,331.75,322.68,229.76,280.44,163.24,,310.97,315.71,,313.03,302.93,285.66,268.76,276.14,301.40,287.49,295.69,294.60,308.86,298.43,209.27,231.78,160.85
2005-06-22 22:08:22.866000,L5,,,,,,,268.64,316.96,313.90,,,223.52,203.86,303.10,298.94,294.11,305.77,261.61,273.11,244.49,303.19,310.09,312.25,264.79,261.06,315.57,328.92,336.58,329.69,237.07,287.88,169.65,198.53,213.55,315.86,219.77,312.93,301.02,288.69,269.67,278.47,302.21,289.43,308.15,311.08,311.63,302.09,224.47,239.88,157.65
2005-08-09 22:08:46.932000,L5,,,,,,,,,,197.62,241.79,240.99,223.36,304.95,286.82,294.57,305.48,290.69,307.54,283.74,278.74,249.44,307.38,279.78,273.20,311.91,312.21,338.94,323.70,314.36,310.75,316.74,309.07,230.92,312.61,225.23,302.63,296.87,284.89,271.45,276.08,294.93,298.85,296.50,314.03,315.80,311.09,285.19,293.05,290.77
2005-08-25 22:08:52.862000,L5,324.15,312.42,,,,,,,312.41,319.93,257.05,248.18,222.06,307.34,296.32,301.32,314.06,300.21,315.22,310.36,298.73,243.89,308.05,298.84,305.92,314.59,323.14,333.38,318.43,315.48,301.71,273.90,274.48,223.95,311.23,290.55,300.03,293.39,269.24,291.07,280.86,301.34,303.40,305.99,315.35,318.34,313.86,298.75,305.61,308.28
2005-09-10 22:08:55.708000,L5,,,,,,,,,,191.63,252.52,250.71,222.35,240.27,284.01,297.67,305.45,289.08,312.66,298.04,274.24,232.47,267.51,265.82,300.51,314.85,315.50,323.95,326.72,322.69,306.67,281.40,307.95,228.79,308.32,188.19,297.56,287.67,282.47,267.83,274.70,298.69,294.81,293.07,310.86,314.55,309.40,299.43,304.54,302.75
2005-09-19 22:02:44.739000,L5,170.53,312.42,,,,,305.79,301.82,269.68,,302.18,271.81,307.61,303.05,263.82,274.21,282.95,285.62,323.03,320.42,316.93,322.35,323.80,315.41,323.89,321.96,316.65,324.33,325.40,331.57,309.04,314.45,313.87,312.24,309.79,310.01,306.44,303.73,295.85,291.02,271.14,288.04,283.65,288.07,313.73,318.51,311.25,309.66,312.57,312.72
2005-10-05 22:02:41.026000,L5,353.40,351.16,356.78,357.91,359.95,364.95,356.71,362.26,369.26,381.83,384.59,368.67,369.18,382.44,385.32,391.58,409.14,398.57,399.21,397.50,396.53,402.19,393.37,392.59,401.89,399.11,386.08,399.43,389.16,402.52,386.76,391.43,374.34,393.04,374.53,383.86,371.31,361.46,361.30,374.35,345.57,344.30,347.14,350.39,355.35,358.75,370.00,390.32,411.13,361.61
2005-11-06 22:02:46.848000,L5,370.99,388.44,383.47,384.07,385.79,387.43,372.41,377.82,381.13,380.87,375.17,382.30,391.66,380.41,375.05,376.89,380.24,380.05,384.34,395.30,399.61,391.77,399.67,396.64,395.84,391.12,388.21,391.30,391.30,379.15,370.55,367.87,372.98,375.77,383.25,379.96,379.93,371.19,368.55,369.04,368.96,375.15,374.40,383.12,376.81,376.92,381.48,388.07,391.92,369.45
2005-11-13 22:09:08.414000,L5,,,,,,,,,,216.79,258.69,250.98,318.97,318.47,316.57,303.48,322.64,320.77,324.35,323.61,321.98,330.61,333.79,336.49,336.10,335.22,340.18,356.33,356.52,351.14,336.18,335.90,334.51,340.36,342.97,334.33,333.28,316.99,308.26,306.91,289.23,317.49,310.76,315.34,317.46,332.56,330.61,326.17,323.32,312.40
2006-02-01 22:11:01.629000,L5,343.93,344.85,350.20,344.17,354.48,350.65,345.73,345.75,351.28,356.82,354.65,338.11,354.49,349.96,346.21,348.71,349.51,346.96,349.99,344.41,348.30,352.99,359.00,362.49,361.57,360.70,365.92,368.35,366.67,364.21,352.69,352.52,351.93,353.39,355.58,350.81,350.34,341.24,335.89,328.36,331.03,339.14,344.05,347.97,351.28,350.92,344.53,335.93,343.90,354.00
2006-02-17 22:11:22.491000,L5,343.02,346.30,350.40,347.83,354.10,352.02,350.03,348.96,353.10,354.60,348.50,337.73,349.45,349.58,344.60,346.37,349.88,344.06,345.61,347.40,348.76,352.78,360.38,364.28,364.46,362.92,366.80,370.96,369.22,362.71,352.89,349.89,347.13,348.42,352.26,345.43,341.80,338.56,331.70,323.48,323.35,338.54,342.44,353.00,357.62,350.03,346.57,341.98,341.24,352.73
2006-04-15 22:06:18.610000,L5,,,,,,,,,,,219.73,223.53,212.17,215.23,236.77,299.42,293.72,259.45,260.48,243.94,266.29,223.37,251.60,252.33,291.46,294.76,296.98,312.17,320.17,243.82,296.87,161.81,252.77,268.20,313.65,206.86,236.95,270.35,245.56,251.65,261.69,293.87,287.97,269.52,293.14,283.50,293.06,286.46,293.44,282.17
2006-06-25 22:13:31.961000,L5,,,,,,,,,,,220.55,144.81,215.23,292.95,221.55,289.03,206.93,260.03,270.84,241.98,265.79,248.04,230.40,248.93,292.03,298.81,298.39,287.33,290.15,232.96,298.58,171.31,259.49,274.77,274.99,203.92,295.02,284.67,238.45,247.91,270.53,,276.66,292.81,306.10,301.27,305.36,,,288.39
