dates,satname,nzd0155-0000,nzd0155-0006,nzd0155-0007,nzd0155-0008,nzd0155-0001,nzd0155-0002,nzd0155-0003,nzd0155-0004,nzd0155-0005
1999-09-27 22:04:48.949000,L7,281.62,311.57,294.73,257.45,,,,,
2000-01-10 21:58:52.465000,L7,288.82,,,,257.13,,,,
2000-02-18 22:04:29.218000,L7,303.89,,,281.52,273.52,252.06,266.01,257.62,
2001-01-03 22:02:12.432000,L7,289.35,,,,251.52,,,,
2001-01-12 21:56:06.772000,L7,,297.54,287.72,,,,,310.32,299.46
2001-01-12 21:56:30.696000,L7,298.11,299.84,290.08,,248.21,,310.54,311.53,302.05
2001-09-25 21:54:28.694000,L7,298.80,,,,251.37,,,,
2001-10-11 21:53:46.024000,L7,306.58,,,,266.51,304.16,271.01,255.16,
2002-02-16 21:54:54.191000,L7,282.70,292.54,,,,,,307.43,300.10
2002-10-14 21:53:43.769000,L7,298.07,,299.53,261.99,251.97,,,,
2003-01-18 21:54:06.301000,L7,300.32,304.66,293.56,,,,,,
2003-01-25 22:00:18.779000,L7,303.08,,,,,,,,
2003-08-13 21:48:45.123000,L5,,304.36,288.35,,,,,308.34,297.60
2003-10-25 21:43:40.253000,L5,,316.68,302.33,265.42,,,306.54,311.23,316.85
2003-10-25 21:44:04.226000,L5,,314.44,298.55,209.34,,,,269.51,314.17
2003-11-17 21:50:09.452000,L5,,289.02,270.80,,,,,,285.07
2004-02-14 21:44:33.705000,L5,,304.48,269.19,,,,,,297.94
2004-02-14 21:44:57.678000,L5,,307.13,276.11,,,,,,301.33
2004-02-21 21:50:47.082000,L5,,308.00,291.22,260.46,,,,308.74,303.67
2004-04-18 21:45:25.586000,L5,289.57,297.30,283.50,,236.20,,,299.65,296.15
2004-04-18 21:45:49.558000,L5,,300.08,249.38,,,,,302.01,299.13
2004-07-23 21:48:09.192000,L5,,304.08,,,,,,,300.00
2004-07-23 21:48:33.165000,L5,,309.50,288.75,,,,,279.00,308.78
2004-09-25 21:49:43.196000,L5,285.29,304.54,,,,,,294.29,303.42
2004-09-25 21:50:07.312000,L5,,306.89,,,,,,303.19,258.25
2004-11-03 21:56:42.977000,L5,,312.18,290.75,,,,,319.59,312.83
2005-01-15 21:51:45.464000,L5,,301.35,,,,,,297.71,299.49
2005-01-15 21:52:09.437000,L5,276.33,,,,,,,,
2005-03-11 21:58:44.158000,L5,284.35,,,,,,,,
2005-03-20 21:52:38.190000,L5,311.24,297.30,,,258.78,255.16,,304.65,300.22
2005-10-30 21:53:39.558000,L5,,312.78,,,,,,321.03,308.80
2005-11-15 21:54:26.309000,L5,,309.88,,,,,,323.99,310.15
2006-02-03 21:55:55.062000,L5,278.45,,,,,,,,
2006-02-03 21:56:19.035000,L5,287.23,295.16,,,,,,297.52,300.25
2006-02-19 21:56:15.936000,L5,279.56,,,,,,,,
2006-02-19 21:56:39.909000,L5,279.51,,,,,,,,
2006-04-08 21:57:12.628000,L5,,251.48,279.03,,,,,299.46,299.58
2006-11-25 22:06:43.926000,L5,304.38,,,,248.66,,,,
2008-12-25 21:50:10.387000,L5,,307.20,,,,,,307.92,312.88
