dates,nzd0558-0000,nzd0558-0001,nzd0558-0002,nzd0558-0003,nzd0558-0004,nzd0558-0005,nzd0558-0006,nzd0558-0007,nzd0558-0008,nzd0558-0009,nzd0558-0010,nzd0558-0011,nzd0558-0012,nzd0558-0013,nzd0558-0014,nzd0558-0015,nzd0558-0016,nzd0558-0017,nzd0558-0018,nzd0558-0019,nzd0558-0020,nzd0558-0021,nzd0558-0022,nzd0558-0023,nzd0558-0024,nzd0558-0025,nzd0558-0026,satname
1999-10-04 22:14:13+00:00,,,,,,,,,,,,,,,,,,282.64,,,,228.14,,,,,,L7
1999-12-07 22:14:05+00:00,293.91,301.95,309.95,,,,,,,,,,,,,,,282.64,,,,228.14,,,,,,L7
2000-04-20 22:19:15+00:00,293.91,301.95,309.95,,,,,,,,,,,,,,288.99,284.05,,,,222.72,,,,,187.31,L7
2000-05-15 22:12:54+00:00,281.39,292.28,309.27,273.33,,256.63,,250.23,269.97,,,,,,,,288.99,284.05,,,,222.72,,,,,187.31,L7
2000-06-07 22:18:48+00:00,287.33500000000004,283.13,302.83,280.96500000000003,296.86,271.345,294.23,250.23,269.97,,,,,,,,288.99,284.05,,,,219.365,,,,,187.31,L7
2000-09-04 22:11:34+00:00,283.4066666666667,284.46,301.0,287.66,283.71500000000003,271.345,294.23,250.23,269.97,,,,259.95,,,,288.99,284.05,,,298.72,219.365,,,,,174.66,L7
2000-09-20 22:11:38+00:00,277.8675,281.045,294.11249999999995,287.66,276.62666666666667,269.66,276.68,259.4,284.79,298.06,291.43,,266.53,300.14,194.5,,271.48,284.05,,,298.72,219.365,,,276.58,,174.66,L7
2000-09-27 22:17:24+00:00,277.8675,281.045,294.11249999999995,282.8475,274.28,267.97,277.8866666666667,270.3566666666666,289.8966666666667,295.855,281.16499999999996,282.75,277.3433333333333,295.565,194.5,,271.48,284.05,,,298.72,219.365,,,276.58,,174.66,L7
2001-02-11 22:11:36+00:00,274.3233333333333,289.1366666666667,285.3949999999999,284.73,266.7533333333333,264.595,269.71500000000003,280.41999999999996,299.86,295.855,281.16499999999996,282.75,277.3433333333333,295.565,194.5,,253.97,,,,298.72,,,,276.58,,162.01,L7
2001-07-05 22:10:09+00:00,286.17,309.49,242.65,,,,,,,,277.17,289.4,299.78,281.23,,,,,,,,,,,,,,L7
2002-03-18 22:09:57+00:00,,,,,,,,,,,,,,270.79,164.9,260.08,241.82,246.46,,,260.64,177.0,,,,,,L7
2003-10-07 21:58:59+00:00,304.68,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-12-26 21:59:54+00:00,310.20000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-03-31 22:00:23+00:00,310.20000000000005,,,,,,,239.42,253.25,,,,,259.84,,,286.65,279.79,254.33,,,207.21,,284.33,292.68,287.16,305.96,L5
2004-05-02 22:00:57+00:00,301.625,,,,,,,239.42,253.25,,,,,259.84,,,286.65,279.79,254.33,,,207.21,,284.33,292.68,287.16,305.96,L5
2004-05-18 22:01:26+00:00,309.3066666666667,,,,,,,239.42,253.25,,,,,259.84,,,286.65,279.79,254.33,,,207.21,,284.33,292.68,287.16,305.96,L5
2004-07-05 22:03:15+00:00,310.7866666666667,,,285.75,,,,239.42,253.25,,,,,259.84,,,286.65,279.79,254.33,,,207.21,,284.33,292.68,287.16,305.96,L5
2004-07-21 22:03:15+00:00,316.1175,,,285.75,,,,239.42,253.25,,,,,259.84,,,286.65,279.79,254.33,,,207.21,,284.33,292.68,287.16,305.96,L5
