dates,satname,nzd0558-0000,nzd0558-0001,nzd0558-0002,nzd0558-0003,nzd0558-0004,nzd0558-0005,nzd0558-0006,nzd0558-0007,nzd0558-0008,nzd0558-0009,nzd0558-0010,nzd0558-0011,nzd0558-0012,nzd0558-0013,nzd0558-0014,nzd0558-0015,nzd0558-0016,nzd0558-0017,nzd0558-0018,nzd0558-0019,nzd0558-0020,nzd0558-0021,nzd0558-0022,nzd0558-0023,nzd0558-0024,nzd0558-0025,nzd0558-0026
2005-07-24 22:09:02.355000,L5,,204.87,249.13,224.69,229.15,221.35,243.81,264.71,277.89,265.22,,,175.27,258.52,286.11,277.10,301.04,313.13,296.30,266.14,256.49,262.75,189.21,284.16,289.44,,
2005-08-09 22:08:46.932000,L5,315.59,352.36,341.19,355.28,349.90,359.08,378.05,369.29,368.80,386.29,396.03,374.41,390.87,381.56,393.67,392.15,528.64,495.64,516.16,479.68,434.24,360.05,378.90,384.70,397.24,410.40,480.63
2005-08-09 22:09:10.905000,L5,316.36,347.71,340.75,353.77,355.50,364.89,377.01,378.04,372.95,395.88,405.35,387.20,393.51,397.72,393.51,385.17,522.74,507.17,521.43,489.04,351.61,366.53,376.25,391.86,411.68,415.47,490.60
2005-08-25 22:08:52.862000,L5,202.39,237.17,262.20,255.18,260.21,258.98,274.78,286.40,292.19,290.78,275.34,271.12,255.49,260.80,300.53,,195.31,190.70,183.72,180.90,178.51,259.21,186.50,190.64,155.54,,
2005-08-25 22:09:16.835000,L5,180.92,221.31,247.22,239.83,249.81,249.36,264.57,276.74,287.11,280.60,254.34,253.31,234.69,168.35,200.26,,,,,,,,,,,,
2005-09-10 22:08:55.708000,L5,286.31,334.50,318.18,322.23,320.73,331.52,342.88,348.62,348.56,353.47,359.04,363.32,366.81,354.67,361.44,353.05,357.36,363.75,373.64,355.17,330.73,344.96,349.97,362.37,376.87,400.39,466.55
2005-10-28 22:09:12.238000,L5,293.54,319.86,303.77,309.10,309.68,315.93,323.44,321.33,324.56,330.76,337.44,338.14,353.10,348.44,347.46,350.36,350.45,359.49,366.33,347.14,322.38,333.07,341.65,353.49,367.08,370.56,449.35
2005-11-13 22:09:08.414000,L5,297.29,331.98,327.62,327.28,326.68,335.71,340.24,333.98,336.18,343.21,339.44,341.90,355.86,349.38,358.25,360.33,356.46,367.36,372.19,341.82,322.26,332.14,344.23,354.02,375.44,369.22,451.51
2005-11-13 22:09:32.387000,L5,292.24,327.29,320.85,323.31,319.72,331.00,336.30,328.26,327.96,338.00,333.38,336.27,353.88,345.63,356.02,355.70,354.09,364.26,368.12,334.17,317.16,328.88,340.20,352.19,370.13,367.24,451.60
2006-01-23 22:16:59.639000,L5,,,280.23,288.32,281.41,276.61,301.00,298.43,298.59,302.08,,,,,,,,,,,,,,,,,
2006-02-01 22:11:01.629000,L5,277.02,319.03,303.19,303.20,302.68,302.98,313.78,317.44,319.77,325.15,318.58,311.14,334.97,335.22,340.31,340.89,341.12,347.29,353.19,330.24,305.24,314.44,320.80,336.81,346.77,421.02,468.21
2006-02-08 22:17:21.928000,L5,,,,,,,,,,,,,,,,,,,,255.32,245.69,259.22,266.45,280.87,280.26,283.25,288.15
2006-02-17 22:11:22.491000,L5,324.34,357.52,349.80,354.25,352.04,356.85,364.71,364.14,363.24,363.42,368.46,371.93,385.15,374.32,365.46,376.70,500.31,492.41,524.99,492.42,343.94,355.29,367.78,379.52,416.36,431.88,485.04
2006-04-13 22:18:38.042000,L5,,,,,,,,379.18,433.61,483.71,515.04,334.61,346.53,337.34,339.71,334.20,334.33,336.85,335.43,282.56,266.71,277.04,,,,,
2006-04-22 22:12:36.093000,L5,293.30,314.25,318.72,336.03,322.71,339.50,338.48,339.68,337.14,345.55,351.02,352.04,358.96,344.74,349.46,354.08,356.55,362.70,368.69,345.38,328.49,333.99,339.88,352.60,362.57,386.38,471.28
2006-04-29 22:18:53.476000,L5,329.33,267.50,276.52,283.78,274.41,280.96,293.94,,,,,,,,,,,,,,,,,,,,
2006-05-31 22:19:19.777000,L5,,,,,,,,,,,,,,,,,,,241.99,216.93,215.70,212.45,226.53,232.62,223.74,240.81,240.92
2006-07-27 22:13:58.731000,L5,332.03,346.81,341.81,345.13,352.91,369.95,378.56,380.33,390.43,391.37,399.44,403.97,406.50,400.18,383.52,396.04,490.64,485.46,,494.49,499.86,367.39,373.10,388.62,427.11,437.03,
2006-08-03 22:20:15.113000,L5,,,,,,,,,,,,,,,,,,,,,271.58,273.76,285.26,303.15,319.37,307.25,327.25
2006-08-28 22:14:23.601000,L5,310.76,330.96,341.49,361.42,372.87,386.16,388.35,395.16,397.78,403.24,406.92,399.90,408.60,400.33,396.86,398.65,404.83,504.13,,,367.94,381.20,385.11,393.87,412.82,511.98,
2006-08-28 22:14:47.574000,L5,309.68,329.28,341.20,361.47,374.44,387.52,392.39,392.05,397.15,405.59,410.40,403.94,408.51,401.83,397.89,397.28,404.82,511.64,,,364.25,383.00,387.31,395.43,416.11,512.80,
2006-09-20 22:20:51.034000,L5,,,,,,,,,357.55,436.46,372.26,502.29,516.12,364.74,362.02,354.52,356.12,357.39,350.17,300.40,287.81,300.26,308.22,,,,
2007-02-04 22:15:45.266000,L5,297.34,346.74,320.04,313.25,312.33,315.74,318.64,321.84,324.52,327.15,322.13,330.38,344.75,345.51,354.77,350.16,357.79,367.33,371.33,351.98,328.70,333.18,343.85,352.09,379.21,428.17,485.63
2008-10-20 22:05:05.306000,L5,,,,,,,,,,,,,,,,,,,,,,183.69,257.83,270.70,277.74,278.41,288.08
2008-10-27 22:10:37.958000,L5,299.30,302.41,318.48,321.59,319.84,334.38,338.41,335.17,331.32,336.66,342.45,345.08,352.41,341.53,340.28,333.04,335.85,339.72,330.14,282.21,271.01,276.97,282.35,290.18,290.61,287.27,293.38
2008-12-23 22:05:16.170000,L5,,214.20,283.12,293.20,292.60,291.51,288.69,295.66,300.54,302.50,301.14,298.85,321.05,320.08,330.75,328.34,328.58,333.65,342.86,309.46,293.34,301.48,312.61,321.65,,,
2009-02-09 22:06:55.604000,L5,295.26,347.88,332.14,347.73,369.84,336.93,335.63,329.01,330.82,333.35,339.62,341.52,349.24,350.93,348.13,349.98,349.68,359.39,367.06,339.08,318.79,332.45,338.49,354.84,365.68,405.88,444.34
2010-02-12 22:12:05.723000,L5,291.66,317.43,304.21,305.82,342.94,491.52,369.33,415.55,464.05,468.83,518.37,340.29,358.02,363.44,366.82,362.47,360.15,365.25,382.44,344.25,320.19,330.18,339.90,350.19,370.78,364.59,404.96
2010-10-10 22:11:11.716000,L5,309.67,340.59,327.34,333.66,340.01,348.52,349.92,357.29,363.44,368.32,376.77,376.70,382.17,372.59,367.74,372.93,499.91,458.85,520.09,480.75,347.50,359.51,366.70,371.43,395.68,419.38,479.09
2010-11-27 22:10:35.713000,L5,301.06,337.41,311.17,310.41,312.18,313.10,318.33,320.63,322.04,331.17,337.57,333.89,342.02,344.88,348.37,346.92,345.68,352.68,360.66,340.77,321.25,332.01,335.09,347.68,356.49,357.30,442.98
2010-12-13 22:11:01.179000,L5,286.25,334.24,303.94,305.55,306.13,310.94,316.96,317.85,319.78,320.79,325.33,331.33,339.00,342.11,345.48,345.34,347.88,357.43,361.19,331.43,316.06,326.49,333.05,346.58,358.03,361.86,443.41
2011-01-21 22:16:54.354000,L5,356.15,335.58,353.14,359.02,365.11,372.96,371.08,378.03,377.99,379.42,384.14,385.00,398.54,388.31,384.75,381.92,455.37,,495.40,451.64,393.59,318.15,322.71,335.24,381.19,,
2011-02-06 22:16:56.485000,L5,348.65,331.36,357.74,368.02,366.67,374.68,376.40,366.58,368.93,376.80,371.66,377.54,377.94,365.84,369.90,365.46,465.96,408.16,489.75,449.76,282.33,293.80,301.50,307.19,358.75,384.87,403.76
2011-03-03 22:11:08.609000,L5,295.83,325.77,336.67,335.47,336.34,349.04,355.25,340.60,344.83,345.11,349.97,358.81,363.18,360.30,363.57,358.10,364.03,371.18,379.68,341.45,327.20,343.66,348.72,361.14,370.04,370.63,380.23
2013-09-23 22:28:51.997000,L8,297.79,305.22,327.76,325.49,325.63,327.47,328.30,326.03,324.64,321.18,315.18,317.06,329.68,325.66,323.69,321.02,319.10,322.45,319.50,273.75,258.56,263.00,263.55,273.25,280.11,341.59,389.01
2013-10-02 22:22:40.460000,L8,294.83,302.96,321.46,321.86,327.56,336.30,332.08,338.05,340.87,348.21,340.52,340.26,353.79,346.78,338.09,344.82,332.72,388.06,388.81,342.44,335.39,334.05,342.69,350.11,400.62,397.25,423.49
2013-10-18 22:22:37.411000,L8,283.90,291.40,306.75,311.00,308.29,304.66,299.35,303.80,309.97,314.95,305.84,305.11,305.76,310.92,312.88,315.59,315.07,319.14,333.55,320.01,277.16,293.54,294.94,301.48,320.12,315.98,434.64
2013-11-19 22:22:25.407000,L8,289.89,301.51,315.16,311.94,307.80,314.97,313.20,315.75,316.99,318.58,317.28,313.07,319.46,315.56,331.38,327.31,327.26,328.06,337.83,319.48,306.48,310.44,315.92,329.00,341.73,334.86,432.94
2013-11-26 22:28:34.840000,L8,297.42,303.65,323.56,325.39,324.11,324.42,330.29,325.52,322.12,319.40,311.41,316.06,325.07,321.83,325.20,318.23,313.26,315.60,308.85,263.03,249.85,255.42,252.16,268.44,274.16,269.05,275.81
2013-12-28 22:28:23.669000,L8,347.75,358.01,373.35,366.87,366.12,370.06,370.25,367.62,362.70,375.38,360.15,368.70,388.18,387.83,366.61,344.02,345.00,374.93,393.20,288.84,273.02,281.87,282.64,292.94,339.77,340.48,387.49
2014-02-23 22:21:32.043000,L8,,,,,244.87,246.63,241.95,265.36,278.84,286.48,280.66,263.25,267.22,221.96,288.87,256.27,281.94,297.49,266.62,218.60,228.15,247.14,267.71,292.57,299.53,300.03,307.75
2014-03-11 22:21:19.920000,L8,309.36,341.51,335.83,342.86,338.47,380.45,375.03,382.01,385.00,384.89,389.05,398.69,405.68,396.53,395.36,393.42,391.52,390.43,490.06,463.11,356.17,372.32,387.12,394.80,408.84,408.56,447.65
2014-04-12 22:20:49.109000,L8,310.31,356.08,333.16,339.14,356.77,380.14,386.17,358.91,355.88,396.68,388.25,390.66,406.59,395.46,397.56,392.31,390.91,395.81,484.59,462.00,415.64,377.04,390.18,405.71,411.87,412.99,446.72
2014-05-05 22:26:35.984000,L8,324.40,371.08,383.75,390.41,355.04,366.48,368.61,350.54,345.49,355.02,354.58,355.41,356.03,348.68,342.38,331.66,330.00,324.48,331.47,291.16,276.58,285.24,281.55,299.29,298.32,287.60,308.13
2014-07-17 22:20:39.943000,L8,327.84,354.19,352.60,348.71,353.38,363.53,371.62,365.77,377.90,382.04,390.50,397.54,399.38,386.65,382.71,369.78,389.55,386.72,483.47,471.29,329.33,355.22,385.99,400.05,399.31,406.54,451.99
2014-07-17 22:21:03.910000,L8,328.69,354.05,352.43,349.28,354.73,365.39,374.67,368.72,378.15,385.44,393.71,399.20,404.14,389.83,386.57,352.87,392.44,391.27,499.91,473.89,333.95,373.67,389.25,401.21,403.33,408.67,459.46
2014-08-02 22:20:46.799000,L8,314.74,325.17,336.43,340.92,351.08,360.72,359.09,360.14,367.76,396.47,395.08,401.98,407.06,405.43,399.34,394.50,389.57,517.88,477.46,513.50,494.73,380.17,397.19,357.36,409.89,475.72,
2014-08-02 22:21:10.767000,L8,313.45,323.38,335.45,341.37,351.19,360.22,357.91,359.41,368.85,394.43,394.95,403.68,407.59,406.16,400.99,394.96,345.98,518.16,478.77,514.00,407.71,353.93,398.42,357.52,410.35,477.27,
2014-08-18 22:20:51.886000,L8,248.53,263.97,283.68,277.29,263.01,271.88,269.75,282.98,293.24,298.50,283.74,265.31,289.17,289.99,314.59,315.93,313.02,319.66,319.17,301.30,278.01,274.81,306.46,298.41,315.61,307.87,324.15
2014-08-18 22:21:15.849000,L8,326.18,314.03,333.12,340.51,354.63,369.65,385.87,394.44,384.87,400.15,402.34,404.85,415.99,401.41,398.86,400.37,396.69,485.21,499.88,447.55,372.36,392.46,464.74,407.40,414.06,403.94,512.08
2014-09-03 22:20:54.579000,L8,247.11,180.86,192.58,,,,191.35,211.70,291.22,295.06,226.75,231.66,232.41,282.24,300.13,302.87,306.31,306.47,319.58,298.50,280.33,272.50,287.52,299.29,314.32,307.81,319.66
2014-09-19 22:20:54.477000,L8,288.11,345.28,351.17,324.74,323.26,326.51,313.25,453.39,523.84,450.19,389.56,338.47,322.28,317.77,327.24,336.32,324.32,328.29,338.76,326.48,316.51,326.18,328.25,324.23,336.57,316.80,331.48
2014-09-19 22:21:18.444000,L8,286.33,334.09,348.08,323.84,321.53,325.19,312.44,364.96,512.46,448.02,342.00,338.39,317.12,317.29,327.31,335.51,324.49,328.44,338.99,325.73,315.01,325.40,327.62,323.89,336.37,316.51,331.80
2014-10-12 22:27:11.441000,L8,293.93,301.37,323.09,324.66,324.10,323.45,327.60,324.98,324.46,319.27,312.94,315.02,326.93,321.16,322.50,317.65,313.02,311.51,309.19,268.76,254.70,261.87,261.86,270.76,276.72,269.39,382.82
2014-10-28 22:27:08.358000,L8,299.28,306.37,327.43,330.13,327.36,327.99,331.62,328.75,326.17,323.76,313.17,318.26,330.28,327.35,332.44,321.88,317.19,316.34,312.39,269.18,256.15,263.25,264.08,271.58,280.75,271.05,386.52
2014-11-06 22:21:01.126000,L8,284.96,293.18,307.32,307.36,307.10,310.63,309.65,310.34,311.83,313.97,310.44,303.32,310.56,314.12,322.25,326.80,322.97,324.58,333.58,321.71,305.73,306.95,314.88,322.06,333.72,400.54,434.01
2014-12-15 22:27:04.889000,L8,361.99,356.26,364.62,363.97,366.66,374.18,378.40,367.17,359.42,366.23,359.77,365.39,374.12,355.22,384.52,387.70,374.16,374.14,465.91,438.12,433.79,279.56,285.95,292.55,349.11,349.46,389.24
2014-12-31 22:26:59.445000,L8,313.45,329.28,350.32,348.75,349.10,392.89,410.42,400.46,395.35,399.57,405.53,395.92,400.12,390.49,381.18,335.83,332.60,337.78,330.50,289.23,277.72,283.50,284.27,289.87,298.70,286.49,297.49
2015-01-16 22:26:59.157000,L8,351.35,361.60,380.70,396.84,397.03,403.08,396.18,389.91,359.37,357.44,358.25,366.04,364.87,354.56,376.23,368.58,338.56,367.07,339.20,286.73,273.73,282.45,278.93,290.06,328.64,329.06,374.84
2015-03-14 22:20:23.206000,L8,304.16,359.38,330.23,350.45,370.62,362.98,379.85,365.55,384.41,387.05,392.53,391.59,402.35,398.98,395.72,393.05,391.90,402.79,475.85,472.73,365.86,375.28,393.94,400.58,403.45,407.00,444.29
2015-03-14 22:20:47.169000,L8,303.40,358.68,330.18,350.26,370.74,380.36,379.77,384.89,384.87,359.35,392.71,392.48,403.74,399.66,397.26,393.40,393.20,501.52,496.15,473.15,366.82,376.16,394.00,402.32,404.35,407.98,444.82
2015-04-06 22:26:20.815000,L8,374.11,378.70,403.51,399.49,408.94,420.32,421.32,415.35,411.04,412.39,420.39,413.94,422.99,409.73,398.08,390.52,379.52,356.30,497.79,447.39,331.96,312.41,309.47,343.43,353.78,466.38,
2015-07-11 22:26:29.559000,L8,,,,228.64,251.94,249.91,277.42,265.87,281.36,253.65,,169.72,243.69,282.76,294.56,285.25,277.41,286.71,245.19,200.17,204.10,178.01,203.35,223.83,221.62,240.82,242.12
