dates,satname,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0048,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113
2011-09-04 22:00:51.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.10,311.05,352.57,344.94,359.11,347.14,351.31,388.90,413.27,378.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.83,391.59,334.34,,,,,,,,,,,,,,,,357.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:08:15.067000,L8,,,,,,,,,,,,,409.34,393.54,418.75,429.27,422.79,403.82,378.76,395.36,420.66,397.65,,,,414.77,414.30,414.08,400.93,350.50,363.06,381.88,367.74,393.00,401.69,396.34,406.61,389.36,422.18,415.01,400.88,416.08,415.98,427.91,,423.26,420.69,408.42,397.56,400.08,409.05,404.45,399.91,390.36,398.89,,,,,,,,,,,369.20,397.10,387.07,378.07,398.95,401.97,412.61,409.75,426.79,384.42,368.64,391.82,364.85,395.52,409.36,,,,373.77,370.80,366.32,372.95,389.09,391.79,404.06,406.28,381.13,401.88,404.98,419.33,403.39,396.31,399.96,431.18,,,,418.19,407.78,412.57,402.12,399.03,391.91,397.38,397.04,388.49,394.00,406.57,
2013-04-27 22:07:47.557000,L8,,,,311.22,313.85,330.91,342.25,350.85,354.05,355.72,369.72,378.58,375.69,365.50,369.70,364.22,367.97,363.31,,294.03,365.75,351.72,362.67,352.08,364.08,357.16,351.57,330.73,332.62,316.76,311.88,347.21,,,,351.87,373.00,,,,,362.08,376.94,406.28,406.89,402.04,404.87,386.97,314.58,327.01,361.13,324.04,310.73,313.28,348.83,340.17,362.39,406.57,396.45,397.23,,353.48,337.69,402.79,406.38,347.53,368.01,353.28,354.81,347.47,379.24,365.21,380.07,390.01,315.31,346.59,343.18,345.28,353.33,305.27,407.57,356.68,370.24,349.72,343.87,326.98,342.24,374.99,388.43,358.92,,,350.55,373.22,395.69,347.33,335.05,355.72,403.09,332.99,306.63,367.67,397.02,334.91,363.92,329.42,335.60,329.73,316.00,304.16,304.43,,,
2013-05-13 22:07:59.284000,L8,,,,,,,310.23,314.75,313.61,335.50,355.05,362.87,356.68,351.95,358.15,355.61,352.30,349.31,,,344.01,327.85,347.58,349.35,346.33,344.39,336.76,331.52,319.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:08:05.425000,L8,329.45,322.67,340.69,331.16,334.61,350.66,360.62,368.67,378.13,380.13,394.26,395.52,396.75,389.30,392.65,390.96,390.45,389.21,334.35,390.60,383.96,365.74,382.30,386.80,383.97,377.74,371.53,366.20,355.25,343.72,358.07,372.95,348.00,360.77,366.33,390.27,403.20,389.22,422.52,403.24,411.14,412.08,409.98,413.03,418.20,421.84,415.73,407.17,381.78,392.31,407.89,391.07,398.73,406.21,401.25,422.91,387.03,428.51,415.10,424.62,410.71,410.80,408.50,418.41,409.95,365.67,389.98,375.29,396.12,393.72,397.58,405.77,410.41,420.81,370.29,377.22,392.16,377.57,395.02,408.99,422.19,407.11,381.68,368.47,365.89,354.96,365.04,392.85,408.16,401.26,416.70,391.60,388.85,407.95,405.09,392.92,392.97,411.39,431.79,408.45,353.45,413.46,407.97,405.69,401.16,406.17,403.39,394.67,405.83,412.22,391.20,391.14,,
2013-06-05 22:14:15.215000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.69,359.42,371.31,360.79,375.24,364.21,353.67,304.07,,,,,,,,,,,,,,,,,,,,,,,402.61,407.42,384.22,342.29,329.76,341.67,,,,,,,,401.21,388.37,342.05,339.60,396.87,392.60,397.96,416.29,380.59,,,,,,,,,,,,,,,,,,,,,,
2013-06-21 22:14:07.263000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.18,405.40,396.65,,,,,,,,,,,,,,,,382.59,360.04,334.10,334.78,332.28,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07 22:14:12.167000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.60,366.24,361.24,351.57,329.70,335.45,328.05,334.88,296.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08 22:14:13.655000,L8,,404.78,296.54,259.60,283.35,,,,,,,,,,,,,,,,,,,,,,,332.41,397.67,297.75,289.82,324.34,311.58,329.92,373.52,407.97,369.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.36,331.75,314.79,,,,,,,,,,,,,,,,310.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17 22:08:03.120000,L8,,,,,,,,309.21,311.85,329.61,355.24,359.84,354.09,351.17,357.11,353.27,348.60,349.66,,,345.41,320.68,348.89,344.89,339.07,336.17,323.13,307.49,266.41,,,,,,,,,,,,,,,,,,,,,,,,,,,334.02,348.48,356.96,336.85,,,,325.95,401.41,394.65,,,,,,,,,,,,,,,,392.54,355.17,337.51,,,,,,,,,,,,,,,,,316.01,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,,,302.89,315.64,313.65,331.07,340.52,344.70,348.99,351.33,364.58,368.99,369.36,360.27,369.32,362.70,363.04,366.73,,,360.40,337.27,363.13,362.28,362.50,354.54,350.89,339.74,327.63,309.98,319.84,343.68,324.10,324.09,333.01,351.81,365.65,,,,,359.56,387.40,399.88,404.19,400.45,394.96,373.90,334.32,327.46,354.34,326.09,326.42,340.81,371.24,370.23,362.24,407.19,389.50,313.67,,317.60,329.72,401.55,395.13,295.00,364.84,350.54,348.51,330.88,377.13,355.01,372.29,382.91,324.36,335.32,343.95,340.39,352.93,306.20,383.81,356.02,334.68,347.04,346.08,340.66,348.57,,,,,,352.45,362.97,386.94,341.40,330.25,342.37,408.87,329.89,,381.84,394.76,383.03,350.14,315.88,308.57,,,,,,,
2013-10-11 22:14:05.547000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.91,364.36,390.70,357.38,,,,,,395.10,342.83,398.71,,,,,,,,,,,,,,,,,,421.74,420.45,405.62,,,,,,,,,,,,,,,,390.85,372.78,371.18,371.95,381.46,392.77,400.51,387.51,367.62,,,,,,,,,,,,,,,,,,,,,,
2013-10-27 22:13:55.805000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.23,413.10,396.76,386.54,397.77,394.60,384.74,380.20,373.32,360.27,354.04,348.36,341.84,336.29,331.76,324.79,320.23,318.18,,,,,,,,,,,,,419.47,303.83,,,,,,,,,,,,,,,402.63,386.10,387.57,390.70,397.88,411.70,417.09,408.35,380.54,304.32,316.81,304.40,,,,,,,,,,,,,,,,,,,
2013-11-05 22:07:46.855000,L8,350.91,337.73,350.60,346.26,352.07,372.22,383.50,406.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.23,407.31,397.20,,,,,,423.60,402.53,404.78,433.26,407.98,425.75,,,,,381.02,373.95,371.00,376.76,405.28,410.42,414.65,430.35,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:13:56.157000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.14,422.58,403.60,394.71,405.12,400.18,401.24,383.41,378.37,370.42,349.02,354.35,346.07,341.75,335.65,328.99,331.44,329.89,,,,,,,,,,,,,,307.75,,,,,,,,,,,,,,,410.04,399.95,397.81,398.71,415.11,426.80,429.27,423.27,390.79,315.26,326.25,313.23,,,,,,,,,,,,,,,,,,,
2013-11-21 22:07:37.752000,L8,355.16,342.89,353.55,347.89,352.20,371.66,382.31,424.43,404.35,398.73,415.87,419.66,416.42,407.78,408.58,409.39,405.80,403.22,391.35,412.18,405.93,390.57,413.56,414.61,410.38,401.61,399.30,388.88,371.47,365.03,372.97,386.20,370.69,384.17,391.93,407.84,415.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.05,409.16,400.72,,,,,,,,,,,,,,,,386.01,374.29,372.56,382.16,405.95,412.39,419.08,,,,,,,,,,,,,,,,,,410.98,407.94,415.60,413.52,414.81,420.96,410.43
2013-12-14 22:13:45.545000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.70,419.49,399.26,393.53,405.66,396.20,396.94,384.65,379.53,366.98,350.88,349.25,343.34,339.11,333.97,326.71,327.21,324.23,,,,,,,,,,,,,430.91,309.49,,,,,,,,,,,,,,,413.14,393.95,395.03,397.43,407.38,427.21,,414.06,388.42,314.68,319.76,311.84,,,,,,,,,,,,,,,,,,,
2013-12-30 22:13:37.297000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.47,419.90,393.03,395.28,404.25,395.37,398.51,383.96,378.52,366.86,348.13,348.08,341.89,337.99,334.95,324.06,327.24,328.46,,,,,,,,,,,,,428.10,307.80,386.44,377.04,,,,,,,,,,,,,409.76,398.77,395.22,396.91,411.44,425.61,427.21,412.62,387.23,314.83,321.55,312.49,,,,,,,,,,,,,,,,,,,
2014-01-08 22:07:19.116000,L8,337.45,324.57,339.10,334.09,336.61,347.62,393.52,375.18,383.96,,,391.20,402.03,391.40,393.37,393.15,391.67,392.00,325.80,393.17,388.70,373.78,388.88,391.89,391.64,381.07,374.75,368.50,354.36,344.20,358.05,359.78,361.84,355.43,408.34,298.25,317.84,,,,,,,,,,418.82,408.42,407.36,411.21,410.48,406.33,404.51,399.77,402.59,,,,,,417.25,399.18,395.52,409.55,404.62,368.48,381.99,359.52,,,,,,,,,,,,,412.63,389.72,415.25,371.68,367.56,364.11,374.60,395.76,427.72,,,,409.90,403.86,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:07:09.509000,L8,338.52,326.67,339.84,336.37,339.59,358.57,372.32,377.42,386.02,393.90,404.46,404.57,404.11,392.20,398.66,402.21,399.34,395.32,330.51,396.47,395.28,370.75,390.87,392.84,394.36,383.38,379.05,391.38,361.42,347.65,360.61,375.81,352.78,365.31,371.72,392.53,402.94,347.70,373.72,381.37,390.77,,,,,,,,,,,,,,,,,,,,,,,,,375.97,395.19,379.70,,,,405.60,409.31,396.68,381.00,384.60,391.34,379.78,,,,410.13,379.51,374.51,369.13,366.97,374.09,395.79,405.11,411.73,,,,,,,,,,,382.11,406.93,,,,,,,,,,,,
2014-01-31 22:13:16.756000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.55,398.37,390.16,377.64,396.12,370.65,365.08,353.41,348.34,341.97,401.52,,,,,,,,,,,,,,352.86,351.04,355.72,364.07,,,,,,,,,,,,417.14,403.62,399.74,400.20,430.13,,,,,366.17,357.02,359.57,,,,,,,,,,,,,,,,,,,
2014-02-09 22:06:57.254000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.67,292.04,320.60,306.18,313.04,329.37,337.82,345.47,363.34,398.24,381.73,374.41,390.16,394.68,400.24,398.88,372.67,,,,,353.63,341.49,348.24,354.57,321.43,386.02,360.54,379.75,395.07,379.52,383.66,354.05,331.37,388.57,391.13,343.03,363.57,340.75,340.20,300.90,,,,,,,,,,374.89,378.71,358.44,322.05,343.97,343.47,323.95,350.14,370.34,381.79,385.99,395.48,,358.98,362.74,387.33,337.97,314.63,378.30,398.34,351.16,298.64,378.19,392.99,,,371.93,381.01,360.33,352.58,371.05,358.89,353.45,359.26,361.21
2014-02-16 22:13:02.774000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.41,360.21,378.85,403.52,374.40,368.51,378.23,367.45,369.75,361.92,348.62,332.97,326.80,322.79,314.03,,,,,,,,,,,,,,,,375.42,393.25,388.94,,,,,,,,,,,,,,,,365.99,,,,,,,,309.81,,,,,,,,,,,,,,,,,,,,,,
2014-02-25 22:06:44.447000,L8,337.19,323.11,339.56,332.31,338.81,357.83,370.63,369.14,384.28,382.62,396.41,397.38,394.46,383.25,393.80,410.01,,,,408.22,370.58,416.03,,,,,,,,,,,,,,,,393.64,424.90,413.73,405.90,417.12,414.93,416.94,411.03,400.91,400.02,393.18,394.11,397.14,408.73,402.94,388.67,381.36,386.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.72,420.06,375.56,,,,393.34,395.05,410.98,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:12:37.744000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.09,366.47,400.62,372.21,371.63,374.04,368.73,376.32,366.46,358.08,344.26,335.27,325.17,321.90,,,,,,,,,,,,,,,,417.10,415.17,397.22,,,,,,,,,,,,,,,,392.05,376.52,379.58,376.16,388.31,404.85,412.28,386.41,366.89,,,,,,,,,,,,,,,,,,,,,,
2014-03-29 22:06:15.961000,L8,,,,,,,298.32,346.51,322.76,353.12,,,,,,,,,,,312.95,328.67,334.09,343.47,295.48,,,,314.62,289.47,310.39,321.15,320.96,,325.15,337.73,341.23,372.69,404.87,394.62,381.45,402.12,402.55,409.94,413.61,410.29,406.92,385.05,365.05,384.18,368.35,361.47,373.26,361.21,327.70,395.92,369.57,409.59,398.89,394.36,388.18,354.57,337.85,407.37,408.14,346.64,368.30,349.88,373.35,390.58,399.04,403.28,399.81,395.77,360.09,359.51,354.07,356.23,352.60,382.46,379.16,359.31,344.71,345.51,348.33,345.45,351.44,372.90,382.79,395.57,404.73,371.15,349.08,373.35,403.71,335.22,323.52,375.48,405.59,399.96,338.62,392.96,,,,,,,,,,,,
2014-04-05 22:12:22.648000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.79,415.17,401.28,392.44,391.64,398.50,404.98,383.28,374.18,366.34,344.81,327.81,332.20,332.89,315.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.29,,,,,,,,,,,,,,,,,,,,,,
2014-04-21 22:12:06.129000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.73,419.45,400.91,,,,,,,,,,,,,,,,400.45,382.34,383.74,383.10,393.85,409.47,414.69,388.85,336.55,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:05:46.536000,L8,,,,,,,296.30,339.05,320.17,341.08,357.59,368.93,358.93,353.30,358.74,354.65,356.83,348.52,,,348.06,337.35,354.00,356.77,356.68,351.82,342.84,335.89,325.30,279.32,,,,,,,,,,,,343.33,342.98,386.82,397.95,396.48,391.56,365.42,322.26,,,,,,,338.58,356.51,359.44,,,,,,,389.69,,,,336.89,328.13,348.73,344.20,365.80,375.21,,,,,,,396.07,351.68,345.20,,,,,,,,,,,,368.11,,,,,332.81,,,,,,,,,,,,,,
2014-05-23 22:11:42.648000,L8,,,,,,,,,,,,,,341.94,337.58,381.04,356.10,424.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:05:50.119000,L8,,,,,,,,303.12,308.57,311.89,355.71,363.51,357.29,353.00,360.46,358.29,357.03,353.27,,,358.38,328.26,353.72,356.16,355.33,352.67,340.20,337.46,326.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-10 22:12:04.328000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.98,,371.08,380.76,365.36,378.76,376.40,419.71,305.04,,339.11,331.73,392.55,,,,,,,,,,,,,,,,,422.25,418.96,402.03,,,,,,,,,,,,,,,,391.84,372.74,369.00,375.09,380.23,390.62,336.11,412.21,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20 22:06:06.726000,L8,,,,,271.68,308.44,302.49,319.41,319.14,331.36,354.89,361.52,360.25,355.95,362.06,362.01,358.69,361.44,,,360.16,326.98,358.76,359.17,358.61,358.14,352.83,342.64,332.99,310.62,329.28,348.94,,,,350.55,375.61,,,,,,,,392.53,386.25,384.70,366.55,,,,,,,,336.87,358.13,359.21,338.84,,,,,,396.95,299.68,341.35,296.75,337.36,333.89,344.41,351.60,371.34,373.82,,,,,,,406.83,338.87,313.24,,,,,,,,,,,,310.10,,,,,321.93,,,,,,,,,,,,,,
2014-11-08 22:06:16.124000,L8,,,,,,318.42,338.43,332.29,319.72,336.24,356.02,361.77,356.60,354.45,358.63,355.92,357.81,358.34,,,354.66,326.14,358.32,361.33,357.74,358.65,355.58,343.92,276.75,321.09,333.97,341.27,335.97,364.11,354.70,381.58,390.06,363.98,393.05,384.50,385.12,391.06,394.95,401.37,403.30,402.07,397.42,359.63,377.89,344.71,357.27,335.56,384.47,367.29,382.95,398.35,360.27,381.60,398.07,406.57,385.65,385.67,324.52,409.92,396.43,351.52,374.88,364.98,,,,393.04,394.20,371.01,346.70,354.72,353.15,342.51,358.56,393.42,419.91,358.97,319.31,352.23,351.69,343.48,349.39,368.48,375.94,383.60,391.93,376.71,366.67,347.88,,377.28,360.86,375.12,422.07,389.99,,372.79,391.25,321.08,347.82,377.56,381.66,371.24,360.74,370.70,358.92,352.64,377.19,364.21
2014-11-15 22:12:25.553000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.80,419.21,389.17,383.85,392.66,391.06,385.67,373.13,379.50,356.37,347.63,349.87,344.74,342.64,344.26,335.12,337.20,352.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.18,415.77,424.33,422.11,419.97,399.21,,339.67,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:12:24.268000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.77,418.13,402.72,393.70,401.85,398.36,395.78,382.05,379.01,367.15,348.26,357.81,344.21,341.93,351.06,334.05,342.63,330.43,,,,,,,,,,,,,,307.14,,,,,,,,,,,,,,,417.00,399.97,395.69,395.43,412.92,422.15,422.41,421.96,392.46,318.87,334.53,311.63,,,,,,,,,,,,,,,,,,,
2015-02-12 22:05:51.250000,L8,353.15,341.03,349.55,348.40,355.38,371.21,372.47,408.74,398.63,426.22,413.98,412.54,413.19,405.00,404.21,405.59,399.78,399.18,386.79,408.52,408.82,377.36,403.16,411.16,,,,,,,,391.72,375.04,385.74,392.85,408.99,416.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.95,416.93,403.00,,,,,,,,,,,,,,,,382.53,383.77,370.98,380.27,398.68,409.95,412.51,421.97,,,,,,,,,,,,,,,,,,,,,421.65,418.25,396.80
2015-02-28 22:05:48.437000,L8,354.82,341.46,350.71,338.95,355.38,371.49,388.68,389.59,399.39,400.17,408.24,414.30,413.50,403.35,403.68,402.11,400.29,408.18,392.58,415.99,405.33,378.70,403.34,401.56,407.88,402.91,396.96,393.45,392.22,363.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.94,415.74,399.54,,,,,,,,,,,,,,,,383.06,383.64,369.53,382.03,398.00,411.73,415.32,427.32,,,,,,,,,,,,,,,,,408.80,401.92,409.13,407.39,410.00,417.08,407.94
2015-04-01 22:05:25.791000,L8,,,,,,,,,,,,,,,360.01,386.58,388.03,384.20,320.45,381.63,382.83,364.21,374.08,355.10,347.08,356.25,339.00,324.84,274.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24 22:11:32.351000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.04,382.47,326.88,317.28,305.23,385.87,381.98,393.85,389.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.74,336.76,329.44,,,,,,,,,,,,,,,,311.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-10 22:11:16.438000,L8,,,,,,,,,,,,382.80,342.71,376.51,383.79,397.75,376.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04 22:05:12.611000,L8,,,,,299.30,322.29,312.50,362.13,357.98,359.36,379.23,393.27,381.54,390.76,375.45,362.77,346.21,343.74,343.69,378.08,379.11,343.58,386.57,362.14,349.15,386.61,368.07,360.21,344.96,329.91,350.94,368.80,346.56,358.13,356.55,379.57,404.70,369.23,408.02,394.94,388.92,394.19,401.66,409.59,413.72,425.39,413.94,401.80,377.86,386.61,387.78,387.01,395.02,387.35,389.65,,,,,,,,,,,364.84,387.74,394.93,387.72,402.47,399.85,394.51,395.33,395.17,377.71,370.39,376.04,352.65,401.31,,,,,357.24,363.32,347.14,350.93,378.08,388.00,387.30,389.79,379.08,369.43,393.43,402.32,,,,,,,343.15,362.34,309.69,329.12,,,,,,,,,
2015-07-06 22:05:30.173000,L8,,,,,304.67,323.47,295.08,319.44,306.92,349.87,351.45,366.84,363.31,319.96,358.22,353.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:05:37.569000,L8,,,,,,,,,,301.49,315.45,329.47,329.81,338.00,338.41,338.94,342.58,342.73,,,349.46,305.85,342.68,343.37,338.58,341.40,332.09,327.12,316.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29 22:11:49.815000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.40,326.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14 22:11:55.389000,L8,,,,,,,,,,,,,,,,,,,,,315.38,392.66,353.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:06:01.750000,L8,,,,,,,306.62,315.55,312.87,316.40,346.50,358.04,357.99,355.12,358.09,356.54,353.90,354.41,,,364.40,309.67,361.16,359.59,357.15,356.47,352.46,341.63,332.95,314.64,308.42,348.28,330.78,341.90,335.36,348.79,356.29,359.78,393.51,378.14,370.30,380.28,390.83,396.85,400.30,396.26,395.47,359.05,368.68,326.32,349.17,327.26,319.18,352.37,346.05,393.52,358.23,407.70,393.98,402.89,379.59,,,409.90,392.36,345.86,366.36,353.15,343.34,334.17,349.49,366.99,379.49,374.63,331.83,348.16,338.18,340.27,351.09,354.57,402.52,357.15,333.14,348.44,348.61,343.99,348.03,363.43,370.12,370.31,360.30,322.86,357.07,352.35,374.81,336.11,328.31,345.90,414.03,334.49,293.19,379.75,392.03,327.06,349.32,318.70,363.93,,,,,,,
2015-10-26 22:06:07.756000,L8,,,338.19,299.40,340.89,362.60,372.41,374.88,376.54,377.52,390.55,392.43,398.78,393.77,396.15,417.01,410.58,398.38,333.91,393.26,426.38,420.13,417.93,410.64,412.31,400.99,389.13,382.57,357.16,349.71,365.45,380.69,371.27,384.95,388.54,423.12,,393.72,424.08,409.12,409.61,415.91,413.22,418.68,422.18,421.00,416.33,403.90,404.45,407.52,408.37,403.97,422.42,399.04,416.94,,,,,,,,,,,427.85,406.99,395.46,,,,,,,370.43,390.41,388.33,,,,,,,380.56,371.21,366.09,372.46,391.22,403.12,406.12,412.18,396.84,407.01,418.22,,,,,,,,,,,,,,,,,,,,
2015-12-20 22:12:21.455000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.83,415.03,395.74,389.26,398.07,389.01,393.58,380.96,377.61,360.75,363.38,363.81,342.48,337.87,342.00,369.05,325.79,334.57,,,,,,,,,,,,,,305.10,,,,,,,,,,,,,,,416.92,399.75,395.18,395.57,410.61,419.11,420.15,408.50,387.35,314.01,334.46,310.59,,,,,,,,,,,,,,,,,,,
2015-12-29 22:06:09.164000,L8,354.13,340.98,345.11,319.93,352.97,372.94,386.56,404.16,398.87,392.79,414.08,410.34,411.01,401.93,402.68,400.60,398.55,394.50,384.67,404.73,401.30,382.19,418.61,,402.65,395.79,394.68,385.50,373.81,365.33,370.62,386.70,369.51,385.64,394.67,406.44,413.73,404.24,432.57,417.79,415.71,422.47,,,,,422.09,410.53,414.33,413.08,415.60,412.36,421.21,406.19,416.70,,,,,,,,,,,401.42,415.65,399.96,,,,,,420.99,397.28,402.83,403.83,387.53,405.23,420.39,,,,383.42,383.76,370.47,378.15,397.33,410.52,413.83,419.26,400.19,414.33,420.26,,411.23,395.91,414.77,,,,,,415.80,411.24,417.38,412.48,408.93,405.57,410.66,405.81,405.09,418.58,404.46
2016-01-21 22:12:18.022000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.75,350.45,359.73,382.74,423.58,422.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.37,,,,,,,,,,,,,,,,,,,,,,
2016-02-22 22:12:06.535000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.02,389.51,381.90,386.26,376.07,371.80,356.33,345.90,328.37,336.50,334.58,330.40,316.22,314.96,322.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.51,,,,,,,,,,,,,,,,,,,,,
