dates,satname,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0048,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113
2001-12-30 21:54:37.254000,L7,384.37,368.17,354.35,339.17,322.40,336.74,348.14,359.46,367.25,369.57,386.14,422.88,,,419.97,404.92,374.18,372.93,354.91,405.24,366.95,360.46,365.88,365.64,361.28,361.06,348.32,309.66,,,,345.71,329.47,338.15,349.19,365.56,374.84,,,382.59,394.72,410.49,399.92,408.58,412.06,418.06,413.30,400.83,390.95,389.96,388.27,369.86,365.50,369.66,371.52,,,,,405.66,394.87,389.37,374.11,396.89,391.49,354.58,383.48,362.52,395.10,384.87,386.42,392.17,392.01,388.65,366.00,372.46,381.66,356.07,376.39,384.15,407.22,383.18,361.83,359.58,335.03,343.61,349.83,318.49,,,,,381.96,381.22,399.25,,,,,,351.45,392.61,404.08,390.32,381.97,398.09,370.04,,,,,,,
2002-01-06 22:00:55.947000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.93,348.90,379.54,389.38,381.44,387.14,313.35,375.88,,,,,,,,,,,,,,,,,,,,,,,,,,,390.88,393.34,369.65,,,,,,,,,,,,,,,,367.89,348.50,358.77,336.66,373.95,398.58,372.00,357.13,349.51,,,,,,,,,,,,,,,,,,,,,,
2002-01-22 22:01:04.880000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.02,424.02,392.53,389.07,395.97,385.38,389.43,383.57,380.39,370.06,348.88,347.42,336.69,330.72,323.16,310.34,308.72,305.87,,,,,,,,,428.77,395.94,,,,,,,,,,,,,,,,382.99,371.94,378.02,,,,,,,418.73,398.01,380.30,303.90,319.03,307.29,,,,,,365.50,384.28,388.18,372.80,382.94,384.17,334.66,358.63,351.13,341.49,383.60,397.21,380.10,385.73
2002-02-07 22:01:06.118000,L7,,,,,,,,,,,,,,353.45,366.39,426.99,362.25,,,,,,411.43,370.48,334.28,376.16,353.91,317.19,285.95,289.84,379.99,334.81,328.21,362.09,,367.37,368.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.28,359.57,334.90,,,,,,,,,,,,,,,,312.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-16 21:54:54.191000,L7,405.93,395.35,387.28,365.10,349.97,366.89,377.79,386.45,393.56,395.13,406.96,412.17,407.78,396.61,397.42,393.20,395.78,394.02,383.98,395.55,391.82,375.98,383.19,382.20,381.21,379.06,372.85,364.43,352.56,339.21,353.55,379.59,351.71,363.42,367.94,393.02,404.09,394.74,432.83,,,,,,,,417.68,409.68,407.96,411.22,412.65,406.12,404.07,411.23,399.01,,,,,,,,,,,375.96,396.37,377.35,407.25,401.36,399.67,402.66,404.30,417.79,389.49,397.66,412.02,385.77,386.84,427.61,,,,376.45,370.89,368.49,373.79,396.44,415.05,426.91,406.50,398.37,402.80,403.00,422.85,,,,,,,,417.00,407.72,393.46,412.56,411.83,404.53,396.51,402.45,401.80,401.06,404.93,402.49
2002-02-23 22:01:07.592000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.97,423.27,382.49,357.15,367.36,388.02,381.04,379.15,375.48,358.56,344.54,341.42,334.99,330.52,321.76,314.51,302.70,,323.84,,,,,,,419.18,416.71,373.45,,425.49,415.22,370.30,406.20,,,,416.87,361.86,348.89,354.22,326.55,350.88,339.25,397.86,392.53,379.83,403.91,391.04,398.96,388.55,416.30,,411.42,393.39,381.24,390.89,403.44,393.07,357.76,359.81,389.11,386.36,372.16,363.12,408.78,,,401.40,372.20,358.63,307.01,354.16,324.88,344.30,337.67,328.76,326.96
2002-03-11 22:01:07.753000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.84,326.90,358.76,371.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.25,369.42,344.34,,,,,,,,,,,,,,,,333.26,343.68,334.03,324.27,363.49,388.58,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-15 22:00:43.616000,L7,,,,,,,,,,,,,305.76,356.70,350.32,384.85,337.10,,,,,,,,,,,,,,,,,308.68,320.28,324.52,337.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.47,330.33,303.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-24 21:54:28.353000,L7,,,,,,370.02,334.53,334.18,333.31,343.17,352.77,359.09,359.69,356.70,355.52,352.01,353.09,342.99,326.34,330.85,356.79,330.97,342.52,340.61,335.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-01 22:00:39.142000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.33,350.44,378.26,330.17,358.20,401.88,384.23,365.90,424.58,403.38,,,,,,,,,,397.88,425.90,423.71,388.49,377.49,353.69,353.27,348.32,,394.44,391.79,390.22,387.21,,,,,,419.73,388.54,381.74,411.22,402.91,314.34,370.06,369.68,,,378.31,388.24,364.61,362.81,379.06,417.41,376.60,397.00,351.89,,,,366.43,334.03,357.31,327.29,415.02,,,,,,,,,,,,,,
2002-07-17 22:00:32.598000,L7,,,,,,,,,,,,,,,,,,,,323.72,364.72,376.31,381.70,,,,,,,,,,,317.33,327.66,334.99,346.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.86,337.25,312.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-02 22:00:25.276000,L7,,,,,,,,,,,,,,,,,,,,,,379.02,387.91,355.40,382.97,,,,,,,,,304.89,330.04,342.63,346.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.12,337.38,310.70,,,,,,,,,,,,,,,,300.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:54:00.253000,L7,401.67,382.76,375.16,359.33,336.46,361.47,381.98,372.36,395.21,391.46,413.25,411.02,405.50,401.68,410.04,396.45,393.06,389.48,373.38,386.33,389.29,372.04,374.99,386.71,397.77,393.86,374.93,370.49,367.46,340.10,373.00,365.84,345.44,351.81,395.81,386.77,391.31,,,,,,,,,,,410.41,419.93,422.04,402.58,,,413.73,409.20,,,,,414.84,402.30,407.60,397.93,407.17,417.26,370.27,380.04,369.47,406.75,,,,,,,,415.93,385.52,415.24,395.30,423.73,398.82,406.32,359.48,346.66,354.88,353.71,372.65,401.56,394.99,386.45,,423.52,424.05,399.13,416.08,413.64,413.52,420.10,407.41,378.00,400.30,404.28,402.58,369.32,334.13,309.54,392.13,394.01,384.65,,,,
2002-10-05 21:59:55.463000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.01,309.28,331.81,322.02,339.05,361.51,369.08,366.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.17,363.73,335.52,,,,,,,,,,,,,,,,317.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:53:43.769000,L7,345.87,338.57,335.60,314.50,288.19,300.20,317.21,314.65,334.28,341.61,357.89,365.89,365.26,361.19,357.58,358.79,354.50,349.57,328.23,335.28,348.37,330.57,347.53,352.51,348.68,348.81,343.71,334.38,321.85,282.61,322.09,337.22,,,308.08,343.38,358.67,350.12,367.32,361.07,295.22,382.15,376.68,391.16,368.35,393.79,387.43,374.84,343.41,,364.12,332.66,317.61,352.05,346.71,344.37,360.24,374.80,368.59,390.05,,,336.16,377.01,370.39,330.01,348.91,340.64,357.51,342.41,362.13,366.67,369.08,376.91,331.91,343.56,360.47,341.76,356.14,329.43,372.63,364.63,325.45,323.47,319.13,332.31,318.96,335.35,379.47,371.52,357.92,360.03,345.26,358.38,383.37,349.19,333.66,345.12,391.04,318.92,321.75,373.11,388.12,359.30,358.93,327.98,321.61,,,,,,,
2002-10-21 22:00:00.402000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.10,360.45,392.70,395.20,411.59,393.08,325.20,375.94,338.31,346.49,350.39,342.52,345.51,341.08,336.42,318.50,288.98,,,,,,,,,,,,,,,,,,383.19,385.30,372.98,,,,,,,,,,,,,,,,365.42,354.73,348.28,341.23,370.26,380.67,372.51,362.70,345.56,,,,,,,,,,,,,,,,,,,,,,
2002-11-06 22:00:05.613000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,421.52,409.70,291.70,303.54,326.69,344.34,330.91,351.40,367.06,377.08,378.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.13,366.71,342.17,,,,,,,,,,,,,,,,332.15,327.55,330.70,321.79,355.78,369.31,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-01 21:54:16.937000,L7,,384.58,402.01,366.69,353.65,367.67,374.87,381.84,392.55,398.48,405.45,411.66,412.75,404.21,403.06,399.48,398.12,402.20,388.22,401.21,401.90,385.91,394.18,395.71,392.11,393.30,386.22,377.39,363.92,343.55,364.56,386.13,358.54,371.05,379.16,398.64,408.39,,,,,,,,,,,420.08,412.98,417.23,419.01,415.83,412.08,411.86,412.81,,,,,,,,,,,383.50,411.20,385.68,,,,,,,,,,,,,,,,387.33,379.27,374.52,388.03,406.57,423.31,,,,416.40,417.79,,,,,,,,,,418.39,408.51,423.69,418.80,412.55,413.99,415.62,417.60,423.73,,
2003-01-18 21:54:30.278000,L7,373.94,361.56,346.29,329.19,313.67,331.16,339.71,353.12,359.65,359.72,374.45,384.82,379.67,373.53,374.11,372.98,370.98,367.91,341.66,363.66,361.94,352.00,359.34,361.23,360.00,360.74,355.73,347.89,332.99,312.54,336.35,352.54,328.55,334.30,342.55,360.10,371.94,372.51,405.62,396.54,382.65,404.54,396.30,406.25,410.41,412.68,407.34,397.92,386.02,391.24,384.51,367.05,371.04,372.67,359.50,388.83,375.30,402.41,399.64,398.13,390.06,384.21,368.03,393.98,385.10,348.51,378.99,360.68,383.35,378.51,385.40,384.97,383.61,387.22,353.62,363.15,382.85,353.50,367.85,381.19,408.85,384.20,371.62,359.48,347.20,352.47,358.32,380.65,402.42,404.66,393.32,373.28,374.58,378.54,404.94,370.50,352.84,384.21,402.68,377.35,343.41,394.71,400.11,388.24,380.12,389.24,384.06,374.51,370.57,379.91,377.40,371.80,383.99,384.47
2003-01-25 22:00:42.755000,L7,,,,,,,,,,,,,,,,,,,,,,,,,432.07,425.36,417.58,410.20,303.01,312.25,390.17,347.84,331.67,360.69,370.24,367.80,381.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.96,377.33,347.93,,,,,,,,,,,,,,,,344.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:54:40.711000,L7,386.61,381.09,383.49,369.42,365.21,,406.08,408.13,409.43,402.47,408.94,418.86,412.50,405.73,407.70,404.14,402.28,396.63,390.04,398.96,398.20,384.58,388.67,390.11,387.10,388.20,380.88,379.83,365.13,358.08,362.39,383.16,355.23,378.79,408.22,402.25,407.83,,,,,,,,,,419.08,411.13,389.58,366.10,409.59,380.43,391.03,379.90,386.45,,,,,,,,,,,389.21,402.64,389.21,392.34,381.42,395.23,402.96,400.03,417.64,387.14,359.26,410.25,374.75,387.23,412.45,,,,377.84,371.24,376.28,376.02,407.06,426.24,,,,375.92,382.89,426.67,377.62,365.34,399.60,,,,,,409.53,391.41,356.37,347.74,320.32,319.56,315.37,372.74,385.83,335.79,388.43
2003-04-24 21:54:46.433000,L7,,,,,,,,,,,,,,366.56,366.25,349.39,309.11,,300.39,385.14,342.09,323.03,,,,,,,,,,,,,,,397.37,,,,,,,,,,,,,378.96,392.00,349.72,335.20,354.41,374.61,369.40,369.00,385.81,318.21,,,352.35,366.95,382.02,332.06,371.34,389.64,373.12,369.21,365.72,397.33,374.93,387.09,405.87,342.08,347.74,326.84,,,,358.14,318.71,309.33,357.58,364.35,382.85,,,,,,,348.91,382.31,386.31,,,,,319.26,357.29,408.02,397.92,399.18,385.08,379.95,376.32,356.56,345.09,412.93,,,,
2003-05-10 21:54:46.466000,L7,376.33,367.38,367.78,365.52,355.41,368.08,376.50,382.32,392.72,391.33,397.86,404.94,399.52,400.96,398.91,395.53,393.95,393.63,394.87,406.19,399.84,385.00,385.36,386.14,383.97,382.88,373.83,368.73,357.03,344.22,360.15,383.14,345.81,355.39,366.14,384.78,397.15,371.60,392.63,384.41,317.96,382.11,380.15,399.59,409.38,423.10,422.60,406.73,317.46,339.33,386.93,336.42,300.52,316.32,373.46,357.15,389.92,392.73,349.22,309.93,,,,,,353.66,396.98,362.30,367.13,358.32,381.68,372.39,406.64,402.22,319.42,348.67,381.62,350.00,372.73,336.19,,,,341.21,352.63,341.02,320.65,368.56,407.49,357.76,342.49,390.41,354.90,376.49,396.13,362.76,352.26,359.96,367.10,345.54,,264.45,324.73,384.65,374.32,338.19,324.60,312.05,327.35,308.16,334.12,,,
2003-07-21 21:42:33.857000,L5,369.39,357.05,357.31,353.07,347.27,363.90,354.54,363.80,371.44,370.66,381.83,383.73,391.95,379.59,382.93,385.93,386.77,384.37,373.51,391.39,388.11,360.83,373.40,364.89,367.52,360.88,362.39,360.84,343.02,321.72,351.12,370.75,,349.68,300.56,375.19,382.57,346.57,389.48,346.04,306.81,374.43,374.05,357.87,396.39,421.28,399.89,397.60,,,,,,,,362.08,381.91,368.28,,,,303.03,370.39,385.21,381.39,327.02,338.38,309.08,365.28,363.89,390.38,378.19,389.82,411.85,331.97,343.96,351.35,341.47,365.10,311.06,414.90,359.85,400.21,317.00,303.38,,,,,,322.94,374.59,,,373.33,362.54,341.04,362.83,357.88,339.44,330.88,,,,,,,,,,,,,
2003-08-06 21:42:51.203000,L5,325.78,315.35,316.75,282.87,248.81,258.58,,,320.34,313.97,343.25,341.22,332.38,342.74,338.43,326.94,325.33,317.22,307.94,307.00,330.63,309.45,334.59,335.47,326.43,328.25,320.54,316.01,302.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.16,323.82,349.50,338.27,337.81,367.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-13 21:49:09.096000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.06,415.84,321.36,381.85,369.74,374.57,346.48,379.72,378.44,351.53,317.38,,,,,,,,,,,,,,,,,,,,416.14,,,,,,,,,,,,,,,,370.63,385.19,358.67,350.24,415.06,417.88,365.26,393.13,371.43,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:49:42.739000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.39,424.17,389.99,391.68,385.17,381.40,384.79,377.49,372.90,360.54,337.57,333.76,341.24,335.93,317.24,310.67,302.26,310.93,,,,,,,,,,,,,424.05,,,,,,,,,,,,,,,,401.37,390.67,395.61,390.37,412.81,427.18,417.58,403.23,384.50,,,,,,,,,,,,,,,,,,,,,,
2003-10-25 21:44:04.226000,L5,363.47,357.15,359.74,353.68,347.35,367.77,379.45,384.05,389.77,395.34,406.06,409.98,394.77,385.17,382.27,388.16,383.86,381.41,374.94,397.54,402.22,385.57,395.45,396.58,391.77,397.24,371.19,362.51,353.82,344.09,361.65,367.58,342.13,362.18,372.44,401.37,408.54,400.43,433.29,,,,,,,422.64,417.86,411.86,406.32,409.35,417.82,419.93,409.86,412.98,410.98,,,,,,,,,,,379.28,398.82,385.73,,,,,,,,,,,,,,,,378.02,364.60,369.39,370.01,395.86,411.89,413.53,409.70,404.77,417.22,420.68,,,,,,,,,,418.15,408.80,417.78,420.66,418.76,414.29,412.16,416.85,423.45,420.75,412.39
2003-11-17 21:50:33.425000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.78,417.29,384.14,390.63,392.04,381.33,385.66,390.42,392.46,378.04,364.29,364.86,353.89,352.57,323.83,309.47,305.63,307.37,,,,,,,,,,,,,406.47,,,,,,,,,,,,,,,,397.75,392.65,409.39,407.07,432.13,,,418.05,397.68,301.27,,,,,,,,,,,,,,,,,,,,,
2004-01-04 21:50:58.245000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.35,386.70,390.31,376.55,357.99,372.55,371.03,356.36,350.14,343.05,343.53,346.48,,,,,,,,,,,,,,310.53,299.95,,,,,,,,,,,,,,,,,,,,,,,349.35,335.64,316.20,,,,,,,,,,,,,,,,,,,
2004-02-14 21:44:57.678000,L5,,,,,,,,,303.30,319.40,346.07,357.49,357.74,345.33,339.31,335.87,329.55,310.55,,,319.31,321.12,321.50,326.62,323.95,321.45,319.03,315.05,301.84,,,,,,,,,,,,,,305.50,384.00,391.28,397.59,391.30,379.67,358.13,,310.13,329.12,320.66,310.77,310.12,353.89,360.84,371.40,363.87,372.51,363.04,,,365.38,365.73,,,,,,,,,,304.50,330.83,346.58,330.99,352.37,310.06,348.60,351.73,324.40,,,,,,,,,,357.05,352.33,,353.11,340.22,352.90,369.73,336.15,301.44,378.04,392.92,340.01,359.19,334.90,330.46,,,,,,,
2004-02-21 21:51:11.055000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.24,315.25,352.06,354.81,378.79,401.19,410.82,389.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.77,397.01,369.07,,,,,,,,,,,,,,,,355.31,352.09,346.20,339.07,376.54,366.60,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-01 21:45:02.553000,L5,,,,,,,,,308.52,318.81,339.67,348.19,346.83,340.34,333.40,333.90,323.56,321.06,,,322.27,319.32,334.14,333.28,326.38,330.75,330.99,316.60,301.41,,,,,,299.82,323.51,348.09,349.79,375.10,360.97,298.65,,,,,,,,,,336.94,327.94,323.53,342.60,323.26,339.58,354.47,326.25,349.06,365.73,,,,364.35,362.55,317.05,339.30,328.06,353.52,334.30,347.68,344.84,331.87,370.00,,,,,,,338.97,353.02,316.18,313.73,299.35,316.10,303.50,316.97,371.56,300.93,302.46,344.91,344.51,354.40,370.61,343.92,335.24,348.39,362.25,319.30,310.70,369.52,384.68,310.94,344.85,,,,,,,,,
2004-03-17 21:45:08.368000,L5,359.58,347.23,347.24,345.90,327.33,344.75,354.41,363.97,374.69,383.32,397.06,404.15,414.28,399.24,412.18,407.52,423.82,420.63,408.91,418.92,411.59,408.27,397.60,399.06,399.93,404.94,373.19,361.48,346.33,337.40,351.77,371.21,339.54,348.22,355.92,376.04,381.14,378.72,412.80,397.16,387.11,400.73,393.00,411.37,416.00,422.15,,413.93,393.18,389.24,406.52,394.92,387.22,394.38,381.59,401.95,395.24,419.11,417.40,414.60,410.90,417.12,408.33,414.42,400.03,343.02,375.80,361.70,409.53,404.82,399.99,397.04,395.78,410.93,375.25,372.41,393.68,364.77,382.45,384.36,413.83,399.49,401.09,352.48,351.72,355.26,360.17,387.45,413.66,405.28,395.13,385.29,393.48,384.12,413.79,389.14,373.90,401.60,417.83,391.19,381.43,416.54,415.08,412.65,415.72,414.83,411.85,390.45,402.12,393.15,405.36,396.86,414.21,423.07
2004-04-02 21:45:18.969000,L5,339.60,319.61,323.89,310.16,308.92,327.91,338.89,351.28,363.89,368.66,376.37,377.72,378.93,378.94,374.93,371.24,367.37,359.25,322.52,362.78,360.58,353.01,358.50,361.25,360.67,359.94,352.61,349.08,335.19,314.38,330.93,346.27,319.54,326.74,331.75,352.76,368.78,359.52,392.71,373.73,,,,,,,,,,,,,,,,369.23,378.82,390.96,371.31,391.64,,,353.63,380.33,342.78,338.73,354.85,317.65,383.77,381.26,383.96,373.39,381.44,392.24,351.63,347.18,350.86,338.64,363.54,309.26,383.22,376.30,380.91,330.43,339.28,349.36,348.77,361.63,393.92,392.93,381.74,360.83,,322.57,346.68,357.80,346.57,350.66,368.41,365.46,353.82,397.60,403.44,377.59,384.04,359.74,349.14,330.53,328.85,328.02,322.34,373.61,337.82,384.38
2004-04-18 21:45:49.558000,L5,329.37,311.22,304.93,298.48,275.51,288.36,306.76,300.67,312.71,319.18,335.55,350.46,346.39,342.29,338.73,341.87,326.13,319.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.52,363.18,333.85,346.90,,,,,369.20,360.44,,,,336.56,320.50,357.29,344.46,339.48,383.54,,,,,,,314.26,333.92,326.18,,,,,,,,,,,,304.72,,,,,324.03,310.10,361.30,,,,,,,,,,,,
2004-05-20 21:46:44.438000,L5,,,,,,,,,,304.28,331.88,342.90,332.58,336.11,334.78,333.38,329.08,322.68,,,332.30,325.64,318.44,317.46,307.10,313.21,308.79,307.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.52,338.31,360.00,348.80,340.34,384.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-12 21:53:35.734000,L5,,,,,,,,336.60,341.66,389.07,350.30,,,,,,384.98,372.49,320.11,336.99,367.22,401.87,416.10,,,,,,,,,,,304.91,335.94,336.00,353.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.88,349.63,323.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:48:09.180000,L5,337.61,330.05,348.09,365.77,342.07,354.61,350.97,366.55,364.00,377.36,378.22,377.89,389.53,375.85,377.45,379.85,376.64,378.93,364.45,380.86,375.32,365.23,368.05,369.24,370.13,371.33,358.57,349.91,347.50,318.83,348.12,371.32,,333.80,309.62,377.50,389.47,344.40,387.35,312.04,352.13,358.32,366.32,380.98,400.83,406.46,403.94,378.72,346.46,336.13,376.97,,350.20,332.64,355.11,384.23,369.02,387.21,377.58,379.20,364.62,366.58,377.01,405.30,399.17,332.34,344.73,347.72,378.99,353.64,389.82,378.60,394.08,411.07,337.64,365.88,371.16,343.48,376.82,356.86,420.83,389.93,370.28,324.90,323.25,303.44,338.04,333.69,393.29,320.57,374.17,375.51,354.69,378.82,384.23,372.70,351.18,378.61,371.29,369.16,328.37,356.01,391.30,384.12,396.25,389.49,372.71,359.95,366.79,376.63,373.32,374.36,391.84,387.72
2004-07-14 21:54:31.185000,L5,,,325.42,365.40,365.08,,,,,,,,,,,,,,325.55,337.12,365.05,327.51,390.21,,,,,,,,,,,312.94,344.15,334.37,354.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.53,338.43,316.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:48:33.165000,L5,336.03,329.33,340.42,345.57,330.96,344.20,349.08,356.93,362.89,376.56,380.89,382.60,384.33,382.73,381.09,381.78,377.66,373.82,348.08,380.60,373.26,359.03,371.42,368.58,369.54,371.35,360.67,355.01,345.40,326.39,344.18,354.65,,,,371.87,387.79,355.10,389.83,362.77,302.32,382.92,376.47,370.13,398.59,411.76,396.12,392.89,,,,,,314.74,353.75,359.23,379.39,391.46,,,,306.79,370.98,401.96,389.53,331.32,338.71,305.74,361.89,355.02,385.54,371.03,375.16,410.53,321.48,345.93,365.80,352.39,371.96,323.72,419.42,399.39,373.57,319.00,304.33,,,,,,318.62,369.78,356.86,367.13,365.67,364.60,348.39,363.56,367.06,347.09,319.74,260.44,328.11,367.33,375.57,319.81,,,,,,,,
2004-07-30 21:54:52.116000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.80,369.33,399.07,322.13,373.76,366.14,365.71,360.97,372.17,369.70,362.23,317.72,297.37,330.06,364.82,412.04,404.14,,,,,,,,,,,,,395.58,403.13,368.94,,,,,,,,,,,,,,,,383.09,361.63,356.75,357.13,412.53,379.77,342.20,392.53,378.14,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:55:13.826000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.03,348.43,371.72,383.96,409.04,386.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.78,364.37,328.80,,,,,,,,,,,,,,,,346.90,306.68,316.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-24 21:49:18.016000,L5,339.74,329.82,346.28,348.09,333.48,346.82,348.45,361.45,369.74,372.86,383.38,385.25,388.73,377.91,386.95,384.62,380.40,377.16,361.10,377.71,381.17,361.31,376.87,372.89,367.53,367.91,369.04,362.92,346.11,331.00,348.34,361.03,334.20,342.00,345.48,375.28,385.89,368.63,403.37,394.38,368.43,403.12,390.80,411.50,414.10,421.09,417.45,399.51,370.60,355.22,395.45,364.97,342.28,366.56,371.48,396.14,393.13,419.93,392.77,411.82,368.50,387.88,385.41,405.61,396.74,345.06,375.82,376.63,388.26,371.22,396.77,385.17,396.72,407.22,335.73,353.61,389.26,367.28,385.95,391.62,421.23,415.15,396.25,330.27,352.48,354.78,339.09,348.01,400.99,401.02,378.98,376.95,364.75,380.05,413.68,382.28,356.19,374.94,417.62,376.67,361.53,398.59,415.02,393.26,391.71,355.61,335.28,320.03,323.88,318.59,312.62,366.85,348.92,398.07
2004-09-16 21:56:05.694000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.86,413.31,382.69,430.51,400.32,381.74,383.23,379.12,373.52,364.76,342.75,340.95,341.71,345.88,358.34,335.42,317.71,308.03,,,,,,,,,,,,,428.82,,,,,,,,,,,,,,,,413.90,388.10,381.71,373.58,403.13,409.38,408.09,393.36,379.61,298.41,,,,,,,,,,,,,,,,,,,,,
