dates,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0012,nzd0202-0013,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043,satname
2018-10-18 22:05:53+00:00,331.565,353.47333333333336,348.8533333333333,367.47,360.34749999999997,360.325,347.6625,381.99,364.42,385.18666666666667,380.34000000000003,358.71,362.21750000000003,344.956,310.12,372.18666666666667,365.17,346.712,350.116,324.9775,237.83,314.544,210.33,320.3325,337.77,311.175,296.78749999999997,280.3125,271.98,269.145,271.46500000000003,280.705,260.69,313.295,279.875,206.11,,,,,,,,,L8
2019-01-06 22:05:53+00:00,331.565,353.47333333333336,348.8533333333333,367.47,360.34749999999997,360.325,347.6625,371.0125,364.42,385.18666666666667,369.8333333333333,358.71,345.7075,328.38800000000003,295.185,372.18666666666667,353.40250000000003,345.23,335.60200000000003,313.576,237.83,305.366,201.215,312.67333333333335,,308.44666666666666,295.8733333333333,276.6666666666667,259.76,258.74,267.14,287.2966666666666,258.12,313.295,279.875,206.11,,,,,,,,,L8
2019-01-22 22:05:50+00:00,329.25,353.9225,345.5775,365.1675,361.31,354.6,353.014,371.304,368.39,390.635,372.8,362.2525,346.85,325.5466666666667,300.8433333333333,371.23249999999996,353.218,339.892,333.08500000000004,311.82666666666665,235.715,303.49666666666667,205.77666666666667,281.82250000000005,,308.44666666666666,295.8733333333333,276.6666666666667,259.76,258.74,267.14,287.2966666666666,258.12,313.295,279.875,206.11,,,,,,,,,L8
2019-02-07 22:05:47+00:00,327.28,351.24,343.76,361.95799999999997,355.468,348.78000000000003,357.08,370.08666666666664,366.57800000000003,387.06399999999996,371.59000000000003,367.06,344.6016666666667,323.2685714285714,303.08000000000004,368.736,352.0566666666667,336.24333333333334,331.48857142857145,310.68,237.33,301.86857142857144,206.0675,262.622,,308.44666666666666,295.8733333333333,276.6666666666667,259.76,258.74,267.14,287.2966666666666,258.12,313.295,279.875,206.11,,,,,,,,,L8
2019-02-23 22:05:44+00:00,326.776,350.15333333333336,342.1566666666667,360.4916666666666,353.57,348.6483333333333,354.392,369.30285714285714,364.27333333333337,387.06399999999996,371.66833333333335,366.134,343.24285714285713,321.69875,305.136,367.7716666666667,352.3828571428571,333.8071428571429,330.48375,310.16375,239.465,300.12125,206.356,262.622,,308.44666666666666,295.8733333333333,276.6666666666667,259.76,258.74,267.14,287.2966666666666,258.12,313.295,279.875,206.11,,,,,,,,,L8
2019-03-02 22:11:53+00:00,326.776,350.15333333333336,342.1566666666667,360.4916666666666,353.57,348.6483333333333,354.392,369.30285714285714,368.09285714285716,387.06399999999996,371.66833333333335,369.8883333333333,345.79,320.81666666666666,303.23333333333335,370.73999999999995,355.15875,333.9475,330.62111111111113,306.43333333333334,242.99200000000002,295.3377777777778,199.31500000000003,262.622,,308.44666666666666,295.8733333333333,276.6666666666667,259.76,258.74,267.14,287.2966666666666,258.12,313.295,279.875,206.11,,,,,,,,,L8
2019-04-03 22:11:44+00:00,328.15000000000003,349.8225,338.9825,358.05499999999995,350.9375,343.5875,359.21333333333337,364.94199999999995,373.2083333333333,390.58666666666664,371.36800000000005,371.448,344.10857142857145,309.8757142857143,297.92,371.13599999999997,355.81,328.55833333333334,324.5842857142857,293.4585714285714,245.62199999999999,280.30428571428575,197.11200000000002,220.0666666666667,,304.36,312.51,259.1,,,,312.72,,290.55,280.51,203.57,,,,,,,,,L8
2019-04-12 22:05:30+00:00,325.218,348.532,339.17600000000004,356.952,347.52,344.058,354.8,365.3633333333333,369.9771428571429,386.995,371.6266666666666,369.6983333333333,342.68875,309.0275,299.0028571428572,370.06166666666667,355.56125,326.18857142857144,324.05375000000004,294.69375,245.34833333333333,280.30428571428575,197.70000000000002,212.0075,,304.36,312.51,259.1,,,,312.72,,290.55,280.51,203.57,,,,,,,,,L8
2019-04-19 22:11:38+00:00,321.06000000000006,345.9675,336.58250000000004,353.27,345.67499999999995,339.77,353.20666666666665,361.32399999999996,371.8442857142857,385.32666666666665,368.44999999999993,368.392,343.8125,306.62874999999997,296.38500000000005,368.662,356.395,324.0157142857143,322.09375,288.2,245.6142857142857,270.39142857142855,197.70000000000002,187.64,,,,,,,,,,,,,,,,,,,,,L8
2019-08-18 22:06:11+00:00,314.32,345.95,336.23333333333335,350.7533333333334,338.33,339.6666666666667,339.0133333333333,368.8866666666667,375.0216666666667,381.97,373.2933333333333,367.9875,347.7383333333333,308.37166666666667,295.405,371.27750000000003,366.52,324.10999999999996,325.675,289.1383333333333,246.36333333333332,264.71400000000006,195.8825,188.36,,,,,,,,,,,,,,,,,,,,,L8
2019-09-26 22:12:33+00:00,309.1,346.56499999999994,337.28,349.55000000000007,335.45500000000004,335.505,336.69999999999993,371.03,376.59250000000003,381.97,373.90999999999997,360.43,346.92999999999995,306.44,291.3375,366.805,367.5475,322.635,328.524,296.57399999999996,243.80249999999998,272.4275,205.95499999999998,188.36,331.35,316.07,278.27,234.23,257.57,269.8,278.1,278.2,282.65,258.32,,,,277.85,286.71,,283.66,255.49,254.63,295.83,L8
2019-10-12 22:12:36+00:00,307.945,349.76,334.61,366.91499999999996,347.15,344.53499999999997,330.475,374.59,367.16333333333336,387.72,374.9,348.48,341.33,306.44,290.80499999999995,368.92,359.55,326.5249999999999,332.84999999999997,303.78999999999996,240.12499999999997,281.5,211.27,188.89,331.35,316.07,278.27,234.23,257.57,269.8,278.1,278.2,282.65,258.32,,,,277.85,286.71,,283.66,255.49,254.63,295.83,L8
2019-11-06 22:06:24+00:00,312.73,349.615,346.125,367.84,348.3733333333333,351.8633333333333,330.475,375.17999999999995,361.16,386.17,377.315,356.49666666666667,338.56,315.48,327.815,373.655,359.6000000000001,329.215,336.59,319.29,233.04,303.8466666666667,211.27,188.89,331.35,313.27,278.27,258.875,277.685,288.84000000000003,278.1,278.2,282.65,269.945,283.48,205.84,,277.85,286.71,,283.66,255.49,254.63,295.83,L8
2019-11-13 22:12:34+00:00,312.73,349.615,346.125,367.84,348.3733333333333,351.8633333333333,330.475,375.17999999999995,361.16,386.17,377.315,356.49666666666667,351.19500000000005,315.48,339.1566666666667,373.655,359.6000000000001,337.9033333333333,339.825,324.9825,233.04,313.35,211.27,188.89,323.295,310.56333333333333,287.86,268.8933333333334,273.41,288.84000000000003,270.745,270.76,275.605,272.83,277.78499999999997,223.285,229.92,244.65500000000003,286.71,,261.4,238.755,240.22,274.965,L8
2019-11-29 22:12:32+00:00,312.73,349.615,346.125,367.84,357.89,351.8633333333333,330.475,375.17999999999995,361.16,386.17,377.315,356.49666666666667,351.692,315.49,335.475,373.655,363.425,335.01,335.43999999999994,315.544,248.40499999999997,303.584,193.865,188.89,323.295,310.56333333333333,287.86,268.8933333333334,273.41,288.84000000000003,270.745,270.76,275.605,272.83,277.78499999999997,223.285,229.92,244.65500000000003,286.71,,261.4,238.755,240.22,274.965,L8
2019-12-08 22:06:20+00:00,312.8925,346.1066666666666,346.94666666666666,364.81,353.382,351.685,330.475,375.4533333333333,363.33,386.17,375.74333333333334,359.72249999999997,352.21333333333337,312.235,331.506,371.81333333333333,366.502,328.618,334.3183333333333,312.75666666666666,249.99,303.5266666666667,193.865,188.89,323.295,310.56333333333333,287.86,268.8933333333334,273.41,288.84000000000003,270.745,270.76,275.605,272.83,277.78499999999997,223.285,229.92,244.65500000000003,286.71,,261.4,238.755,240.22,274.965,L8
2020-03-13 22:05:54+00:00,312.805,341.74666666666667,348.69666666666666,365.9075,353.246,350.27750000000003,331.22,369.58,355.73,374.445,371.0933333333333,359.34,351.34833333333336,311.64750000000004,333.14,369.2333333333333,364.448,329.024,334.02333333333337,312.58,251.06000000000003,303.24666666666667,190.62,191.46,323.295,310.56333333333333,287.86,268.8933333333334,273.41,288.84000000000003,270.745,270.76,275.605,272.83,277.78499999999997,223.285,229.92,244.65500000000003,286.71,,261.4,238.755,240.22,274.965,L8
2020-05-07 22:11:36+00:00,308.87,337.885,344.22499999999997,353.33500000000004,352.72333333333336,335.2950000000001,333.33,366.485,360.5,364.27,366.775,363.89,356.89250000000004,323.4475,337.196,364.655,369.41,330.818,331.93199999999996,312.406,251.06000000000003,301.974,190.62,191.46,315.115,303.42999999999995,295.90999999999997,290.59000000000003,267.65,274.45,262.265,255.6,265.21000000000004,260.425,258.34,238.25,225.17,217.675,,,239.14,222.02,225.81,254.1,L8
2020-05-16 22:05:27+00:00,319.9,340.48,346.03,356.1333333333334,352.95500000000004,341.58666666666664,345.245,366.33,362.58666666666664,368.475,368.6433333333334,364.28999999999996,350.5375,330.146,335.302,367.32666666666665,368.9075,330.774,329.812,313.51599999999996,251.06000000000003,301.952,190.62,191.46,314.99,294.16499999999996,296.135,289.18,282.575,274.45,261.14,247.88,261.86,242.25,244.59,230.505,220.42,223.89,,,,,,,L8
2020-08-20 22:06:05+00:00,331.25666666666666,344.6233333333334,348.1333333333334,362.4066666666667,354.8299999999999,348.3999999999999,353.25666666666666,362.80333333333334,362.14000000000004,371.62999999999994,366.665,363.43,346.825,350.5025,349.1175,366.6166666666666,361.0833333333333,348.09000000000003,340.2375,335.2975,236.25,326.5925,204.78,191.46,332.885,294.16499999999996,296.135,300.66333333333336,291.5566666666667,274.45,261.14,247.88,261.86,242.25,244.59,230.505,220.42,223.89,309.98,,292.16,270.28,276.77,272.51,L8
2020-12-01 22:12:33+00:00,347.45,351.52,354.9,374.54,379.79999999999995,371.59,369.28,365.42,368.5,377.94,,375.16999999999996,358.4,369.26,355.975,366.0,368.78499999999997,356.175,351.615,350.22,,364.37,183.44,176.06,350.78,,,323.63,309.52,,,,,,,,,,309.98,,292.16,270.28,276.77,272.51,L8
2021-02-03 22:12:20+00:00,347.45,351.52,354.9,374.54,379.79999999999995,371.59,369.28,365.42,368.5,377.94,,375.16999999999996,358.4,369.26,355.975,366.0,368.78499999999997,356.175,351.615,350.22,,364.37,183.44,176.06,350.78,271.84,273.71,323.63,309.52,263.64,224.44,237.4,252.0,231.77,,,,,309.98,,292.16,270.28,276.77,272.51,L8
2021-02-19 22:12:15+00:00,,,,,385.395,,,,,,,382.525,359.78499999999997,,343.045,384.36,375.11,341.065,337.045,,250.63,,177.155,176.06,,271.84,273.71,,,263.64,224.44,237.4,252.0,231.77,,,,,,,,,,,L8
2021-03-23 22:12:01+00:00,,,,,385.395,,,,,,,382.525,364.45666666666665,364.69,347.2033333333334,384.36,376.98,343.08,338.90333333333336,324.98,250.63,310.34,177.155,176.06,,280.405,280.04499999999996,,,263.21500000000003,236.35,240.765,252.515,235.055,221.34,,,,,,,,,,L8
2021-04-01 22:05:48+00:00,343.42,,,,377.59999999999997,359.81,377.34,,371.88,372.94,373.87,376.9433333333333,366.475,361.49,350.0175,376.895,374.135,346.0025,342.46750000000003,324.98,250.63,310.34,177.155,176.06,,280.405,294.0933333333333,307.83,308.05,263.21500000000003,236.35,240.765,252.515,235.055,221.34,261.54,237.05,204.38,,,,,,,L8
2021-05-26 22:11:55+00:00,356.88,,,,378.24,359.81,377.34,,371.88,372.94,380.115,376.9433333333333,365.906,343.1466666666667,350.0175,380.33,375.45200000000006,344.55,341.29200000000003,298.22,248.50000000000003,280.19,177.155,176.06,,280.405,294.0933333333333,307.83,308.05,263.21500000000003,236.35,240.765,252.515,235.055,221.34,261.54,237.05,204.38,,,,,,,L8
2021-06-11 22:12:02+00:00,363.0366666666667,,,,375.94000000000005,359.81,377.34,,371.88,372.94,380.115,376.3966666666667,365.954,334.3225,348.445,380.71500000000003,375.56000000000006,343.348,339.978,290.53333333333336,247.96000000000004,270.77,170.87,,,280.405,294.0933333333333,307.83,308.05,263.21500000000003,236.35,240.765,252.515,235.055,221.34,261.54,237.05,204.38,,,,,,,L8
2021-06-20 22:05:53+00:00,348.1125,326.94,337.17,343.22,365.485,351.70500000000004,360.19,356.04,361.995,365.70500000000004,373.50333333333333,369.0825,363.5316666666667,328.084,342.032,376.216,371.9983333333334,336.70666666666665,335.77833333333336,292.19,241.66250000000002,274.315,188.905,186.4,,280.405,294.0933333333333,307.83,308.05,263.21500000000003,236.35,240.765,252.515,235.055,221.34,261.54,237.05,204.38,,,,,,,L8
2021-07-29 22:12:15+00:00,348.1125,326.94,337.17,343.22,365.485,351.70500000000004,360.19,356.04,361.995,365.70500000000004,373.50333333333333,369.0825,365.6028571428572,328.084,344.945,376.216,373.45428571428573,338.28285714285715,337.17,300.454,241.66250000000002,281.332,231.49333333333334,247.72000000000003,,286.45,291.60249999999996,307.83,282.03999999999996,265.3333333333333,244.24333333333334,243.14333333333335,252.37333333333333,236.91,225.91500000000002,261.54,237.05,204.38,,,,,,,L8
2021-09-24 22:06:20+00:00,343.96999999999997,331.03499999999997,341.625,349.845,359.695,351.70500000000004,360.19,360.43,361.995,365.70500000000004,373.50333333333333,364.93333333333334,364.85,318.9325,344.99750000000006,374.17999999999995,371.8960000000001,336.644,337.642,294.3225,238.67333333333337,274.08,261.805,247.72000000000003,,298.54,315.33666666666664,307.83,282.03999999999996,269.515,260.03,247.9,252.09,240.62,230.49,242.01000000000005,237.05,204.38,,,,,,,L8
2021-11-18 22:12:32+00:00,344.10749999999996,331.03499999999997,341.625,349.845,358.92333333333335,343.6,343.04,360.43,352.11,358.47,373.32,364.51,362.93000000000006,305.81333333333333,340.51000000000005,375.7633333333333,373.47,335.72400000000005,333.7625,294.3225,238.67333333333337,274.08,261.805,247.72000000000003,349.26,308.675,310.68333333333334,,256.03,269.515,260.03,247.9,252.09,253.21,230.49,223.745,218.78,207.86,,,,,,,L8
2021-12-20 22:12:32+00:00,327.4,335.13,346.08,356.47,362.49,,,364.82,,,,,378.03,,361.28499999999997,,382.19,348.84666666666664,345.485,338.41499999999996,,323.41499999999996,326.925,314.20500000000004,331.135,312.15000000000003,313.0,305.53,275.79999999999995,268.01,259.985,247.54000000000002,249.75,249.76333333333332,238.22500000000002,223.19333333333336,212.81,204.23000000000002,,,,,,,L8
2022-01-13 22:12:26+00:00,327.4,335.13,346.08,356.47,362.49,,,364.82,,,,,378.03,,361.28499999999997,,382.19,348.84666666666664,345.485,343.34999999999997,,323.41499999999996,337.84666666666664,322.6766666666667,326.44,315.095,317.488,301.025,277.1766666666667,268.3075,274.7966666666667,252.03,255.33,250.38,244.54,228.85250000000002,202.68666666666664,202.88666666666666,,,,,,,L9
2022-01-22 22:06:18+00:00,343.17999999999995,343.77,353.445,365.21500000000003,363.775,360.08,365.03,368.92499999999995,381.04,385.66,382.16,375.09,370.91999999999996,,361.51666666666665,377.94,376.13,351.065,345.485,343.34999999999997,,326.38,342.18,326.865,315.4325,315.962,316.40000000000003,303.26,283.3125,279.764,287.1725,267.995,255.33,262.872,244.54,234.734,202.68666666666664,202.88666666666666,,,,,,,L9
2022-01-29 22:12:29+00:00,343.17999999999995,343.77,353.445,365.21500000000003,363.775,360.08,365.03,368.92499999999995,381.04,385.66,382.16,375.09,363.81,,362.52,377.94,370.07,352.17333333333335,345.45,348.27,,334.87,350.68333333333334,332.8066666666667,315.4325,320.3175,322.854,314.3075,301.39250000000004,288.492,298.765,280.0075,261.49666666666667,277.05,251.565,234.734,202.68666666666664,202.88666666666666,,,,,,,L9
2022-02-14 22:12:25+00:00,358.57666666666665,343.77,353.445,365.21500000000003,371.95,360.08,365.03,368.92499999999995,385.875,394.34000000000003,391.03,378.28499999999997,364.555,313.22,353.24333333333334,377.94,373.39,348.28000000000003,341.245,324.3433333333333,293.01,308.0266666666667,305.3875,332.8066666666667,315.4325,320.3175,322.854,314.3075,301.39250000000004,288.492,298.765,280.0075,261.49666666666667,277.05,251.565,234.734,202.68666666666664,202.88666666666666,,,,,,,L9
2022-02-22 22:12:14+00:00,358.57666666666665,343.77,353.445,365.21500000000003,378.1875,360.08,365.03,368.92499999999995,385.875,398.49333333333334,394.45666666666665,379.9633333333333,365.33666666666664,315.42,349.855,377.94,373.39,345.504,339.45666666666665,312.935,298.81500000000005,295.32500000000005,280.738,332.8066666666667,315.4325,320.3175,322.854,314.3075,301.39250000000004,288.492,298.765,280.0075,261.49666666666667,277.05,251.565,234.734,202.68666666666664,202.88666666666666,,,,,,,L8
2022-03-02 22:12:13+00:00,358.57666666666665,343.77,353.445,365.21500000000003,381.414,360.08,365.03,368.92499999999995,385.875,398.49333333333334,394.45666666666665,381.8025,366.66499999999996,314.83,347.41999999999996,381.505,374.78666666666663,345.5133333333333,340.1775,306.232,299.7033333333334,288.552,262.8383333333333,332.8066666666667,315.4325,320.3175,322.854,314.3075,301.39250000000004,288.492,298.765,280.0075,261.49666666666667,277.05,251.565,234.734,202.68666666666664,202.88666666666666,,,,,,,L9
2022-03-18 22:12:12+00:00,364.325,343.77,353.445,365.21500000000003,382.67833333333334,360.08,383.515,368.92499999999995,387.03,398.49333333333334,394.45666666666665,381.084,365.318,313.8925,345.5083333333334,381.1433333333334,374.76,344.4142857142857,337.14,300.7966666666667,299.7033333333334,282.8966666666667,249.45714285714283,332.8066666666667,315.4325,320.3175,322.854,314.3075,301.39250000000004,288.492,298.765,280.0075,261.49666666666667,277.05,251.565,234.734,202.68666666666664,202.88666666666666,,,,,,,L9
2022-03-27 22:05:58+00:00,364.76500000000004,345.405,358.69,370.83,382.55833333333334,361.185,373.8966666666667,371.88,382.9625,391.73,394.45666666666665,381.084,365.318,317.476,345.85857142857145,381.1433333333334,374.76,344.335,339.42333333333335,300.7966666666667,310.8625,291.54,261.765,335.5025,307.608,323.344,315.798,309.454,300.848,297.532,303.156,288.21999999999997,261.49666666666667,277.48333333333335,251.565,241.49,204.09,202.28,,,,,,,L9
2022-04-03 22:12:09+00:00,364.76500000000004,345.405,358.69,370.83,382.55833333333334,361.185,373.8966666666667,371.88,382.9625,391.73,394.45666666666665,381.084,365.318,317.476,345.85857142857145,381.1433333333334,374.76,346.20222222222225,340.82714285714286,300.7966666666667,317.78200000000004,297.4475,268.46,332.416,308.64000000000004,323.344,310.095,309.454,300.848,297.532,300.4066666666667,288.21999999999997,260.32,277.48333333333335,248.45333333333335,238.22166666666666,203.502,203.926,,,,,,,L9
2022-05-05 22:11:55+00:00,364.76500000000004,345.405,368.81666666666666,379.53999999999996,379.15142857142854,371.6233333333333,364.85,375.34666666666664,377.284,384.796,389.205,381.084,358.125,317.476,345.85857142857145,369.56,374.76,346.20222222222225,340.82714285714286,291.2271428571429,317.78200000000004,297.4475,268.46,332.416,308.64000000000004,323.344,310.095,309.454,300.848,297.532,300.4066666666667,288.21999999999997,260.32,277.48333333333335,248.45333333333335,238.22166666666666,203.502,203.926,,,,,,,L9
2022-05-06 22:05:53+00:00,357.61800000000005,345.02,365.0175,376.5725,377.29625,369.2825,363.492,372.6425,375.68,383.58833333333337,386.47799999999995,379.2966666666666,358.125,317.476,346.8125,369.184,374.76,346.58299999999997,341.82625,298.59125,322.2316666666667,303.21,276.448,335.09,306.0585714285714,326.25500000000005,312.7242857142857,312.20666666666665,305.41833333333335,300.89166666666665,298.5971428571429,292.62,272.63199999999995,282.38714285714286,248.45333333333335,240.53714285714287,203.502,203.926,,,,,,,L8
2022-08-02 22:06:07+00:00,357.784,342.7933333333333,362.545,373.28749999999997,377.2275,372.3500000000001,362.168,371.305,372.78999999999996,381.1233333333333,384.164,378.2966666666667,356.988,317.476,341.57666666666665,366.995,376.3233333333333,344.1871428571429,341.3085714285715,282.0316666666667,325.8342857142857,294.16428571428565,257.59749999999997,339.8975,292.5625,338.3066666666667,312.445,301.62,308.22,319.53666666666663,294.63750000000005,318.56333333333333,300.75,289.34999999999997,242.23,240.77250000000004,204.725,205.485,,,,,,,L9
2022-08-26 22:06:34+00:00,350.63800000000003,345.79499999999996,362.545,373.28749999999997,372.3142857142857,372.3500000000001,362.168,370.606,369.20599999999996,369.22999999999996,373.2033333333334,375.062,352.815,325.4375,343.77,366.995,376.13,347.662,343.24800000000005,296.442,336.642,309.5179999999999,284.8566666666666,339.8975,292.5625,340.29,317.16999999999996,311.805,308.22,326.7125,294.63750000000005,324.505,308.61,289.34999999999997,242.23,240.77250000000004,204.725,205.485,304.29,284.03,,,,,L8
2022-09-03 22:06:16+00:00,350.63800000000003,345.79499999999996,362.545,373.28749999999997,368.6466666666667,372.3500000000001,362.168,370.606,369.20599999999996,369.22999999999996,373.2033333333334,371.9975,346.87000000000006,329.3666666666667,345.8,360.97,374.68,348.1875,343.475,300.6975,345.4325,324.846,313.7416666666666,340.904,290.798,340.812,319.40333333333336,313.954,310.89250000000004,325.186,294.63750000000005,323.836,311.61199999999997,295.03249999999997,247.82,240.77250000000004,204.725,205.485,304.29,284.03,,,,,L9
2022-10-21 22:06:29+00:00,347.4866666666667,348.26,364.5366666666667,370.8325,362.554,370.7133333333333,351.42499999999995,369.312,361.75750000000005,368.21999999999997,372.675,368.7425,340.34000000000003,331.87,348.06,355.96999999999997,,346.24,344.83500000000004,311.4825,338.81,330.23,339.4125,346.9533333333334,287.96,342.1525,327.504,312.70799999999997,310.0725,327.8175,285.58500000000004,320.958,317.194,300.15999999999997,268.505,237.94333333333338,,,304.29,284.03,,,,,L9
2022-12-24 22:06:26+00:00,356.71500000000003,346.3,344.875,356.5566666666667,358.595,343.635,347.53999999999996,365.4975,367.27666666666664,371.10999999999996,372.3033333333333,369.91499999999996,356.27,338.66333333333336,341.75,368.76,354.25,341.87,339.535,321.75333333333333,335.975,311.4266666666667,336.43666666666667,346.20000000000005,286.655,342.59999999999997,327.255,309.3925,304.00666666666666,331.1933333333333,283.43,322.5425,316.02250000000004,294.3349999999999,268.505,229.70000000000007,,,304.29,284.03,,,,,L9
2023-01-16 22:12:34+00:00,356.71500000000003,346.3,344.875,356.5566666666667,358.595,343.635,347.53999999999996,365.4975,376.1725,371.10999999999996,372.3033333333333,373.878,358.69666666666666,339.76,342.5,376.0366666666667,368.28,341.04333333333335,338.6066666666667,317.2375,330.75000000000006,305.27750000000003,330.075,333.28,286.655,342.59999999999997,327.255,309.3925,292.4475,331.1933333333333,283.43,306.352,298.19,294.3349999999999,268.505,229.70000000000007,,,304.29,284.03,,,,,L9
2023-02-17 22:12:37+00:00,353.64,346.58500000000004,338.83,354.42500000000007,356.6233333333334,343.635,342.10499999999996,364.77,380.33,371.2299999999999,373.15999999999997,375.075,358.69666666666666,339.76,342.5,376.0366666666667,368.28,341.04333333333335,342.2575,317.2375,334.00000000000006,312.59000000000003,328.0675,329.1066666666666,283.74,342.59999999999997,328.255,316.23999999999995,290.69,314.77000000000004,278.83,298.322,286.596,289.08,268.505,228.88,232.45,218.6,304.29,284.03,,,,,L9
2023-03-05 22:12:25+00:00,,338.37,338.83,354.42500000000007,348.14500000000004,343.635,342.10499999999996,363.25,380.33,371.2299999999999,373.15999999999997,376.6566666666666,362.24,344.12,344.2275,376.0366666666667,368.28,342.49,342.3,316.39,336.88750000000005,313.48799999999994,322.6025,320.4733333333333,315.82,324.405,315.3233333333333,299.325,276.58,281.56,275.04499999999996,275.35,262.05,261.13,283.6,228.88,209.565,209.875,,,,,,,L9
2023-03-13 22:12:11+00:00,,338.37,338.83,354.42500000000007,348.14500000000004,343.635,342.10499999999996,363.25,386.4175,371.2299999999999,373.15999999999997,376.6566666666666,363.685,344.34399999999994,344.346,376.0366666666667,368.28,342.346,340.965,317.628,334.10800000000006,312.3483333333333,320.59000000000003,313.40749999999997,290.885,310.9766666666667,307.3775,299.325,270.46,281.56,263.6133333333333,268.494,255.502,247.4433333333333,283.6,228.88,209.565,209.875,,,,,,,L8
2023-03-14 22:06:11+00:00,,338.37,338.83,343.54333333333335,336.44666666666666,343.635,328.6666666666667,353.92333333333335,386.4175,371.2299999999999,361.1133333333334,376.6566666666666,363.685,344.34399999999994,344.346,376.0366666666667,368.28,342.346,334.6271428571429,317.628,334.10800000000006,312.3483333333333,320.59000000000003,313.40749999999997,290.885,310.9766666666667,307.3775,299.325,270.46,281.56,263.6133333333333,268.494,255.502,247.4433333333333,283.6,228.88,209.565,209.875,,,,,,,L9
2023-03-21 22:12:19+00:00,,338.37,338.83,343.54333333333335,336.44666666666666,343.635,328.6666666666667,353.92333333333335,386.4175,371.2299999999999,361.1133333333334,378.66499999999996,362.506,344.65333333333336,345.44166666666666,376.175,367.40000000000003,342.885,336.0075,322.195,335.2266666666667,312.3483333333333,320.00666666666666,315.716,292.15000000000003,310.265,304.01,292.9166666666667,276.1425,278.83,257.8375,264.7733333333333,255.28666666666666,244.0875,283.6,214.87500000000006,201.76666666666665,199.71666666666667,,,,,,,L9
2023-03-29 22:12:01+00:00,,338.37,338.83,343.54333333333335,336.44666666666666,343.635,328.6666666666667,353.92333333333335,389.666,371.2299999999999,361.1133333333334,380.162,362.545,344.51714285714286,345.2314285714286,376.175,367.40000000000003,342.68285714285713,336.23333333333335,322.05571428571426,332.69428571428574,310.2185714285714,318.65857142857146,312.24999999999994,292.15000000000003,305.156,298.115,292.9166666666667,272.644,278.83,247.462,260.29285714285714,251.6614285714286,238.718,283.6,214.87500000000006,201.76666666666665,199.71666666666667,,,,,,,L8
2023-03-30 22:05:59+00:00,328.73,338.255,342.74,347.685,341.065,348.20666666666665,334.67,356.5375,385.98,372.48999999999995,364.775,377.7483333333333,361.62,343.59,345.21500000000003,374.606,366.35,342.8,337.12,324.65125,333.9225,313.27874999999995,321.80875000000003,316.70714285714286,289.795,310.76500000000004,302.0571428571429,292.9166666666667,272.644,288.2825,247.462,260.29285714285714,251.6614285714286,244.5233333333333,293.65,214.87500000000006,203.69,199.71666666666667,,,,,,,L9
2023-04-06 22:12:09+00:00,328.73,338.255,342.74,347.685,341.065,348.20666666666665,334.67,356.5375,385.98,372.48999999999995,364.775,379.4342857142857,361.715,343.74333333333334,344.8955555555556,374.606,366.35,342.65555555555557,337.2645454545455,324.71555555555557,332.71555555555557,313.3588888888888,320.93555555555554,316.66999999999996,294.72200000000004,311.0942857142857,301.89125,291.31,271.8066666666667,286.804,247.462,259.13625,250.96625,245.00428571428571,293.65,206.01666666666674,197.472,199.71666666666667,,,,,,,L9
2023-04-07 22:05:40+00:00,337.08000000000004,341.45,347.69,352.81800000000004,348.254,352.685,341.12,358.186,384.3085714285714,374.5525,369.026,379.64625,361.1044444444444,344.43199999999996,345.25300000000004,374.606,366.156,343.809,339.1,328.498,335.1,313.3588888888888,320.93555555555554,316.66999999999996,294.72200000000004,316.265,303.4888888888889,291.31,271.8066666666667,286.804,247.462,259.13625,250.96625,245.00428571428571,295.19,206.01666666666674,197.472,203.85,,,,,,,L8
2023-05-24 22:11:41+00:00,337.08000000000004,341.45,347.69,351.5525,347.4025,351.12000000000006,338.52,356.66749999999996,388.1766666666667,376.9366666666667,368.51,381.7114285714286,361.1044444444444,346.93100000000004,345.558,376.9025,366.156,343.618,338.83583333333337,327.959,335.219,313.6466666666667,320.95000000000005,315.8288888888889,294.72200000000004,313.0,299.5255555555556,293.81,262.13666666666666,282.0733333333333,241.245,250.605,244.44125,245.00428571428571,300.98499999999996,194.5850000000001,197.472,203.85,,,,,,,L9
