dates,satname,nzd0166-0000,nzd0166-0001,nzd0166-0002,nzd0166-0003
1999-10-22 21:58:28.758000,L7,320.19,,,
1999-12-09 21:58:33.708000,L7,287.44,,,
1999-12-09 21:58:57.676000,L7,284.47,,,
2001-10-11 21:54:09.862000,L7,293.17,,,
2002-01-15 21:54:23.534000,L7,241.51,,,
2002-01-31 21:54:50.570000,L7,273.69,,,
2002-10-14 21:53:19.813000,L7,285.33,281.47,,
2002-10-14 21:53:43.769000,L7,286.58,284.33,,
2002-10-30 21:53:25.867000,L7,290.96,248.98,,
2003-01-18 21:54:06.301000,L7,298.20,284.94,,
2003-01-18 21:54:30.278000,L7,283.93,,,
2003-10-25 21:43:40.253000,L5,284.15,258.25,286.62,312.89
2003-10-25 21:44:04.226000,L5,273.47,,,
2004-02-14 21:44:33.705000,L5,298.79,273.99,282.59,303.91
2004-02-14 21:44:57.678000,L5,288.43,265.53,275.32,297.44
2004-03-01 21:45:02.553000,L5,282.11,259.90,268.33,266.60
2004-07-23 21:48:09.192000,L5,,243.24,265.98,288.72
2004-09-25 21:49:43.196000,L5,270.57,,,
2004-10-27 21:50:47.740000,L5,270.84,246.98,258.24,289.54
2005-01-15 21:51:45.464000,L5,274.00,,,
2005-01-15 21:52:09.437000,L5,255.75,,,
2005-02-16 21:52:13.954000,L5,282.52,251.33,257.92,283.67
2005-02-16 21:52:37.927000,L5,285.78,256.22,264.06,289.26
2005-10-30 21:53:39.558000,L5,291.48,267.74,276.32,296.22
2005-10-30 21:54:03.531000,L5,279.78,255.58,258.37,289.75
2006-02-19 21:56:15.936000,L5,266.78,247.68,259.15,274.60
2006-02-19 21:56:39.909000,L5,268.90,248.46,259.84,275.81
2006-04-08 21:57:12.628000,L5,,251.88,254.66,279.94
2006-04-08 21:57:36.601000,L5,254.73,257.96,260.01,284.72
2006-07-13 21:59:02.335000,L5,,265.78,275.38,298.31
2007-01-05 22:00:28.480000,L5,,254.27,269.82,281.40
2007-09-18 21:58:42.182000,L5,286.87,259.35,258.10,271.23
2008-12-25 21:50:10.387000,L5,271.65,248.42,257.77,286.12
2008-12-25 21:50:34.359000,L5,271.09,248.87,255.61,284.94
2010-01-13 21:56:25.416000,L5,264.70,,,
2010-01-13 21:56:49.389000,L5,259.14,,,
2010-10-28 21:55:27.339000,L5,300.35,276.50,286.42,308.55
2010-10-28 21:55:51.312000,L5,275.10,246.32,255.52,286.03
2010-12-31 21:55:32.560000,L5,302.61,278.50,287.05,309.15
2010-12-31 21:55:56.533000,L5,274.23,,,
2011-01-16 21:55:58.174000,L5,277.29,257.41,260.24,283.70
