dates,satname,nzd0203-0000,nzd0203-0001,nzd0203-0002,nzd0203-0003,nzd0203-0004,nzd0203-0005,nzd0203-0006,nzd0203-0007,nzd0203-0008
1999-09-29 21:52:52.243000,L7,339.62,342.90,350.68,357.48,354.63,356.28,352.51,353.96,385.48
1999-10-15 21:52:49.322000,L7,351.85,361.95,366.13,367.01,369.36,369.59,361.04,360.88,322.48
2000-02-04 21:52:37.377000,L7,293.84,344.00,355.75,367.50,368.78,312.00,360.99,367.73,358.14
2000-02-20 21:52:29.720000,L7,343.03,350.34,366.29,330.71,357.44,356.35,353.54,355.84,345.66
2000-03-14 21:58:35.291000,L7,353.43,364.02,372.28,374.48,373.26,375.65,363.76,362.25,339.69
2000-03-30 21:58:33.541000,L7,,,,,,,,,350.07
2000-04-24 21:52:10.308000,L7,,,,,,,,,378.13
2000-05-17 21:58:07.485000,L7,291.87,308.31,309.43,326.94,319.74,310.21,382.17,382.92,354.42
2000-08-14 21:50:56.232000,L7,,,,,,377.11,377.26,370.38,369.04
2000-09-15 21:50:25.712000,L7,354.31,367.22,370.61,338.84,390.62,357.74,335.94,,
2000-09-22 21:56:29.431000,L7,,,385.88,363.17,340.81,359.22,363.18,371.04,375.69
2000-10-17 21:50:01.277000,L7,396.01,397.77,399.82,412.66,408.82,406.94,397.35,414.53,
2001-01-05 21:50:16.585000,L7,337.38,349.42,360.41,415.55,404.35,402.22,394.68,407.93,408.19
2001-03-10 21:50:10.732000,L7,294.32,302.41,303.62,319.68,312.07,,,,
2001-06-21 21:55:29.297000,L7,361.83,387.87,398.52,397.55,393.50,394.26,384.78,378.78,384.08
2001-08-24 21:54:48.593000,L7,319.10,315.22,299.48,,,,,,369.20
2001-09-09 21:54:36.880000,L7,293.11,303.12,,,,,,,
2001-10-11 21:54:09.862000,L7,372.53,371.63,303.28,327.09,320.57,309.26,406.56,392.92,381.96
2001-10-20 21:48:09.707000,L7,,,,358.54,357.58,402.43,349.06,352.43,
2002-01-24 21:48:42.967000,L7,346.19,358.41,365.95,327.35,362.56,361.36,360.17,368.34,355.37
2002-01-31 21:54:50.570000,L7,279.48,,,,,,,,
2002-02-16 21:54:54.191000,L7,289.74,302.78,303.28,325.06,315.27,310.58,,,
2002-02-25 21:48:47.943000,L7,349.31,360.53,367.47,327.24,365.29,355.57,354.42,357.68,391.53
2002-03-29 21:48:39.145000,L7,290.28,302.75,297.62,321.91,316.54,307.23,,,365.63
2002-06-01 21:48:28.245000,L7,280.05,306.77,313.39,325.02,315.52,313.02,,,311.63
2002-08-27 21:54:00.253000,L7,362.69,357.93,367.56,368.86,361.42,359.77,359.84,359.69,355.58
2002-10-07 21:47:33.100000,L7,389.40,380.82,385.99,383.19,384.87,378.88,381.76,387.27,381.69
2002-10-14 21:53:43.769000,L7,349.36,355.24,361.75,363.06,359.88,356.09,357.42,366.49,352.67
2002-10-23 21:47:39.211000,L7,336.34,337.25,341.19,343.32,340.69,337.85,341.45,353.50,377.13
2002-12-26 21:48:11.926000,L7,414.86,406.91,405.75,399.36,405.24,401.55,397.05,406.56,
2003-01-18 21:54:30.278000,L7,352.96,352.90,415.63,413.70,413.04,411.34,392.41,405.09,412.82
2003-04-24 21:54:46.433000,L7,,,,,,,,385.10,378.97
2003-05-10 21:54:46.466000,L7,293.23,305.04,297.33,325.16,317.11,,,381.80,374.59
2003-07-21 21:42:33.857000,L5,294.10,321.77,313.49,325.63,321.29,318.36,306.48,314.39,310.93
2003-08-15 21:36:48.503000,L5,302.86,321.46,313.00,325.67,323.77,323.40,313.21,310.60,308.31
2003-10-18 21:37:48.406000,L5,355.63,347.37,347.52,360.21,360.59,350.25,341.88,343.21,338.74
2003-10-25 21:44:04.226000,L5,297.01,299.71,300.12,323.09,315.72,,,,
2003-11-19 21:38:14.402000,L5,378.21,371.76,366.04,377.76,368.69,355.88,345.12,345.31,354.12
2004-05-20 21:46:44.438000,L5,,,,,,,301.64,305.12,304.73
2004-06-30 21:41:46.478000,L5,308.44,333.36,327.35,335.69,331.12,328.71,320.95,317.96,321.99
2004-07-07 21:48:09.180000,L5,302.36,324.00,308.67,324.08,317.00,313.68,307.22,309.82,307.59
2004-07-23 21:48:33.165000,L5,305.45,320.00,318.26,326.97,316.72,313.21,306.03,304.32,306.60
2004-08-24 21:49:18.016000,L5,304.90,310.80,314.14,322.28,322.29,318.22,312.95,309.04,303.12
2004-09-02 21:43:21.489000,L5,303.24,311.46,312.44,312.16,320.58,315.70,304.89,304.10,302.30
2004-09-18 21:43:46.845000,L5,,,,,,,306.74,308.03,301.09
2004-10-20 21:44:28.706000,L5,320.38,324.30,322.50,333.24,336.02,322.66,316.68,316.22,310.62
2004-10-27 21:50:47.740000,L5,357.56,345.63,340.95,357.13,357.83,339.19,331.69,337.18,337.25
2004-12-23 21:45:40.703000,L5,305.98,317.90,305.52,324.08,324.51,309.08,,,
2005-01-15 21:52:09.437000,L5,308.03,315.77,299.92,323.73,327.27,310.28,,,
2005-02-09 21:46:19.482000,L5,350.93,348.44,348.64,349.76,346.73,341.13,335.45,324.47,333.67
2005-03-04 21:52:52.217000,L5,291.31,297.55,301.62,314.76,315.44,308.25,,,
2005-03-13 21:46:47.612000,L5,349.80,339.30,335.67,350.81,337.51,324.93,,,
2005-06-01 21:47:18.718000,L5,303.55,319.73,314.26,306.87,320.22,314.37,302.55,303.50,309.34
2005-06-08 21:53:33.007000,L5,315.01,329.06,332.51,327.03,327.35,323.95,313.31,314.10,318.70
2005-07-19 21:47:39.248000,L5,293.56,311.47,311.86,304.75,314.26,310.60,,,
2005-09-21 21:47:59.005000,L5,368.41,370.22,363.93,379.98,377.22,367.43,352.17,352.97,358.08
2005-11-15 21:54:26.309000,L5,341.28,353.27,353.79,,,,,,
