dates,satname,nzd0394-0000,nzd0394-0001,nzd0394-0002,nzd0394-0003,nzd0394-0004,nzd0394-0005,nzd0394-0006
1999-09-04 22:00:09.953000,L7,,350.70,346.81,336.40,338.76,352.74,350.50
1999-09-04 22:00:33.926000,L7,,,270.31,257.88,264.55,283.82,306.77
1999-10-22 22:00:04.598000,L7,366.21,350.38,358.02,355.59,353.24,357.55,352.78
1999-10-22 22:00:28.631000,L7,367.03,351.59,358.02,355.98,352.07,357.31,351.71
1999-12-09 22:00:09.551000,L7,310.89,289.50,270.69,241.65,,,310.93
1999-12-09 22:00:33.510000,L7,313.44,289.15,270.94,,,,
1999-12-25 22:00:04.067000,L7,304.31,279.91,261.62,,,,
2000-01-26 22:00:02.226000,L7,306.08,279.42,264.80,,,,
2000-01-26 22:00:26.187000,L7,311.64,284.41,270.44,240.17,,,
2000-02-11 21:59:57.866000,L7,298.73,276.09,261.62,,,,
2000-02-27 21:59:52.393000,L7,342.74,326.28,355.12,,376.37,379.09,338.16
2000-02-27 22:00:16.353000,L7,347.30,328.81,324.39,,378.74,382.96,339.09
2000-03-30 21:59:45.397000,L7,,,,,264.65,286.83,307.98
2000-03-30 22:00:09.363000,L7,,,,,,278.32,294.91
2000-04-15 21:59:31.785000,L7,,,269.84,270.52,276.82,307.36,318.30
2000-04-15 21:59:55.745000,L7,,,271.79,272.86,278.43,309.14,320.52
2000-05-01 21:59:30.586000,L7,,332.08,342.27,344.41,341.79,359.49,355.20
2000-08-05 21:58:20.584000,L7,,,254.50,331.02,338.48,349.73,339.60
2000-08-05 21:58:44.520000,L7,,,333.01,329.98,338.19,349.52,338.10
2000-09-06 21:57:58.861000,L7,,,331.13,276.17,287.15,306.31,317.65
2000-09-06 21:58:22.821000,L7,,,330.25,275.07,287.92,305.86,316.88
2000-10-08 21:58:00.300000,L7,,,,344.84,341.64,353.53,347.78
2001-02-13 21:57:39.607000,L7,309.89,288.53,264.18,,,,
2001-02-13 21:58:03.568000,L7,315.33,291.25,268.76,,,,
2001-06-05 21:56:52.440000,L7,,,,,326.35,324.31,339.02
2001-06-05 21:57:16.389000,L7,,,,,,281.89,256.90
2001-08-24 21:56:24.380000,L7,,,,273.45,321.38,317.12,322.42
2001-09-25 21:55:40.572000,L7,336.61,328.21,336.41,331.06,363.44,,
2001-09-25 21:56:04.528000,L7,347.11,332.13,339.91,357.18,364.63,,
2001-12-30 21:55:49.115000,L7,322.29,300.51,275.24,258.20,263.47,295.85,307.74
2001-12-30 21:56:13.010000,L7,319.87,297.77,274.39,254.42,,,
2002-05-07 21:56:03.729000,L7,,,,,256.10,290.54,315.35
2002-05-07 21:56:27.687000,L7,,,,258.65,259.00,293.94,317.28
2002-09-12 21:55:07.575000,L7,324.72,311.17,284.42,282.51,277.69,314.19,319.83
2002-10-14 21:54:55.882000,L7,344.85,325.98,325.42,293.30,304.22,329.66,336.07
2002-10-14 21:55:19.836000,L7,343.56,325.15,326.82,295.42,303.70,329.66,336.18
2002-10-30 21:55:01.471000,L7,343.73,339.16,355.42,348.02,327.81,343.93,347.30
2002-10-30 21:55:25.430000,L7,345.85,336.43,355.87,346.71,328.84,345.02,347.52
2003-01-18 21:55:42.118000,L7,,,,372.91,362.94,367.41,368.49
2003-01-18 21:56:06.129000,L7,,,,,369.25,371.19,373.29
2003-03-23 21:56:16.528000,L7,309.35,298.09,271.83,265.00,272.07,296.18,316.52
2003-05-10 21:56:22.313000,L7,,,,291.67,320.83,323.10,318.79
2003-07-21 21:43:45.776000,L5,,,,,260.17,291.16,324.34
2003-07-21 21:44:09.463000,L5,,,,,,285.08,316.37
2003-12-28 21:45:57.554000,L5,370.84,355.91,344.03,343.36,343.85,356.35,355.12
2004-04-02 21:46:30.745000,L5,346.61,336.69,339.15,324.88,322.51,333.75,329.58
