dates,nzd0394-0000,nzd0394-0001,nzd0394-0002,nzd0394-0003,nzd0394-0004,nzd0394-0005,nzd0394-0006,satname
1999-09-04 22:00:09+00:00,,,286.15,251.61,,,,L7
1999-12-09 22:00:09+00:00,290.13,278.86,273.96,234.36,,225.39,238.86,L7
2000-01-26 22:00:02+00:00,295.46500000000003,279.33500000000004,271.0133333333333,229.41,,224.885,239.39,L7
2000-02-11 22:00:21+00:00,288.6333333333334,267.15000000000003,271.0133333333333,229.41,,224.885,239.39,L7
2000-02-27 21:59:52+00:00,294.83500000000004,267.15000000000003,271.0525,237.0075,,226.71333333333334,263.5833333333333,L7
2000-03-30 21:59:45+00:00,289.86199999999997,267.15000000000003,266.975,230.2575,250.66,236.48,272.505,L7
2000-04-15 21:59:55+00:00,289.86199999999997,267.15000000000003,268.3,230.2575,263.03,250.06599999999997,281.544,L7
2000-05-01 21:59:54+00:00,289.86199999999997,267.15000000000003,268.3,230.2575,263.03,259.8066666666667,281.544,L7
2000-08-05 21:58:44+00:00,286.1266666666666,242.78,271.5366666666667,242.20499999999998,263.03,284.768,315.2275,L7
2000-09-06 21:58:22+00:00,273.22,,272.02333333333337,225.615,267.4633333333333,297.986,310.315,L7
2000-12-11 21:58:00+00:00,274.245,249.89,272.63,226.62,276.33,305.615,312.145,L7
2001-02-13 21:57:39+00:00,273.8233333333333,252.32999999999998,267.36,226.62,276.33,296.46,292.32,L7
2001-05-20 21:57:04+00:00,272.5,252.32999999999998,262.09,266.33,302.81,317.73,,L7
2001-06-05 21:57:16+00:00,272.5,252.32999999999998,262.09,266.33,302.81,288.26,274.15,L7
2001-07-07 21:56:36+00:00,272.98,254.77,262.09,266.33,290.45500000000004,284.5733333333333,283.90999999999997,L7
2001-08-24 21:56:00+00:00,,,,263.065,285.34999999999997,288.27,292.42333333333335,L7
2001-09-25 21:55:40+00:00,,229.61,260.82,263.065,285.34999999999997,288.27,292.42333333333335,L7
2001-12-30 21:55:49+00:00,310.99,229.61,265.03,241.85500000000002,276.62,288.28,301.56,L7
2002-02-16 21:56:30+00:00,294.9,245.41,265.03,241.85500000000002,275.14,299.36,309.45,L7
2002-05-07 21:56:27+00:00,294.9,261.21,269.24,223.91,,273.17,294.87,L7
2002-09-12 21:55:07+00:00,331.91,,320.75,,280.96,300.44500000000005,310.53999999999996,L7
2002-10-14 21:54:55+00:00,333.71000000000004,,320.375,,283.66499999999996,306.84666666666664,316.9766666666667,L7
2002-10-30 21:55:25+00:00,334.7366666666667,,320.375,,293.48,306.84666666666664,316.9766666666667,L7
2003-05-10 21:56:22+00:00,,,,,276.05,298.85,299.83,L7
2003-07-21 21:44:09+00:00,,,,,267.055,293.88,305.75,L5
2004-04-02 21:46:30+00:00,329.53,319.62,321.65,,,319.57,316.78,L5
2004-05-04 21:47:27+00:00,329.53,319.62,321.65,,,296.03,305.565,L5
2004-05-20 21:48:20+00:00,329.53,319.62,321.65,,264.33,295.45,308.6433333333334,L5
2004-07-07 21:49:44+00:00,329.53,319.62,321.65,,266.90999999999997,291.47,309.14750000000004,L5
2004-09-25 21:51:19+00:00,312.525,300.155,321.65,216.58,266.90999999999997,291.47,309.14750000000004,L5
2004-10-27 21:52:23+00:00,306.40999999999997,290.28999999999996,303.87,238.83499999999998,269.79,285.515,309.8275,L5
2005-01-15 21:53:21+00:00,308.1066666666666,291.8933333333334,298.63,239.4766666666667,261.535,295.72,319.5,L5
2005-03-04 21:54:27+00:00,313.7725,298.23,301.4166666666667,248.0625,261.535,300.52,322.15,L5
2005-04-05 21:54:19+00:00,314.03999999999996,295.8775,292.625,258.5566666666667,261.535,300.52,322.15,L5
2005-04-21 21:54:22+00:00,314.03999999999996,295.8775,292.625,258.5566666666667,261.535,290.82,314.84999999999997,L5
2005-06-08 21:54:44+00:00,312.9533333333333,294.54,288.87666666666667,257.29,253.33,284.7825,310.42,L5
2005-07-10 21:54:55+00:00,312.9533333333333,294.54,288.87666666666667,257.29,263.5266666666667,288.952,313.525,L5
2005-08-27 21:55:43+00:00,302.2966666666667,287.43333333333334,279.8833333333334,273.82,266.91333333333336,287.2675,308.704,L5
2005-09-28 21:55:44+00:00,288.05999999999995,272.53,266.33000000000004,301.04,266.91333333333336,279.65000000000003,308.13800000000003,L5
2006-02-19 21:57:51+00:00,294.9,286.37,272.06500000000005,301.04,257.68,,300.71333333333337,L5
