dates,satname,nzd0334-0000,nzd0334-0001,nzd0334-0002,nzd0334-0003,nzd0334-0004,nzd0334-0005,nzd0334-0006,nzd0334-0007,nzd0334-0008,nzd0334-0009,nzd0334-0010,nzd0334-0011,nzd0334-0012,nzd0334-0013,nzd0334-0014,nzd0334-0015,nzd0334-0016,nzd0334-0017,nzd0334-0018,nzd0334-0019,nzd0334-0020,nzd0334-0021,nzd0334-0022
2000-10-26 21:45:10.779000,L7,310.57,321.66,350.86,364.05,355.11,350.28,345.67,354.55,348.43,352.83,347.34,345.93,352.06,351.43,391.71,,,,,,,,
2000-12-04 21:51:22.024000,L7,,,,,,,,,,,,,,,,,,,,305.66,297.65,300.79,311.61
2001-01-05 21:51:04.492000,L7,315.44,335.03,366.29,363.89,366.98,360.56,361.04,359.31,364.10,372.92,356.62,350.32,349.44,337.99,335.92,344.19,347.18,347.78,345.74,341.50,334.62,339.50,347.74
2001-01-05 21:51:28.457000,L7,,,,,,,,,,,,,,,,,371.48,367.93,365.34,359.56,355.52,360.01,364.16
2001-01-21 21:51:34.318000,L7,313.73,337.29,365.43,379.65,371.27,366.89,373.31,,,,,,,,,,,,,,,,
2001-02-06 21:51:02.555000,L7,278.13,278.44,300.17,314.37,316.67,325.70,319.65,313.51,322.85,320.58,319.47,326.13,329.82,325.75,323.61,329.32,334.70,342.43,340.41,342.06,331.73,338.72,355.88
2001-02-06 21:51:26.449000,L7,316.15,338.64,364.71,369.28,366.66,362.08,351.70,360.01,354.57,355.20,350.11,346.79,349.83,355.15,384.20,,,,,,,,
2001-04-27 21:50:43.832000,L7,301.59,305.20,350.59,351.44,355.46,358.33,368.93,328.23,352.87,375.88,364.14,353.35,379.70,351.96,324.45,329.05,330.25,337.91,341.61,331.60,328.24,331.71,339.44
2001-04-27 21:51:07.792000,L7,270.58,295.39,296.94,312.75,342.98,351.63,348.16,364.77,361.98,373.70,360.68,349.06,340.38,348.17,318.55,318.75,321.80,329.17,321.27,325.06,319.77,325.27,333.07
2001-05-13 21:50:33.259000,L7,280.24,285.77,311.74,320.71,313.71,345.56,340.11,324.60,346.13,311.09,346.78,341.94,316.02,306.92,309.04,309.26,332.86,345.98,328.80,331.01,319.31,321.34,337.41
2001-05-22 21:44:42.575000,L7,329.78,337.70,349.16,353.64,351.87,349.12,352.32,356.09,366.76,372.12,363.03,347.45,345.53,340.22,332.19,330.81,340.06,346.22,342.94,342.87,341.75,344.53,349.58
2001-06-14 21:50:38.006000,L7,318.17,336.72,324.33,352.29,350.48,344.48,356.59,388.02,352.89,360.26,373.96,359.72,347.24,333.00,330.39,326.93,332.22,342.25,329.88,338.77,329.92,331.06,341.92
2001-07-25 21:44:06.674000,L7,292.27,307.49,339.05,359.31,347.14,336.43,357.32,388.35,371.69,388.48,360.65,349.30,351.55,371.04,356.65,328.23,339.25,341.88,353.15,340.36,336.99,335.59,352.30
2001-09-18 21:49:05.242000,L7,321.71,318.69,329.57,339.70,338.84,333.19,335.45,333.06,340.16,400.89,,355.14,347.00,340.25,334.27,336.23,342.68,350.00,346.87,341.63,336.84,338.75,348.58
2001-09-18 21:49:29.215000,L7,320.88,320.03,330.17,340.49,339.25,335.24,337.10,336.75,341.51,343.34,359.70,361.46,347.28,340.79,335.55,337.95,345.10,351.31,348.62,343.12,338.00,342.46,350.56
2001-10-04 21:48:54.017000,L7,306.09,304.39,315.29,329.15,333.24,331.40,332.43,334.46,335.76,341.34,336.59,340.16,341.95,331.36,326.53,324.78,338.01,345.51,340.14,342.19,335.17,335.80,347.37
2001-10-04 21:49:17.977000,L7,352.84,347.47,349.75,368.31,375.58,379.49,379.75,,,,,,,,,,,,,,,,
2002-02-25 21:49:35.857000,L7,319.50,348.07,355.02,348.85,347.11,341.51,352.29,357.67,361.94,354.29,347.90,345.85,350.04,348.27,377.81,,373.39,372.65,377.69,356.74,356.53,367.12,372.16
2002-03-06 21:43:47.645000,L7,302.13,312.00,326.68,329.66,333.47,340.05,331.45,334.28,337.20,341.59,359.47,336.79,330.60,333.86,326.08,325.84,335.56,344.18,339.04,342.95,331.28,331.26,342.39
2002-05-09 21:43:40.721000,L7,,,,,,,,,291.62,299.95,288.44,304.97,309.27,299.69,293.20,299.88,308.21,325.13,267.18,319.53,303.69,297.12,312.28
2002-07-19 21:48:57.399000,L7,337.44,343.74,332.02,335.59,335.10,333.58,329.83,325.29,335.89,339.04,331.52,338.74,341.43,331.20,348.03,342.10,362.14,351.85,335.80,337.05,327.62,334.21,349.99
2002-08-20 21:48:46.449000,L7,323.40,303.40,304.58,316.75,328.77,315.80,315.16,318.97,331.52,342.67,326.00,337.72,341.65,343.39,334.27,346.29,339.76,363.65,362.66,345.85,333.07,346.75,355.41
2002-09-05 21:48:38.182000,L7,336.59,338.01,343.73,342.73,346.28,331.63,326.24,326.48,329.61,334.66,329.02,338.81,342.83,336.51,333.88,326.30,342.97,357.64,378.04,348.22,340.12,345.10,358.29
2002-09-14 21:42:42.988000,L7,313.94,326.37,332.64,335.86,331.98,360.45,332.71,347.62,339.66,341.23,361.03,339.56,333.74,321.40,315.70,318.30,326.13,339.48,325.46,340.41,331.95,337.16,343.96
2002-10-16 21:42:36.617000,L7,355.78,381.05,378.13,370.89,359.21,357.54,346.42,335.75,340.04,344.58,339.69,341.69,342.58,346.21,338.66,345.93,348.34,357.72,353.60,348.29,334.04,338.62,350.52
2002-12-10 21:48:53.163000,L7,,,,400.50,379.15,365.00,362.82,350.30,343.47,323.87,318.08,332.66,340.31,332.11,325.87,323.57,333.07,342.98,337.92,337.78,330.65,331.87,345.32
2002-12-26 21:48:59.976000,L7,323.80,370.77,368.02,357.86,354.39,348.96,334.37,328.21,326.04,330.04,321.73,332.77,340.31,335.09,326.90,323.68,332.55,346.55,348.61,339.38,331.40,334.21,343.92
2003-01-11 21:49:02.380000,L7,309.69,327.05,334.42,354.38,344.69,339.73,332.71,334.56,336.42,324.77,320.83,332.49,338.53,328.34,325.32,324.10,332.72,344.34,340.79,341.48,330.47,334.13,344.62
2003-01-27 21:49:33.029000,L7,,,,,,,393.72,360.85,352.02,347.99,341.79,344.32,347.12,345.67,344.39,346.49,349.27,356.14,355.75,350.34,340.85,346.27,355.92
2003-03-16 21:49:22.109000,L7,,375.64,345.45,353.18,350.19,346.28,340.13,345.74,340.79,343.27,357.26,341.31,348.90,353.85,370.87,348.47,353.88,370.66,389.78,361.94,365.22,,
2003-05-03 21:49:49.056000,L7,335.68,345.49,343.58,356.26,393.09,375.80,385.11,356.31,347.41,347.54,340.77,344.26,345.79,336.16,327.36,329.70,333.56,345.02,340.95,339.49,333.74,335.76,346.15
2003-07-23 21:31:26.274000,L5,350.97,372.66,365.17,361.93,362.59,348.36,345.78,350.33,342.40,345.97,339.67,344.36,348.57,348.75,352.82,380.06,,,378.83,381.62,361.81,366.31,379.13
2003-07-30 21:37:21.273000,L5,330.69,341.96,348.51,348.68,344.59,343.45,343.51,340.46,349.13,342.99,332.04,336.92,340.64,336.48,336.19,343.85,352.07,358.49,359.51,355.88,348.89,347.44,361.51
2003-08-15 21:37:36.307000,L5,315.82,332.78,351.16,349.36,330.64,333.73,332.31,332.17,329.06,336.68,329.21,340.13,342.85,335.72,331.76,340.61,351.48,360.87,351.54,347.36,334.70,339.85,353.71
2003-08-24 21:32:00.647000,L5,248.74,266.20,290.73,314.36,308.66,308.40,305.09,315.09,314.81,317.98,321.28,320.71,314.54,322.11,323.58,320.40,346.30,357.44,348.24,344.19,343.06,363.77,374.42
2003-10-18 21:38:36.209000,L5,,,,,268.92,278.66,271.66,293.42,306.42,313.38,305.80,311.99,320.34,301.43,,,,,,294.57,298.71,324.06,342.73
2003-10-18 21:39:00.182000,L5,,,,,,,,,,321.09,315.47,318.62,327.55,314.20,288.17,285.41,315.35,324.53,,307.16,307.72,332.51,348.50
2003-11-19 21:39:26.321000,L5,,,,,,,,,,,,,,,,,,,,308.46,305.66,313.86,328.92
2003-11-28 21:33:21.973000,L5,,,,,,,282.67,307.90,313.73,321.73,312.06,314.92,324.76,306.23,290.24,,,,263.32,319.51,321.39,329.54,342.07
2003-12-14 21:33:26.453000,L5,324.16,339.77,363.21,371.57,364.47,350.90,352.31,360.71,368.74,363.79,356.90,355.50,359.04,359.61,351.78,345.52,364.08,365.98,367.70,356.07,357.79,365.78,376.01
2003-12-30 21:33:36.470000,L5,326.63,337.47,368.42,372.24,363.44,355.19,352.99,352.10,353.18,353.20,347.38,350.56,357.77,353.27,350.12,354.57,364.82,370.23,367.50,360.98,351.34,357.51,363.27
2004-01-22 21:39:52.321000,L5,,,,,,,,,,,,,,,,,,,,,313.92,321.51,337.40
2004-02-23 21:39:37.913000,L5,300.47,297.98,320.58,341.93,339.65,334.31,336.04,352.44,357.47,359.29,349.56,349.76,351.12,348.54,330.48,326.13,342.33,350.77,349.70,344.17,340.95,356.40,368.54
2004-03-19 21:33:59.073000,L5,318.98,308.61,329.03,356.31,357.69,355.64,355.89,357.32,354.58,355.02,344.46,347.28,354.99,352.50,350.52,365.16,,,,365.40,354.68,355.74,376.84
2004-04-20 21:34:43.076000,L5,322.63,312.85,328.49,344.12,350.35,353.03,363.67,363.90,358.26,359.46,356.46,351.44,356.09,340.95,336.97,340.88,356.46,361.57,361.02,358.20,357.10,356.56,367.86
2004-06-23 21:36:34.771000,L5,327.59,340.39,350.34,354.85,359.93,353.02,379.01,360.68,379.30,370.63,354.30,362.31,356.33,350.12,348.37,348.34,365.01,371.81,368.92,361.44,357.70,360.17,370.69
2004-08-26 21:38:11.507000,L5,,,,,283.16,295.49,282.38,299.80,301.39,303.07,304.53,311.40,315.33,310.98,304.16,301.93,330.51,341.23,266.97,327.49,320.02,321.04,328.81
2004-09-18 21:44:34.791000,L5,,,,,,265.81,267.59,298.64,293.78,302.32,301.84,306.14,307.24,295.00,282.50,,,,,311.63,311.31,314.72,326.00
2004-10-20 21:45:16.509000,L5,338.40,330.99,333.53,348.41,354.21,354.51,361.27,375.83,389.35,,398.50,366.31,365.10,357.97,351.32,346.72,357.10,370.19,369.98,357.07,354.10,355.49,377.49
2004-11-30 21:40:15.914000,L5,327.42,333.37,357.16,375.17,371.00,358.97,364.41,,373.81,372.89,380.98,369.50,361.82,359.06,348.12,355.45,363.88,380.21,378.77,371.01,360.62,366.50,373.33
2004-12-16 21:40:34.991000,L5,,,,,,367.74,370.53,374.51,374.71,372.80,363.48,364.81,357.72,348.56,344.79,351.33,365.00,372.96,372.27,365.34,360.30,360.69,371.63
2005-01-17 21:41:01.708000,L5,,,,,,,,266.99,290.54,309.02,305.20,311.77,321.02,311.84,300.97,302.98,318.58,323.86,318.88,323.04,311.21,317.49,331.03
2005-02-09 21:47:31.401000,L5,,,,,,,,,,,,,,,,,,,,337.00,321.06,329.33,336.10
2005-02-18 21:41:30.252000,L5,304.09,301.74,319.76,336.78,333.24,341.01,336.44,346.34,342.27,345.10,334.15,342.97,346.44,341.54,340.71,339.43,356.47,361.54,356.59,354.21,343.86,353.99,369.32
2005-03-06 21:41:43.946000,L5,298.82,294.88,318.00,325.55,332.17,333.24,334.82,334.18,339.58,340.10,336.67,340.26,347.34,343.73,341.07,343.08,353.02,361.63,354.79,353.67,342.15,347.19,360.98
2005-03-13 21:47:59.531000,L5,,,,,,,,,,,,,,,,,,,,,313.80,318.17,331.18
2005-04-30 21:48:14.979000,L5,,,,,,,318.68,323.97,331.08,338.19,331.25,329.73,331.09,327.79,324.89,318.67,332.85,333.47,324.69,275.59,,,
2005-05-09 21:42:07.981000,L5,336.67,328.44,334.64,343.94,357.97,348.98,345.21,347.03,348.81,359.08,347.49,347.40,353.23,345.96,341.07,339.66,353.99,367.59,358.92,354.11,345.72,355.38,364.55
2005-05-25 21:42:16.127000,L5,338.78,348.76,352.40,354.34,348.91,353.59,343.86,353.21,346.65,347.46,343.15,352.34,345.64,339.67,334.80,342.12,350.26,361.81,357.25,359.27,345.05,349.86,358.28
2005-06-01 21:48:06.521000,L5,,,,,279.12,295.41,290.21,294.63,303.19,306.72,305.01,310.30,313.91,310.01,296.08,296.21,322.30,337.47,264.93,327.35,323.97,327.88,343.35
2005-06-10 21:42:24.190000,L5,,,,,,,283.28,288.85,293.83,304.05,300.47,305.60,307.01,302.96,284.05,,,,260.95,315.14,315.56,314.98,326.91
2005-06-26 21:42:28.501000,L5,,,,,,,282.09,285.29,292.79,308.09,300.90,306.30,310.65,301.81,288.53,,,,261.26,309.44,310.83,308.99,330.50
2005-07-12 21:42:35.336000,L5,,,,,,,270.11,285.28,295.29,291.93,295.68,305.02,308.93,291.55,,,,,257.27,313.64,312.04,313.55,329.79
2005-07-28 21:42:45.778000,L5,,,,,,,277.77,296.53,290.53,303.25,305.57,310.17,302.78,304.07,,,,,,309.64,308.87,310.88,322.81
2005-08-20 21:48:42.854000,L5,343.38,335.83,352.47,375.30,378.88,376.30,372.49,367.41,369.98,388.22,375.14,373.44,368.72,363.03,366.87,,,,,,,,
2005-08-29 21:42:58.794000,L5,335.55,337.96,359.49,370.78,376.15,366.80,364.15,360.81,356.01,352.50,356.23,358.84,359.26,354.31,366.07,,,,,,,,
2005-09-30 21:42:58.225000,L5,295.56,293.99,316.61,331.41,336.89,327.40,328.95,330.38,327.68,330.52,328.93,329.23,335.94,336.32,335.01,332.68,349.87,364.10,357.71,352.04,346.18,347.88,363.18
2005-11-08 21:48:52.559000,L5,283.42,288.59,305.32,316.89,338.71,331.59,326.89,332.05,335.06,332.62,319.27,317.15,328.09,326.18,318.06,319.26,336.06,351.60,346.43,348.72,344.91,346.23,357.68
2005-11-17 21:43:19.361000,L5,276.56,282.69,297.14,312.40,321.28,321.47,316.52,311.18,315.36,322.19,316.57,319.80,322.95,325.50,323.68,319.62,343.82,355.26,342.61,341.36,332.36,332.70,344.22
2006-01-20 21:44:49.210000,L5,,,,,,,,294.47,306.70,307.37,304.99,313.83,320.83,315.54,311.06,313.18,333.04,340.00,335.47,339.32,323.67,329.81,336.71
2006-01-27 21:50:46.347000,L5,,,,,289.82,306.28,295.05,301.14,316.25,321.62,313.67,322.92,322.76,318.98,317.25,311.14,331.74,340.28,334.46,345.98,335.32,338.10,352.33
2006-02-12 21:51:08.090000,L5,287.70,286.47,305.92,313.98,325.63,327.19,322.47,328.54,326.41,324.56,321.34,327.55,333.93,328.67,321.95,325.59,353.69,352.40,348.16,362.55,367.73,309.07,
2006-02-21 21:45:32.507000,L5,329.71,360.39,368.43,375.21,366.29,351.37,358.28,356.58,348.58,347.30,347.63,346.89,349.84,345.91,342.30,340.34,356.51,365.26,359.29,355.67,351.25,349.39,365.65
2006-02-28 21:51:28.213000,L5,294.03,295.49,310.33,325.33,327.80,333.84,326.26,327.75,330.08,332.25,332.94,336.32,339.04,338.43,338.46,335.75,352.79,356.36,351.89,350.69,339.66,349.91,361.67
2006-03-09 21:45:52.499000,L5,,,,,,394.48,382.83,372.85,357.17,362.78,355.92,371.43,365.81,365.22,371.35,,,,387.59,369.92,354.18,371.10,375.36
2006-04-26 21:46:44.812000,L5,294.77,301.29,320.77,336.29,337.09,339.98,336.93,333.24,338.16,336.89,333.72,335.72,342.75,338.68,339.22,340.72,365.20,367.26,362.23,361.26,348.49,359.77,
2006-06-13 21:47:25.691000,L5,318.72,321.84,338.04,351.05,340.17,343.89,343.85,355.01,353.76,347.93,341.55,344.53,351.70,344.81,337.98,340.77,348.33,357.84,356.04,349.07,342.03,349.58,361.54
2006-07-22 21:54:10.491000,L5,,,,,,,,,,,,,,319.26,312.43,317.22,288.91,346.80,256.62,326.95,327.98,334.53,345.90
2006-08-23 21:54:11.272000,L5,,,,,268.40,286.35,293.27,297.06,293.05,286.79,287.15,299.47,306.92,288.91,278.63,288.45,321.24,322.01,259.35,317.39,319.94,317.96,329.41
2006-08-23 21:54:35.388000,L5,,,,,,,,,,,,,,,,,,,256.98,314.80,315.53,314.16,325.87
2006-09-01 21:48:31.320000,L5,340.74,328.57,345.07,375.72,389.56,,,,,389.66,363.00,369.55,370.11,358.10,356.43,356.59,371.32,377.69,373.28,367.53,362.53,362.26,380.19
2006-09-17 21:48:42.941000,L5,330.08,340.20,373.22,385.20,383.58,377.48,375.63,379.64,360.13,370.15,348.74,349.68,357.97,356.53,355.79,367.23,373.09,376.57,370.70,367.12,353.39,359.12,372.25
2006-11-20 21:49:20.699000,L5,311.27,303.99,330.77,337.36,335.71,326.54,330.75,330.36,334.94,328.82,341.34,346.49,352.17,345.76,345.19,348.06,357.20,365.25,352.14,351.38,340.06,346.61,357.32
2006-11-27 21:55:35.233000,L5,304.80,315.60,324.80,334.57,335.34,332.03,328.77,333.99,340.37,350.74,349.68,348.63,352.97,347.22,342.30,342.51,341.11,354.01,349.46,353.45,339.27,347.56,352.31
2006-12-06 21:49:29.117000,L5,,,394.95,386.62,363.41,375.18,356.81,358.90,354.40,352.20,359.15,356.18,360.44,356.80,352.66,356.68,365.06,377.60,370.68,359.48,347.15,354.10,363.22
2006-12-29 21:55:50.726000,L5,272.93,273.21,287.22,303.36,313.47,310.30,307.35,303.53,323.90,324.00,323.96,324.81,330.22,325.90,321.36,319.63,322.29,335.24,331.51,328.96,319.88,322.05,337.24
2007-01-30 21:55:36.438000,L5,317.37,329.08,348.27,346.06,357.18,342.65,338.24,346.06,339.17,347.74,332.70,339.71,359.81,361.72,390.22,,,,,,,,
2007-02-08 21:49:50.615000,L5,352.10,384.80,379.98,375.50,380.53,368.27,355.77,361.42,352.01,368.64,355.52,355.89,359.68,352.62,348.99,346.63,364.74,365.04,366.18,360.35,343.95,350.87,357.24
2011-01-25 21:50:35.036000,L5,,,,290.71,304.91,309.92,303.98,318.16,318.02,318.55,308.97,313.45,319.62,315.23,307.24,313.28,334.24,341.18,338.92,341.65,327.05,332.26,345.25
2011-10-24 21:48:35.845000,L5,297.27,301.16,307.58,321.80,322.33,322.96,321.43,328.33,337.00,342.40,335.95,341.87,351.75,343.40,,,,,,,,,
2013-05-31 21:56:55.601000,L8,332.06,309.04,341.39,338.67,332.70,335.53,328.16,327.27,337.55,339.30,335.78,337.45,329.89,324.87,319.99,315.57,328.54,342.37,335.49,334.81,327.22,332.41,344.18
2013-06-07 22:02:40.903000,L8,285.51,285.06,300.60,311.26,307.32,307.00,303.94,308.21,307.27,307.80,307.65,314.31,321.62,317.51,314.27,310.49,382.09,380.84,377.47,328.51,316.88,341.05,351.79
2013-06-23 22:02:34.637000,L8,,,,,,,,265.00,282.55,297.35,294.33,305.58,309.08,290.62,,,,,,307.19,303.77,306.38,314.57
2013-07-18 21:56:50.290000,L8,,,,,,,,,,291.63,289.77,301.22,300.70,287.02,,,,,,305.95,300.59,299.42,311.73
2013-07-25 22:02:37.865000,L8,,,,,271.86,295.72,286.45,296.36,295.19,302.88,300.80,307.10,310.18,298.88,268.18,273.38,,,261.40,314.79,308.27,308.12,314.08
2013-07-25 22:03:01.828000,L8,,,,296.48,282.43,298.30,291.95,299.13,298.69,304.63,304.94,308.31,311.27,300.49,271.08,278.30,,,264.01,317.07,309.73,309.67,315.28
2013-10-06 21:56:45.562000,L8,280.71,283.85,302.51,314.19,312.24,307.51,309.40,314.15,315.41,317.66,314.39,320.58,325.38,314.88,312.77,306.03,319.09,330.78,323.59,328.71,321.07,321.94,331.12
2013-10-29 22:02:22.230000,L8,279.53,280.05,300.52,312.60,308.20,307.18,306.65,311.29,309.71,313.33,311.01,314.66,321.65,312.25,307.68,304.71,313.96,328.84,319.74,324.44,319.48,319.90,329.49
2013-10-29 22:02:46.185000,L8,278.83,279.60,300.36,312.29,308.08,307.14,306.34,311.15,309.46,313.03,310.45,314.59,321.79,311.97,307.47,304.28,314.57,328.86,319.80,324.29,319.48,319.63,329.60
2013-11-14 22:02:21.400000,L8,281.29,283.44,303.73,316.15,312.60,315.37,312.45,317.14,320.56,331.75,325.34,323.51,342.03,322.54,318.87,312.17,339.93,393.97,,,,,
2013-11-14 22:02:45.355000,L8,279.02,278.91,299.13,312.53,309.82,308.57,308.83,314.42,313.30,324.37,320.10,315.97,327.48,318.40,314.63,308.77,326.84,331.86,331.19,331.11,329.46,353.36,352.47
2013-11-23 21:56:27.903000,L8,332.65,315.58,333.76,356.79,360.96,345.91,332.51,335.77,337.09,333.77,339.03,334.86,342.71,328.81,324.49,319.37,334.42,348.60,336.13,341.39,338.81,336.69,350.67
2013-11-30 22:02:16.559000,L8,278.68,278.92,301.93,311.29,309.40,307.35,307.12,310.64,311.53,314.02,310.94,316.26,324.35,313.58,311.52,305.71,316.94,338.69,324.43,330.30,322.22,338.48,339.50
2013-11-30 22:02:40.518000,L8,278.33,278.79,301.88,311.53,309.66,307.43,307.40,310.67,311.66,314.13,310.89,315.88,323.85,313.74,311.26,305.58,317.35,339.31,324.76,330.41,322.45,338.73,339.84
2013-12-09 21:56:28.323000,L8,323.34,325.14,346.02,360.14,361.99,368.29,369.39,355.64,349.04,347.95,353.69,343.78,362.53,351.56,329.30,343.71,341.15,356.39,345.59,351.07,339.75,348.00,354.31
2014-02-11 21:55:44.728000,L8,,,,,,,,,,,,315.99,322.36,315.84,315.55,307.50,321.39,328.93,325.49,328.40,319.06,323.29,327.25
2014-02-18 22:01:51.922000,L8,281.02,277.87,297.77,312.43,310.89,313.65,311.76,314.53,313.52,315.22,313.03,323.16,328.50,323.96,323.35,319.58,332.35,344.82,337.51,330.97,323.28,336.72,
2014-03-06 22:01:13.234000,L8,306.66,305.63,319.37,329.28,335.13,334.25,340.73,347.40,341.17,352.55,325.82,328.54,336.28,326.61,325.75,318.21,327.97,335.35,334.07,340.41,327.38,329.81,339.86
2014-03-06 22:01:37.193000,L8,306.37,305.25,319.82,329.21,335.69,334.62,341.18,347.76,341.16,352.10,325.74,328.23,336.18,326.76,325.68,318.62,328.26,336.52,334.67,339.68,327.72,329.82,340.40
2014-05-18 21:54:23.552000,L8,328.03,334.01,347.39,350.38,360.73,361.92,388.48,,,355.65,388.42,360.93,358.58,339.92,332.72,328.24,337.74,355.79,365.49,349.52,360.93,348.81,356.68
2014-05-25 22:00:10.718000,L8,,,,,,,261.88,292.69,294.24,299.31,296.83,306.16,309.71,298.28,283.02,,,,288.84,315.67,306.06,311.97,315.23
2014-05-25 22:00:34.672000,L8,289.65,288.92,306.65,317.06,314.21,314.86,313.67,317.65,317.63,319.24,320.71,325.45,331.23,322.63,318.05,316.64,322.54,339.79,329.83,335.32,324.26,332.91,336.16
2014-06-19 21:54:35.268000,L8,303.96,300.10,308.70,341.96,332.66,331.10,321.82,326.43,327.23,325.30,340.53,340.35,337.25,327.02,321.24,318.62,334.56,340.18,335.98,332.10,323.08,328.00,336.38
2014-07-05 21:54:41.613000,L8,,,,,,,,,,,,,,,,,,,266.52,305.38,298.95,301.88,311.12
2014-08-13 22:00:42.730000,L8,280.13,282.13,304.93,321.26,316.64,310.78,312.62,314.20,312.40,312.94,310.94,317.16,325.07,317.93,313.57,310.03,320.69,334.29,330.44,327.64,319.09,316.77,326.19
2014-08-13 22:01:06.684000,L8,279.76,281.61,304.45,320.63,315.73,310.53,312.26,313.78,312.19,312.11,310.56,317.03,324.98,317.79,313.54,309.85,320.29,334.11,330.08,327.50,318.86,316.69,325.86
2014-09-07 21:55:00.661000,L8,,,,,,,266.67,290.18,289.26,294.95,286.11,298.23,303.39,281.65,,,,,,303.18,296.76,295.30,306.45
