dates,nzd0275-0000,nzd0275-0001,nzd0275-0002,nzd0275-0003,nzd0275-0004,nzd0275-0005,nzd0275-0006,nzd0275-0007,nzd0275-0008,nzd0275-0009,nzd0275-0010,nzd0275-0011,nzd0275-0012,nzd0275-0013,nzd0275-0014,nzd0275-0015,nzd0275-0016,nzd0275-0017,nzd0275-0018,nzd0275-0019,nzd0275-0020,nzd0275-0021,nzd0275-0022,nzd0275-0023,nzd0275-0024,nzd0275-0025,nzd0275-0026,nzd0275-0027,nzd0275-0028,nzd0275-0029,nzd0275-0030,nzd0275-0031,nzd0275-0032,nzd0275-0033,nzd0275-0034,nzd0275-0035,nzd0275-0036,nzd0275-0037,nzd0275-0038,satname
2004-05-06 21:34:22+00:00,,170.9725,196.6525,205.42000000000002,197.64749999999998,210.8075,242.43666666666664,262.12999999999994,277.0375,289.0866666666667,312.42,321.7425,311.3066666666667,303.74,299.4266666666667,305.95666666666665,307.83,307.41,308.615,314.195,,,,328.87,,,,,318.96,,,,,,,,,,327.09,L5
2004-06-07 21:35:18+00:00,,174.70250000000001,200.7375,209.30499999999998,199.70999999999998,214.47400000000002,243.7025,261.7033333333333,277.0375,289.0866666666667,312.42,321.7425,311.3066666666667,303.74,299.4266666666667,305.95666666666665,307.83,307.41,308.615,314.195,,,,328.87,,,,,318.96,,,,,,,,,,327.09,L5
2004-06-23 21:35:46+00:00,,177.6325,206.125,214.1775,206.615,218.048,243.795,266.5866666666666,276.615,285.35,309.66499999999996,321.43333333333334,315.27500000000003,308.48,302.275,307.2,307.83,307.41,306.7,314.195,,,,328.87,,,,,319.86,,,,,,,,,,,L5
2004-07-25 21:36:37+00:00,,178.18249999999998,206.1875,219.1525,210.07999999999998,223.06599999999997,243.9125,266.5866666666666,274.73499999999996,283.58500000000004,303.57000000000005,319.3433333333333,311.22,305.29999999999995,304.96500000000003,310.05,,,,315.49,,,,328.87,,,,,323.76,,,,,,,,,,,L5
2004-08-10 21:36:56+00:00,,176.06,205.02400000000003,217.304,207.382,222.17,244.76799999999997,264.2025,273.138,284.7266666666667,304.9766666666667,316.56,309.96666666666664,301.32666666666665,302.1466666666667,309.1933333333333,,,,315.49,,,,328.87,,,,,323.76,,,,,,,,,,,L5
2004-09-11 21:37:49+00:00,,177.12833333333333,203.11333333333334,216.21833333333333,204.38166666666666,221.48285714285717,244.71333333333334,264.2025,272.4,285.795,304.035,315.082,310.5575,301.53499999999997,301.46500000000003,309.07,,,,315.49,,,,328.87,,,,,326.12,326.93,,,,,,,,,,L5
2004-10-13 21:38:32+00:00,,179.2342857142857,204.31,215.08571428571426,201.96857142857144,221.66857142857143,243.81999999999996,263.8825,271.7183333333333,290.255,304.9066666666667,316.62249999999995,310.87666666666667,300.6033333333333,300.31333333333333,308.94666666666666,,,,,,,,,,,,,328.48,326.93,,,,,,,,,,L5
2005-02-18 21:40:42+00:00,,182.65666666666667,204.06000000000003,206.21333333333334,188.47000000000003,210.92,235.05999999999997,248.53999999999996,262.9066666666667,291.68666666666667,307.515,315.19500000000005,312.065,305.70500000000004,301.19500000000005,308.7,,,,,,,,,,,,,322.9,326.93,,,,,,,,,,L5
2005-05-09 21:41:19+00:00,,179.20499999999998,207.57,205.73000000000002,192.95999999999998,211.96,233.33499999999998,249.36499999999995,261.33,291.35,313.82,321.22,311.8,309.25,302.97,,,,,,,,,,,,,,326.56,,,,,,,,,,,L5
2005-05-25 21:41:28+00:00,,179.63,205.78666666666666,205.24666666666667,191.54999999999998,213.25333333333333,236.62333333333333,250.98666666666665,262.07666666666665,293.8333333333333,312.525,321.22,311.8,309.25,302.97,,,,,,,,,,,,,,326.81666666666666,331.56,,,,,,,,,,L5
2005-06-10 21:41:36+00:00,,179.8175,206.4875,205.9625,193.0975,215.3475,237.87,253.23499999999999,263.3725,294.9625,312.7866666666667,321.22,311.8,309.25,302.97,,,,,,,,,,,,,,326.81666666666666,331.56,,,,,,,,,,L5
2005-06-26 21:41:40+00:00,,178.212,204.154,207.24,195.636,216.22600000000003,243.702,260.84399999999994,270.426,294.9625,312.7866666666667,321.22,311.8,309.25,302.97,,,,,,,,,,,,,,326.81666666666666,331.56,,,,,,,,,,L5
2005-07-12 21:41:47+00:00,,178.64,204.505,209.40666666666667,196.64166666666665,217.665,245.80499999999998,263.025,272.45166666666665,294.9625,312.7866666666667,321.22,311.8,309.25,302.97,,,,,,,,,,,,,,326.81666666666666,331.56,,,,,,,,,,L5
2005-08-13 21:42:05+00:00,,177.50714285714284,203.49,209.4257142857143,196.67000000000002,218.0171428571429,246.24714285714285,262.45714285714286,271.42285714285714,294.61199999999997,312.7866666666667,318.37,311.8,309.25,302.97,,,,,,,,,,,,,,328.71500000000003,332.02,,,,,,,,,,L5
2005-08-29 21:42:10+00:00,,176.95857142857145,200.68857142857146,209.84,197.17857142857142,218.96428571428572,249.8114285714286,264.2,273.38142857142856,297.29,312.27,315.52,,296.87,295.22,,,,,,,,,,,,,,329.6975,332.02,,,,,,,,,,L5
2006-01-20 21:44:01+00:00,,171.36,193.62333333333333,206.44999999999996,194.22,214.47333333333336,243.94000000000003,255.25999999999996,272.28999999999996,299.74,316.43,322.225,314.96,307.15999999999997,297.005,305.06,,,,,,,,,,,,,325.32666666666665,335.615,332.99,335.71,,,,,,,,L5
2006-02-21 21:44:44+00:00,,175.8166666666667,199.53333333333333,208.59666666666666,199.58,215.49333333333334,249.35333333333335,259.2633333333333,275.80999999999995,303.005,316.43,328.93,314.96,307.15999999999997,297.005,305.06,,,,,,,,,,,,,320.785,338.75,332.99,335.71,,,,,,,,L5
2006-03-09 21:45:04+00:00,,177.23000000000002,209.23333333333335,213.13,203.39666666666668,213.37666666666667,244.57000000000002,257.03666666666663,276.445,301.205,317.525,328.93,314.96,317.45,298.79,305.06,,,,,,,,,,,,,321.145,338.75,332.99,335.71,,,,,,,,L5
2006-04-10 21:45:40+00:00,,179.7975,210.70749999999998,215.325,203.3875,214.4875,243.395,255.50999999999996,274.5466666666667,298.15000000000003,315.93666666666667,328.93,314.96,317.45,298.79,305.06,,,,,,,,,,,,,321.145,338.75,332.99,335.71,,,,,,,,L5
2006-04-26 21:45:56+00:00,,179.826,215.584,222.666,203.3875,219.848,247.21400000000003,259.546,274.5466666666667,298.15000000000003,315.93666666666667,328.93,314.96,317.45,298.79,305.06,,,,,,,,,,,,,321.145,338.75,332.99,335.71,,,,,,,,L5
2006-05-12 21:46:09+00:00,,179.4,213.79833333333332,220.71,202.83200000000002,219.595,245.86,258.7366666666666,271.85,296.98,313.7325,328.93,314.96,317.45,298.79,305.06,,,,,,,,,,,,,321.145,338.75,332.99,335.71,,,,,,,,L5
2006-06-13 21:46:37+00:00,,179.75142857142856,219.85,222.5742857142857,207.79999999999998,219.595,250.2357142857143,262.40714285714284,276.134,296.98,313.7325,328.93,314.96,317.45,298.79,305.06,,,,,,,,,,,,,321.145,338.75,332.99,335.71,,,,,,,,L5
2006-09-01 21:47:43+00:00,,181.79999999999998,224.03333333333333,225.67,208.862,222.62600000000003,250.35666666666665,262.4266666666667,273.692,291.8625,308.66499999999996,304.39,301.28,305.85,301.9,309.08,,,,,,,,,,,,,329.63,,,,,,,,,,,L5
2006-09-17 21:47:54+00:00,,184.24833333333333,224.14166666666665,226.60333333333335,208.836,227.28000000000003,253.115,263.8066666666667,272.414,288.2425,302.08500000000004,305.29999999999995,301.32,304.85,304.29999999999995,309.08,,,,,,,,,,,,,337.29,,,,,,,,,,,L5
2006-12-06 21:48:41+00:00,,186.92666666666665,214.19250000000002,213.8875,200.54500000000002,229.48000000000005,259.08,254.39499999999995,267.3975,276.6266666666667,292.34999999999997,301.84,293.5233333333333,296.58666666666664,293.3933333333333,289.775,273.39,271.64,274.85,285.42,280.14,286.08,306.18,303.85,299.98,306.28,310.19,312.97,315.735,295.36,300.7,304.92,302.89,302.06,311.39,320.23,325.37,317.68,307.24,L5
2007-02-08 21:49:02+00:00,,189.46,200.20333333333335,207.26333333333332,189.84666666666666,229.48000000000005,250.375,244.3833333333333,258.7733333333333,276.6266666666667,292.34999999999997,301.84,293.5233333333333,296.58666666666664,293.3933333333333,289.775,273.39,271.64,274.85,285.42,280.14,287.485,307.08000000000004,303.85,304.515,311.89,314.88,314.27,305.94,299.525,307.49,304.61,308.955,302.1,321.16999999999996,321.235,325.37,322.97,310.555,L5
2011-01-02 21:43:59+00:00,,186.49,200.78,207.31,188.83,221.6,246.34,255.79,,311.97,311.63,314.91,,,,,,,,,,,,,,,,,318.67,,,,,,,,,,,L5
2013-04-29 21:55:51+00:00,,,,,,191.56,200.72,210.2,229.33,280.25,281.83,286.53,280.45,271.6,276.12,276.37,281.62,263.25,283.32,295.21,292.42,283.97,290.6,297.65,300.41,304.03,313.82,306.61,273.41,331.5,342.02,319.08,331.49,318.05,335.09,351.65,323.85,324.42,,L8
2013-05-31 21:56:07+00:00,,159.16,186.99,182.49,160.3,194.57999999999998,203.66,216.7,236.94,281.01,285.45,289.35,284.51,274.81,279.045,282.26,281.62,268.315,283.32,295.21,292.42,292.41,298.71000000000004,297.65,300.41,304.03,313.82,310.435,278.12,331.5,342.02,325.135,331.49,318.05,335.09,351.65,323.85,324.42,,L8
2013-07-18 21:56:02+00:00,,159.16,188.765,182.03500000000003,169.72,194.93666666666664,206.15666666666667,218.45333333333335,240.82666666666668,281.25333333333333,286.41333333333336,290.3666666666666,285.77,279.95666666666665,281.8433333333333,282.26,281.62,268.315,283.32,295.21,292.42,292.41,298.71000000000004,297.65,300.41,304.03,313.82,312.45,281.5733333333333,331.5,342.02,325.135,331.49,318.05,335.94,351.65,323.85,324.42,,L8
2013-08-19 21:56:06+00:00,,159.16,195.86333333333334,190.67,175.88333333333333,196.965,208.4975,223.2975,244.3675,283.5875,288.91499999999996,292.6625,286.575,279.95666666666665,282.47,282.26,281.62,268.315,283.32,295.21,292.42,292.41,298.71000000000004,297.65,300.41,304.03,313.82,314.9925,284.7,331.5,342.02,325.135,331.49,318.05,335.94,351.65,323.85,324.42,,L8
2013-10-06 21:55:57+00:00,,159.16,190.75,187.51,171.86,196.148,209.22600000000003,223.23000000000002,247.23200000000003,284.402,290.01,293.88599999999997,287.64,279.95666666666665,282.036,282.26,281.62,268.315,283.32,295.21,292.42,292.41,298.71000000000004,297.65,300.41,304.03,313.82,313.8,284.77799999999996,331.5,342.02,325.135,331.49,318.05,335.94,351.65,323.85,324.42,,L8
2014-02-11 21:54:56+00:00,,,192.735,192.98499999999996,174.00000000000003,196.14333333333335,210.34333333333333,224.41333333333333,249.65,282.47,289.74666666666667,292.7,286.11333333333334,275.75,279.06666666666666,277.76,,270.59,291.37,,295.51,284.7,299.9,,,,,312.9266666666667,286.28666666666663,326.79,333.88,320.59,333.93,322.9,320.62,,,,,L8
2014-02-27 21:54:44+00:00,,,175.41,178.03,159.79,190.09333333333333,207.00333333333333,217.91333333333333,244.77333333333334,277.15000000000003,285.2133333333333,286.32,283.03999999999996,276.4,275.8,278.49,,274.62,294.485,300.66,297.79499999999996,285.40999999999997,305.875,297.78,305.25,,,307.5133333333333,280.72333333333336,326.77,334.28499999999997,320.865,333.93,325.755,320.62,,,,,L8
2014-06-19 21:53:47+00:00,,210.48,,,214.0,188.7,204.435,215.39,237.81500000000003,278.47333333333336,287.2733333333333,289.06666666666666,286.06666666666666,276.4,273.55,278.49,,274.62,294.485,300.66,297.79499999999996,285.40999999999997,305.875,297.78,305.25,,,306.755,284.1433333333334,326.77,334.28499999999997,320.865,333.93,325.755,320.62,,,,,L8
2014-09-07 21:54:12+00:00,,210.48,177.95,,199.26,191.16,,,,289.325,297.655,301.16499999999996,300.98,,278.98,302.52,306.22,299.73,305.49,,,305.98,316.4,,313.09,314.48,322.99,316.1,296.95000000000005,351.37,347.74,,340.48,,348.04,,,345.68,,L8
2014-09-23 21:54:09+00:00,,210.48,174.35,170.52,197.4333333333333,194.125,208.62,234.3,264.01,289.3833333333333,297.7366666666667,300.2133333333333,300.98,,282.13,300.395,304.935,298.235,302.61,,,303.315,314.88,,316.105,318.745,318.65,313.6,291.63000000000005,351.37,347.74,331.98,337.67,,348.04,,,343.76,,L8
2014-11-10 21:54:18+00:00,,210.48,174.35,170.52,195.185,194.23000000000002,208.62,229.66000000000003,262.09000000000003,288.55,296.905,298.365,294.25,282.57,281.87666666666667,300.395,304.935,298.235,302.61,,,300.3966666666667,314.88,,316.105,316.3333333333333,318.65,311.60333333333335,288.605,351.37,342.9,329.38,337.67,,348.04,316.87,,343.76,,L8
2014-12-28 21:54:07+00:00,,,174.35,170.52,187.8125,194.2575,208.62,233.36666666666667,256.4166666666667,283.7125,292.71500000000003,291.7625,283.54999999999995,279.11,280.1225,293.02,296.51666666666665,290.0566666666667,294.93666666666667,288.73,289.69,296.02750000000003,307.59,295.8,310.5566666666667,312.6575,315.7366666666667,311.60333333333335,286.3566666666667,351.37,342.9,329.38,337.67,,348.04,316.87,,343.76,,L8
2015-04-03 21:53:26+00:00,,,,,186.475,194.53,,232.9,252.62,279.16499999999996,289.31,287.76666666666665,284.5833333333333,282.88666666666666,282.8866666666667,289.23,279.68,276.015,279.59,288.73,289.69,288.74000000000007,293.01,295.8,299.46,306.57000000000005,309.91,310.34000000000003,280.04499999999996,,338.06,326.54999999999995,,,,316.87,,,,L8
2015-04-19 21:53:26+00:00,,,158.78,168.32,182.80666666666664,193.135,204.01,232.61,250.00333333333333,278.8333333333333,289.4,287.8325,284.0625,283.3,282.14750000000004,289.4066666666667,279.68,277.55,279.59,288.73,289.69,288.48,293.01,295.8,299.46,310.51666666666665,309.91,309.62666666666667,279.3333333333333,,338.06,326.20666666666665,,,,316.87,,,,L8
2015-05-05 21:53:12+00:00,,,158.78,168.32,182.80666666666664,191.00799999999998,201.5,229.785,247.5325,278.4325,289.104,287.01599999999996,283.584,281.724,281.254,286.72,282.225,275.7525,279.59,288.73,289.69,287.6125,291.81,296.49,299.625,308.8725,311.56,308.8875,278.1925,332.37,335.685,325.365,327.03,330.55,,317.11,,322.43,314.08,L8
2015-06-06 21:53:16+00:00,,,202.115,168.32,179.98999999999998,190.14999999999998,201.5,231.37333333333333,243.32000000000002,275.8933333333334,287.77750000000003,287.462,285.94,281.5125,281.225,286.72,282.225,275.7525,279.59,288.73,289.69,285.2966666666667,291.81,296.49,299.625,307.99333333333334,311.56,314.1075,277.74666666666667,332.37,333.31,324.8933333333334,327.03,330.55,,317.35,,322.43,314.08,L8
2015-10-12 21:54:05+00:00,,,202.115,168.32,175.47,188.38,210.93666666666664,234.44333333333336,252.62666666666667,278.7033333333334,291.44,288.9433333333333,287.8233333333333,279.97999999999996,278.80499999999995,284.21000000000004,284.77,275.49,,,,286.485,290.61,297.18,299.79,311.175,313.21,314.4533333333334,276.34000000000003,332.37,333.31,324.18000000000006,327.03,330.55,,317.35,,322.43,314.08,L8
2015-11-13 21:54:10+00:00,,189.33,229.375,206.82,,188.755,219.31,243.905,265.57500000000005,277.5,294.78499999999997,292.0,291.56,,,,,,,,,,,,,,304.97,315.84000000000003,276.75,,,,,,,,,,,L8
2015-12-15 21:54:12+00:00,,191.31,213.205,209.185,207.5,185.85,214.84666666666666,238.95666666666668,261.5,275.27666666666664,291.1066666666666,286.34000000000003,282.5,280.08,277.08,282.83,,,,297.05,298.66,288.04,,303.81,305.66,305.2,308.86,303.90999999999997,277.245,329.32,,329.61,319.68,329.81,325.91,,,,,L8
2016-01-16 21:54:09+00:00,,197.96333333333334,216.21333333333334,208.66,207.5,183.95,212.045,235.72,258.6725,274.2,290.125,286.01,281.51666666666665,286.405,278.195,282.83,,,,297.05,298.66,287.67,,303.81,305.66,306.315,309.8833333333334,305.21666666666664,277.1466666666667,329.32,330.44,329.61,319.68,329.81,324.925,,,,,L8
2016-03-04 21:53:57+00:00,,197.96333333333334,216.21333333333334,208.66,207.5,182.156,209.82199999999997,232.18200000000002,254.872,273.428,288.62,284.2875,280.78,282.87,277.3,279.875,274.71,270.43,277.63,297.05,294.54,285.9666666666667,291.17,299.75,302.345,304.62666666666667,309.52250000000004,305.3075,276.3525,326.61,330.22,325.09000000000003,317.85,326.43,321.31,314.98,329.19,314.72,,L8
2016-05-07 21:53:39+00:00,,195.74,214.91750000000002,204.77,207.5,179.85999999999999,204.258,226.42199999999997,249.488,271.59,286.346,284.056,281.062,281.075,276.9325,279.26,276.385,272.08500000000004,282.075,297.05,294.54,286.45,292.005,299.75,302.345,304.28999999999996,310.32399999999996,305.63199999999995,276.18600000000004,326.61,330.22,325.1933333333333,321.15000000000003,326.43,324.5075,315.44,329.635,320.08500000000004,,L8
2016-06-08 21:53:45+00:00,,193.77749999999997,211.09250000000003,205.58749999999998,199.905,183.498,209.554,229.292,250.638,272.52,287.074,285.546,282.56000000000006,282.974,279.28599999999994,282.72249999999997,276.385,272.08500000000004,282.075,297.05,294.54,286.45,292.005,299.75,302.345,304.28999999999996,311.66249999999997,306.24249999999995,276.045,326.61,330.22,325.1933333333333,321.15000000000003,326.43,324.5075,315.44,329.635,320.08500000000004,,L8
2016-07-26 21:54:04+00:00,,185.27499999999998,204.51500000000004,201.59499999999997,192.31,186.4,212.73666666666668,230.46333333333334,251.1525,274.13,289.345,288.5025,285.605,283.0625,280.145,282.68666666666667,276.385,274.03000000000003,282.075,,290.42,285.22999999999996,292.005,295.69,299.03,304.73,310.9849999999999,310.3933333333334,277.3733333333333,323.9,330.0,322.98499999999996,321.885,323.05,324.09,315.44,329.635,320.08500000000004,,L8
2016-08-27 21:54:14+00:00,,185.27499999999998,204.51500000000004,201.59499999999997,192.31,183.9,208.82250000000002,226.9675,248.834,273.78200000000004,288.67,288.23400000000004,284.526,282.41400000000004,279.192,281.71000000000004,276.2233333333333,271.865,282.075,,290.42,285.31666666666666,292.2733333333333,295.69,299.03,304.6225,310.9849999999999,309.225,276.2625,323.9,330.0,322.98499999999996,321.885,323.05,324.09,315.44,330.43333333333334,320.08500000000004,,L8
2016-09-12 21:54:18+00:00,,185.27499999999998,204.51500000000004,201.59499999999997,192.31,184.875,208.8475,227.5625,249.752,274.238,290.114,289.87199999999996,284.93199999999996,283.45799999999997,278.754,281.405,276.7266666666667,272.3433333333333,286.52,,,286.69500000000005,292.82499999999993,,,305.74666666666667,313.53,309.50750000000005,276.84749999999997,,,325.4,327.75,,334.1,317.24,331.05499999999995,325.45,,L8
2016-12-17 21:54:19+00:00,,,199.95,188.54,205.26,185.39666666666665,208.15666666666667,230.03333333333333,246.26,271.73,287.425,286.8125,282.29,282.16499999999996,275.89750000000004,277.34,276.0833333333333,276.1233333333333,286.81,,292.3,286.385,296.245,295.93,302.38,305.86,312.07,308.795,276.705,325.43,327.52,324.02,304.7,323.46,319.15,315.4,330.91499999999996,313.18,313.32,L8
2017-02-03 21:54:05+00:00,,187.65,200.58499999999998,203.625,217.95499999999998,197.5,214.685,238.775,243.08666666666667,270.5425,285.4125,284.39250000000004,279.9075,281.34749999999997,274.895,278.52,276.0833333333333,275.22499999999997,286.81,,292.3,286.2033333333333,295.74333333333334,298.865,301.755,304.06333333333333,311.685,305.2925,274.86,324.99,326.06,324.085,304.025,323.46,325.155,315.4,330.91499999999996,313.18,313.32,L8
2017-06-11 21:53:45+00:00,,187.65,200.58499999999998,203.625,220.21,220.72,228.70666666666668,252.59333333333333,248.155,273.8366666666667,287.77,286.78000000000003,284.1233333333334,286.4166666666667,277.5366666666667,279.79999999999995,276.13,285.08,286.81,,292.3,286.55999999999995,297.21000000000004,298.865,301.755,303.945,311.685,310.49333333333334,286.6366666666667,324.99,326.06,324.085,304.025,323.46,325.155,312.22,329.8,313.18,313.32,L8
2017-06-27 21:53:50+00:00,,180.485,197.66,209.20499999999998,223.48333333333335,227.80333333333337,231.73333333333335,247.79333333333332,251.16333333333333,281.5266666666667,296.74333333333334,297.04,291.93666666666667,290.81,279.13,282.06,,,,,,285.84,294.74,301.8,301.13,304.27,311.3,313.70000000000005,292.48,324.55,324.6,324.15,303.35,,331.16,,,,,L8
2017-10-01 21:54:18+00:00,,165.16,206.675,209.17,221.38666666666668,225.57000000000002,231.08666666666667,241.17,254.025,286.805,301.24333333333334,301.3466666666667,297.74,295.105,281.33500000000004,288.79,,295.21,293.69,,,,,,,,,316.42,297.56,,,,,,,,,,,L8
2017-12-04 21:54:13+00:00,,165.16,208.06000000000003,209.22333333333333,222.66750000000002,225.575,231.16000000000003,240.795,249.59,276.11333333333334,297.715,298.2425,294.3625,290.62666666666667,280.8333333333333,284.625,299.97,297.745,294.495,,,309.6,,,,,,311.59999999999997,291.12666666666667,336.69,,,,,,,,,,L8
2018-04-11 21:53:25+00:00,,,210.83,227.905,236.74,217.185,224.245,235.89999999999998,239.07,248.68,287.13,293.135,288.13,284.845,280.85,288.33,302.06,302.47,295.3,,,309.6,,,,,,306.51,298.07,336.69,,,,,,,,,,L8
2018-06-30 21:53:07+00:00,,196.26,,246.48,246.97,208.78,217.11,232.13,237.42,242.63,,297.34,292.03,288.02,281.87,296.2,304.15,304.66,,,,,,,,,,311.06,317.88,,,,,,,,,,,L8
