dates,satname,nzd0511-0000,nzd0511-0001,nzd0511-0002,nzd0511-0003,nzd0511-0004,nzd0511-0005,nzd0511-0006,nzd0511-0007,nzd0511-0008,nzd0511-0009
2015-01-02 22:14:38.674000,L8,,,,,217.20,229.40,244.00,241.09,240.27,272.50
2015-04-15 22:20:10.505000,L8,205.04,219.57,232.44,237.67,240.19,249.43,264.94,271.96,254.66,280.88
2015-10-17 22:14:38.194000,L8,,,,,217.35,230.03,243.40,238.59,236.93,271.58
2015-12-20 22:14:45.217000,L8,,202.37,224.66,228.57,231.83,240.11,253.66,247.02,244.52,292.10
2015-12-27 22:20:55.079000,L8,,,,,,,,,224.16,259.66
2017-01-30 22:20:50.623000,L8,,,,,218.85,230.72,245.43,237.66,237.78,272.59
2017-02-08 22:14:34.654000,L8,,,,,218.05,229.47,245.26,239.40,237.87,271.02
2017-04-20 22:20:11.117000,L8,,,,,,,,,,262.25
2017-10-29 22:21:05.518000,L8,210.90,209.96,229.56,232.63,237.25,246.64,260.09,249.05,249.12,277.50
2018-01-01 22:20:56.342000,L8,,,,,217.72,228.96,244.97,238.14,237.51,268.11
2018-02-11 22:14:26.201000,L8,,,,,,226.56,242.34,236.62,234.99,266.73
2018-02-27 22:14:19.470000,L8,,,,,218.81,232.50,248.10,241.51,239.69,270.14
2018-03-06 22:20:26.446000,L8,,,,,,226.50,242.12,237.59,234.64,265.52
2018-09-30 22:20:31.646000,L8,,,,,,,,,231.81,260.58
2018-11-10 22:14:32.733000,L8,202.04,208.18,228.72,231.76,234.36,244.16,262.33,254.99,249.52,290.80
2018-12-28 22:14:29.227000,L8,,,,,220.69,231.98,247.87,238.84,238.99,269.86
2019-02-14 22:14:21.185000,L8,,,,,223.67,234.59,252.19,244.94,241.17,271.53
2019-02-21 22:20:30.485000,L8,,,,,217.58,233.52,248.25,243.25,238.54,269.37
2019-03-02 22:14:17.011000,L8,,,,,221.11,232.59,249.17,242.07,239.95,271.32
2019-03-18 22:14:11.817000,L8,,,,,,228.03,241.45,236.24,232.27,264.79
2019-11-13 22:14:57.837000,L8,,,,,223.46,233.15,246.85,240.37,237.24,269.13
2019-11-29 22:14:55.870000,L8,,198.66,223.58,226.90,229.99,240.31,254.65,246.58,243.69,275.04
2020-01-23 22:20:55.593000,L8,224.98,208.57,229.23,232.29,235.18,245.08,261.12,255.46,249.01,280.80
2020-03-04 22:14:32.767000,L8,,,,,,,,,232.15,262.50
2020-03-11 22:20:40.527000,L8,,,,,221.70,231.56,246.46,240.05,236.17,266.52
2020-10-14 22:14:56.808000,L8,,,,206.86,217.34,230.97,243.26,236.32,234.88,265.29
2021-11-18 22:14:56.496000,L8,,,,,220.70,230.17,244.29,239.02,235.86,264.43
2021-12-12 22:14:55.412000,L9,,,,,,,,235.78,224.43,256.59
2022-01-13 22:14:50.477000,L9,,,,,224.29,234.51,250.63,244.60,241.15,270.62
2022-01-28 22:20:55.692000,L8,,,,,222.00,233.12,246.75,242.24,237.16,267.97
2022-02-06 22:14:44.088000,L8,,,,,,223.53,238.91,235.40,226.31,263.68
2022-02-13 22:20:52.491000,L8,,,,,,227.79,241.69,237.84,232.67,263.99
2022-10-19 22:21:14.754000,L9,,,,,221.95,232.90,244.29,238.68,234.53,266.88
2022-10-28 22:15:03.247000,L9,,,,,217.54,230.06,240.52,237.93,232.18,264.10
2023-01-07 22:21:14.460000,L9,,,,,224.90,234.76,250.43,244.20,237.46,267.89
2023-01-08 22:15:00.142000,L8,,,,,221.24,232.13,248.31,241.15,237.77,267.86
2023-01-15 22:21:05.646000,L8,,,,,,227.65,241.39,236.82,232.91,262.75
2023-02-25 22:14:39.957000,L8,,,,,,225.47,241.00,234.91,233.93,264.53
2023-03-05 22:14:49.135000,L9,,,,,,227.70,244.05,237.40,234.78,265.51
2023-04-06 22:14:33.046000,L9,,,,,,,,,223.21,265.36
2023-10-22 22:21:02.157000,L9,,,,,222.30,230.80,245.05,239.63,235.58,267.35
2023-11-24 22:14:51.719000,L8,,191.75,218.64,216.34,225.73,233.86,249.89,243.90,237.89,272.48
2024-01-11 22:14:44.166000,L8,,,,,221.84,232.06,246.54,241.27,236.45,267.56
2024-01-26 22:21:02.147000,L9,,,,,222.42,232.45,246.08,240.90,235.58,267.45
2024-02-19 22:20:51.302000,L8,,,,,214.37,227.46,241.15,236.66,232.15,263.87
2024-03-06 22:20:39.136000,L8,,,,,221.72,229.88,244.38,239.20,235.27,267.24
2024-08-30 22:14:23.037000,L9,,,,,221.28,230.55,241.54,241.54,227.36,263.02
2024-09-22 22:20:32.853000,L9,,,,,215.69,228.89,240.57,234.99,227.91,254.40
2024-10-16 22:20:51.445000,L8,,,,,221.84,229.61,242.33,236.96,231.86,245.89
2024-10-24 22:20:57.649000,L9,,194.44,219.24,219.47,225.91,234.50,249.08,242.57,235.90,256.56
2024-11-02 22:14:41.503000,L9,,195.09,222.40,220.17,228.14,237.24,251.19,247.82,237.79,262.23
2024-11-10 22:14:37.391000,L8,,,,,225.72,233.57,247.45,242.64,235.19,252.24
2024-11-17 22:20:50.529000,L8,,,,,220.50,228.72,243.11,235.65,230.74,243.55
2024-11-25 22:21:03.583000,L9,,,,,222.31,229.64,244.41,238.68,229.15,246.84
2024-12-04 22:14:48.196000,L9,,,,,224.66,231.31,246.65,239.28,235.45,251.61
2024-12-27 22:20:57.717000,L9,,,,,225.08,233.82,248.61,244.40,236.45,256.96
2025-01-05 22:14:42.782000,L9,,,,,221.63,229.53,244.89,239.82,233.31,251.34
2025-01-21 22:14:48.959000,L9,,193.99,221.99,218.61,227.18,235.06,250.98,243.57,239.06,255.93
2025-01-28 22:20:54.198000,L9,,197.69,222.24,219.37,226.37,235.77,250.89,245.71,237.17,259.06
2025-02-13 22:20:58.575000,L9,,,,,224.31,232.78,248.50,241.08,235.90,253.18
2025-04-03 22:14:16.015000,L8,,,,,,230.69,243.19,237.53,232.49,254.44
2025-09-02 22:14:47.227000,L9,,190.31,218.51,221.40,225.48,234.16,246.57,242.16,233.12,262.03
2025-09-10 22:14:44.053000,L8,,,,,223.51,231.62,243.33,237.72,225.39,252.04
2025-09-18 22:14:49.542000,L9,,,220.39,219.93,224.82,235.52,248.28,243.90,233.42,261.35
2025-11-13 22:14:52.318000,L8,,,,,223.68,232.83,246.21,240.39,234.89,254.17
