dates,satname,nzd0509-0000,nzd0509-0001,nzd0509-0002,nzd0509-0003,nzd0509-0004,nzd0509-0005,nzd0509-0006,nzd0509-0007,nzd0509-0008,nzd0509-0009,nzd0509-0010,nzd0509-0011,nzd0509-0012,nzd0509-0013,nzd0509-0014
2003-08-29 21:51:49.928000,L5,,,,,279.36,283.68,313.99,297.34,313.72,309.40,280.86,,,,
2003-09-30 21:52:18.101000,L5,331.95,314.44,323.28,355.96,374.42,347.11,325.16,338.46,347.32,349.05,337.22,343.33,358.34,377.23,397.53
2003-11-17 21:52:57.120000,L5,,,,,258.21,276.24,313.29,302.47,307.16,314.05,284.00,,,,
2004-06-12 21:55:59.429000,L5,,,,,,,,,269.62,248.43,222.48,,,,
2004-07-30 21:57:15.668000,L5,,,,,,227.91,283.41,205.64,266.71,245.19,222.34,,,,
2004-10-18 21:59:11.702000,L5,,,,,270.96,277.93,314.19,295.50,307.79,312.11,271.04,,,,
2005-01-22 22:00:50.292000,L5,,,,,284.25,279.28,311.32,284.15,310.32,314.27,280.27,,,,
2005-03-11 22:01:31.683000,L5,,,,,142.96,222.73,275.67,206.99,257.55,241.79,227.58,,,,
2005-06-22 22:08:22.866000,L5,,,,,,,,191.36,265.28,239.21,211.11,,,,
2005-10-05 22:02:41.026000,L5,,,,,164.43,225.27,282.87,217.34,273.67,261.53,242.35,,,,
2006-02-17 22:11:22.491000,L5,,,,,,204.49,282.78,208.74,275.51,225.91,193.90,,,,
2006-02-26 22:05:22.928000,L5,,,,,179.19,234.24,294.43,232.56,294.39,302.23,253.11,,,,
2006-03-14 22:05:42.635000,L5,309.19,300.79,309.03,311.02,312.56,295.75,312.38,308.73,315.92,319.27,305.73,,,,
2006-04-15 22:06:18.610000,L5,,,,,141.85,219.57,272.80,215.32,271.23,259.46,230.94,,,,
2006-06-02 22:07:00.083000,L5,,,,,,223.47,284.37,204.00,277.46,248.53,233.31,,,,
2006-06-25 22:13:31.961000,L5,,,,,,227.92,224.28,211.40,271.40,250.97,238.95,,,,
2006-07-27 22:13:58.731000,L5,,,,,266.72,288.47,311.80,319.17,316.88,313.92,287.05,150.63,213.62,248.01,
2006-10-08 22:08:40.914000,L5,,,,,141.03,207.88,258.32,196.43,247.25,227.76,164.57,,,,
2006-12-11 22:09:16.015000,L5,,,,,,181.38,244.79,186.08,250.48,225.54,194.77,,,,
2007-09-09 22:07:45.163000,L5,,,,,159.00,226.37,284.16,222.60,280.57,265.62,229.94,,,,
2008-11-14 21:57:52.281000,L5,317.88,293.43,301.91,310.17,300.58,287.56,312.64,306.67,307.98,313.91,304.47,,,,
2009-01-17 21:59:44.398000,L5,313.09,296.14,299.17,310.23,300.55,292.03,312.00,309.85,309.57,314.91,305.80,,,,
2010-02-05 22:05:29.575000,L5,,,,,237.75,239.75,295.48,248.32,294.27,300.42,268.71,,,,
2010-11-27 22:10:35.713000,L5,329.50,313.86,315.28,317.71,312.49,299.10,315.33,315.04,311.99,314.15,314.52,262.76,220.23,261.07,
2010-12-22 22:04:29.137000,L5,314.61,299.47,311.27,312.32,304.52,291.41,315.39,304.75,312.19,315.02,310.38,150.07,225.32,257.99,
2011-03-12 22:04:31.079000,L5,306.57,291.53,301.37,303.16,287.35,283.08,312.56,295.49,308.95,312.84,296.21,,,,
2013-05-11 22:22:42.945000,L8,,,,,,,,,269.71,251.16,198.82,,,,
2013-07-07 22:16:35.929000,L8,,,,,,,278.72,218.22,273.95,259.71,241.55,,,,
2013-07-23 22:16:34.633000,L8,,,,,,,,,266.19,250.74,188.03,,,,
2013-08-31 22:22:50.245000,L8,275.53,,,,,164.96,266.15,181.03,266.73,265.36,224.70,,,,
2013-09-25 22:16:28.938000,L8,,,298.93,301.10,298.24,287.50,287.22,303.75,291.62,296.10,298.16,244.83,,,
2013-10-02 22:22:40.460000,L8,,,,,196.50,183.20,274.49,292.86,276.78,278.98,250.85,,,,
2013-10-11 22:16:29.291000,L8,,,,,206.37,193.60,280.62,284.93,283.46,288.84,257.26,,,,
2013-10-18 22:22:37.411000,L8,318.96,307.55,306.26,319.50,352.45,331.49,350.06,359.92,330.88,373.40,373.66,360.45,338.57,340.39,338.48
2013-11-12 22:16:19.914000,L8,,,301.04,307.87,303.12,291.03,292.74,300.95,299.30,296.69,299.63,249.54,,,
2013-11-19 22:22:25.407000,L8,,,297.66,302.80,302.68,292.03,290.34,299.19,294.81,295.57,296.67,252.48,,,
2013-12-30 22:16:01.055000,L8,,,210.89,302.56,303.74,292.06,291.73,300.21,294.41,296.40,302.23,256.45,197.92,257.13,151.06
2014-02-23 22:21:32.043000,L8,300.83,,,,192.81,184.60,270.57,281.85,274.66,277.10,249.61,,,,
2014-03-11 22:21:19.920000,L8,233.34,,,,,159.26,257.97,182.60,254.39,255.85,213.15,,,,
2014-03-20 22:15:01.497000,L8,498.24,300.01,302.88,301.77,304.58,295.23,286.90,304.85,292.81,294.51,303.14,248.99,,,
2014-04-21 22:14:29.865000,L8,321.02,284.31,301.47,292.73,298.91,260.48,290.05,309.37,295.20,299.76,300.21,145.06,,,
2014-08-02 22:20:46.799000,L8,267.39,,,,,145.20,280.01,174.37,269.90,254.42,240.68,,,,
2014-08-11 22:14:39.696000,L8,,,,,,,266.86,158.83,258.96,247.05,204.17,,,,
